method,Layer,Size,Depth,Width,LOC,Cyclomatic,FanIn,FanOut,Loop,Time,OwnTime,Count,N_Layer,N_Size,N_Depth,N_Width,N_LOC,N_Cyclomatic,N_FanIn,N_FanOut,N_Loop,N_Time,N_OwnTime,N_Count,score
org.apache.pdfbox.tools.PDFSplit.split(String[]),14,429,16,95,129,23,8,16,3,1,0,7,0.06666666666666665,0.24017957351290684,0.5161290322580645,0.2,0.49612403100775193,0.5238095238095238,0.017977528089887642,0.1951219512195122,0.2727272727272727,1.0398415281511097e-06,1e-13,3.858148508353943e-08,0.1505760766520689
org.apache.pdfbox.pdfparser.PDFXrefStreamParser.parse(),7,44,12,18,81,14,8,17,7,110,14,135,0.5333333333333333,0.024130190796857465,0.3870967741935484,0.037894736842105266,0.31007751937984496,0.30952380952380953,0.017977528089887642,0.2073170731707317,0.6363636363636364,0.00011438256809662208,4.1227034333285235e-05,8.616531668657139e-07,0.14813236190166265
"org.apache.pdfbox.pdfparser.COSParser.parseDictObjects(COSDictionary, COSName...)",7,247,17,77,82,15,7,32,4,87528,212,515,0.5333333333333333,0.13804713804713806,0.5483870967741935,0.16210526315789472,0.313953488372093,0.3333333333333333,0.015730337078651686,0.3902439024390244,0.36363636363636365,0.09101524927601033,0.000624295091332605,3.3051472221565443e-06,0.1469663576496234
"org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareForDecryption(PDEncryption, COSArray, DecryptionMaterial)",14,24,4,13,103,15,8,34,3,501,0,6,0.06666666666666665,0.012906846240179574,0.12903225806451613,0.02736842105263158,0.3953488372093023,0.3333333333333333,0.017977528089887642,0.4146341463414634,0.2727272727272727,0.000520960605603706,1e-13,3.215123756961619e-08,0.14340723430532884
org.apache.pdfbox.filter.ASCII85InputStream.read(),14,2,1,1,94,17,14,8,6,3583,299,275437,0.06666666666666665,0.0005611672278338945,0.03225806451612903,0.002105263157894737,0.36046511627906974,0.38095238095238093,0.03146067415730337,0.0975609756097561,0.5454545454545454,0.0037257521953654262,0.0008804916618323061,0.001771121654244961,0.14161636441072448
"org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace.create(COSBase, PDResources, boolean)",8,138,10,29,123,25,22,23,0,4974,12,4493,0.4666666666666667,0.07687991021324354,0.3225806451612903,0.061052631578947365,0.4728682170542636,0.5714285714285714,0.04943820224719101,0.2804878048780488,1e-13,0.00517217176102362,3.533745799995877e-05,2.8884671832543187e-05,0.13762457451586838
"org.apache.pdfbox.preflight.process.StreamValidationProcess.checkStreamLength(PreflightContext, COSObject)",14,52,11,19,104,18,7,23,3,12,0,23,0.06666666666666665,0.02861952861952862,0.3548387096774194,0.04,0.3992248062015504,0.40476190476190477,0.015730337078651686,0.2804878048780488,0.2727272727272727,1.2478098337813317e-05,1e-13,1.4146544530631123e-07,0.13729347027984903
"org.apache.pdfbox.text.PDFTextStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector)",14,68,4,35,116,17,13,41,0,18543,676,211905,0.06666666666666665,0.037598204264870934,0.12903225806451613,0.07368421052631578,0.44573643410852715,0.38095238095238093,0.029213483146067417,0.5,1e-13,0.01928178145650603,0.001990676800664344,0.0013625951691903899,0.13587975227991522
org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(),3,180,15,48,118,18,15,26,1,21135,961,459643,0.8,0.10044893378226712,0.4838709677419355,0.10105263157894737,0.45348837209302323,0.40476190476190477,0.033707865168539325,0.3170731707317073,0.09090909090909091,0.021977050697473705,0.002829941428163365,0.002955611827794705,0.13171228242308688
org.apache.pdfbox.pdfparser.COSParser.parseXref(long),7,247,19,58,95,15,13,31,2,7088,5,296,0.5333333333333333,0.13804713804713806,0.6129032258064516,0.12210526315789473,0.3643410852713178,0.3333333333333333,0.029213483146067417,0.3780487804878049,0.18181818181818182,0.007370396751535066,1.4723940833316156e-05,1.8969230166073553e-06,0.12910836224001013
"org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.decodeNextScanline(byte[], int, int)",0,12,3,9,125,17,13,8,3,1,1,6845,1.0,0.006172839506172839,0.0967741935483871,0.018947368421052633,0.4806201550387597,0.38095238095238093,0.029213483146067417,0.0975609756097561,0.2727272727272727,1.0398415281511097e-06,2.9447881666632313e-06,4.400861398529064e-05,0.1261096702203984
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.loadDiskCache(List<File>),14,18,7,11,90,13,5,27,3,306,10,6,0.06666666666666665,0.009539842873176206,0.22580645161290322,0.023157894736842106,0.3449612403100775,0.2857142857142857,0.011235955056179775,0.32926829268292684,0.2727272727272727,0.0003181915076142396,2.9447881666632312e-05,3.215123756961619e-08,0.12439541517625756
org.apache.pdfbox.multipdf.PDFCloneUtility.cloneForNewDocument(Object),5,279,13,89,77,13,8,21,4,165,6,5209,0.6666666666666667,0.15600448933782268,0.41935483870967744,0.18736842105263157,0.29457364341085274,0.2857142857142857,0.017977528089887642,0.25609756097560976,0.36363636363636365,0.0001715738521449331,1.7668728999979385e-05,3.3488729052512224e-05,0.12181320363649213
"org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, OutputStream, int, float)",14,12,3,7,87,13,8,32,2,30941,0,93,0.06666666666666665,0.006172839506172839,0.0967741935483871,0.014736842105263158,0.3333333333333333,0.2857142857142857,0.017977528089887642,0.3902439024390244,0.18181818181818182,0.03217373672252349,1e-13,5.915827712809379e-07,0.12115586292513808
org.apache.pdfbox.pdfparser.COSParser.checkXrefOffsets(),7,212,16,42,58,13,5,19,5,4659,8,295,0.5333333333333333,0.11840628507295174,0.5161290322580645,0.08842105263157894,0.22093023255813954,0.2857142857142857,0.011235955056179775,0.23170731707317074,0.45454545454545453,0.00484462167965602,2.355830533330585e-05,1.890492769093432e-06,0.12066825030287026
org.apache.pdfbox.preflight.parser.PreflightParser.parseXrefTable(long),14,38,2,19,93,14,7,28,2,18,0,6,0.06666666666666665,0.020763187429854096,0.06451612903225806,0.04,0.35658914728682173,0.30952380952380953,0.015730337078651686,0.34146341463414637,0.18181818181818182,1.8717147506719977e-05,1e-13,3.215123756961619e-08,0.12051263898635277
org.apache.pdfbox.pdfwriter.ContentStreamWriter.writeObject(Object),3,25,5,17,88,14,13,20,3,5,1,435,0.8,0.013468013468013467,0.16129032258064516,0.035789473684210524,0.3372093023255814,0.30952380952380953,0.029213483146067417,0.24390243902439024,0.2727272727272727,5.199207640755549e-06,2.9447881666632313e-06,2.7907274210426854e-06,0.11925809109390416
"org.apache.pdfbox.tools.TextToPDF.createPDFFromText(PDDocument, Reader)",8,270,18,86,81,12,10,24,3,8,0,1,0.4666666666666667,0.15095398428731763,0.5806451612903226,0.18105263157894738,0.31007751937984496,0.2619047619047619,0.02247191011235955,0.2926829268292683,0.2727272727272727,8.318732225208877e-06,1e-13,1e-13,0.11598691718622839
org.apache.pdfbox.preflight.Validator_A1b.main(String[]),14,344,16,63,79,12,4,25,3,303,0,5,0.06666666666666665,0.19248035914702583,0.5161290322580645,0.13263157894736843,0.3023255813953488,0.2619047619047619,0.008988764044943821,0.3048780487804878,0.2727272727272727,0.00031507198302978625,1e-13,2.572099005569295e-08,0.11509436286911391
"org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.createFromImage(PDDocument, BufferedImage)",6,92,18,17,52,8,15,24,5,6288,742,14,0.6,0.051066217732884396,0.5806451612903226,0.035789473684210524,0.19767441860465115,0.16666666666666666,0.033707865168539325,0.2926829268292683,0.45454545454545453,0.006538523529014178,0.0021850328196641173,8.35932176810021e-08,0.11498845072583573
org.apache.pdfbox.examples.pdmodel.AddAnnotations.main(String[]),14,224,9,62,122,2,11,51,0,2,0,2,0.06666666666666665,0.1251402918069585,0.2903225806451613,0.13052631578947368,0.4689922480620155,0.023809523809523808,0.024719101123595506,0.6219512195121951,1e-13,2.0796830563022194e-06,1e-13,6.430247513923238e-09,0.1139472625036426
org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(COSName),1,1736,10,440,13,3,445,3,0,779,235,756041,0.9333333333333333,0.9736251402918069,0.3225806451612903,0.9263157894736842,0.046511627906976744,0.047619047619047616,1.0,0.036585365853658534,1e-13,0.0008100365504297145,0.0006920252191658593,0.0048615243304265246,0.11390837723914038
"org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument, SignatureInterface)",5,52,9,22,76,14,11,34,1,18398,1,81,0.6666666666666667,0.02861952861952862,0.2903225806451613,0.04631578947368421,0.29069767441860467,0.30952380952380953,0.024719101123595506,0.4146341463414634,0.09090909090909091,0.019131004434924118,2.9447881666632313e-06,5.144198011138591e-07,0.11387110402661264
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer.toTreeObject(Object),14,30,6,22,95,17,4,24,1,0,0,12,0.06666666666666665,0.01627384960718294,0.1935483870967742,0.04631578947368421,0.3643410852713178,0.38095238095238093,0.008988764044943821,0.2926829268292683,0.09090909090909091,1e-13,1e-13,7.073272265315562e-08,0.1137874257520718
org.apache.pdfbox.tools.OverlayPDF.main(String[]),14,1195,31,230,89,16,14,26,1,91,0,7,0.06666666666666665,0.67003367003367,1.0,0.4842105263157895,0.34108527131782945,0.35714285714285715,0.03146067415730337,0.3170731707317073,0.09090909090909091,9.462557906175099e-05,1e-13,3.858148508353943e-08,0.1137758664534921
"org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.insertGeneratedAppearance(PDAnnotationWidget, PDAppearanceStream, OutputStream)",10,434,21,69,83,8,7,52,0,349,1,32,0.33333333333333337,0.24298540965207632,0.6774193548387096,0.14526315789473684,0.3178294573643411,0.16666666666666666,0.015730337078651686,0.6341463414634146,1e-13,0.0003629046933247373,2.9447881666632313e-06,1.993376729316204e-07,0.11345861787222013
"org.apache.pdfbox.preflight.process.TrailerValidationProcess.checkMainTrailer(PreflightContext, COSDictionary)",14,83,10,24,109,20,17,11,1,0,0,7,0.06666666666666665,0.04601571268237935,0.3225806451612903,0.05052631578947368,0.4186046511627907,0.4523809523809524,0.038202247191011236,0.13414634146341464,0.09090909090909091,1e-13,1e-13,3.858148508353943e-08,0.11342432909166647
"org.apache.pdfbox.multipdf.PDFCloneUtility.cloneMerge(COSObjectable, COSObjectable)",5,297,14,96,77,14,6,20,3,0,0,3,0.6666666666666667,0.16610549943883277,0.45161290322580644,0.20210526315789473,0.29457364341085274,0.30952380952380953,0.01348314606741573,0.24390243902439024,0.2727272727272727,1e-13,1e-13,1.2860495027846476e-08,0.1134210318719282
"org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm.flatten(List<PDField>, boolean)",14,182,11,47,54,10,8,27,4,47,0,4,0.06666666666666665,0.1015712682379349,0.3548387096774194,0.09894736842105263,0.2054263565891473,0.21428571428571427,0.017977528089887642,0.32926829268292684,0.36363636363636365,4.887255182310216e-05,1e-13,1.9290742541769715e-08,0.11306069269091137
"org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)",14,9,2,6,100,16,5,31,0,735,1,112,0.06666666666666665,0.004489337822671156,0.06451612903225806,0.01263157894736842,0.38372093023255816,0.35714285714285715,0.011235955056179775,0.3780487804878049,1e-13,0.0007642835231910657,2.9447881666632313e-06,7.137574740454795e-07,0.1130195976527737
"org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.fromAny(PDImage, WritableRaster, COSArray)",3,25,6,13,83,12,5,21,3,222,22,32,0.8,0.013468013468013467,0.1935483870967742,0.02736842105263158,0.3178294573643411,0.2619047619047619,0.011235955056179775,0.25609756097560976,0.2727272727272727,0.00023084481924954636,6.478533966659109e-05,1.993376729316204e-07,0.1119922508670273
"org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.decode2D(byte[], byte[], int, int, long)",14,45,6,25,109,11,10,20,2,0,0,9,0.06666666666666665,0.024691358024691357,0.1935483870967742,0.05263157894736842,0.4186046511627907,0.23809523809523808,0.02247191011235955,0.24390243902439024,0.18181818181818182,1e-13,1e-13,5.14419801113859e-08,0.11048924274478313
"org.apache.pdfbox.pdmodel.font.PDCIDFontType2.PDCIDFontType2(COSDictionary, PDType0Font, TrueTypeFont)",6,57,9,17,92,14,11,32,0,387,0,26,0.6,0.031425364758698095,0.2903225806451613,0.035789473684210524,0.35271317829457366,0.30952380952380953,0.024719101123595506,0.3902439024390244,1e-13,0.0004024186713944795,1e-13,1.6075618784808094e-07,0.10773606100753366
org.apache.pdfbox.examples.pdmodel.PrintURLs.main(String[]),14,494,15,73,69,11,3,22,3,0,0,5,0.06666666666666665,0.27665544332211,0.4838709677419355,0.15368421052631578,0.26356589147286824,0.23809523809523808,0.006741573033707865,0.2682926829268293,0.2727272727272727,1e-13,1e-13,2.572099005569295e-08,0.10494226687681377
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.create(COSDictionary),14,30,5,21,82,19,21,21,0,0,0,25,0.06666666666666665,0.01627384960718294,0.16129032258064516,0.04421052631578947,0.313953488372093,0.42857142857142855,0.04719101123595506,0.25609756097560976,1e-13,1e-13,1e-13,1.5432594033415772e-07,0.10458135077027039
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.FDFAnnotationLine(Element),14,170,11,76,78,15,6,25,1,7,0,3,0.06666666666666665,0.09483726150392817,0.3548387096774194,0.16,0.29844961240310075,0.3333333333333333,0.01348314606741573,0.3048780487804878,0.09090909090909091,7.278890697057768e-06,1e-13,1.2860495027846476e-08,0.10410552863777216
org.apache.pdfbox.pdfparser.COSParser.parseXrefTable(long),7,212,15,43,71,13,9,23,2,1497,33,282,0.5333333333333333,0.11840628507295174,0.4838709677419355,0.09052631578947369,0.2713178294573643,0.2857142857142857,0.020224719101123594,0.2804878048780488,0.18181818181818182,0.0015566427676422113,9.717800949988662e-05,1.8068995514124298e-06,0.10404086652149472
org.apache.pdfbox.preflight.process.MetadataValidationProcess.validate(PreflightContext),14,119,9,33,91,15,21,21,0,807,0,7,0.06666666666666665,0.06621773288439955,0.2903225806451613,0.06947368421052631,0.3488372093023256,0.3333333333333333,0.04719101123595506,0.25609756097560976,1e-13,0.0008391521132179456,1e-13,3.858148508353943e-08,0.09856313869427735
org.apache.pdfbox.pdfparser.COSParser.bfSearchForObjects(),6,184,11,52,63,11,8,17,3,5617,612,11,0.6,0.1026936026936027,0.3548387096774194,0.10947368421052632,0.24031007751937986,0.23809523809523808,0.017977528089887642,0.2073170731707317,0.2727272727272727,0.0058407898636247835,0.0018022103579978974,6.430247513923238e-08,0.09801436488241273
org.apache.pdfbox.tools.PrintPDF.main(String[]),14,1195,28,239,73,13,6,17,2,0,0,6,0.06666666666666665,0.67003367003367,0.9032258064516129,0.5031578947368421,0.27906976744186046,0.2857142857142857,0.01348314606741573,0.2073170731707317,0.18181818181818182,1e-13,1e-13,3.215123756961619e-08,0.09674024829221556
org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder.createFontDescriptor(TrueTypeFont),7,107,15,33,52,8,11,47,0,10,0,7,0.5333333333333333,0.05948372615039282,0.4838709677419355,0.06947368421052631,0.19767441860465115,0.16666666666666666,0.024719101123595506,0.573170731707317,1e-13,1.0398415281511098e-05,1e-13,3.858148508353943e-08,0.09622359024715767
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary),3,73,11,24,80,12,14,22,1,2740,49,6332,0.8,0.04040404040404041,0.3548387096774194,0.05052631578947368,0.3062015503875969,0.2619047619047619,0.03146067415730337,0.2682926829268293,0.09090909090909091,0.002849165787134041,0.0001442946201664983,4.0709897010648024e-05,0.09603437084129553
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.getRaster(int, int, int, int)",14,5,2,3,89,14,17,7,2,546,286,1374,0.06666666666666665,0.002244668911335578,0.06451612903225806,0.00631578947368421,0.34108527131782945,0.30952380952380953,0.038202247191011236,0.08536585365853659,0.18181818181818182,0.0005677534743705059,0.0008422094156656841,8.828729836616605e-06,0.09560779745751302
org.apache.pdfbox.pdmodel.font.ToUnicodeWriter.writeTo(OutputStream),7,67,10,14,73,7,5,20,3,3290,71,7,0.5333333333333333,0.037037037037037035,0.3225806451612903,0.029473684210526315,0.27906976744186046,0.14285714285714285,0.011235955056179775,0.24390243902439024,0.2727272727272727,0.003421078627617151,0.0002090799598330894,3.858148508353943e-08,0.09511878202458295
"org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface, SignatureOptions)",7,437,21,99,70,8,7,41,0,5,0,5,0.5333333333333333,0.244668911335578,0.6774193548387096,0.20842105263157895,0.26744186046511625,0.16666666666666666,0.015730337078651686,0.5,1e-13,5.199207640755549e-06,1e-13,2.572099005569295e-08,0.09498424864852333
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareForDecryption(PDEncryption, COSArray, DecryptionMaterial)",14,58,4,23,92,11,7,28,0,5759,0,22,0.06666666666666665,0.03198653198653199,0.12903225806451613,0.04842105263157895,0.35271317829457366,0.23809523809523808,0.015730337078651686,0.34146341463414637,1e-13,0.005988447360622241,1e-13,1.35035197792388e-07,0.09486911208449132
"org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.from1Bit(PDImage, WritableRaster)",3,25,7,13,69,10,4,12,3,65026,138,125,0.8,0.013468013468013467,0.22580645161290322,0.02736842105263158,0.26356589147286824,0.21428571428571427,0.008988764044943821,0.14634146341463414,0.2727272727272727,0.06761673520955407,0.00040638076699952587,7.973506917264816e-07,0.09361412822943795
"org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)",14,42,7,13,73,9,12,36,0,2066,0,16,0.06666666666666665,0.023007856341189674,0.22580645161290322,0.02736842105263158,0.27906976744186046,0.19047619047619047,0.02696629213483146,0.43902439024390244,1e-13,0.0021483125971601927,1e-13,9.645371270884857e-08,0.09358435489405453
"org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.createAlphaFromARGBImage2(PDDocument, BufferedImage)",6,57,10,13,40,7,5,14,5,658,26,1,0.6,0.031425364758698095,0.3225806451612903,0.02736842105263158,0.1511627906976744,0.14285714285714285,0.011235955056179775,0.17073170731707318,0.45454545454545453,0.0006842157255234302,7.6564492333244e-05,1e-13,0.09308441380791466
org.apache.pdfbox.examples.signature.ShowSignature.showSignature(String[]),14,280,16,61,83,10,15,22,1,0,0,6,0.06666666666666665,0.15656565656565657,0.5161290322580645,0.12842105263157894,0.3178294573643411,0.21428571428571427,0.033707865168539325,0.2682926829268293,0.09090909090909091,1e-13,1e-13,3.215123756961619e-08,0.09250248222797032
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),14,55,6,20,62,7,8,28,2,7236,0,7,0.06666666666666665,0.030303030303030304,0.1935483870967742,0.042105263157894736,0.2364341085271318,0.14285714285714285,0.017977528089887642,0.34146341463414637,0.18181818181818182,0.00752429329770143,1e-13,3.858148508353943e-08,0.09215931961162054
org.apache.pdfbox.examples.pdmodel.ExtractEmbeddedFiles.main(String[]),14,335,15,60,58,9,2,19,3,0,0,4,0.06666666666666665,0.18742985409652077,0.4838709677419355,0.12631578947368421,0.22093023255813954,0.19047619047619047,0.0044943820224719105,0.23170731707317074,0.2727272727272727,1e-13,1e-13,1.9290742541769715e-08,0.09203354018042617
"org.apache.pdfbox.pdmodel.font.PDCIDFontType0.PDCIDFontType0(COSDictionary, PDType0Font)",7,80,14,24,77,10,10,30,0,8,0,5,0.5333333333333333,0.044332210998877665,0.45161290322580644,0.05052631578947368,0.29457364341085274,0.21428571428571427,0.02247191011235955,0.36585365853658536,1e-13,8.318732225208877e-06,1e-13,2.572099005569295e-08,0.08971886806707942
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),14,400,16,59,61,5,5,38,1,118,0,11,0.06666666666666665,0.2239057239057239,0.5161290322580645,0.12421052631578948,0.23255813953488372,0.09523809523809523,0.011235955056179775,0.4634146341463415,0.09090909090909091,0.00012270130032183095,1e-13,6.430247513923238e-08,0.08934035332040416
"org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.createAlphaFromARGBImage(PDDocument, BufferedImage)",6,60,12,13,51,8,5,20,3,1563,44,11,0.6,0.03310886644219978,0.3870967741935484,0.02736842105263158,0.1937984496124031,0.16666666666666666,0.011235955056179775,0.24390243902439024,0.2727272727272727,0.0016252723085001845,0.00012957067933318218,6.430247513923238e-08,0.08890967811527438
org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(COSDictionary),8,155,16,41,70,10,12,31,0,827,0,78,0.4666666666666667,0.08641975308641975,0.5161290322580645,0.0863157894736842,0.26744186046511625,0.21428571428571427,0.02696629213483146,0.3780487804878049,1e-13,0.0008599489437809678,1e-13,4.951290585720893e-07,0.0887156926543497
org.apache.pdfbox.examples.pdmodel.ExtractTTFFonts.extractFonts(String[]),14,424,16,96,74,13,6,10,2,0,0,5,0.06666666666666665,0.23737373737373738,0.5161290322580645,0.20210526315789473,0.28294573643410853,0.2857142857142857,0.01348314606741573,0.12195121951219512,0.18181818181818182,1e-13,1e-13,2.572099005569295e-08,0.08859125805020711
