class path,method name,method arguments,version1,version2,LOC1,Cyclomatic1,Time1,OwnTime1,Count1,Layer1,Callees1,CalleeInvocations1,Callers1,CallerInvocations1,LOC2,Cyclomatic2,Time2,OwnTime2,Count2,Layer2,Callees2,CalleeInvocations2,Callers2,CallerInvocations2,delta AvgTime,delta AvgOwnTime
xmpbox\src\main\java\org\apache\xmpbox\type\ThumbnailType.java,setImage,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,2,2,4,1,0,0,2,,1,2,2,2,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\type\ThumbnailType.java,getFormat,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,5,,1,5,3,5,9,2,0,0,5,,1,5,3,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\type\ThumbnailType.java,setFormat,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,2,2,4,1,0,0,2,,1,2,2,2,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\NamingTable.java,initData,"TrueTypeFont, TTFDataStream",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,71,15,5,0,3,,9,249,1,3,71,15,9,0,3,,9,249,1,3,1.3333333333333333,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\NameRecord.java,initData,"TrueTypeFont, TTFDataStream",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,1,0,0,44,,2,264,1,44,9,1,1,0,44,,2,264,1,44,0.022727272727272728,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,<init>,TTFDataStream,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,3,,2,6,1,3,4,1,0,0,3,,2,6,1,3,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,addTable,TTFTable,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,41,,1,41,1,41,4,1,0,0,41,,1,41,1,41,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getTables,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,3,,1,3,1,3,4,1,0,0,3,,1,3,1,3,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getNaming,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,3,,1,3,1,3,9,2,0,0,3,,1,3,1,3,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getPostScript,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,3,,1,3,1,3,9,2,0,0,3,,1,3,1,3,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getMaximumProfile,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,6,,2,9,2,6,9,2,0,0,6,,2,9,2,6,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getHeader,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,21,0,9,,2,12,4,9,9,2,23,0,9,,2,12,4,9,0.22222222222222188,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getHorizontalHeader,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,6,,1,6,2,6,9,2,0,0,6,,1,6,2,6,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getHorizontalMetrics,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,5,,1,5,2,5,9,2,0,0,5,,1,5,2,5,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getIndexToLocation,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,40,0,6,,2,9,2,6,9,2,40,0,6,,2,9,2,6,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getGlyph,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,3,,1,3,1,3,9,2,0,0,3,,1,3,1,3,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getCMAP,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,5,,1,5,2,5,9,2,0,0,5,,1,5,2,5,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,initializeTable,TTFTable,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,14,2,357,0,41,,12,75,4,41,14,2,430,0,41,,12,75,4,41,1.7804878048780495,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getNumberOfGlyphs,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,16,3,0,0,15,,1,3,4,15,16,3,0,0,15,,1,3,4,15,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getUnitsPerEm,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,16,3,0,0,2,,1,2,1,2,16,3,0,0,2,,1,2,1,2,0.0,0.0
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getAdvanceWidth,int,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,23,4,0,0,2,,1,2,1,2,23,4,0,0,2,,1,2,1,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\util\operator\GRestore.java,process,"PDFOperator, List<COSBase>",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,11,2,0,0,19,8,1,19,1,19,11,2,0,0,19,8,1,19,1,19,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,<init>,XMPMetadata,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,22,,1,22,1,22,4,1,0,0,22,,1,22,1,22,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,<init>,"XMPMetadata, String",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,9,,1,9,3,9,4,1,0,0,14,,1,14,3,14,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,setKeywords,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,6,1,0,0,11,,2,22,8,11,6,1,0,0,11,,2,22,8,11,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,setKeywordsProperty,TextType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,setPDFVersion,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,6,1,0,0,6,,2,12,4,6,6,1,0,0,6,,2,12,4,6,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,setPDFVersionProperty,TextType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,setProducer,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,6,1,0,0,11,,2,22,9,11,6,1,0,0,11,,2,22,9,11,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,setProducerProperty,TextType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,getKeywordsProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,16,,1,16,4,16,9,2,0,0,16,,1,16,4,16,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,getKeywords,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,12,,1,12,4,12,9,2,0,0,12,,1,12,4,12,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,getPDFVersionProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,10,,1,10,3,10,9,2,0,0,10,,1,10,3,10,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,getPDFVersion,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,7,,1,7,3,7,9,2,0,0,7,,1,7,3,7,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,getProducerProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,16,,1,16,4,16,9,2,0,0,21,,1,21,4,21,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,getProducer,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,17,,1,17,5,17,9,2,0,0,22,,1,22,5,22,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,<init>,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,6,1,0,0,2,10,3,10,2,2,6,1,0,0,2,10,3,10,2,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,<init>,COSDictionary,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,10,0,0,1,2,4,1,0,0,2,1,0,0,1,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,getOCGs,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,10,2,0,0,11,1,1,11,3,11,10,2,0,0,11,1,1,11,3,11,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,getD,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,10,2,0,0,21,1,1,21,4,21,10,2,0,0,21,1,1,21,4,21,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,getGroup,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,14,3,0,0,6,10,8,73,3,6,14,3,0,0,6,10,8,73,3,6,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,addGroup,PDOptionalContentGroup,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,12,2,0,0,4,10,7,26,2,4,12,2,0,0,4,10,7,26,2,4,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,getOptionalContentGroups,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,11,2,0,0,1,10,7,16,1,1,11,2,0,0,1,10,7,16,1,1,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,getBaseState,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,6,1,0,0,3,10,3,9,2,3,6,1,1,0,3,10,5,11,2,3,0.3333333333333333,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,getGroupNames,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,13,2,0,0,2,10,5,13,2,2,13,2,0,0,2,10,5,13,2,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,hasGroup,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,12,3,0,0,1,10,1,1,1,1,12,3,0,0,1,10,1,1,1,1,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,isGroupEnabled,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,33,7,0,0,8,10,9,104,2,8,33,7,1,0,8,10,9,104,2,8,0.125,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,toDictionary,COSBase,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,11,2,0,0,30,1,0,0,4,30,11,2,0,0,30,1,0,0,4,30,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\optionalcontent\PDOptionalContentProperties.java,setGroupEnabled,"String, boolean",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,60,10,0,0,4,10,13,46,2,4,60,10,0,0,4,10,13,46,2,4,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\util\PDFCloneUtility.java,<init>,PDDocument,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,3,0,1,3,3,3,4,1,0,0,5,0,1,5,3,5,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\util\PDFCloneUtility.java,cloneForNewDocument,Object,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,91,16,1,0,53,4,18,343,4,53,91,16,15,2,1275,7,18,7585,4,1275,-0.007103218645948945,0.001568627450980392
pdfbox\src\main\java\org\apache\pdfbox\util\PDFCloneUtility.java,cloneMerge,"COSObjectable, COSObjectable",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,85,16,0,0,2,10,9,13,2,2,85,16,0,0,2,10,9,13,2,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\util\MapUtil.java,getNextUniqueKey,"Map<String, ?>, String",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,31,0,5,339,2,31,9,2,0,0,31,0,5,339,2,31,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\util\JPEGUtil.java,updateMetadata,"IIOMetadata, int",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,47,7,244,0,23,0,15,505,1,23,47,7,26,0,23,0,15,504,1,23,-9.478260869565217,0.0
pdfbox\src\main\java\org\apache\pdfbox\util\MetaUtil.java,debugLogMetadata,"IIOMetadata, String",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,27,4,278,0,33,0,17,489,2,33,27,4,0,0,32,0,1,32,2,32,-8.424242424242424,0.0
pdfbox\src\main\java\org\apache\pdfbox\encoding\SingleByteCharset.java,<init>,"String, String[], char[]",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,11,2,0,0,2,10,4,7,1,2,11,2,0,0,2,10,4,7,1,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\encoding\SingleByteCharset.java,initInverseMap,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,30,6,0,0,2,10,0,0,1,2,30,6,0,0,2,10,0,0,1,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\encoding\SingleByteCharset.java,newDecoder,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,1,2,4,1,0,0,2,,1,2,1,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDCcitt.java,<init>,"PDDocument, RandomAccess, int",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,16,1,4,0,6,10,13,97,2,6,16,1,5,0,6,10,13,97,2,6,0.16666666666666674,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDCcitt.java,<init>,"PDDocument, RandomAccess",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,1,0,2,10,1,2,1,2,4,1,1,0,2,10,1,2,1,2,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDCcitt.java,getRGBImage,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,86,12,79,0,25,10,14,400,3,25,86,12,76,0,25,10,14,425,3,25,-0.1200000000000001,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDCcitt.java,extractFromTiff,"RandomAccess, OutputStream, COSDictionary, int",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,183,35,3,0,6,10,13,415,1,6,183,35,4,0,6,10,13,415,1,6,0.16666666666666663,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDCcitt.java,readshort,"char, RandomAccess",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,8,2,1,0,169,10,1,338,1,169,8,2,1,0,169,10,1,338,1,169,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDCcitt.java,readlong,"char, RandomAccess",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,8,2,2,0,164,10,1,656,1,164,8,2,2,0,164,10,1,656,1,164,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDDeviceGray.java,createColorModel,int,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,21,3,0,0,10,7,2,20,1,10,21,3,0,0,10,7,2,20,1,10,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\type4\Parser.java,parse,"CharSequence, SyntaxHandler",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,1,16,0,98,10,5,198,1,98,5,1,25,0,98,10,5,198,1,98,0.09183673469387757,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,<init>,XMPMetadata,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,14,,1,14,1,14,4,1,0,0,14,,1,14,1,14,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,<init>,"XMPMetadata, String",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,7,,1,7,1,7,4,1,0,0,12,,1,12,1,12,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setPartValueWithString,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,1,0,0,4,,2,6,2,4,5,1,2,0,4,,2,6,2,4,0.5,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setPartValueWithInt,int,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,1,2,0,2,,3,6,2,2,5,1,0,0,2,,3,6,2,2,-1.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setPart,Integer,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setPartProperty,IntegerType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setAmd,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,1,0,0,2,,2,4,2,2,5,1,0,0,2,,2,4,2,2,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setAmdProperty,TextType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setConformance,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,13,2,0,0,7,,4,23,5,7,13,2,0,0,7,,4,23,5,7,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,setConformanceProperty,TextType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,13,2,0,0,1,,2,3,1,1,13,2,0,0,1,,2,3,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,getPart,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,19,4,0,0,4,,7,18,2,4,19,4,0,0,9,,7,28,3,9,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,getPartProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,8,,1,8,3,8,9,2,0,0,13,,1,13,3,13,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,getAmendment,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,1,,1,1,1,1,9,2,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,getAmdProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,7,,1,7,3,7,9,2,0,0,7,,1,7,3,7,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,getAmd,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,19,4,0,0,3,,6,15,1,3,19,4,0,0,3,,6,15,1,3,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,getConformanceProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,9,2,0,0,8,,1,8,3,8,9,2,0,0,13,,1,13,3,13,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\PDFAIdentificationSchema.java,getConformance,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,19,4,0,0,4,,6,16,2,4,19,4,0,0,9,,6,21,3,9,0.0,0.0
pdfbox\src\main\java\org\apache\pdfbox\util\StringUtil.java,getBytes,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,11,2,1,0,277,,1,277,3,277,11,2,1,0,277,,1,277,3,277,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,<init>,XMPMetadata,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,10,,1,10,1,10,4,1,0,0,10,,1,10,1,10,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,addOwner,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getOwnersProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,4,,1,4,1,4,4,1,0,0,4,,1,4,1,4,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getOwners,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,5,,1,5,1,5,4,1,0,0,5,,1,5,1,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,setMarked,Boolean,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,2,0,0,1,,2,2,1,1,5,2,0,0,1,,2,2,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,setMarkedProperty,BooleanType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,2,2,4,1,0,0,2,,1,2,2,2,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getMarkedProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,5,,1,5,1,5,4,1,0,0,5,,1,5,1,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getMarked,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,2,0,0,5,,2,6,1,5,5,2,0,0,5,,2,6,1,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,addUsageTerms,"String, String",pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,1,2,4,1,0,0,2,,1,2,1,2,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getUsageTermsLanguages,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,1,,1,1,1,1,4,1,0,0,1,,1,1,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getUsageTerms,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,1,2,4,1,0,0,2,,1,2,1,2,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getWebStatementProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,5,,1,5,1,5,4,1,0,0,5,,1,5,1,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getWebStatement,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,2,0,0,5,,1,5,1,5,5,2,0,0,5,,1,5,1,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,setWebStatement,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,1,0,0,1,,2,2,1,1,5,1,0,0,1,,2,2,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,setWebStatementProperty,URLType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,2,2,4,1,0,0,2,,1,2,2,2,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getCertificateProperty,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,5,,1,5,1,5,4,1,0,0,5,,1,5,1,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,getCertificate,,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,2,0,0,5,,1,5,1,5,5,2,0,0,5,,1,5,1,5,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,setCertificate,String,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,5,1,0,0,1,,2,2,1,1,5,1,0,0,1,,2,2,1,1,0.0,0.0
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPRightsManagementSchema.java,setCertificateProperty,URLType,pdfbox-1.8.6-2014.6,pdfbox-1.8.8-2014.12,4,1,0,0,2,,1,2,2,2,4,1,0,0,2,,1,2,2,2,0.0,0.0
