method1,method2,method_score1,method_score2
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeEncryptedKey(byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeEncryptedKey(byte[], byte[], byte[], byte[], byte[], int, byte[], int, int, boolean, boolean)",5.82541435333714e-07,5.932315710707277e-06
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeUserPassword(byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeUserPassword(byte[], byte[], int, byte[], int, int, boolean)",6.846718310188958e-07,6.669225277990232e-07
org.apache.pdfbox.pdmodel.PDDocument.protect(ProtectionPolicy),org.apache.pdfbox.pdmodel.PDDocument.protect(ProtectionPolicy),3.1634164129991855e-07,8.667826605955432e-06
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.addRecipient(PublicKeyRecipient),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.addRecipient(PublicKeyRecipient),2.0842807252390706e-11,9.85621063930356e-12
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.removeRecipient(PublicKeyRecipient),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.removeRecipient(PublicKeyRecipient),2.2867412334956336e-23,9.707782234263682e-25
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.PublicKeyProtectionPolicy(),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.PublicKeyProtectionPolicy(),5.809477603472492e-10,4.557248809805307e-11
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.getRecipientsIterator(),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.getRecipientsIterator(),5.796172134295166e-17,5.253788174903974e-12
"org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy.StandardProtectionPolicy(String, String, AccessPermission)","org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy.StandardProtectionPolicy(String, String, AccessPermission)",5.5013530833214034e-09,1.9217664299245767e-10
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.truncateOrPad(byte[]),org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.truncateOrPad(byte[]),5.64444969251181e-09,7.00750938205242e-10
org.apache.pdfbox.cos.COSBoolean.accept(ICOSVisitor),org.apache.pdfbox.cos.COSBoolean.accept(ICOSVisitor),1.2101176799879183e-11,6.36668195584314e-12
org.apache.pdfbox.cos.COSFloat.accept(ICOSVisitor),org.apache.pdfbox.cos.COSFloat.accept(ICOSVisitor),1.355692052656832e-09,1.170539932545858e-08
org.apache.pdfbox.cos.COSInteger.accept(ICOSVisitor),org.apache.pdfbox.cos.COSInteger.accept(ICOSVisitor),4.6361064958389617e-10,2.0830944849149754e-08
org.apache.pdfbox.cos.COSName.accept(ICOSVisitor),org.apache.pdfbox.cos.COSName.accept(ICOSVisitor),4.4170452971296436e-08,5.1627602079850256e-08
org.apache.pdfbox.cos.COSNull.accept(ICOSVisitor),org.apache.pdfbox.cos.COSNull.accept(ICOSVisitor),3.183137640676947e-10,7.371464589358797e-11
org.apache.pdfbox.pdfwriter.COSWriter.writeReference(COSBase),org.apache.pdfbox.pdfwriter.COSWriter.writeReference(COSBase),4.1469152535825353e-07,5.463261024117233e-07
