method1,method2,method_score1,method_score2
org.apache.pdfbox.pdfwriter.COSWriter.visitFromBoolean(COSBoolean),org.apache.pdfbox.pdfwriter.COSWriter.visitFromBoolean(COSBoolean),1.4979289817466243e-10,9.682338905932761e-12
org.apache.pdfbox.pdfwriter.COSWriter.visitFromNull(COSNull),org.apache.pdfbox.pdfwriter.COSWriter.visitFromNull(COSNull),1.4979289817466243e-10,8.680719670886895e-12
org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(Writer),org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(Writer),1.8486626655932612e-10,1.6729559025169924e-09
org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(File),org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(File),2.9065108961901426e-23,2.450243932797493e-21
org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(String),org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(String),1.2465018091856932e-16,6.559371799282688e-09
org.apache.pdfbox.filter.ASCIIHexFilter.isWhitespace(int),org.apache.pdfbox.filter.ASCIIHexFilter.isWhitespace(int),2.454963963669897e-06,2.0274686006300986e-07
"org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)",5.266973835806014e-08,1.8960969131702948e-06
"org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)",4.239362294917804e-21,1.984893993474492e-06
"org.apache.pdfbox.filter.JPXFilter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.JPXFilter.decode(InputStream, OutputStream, COSDictionary, int)",3.539451456063174e-08,2.950064741037707e-06
org.apache.pdfbox.pdfwriter.ContentStreamWriter.writeObject(Object),org.apache.pdfbox.pdfwriter.ContentStreamWriter.writeObject(Object),6.387915834715657e-15,2.628548937549962e-07
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle.getGuidelineColor(),org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle.getGuidelineColor(),1.708071650529994e-10,2.8511705865733063e-12
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray.PDCalGray(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDCalGray.PDCalGray(COSArray),3.614806730700432e-10,1.076033967703072e-11
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.getGamma(),org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.getGamma(),1.160945308564705e-09,6.265656131066287e-11
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.setGamma(PDGamma),org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.setGamma(PDGamma),2.0772793233194312e-11,1.369435867678629e-12
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.PDDeviceN(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.PDDeviceN(COSArray),4.722218591066597e-10,4.1128218200711406e-07
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.getNumberOfComponents(),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.getNumberOfComponents(),7.368533316605141e-11,4.5787884662310874e-11
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.setNumberOfComponents(int),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.setNumberOfComponents(int),1.434432676265364e-16,5.2581105180255605e-17
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.toString(),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.toString(),1.9851614963268893e-16,7.835476273025696e-17
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getRangeForComponent(int),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getRangeForComponent(int),5.888578144707177e-17,1.9255271449383602e-08
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getNumberOfComponents(),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getNumberOfComponents(),1.924121400331268e-08,1.2369439927659088e-09
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.PDIndexed(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.PDIndexed(COSArray),2.4791642551160514e-09,9.53472722150582e-08
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.setBaseColorSpace(PDColorSpace),org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.setBaseColorSpace(PDColorSpace),1.4565028458334836e-10,6.939537551510468e-13
org.apache.pdfbox.pdmodel.graphics.color.PDLab.setBRange(PDRange),org.apache.pdfbox.pdmodel.graphics.color.PDLab.setBRange(PDRange),1.435992989508605e-10,1.6458582362988081e-12
org.apache.pdfbox.pdmodel.graphics.color.PDLab.setARange(PDRange),org.apache.pdfbox.pdmodel.graphics.color.PDLab.setARange(PDRange),9.573289809812674e-11,1.3166904604633523e-12
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setTintTransform(PDFunction),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setTintTransform(PDFunction),5.593452225785646e-12,7.519399850169851e-13
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setAlternateColorSpace(PDColorSpace),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setAlternateColorSpace(PDColorSpace),2.4781439191671937e-11,3.050395766100034e-12
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.getColorantName(),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.getColorantName(),2.4591149859925213e-11,2.3162397211130395e-11
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.PDSeparation(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.PDSeparation(COSArray),2.597219690175427e-09,9.652413037541105e-06
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint.AxialShadingPaint(PDShadingType2, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint.AxialShadingPaint(PDShadingType2, Matrix)",3.1752027638234835e-10,1.406807395831028e-12
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.RadialShadingPaint(PDShadingType3, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.RadialShadingPaint(PDShadingType3, Matrix)",3.1752027638234835e-10,1.7585040742983493e-12
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createInnerForm(PDResources, PDStream, PDRectangle)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createInnerForm(PDResources, PDStream, PDRectangle)",1.625955169608984e-16,1.3813663309473405e-09
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createHolderForm(PDResources, PDStream, PDRectangle)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createHolderForm(PDResources, PDStream, PDRectangle)",1.625955169608984e-16,1.3813663309473405e-09
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(InputStream, InputStream, int)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(InputStream, InputStream, int)",4.5202629314571594e-08,2.4395885299434123e-09
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(String, InputStream, int)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(String, InputStream, int)",2.447090628716397e-08,2.1176100307815117e-07
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(PDDocument, InputStream, int)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(PDDocument, InputStream, int)",1.181910464259849e-08,6.450881520724004e-10
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.getTextColor(),org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.getTextColor(),1.2645002259198712e-06,2.8567768178053216e-12
org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper.processIndexedColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper.processIndexedColorSpace(PDColorSpace),4.0221716935755694e-08,2.5088159896745198e-11
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processDeviceNColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processDeviceNColorSpace(PDColorSpace),1.8353196334085202e-09,1.3069450889431956e-10
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processIndexedColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processIndexedColorSpace(PDColorSpace),6.100905960357091e-07,6.752730828075788e-11
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processSeparationColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processSeparationColorSpace(PDColorSpace),2.31749105162676e-09,1.353815927045694e-10
org.apache.pdfbox.preflight.process.reflect.GraphicObjectPageValidationProcess.validate(PreflightContext),org.apache.pdfbox.preflight.process.reflect.GraphicObjectPageValidationProcess.validate(PreflightContext),1.7757360738979085e-10,5.63062973721645e-07
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateGraphicObjects(PreflightContext, PDPage)","org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateGraphicObjects(PreflightContext, PDPage)",1.3308784450920344e-15,1.3464838852412716e-07
org.apache.pdfbox.preflight.xobject.XObjImageValidator.checkColorSpaceAndImageMask(),org.apache.pdfbox.preflight.xobject.XObjImageValidator.checkColorSpaceAndImageMask(),1.311740159670807e-15,1.1169497612321594e-07
