bugID,target methods,fixed release,version1,version2,fix commit,author,date,title,class path,method name1,method arguments1,LOC1,Cyclomatic1,Time1,OwnTime1,Count1,Layer1,Callees1,CalleeInvocations1,Callers1,CallerInvocations1,method name2,method arguments2,LOC2,Cyclomatic2,Time2,OwnTime2,Count2,Layer2,Callees2,CalleeInvocations2,Callers2,CallerInvocations2
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,examples\src\main\java\org\apache\pdfbox\examples\pdmodel\CreateGradientShadingPDF.java,create,String,,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,examples\src\main\java\org\apache\pdfbox\examples\pdmodel\ExtractTTFFonts.java,processResources,"PDResources,String,boolean",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,examples\src\main\java\org\apache\pdfbox\examples\pdmodel\RubberStampWithImage.java,drawXObject,"PDImageXObject,PDResources,OutputStream,float,float,float,float",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,examples\src\main\java\org\apache\pdfbox\examples\util\PrintImageLocations.java,processOperator,"Operator,List",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,pdfbox\src\main\java\org\apache\pdfbox\contentstream\PDFStreamEngine.java,processSubStream,"PDResources,COSStream",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,pdfbox\src\main\java\org\apache\pdfbox\contentstream\operator\DrawObject.java,process,"Operator,List<COSBase>",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,pdfbox\src\main\java\org\apache\pdfbox\contentstream\operator\color\SetNonStrokingColorSpace.java,process,"Operator,List<COSBase>",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,pdfbox\src\main\java\org\apache\pdfbox\contentstream\operator\color\SetStrokingColorSpace.java,process,"Operator,List<COSBase>",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,pdfbox\src\main\java\org\apache\pdfbox\contentstream\operator\graphics\BeginInlineImage.java,process,"Operator,List<COSBase>",,,,,,,,,,,,,,,,,,,,
PDFBOX-2370,,2.0.0,pdfbox-1.8.11-2016.1,pdfbox-2.0.2-2016.6,54037862e,John Hewson,10/21/2014 0:13,PDFBOX-2370: Refactor PDResources to aid caching and reduce memory footprint,pdfbox\src\main\java\org\apache\pdfbox\contentstream\operator\graphics\DrawObject.java,process,"Operator,List<COSBase>",,,,,,,,,,,,,,,,,,,,
