method,Layer,Size,Depth,Width,LOC,Cyclomatic,FanIn,FanOut,Loop,Time,OwnTime,Count,N_Layer,N_Size,N_Depth,N_Width,N_LOC,N_Cyclomatic,N_FanIn,N_FanOut,N_Loop,N_Time,N_OwnTime,N_Count,score
"org.apache.pdfbox.util.PDFMergerUtility.appendDocument(PDDocument, PDDocument)",12,534,18,149,266,41,18,86,4,16,0,7,0.07692307692307687,0.3525132275132275,0.6428571428571429,0.34651162790697676,1.0,0.9523809523809523,0.05217391304347826,1.0,0.4444444444444444,1.6803492605938145e-05,1e-13,1.3509576263134122e-06,0.3449010042213154
"org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.loadDescriptorDictionary(PDFontDescriptorDictionary, InputStream)",6,115,12,41,166,32,26,81,5,132,0,2,0.5384615384615384,0.07539682539682539,0.42857142857142855,0.09534883720930233,0.6197718631178707,0.7380952380952381,0.07536231884057971,0.9418604651162791,0.5555555555555556,0.0001386288139989897,1e-13,2.2515960438556871e-07,0.2930711267843823
org.apache.pdfbox.ExtractText.startExtraction(String[]),11,542,12,129,230,37,18,45,2,534,0,11,0.15384615384615385,0.3578042328042328,0.42857142857142855,0.3,0.8631178707224335,0.8571428571428571,0.05217391304347826,0.5232558139534884,0.2222222222222222,0.0005608165657231855,1e-13,2.251596043855687e-06,0.2518203647675231
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.toString(),12,90,11,42,234,43,33,44,0,2,0,8,0.07692307692307687,0.05886243386243386,0.39285714285714285,0.09767441860465116,0.8783269961977186,1.0,0.09565217391304348,0.5116279069767442,1e-13,2.100436575742268e-06,1e-13,1.576117230698981e-06,0.24856080365411387
org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(COSName),1,1322,9,423,13,3,345,3,0,6091,1707,4441295,0.9230769230769231,0.8736772486772487,0.32142857142857145,0.9837209302325581,0.03802281368821293,0.047619047619047616,1.0,0.03488372093023256,1e-13,0.0063968795914230775,0.004937064716906916,1.0,0.24276341142790908
org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken(),5,104,8,44,191,40,7,36,3,211,10,4463,0.6153846153846154,0.06812169312169312,0.2857142857142857,0.10232558139534884,0.714828897338403,0.9285714285714286,0.020289855072463767,0.4186046511627907,0.3333333333333333,0.00022159605874080927,2.892246465674819e-05,0.0010046621547684076,0.24161885755015014
org.apache.pdfbox.util.PDFTextStripper.writePage(),4,174,15,52,192,26,20,50,4,8,0,5,0.6923076923076923,0.11441798941798942,0.5357142857142857,0.12093023255813953,0.7186311787072244,0.5952380952380952,0.057971014492753624,0.5813953488372093,0.4444444444444444,8.401746302969073e-06,1e-13,9.006384175422749e-07,0.23976857537333668
"org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface, SignatureOptions)",8,293,18,79,172,25,20,57,3,0,0,4,0.3846153846153846,0.1931216931216931,0.6428571428571429,0.18372093023255814,0.6425855513307985,0.5714285714285714,0.057971014492753624,0.6627906976744186,0.3333333333333333,1e-13,1e-13,6.754788131567061e-07,0.22681095635037976
"org.apache.pdfbox.pdmodel.graphics.xobject.PDPixelMap.createImageStream(PDDocument, BufferedImage, boolean)",6,54,10,13,105,16,16,38,9,8266,1143,21,0.5384615384615384,0.03505291005291005,0.35714285714285715,0.030232558139534883,0.38783269961977185,0.35714285714285715,0.0463768115942029,0.4418604651162791,1.0,0.008681104367542793,0.0033058377102663183,4.503192087711374e-06,0.22380138577281605
org.apache.pdfbox.pdmodel.font.PDType1CFont.load(),5,59,12,14,115,17,8,56,6,82,0,11,0.6153846153846154,0.03835978835978836,0.42857142857142855,0.03255813953488372,0.42585551330798477,0.38095238095238093,0.02318840579710145,0.6511627906976745,0.6666666666666666,8.6117899605433e-05,1e-13,2.251596043855687e-06,0.2147866807776273
"org.apache.pdfbox.filter.Predictor.decodePredictor(int, int, int, int, InputStream, OutputStream)",1,17,5,8,123,28,9,9,8,19643,3519,14,0.9230769230769231,0.010582010582010581,0.17857142857142858,0.018604651162790697,0.45627376425855515,0.6428571428571429,0.02608695652173913,0.10465116279069768,0.8888888888888888,0.020629437828652685,0.010177815312709688,2.9270748570123934e-06,0.21332750947159626
"org.apache.pdfbox.pdmodel.graphics.xobject.PDCcitt.extractFromTiff(RandomAccess, OutputStream, COSDictionary, int)",6,45,10,17,183,35,9,12,3,4,0,10,0.5384615384615384,0.0291005291005291,0.35714285714285715,0.03953488372093023,0.6844106463878327,0.8095238095238095,0.02608695652173913,0.13953488372093023,0.3333333333333333,4.200873151484536e-06,1e-13,2.0264364394701185e-06,0.19928921314126044
"org.apache.pdfbox.preflight.parser.PreflightParser.parseObjectDynamically(int, int, boolean)",12,163,7,45,159,24,15,48,2,65,0,98,0.07692307692307687,0.10714285714285714,0.25,0.10465116279069768,0.5931558935361216,0.5476190476190477,0.043478260869565216,0.5581395348837209,0.2222222222222222,6.826418871162372e-05,1e-13,2.1840481625400166e-05,0.19646351845167073
org.apache.pdfbox.pdfparser.PDFParser.parseObject(),8,183,14,64,164,27,9,40,2,2713,10,2515,0.3846153846153846,0.12037037037037036,0.5,0.14883720930232558,0.6121673003802282,0.6190476190476191,0.02608695652173913,0.46511627906976744,0.2222222222222222,0.0028492422149943865,2.892246465674819e-05,0.0005660512454253197,0.1946296217003376
org.apache.pdfbox.pdmodel.font.PDType1Font.getEncodingFromFont(boolean),12,61,11,18,147,26,4,36,3,0,0,19,0.07692307692307687,0.03968253968253968,0.39285714285714285,0.04186046511627907,0.5475285171102662,0.5952380952380952,0.011594202898550725,0.4186046511627907,0.3333333333333333,1e-13,1e-13,4.052872878940237e-06,0.19062997307609755
"org.apache.pdfbox.pdfparser.BaseParser.parseCOSStream(COSDictionary, RandomAccess)",4,149,14,61,139,22,17,35,3,50,1,325,0.6923076923076923,0.09788359788359788,0.5,0.14186046511627906,0.5171102661596958,0.5,0.04927536231884058,0.4069767441860465,0.3333333333333333,5.25109143935567e-05,2.8922464656748188e-06,7.295171182092427e-05,0.18067722938398847
org.apache.pdfbox.PDFToImage.main(String[]),12,1092,23,207,176,29,20,22,1,1,0,10,0.07692307692307687,0.7215608465608465,0.8214285714285714,0.4813953488372093,0.6577946768060836,0.6666666666666666,0.057971014492753624,0.2558139534883721,0.1111111111111111,1.050218287871134e-06,1e-13,2.0264364394701185e-06,0.17493601163145375
org.apache.pdfbox.pdfparser.BaseParser.parseCOSString(),2,115,11,46,152,33,5,13,2,226,26,2732,0.8461538461538461,0.07539682539682539,0.39285714285714285,0.10697674418604651,0.5665399239543726,0.7619047619047619,0.014492753623188406,0.1511627906976744,0.2222222222222222,0.00023734933305887628,7.51984081075453e-05,0.0006149108795769882,0.1716871733803161
"org.apache.pdfbox.pdfparser.NonSequentialPDFParser.parseDictObjects(COSDictionary, COSName...)",8,229,16,74,93,18,7,33,5,460,10,35,0.3846153846153846,0.15079365079365079,0.5714285714285714,0.17209302325581396,0.34220532319391633,0.40476190476190477,0.020289855072463767,0.38372093023255816,0.5555555555555556,0.00048310041242072163,2.892246465674819e-05,7.655426549109336e-06,0.1706810499024858
"org.apache.pdfbox.filter.TIFFFaxDecoder.decodeT6(byte[], byte[], int, int, long, boolean)",12,38,6,20,139,22,13,16,4,13,7,4,0.07692307692307687,0.02447089947089947,0.21428571428571427,0.046511627906976744,0.5171102661596958,0.5,0.03768115942028986,0.18604651162790697,0.4444444444444444,1.3652837742324742e-05,2.0245725259723734e-05,6.754788131567061e-07,0.1685287599326418
"org.apache.pdfbox.preflight.content.StubOperator.process(PDFOperator, List<COSBase>)",12,20,4,8,161,40,2,9,0,0,0,1,0.07692307692307687,0.012566137566137565,0.14285714285714285,0.018604651162790697,0.6007604562737643,0.9285714285714286,0.005797101449275362,0.10465116279069768,1e-13,1e-13,1e-13,1e-13,0.1639780149085297
org.apache.pdfbox.util.PDFTextStripper.processTextPosition(TextPosition),12,39,5,15,134,22,8,30,2,36,5,527,0.07692307692307687,0.02513227513227513,0.17857142857142858,0.03488372093023256,0.49809885931558934,0.5,0.02318840579710145,0.3488372093023256,0.2222222222222222,3.780785836336082e-05,1.4461232328374095e-05,0.00011843395190680914,0.159236913772165
org.apache.pdfbox.util.PDFCloneUtility.cloneForNewDocument(Object),4,284,12,97,91,16,8,24,5,15,3,2497,0.6923076923076923,0.18716931216931218,0.42857142857142855,0.2255813953488372,0.33460076045627374,0.35714285714285715,0.02318840579710145,0.27906976744186046,0.5555555555555556,1.575327431806701e-05,8.676739397024457e-06,0.0005619983725463795,0.15499320814208942
org.apache.pdfbox.pdfparser.PDFXrefStreamParser.parse(),4,46,11,15,75,12,8,18,7,1,0,7,0.6923076923076923,0.02976190476190476,0.39285714285714285,0.03488372093023256,0.2737642585551331,0.2619047619047619,0.02318840579710145,0.20930232558139536,0.7777777777777778,1.050218287871134e-06,1e-13,1.3509576263134122e-06,0.15459386799900446
org.apache.pdfbox.io.ASCII85InputStream.read(),12,2,1,1,94,17,14,8,6,247,163,184636,0.07692307692307687,0.0006613756613756613,0.03571428571428571,0.002325581395348837,0.34600760456273766,0.38095238095238093,0.04057971014492753,0.09302325581395349,0.6666666666666666,0.0002594039171041701,0.0004714361739049955,0.04157234355572948,0.15292676501531866
org.apache.pdfbox.pdmodel.graphics.xobject.PDPixelMap.getRGBImage(),12,158,14,35,114,16,9,29,3,4278,1,121,0.07692307692307687,0.10383597883597884,0.5,0.08139534883720931,0.4220532319391635,0.35714285714285715,0.02608695652173913,0.3372093023255814,0.3333333333333333,0.004492833835512711,2.8922464656748188e-06,2.7019152526268244e-05,0.14772619438465678
"org.apache.pdfbox.pdfparser.NonSequentialPDFParser.parseObjectDynamically(int, int, boolean)",7,147,7,49,115,19,14,40,1,387,3,438,0.46153846153846156,0.09656084656084656,0.25,0.11395348837209303,0.42585551330798477,0.42857142857142855,0.04057971014492753,0.46511627906976744,0.1111111111111111,0.00040643447740612885,8.676739397024457e-06,9.839474711649353e-05,0.1471431325376068
"org.apache.pdfbox.preflight.process.StreamValidationProcess.checkStreamLength(PreflightContext, COSObject)",12,54,11,19,111,18,7,22,3,3,0,23,0.07692307692307687,0.03505291005291005,0.39285714285714285,0.044186046511627906,0.41064638783269963,0.40476190476190477,0.020289855072463767,0.2558139534883721,0.3333333333333333,3.1506548636134022e-06,1e-13,4.953511296482512e-06,0.14248472883815588
org.apache.pdfbox.pdmodel.interactive.form.PDAppearance.setAppearanceValue(String),12,361,11,74,110,14,9,46,1,0,0,1,0.07692307692307687,0.23809523809523808,0.39285714285714285,0.17209302325581396,0.4068441064638783,0.30952380952380953,0.02608695652173913,0.5348837209302325,0.1111111111111111,1e-13,1e-13,1e-13,0.13884497045508806
