method,method,invocation counts
org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(),org.apache.avro.mojo.SchemaMojo_ESTest.test0(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),"org.apache.avro.mojo.SchemaMojo.doCompile(String, File, File)",1
"org.apache.avro.mojo.SchemaMojo.doCompile(String, File, File)",org.apache.avro.Schema$Parser.parse(File),1
org.apache.avro.Schema$Parser.parse(File),org.apache.avro.Schema.<clinit>(),2
org.apache.avro.Schema.<clinit>(),org.codehaus.jackson.map.ObjectMapper.<init>(JsonFactory),3
org.apache.avro.Schema.<clinit>(),org.codehaus.jackson.map.ObjectMapper.<clinit>(),6
org.apache.avro.Schema.<clinit>(),java.lang.ClassLoader.loadClass(String),117
org.apache.avro.Schema.<clinit>(),org.codehaus.jackson.JsonFactory.<init>(),3
org.apache.avro.Schema.<clinit>(),org.codehaus.jackson.JsonFactory.<clinit>(),6
org.apache.avro.Schema.<clinit>(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",97
org.apache.avro.Schema.<clinit>(),org.apache.avro.Schema$Type.<clinit>(),1
org.apache.avro.Schema$Type.<clinit>(),"org.apache.avro.Schema$Type.<init>(String, int)",70
"org.apache.avro.Schema$Type.<init>(String, int)",java.lang.String.toLowerCase(),70
"org.apache.avro.Schema$Type.<init>(String, int)","java.lang.Enum.<init>(String, int)",70
org.apache.avro.Schema.<clinit>(),"java.util.Collections.addAll(Collection, Object[])",6
org.apache.avro.Schema.<clinit>(),org.apache.avro.Schema$1.<init>(),3
org.apache.avro.Schema$1.<init>(),java.lang.ThreadLocal.<init>(),3
org.apache.avro.Schema.<clinit>(),org.apache.avro.Schema$3.<init>(),3
org.apache.avro.Schema$3.<init>(),java.lang.ThreadLocal.<init>(),3
org.apache.avro.Schema.<clinit>(),org.apache.avro.Schema$2.<init>(),3
org.apache.avro.Schema$2.<init>(),java.lang.ThreadLocal.<init>(),3
org.apache.avro.Schema.<clinit>(),org.codehaus.jackson.JsonFactory.enable(JsonParser$Feature),3
org.apache.avro.Schema.<clinit>(),"java.util.HashMap.put(Object, Object)",24
org.apache.avro.Schema.<clinit>(),java.util.HashSet.<init>(),6
org.apache.avro.Schema.<clinit>(),java.util.HashMap.<init>(),3
org.apache.avro.Schema$Parser.parse(File),java.lang.ClassLoader.loadClass(String),22
org.apache.avro.Schema$Parser.parse(File),org.codehaus.jackson.JsonFactory.createJsonParser(File),1
org.apache.avro.Schema$Parser.parse(File),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",8
"org.apache.avro.mojo.SchemaMojo.doCompile(String, File, File)",java.lang.ClassLoader.loadClass(String),4
"org.apache.avro.mojo.SchemaMojo.doCompile(String, File, File)",org.apache.avro.Schema$Parser.<init>(),2
org.apache.avro.Schema$Parser.<init>(),java.lang.ClassLoader.loadClass(String),2
org.apache.avro.Schema$Parser.<init>(),org.apache.avro.Schema$Names.<init>(),4
org.apache.avro.Schema$Names.<init>(),java.util.LinkedHashMap.<init>(),5
"org.apache.avro.mojo.SchemaMojo.doCompile(String, File, File)","java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",9
"org.apache.avro.mojo.SchemaMojo.doCompile(String, File, File)","java.io.File.<init>(File, String)",2
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),"org.evosuite.runtime.mock.java.io.MockFile.<init>(String, String)",1
"org.evosuite.runtime.mock.java.io.MockFile.<init>(String, String)","org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",40
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),36
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),3
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),org.slf4j.LoggerFactory.getLogger(Class),7
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),java.lang.ClassLoader.loadClass(String),18
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),org.slf4j.LoggerFactory.<clinit>(),6
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),4
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),java.lang.ClassLoader.loadClass(String),3
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),java.util.concurrent.CopyOnWriteArraySet.<init>(),12
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",6
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),java.util.concurrent.atomic.AtomicInteger.<init>(int),4
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",39
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.ClassLoader.loadClass(String),8
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",5
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),org.evosuite.runtime.vfs.VirtualFileSystem.getWorkingDirPath(),36
org.evosuite.runtime.vfs.VirtualFileSystem.getWorkingDirPath(),java.lang.System.getProperty(String),36
org.evosuite.runtime.vfs.VirtualFileSystem.getWorkingDirPath(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",4
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.StringBuilder.append(String),90
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),"java.lang.String.substring(int, int)",36
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.StringBuilder.toString(),30
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.String.startsWith(String),72
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.StringBuilder.<init>(),30
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",java.lang.ClassLoader.loadClass(String),6
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",java.lang.StringBuilder.append(String),114
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)","java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",9
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",java.lang.String.equals(Object),39
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",java.lang.StringBuilder.<init>(),39
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",java.lang.StringBuilder.toString(),39
"org.evosuite.runtime.mock.java.io.MockFile.<init>(String, String)",org.evosuite.runtime.mock.java.io.MockFile.<init>(String),40
org.evosuite.runtime.mock.java.io.MockFile.<init>(String),java.io.File.<init>(String),57
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.ClassLoader.loadClass(String),8
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.StringBuilder.append(String),28
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.StringBuilder.<init>(),7
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.Class.getDeclaredFields(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),org.evosuite.runtime.mock.java.io.MockFile.<init>(String),1
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",11
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),org.apache.avro.mojo.SchemaMojo.<init>(),1
org.apache.avro.mojo.SchemaMojo.<init>(),org.apache.avro.mojo.AbstractAvroMojo.<init>(),4
org.apache.avro.mojo.AbstractAvroMojo.<init>(),org.apache.maven.plugin.AbstractMojo.<init>(),4
org.apache.avro.mojo.AbstractAvroMojo.<init>(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",2
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.StringBuilder.append(int),10
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.StringBuilder.append(char),18
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.StringBuilder.toString(),7
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.Class.getName(),10
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.String.equals(Object),38
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),"java.lang.String.replace(char, char)",4
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.String.isEmpty(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test0(),java.lang.String.startsWith(String),1
org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(),org.apache.avro.mojo.SchemaMojo_ESTest.test1(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),java.lang.ClassLoader.loadClass(String),1
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)",1
"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)",java.lang.Throwable.getStackTrace(),467
"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)",java.lang.Class.getAnnotations(),26
"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)",java.lang.ClassLoader.loadClass(String),30
"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)","java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",17
"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)",java.lang.Class.getClassLoader(),26
"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)",java.lang.Class.getName(),31
"org.evosuite.runtime.EvoAssertions.assertThrownBy(String, Throwable)",java.lang.String.equals(Object),498
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),"org.evosuite.runtime.mock.java.io.MockFile.<init>(String, String)",1
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),"org.apache.avro.mojo.SchemaMojo.doCompile(String, File, File)",1
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",3
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),org.apache.avro.mojo.SchemaMojo.<init>(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),java.lang.Class.getName(),4
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),java.lang.String.equals(Object),2
org.apache.avro.mojo.SchemaMojo_ESTest.test1(),java.lang.String.startsWith(String),1
org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(),org.apache.avro.mojo.SchemaMojo_ESTest.test2(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test2(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",1
org.apache.avro.mojo.SchemaMojo_ESTest.test2(),org.junit.Assert.assertNotNull(Object),1
org.apache.avro.mojo.SchemaMojo_ESTest.test2(),org.apache.avro.mojo.SchemaMojo.<init>(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test2(),java.lang.Class.getName(),4
org.apache.avro.mojo.SchemaMojo_ESTest.test2(),java.lang.String.equals(Object),2
org.apache.avro.mojo.SchemaMojo_ESTest.test2(),java.lang.String.startsWith(String),1
org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(),org.apache.avro.mojo.SchemaMojo_ESTest.test3(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test3(),org.apache.avro.mojo.SchemaMojo.<init>(),1
org.apache.avro.mojo.SchemaMojo_ESTest.test3(),java.lang.Class.getName(),4
org.apache.avro.mojo.SchemaMojo_ESTest.test3(),java.lang.String.equals(Object),2
org.apache.avro.mojo.SchemaMojo_ESTest.test3(),java.lang.String.startsWith(String),1
org.apache.avro.mojo.SchemaMojo_ESTest.test3(),org.junit.Assert.assertNotNull(Object),1
com.intellij.rt.execution.application.AppMain.main(String[]),org.apache.avro.mojo.SchemaMojo_ESTest.<init>(),4
org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(),org.apache.avro.io.BinaryEncoder_ESTest.test14(),1
org.apache.avro.io.BinaryEncoder_ESTest.test14(),org.apache.avro.io.BinaryEncoder.writeEnum(int),1
org.apache.avro.io.BinaryEncoder.writeEnum(int),org.apache.avro.io.BlockingBinaryEncoder.writeInt(int),2
org.apache.avro.io.BlockingBinaryEncoder.writeInt(int),org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),16
org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",315480698
"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int),315480716
"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)","java.lang.System.arraycopy(Object, int, Object, int, int)",1412
org.apache.avro.io.BinaryEncoder_ESTest.test14(),org.apache.avro.io.BinaryEncoder.writeString(String),1
org.apache.avro.io.BinaryEncoder.writeString(String),java.lang.String.getBytes(String),11
org.apache.avro.io.BinaryEncoder.writeString(String),"org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int)",6
"org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int)","org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)",10
"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)","java.lang.System.arraycopy(Object, int, Object, int, int)",6
"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)",org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),10
org.apache.avro.io.BinaryEncoder.writeString(String),org.apache.avro.io.BlockingBinaryEncoder.writeInt(int),8
org.apache.avro.io.BlockingBinaryEncoder.writeInt(int),"org.apache.avro.io.BinaryData.encodeInt(int, byte[], int)",12
org.apache.avro.io.BinaryEncoder.writeString(String),java.lang.String.length(),13
org.apache.avro.io.BinaryEncoder_ESTest.test14(),"org.apache.avro.io.BlockingBinaryEncoder.<init>(OutputStream, int, int)",1
"org.apache.avro.io.BlockingBinaryEncoder.<init>(OutputStream, int, int)",org.apache.avro.io.BlockingBinaryEncoder.expandStack(),42
org.apache.avro.io.BlockingBinaryEncoder.expandStack(),"java.util.Arrays.copyOf(Object[], int)",42
org.apache.avro.io.BlockingBinaryEncoder.expandStack(),org.apache.avro.io.BlockingBinaryEncoder$BlockedValue.<init>(),420
"org.apache.avro.io.BlockingBinaryEncoder.<init>(OutputStream, int, int)","org.apache.avro.io.BufferedBinaryEncoder.<init>(OutputStream, int)",45
"org.apache.avro.io.BufferedBinaryEncoder.<init>(OutputStream, int)","org.apache.avro.io.BufferedBinaryEncoder.configure(OutputStream, int)",72
"org.apache.avro.io.BufferedBinaryEncoder.configure(OutputStream, int)","org.apache.avro.io.BufferedBinaryEncoder$OutputStreamSink.<init>(OutputStream, BufferedBinaryEncoder$1)",95
"org.apache.avro.io.BufferedBinaryEncoder$OutputStreamSink.<init>(OutputStream, BufferedBinaryEncoder$1)",org.apache.avro.io.BufferedBinaryEncoder$OutputStreamSink.<init>(OutputStream),95
org.apache.avro.io.BufferedBinaryEncoder$OutputStreamSink.<init>(OutputStream),org.apache.avro.io.BufferedBinaryEncoder$ByteSink.<init>(),95
"org.apache.avro.io.BufferedBinaryEncoder.<init>(OutputStream, int)",org.apache.avro.io.BinaryEncoder.<init>(),72
