method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.avro.thrift.ThriftData.getEnumSchema(Object),-1,1,0,0,0,0
"org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Schema, SpecificData)",2,5,1,1,2,2
org.apache.avro.thrift.test.Nested.writeObject(java.io.ObjectOutputStream),11,3,0,0,2,1
"org.apache.avro.io.BinaryData.encodeBoolean(boolean, byte[], int)",0,13,5,3,0,0
org.apache.avro.io.parsing.Symbol.SkipAction.SkipAction(Symbol),11,6,2,1,3,1
org.apache.avro.mapred.AvroSerialization.AvroWrapperSerializer.AvroWrapperSerializer(DatumWriter),11,19,6,5,0,0
org.apache.avro.generic.GenericRecordBuilder.has(int),11,3,2,1,0,0
"org.apache.avro.io.LegacyBinaryEncoder.writeBytes(byte[], int, int)",11,2,0,0,1,1
org.apache.avro.ipc.Requestor.addRPCPlugin(RPCPlugin),-1,1,0,0,0,0
"org.apache.avro.ipc.Ipc.createServer(Responder, URI)",11,293,15,67,3,1
org.apache.avro.BarRecord.hashCode(),-1,1,0,0,0,0
"org.apache.avro.data.Json.Reader.read(JsonNode, Decoder)",11,106,0,0,11,21
org.apache.avro.file.DataFileStream.getMeta(String),2,127,8,34,0,0
org.apache.avro.Schema.DoubleSchema.DoubleSchema(),1,11,2,8,1,1
"org.apache.avro.ipc.trace.Util.idsEqual(ID, ID)",11,5,2,3,0,0
org.apache.avro.ipc.Transceiver.setRemote(Protocol),0,241,14,67,0,0
"org.apache.avro.generic.GenericDatumWriter.writeString(Object, Encoder)",2,68,6,21,2,1
org.apache.avro.AvroRemoteException.AvroRemoteException(),11,2,1,1,0,0
org.apache.avro.generic.GenericData.Fixed.compareTo(Fixed),11,2,0,0,1,1
org.apache.avro.thrift.test.Foo.add_result.readObject(java.io.ObjectInputStream),11,4,0,0,2,2
org.apache.avro.ipc.trace.FileSpanStorage.setMaxSpans(long),-1,1,0,0,0,0
org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.getBoundaryLabels(),-1,1,0,0,0,0
org.apache.avro.ipc.NettyTransceiver.NettyTransceiver.(Anon_1).getPipeline(),-1,1,0,0,0,0
org.apache.avro.file.DataFileStream.next(D),6,36,1,1,6,9
"org.apache.avro.Schema.EnumSchema.EnumSchema(Name, String, LockableArrayList)",3,48,4,23,2,4
org.apache.avro.thrift.test.Foo.ping_result.compareTo(ping_result),-1,1,0,0,0,0
org.apache.avro.mapred.tether.TetherTask.open(int),11,25,4,3,6,9
org.apache.avro.ipc.trace.TracePlugin.configureSingleton(TracePluginConfiguration),11,2,0,0,1,1
org.apache.avro.thrift.test.Error.deepCopy(),11,3,0,0,2,1
org.apache.avro.generic.GenericDatumWriter.getMapSize(Object),3,66,6,22,0,0
"org.apache.avro.mapred.AvroTextOutputFormat.AvroTextRecordWriter.AvroTextRecordWriter(DataFileWriter, byte[])",11,28,5,15,0,0
"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.ByteArrayByteSource(byte[], int, int)",2,8,4,2,1,1
org.apache.avro.mapred.SequenceFileReader.(Anon_4).convert(Writable),-1,1,0,0,0,0
"org.apache.avro.Schema.parse(JsonNode, Names)",11,57,3,7,3,24
org.apache.avro.generic.GenericData.isString(Object),0,29,3,23,0,0
org.apache.avro.mapred.FsInput.seek(long),-1,1,0,0,0,0
org.apache.avro.reflect.ReflectData.isBytes(Object),11,2,0,0,1,1
org.apache.avro.generic.GenericData.isBytes(Object),0,30,3,23,0,0
org.apache.avro.file.DataFileWriter.BufferedFileOutputStream.PositionFilter.PositionFilter(OutputStream),3,2,1,1,0,0
"org.apache.avro.mapred.tether.TetherMapRunner.run(RecordReader, OutputCollector, Reporter)",11,44,0,0,7,10
org.apache.avro.RPCMetaTestPlugin.clientFinishConnect(RPCContext),11,5,0,0,1,4
"org.apache.avro.mapred.Pair.Pair(ByteBuffer, GenericContainer)",11,17,0,0,7,4
org.apache.avro.Schema.Field.toString(),0,14,3,7,0,0
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Class),11,31,0,0,6,13
org.apache.avro.ipc.trace.Util.getAllEvents(Span),11,5,2,3,0,0
"org.apache.avro.compiler.specific.SpecificCompiler.renderTemplate(String, VelocityContext)",5,80,7,28,0,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Long)",11,17,0,0,7,4
org.apache.avro.mapred.tether.TetherOutputService.error(),11,44,8,9,0,0
"org.apache.avro.generic.GenericDatumReader.readString(Object, Decoder)",1,6,2,2,1,1
org.apache.avro.file.FileReader.next(D),0,6,2,3,0,0
org.apache.avro.ipc.DatagramTransceiver.DatagramTransceiver(SocketAddress),-1,1,0,0,0,0
org.apache.avro.io.JsonEncoder.writeNull(),11,7,0,0,3,3
"org.apache.avro.tool.DataFileGetMetaTool.run(InputStream, PrintStream, PrintStream, List)",11,60,0,0,8,15
org.apache.avro.file.DataFileStream.hasNextBlock(),3,54,6,17,4,4
"org.apache.avro.io.BufferedBinaryEncoder.BufferedBinaryEncoder(OutputStream, int)",1,13,3,2,3,3
org.apache.avro.io.BinaryDecoder.skipString(),11,9,0,0,4,3
org.apache.avro.io.parsing.Parser.pushProduction(Symbol),1,11,3,4,1,1
"org.apache.avro.mapred.Pair.Pair(Float, Double)",11,16,0,0,7,4
org.apache.avro.mapred.SequenceFileReader.Converter.convert(Writable),11,10,5,5,0,0
org.apache.avro.Schema.getValueType(),1,237,7,96,1,1
"org.apache.avro.io.BinaryData.encodeDouble(double, byte[], int)",0,14,5,3,0,0
"org.apache.avro.ipc.SaslSocketTransceiver.write(Status, String, ByteBuffer)",2,14,3,7,2,2
org.apache.avro.Schema.Field.Order.Order(),-1,1,0,0,0,0
org.apache.avro.file.DataFileReader.sync(long),11,24,6,4,3,5
org.apache.avro.RPCMetaTestPlugin.serverSendResponse(RPCContext),11,4,0,0,1,3
org.apache.avro.AvroRemoteException.AvroRemoteException(Throwable),0,137,11,31,0,0
org.apache.avro.Schema.hashCode(),1,8,1,5,2,1
org.apache.avro.mapred.AvroSerialization.AvroWrapperDeserializer.deserialize(AvroWrapper),11,7,0,0,2,5
org.apache.avro.thrift.ThriftData.getSchema(FieldValueMetaData),11,27,0,0,5,12
org.apache.avro.io.parsing.Symbol.Alternative.findLabel(String),11,15,4,6,0,0
org.apache.avro.file.SeekableFileInput.seek(long),-1,1,0,0,0,0
org.apache.avro.RPCMetaTestPlugin.serverReceiveRequest(RPCContext),11,4,0,0,1,3
"org.apache.avro.generic.GenericDatumWriter.error(Schema, Object)",3,66,5,28,2,1
org.apache.avro.data.RecordBuilderBase.equals(Object),11,37,7,14,2,1
org.apache.avro.io.Encoder.writeString(CharSequence),1,10,4,3,1,1
org.apache.avro.io.BinaryDecoder.BufferAccessor.setPos(int),0,14,2,7,0,0
org.apache.avro.io.LegacyBinaryEncoder.writeString(Utf8),11,5,0,0,2,3
org.apache.avro.ipc.Requestor.getLocal(),8,4,2,2,0,0
org.apache.avro.mapred.HadoopCombiner.PairCollector.collect(Pair),11,4,0,0,1,3
org.apache.avro.ipc.trace.FileSpanStorage.addSpan(Span),-1,1,0,0,0,0
org.apache.avro.ipc.trace.SpanAggregator.getFullSpans(List),11,22,5,5,1,4
org.apache.avro.Schema.getAliases(),11,2,0,0,1,1
org.apache.avro.Schema.Name.getQualified(String),4,23,5,10,0,0
org.apache.avro.mapred.tether.TetherKeySerialization.TetherDataSerializer.serialize(TetherData),11,3,0,0,1,2
org.apache.avro.Schema.Names.Names(),2,5,3,2,0,0
org.apache.avro.io.BinaryDecoder.doReadItemCount(),3,12,1,4,4,3
"org.apache.avro.RandomData.randomBytes(Random, int)",11,19,4,11,0,0
"org.apache.avro.thrift.test.Foo.add_result.setFieldValue(_Fields, Object)",11,4,0,0,2,2
"org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader.read(ByteBuffer, int)",11,5,0,0,2,2
org.apache.avro.generic.GenericData.EnumSymbol.equals(Object),-1,1,0,0,0,0
org.apache.avro.thrift.ThriftDatumWriter.ThriftDatumWriter(),11,3,0,0,1,2
org.apache.avro.io.BinaryDecoder.readIndex(),11,7,0,0,4,3
org.apache.avro.generic.GenericData.Fixed.hashCode(),-1,1,0,0,0,0
"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",11,114,8,24,5,10
org.apache.avro.ipc.trace.StaticServlet.getResource(String),-1,1,0,0,0,0
"org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.rangeAsString(T, T)",11,2,1,1,0,0
"org.apache.avro.file.DataFileReader.openReader(SeekableInput, DatumReader, Header, boolean)",11,24,0,0,5,9
org.apache.avro.Protocol.toString(),5,244,14,63,7,10
"org.apache.avro.ipc.specific.SpecificResponder.SpecificResponder(Class, Object)",11,32,0,0,9,10
org.apache.avro.io.ValidatingEncoder.writeString(String),11,11,0,0,3,5
org.apache.avro.RPCMetaTestPlugin.clientReceiveResponse(RPCContext),11,4,0,0,1,3
org.apache.avro.io.DirectBinaryDecoder.readBytes(ByteBuffer),11,3,0,0,1,2
org.apache.avro.ipc.NettyTransportCodec.NettyDataPack.setDatas(List),11,266,15,69,0,0
org.apache.avro.file.SeekableByteArrayInput.SeekableByteArrayInput(byte[]),-1,1,0,0,0,0
org.apache.avro.tool.Main.Main(),11,7,3,3,1,1
org.apache.avro.io.JsonDecoder.skipBytes(),11,11,0,0,4,4
org.apache.avro.ipc.stats.StatsPlugin.StatsPlugin(),11,35,13,10,1,1
org.apache.avro.file.DataFileReader.SeekableInputStream.close(),11,2,1,1,0,0
org.apache.avro.mapred.tether.TetherData.buffer(),0,122,8,29,0,0
"org.apache.avro.mapred.Pair.Pair(Long, Double)",11,16,0,0,7,4
org.apache.avro.io.Perf.RecordWithOutOfOrder.RecordWithOutOfOrder(),11,3,0,0,2,1
org.apache.avro.ipc.SocketServer.Connection.Connection(SocketChannel),11,2,1,1,0,0
org.apache.avro.thrift.test.Foo.add_args.add_args(),0,11,3,5,0,0
org.apache.avro.mapred.AvroOutputFormat.getRecordWriter.(Anon_1).close(Reporter),11,17,0,0,6,5
org.apache.avro.file.DataFileWriter.append(D),4,73,4,23,4,6
org.apache.avro.ipc.trace.TracePluginConfiguration.equals(Object),11,2,1,1,0,0
org.apache.avro.mapred.WordCountUtil.writeLinesFile(),11,41,0,0,5,19
org.apache.avro.mapred.HadoopCombiner.getCollector(OutputCollector),11,2,0,0,1,1
"org.apache.avro.file.DataFileWriter.setMeta(String, byte[])",11,114,8,32,2,3
"org.apache.avro.specific.SpecificData.createFixed(Object, Schema)",11,15,0,0,3,8
org.apache.avro.io.BinaryDecoder.readEnum(),11,7,0,0,4,3
org.apache.avro.ipc.trace.FileSpanStorage.floorSecond(long),11,25,7,5,0,0
org.apache.avro.ipc.stats.Histogram.EntryIterator.next(),11,2,0,0,1,1
org.apache.avro.mapred.HadoopMapper.configure(JobConf),11,2,0,0,1,1
"org.apache.avro.ipc.HttpTransceiver.writeBuffers(List, OutputStream)",0,270,16,69,1,1
org.apache.avro.util.WeakIdentityHashMap.reap(),0,13,2,11,0,0
org.apache.avro.io.DirectBinaryEncoder.writeLong(long),11,2,0,0,1,1
org.apache.avro.reflect.ReflectDatumWriter.getArrayElements(Object),-1,1,0,0,0,0
org.apache.avro.file.SeekableInput.tell(),0,27,6,8,0,0
org.apache.avro.mapred.Pair.equals(Object),11,37,0,0,7,13
org.apache.avro.thrift.test.Foo.ping_result.readObject(java.io.ObjectInputStream),11,3,0,0,2,1
"org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Schema, Map)",5,71,5,15,4,25
org.apache.avro.Protocol.Protocol(),11,2,1,1,0,0
org.apache.avro.ipc.RPCContext.requestHandshakeMeta(),0,106,9,33,0,0
org.apache.avro.io.parsing.Symbol.Sequence.flattenedSize(),0,8,3,3,1,1
org.apache.avro.BarRecord.toString(),-1,1,0,0,0,0
"org.apache.avro.ipc.reflect.ReflectResponder.writeError(Schema, Object, Encoder)",11,9,0,0,5,2
org.apache.avro.io.JsonDecoder.makeParser(List),11,8,3,3,0,0
org.apache.avro.io.ValidatingDecoder.skipFixed(),11,9,0,0,3,3
"org.apache.avro.generic.GenericDatumReader.readString(Object, Schema, Decoder)",4,73,5,34,2,3
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.resolveRecords(Schema, Schema, Map)",4,71,0,0,5,25
org.apache.avro.Schema.LockableArrayList.remove(int),11,2,0,0,1,1
"org.apache.avro.mapred.tether.TetherPartitioner.getPartition(TetherData, NullWritable, int)",11,42,0,0,6,18
org.apache.avro.Protocol.toString(boolean),4,123,7,27,6,10
org.apache.avro.mapred.tether.TetherRecordReader.getSchema(),11,2,0,0,1,1
org.apache.avro.ipc.trace.TraceCollection.TraceNodeStats.getResponsePayloads(),11,2,0,0,1,1
org.apache.avro.io.parsing.Symbol.error(String),4,71,6,23,1,1
org.apache.avro.mapred.AvroReducer.close(),11,2,1,1,0,0
org.apache.avro.mapred.WordCountUtil.validateCountsFile(),11,55,0,0,7,14
"org.apache.avro.io.EncoderFactory.jsonEncoder(Schema, JsonGenerator)",6,112,7,33,7,4
org.apache.avro.data.Json.Reader.setSchema(Schema),11,3,0,0,2,1
"org.apache.avro.io.JsonEncoder.JsonEncoder(Schema, OutputStream)",11,18,1,1,7,4
"org.apache.avro.Schema.createRecord(String, String, String, boolean)",3,92,6,39,4,3
"org.apache.avro.data.RecordBuilderBase.RecordBuilderBase(Schema, GenericData)",2,47,5,14,2,1
"org.apache.avro.generic.GenericDatumWriter.write(D, Encoder)",4,305,14,55,5,30
org.apache.avro.generic.GenericData.Fixed.equals(Object),11,2,0,0,1,1
"org.apache.avro.io.BlockingBinaryEncoder.BlockedValue.check(BlockedValue, int)",0,2,1,1,0,0
org.apache.avro.io.Decoder.readLong(),0,51,4,35,0,0
org.apache.avro.compiler.specific.SpecificCompiler.initializeVelocity(),6,2,1,1,0,0
"org.apache.avro.ipc.Responder.respond(List, Transceiver)",7,274,4,6,13,69
org.apache.avro.thrift.test.Foo.AsyncClient.add_call.getResult(),11,5,0,0,2,2
"org.apache.avro.io.Decoder.readFixed(byte[], int, int)",0,15,5,4,0,0
org.apache.avro.ipc.trace.TraceCollection.TraceNodeStats.getMaxBytes(List),11,2,0,0,1,1
org.apache.avro.specific.SpecificData.get(),0,125,10,27,0,0
org.apache.avro.file.LengthLimitedInputStream.read(),-1,1,0,0,0,0
org.apache.avro.file.CodecFactory.deflateCodec(int),0,132,8,34,0,0
"org.apache.avro.Schema.applyAliases(Schema, Map, Map, Map)",6,38,2,1,4,18
org.apache.avro.io.ValidatingDecoder.mapNext(),4,73,6,31,3,3
"org.apache.avro.mapred.FsInput.FsInput(Path, Configuration)",0,93,8,26,0,0
org.apache.avro.io.BlockingBinaryEncoder.writeMapEnd(),11,18,0,0,4,8
"org.apache.avro.mapred.AvroOutputFormat.setDeflateLevel(JobConf, int)",-1,1,0,0,0,0
org.apache.avro.specific.SpecificData.getProtocol(Class),6,36,6,3,8,10
"org.apache.avro.mapred.tether.TetherOutputService.TetherOutputService(OutputCollector, Reporter)",4,30,7,9,0,0
"org.apache.avro.ipc.Transceiver.transceive(List, Callback)",8,291,15,68,2,4
org.apache.avro.io.BinaryData.Decoders.Decoders(),11,12,1,1,5,3
org.apache.avro.io.Decoder.readInt(),0,52,4,33,0,0
org.apache.avro.thrift.test.Nested.clear(),11,2,0,0,1,1
org.apache.avro.thrift.ThriftData.isBytes(Object),-1,1,0,0,0,0
org.apache.avro.GenerateBlockingData.main(String[]),11,15,0,0,2,8
org.apache.avro.ipc.Server.getPort(),0,294,15,67,0,0
"org.apache.avro.mapred.Pair.Pair(Object, Void)",11,40,0,0,6,17
org.apache.avro.mapred.SequenceFileReader.(Anon_6).convert(Writable),-1,1,0,0,0,0
"org.apache.avro.mapred.tether.WordCountTask.reduce(Pair, Collector)",11,2,0,0,1,1
org.apache.avro.reflect.ReflectDatumWriter.getArraySize(Object),-1,1,0,0,0,0
org.apache.avro.ipc.specific.SpecificRequestor.getRemote(Object),11,256,0,0,15,67
org.apache.avro.thrift.test.Foo.add_result.add_result(int),11,3,0,0,1,2
"org.apache.avro.Schema.Name.writeName(Names, JsonGenerator)",4,4,1,1,1,2
org.apache.avro.thrift.test.Nested.getFieldValue(_Fields),11,2,0,0,1,1
"org.apache.avro.generic.GenericRecordBuilder.set(int, Object)",11,11,0,0,4,4
"org.apache.avro.mapred.Pair.Pair(ByteBuffer, Double)",11,16,0,0,7,4
"org.apache.avro.data.Json.write(JsonNode, Encoder)",11,18,1,1,3,13
"org.apache.avro.thrift.test.Foo.AsyncClient.AsyncClient(org.apache.thrift.protocol.TProtocolFactory, org.apache.thrift.async.TAsyncClientManager, org.apache.thrift.transport.TNonblockingTransport)",11,2,1,1,0,0
"org.apache.avro.io.ValidatingDecoder.readFixed(byte[], int, int)",11,10,0,0,4,3
org.apache.avro.io.ValidatingEncoder.writeBytes(ByteBuffer),11,8,0,0,3,3
org.apache.avro.ipc.trace.TraceCollection.TraceNodeStats.getRequestPayloads(),11,2,0,0,1,1
"org.apache.avro.file.DataFileStream.DataBlock.writeBlockTo(BinaryEncoder, byte[])",2,42,6,14,1,3
"org.apache.avro.mapred.AvroUtf8InputFormat.Utf8LineRecordReader.next(AvroWrapper, NullWritable)",11,4,0,0,2,2
org.apache.avro.mapred.tether.TetherData.buffer(ByteBuffer),0,45,7,12,0,0
org.apache.avro.thrift.test.Foo.ping_args.deepCopy(),11,2,0,0,1,1
org.apache.avro.ipc.SaslSocketTransceiver.SaslParticipant.unwrap(byte[]),11,4,3,1,0,0
"org.apache.avro.ipc.specific.SpecificResponder.SpecificResponder(Protocol, Object, SpecificData)",8,83,9,17,11,10
org.apache.avro.ipc.NettyTransceiver.getRemote(),-1,1,0,0,0,0
org.apache.avro.io.Encoder.writeString(String),2,257,15,48,2,2
org.apache.avro.Schema.LockableArrayList.retainAll(Collection),11,2,0,0,1,1
"org.apache.avro.ipc.specific.SpecificRequestor.invoke(Object, Method, Object[])",11,141,0,0,12,31
"org.apache.avro.mapred.Pair.Pair(Double, Integer)",11,16,0,0,7,4
"org.apache.avro.ipc.NettyTransceiver.transceive(List, Callback)",11,9,3,2,3,2
"org.apache.avro.tool.BinaryFragmentToJsonTool.run(InputStream, PrintStream, PrintStream, List)",11,38,0,0,8,8
org.apache.avro.Schema.BytesSchema.BytesSchema(),1,11,2,8,1,1
org.apache.avro.thrift.test.Foo.add_args.setNum2IsSet(boolean),0,8,2,4,0,0
"org.apache.avro.mapred.tether.TetherRecordReader.next(TetherData, NullWritable)",11,40,0,0,6,10
"org.apache.avro.ipc.generic.GenericResponder.writeResponse(Schema, Object, Encoder)",11,8,0,0,4,2
org.apache.avro.io.JsonEncoder.writeInt(int),11,7,0,0,3,3
org.apache.avro.io.JsonDecoder.readString(Utf8),11,15,0,0,4,5
org.apache.avro.mapred.AvroReducer.configure(JobConf),11,3,2,1,0,0
"org.apache.avro.compiler.specific.SpecificCompiler.compileSchema(File, File)",11,89,0,0,9,23
org.apache.avro.generic.GenericData.Array.hashCode(),11,32,0,0,5,12
"org.apache.avro.mapred.tether.TetherTaskRunner.configure(TaskType, String, String)",11,14,0,0,5,4
org.apache.avro.io.BinaryDecoder.ByteSource.skipSourceBytes(long),0,2,1,1,0,0
org.apache.avro.ipc.Requestor.Request.getBytes(),8,291,15,36,9,31
org.apache.avro.ipc.SaslSocketTransceiver.open(boolean),2,19,2,3,3,9
"org.apache.avro.mapred.AvroOutputFormat.setSyncInterval(JobConf, int)",-1,1,0,0,0,0
org.apache.avro.thrift.test.Foo.add_args.isSetNum1(),0,4,2,2,0,0
org.apache.avro.file.SnappyCodec.hashCode(),11,2,0,0,1,1
org.apache.avro.thrift.test.Nested.Nested(Nested),11,2,1,1,0,0
"org.apache.avro.generic.GenericData.setField(Object, String, int, Object, Object)",4,73,5,34,2,1
org.apache.avro.io.ValidatingDecoder.skipArray(),11,12,0,0,3,4
org.apache.avro.io.ParsingDecoder.skipTopSymbol(),11,15,0,0,1,14
org.apache.avro.thrift.test.Foo.Processor.ping.getEmptyArgsInstance(),11,2,0,0,1,1
org.apache.avro.ipc.trace.InMemorySpanStorage.addSpan(Span),-1,1,0,0,0,0
org.apache.avro.ipc.trace.SingletonTestingTracePlugin.SingletonTestingTracePlugin(TracePluginConfiguration),11,13,0,0,3,7
"org.apache.avro.reflect.ReflectData.createFieldSchema(Field, Map)",3,53,6,13,5,11
org.apache.avro.file.DataFileReader12.getMetaString(String),6,36,6,12,1,1
org.apache.avro.file.LengthLimitedInputStream.read(byte[]),11,3,0,0,2,1
org.apache.avro.generic.GenericRecordBuilder.get(Field),11,7,3,1,2,2
"org.apache.avro.io.BlockingBinaryEncoder.configure(OutputStream, int, int)",11,14,4,2,3,4
org.apache.avro.io.BlockingBinaryEncoder.writeArrayEnd(),11,18,0,0,4,8
"org.apache.avro.thrift.test.Foo.add_args.setFieldValue(_Fields, Object)",11,7,0,0,2,4
org.apache.avro.io.Decoder.mapNext(),0,20,4,13,0,0
org.apache.avro.generic.GenericData.get(),0,79,5,29,0,0
"org.apache.avro.AvroTypeException.AvroTypeException(String, Throwable)",5,55,7,23,1,1
"org.apache.avro.io.LegacyBinaryEncoder.encodeString(byte[], int, int)",1,7,2,3,1,1
org.apache.avro.specific.SpecificExceptionBase.equals(Object),11,35,0,0,6,13
"org.apache.avro.ipc.trace.Trace.printWithTimingRecurse(List, int)",11,2,1,1,0,0
org.apache.avro.file.DataFileWriter.writeIfBlockFull(),3,20,3,4,3,5
"org.apache.avro.io.DecoderFactory.binaryDecoder(InputStream, BinaryDecoder)",2,73,9,18,4,3
"org.apache.avro.mapred.Pair.Pair(Long, ByteBuffer)",11,16,0,0,7,4
"org.apache.avro.mapred.AvroMapper.map(IN, AvroCollector, Reporter)",11,5,2,2,1,1
org.apache.avro.file.CodecFactory.fromString(String),1,142,8,36,1,1
org.apache.avro.io.Perf.RecordWithDefault.readInternal(Decoder),11,17,0,0,4,6
org.apache.avro.io.parsing.Symbol.Repeater.makeProduction(Symbol[]),1,3,2,1,0,0
org.apache.avro.util.WeakIdentityHashMap.containsKey(Object),11,3,0,0,1,2
org.apache.avro.thrift.test.Nested.toString(),-1,1,0,0,0,0
"org.apache.avro.ipc.generic.GenericRequestor.writeRequest(Schema, Object, Encoder)",11,73,0,0,6,30
org.apache.avro.data.Json.JsonType.values(),11,13,2,11,0,0
org.apache.avro.io.parsing.Symbol.Alternative.getLabel(int),11,11,4,4,0,0
org.apache.avro.io.Encoder.startItem(),0,75,6,34,0,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Object)",11,41,0,0,6,17
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Double)",11,17,0,0,7,4
org.apache.avro.io.BinaryDecoder.inputStream(),0,15,4,5,0,0
org.apache.avro.io.Decoder.skipMap(),0,35,4,23,0,0
org.apache.avro.io.JsonDecoder.readEnum(),11,13,0,0,4,5
org.apache.avro.AvroTestUtil.tempFile(String),-1,1,0,0,0,0
org.apache.avro.ipc.trace.InMemorySpanStorage.setMaxSpans(long),-1,1,0,0,0,0
org.apache.avro.io.Perf.GenericNested.genSourceData(),11,6,0,0,3,3
"org.apache.avro.generic.GenericDatumReader.addToMap(Object, Object, Object)",4,73,6,34,0,0
avro.examples.baseball.Player.Builder.Builder(avro.examples.baseball.Player),11,31,0,0,3,17
"org.apache.avro.specific.SpecificDatumReader.createEnum(String, Schema)",11,13,0,0,3,7
org.apache.avro.io.BinaryDecoder.BufferAccessor.setLimit(int),1,4,2,2,0,0
org.apache.avro.io.Perf.GenericOneTimeDecoderUse.GenericOneTimeDecoderUse(),-1,1,0,0,0,0
"org.apache.avro.generic.GenericDatumReader.newMap(Object, int)",4,73,6,34,0,0
"org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema, Schema, SpecificData)",1,7,2,4,1,1
org.apache.avro.Schema.RecordSchema.setFields(List),11,8,0,0,2,6
org.apache.avro.io.JsonDecoder.doSkipFixed(int),3,16,5,3,2,3
org.apache.avro.mapred.AvroJob.getInputSchema(Configuration),11,80,9,20,0,0
"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.tryReadRaw(byte[], int, int)",11,2,1,1,0,0
org.apache.avro.ipc.stats.Histogram.add(T),0,4,1,2,1,1
org.apache.avro.io.BinaryDecoder.readArrayStart(),11,9,0,0,5,3
org.apache.avro.io.JsonDecoder.skipFixed(int),11,15,0,0,5,5
"org.apache.avro.ipc.trace.TraceClientServlet.collectionNode(PrintWriter, int, int)",11,8,2,3,2,2
org.apache.avro.mapred.Pair.value(),0,59,8,14,0,0
org.apache.avro.RPCMetaTestPlugin.RPCMetaTestPlugin(String),-1,1,0,0,0,0
org.apache.avro.generic.GenericData.getFixedSchema(Object),2,16,3,12,1,1
org.apache.avro.io.ValidatingDecoder.readString(),11,8,0,0,3,3
"org.apache.avro.protobuf.ProtobufDatumWriter.ProtobufDatumWriter(Schema, ProtobufData)",11,4,0,0,2,2
avro.examples.baseball.Player.Builder.build(),11,196,0,0,12,41
org.apache.avro.io.parsing.Parser.pushSymbol(Symbol),1,40,7,13,1,1
org.apache.avro.reflect.ReflectData.getRecordSchema(Object),11,29,0,0,6,13
org.apache.avro.thrift.ThriftDatumWriter.ThriftDatumWriter(ThriftData),11,2,0,0,1,1
org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.getBucketLabels(),11,2,0,0,1,1
"org.apache.avro.tool.SpecificCompilerTool.determineInputs(List, FilenameFilter)",11,93,10,23,0,0
"org.apache.avro.Schema.MapSchema.toJson(Names, JsonGenerator)",11,4,0,0,2,2
org.apache.avro.ipc.trace.TraceNode.getPostLinkTime(),1,10,2,5,1,1
org.apache.avro.ipc.SocketTransceiver.SocketTransceiver(SocketAddress),-1,1,0,0,0,0
org.apache.avro.ipc.trace.SpanStorage.addSpan(Span),0,6,2,3,0,0
"org.apache.avro.mapred.Pair.Pair(Float, Integer)",11,16,0,0,7,4
org.apache.avro.BarRecord.BarRecord(),-1,1,0,0,0,0
org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader.ReuseByteReader(ByteBufferInputStream),0,2,1,1,0,0
org.apache.avro.io.LegacyBinaryEncoder.flush(),-1,1,0,0,0,0
"org.apache.avro.io.parsing.Symbol.Sequence.flatten(Map, Map)",11,8,0,0,2,4
org.apache.avro.io.ValidatingDecoder.skipFixed(int),11,10,0,0,4,3
"org.apache.avro.ipc.reflect.ReflectRequestor.ReflectRequestor(Class, Transceiver)",11,73,0,0,9,28
org.apache.avro.io.Encoder.setItemCount(long),0,75,6,34,0,0
org.apache.avro.mapred.AvroKey.AvroKey(T),1,8,2,4,1,1
org.apache.avro.Schema.SeenPair.hashCode(),-1,1,0,0,0,0
org.apache.avro.mapred.WordCountUtil.writeLinesBytesFile(),11,36,0,0,5,16
org.apache.avro.mapred.AvroJob.getMapOutputSchema(Configuration),0,87,8,22,0,0
org.apache.avro.thrift.test.Error.Error(String),11,2,0,0,1,1
org.apache.avro.thrift.ThriftDatumReader.ThriftDatumReader(Schema),11,28,7,7,2,2
org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Class),11,31,0,0,6,13
"org.apache.avro.protobuf.ProtobufData.setField(Object, String, int, Object, Object)",-1,1,0,0,0,0
"org.apache.avro.mapred.AvroJob.setOutputCodec(JobConf, String)",-1,1,0,0,0,0
"org.apache.avro.io.JsonEncoder.doAction(Symbol, Symbol)",11,3,0,0,2,1
"org.apache.avro.reflect.ReflectDatumReader.readInt(Object, Schema, Decoder)",11,3,0,0,1,2
org.apache.avro.io.BlockingBinaryEncoder.startItem(),11,8,0,0,3,3
org.apache.avro.generic.GenericData.Record.toString(),11,14,0,0,4,7
