method,LOC,Cyclomatic,FanIn,FanOut
"org.apache.avro.generic.GenericDatumReader.readWithConversion(Object, Schema, LogicalType, Conversion<?>, ResolvingDecoder)",7,1,10,3
"org.apache.avro.generic.GenericDatumReader.readWithoutConversion(Object, Schema, ResolvingDecoder)",20,15,25,20
"org.apache.avro.generic.GenericDatumReader.convert(Object, Schema, LogicalType, Conversion<?>)",23,14,20,20
"org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder)",15,3,6,8
"org.apache.avro.generic.GenericDatumReader.readField(Object, Field, Object, ResolvingDecoder, Object)",4,1,8,5
"org.apache.avro.generic.GenericDatumReader.readEnum(Schema, Decoder)",3,1,3,5
"org.apache.avro.generic.GenericDatumReader.createEnum(String, Schema)",3,1,6,2
"org.apache.avro.generic.GenericDatumReader.readArray(Object, Schema, ResolvingDecoder)",28,6,4,12
org.apache.avro.generic.GenericDatumReader.peekArray(Object),5,2,2,2
"org.apache.avro.generic.GenericDatumReader.addToArray(Object, long, Object)",3,1,3,1
"org.apache.avro.generic.GenericDatumReader.readMap(Object, Schema, ResolvingDecoder)",24,6,4,12
"org.apache.avro.generic.GenericDatumReader.readMapKey(Object, Schema, Decoder)",4,1,4,2
"org.apache.avro.generic.GenericDatumReader.addToMap(Object, Object, Object)",3,1,4,1
"org.apache.avro.generic.GenericDatumReader.readFixed(Object, Schema, Decoder)",6,1,5,5
"org.apache.avro.generic.GenericDatumReader.createFixed(Object, Schema)",3,1,3,2
"org.apache.avro.generic.GenericDatumReader.createFixed(Object, byte[], Schema)",3,1,4,2
"org.apache.avro.generic.GenericDatumReader.newRecord(Object, Schema)",3,1,3,2
"org.apache.avro.generic.GenericDatumReader.newArray(Object, int, Schema)",6,2,6,2
"org.apache.avro.generic.GenericDatumReader.newMap(Object, int)",6,2,3,3
"org.apache.avro.generic.GenericDatumReader.readString(Object, Schema, Decoder)",9,3,5,5
"org.apache.avro.generic.GenericDatumReader.readString(Object, Decoder)",3,2,4,2
org.apache.avro.generic.GenericDatumReader.createString(String),1,1,1,2
org.apache.avro.generic.GenericDatumReader.findStringClass(Schema),10,3,5,3
org.apache.avro.generic.GenericDatumReader.getStringClass(Schema),8,2,3,4
"org.apache.avro.generic.GenericDatumReader.newInstanceFromString(Class, String)",19,6,9,7
"org.apache.avro.generic.GenericDatumReader.readBytes(Object, Schema, Decoder)",4,1,3,2
"org.apache.avro.generic.GenericDatumReader.readBytes(Object, Decoder)",3,2,4,2
"org.apache.avro.generic.GenericDatumReader.readInt(Object, Schema, Decoder)",4,1,2,2
org.apache.avro.generic.GenericDatumReader.createBytes(byte[]),1,1,1,2
"org.apache.avro.generic.GenericDatumReader.skip(Schema, Decoder)",47,20,18,20
org.apache.avro.mapred.AvroKey.AvroKey(),1,1,3,2
org.apache.avro.mapred.AvroKey.AvroKey(T),1,1,23,2
org.apache.avro.mapred.AvroValue.AvroValue(),1,1,2,2
org.apache.avro.mapred.AvroValue.AvroValue(T),1,1,15,2
"org.apache.avro.mapred.FsInput.FsInput(Path, Configuration)",3,1,12,3
"org.apache.avro.mapred.FsInput.FsInput(Path, FileSystem)",4,1,3,6
org.apache.avro.mapred.FsInput.length(),3,1,2,1
"org.apache.avro.mapred.FsInput.read(byte[], int, int)",3,1,8,2
org.apache.avro.mapred.FsInput.seek(long),3,1,4,1
org.apache.avro.mapred.FsInput.tell(),3,1,5,2
org.apache.avro.mapred.FsInput.close(),3,1,4,1
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(),3,1,22,3
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Class<T>),4,1,1,7
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema),3,1,10,3
"org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema, Schema)",3,1,2,3
"org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema, Schema, SpecificData)",4,1,11,2
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(SpecificData),3,1,3,2
org.apache.avro.specific.SpecificDatumReader.getSpecificData(),1,1,3,2
org.apache.avro.specific.SpecificDatumReader.setSchema(Schema),10,3,4,8
org.apache.avro.specific.SpecificDatumReader.findStringClass(Schema),14,4,5,4
"org.apache.avro.specific.SpecificDatumReader.getPropAsClass(Schema, String)",9,3,4,6
"org.apache.avro.specific.SpecificDatumReader.readField(Object, Schema.Field, Object, ResolvingDecoder, Object)",17,3,6,10
org.apache.avro.reflect.ReflectData.ReflectData(),1,1,9,1
org.apache.avro.reflect.ReflectData.ReflectData(ClassLoader),3,1,8,2
org.apache.avro.reflect.ReflectData.get(),1,1,70,1
org.apache.avro.reflect.ReflectData.addStringable(Class),4,1,3,2
org.apache.avro.reflect.ReflectData.createDatumReader(Schema),3,1,16,2
"org.apache.avro.reflect.ReflectData.createDatumReader(Schema, Schema)",3,1,2,2
org.apache.avro.reflect.ReflectData.createDatumWriter(Schema),3,1,1,2
"org.apache.avro.reflect.ReflectData.setField(Object, String, int, Object)",3,1,5,1
"org.apache.avro.reflect.ReflectData.setField(Object, String, int, Object, Object)",14,4,8,4
"org.apache.avro.reflect.ReflectData.getField(Object, String, int)",3,1,5,2
"org.apache.avro.reflect.ReflectData.getField(Object, String, int, Object)",10,3,6,5
"org.apache.avro.reflect.ReflectData.getAccessorForField(Object, String, int, Object)",7,2,6,3
org.apache.avro.reflect.ReflectData.isRecord(Object),8,6,2,5
org.apache.avro.reflect.ReflectData.isArray(Object),6,2,1,4
org.apache.avro.reflect.ReflectData.getArrayAsCollection(Object),3,2,1,2
org.apache.avro.reflect.ReflectData.isBytes(Object),6,3,2,5
org.apache.avro.reflect.ReflectData.getRecordSchema(Object),5,2,1,4
"org.apache.avro.reflect.ReflectData.validate(Schema, Object)",15,5,3,8
org.apache.avro.reflect.ReflectData.getClassAccessorData(Class<?>),11,3,4,5
"org.apache.avro.reflect.ReflectData.getFieldAccessors(Class<?>, Schema)",7,2,3,3
"org.apache.avro.reflect.ReflectData.getFieldAccessor(Class<?>, String)",7,2,3,3
"org.apache.avro.reflect.ReflectData.getClassProp(Schema, String)",14,4,8,6
org.apache.avro.reflect.ReflectData.isMap(Object),3,1,1,2
org.apache.avro.reflect.ReflectData.isNonStringMap(Object),12,4,3,7
org.apache.avro.reflect.ReflectData.getClass(Schema),31,12,14,15
"org.apache.avro.reflect.ReflectData.createNonStringMapSchema(Type, Type, Map<String, Schema>)",15,1,6,7
"org.apache.avro.reflect.ReflectData.getNameForNonStringMapRecord(Type, Type, Schema, Schema)",26,5,7,11
org.apache.avro.reflect.ReflectData.isNonStringMapSchema(Schema),8,3,5,4
"org.apache.avro.reflect.ReflectData.createSchema(Type, Map<String, Schema>)",154,41,20,59
org.apache.avro.reflect.ReflectData.isStringable(Class<?>),3,1,3,3
"org.apache.avro.reflect.ReflectData.setElement(Schema, Type)",7,3,4,3
"org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)",6,2,4,6
org.apache.avro.reflect.ReflectData.makeNullable(Schema),16,4,6,9
org.apache.avro.reflect.ReflectData.getCachedFields(Class<?>),8,2,3,4
"org.apache.avro.reflect.ReflectData.getFields(Class<?>, boolean)",17,6,6,13
"org.apache.avro.reflect.ReflectData.createFieldSchema(Field, Map<String, Schema>)",19,6,5,14
org.apache.avro.reflect.ReflectData.getProtocol(Class),19,5,13,19
"org.apache.avro.reflect.ReflectData.getMessage(Method, Protocol, Map<String, Schema>)",41,12,7,20
"org.apache.avro.reflect.ReflectData.getSchema(Type, Map<String, Schema>)",8,2,4,5
"org.apache.avro.reflect.ReflectData.compare(Object, Object, Schema, boolean)",25,7,8,10
"org.apache.avro.reflect.ReflectData.getRecordState(Object, Schema)",3,1,3,3
"org.apache.avro.reflect.ReflectData.consumeAvroAliasAnnotation(Class<?>, Schema)",9,3,4,5
"org.apache.avro.reflect.ReflectData.createFixed(Object, Schema)",10,3,2,4
"org.apache.avro.reflect.ReflectData.newRecord(Object, Schema)",10,3,2,4
org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(),3,1,8,3
org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Class<T>),4,1,3,7
org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Schema),3,1,10,3
"org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Schema, Schema)",3,1,2,3
"org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Schema, Schema, ReflectData)",3,1,11,2
org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(ReflectData),3,1,2,2
"org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema)",32,9,6,16
org.apache.avro.reflect.ReflectDatumReader.peekArray(Object),3,1,0,1
"org.apache.avro.reflect.ReflectDatumReader.addToArray(Object, long, Object)",3,1,0,1
"org.apache.avro.reflect.ReflectDatumReader.readArray(Object, Schema, ResolvingDecoder)",32,6,5,11
"org.apache.avro.reflect.ReflectDatumReader.readJavaArray(Object, Schema, long, ResolvingDecoder)",9,2,5,6
"org.apache.avro.reflect.ReflectDatumReader.readPrimitiveArray(Object, Class<?>, long, ResolvingDecoder)",4,1,5,2
"org.apache.avro.reflect.ReflectDatumReader.readObjectArray(Object[], Schema, long, ResolvingDecoder)",27,6,5,8
"org.apache.avro.reflect.ReflectDatumReader.readCollection(Collection<Object>, Schema, long, ResolvingDecoder)",22,6,5,8
"org.apache.avro.reflect.ReflectDatumReader.readString(Object, Decoder)",3,1,1,3
org.apache.avro.reflect.ReflectDatumReader.createString(String),1,1,1,1
"org.apache.avro.reflect.ReflectDatumReader.readBytes(Object, Schema, Decoder)",12,2,3,6
"org.apache.avro.reflect.ReflectDatumReader.readInt(Object, Schema, Decoder)",12,4,3,7
"org.apache.avro.reflect.ReflectDatumReader.readField(Object, Field, Object, ResolvingDecoder, Object)",48,11,7,21
org.apache.avro.util.Utf8.Utf8(),1,1,6,1
org.apache.avro.util.Utf8.Utf8(String),5,1,49,5
org.apache.avro.util.Utf8.Utf8(Utf8),6,1,5,5
org.apache.avro.util.Utf8.Utf8(byte[]),4,1,5,3
org.apache.avro.util.Utf8.getBytes(),1,1,9,1
org.apache.avro.util.Utf8.getLength(),1,1,4,1
org.apache.avro.util.Utf8.getByteLength(),1,1,5,1
org.apache.avro.util.Utf8.setLength(int),3,1,4,2
org.apache.avro.util.Utf8.setByteLength(int),10,2,7,5
org.apache.avro.util.Utf8.set(String),6,1,4,5
org.apache.avro.util.Utf8.toString(),7,3,28,3
org.apache.avro.util.Utf8.equals(Object),11,6,3,1
org.apache.avro.util.Utf8.hashCode(),6,2,2,1
org.apache.avro.util.Utf8.compareTo(Utf8),4,1,4,2
org.apache.avro.util.Utf8.charAt(int),1,1,1,3
org.apache.avro.util.Utf8.length(),1,1,0,3
"org.apache.avro.util.Utf8.subSequence(int, int)",3,1,2,3
org.apache.avro.util.Utf8.getBytesFor(String),3,1,5,2
org.apache.avro.mapreduce.AvroJob.AvroJob(),1,1,0,1
"org.apache.avro.mapreduce.AvroJob.setInputKeySchema(Job, Schema)",3,1,17,3
"org.apache.avro.mapreduce.AvroJob.setInputValueSchema(Job, Schema)",3,1,5,3
"org.apache.avro.mapreduce.AvroJob.setMapOutputKeySchema(Job, Schema)",8,1,10,7
"org.apache.avro.mapreduce.AvroJob.setMapOutputValueSchema(Job, Schema)",6,1,6,5
"org.apache.avro.mapreduce.AvroJob.setOutputKeySchema(Job, Schema)",4,1,25,4
"org.apache.avro.mapreduce.AvroJob.setOutputValueSchema(Job, Schema)",4,1,12,4
"org.apache.avro.mapreduce.AvroJob.setDataModelClass(Job, Class<? extends GenericData>)",3,1,3,2
org.apache.avro.mapreduce.AvroJob.getInputKeySchema(Configuration),4,2,6,3
org.apache.avro.mapreduce.AvroJob.getInputValueSchema(Configuration),4,2,4,3
org.apache.avro.mapreduce.AvroJob.getMapOutputKeySchema(Configuration),3,1,5,2
org.apache.avro.mapreduce.AvroJob.getMapOutputValueSchema(Configuration),3,1,2,2
org.apache.avro.mapreduce.AvroJob.getOutputKeySchema(Configuration),4,2,6,3
org.apache.avro.mapreduce.AvroJob.getOutputValueSchema(Configuration),4,2,4,3
org.apache.avro.mapreduce.AvroKeyOutputFormat.AvroKeyOutputFormat(),3,1,0,2
org.apache.avro.mapreduce.AvroKeyOutputFormat.AvroKeyOutputFormat(RecordWriterFactory),3,1,3,2
org.apache.avro.mapreduce.AvroKeyOutputFormat.getRecordWriter(TaskAttemptContext),20,4,3,11
"org.apache.avro.file.DataFileStream.DataFileStream(InputStream, DatumReader<D>)",5,1,25,3
org.apache.avro.file.DataFileStream.DataFileStream(DatumReader<D>),3,1,3,2
org.apache.avro.file.DataFileStream.initialize(InputStream),30,6,15,26
"org.apache.avro.file.DataFileStream.initialize(InputStream, Header)",5,1,4,4
org.apache.avro.file.DataFileStream.resolveCodec(),8,2,4,5
org.apache.avro.file.DataFileStream.getHeader(),1,1,4,1
org.apache.avro.file.DataFileStream.getSchema(),1,1,17,1
org.apache.avro.file.DataFileStream.getMetaKeys(),3,1,8,1
org.apache.avro.file.DataFileStream.getMeta(String),3,1,11,2
org.apache.avro.file.DataFileStream.getMetaString(String),11,3,15,4
org.apache.avro.file.DataFileStream.getMetaLong(String),3,1,2,3
org.apache.avro.file.DataFileStream.iterator(),1,1,6,1
org.apache.avro.file.DataFileStream.hasNext(),25,7,34,17
org.apache.avro.file.DataFileStream.next(),7,2,26,3
org.apache.avro.file.DataFileStream.next(D),9,3,15,6
org.apache.avro.file.DataFileStream.nextBlock(),9,3,4,6
org.apache.avro.file.DataFileStream.getBlockCount(),1,1,3,1
org.apache.avro.file.DataFileStream.getBlockSize(),1,1,2,1
org.apache.avro.file.DataFileStream.blockFinished(),2,1,1,0
org.apache.avro.file.DataFileStream.hasNextBlock(),20,6,9,9
org.apache.avro.file.DataFileStream.nextRawBlock(DataBlock),17,4,12,11
org.apache.avro.file.DataFileStream.remove(),1,1,0,1
org.apache.avro.file.DataFileStream.close(),3,1,55,2
"org.apache.avro.mapreduce.AvroKeyInputFormat.createRecordReader(InputSplit, TaskAttemptContext)",9,2,3,6
org.apache.avro.mapred.AvroWrapper.AvroWrapper(),1,1,0,2
org.apache.avro.mapred.AvroWrapper.AvroWrapper(T),1,1,19,2
org.apache.avro.mapred.AvroWrapper.datum(),1,1,43,1
org.apache.avro.mapred.AvroWrapper.datum(T),1,1,22,1
org.apache.avro.mapred.AvroWrapper.hashCode(),3,2,1,2
org.apache.avro.mapred.AvroWrapper.equals(Object),15,7,2,3
org.apache.avro.mapred.AvroWrapper.toString(),3,1,2,2
"org.apache.avro.io.TestResolvingIOResolving.TestResolvingIOResolving(TestValidatingIO.Encoding, int, String, String, Object[], String, String, Object[])",16,1,8,9
org.apache.avro.io.TestResolvingIOResolving.testResolving(),11,1,8,4
org.apache.avro.io.TestResolvingIOResolving.data3(),7,1,2,4
org.apache.avro.io.TestResolvingIOResolving.dataForResolvingTests(),114,1,1,1
"org.apache.avro.io.TestValidatingIO.TestValidatingIO(Encoding, int, String, String)",6,1,4,5
org.apache.avro.io.TestValidatingIO.testMain(),5,2,5,2
"org.apache.avro.io.TestValidatingIO.testOnce(Schema, String, int, Encoding)",9,1,7,4
"org.apache.avro.io.TestValidatingIO.make(Schema, String, Object[], Encoding)",21,4,10,10
"org.apache.avro.io.TestValidatingIO.generate(Encoder, String, Object[])",94,20,5,26
org.apache.avro.io.TestValidatingIO.randomValues(String),50,20,4,20
org.apache.avro.io.TestValidatingIO.extractInt(InputScanner),12,3,4,5
"org.apache.avro.io.TestValidatingIO.nextBytes(Random, int)",5,1,3,2
"org.apache.avro.io.TestValidatingIO.nextString(Random, int)",7,2,3,3
"org.apache.avro.io.TestValidatingIO.check(Schema, byte[], String, Object[], int, Encoding)",16,4,10,6
"org.apache.avro.io.TestValidatingIO.check(Decoder, String, Object[], int)",156,34,8,36
"org.apache.avro.io.TestValidatingIO.skip(InputScanner, Decoder, boolean)",41,20,4,8
org.apache.avro.io.TestValidatingIO.data(),3,1,2,4
org.apache.avro.io.TestValidatingIO.convertTo2dArray(Object[][]...),13,3,4,8
org.apache.avro.io.TestValidatingIO.cartesian(Object[][]...),30,1,1,1
org.apache.avro.io.TestValidatingIO.concat(Object[]...),13,3,4,2
org.apache.avro.io.TestValidatingIO.paste(Object[][]...),11,3,2,2
org.apache.avro.io.TestValidatingIO.testSchemas(),168,1,1,1
org.apache.avro.io.TestValidatingIO.dump(byte[]),11,3,2,3
"org.apache.avro.io.TestValidatingIO.print(Encoding, int, Schema, Schema, Object[], Object[])",6,1,10,2
"org.apache.avro.io.TestValidatingIO.printSchemaAndValues(String, Schema, Object[])",6,2,5,3
"org.apache.avro.io.TestResolvingIO.TestResolvingIO(Encoding, int, String, String, String, String)",12,1,6,7
org.apache.avro.io.TestResolvingIO.testIdentical(),3,1,4,1
org.apache.avro.io.TestResolvingIO.testCompatible(),3,1,6,1
"org.apache.avro.io.TestResolvingIO.performTest(Encoding, int, String, String, String, String)",10,2,9,1
"org.apache.avro.io.TestResolvingIO.testOnce(String, String, String, String, Encoding, int)",17,1,7,5
"org.apache.avro.io.TestResolvingIO.check(Schema, Schema, byte[], String, Object[], Encoding, int)",18,4,12,6
org.apache.avro.io.TestResolvingIO.data2(),3,1,2,4
org.apache.avro.io.TestResolvingIO.testSchemas(),77,1,1,1
"org.apache.avro.ipc.SocketServer.SocketServer(Responder, SocketAddress)",10,1,14,10
org.apache.avro.ipc.SocketServer.getPort(),1,1,13,3
org.apache.avro.ipc.SocketServer.run(),21,5,3,8
org.apache.avro.ipc.SocketServer.close(),4,1,4,2
org.apache.avro.ipc.SocketServer.getTransceiver(SocketChannel),4,1,2,2
org.apache.avro.ipc.SocketServer.main(String[]),13,1,1,7
org.apache.avro.Protocol.Protocol(),3,1,2,2
"org.apache.avro.Protocol.Protocol(String, String, String)",6,1,8,5
"org.apache.avro.Protocol.Protocol(String, String)",3,1,7,2
org.apache.avro.Protocol.getName(),1,1,3,1
org.apache.avro.Protocol.getNamespace(),1,1,4,1
org.apache.avro.Protocol.getDoc(),1,1,3,1
org.apache.avro.Protocol.getTypes(),1,1,4,2
org.apache.avro.Protocol.getType(String),1,1,5,2
org.apache.avro.Protocol.setTypes(Collection<Schema>),5,2,4,2
org.apache.avro.Protocol.getMessages(),1,1,30,1
"org.apache.avro.Protocol.createMessage(String, String, Schema)",3,1,3,3
"org.apache.avro.Protocol.createMessage(String, String, Map<String, T>, Schema)",4,1,6,2
"org.apache.avro.Protocol.createMessage(String, String, Schema, Schema, Schema)",5,1,10,3
"org.apache.avro.Protocol.createMessage(String, String, Map<String, T>, Schema, Schema, Schema)",5,1,8,2
org.apache.avro.Protocol.equals(Object),10,3,7,4
org.apache.avro.Protocol.hashCode(),4,1,5,4
org.apache.avro.Protocol.toString(),1,1,8,2
org.apache.avro.Protocol.toString(boolean),12,3,8,8
org.apache.avro.Protocol.toJson(JsonGenerator),21,5,7,16
org.apache.avro.Protocol.getMD5(),10,3,4,7
org.apache.avro.Protocol.parse(File),3,1,11,3
org.apache.avro.Protocol.parse(InputStream),3,1,2,3
"org.apache.avro.Protocol.parse(String, String...)",6,2,3,5
org.apache.avro.Protocol.parse(String),8,2,14,6
org.apache.avro.Protocol.parse(JsonParser),9,2,3,5
org.apache.avro.Protocol.parse(JsonNode),8,1,1,6
org.apache.avro.Protocol.parseNamespace(JsonNode),6,2,4,4
org.apache.avro.Protocol.parseDoc(JsonNode),3,1,2,2
org.apache.avro.Protocol.parseDocNode(JsonNode),5,2,3,3
org.apache.avro.Protocol.parseName(JsonNode),6,2,2,4
org.apache.avro.Protocol.parseTypes(JsonNode),11,5,3,5
org.apache.avro.Protocol.parseProps(JsonNode),7,3,3,6
org.apache.avro.Protocol.parseMessages(JsonNode),8,3,3,6
"org.apache.avro.Protocol.parseMessage(String, JsonNode)",78,23,8,27
org.apache.avro.Protocol.main(String[]),3,1,2,3
org.apache.avro.ipc.generic.GenericResponder.GenericResponder(Protocol),3,1,7,3
"org.apache.avro.ipc.generic.GenericResponder.GenericResponder(Protocol, GenericData)",4,1,4,3
org.apache.avro.ipc.generic.GenericResponder.getGenericData(),1,1,2,1
org.apache.avro.ipc.generic.GenericResponder.getDatumWriter(Schema),3,1,4,2
"org.apache.avro.ipc.generic.GenericResponder.getDatumReader(Schema, Schema)",3,1,4,2
"org.apache.avro.ipc.generic.GenericResponder.readRequest(Schema, Schema, Decoder)",4,1,3,3
"org.apache.avro.ipc.generic.GenericResponder.writeResponse(Schema, Object, Encoder)",4,1,3,2
"org.apache.avro.ipc.generic.GenericResponder.writeError(Schema, Object, Encoder)",6,2,3,3
org.apache.avro.ipc.Transceiver.getRemoteName(),1,1,4,1
org.apache.avro.ipc.Transceiver.lockChannel(),3,1,3,1
org.apache.avro.ipc.Transceiver.unlockChannel(),5,2,3,2
org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>),10,1,5,5
"org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>, Callback<List>)",9,2,5,3
org.apache.avro.ipc.Transceiver.readBuffers(),1,1,3,1
org.apache.avro.ipc.Transceiver.writeBuffers(List<ByteBuffer>),2,1,4,0
org.apache.avro.ipc.Transceiver.isConnected(),1,1,6,1
org.apache.avro.ipc.Transceiver.setRemote(Protocol),1,1,2,0
org.apache.avro.ipc.Transceiver.getRemote(),3,1,1,2
org.apache.avro.ipc.Transceiver.close(),1,1,21,0
org.apache.avro.ipc.SocketTransceiver.SocketTransceiver(SocketAddress),3,1,12,3
org.apache.avro.ipc.SocketTransceiver.SocketTransceiver(SocketChannel),5,1,5,6
