method,LOC,Cyclomatic,FanIn,FanOut,Loop
org.apache.pdfbox.debugger.streampane.OperatorMarker.getStyle(String),8,2,2,3,0
org.apache.pdfbox.debugger.colorpane.IndexedColorant.IndexedColorant(),1,1,1,1,0
org.apache.pdfbox.debugger.colorpane.IndexedColorant.getIndex(),4,1,2,1,0
org.apache.pdfbox.debugger.colorpane.IndexedColorant.setIndex(int),4,1,2,1,0
org.apache.pdfbox.debugger.colorpane.IndexedColorant.setRgbValues(float[]),4,1,2,1,0
org.apache.pdfbox.debugger.colorpane.IndexedColorant.getColor(),4,1,2,2,0
org.apache.pdfbox.debugger.colorpane.IndexedColorant.getRGBValuesString(),11,2,2,7,1
"org.apache.pdfbox.pdmodel.font.CIDFontMapping.CIDFontMapping(OpenTypeFont, FontBoxFont, boolean)",5,1,4,3,0
org.apache.pdfbox.pdmodel.font.CIDFontMapping.getTrueTypeFont(),4,1,3,1,0
org.apache.pdfbox.pdmodel.font.CIDFontMapping.isCIDFont(),4,1,2,2,0
org.apache.fontbox.ttf.OpenTypeFont.OpenTypeFont(TTFDataStream),4,1,2,2,0
org.apache.fontbox.ttf.OpenTypeFont.setVersion(float),5,1,1,2,0
org.apache.fontbox.ttf.OpenTypeFont.getCFF(),13,3,7,5,0
org.apache.fontbox.ttf.OpenTypeFont.getGlyph(),8,2,1,3,0
org.apache.fontbox.ttf.OpenTypeFont.getPath(String),5,1,1,6,0
org.apache.fontbox.ttf.OpenTypeFont.isPostScript(),4,1,5,2,0
org.apache.fontbox.ttf.OpenTypeFont.hasLayoutTables(),8,1,2,2,0
"org.apache.pdfbox.pdmodel.font.FontMapping.FontMapping(T, boolean)",5,1,5,3,0
org.apache.pdfbox.pdmodel.font.FontMapping.getFont(),4,1,8,1,0
org.apache.pdfbox.pdmodel.font.FontMapping.isFallback(),4,1,7,1,0
org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation.validatePDFAIdentifer(XMPMetadata),31,4,3,18,0
"org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation.unexpectedPrefixFoundError(String, String, String)",7,1,5,5,0
"org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation.checkConformanceLevel(List<ValidationError>, String)",7,2,4,3,0
"org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation.checkPartNumber(List<ValidationError>, int)",7,2,4,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.FDFAnnotationLine(),5,1,3,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.FDFAnnotationLine(COSDictionary),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.FDFAnnotationLine(Element),78,15,6,25,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setLine(float[]),6,1,4,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getLine(),12,2,2,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setStartPointEndingStyle(String),19,3,5,6,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getStartPointEndingStyle(),10,2,3,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setEndPointEndingStyle(String),19,3,5,6,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getEndPointEndingStyle(),10,2,3,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setInteriorColor(Color),11,2,4,4,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getInteriorColor(),14,3,3,4,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setCaption(boolean),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getCaption(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getLeaderLength(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setLeaderLength(float),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getLeaderExtend(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setLeaderExtend(float),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getLeaderOffset(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setLeaderOffset(float),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getCaptionStyle(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setCaptionStyle(String),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setCaptionHorizontalOffset(float),14,2,4,6,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getCaptionHorizontalOffset(),10,2,2,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.setCaptionVerticalOffset(float),14,2,4,6,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getCaptionVerticalOffset(),10,2,2,3,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.PDAnnotationLine(),6,1,3,6,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.PDAnnotationLine(COSDictionary),4,1,3,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setLine(float[]),6,1,4,4,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getLine(),5,1,1,4,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setStartPointEndingStyle(String),19,3,3,7,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getStartPointEndingStyle(),10,2,2,4,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setEndPointEndingStyle(String),19,3,4,7,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getEndPointEndingStyle(),10,2,2,4,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setInteriorColor(PDColor),4,1,2,3,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getInteriorColor(),4,1,2,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setCaption(boolean),4,1,3,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getCaption(),4,1,1,3,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setBorderStyle(PDBorderStyleDictionary),4,1,3,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getBorderStyle(),9,2,1,4,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getLeaderLineLength(),4,1,1,3,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setLeaderLineLength(float),4,1,2,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getLeaderLineExtensionLength(),4,1,1,3,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setLeaderLineExtensionLength(float),4,1,2,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getLeaderLineOffsetLength(),4,1,1,3,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setLeaderLineOffsetLength(float),4,1,2,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getCaptionPositioning(),4,1,1,3,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setCaptionPositioning(String),4,1,2,2,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setCaptionHorizontalOffset(float),14,2,2,7,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getCaptionHorizontalOffset(),10,2,1,4,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setCaptionVerticalOffset(float),14,2,2,7,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getCaptionVerticalOffset(),10,2,1,4,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.FDFAnnotation(),5,1,18,4,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.FDFAnnotation(COSDictionary),4,1,15,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.FDFAnnotation(Element),175,33,18,59,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.create(COSDictionary),82,19,21,21,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getCOSObject(),4,1,1,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getPage(),10,2,2,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setPage(int),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getColor(),14,3,3,4,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setColor(Color),11,2,4,4,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getDate(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setDate(String),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isInvisible(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setInvisible(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isHidden(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setHidden(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isPrinted(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setPrinted(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isNoZoom(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setNoZoom(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isNoRotate(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setNoRotate(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isNoView(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setNoView(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isReadOnly(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setReadOnly(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isLocked(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setLocked(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isToggleNoView(),4,1,3,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setToggleNoView(boolean),4,1,5,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setName(String),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getName(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setRectangle(PDRectangle),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getRectangle(),10,2,2,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setContents(String),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getContents(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setTitle(String),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getTitle(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getCreationDate(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setCreationDate(Calendar),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setOpacity(float),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getOpacity(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setSubject(String),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getSubject(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setIntent(String),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getIntent(),4,1,2,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getRichContents(),4,1,2,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setRichContents(String),4,1,4,2,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setBorderStyle(PDBorderStyleDictionary),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getBorderStyle(),12,2,2,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setBorderEffect(PDBorderEffectDictionary),4,1,4,1,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getBorderEffect(),12,2,2,3,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getStringOrStream(COSBase),19,4,2,3,0
"org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.richContentsToString(Node, boolean)",41,7,5,17,2
"org.apache.fontbox.type1.Type1Parser.parse(byte[], byte[])",10,2,7,5,0
org.apache.fontbox.type1.Type1Parser.parseASCII(byte[]),56,9,8,17,1
org.apache.fontbox.type1.Type1Parser.readSimpleValue(String),36,9,2,16,0
org.apache.fontbox.type1.Type1Parser.readEncoding(),42,5,6,15,2
org.apache.fontbox.type1.Type1Parser.arrayToNumbers(List<Token>),21,4,5,9,1
"org.apache.fontbox.type1.Type1Parser.readFontInfo(Map<String, List>)",44,11,2,18,1
org.apache.fontbox.type1.Type1Parser.readSimpleDict(),28,4,5,12,1
org.apache.fontbox.type1.Type1Parser.readDictValue(),6,1,3,3,0
org.apache.fontbox.type1.Type1Parser.readValue(),49,8,9,13,1
org.apache.fontbox.type1.Type1Parser.readProc(),28,6,6,7,1
org.apache.fontbox.type1.Type1Parser.parseBinary(byte[]),64,10,9,18,3
"org.apache.fontbox.type1.Type1Parser.readPrivate(String, List<Token>)",55,14,3,20,0
org.apache.fontbox.type1.Type1Parser.readSubrs(int),24,4,9,13,2
org.apache.fontbox.type1.Type1Parser.readOtherSubrs(),21,3,5,8,1
org.apache.fontbox.type1.Type1Parser.readCharStrings(int),21,3,10,11,1
org.apache.fontbox.type1.Type1Parser.readDef(),19,4,5,5,0
org.apache.fontbox.type1.Type1Parser.readPut(),18,4,3,5,0
org.apache.fontbox.type1.Type1Parser.read(Token.Kind),9,2,13,4,0
"org.apache.fontbox.type1.Type1Parser.read(Token.Kind, String)",8,2,10,4,0
"org.apache.fontbox.type1.Type1Parser.readMaybe(Token.Kind, String)",9,2,10,6,0
"org.apache.fontbox.type1.Type1Parser.decrypt(byte[], int, int)",25,5,7,1,1
"org.apache.fontbox.encoding.BuiltInEncoding.BuiltInEncoding(Map<Integer, String>)",7,2,2,5,1
org.apache.fontbox.encoding.StandardEncoding.StandardEncoding(),7,2,3,3,1
org.apache.fontbox.type1.Type1Font.createWithPFB(InputStream),6,1,3,5,0
org.apache.fontbox.type1.Type1Font.createWithPFB(byte[]),6,1,3,5,0
"org.apache.fontbox.type1.Type1Font.createWithSegments(byte[], byte[])",5,1,3,2,0
"org.apache.fontbox.type1.Type1Font.Type1Font(byte[], byte[])",5,1,3,3,0
org.apache.fontbox.type1.Type1Font.getSubrsArray(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getCharStringsDict(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getName(),4,1,4,1,0
org.apache.fontbox.type1.Type1Font.getPath(String),4,1,1,3,0
org.apache.fontbox.type1.Type1Font.getWidth(String),4,1,2,3,0
org.apache.fontbox.type1.Type1Font.hasGlyph(String),4,1,2,2,0
org.apache.fontbox.type1.Type1Font.getType1CharString(String),17,3,7,6,0
org.apache.fontbox.type1.Type1Font.getFontName(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getEncoding(),4,1,3,1,0
org.apache.fontbox.type1.Type1Font.getPaintType(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getFontType(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getFontMatrix(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getFontBBox(),4,1,2,2,0
org.apache.fontbox.type1.Type1Font.getUniqueID(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getStrokeWidth(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getFontID(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getVersion(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getNotice(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getFullName(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getFamilyName(),4,1,3,1,0
org.apache.fontbox.type1.Type1Font.getWeight(),4,1,2,1,0
org.apache.fontbox.type1.Type1Font.getItalicAngle(),4,1,2,1,0
org.apache.fontbox.type1.Type1Font.isFixedPitch(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getUnderlinePosition(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getUnderlineThickness(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getBlueValues(),4,1,2,2,0
org.apache.fontbox.type1.Type1Font.getOtherBlues(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getFamilyBlues(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getFamilyOtherBlues(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getBlueScale(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getBlueShift(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getBlueFuzz(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getStdHW(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getStdVW(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getStemSnapH(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.getStemSnapV(),4,1,1,2,0
org.apache.fontbox.type1.Type1Font.isForceBold(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getLanguageGroup(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getASCIISegment(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.getBinarySegment(),4,1,1,1,0
org.apache.fontbox.type1.Type1Font.toString(),6,1,4,4,0
org.apache.fontbox.type1.Type1Lexer.Type1Lexer(byte[]),5,1,3,5,0
org.apache.fontbox.type1.Type1Lexer.nextToken(),6,1,7,3,0
org.apache.fontbox.type1.Type1Lexer.peekToken(),4,1,11,1,0
org.apache.fontbox.type1.Type1Lexer.getChar(),4,1,6,2,0
org.apache.fontbox.type1.Type1Lexer.readToken(Token),87,17,12,19,2
org.apache.fontbox.type1.Type1Lexer.tryReadNumber(),87,13,4,15,3
org.apache.fontbox.type1.Type1Lexer.readRegular(),29,4,2,10,1
org.apache.fontbox.type1.Type1Lexer.readComment(),17,3,2,6,1
org.apache.fontbox.type1.Type1Lexer.readString(),55,16,4,12,1
org.apache.fontbox.type1.Type1Lexer.readCharString(int),7,1,4,4,0
"org.apache.fontbox.type1.Token.Token(String, Kind)",5,1,5,3,0
"org.apache.fontbox.type1.Token.Token(char, Kind)",5,1,3,4,0
"org.apache.fontbox.type1.Token.Token(byte[], Kind)",5,1,3,3,0
org.apache.fontbox.type1.Token.getText(),4,1,14,1,0
org.apache.fontbox.type1.Token.getKind(),4,1,14,1,0
org.apache.fontbox.type1.Token.intValue(),4,1,12,2,0
org.apache.fontbox.type1.Token.floatValue(),4,1,5,2,0
org.apache.fontbox.type1.Token.booleanValue(),4,1,3,2,0
org.apache.fontbox.type1.Token.getData(),4,1,3,1,0
org.apache.fontbox.type1.Token.toString(),11,2,5,1,0
org.apache.fontbox.cmap.CodespaceRange.CodespaceRange(),3,1,1,1,0
org.apache.fontbox.cmap.CodespaceRange.getCodeLength(),4,1,2,1,0
org.apache.fontbox.cmap.CodespaceRange.getEnd(),4,1,1,1,0
org.apache.fontbox.cmap.CodespaceRange.setEnd(byte[]),5,1,3,3,0
org.apache.fontbox.cmap.CodespaceRange.getStart(),4,1,1,1,0
org.apache.fontbox.cmap.CodespaceRange.setStart(byte[]),6,1,4,4,0
org.apache.fontbox.cmap.CodespaceRange.matches(byte[]),4,1,2,2,0
"org.apache.fontbox.cmap.CodespaceRange.toInt(byte[], int)",10,2,5,1,1
"org.apache.fontbox.cmap.CodespaceRange.isFullMatch(byte[], int)",12,3,7,2,0
"org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.load(PDDocument, File, Encoding)",5,1,3,3,0
"org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.load(PDDocument, InputStream, Encoding)",5,1,3,2,0
"org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.loadTTF(PDDocument, File)",4,1,3,3,0
"org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.loadTTF(PDDocument, InputStream)",4,1,3,2,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.PDTrueTypeFont(COSDictionary),44,7,5,17,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getBaseFont(),4,1,4,2,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.readEncodingFromFont(),41,8,2,15,1
"org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.PDTrueTypeFont(PDDocument, InputStream, Encoding)",12,1,8,11,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.readCode(InputStream),4,1,1,2,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getName(),4,1,2,2,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getBoundingBox(),8,2,1,3,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.generateBoundingBox(),9,2,2,9,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.isDamaged(),4,1,1,1,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getTrueTypeFont(),4,1,4,1,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getWidthFromFont(int),11,2,2,4,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getHeight(int),10,2,2,6,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.encode(int),42,7,3,13,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getGIDToCode(),17,4,2,6,1
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.isEmbedded(),4,1,2,1,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getPath(int),13,2,2,6,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getPath(String),32,6,2,8,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.hasGlyph(String),5,1,2,2,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getFontBoxFont(),4,1,1,1,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.hasGlyph(int),4,1,1,2,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.codeToGID(int),64,14,18,11,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.extractCmapTable(),32,8,8,8,1
org.apache.fontbox.ttf.CmapSubtable.initData(TTFDataStream),6,1,2,5,0
"org.apache.fontbox.ttf.CmapSubtable.initSubtable(CmapTable, int, TTFDataStream)",50,11,5,14,0
"org.apache.fontbox.ttf.CmapSubtable.processSubtype8(TTFDataStream, int)",51,9,7,8,2
"org.apache.fontbox.ttf.CmapSubtable.processSubtype10(TTFDataStream, int)",14,3,3,2,0
"org.apache.fontbox.ttf.CmapSubtable.processSubtype12(TTFDataStream, int)",38,7,5,8,2
"org.apache.fontbox.ttf.CmapSubtable.processSubtype13(TTFDataStream, int)",38,8,6,7,2
"org.apache.fontbox.ttf.CmapSubtable.processSubtype14(TTFDataStream, int)",4,1,2,1,0
"org.apache.fontbox.ttf.CmapSubtable.processSubtype6(TTFDataStream, int)",22,4,4,12,2
"org.apache.fontbox.ttf.CmapSubtable.processSubtype4(TTFDataStream, int)",63,9,5,17,3
"org.apache.fontbox.ttf.CmapSubtable.processSubtype2(TTFDataStream, int)",48,7,5,16,4
org.apache.fontbox.ttf.CmapSubtable.processSubtype0(TTFDataStream),12,2,4,6,1
org.apache.fontbox.ttf.CmapSubtable.newGlyphIdToCharacterCode(int),6,1,7,2,0
org.apache.fontbox.ttf.CmapSubtable.getPlatformEncodingId(),4,1,5,1,0
org.apache.fontbox.ttf.CmapSubtable.setPlatformEncodingId(int),4,1,1,1,0
org.apache.fontbox.ttf.CmapSubtable.getPlatformId(),4,1,5,1,0
org.apache.fontbox.ttf.CmapSubtable.setPlatformId(int),4,1,1,1,0
org.apache.fontbox.ttf.CmapSubtable.getGlyphId(int),5,2,9,2,0
org.apache.fontbox.ttf.CmapSubtable.getCharacterCode(int),13,3,4,1,0
org.apache.fontbox.ttf.CmapSubtable.toString(),4,1,0,3,0
org.apache.fontbox.ttf.CmapTable.CmapTable(TrueTypeFont),4,1,2,2,0
"org.apache.fontbox.ttf.CmapTable.read(TrueTypeFont, TTFDataStream)",17,3,3,6,2
org.apache.fontbox.ttf.CmapTable.getCmaps(),4,1,5,1,0
org.apache.fontbox.ttf.CmapTable.setCmaps(CmapSubtable[]),4,1,1,1,0
"org.apache.fontbox.ttf.CmapTable.getSubtable(int, int)",12,3,4,3,1
org.apache.fontbox.ttf.TTFParser.TTFParser(),4,1,10,2,0
org.apache.fontbox.ttf.TTFParser.TTFParser(boolean),4,1,4,2,0
"org.apache.fontbox.ttf.TTFParser.TTFParser(boolean, boolean)",5,1,7,3,0
org.apache.fontbox.ttf.TTFParser.parse(String),4,1,2,3,0
org.apache.fontbox.ttf.TTFParser.parse(File),13,2,10,4,0
org.apache.fontbox.ttf.TTFParser.parse(InputStream),4,1,8,3,0
org.apache.fontbox.ttf.TTFParser.parseEmbedded(InputStream),5,1,2,4,0
org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),22,4,7,8,1
org.apache.fontbox.ttf.TTFParser.newFont(TTFDataStream),4,1,2,2,0
"org.apache.fontbox.ttf.TTFParser.parseTables(TrueTypeFont, TTFDataStream)",51,12,3,13,1
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",78,17,18,25,0
"org.apache.fontbox.ttf.TTFParser.readTable(TrueTypeFont, String)",4,1,3,2,0
org.apache.fontbox.util.BoundingBox.BoundingBox(),3,1,5,1,0
"org.apache.fontbox.util.BoundingBox.BoundingBox(float, float, float, float)",7,1,12,5,0
org.apache.fontbox.util.BoundingBox.BoundingBox(List<Number>),7,1,3,7,0
org.apache.fontbox.util.BoundingBox.getLowerLeftX(),4,1,4,1,0
org.apache.fontbox.util.BoundingBox.setLowerLeftX(float),4,1,5,1,0
org.apache.fontbox.util.BoundingBox.getLowerLeftY(),4,1,7,1,0
org.apache.fontbox.util.BoundingBox.setLowerLeftY(float),4,1,6,1,0
org.apache.fontbox.util.BoundingBox.getUpperRightX(),4,1,4,1,0
org.apache.fontbox.util.BoundingBox.setUpperRightX(float),4,1,5,1,0
org.apache.fontbox.util.BoundingBox.getUpperRightY(),4,1,5,1,0
org.apache.fontbox.util.BoundingBox.setUpperRightY(float),4,1,5,1,0
org.apache.fontbox.util.BoundingBox.getWidth(),4,1,0,3,0
org.apache.fontbox.util.BoundingBox.getHeight(),4,1,9,3,0
"org.apache.fontbox.util.BoundingBox.contains(float, float)",5,1,6,1,0
org.apache.fontbox.util.BoundingBox.toString(),5,1,0,5,0
"org.apache.pdfbox.pdmodel.font.encoding.BuiltInEncoding.BuiltInEncoding(Map<Integer, String>)",7,2,2,5,1
org.apache.pdfbox.pdmodel.font.encoding.BuiltInEncoding.getCOSObject(),4,1,0,2,0
