method,pattern,space
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decrypt(COSBase, long, long)",FreqExec,"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decrypt(COSBase, long, long); org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptDictionary(COSDictionary, long, long); org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptArray(COSArray, long, long); org.apache.pdfbox.pdfparser.COSParser.parseFileObject(Long, COSObjectKey, COSObject)"
org.apache.pdfbox.io.RandomAccessBuffer.write(int),FreqExec,org.apache.pdfbox.io.RandomAccessBuffer.write(int); org.apache.pdfbox.io.TestRandomAccessBuffer.testPDFBOX2969()
"org.apache.pdfbox.filter.ASCIIHexFilter.encode(InputStream, OutputStream, COSDictionary)",HotExec,"org.apache.pdfbox.filter.ASCIIHexFilter.encode(InputStream, OutputStream, COSDictionary)"
org.apache.pdfbox.io.ScratchFileBuffer.getPosition(),FreqExec,"org.apache.pdfbox.io.ScratchFileBuffer.getPosition(); org.apache.pdfbox.io.RandomAccessInputStream.available(); org.apache.pdfbox.pdfparser.COSParser.validateStreamLength(long); org.apache.pdfbox.pdfparser.COSParser.getLength(COSBase, COSName); org.apache.pdfbox.pdfparser.RandomAccessSource.getPosition(); org.apache.pdfbox.pdfparser.COSParser.checkObjectKeys(COSObjectKey, long); org.apache.pdfbox.pdfparser.COSParser.parseTrailer(); org.apache.pdfbox.pdfparser.COSParser.isString(char[]); org.apache.pdfbox.pdfparser.COSParser.parseXref(long)"
org.apache.pdfbox.pdmodel.font.ToUnicodeWriter.toHex(int),FreqExec,org.apache.pdfbox.pdmodel.font.ToUnicodeWriter.toHex(int); org.apache.pdfbox.pdmodel.font.ToUnicodeWriter.writeTo(OutputStream)
org.apache.pdfbox.io.ScratchFileBuffer.rewind(int),FreqExec,"org.apache.pdfbox.io.ScratchFileBuffer.rewind(int); org.apache.pdfbox.pdfparser.RandomAccessSource.unread(int); org.apache.pdfbox.io.ScratchFileBuffer.peek(); org.apache.pdfbox.pdfparser.COSParser.isString(byte[]); org.apache.pdfbox.pdfparser.RandomAccessSource.unread(byte[]); org.apache.pdfbox.pdfparser.COSParser.parseFileObject(Long, COSObjectKey, COSObject); org.apache.pdfbox.pdfparser.COSParser.parseXrefTable(long)"
org.apache.pdfbox.pdmodel.font.PDCIDFont.getVerticalDisplacementVectorY(int),FreqExec,org.apache.pdfbox.pdmodel.font.PDCIDFont.getVerticalDisplacementVectorY(int); org.apache.pdfbox.pdmodel.font.PDType0Font.getDisplacement(int)
org.apache.pdfbox.pdmodel.PDDocument.protect(ProtectionPolicy),HotCallee,org.apache.pdfbox.pdmodel.PDDocument.protect(ProtectionPolicy)
org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase),FreqExec,org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase); org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument)
org.apache.pdfbox.pdfparser.InputStreamSource.unread(int),FreqExec,org.apache.pdfbox.pdfparser.InputStreamSource.unread(int); org.apache.pdfbox.pdfparser.BaseParser.skipSpaces(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSString(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSName(); org.apache.pdfbox.pdfparser.BaseParser.readString(); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject()
org.apache.pdfbox.contentstream.operator.color.SetStrokingColor.setColor(PDColor),FreqExec,"org.apache.pdfbox.contentstream.operator.color.SetStrokingColor.setColor(PDColor); org.apache.pdfbox.contentstream.operator.color.SetColor.process(Operator, List<COSBase>)"
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.readCode(InputStream),FreqExec,org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.readCode(InputStream); org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[])
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.isEOF(),FreqExec,"org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.isEOF(); org.apache.pdfbox.pdfparser.RandomAccessSource.isEOF(); org.apache.pdfbox.pdfparser.COSParser.parseXrefTable(long); org.apache.pdfbox.pdfparser.COSParser.bfSearchForObjects(); org.apache.pdfbox.preflight.parser.PreflightParser.parseXrefTable(long); org.apache.pdfbox.io.RandomAccessInputStream.read(byte[], int, int)"
"org.apache.pdfbox.contentstream.operator.state.Save.process(Operator, List<COSBase>)",FreqExec,"org.apache.pdfbox.contentstream.operator.state.Save.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>)"
"org.apache.pdfbox.contentstream.PDFStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector)",FreqExec,"org.apache.pdfbox.contentstream.PDFStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector); org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[])"
org.apache.pdfbox.pdmodel.font.PDFont.hashCode(),FreqExec,"org.apache.pdfbox.pdmodel.font.PDFont.hashCode(); java.util.HashMap.get(Object); java.util.HashMap.put(Object, Object)"
org.apache.pdfbox.examples.pdmodel.CreateGradientShadingPDF.create(String),HotCallee,"org.apache.pdfbox.examples.pdmodel.CreateGradientShadingPDF.create(String); org.apache.pdfbox.rendering.PDFRenderer.renderImageWithDPI(int, float); org.apache.pdfbox.cos.COSNumber.get(String)"
"org.apache.pdfbox.pdmodel.font.PDType0Font.load(PDDocument, InputStream, boolean)",HotCallee,"org.apache.pdfbox.pdmodel.font.PDType0Font.load(PDDocument, InputStream, boolean)"
org.apache.pdfbox.pdfparser.BaseParser.parseCOSString(),FreqExec,org.apache.pdfbox.pdfparser.BaseParser.parseCOSString(); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(); org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken()
org.apache.pdfbox.pdmodel.font.PDType1CFont.getBoundingBox(),FreqExec,"org.apache.pdfbox.pdmodel.font.PDType1CFont.getBoundingBox(); org.apache.pdfbox.text.PDFTextStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector)"
org.apache.pdfbox.text.PDFTextStripper.normalize(List<LineItem>),HotExec,org.apache.pdfbox.text.PDFTextStripper.normalize(List<LineItem>); org.apache.pdfbox.text.PDFTextStripper.writePage()
org.apache.pdfbox.text.PDFTextStripper.writePage(),HotExec,org.apache.pdfbox.text.PDFTextStripper.writePage(); org.apache.pdfbox.text.PDFTextStripper.processPage(PDPage)
org.apache.pdfbox.rendering.TTFGlyph2D.getGIDForCharacterCode(int),FreqExec,org.apache.pdfbox.rendering.TTFGlyph2D.getGIDForCharacterCode(int); org.apache.pdfbox.rendering.TTFGlyph2D.getPathForCharacterCode(int)
org.apache.pdfbox.pdfparser.BaseParser.checkForMissingCloseParen(int),HotCallee,org.apache.pdfbox.pdfparser.BaseParser.checkForMissingCloseParen(int); org.apache.pdfbox.pdfparser.InputStreamSource.read(byte[])
"org.apache.pdfbox.cos.COSDictionary.getInt(COSName, COSName, int)",FreqExec,"org.apache.pdfbox.cos.COSDictionary.getInt(COSName, COSName, int); org.apache.pdfbox.cos.COSDictionary.getInt(COSName, int); org.apache.pdfbox.cos.COSDictionary.getInt(COSName, COSName)"
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptString(COSString, long, int)",FreqExec,"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptString(COSString, long, int); org.apache.pdfbox.pdfwriter.COSWriter.visitFromString(COSString)"
"org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext.GouraudShadingContext(PDShading, ColorModel, AffineTransform, Matrix)",HotExec,"org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext.GouraudShadingContext(PDShading, ColorModel, AffineTransform, Matrix)"
org.apache.pdfbox.pdmodel.font.PDType1Font.getFontMatrix(),FreqExec,"org.apache.pdfbox.pdmodel.font.PDType1Font.getFontMatrix(); org.apache.pdfbox.rendering.PageDrawer.showFontGlyph(Matrix, PDFont, int, String, Vector)"
org.apache.pdfbox.cos.COSFloat.accept(ICOSVisitor),FreqExec,org.apache.pdfbox.cos.COSFloat.accept(ICOSVisitor); org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray); org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary); org.apache.pdfbox.cos.TestCOSFloat$AcceptTester.runTest(float)
org.apache.pdfbox.pdmodel.common.PDRectangle.getLowerLeftX(),FreqExec,"org.apache.pdfbox.pdmodel.common.PDRectangle.getLowerLeftX(); org.apache.pdfbox.pdmodel.common.PDRectangle.transform(Matrix); org.apache.pdfbox.pdmodel.common.PDRectangle.getWidth(); org.apache.pdfbox.pdmodel.common.PDRectangle.contains(float, float); org.apache.pdfbox.text.PDFTextStripper.processTextPosition(TextPosition); org.apache.pdfbox.text.PDFTextStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector)"
org.apache.pdfbox.filter.ASCII85InputStream.read(),FreqExec,"org.apache.pdfbox.filter.ASCII85InputStream.read(); org.apache.pdfbox.filter.ASCII85InputStream.read(byte[], int, int)"
org.apache.pdfbox.rendering.PageDrawer.fillPath(int),FreqExec,"org.apache.pdfbox.rendering.PageDrawer.fillPath(int); org.apache.pdfbox.contentstream.operator.graphics.FillEvenOddRule.process(Operator, List<COSBase>)"
"org.apache.pdfbox.tools.ExtractText.stopProcessing(String, long)",HotExec,"org.apache.pdfbox.tools.ExtractText.stopProcessing(String, long)"
"org.apache.pdfbox.rendering.PageDrawer.drawGlyph2D(Glyph2D, PDFont, int, Vector, AffineTransform)",HotCyclic,"org.apache.pdfbox.contentstream.PDFStreamEngine.processStreamOperators(PDContentStream); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.ShowText.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.showTextString(byte[]); org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[]); org.apache.pdfbox.contentstream.PDFStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector); org.apache.pdfbox.rendering.PageDrawer.showFontGlyph(Matrix, PDFont, int, String, Vector); org.apache.pdfbox.rendering.PageDrawer.drawGlyph2D(Glyph2D, PDFont, int, Vector, AffineTransform); org.apache.pdfbox.rendering.PageDrawer.getNonStrokingPaint(); org.apache.pdfbox.rendering.PageDrawer.getPaint(PDColor); org.apache.pdfbox.rendering.TilingPaint.TilingPaint(PageDrawer, PDTilingPattern, AffineTransform); org.apache.pdfbox.rendering.TilingPaint.getImage(PDColorSpace, PDColor, AffineTransform); org.apache.pdfbox.rendering.PageDrawer.drawTilingPattern(Graphics2D, PDTilingPattern, PDColorSpace, PDColor, Matrix); org.apache.pdfbox.contentstream.PDFStreamEngine.processTilingPattern(PDTilingPattern, PDColor, PDColorSpace, Matrix)"
"org.apache.pdfbox.rendering.PageDrawer.drawGlyph2D(Glyph2D, PDFont, int, Vector, AffineTransform)",FreqExec,"org.apache.pdfbox.rendering.PageDrawer.drawGlyph2D(Glyph2D, PDFont, int, Vector, AffineTransform); org.apache.pdfbox.rendering.PageDrawer.showFontGlyph(Matrix, PDFont, int, String, Vector)"
org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.decodeBlackCodeWord(),FreqExec,"org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.decodeBlackCodeWord(); org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.decodeT6(byte[], byte[], int, int, long, boolean)"
org.apache.pdfbox.pdfparser.COSParser.getObjectId(COSObject),FreqExec,"org.apache.pdfbox.pdfparser.COSParser.getObjectId(COSObject); org.apache.pdfbox.pdfparser.COSParser.addNewToList(Queue<COSBase>, COSBase, Set<Long>); org.apache.pdfbox.pdfparser.COSParser.parseDictObjects(COSDictionary, COSName...)"
org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument),HotCallee,org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument); org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase)
org.apache.pdfbox.io.ScratchFileBuffer.ensureAvailableBytesInPage(boolean),FreqExec,"org.apache.pdfbox.io.ScratchFileBuffer.ensureAvailableBytesInPage(boolean); org.apache.pdfbox.io.ScratchFileBuffer.write(int); org.apache.pdfbox.io.ScratchFileBuffer.read(byte[], int, int); org.apache.pdfbox.io.ScratchFileBuffer.write(byte[], int, int); org.apache.pdfbox.io.ScratchFileBuffer.read()"
org.apache.pdfbox.cos.COSNumber.get(String),FreqExec,org.apache.pdfbox.cos.COSNumber.get(String); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(); org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken()
org.apache.pdfbox.cos.COSOutputStream.write(int),FreqExec,"org.apache.pdfbox.cos.COSOutputStream.write(int); java.io.FilterOutputStream.write(byte[], int, int); java.io.FilterOutputStream.write(byte[])"
org.apache.pdfbox.pdfparser.InputStreamSource.read(),FreqExec,org.apache.pdfbox.pdfparser.InputStreamSource.read(); org.apache.pdfbox.pdfparser.BaseParser.skipSpaces(); org.apache.pdfbox.pdfparser.PDFStreamParser.readOperator(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSString(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSName(); org.apache.pdfbox.pdfparser.BaseParser.readExpectedChar(char); org.apache.pdfbox.pdfparser.BaseParser.parseCOSHexString(); org.apache.pdfbox.pdfparser.BaseParser.readString(); org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken(); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject()
org.apache.pdfbox.pdmodel.font.PDCIDFontType2.getBoundingBox(),FreqExec,org.apache.pdfbox.pdmodel.font.PDCIDFontType2.getBoundingBox(); org.apache.pdfbox.pdmodel.font.PDType0Font.getBoundingBox()
"org.apache.pdfbox.filter.LZWFilter.decode(InputStream, OutputStream, COSDictionary, int)",HotCallee,"org.apache.pdfbox.filter.LZWFilter.decode(InputStream, OutputStream, COSDictionary, int); org.apache.pdfbox.filter.LZWFilter.doLZWDecode(InputStream, OutputStream, int)"
"org.apache.pdfbox.contentstream.operator.text.BeginText.process(Operator, List<COSBase>)",FreqExec,"org.apache.pdfbox.contentstream.operator.text.BeginText.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>)"
"org.apache.pdfbox.rendering.PDFRenderer.renderImageWithDPI(int, float, ImageType)",HotCallee,"org.apache.pdfbox.rendering.PDFRenderer.renderImageWithDPI(int, float, ImageType); org.apache.pdfbox.rendering.PDFRenderer.renderImage(int, float, ImageType)"
"org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.getNextChangingElement(int, boolean, int[])",FreqExec,"org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.getNextChangingElement(int, boolean, int[]); org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder.decodeT6(byte[], byte[], int, int, long, boolean)"
"org.apache.pdfbox.rendering.PageDrawer.showFontGlyph(Matrix, PDFont, int, String, Vector)",HotCyclic,"org.apache.pdfbox.contentstream.PDFStreamEngine.processStreamOperators(PDContentStream); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.ShowText.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.showTextString(byte[]); org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[]); org.apache.pdfbox.contentstream.PDFStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector); org.apache.pdfbox.rendering.PageDrawer.showFontGlyph(Matrix, PDFont, int, String, Vector); org.apache.pdfbox.rendering.PageDrawer.drawGlyph2D(Glyph2D, PDFont, int, Vector, AffineTransform); org.apache.pdfbox.rendering.PageDrawer.getNonStrokingPaint(); org.apache.pdfbox.rendering.PageDrawer.getPaint(PDColor); org.apache.pdfbox.rendering.TilingPaint.TilingPaint(PageDrawer, PDTilingPattern, AffineTransform); org.apache.pdfbox.rendering.TilingPaint.getImage(PDColorSpace, PDColor, AffineTransform); org.apache.pdfbox.rendering.PageDrawer.drawTilingPattern(Graphics2D, PDTilingPattern, PDColorSpace, PDColor, Matrix); org.apache.pdfbox.contentstream.PDFStreamEngine.processTilingPattern(PDTilingPattern, PDColor, PDColorSpace, Matrix)"
"org.apache.pdfbox.rendering.PageDrawer.showFontGlyph(Matrix, PDFont, int, String, Vector)",FreqExec,"org.apache.pdfbox.rendering.PageDrawer.showFontGlyph(Matrix, PDFont, int, String, Vector); org.apache.pdfbox.contentstream.PDFStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector)"
org.apache.pdfbox.pdfparser.BaseParser.readString(),HotExec,"org.apache.pdfbox.pdfparser.BaseParser.readString(); org.apache.pdfbox.pdfparser.COSParser.parseCOSStream(COSDictionary); org.apache.pdfbox.pdfparser.COSParser.parseFileObject(Long, COSObjectKey, COSObject); org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken(); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray()"
org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(),HotCyclic,org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray()
org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(),FreqExec,org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(); org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken()
"org.apache.pdfbox.filter.FlateFilter.decode(InputStream, OutputStream, COSDictionary, int)",FreqExec,"org.apache.pdfbox.filter.FlateFilter.decode(InputStream, OutputStream, COSDictionary, int); org.apache.pdfbox.filter.TestFilters.checkEncodeDecode(Filter, byte[]); org.apache.pdfbox.cos.COSInputStream.create(List<Filter>, COSDictionary, InputStream, ScratchFile)"
org.apache.pdfbox.rendering.PageDrawer.showAnnotation(PDAnnotation),HotCallee,org.apache.pdfbox.rendering.PageDrawer.showAnnotation(PDAnnotation); org.apache.pdfbox.contentstream.PDFStreamEngine.showAnnotation(PDAnnotation)
org.apache.pdfbox.cos.COSInteger.equals(Object),FreqExec,"org.apache.pdfbox.cos.COSInteger.equals(Object); java.util.HashSet.contains(Object); java.util.HashMap.get(Object); java.util.HashMap.put(Object, Object); junit.framework.TestCase.assertEquals(Object, Object); org.apache.pdfbox.cos.TestCOSInteger.testEquals(); org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject.isValueChanged(COSBase, COSBase)"
org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(String),HotCallee,org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(String); org.apache.pdfbox.pdmodel.font.PDSimpleFont.PDSimpleFont(String)
org.apache.pdfbox.tools.ExtractText.startExtraction(String[]),HotExec,org.apache.pdfbox.tools.ExtractText.startExtraction(String[])
org.apache.pdfbox.pdmodel.interactive.form.PDTerminalField.applyChange(),HotCallee,org.apache.pdfbox.pdmodel.interactive.form.PDTerminalField.applyChange(); org.apache.pdfbox.pdmodel.interactive.form.PDTextField.constructAppearances()
"org.apache.pdfbox.pdfparser.COSParser.checkObjectKeys(COSObjectKey, long)",FreqExec,"org.apache.pdfbox.pdfparser.COSParser.checkObjectKeys(COSObjectKey, long); org.apache.pdfbox.pdfparser.COSParser.checkXrefOffsets()"
"org.apache.pdfbox.text.PDFTextStripper.writeText(PDDocument, Writer)",HotCallee,"org.apache.pdfbox.text.PDFTextStripper.writeText(PDDocument, Writer)"
"org.apache.pdfbox.pdfparser.COSParser.parseObjectDynamically(COSObject, boolean)",HotCallee,"org.apache.pdfbox.pdfparser.COSParser.parseObjectDynamically(COSObject, boolean); org.apache.pdfbox.pdfparser.COSParser.parseObjectDynamically(long, int, boolean)"
org.apache.pdfbox.pdfwriter.COSWriter.visitFromName(COSName),FreqExec,org.apache.pdfbox.pdfwriter.COSWriter.visitFromName(COSName); org.apache.pdfbox.cos.COSName.accept(ICOSVisitor)
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK.toRGBImage(WritableRaster),HotCallee,"org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK.toRGBImage(WritableRaster); org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace.toRGBImageAWT(WritableRaster, ColorSpace); org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK.init()"
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.codeToGID(int),FreqExec,org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.codeToGID(int); org.apache.pdfbox.rendering.TTFGlyph2D.getGIDForCharacterCode(int); org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getWidthFromFont(int)
"org.apache.pdfbox.io.ScratchFileBuffer.write(byte[], int, int)",FreqExec,"org.apache.pdfbox.io.ScratchFileBuffer.write(byte[], int, int); org.apache.pdfbox.io.RandomAccessOutputStream.write(byte[], int, int); org.apache.pdfbox.io.ScratchFile.createBuffer(InputStream); org.apache.pdfbox.io.ScratchFileBuffer.write(byte[])"
"org.apache.pdfbox.io.ScratchFileBuffer.read(byte[], int, int)",FreqExec,"org.apache.pdfbox.io.ScratchFileBuffer.read(byte[], int, int); org.apache.pdfbox.io.RandomAccessInputStream.read(byte[], int, int); org.apache.pdfbox.pdfparser.COSParser.readValidStream(OutputStream, COSNumber); org.apache.pdfbox.pdfparser.COSParser.isString(byte[]); org.apache.pdfbox.io.ScratchFileBuffer.read(byte[]); org.apache.pdfbox.io.ScratchFileBuffer.readFully(int)"
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument),HotCallee,org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument); org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument)
"org.apache.pdfbox.filter.FlateFilter.decompress(InputStream, OutputStream)",FreqExec,"org.apache.pdfbox.filter.FlateFilter.decompress(InputStream, OutputStream); org.apache.pdfbox.filter.FlateFilter.decode(InputStream, OutputStream, COSDictionary, int)"
org.apache.pdfbox.pdfparser.RandomAccessSource.unread(byte[]),FreqExec,org.apache.pdfbox.pdfparser.RandomAccessSource.unread(byte[]); org.apache.pdfbox.pdfparser.BaseParser.checkForMissingCloseParen(int)
"org.apache.pdfbox.rendering.PDFRenderer.renderPage(PDPage, Graphics2D, int, int, float, float)",HotCallee,"org.apache.pdfbox.rendering.PDFRenderer.renderPage(PDPage, Graphics2D, int, int, float, float); org.apache.pdfbox.rendering.PageDrawer.drawPage(Graphics, PDRectangle)"
org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validate(PreflightContext),HotCallee,"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validate(PreflightContext); org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateResources(PreflightContext, PDPage)"
org.apache.pdfbox.filter.ASCII85OutputStream.transformASCII85(),FreqExec,org.apache.pdfbox.filter.ASCII85OutputStream.transformASCII85(); org.apache.pdfbox.filter.ASCII85OutputStream.write(int); org.apache.pdfbox.filter.ASCII85OutputStream.flush()
org.apache.pdfbox.pdfparser.PDFStreamParser.readOperator(),FreqExec,org.apache.pdfbox.pdfparser.PDFStreamParser.readOperator(); org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken()
"org.apache.pdfbox.pdmodel.graphics.image.ValidateXImage.validate(PDImageXObject, int, int, int, String, String)",HotCallee,"org.apache.pdfbox.pdmodel.graphics.image.ValidateXImage.validate(PDImageXObject, int, int, int, String, String); org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.getImage(); org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.getOpaqueImage()"
org.apache.pdfbox.pdmodel.interactive.form.PDTextField.constructAppearances(),HotCallee,org.apache.pdfbox.pdmodel.interactive.form.PDTextField.constructAppearances()
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.PDTrueTypeFont(COSDictionary),HotCallee,org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.PDTrueTypeFont(COSDictionary); org.apache.pdfbox.pdmodel.common.PDStream.createInputStream()
"org.apache.pdfbox.contentstream.PDFStreamEngine.applyTextAdjustment(float, float)",FreqExec,"org.apache.pdfbox.contentstream.PDFStreamEngine.applyTextAdjustment(float, float); org.apache.pdfbox.contentstream.PDFStreamEngine.showTextStrings(COSArray)"
org.apache.pdfbox.rendering.PDFRenderer.renderImage(int),HotCallee,"org.apache.pdfbox.rendering.PDFRenderer.renderImage(int); org.apache.pdfbox.rendering.PDFRenderer.renderImage(int, float)"
"org.apache.pdfbox.preflight.utils.ContextHelper.validateElement(PreflightContext, Object, String)",HotCallee,"org.apache.pdfbox.preflight.utils.ContextHelper.validateElement(PreflightContext, Object, String); org.apache.pdfbox.preflight.utils.ContextHelper.callValidation(PreflightContext, Object, String)"
org.apache.pdfbox.filter.ccitt.CCITTFaxG31DDecodeInputStream.read(),FreqExec,"org.apache.pdfbox.filter.ccitt.CCITTFaxG31DDecodeInputStream.read(); java.io.FilterInputStream.read(byte[], int, int); java.io.InputStream.read(byte[])"
"org.apache.pdfbox.contentstream.operator.text.ShowTextAdjusted.process(Operator, List<COSBase>)",FreqExec,"org.apache.pdfbox.contentstream.operator.text.ShowTextAdjusted.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>)"
"org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.createDERForRecipient(byte[], X509Certificate)",HotCallee,"org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.createDERForRecipient(byte[], X509Certificate)"
org.apache.pdfbox.io.ScratchFileBuffer.read(byte[]),FreqExec,org.apache.pdfbox.io.ScratchFileBuffer.read(byte[]); org.apache.pdfbox.pdfparser.RandomAccessSource.read(byte[])
org.apache.pdfbox.pdmodel.font.PDCIDFont.getPositionVector(int),FreqExec,org.apache.pdfbox.pdmodel.font.PDCIDFont.getPositionVector(int); org.apache.pdfbox.pdmodel.font.PDType0Font.getPositionVector(int)
org.apache.pdfbox.pdfparser.COSParser.isString(byte[]),FreqExec,"org.apache.pdfbox.pdfparser.COSParser.isString(byte[]); org.apache.pdfbox.pdfparser.COSParser.validateStreamLength(long); org.apache.pdfbox.pdfparser.COSParser.checkObjectKeys(COSObjectKey, long)"
org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionary(),HotCallee,org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionary(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionaryNameValuePair(COSDictionary); org.apache.pdfbox.pdfparser.BaseParser.skipSpaces(); org.apache.pdfbox.pdfparser.RandomAccessSource.peek(); org.apache.pdfbox.pdfparser.InputStreamSource.peek()
"org.apache.pdfbox.util.QuickSort.swap(List<T>, int, int)",FreqExec,"org.apache.pdfbox.util.QuickSort.swap(List<T>, int, int); org.apache.pdfbox.util.QuickSort.partition(List<T>, Comparator<T>, int, int, int)"
org.apache.pdfbox.contentstream.PDFStreamEngine.showAnnotation(PDAnnotation),HotCallee,"org.apache.pdfbox.contentstream.PDFStreamEngine.showAnnotation(PDAnnotation); org.apache.pdfbox.contentstream.PDFStreamEngine.processAnnotation(PDAnnotation, PDAppearanceStream)"
org.apache.pdfbox.pdfwriter.COSWriter.visitFromFloat(COSFloat),FreqExec,org.apache.pdfbox.pdfwriter.COSWriter.visitFromFloat(COSFloat); org.apache.pdfbox.cos.COSFloat.accept(ICOSVisitor)
