method,Layer,Size,Depth,Width,LOC,Cyclomatic,FanIn,FanOut,Loop,Time,OwnTime,Count,N_Layer,N_Size,N_Depth,N_Width,N_LOC,N_Cyclomatic,N_FanIn,N_FanOut,N_Loop,N_Time,N_OwnTime,N_Count,score
"org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ModuleDescriptor, ResolveOptions, ResolveReport)",15,820,21,198,82,16,14,44,5,214669,10,631,0.2857142857142857,0.4455930359085963,0.5675675675675675,0.24596273291925466,0.5405405405405406,0.5769230769230769,0.047619047619047616,0.5714285714285714,0.45454545454545453,0.6938549255622426,0.002857142857142857,0.0006533419477679039,0.2639938492012171
org.apache.ivy.ant.IvyResolve.doExecute(),20,742,14,107,116,25,18,42,1,96645,4,298,0.04761904761904767,0.40315560391730143,0.3783783783783784,0.13291925465838508,0.7702702702702703,0.9230769230769231,0.061224489795918366,0.5454545454545454,0.09090909090909091,0.31237677205820563,0.001142857142857143,0.0003080040610905833,0.25167373478795363
"org.apache.ivy.core.publish.PublishEngine.publish(ModuleDescriptor, Collection, DependencyResolver, PublishOptions)",12,290,21,76,89,18,9,46,7,1910,1,58,0.4285714285714286,0.1572361262241567,0.5675675675675675,0.09440993788819876,0.5878378378378378,0.6538461538461539,0.030612244897959183,0.5974025974025974,0.6363636363636364,0.006173517870879742,0.00028571428571428574,5.9111890512334165e-05,0.2509451425481333
"org.apache.ivy.core.retrieve.RetrieveEngine.retrieve(ModuleRevisionId, String, RetrieveOptions)",13,251,13,46,119,23,9,45,2,1804,0,62,0.38095238095238093,0.13601741022850924,0.35135135135135137,0.05714285714285714,0.7905405405405406,0.8461538461538461,0.030612244897959183,0.5844155844155844,0.18181818181818182,0.0058309037900874635,1e-13,6.326009335530499e-05,0.2435813246360447
"org.apache.ivy.core.IvyPatternHelper.substituteTokens(String, Map)",0,194,12,41,88,20,13,13,1,24669,3500,88910,1.0,0.10500544069640914,0.32432432432432434,0.05093167701863354,0.581081081081081,0.7307692307692307,0.04421768707482993,0.16883116883116883,0.09090909090909091,0.07973534678362951,1.0,0.09220314164142313,0.23386313240226947
org.apache.ivy.ant.IvyPublish.doExecute(),20,353,15,64,109,17,23,70,0,4934,0,44,0.04761904761904767,0.191512513601741,0.40540540540540543,0.07950310559006211,0.722972972972973,0.6153846153846154,0.0782312925170068,0.9090909090909091,1e-13,0.015947715798387774,1e-13,4.45931805619363e-05,0.23305044035273106
"org.apache.ivy.core.deliver.DeliverEngine.deliver(ModuleRevisionId, String, String, DeliverOptions)",13,252,17,52,98,13,12,68,2,4255,1,74,0.38095238095238093,0.1365614798694233,0.4594594594594595,0.06459627329192547,0.6486486486486487,0.46153846153846156,0.04081632653061224,0.8831168831168831,0.18181818181818182,0.013753046356331573,0.00028571428571428574,7.570470188421743e-05,0.2222064000791029
"org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, VisitNode, String, Collection)",15,362,15,48,110,20,7,38,2,4883,106,11665,0.2857142857142857,0.19640914036996734,0.40540540540540543,0.05962732919254658,0.7297297297297297,0.7307692307692307,0.023809523809523808,0.4935064935064935,0.18181818181818182,0.015782873174610357,0.030285714285714287,0.012096159490102907,0.2182587783970084
"org.apache.ivy.core.install.InstallEngine.install(ModuleRevisionId, String, String, InstallOptions)",17,645,13,104,97,11,11,59,3,11665,0,38,0.19047619047619047,0.35038084874863984,0.35135135135135137,0.12919254658385093,0.6418918918918919,0.38461538461538464,0.03741496598639456,0.7662337662337663,0.2727272727272727,0.03770370992869748,1e-13,3.837087629748007e-05,0.2118945696748332
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.printInfoTag(ModuleDescriptor, PrintWriter)",4,106,9,66,90,18,5,41,3,647,29,624,0.8095238095238095,0.057127312295973884,0.24324324324324326,0.08198757763975155,0.5945945945945946,0.6538461538461539,0.017006802721088437,0.5324675324675324,0.2727272727272727,0.002091238776156646,0.008285714285714285,0.000646082592792705,0.207611658850271
"org.apache.ivy.core.check.CheckEngine.check(URL, String)",4,38,7,22,74,16,9,29,6,437,0,3,0.8095238095238095,0.02013057671381937,0.1891891891891892,0.02732919254658385,0.4864864864864865,0.5769230769230769,0.030612244897959183,0.37662337662337664,0.5454545454545454,0.0014124750311908102,1e-13,2.0741014214854093e-06,0.20167163398777796
org.apache.ivy.ant.IvyPostResolveTask.prepareAndCheck(),8,742,22,138,93,17,13,40,1,51064,0,120,0.6190476190476191,0.40315560391730143,0.5945945945945946,0.17142857142857143,0.6148648648648649,0.6153846153846154,0.04421768707482993,0.5194805194805194,0.09090909090909091,0.16504948510921633,1e-13,0.00012340903457838185,0.20079261644029406
"org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(VisitNode, String, boolean)",15,522,21,109,54,14,7,34,3,213251,68,4121,0.2857142857142857,0.2834602829162133,0.5675675675675675,0.13540372670807455,0.35135135135135137,0.5,0.023809523809523808,0.44155844155844154,0.2727272727272727,0.6892716541795686,0.019428571428571427,0.004272648928259943,0.19673655447406646
org.apache.ivy.core.resolve.IvyNode.getArtifacts(String),4,264,27,67,63,14,9,35,6,2299,67,3627,0.8095238095238095,0.14309031556039173,0.7297297297297297,0.08322981366459627,0.41216216216216217,0.5,0.030612244897959183,0.45454545454545453,0.5454545454545454,0.007430846903221219,0.019142857142857142,0.003760345877153047,0.1965089823644609
"org.apache.ivy.core.publish.PublishEngine.publish(ModuleRevisionId, Collection, String, PublishOptions)",13,285,14,45,89,15,12,60,0,2744,0,51,0.38095238095238093,0.15451577801958652,0.3783783783783784,0.055900621118012424,0.5878378378378378,0.5384615384615384,0.04081632653061224,0.7792207792207793,1e-13,0.008869179600886918,1e-13,5.185253553713523e-05,0.1949941126036284
"org.apache.ivy.plugins.report.XmlReportWriter.ouputRevision(ConfigurationResolveReport, PrintWriter, List, IvyNode)",15,310,28,56,81,15,7,48,2,2830,73,1462,0.2857142857142857,0.16811751904243744,0.7567567567567568,0.06956521739130435,0.5337837837837838,0.5384615384615384,0.023809523809523808,0.6233766233766234,0.18181818181818182,0.009147149515491974,0.02085714285714286,0.0015151310883950915,0.19180620300215417
org.apache.ivy.ant.IvyDeliver.doExecute(),20,277,15,67,93,19,18,40,0,4005,0,65,0.04761904761904767,0.1501632208922742,0.40540540540540543,0.08322981366459627,0.6148648648648649,0.6923076923076923,0.061224489795918366,0.5194805194805194,1e-13,0.012944994278991293,1e-13,6.63712454875331e-05,0.1891598911796338
"org.apache.ivy.core.search.SearchEngine.findModuleRevisionIds(DependencyResolver, ModuleRevisionId, PatternMatcher)",20,199,15,43,77,15,4,36,3,1,0,2,0.04761904761904767,0.10772578890097932,0.40540540540540543,0.05341614906832298,0.5067567567567568,0.5384615384615384,0.013605442176870748,0.4675324675324675,0.2727272727272727,3.2322083093611216e-06,1e-13,1.0370507107427047e-06,0.1799084570169684
org.apache.ivy.ant.IvyBuildNumber.doExecute(),20,260,15,43,84,16,8,33,2,419,0,29,0.04761904761904767,0.14091403699673558,0.40540540540540543,0.05341614906832298,0.5540540540540541,0.5769230769230769,0.027210884353741496,0.42857142857142855,0.18181818181818182,0.00135429528162231,1e-13,2.903741990079573e-05,0.1768950753571233
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findResource(ResolvedResource[], ResourceMDParser, ModuleRevisionId, Date)",14,256,20,54,81,14,6,45,1,6150,8,309,0.33333333333333337,0.13873775843307942,0.5405405405405406,0.0670807453416149,0.5337837837837838,0.5,0.02040816326530612,0.5844155844155844,0.09090909090909091,0.0198780811025709,0.002285714285714286,0.00031941161890875305,0.1739631183719916
"org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(VisitNode, String)",15,461,12,93,46,13,4,24,4,212431,30,3967,0.2857142857142857,0.250272034820457,0.32432432432432434,0.115527950310559,0.2972972972972973,0.46153846153846156,0.013605442176870748,0.3116883116883117,0.36363636363636365,0.6866212433658925,0.008571428571428572,0.004112943118805566,0.17321031300833892
"org.apache.ivy.plugins.resolver.ChainResolver.getDependency(DependencyDescriptor, ResolveData)",20,226,11,43,61,13,16,35,2,143935,7,1006,0.04761904761904767,0.12241566920565833,0.2972972972972973,0.05341614906832298,0.39864864864864863,0.46153846153846156,0.05442176870748299,0.45454545454545453,0.18181818181818182,0.4652279030078931,0.002,0.0010422359642964182,0.16525770214026653
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.readResponse(boolean, long)",5,41,10,15,102,10,5,18,4,200,0,5,0.7619047619047619,0.02176278563656148,0.2702702702702703,0.018633540372670808,0.6756756756756757,0.34615384615384615,0.017006802721088437,0.23376623376623376,0.36363636363636365,0.0006464416618722243,1e-13,4.148202842970819e-06,0.16365296736427598
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.transformInstance(ModuleDescriptor, Namespace)",6,116,8,34,50,7,10,52,4,1253,2,1173,0.7142857142857143,0.06256800870511425,0.21621621621621623,0.0422360248447205,0.32432432432432434,0.23076923076923078,0.034013605442176874,0.6753246753246753,0.36363636363636365,0.004049957011629485,0.0005714285714285715,0.00121542343299045,0.16305860674906653
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.doFindModuleInCache(ModuleRevisionId, CacheMetadataOptions, String)",13,383,18,87,88,13,8,33,0,36104,52,3785,0.38095238095238093,0.20783460282916214,0.4864864864864865,0.10807453416149068,0.581081081081081,0.46153846153846156,0.027210884353741496,0.42857142857142855,1e-13,0.11669564880117393,0.014857142857142857,0.003924199889450394,0.15652003670423814
"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String)",20,80,13,26,69,14,13,29,2,11069,0,22,0.04761904761904767,0.04298150163220892,0.35135135135135137,0.03229813664596273,0.4527027027027027,0.5,0.04421768707482993,0.37662337662337664,0.18181818181818182,0.03577731377631826,1e-13,2.1778064925596797e-05,0.15624359984854339
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addDependency(Resource, PomDependencyData)",20,378,24,98,57,14,8,37,2,129,5,138,0.04761904761904767,0.20511425462459196,0.6486486486486487,0.12173913043478261,0.3716216216216216,0.5,0.027210884353741496,0.4805194805194805,0.18181818181818182,0.0004169548719075847,0.0014285714285714286,0.00014207594737175054,0.15620174840468043
"org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes)",20,175,6,50,52,19,8,28,1,57488,179,42122,0.04761904761904767,0.09466811751904244,0.16216216216216217,0.062111801242236024,0.33783783783783783,0.6923076923076923,0.027210884353741496,0.36363636363636365,0.09090909090909091,0.18581319128855217,0.05114285714285714,0.04368161298719346,0.15547647264951964
"org.apache.ivy.util.url.ApacheURLLister.retrieveListing(URL, boolean, boolean)",4,19,5,9,62,18,10,27,1,3748,0,48,0.8095238095238095,0.009793253536452665,0.13513513513513514,0.011180124223602485,0.40540540540540543,0.6538461538461539,0.034013605442176874,0.35064935064935066,0.09090909090909091,0.012114316743485485,1e-13,4.874138340490712e-05,0.15397173737800454
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.get(String, File)",20,197,11,44,73,15,6,28,1,36,0,3,0.04761904761904767,0.10663764961915125,0.2972972972972973,0.0546583850931677,0.4797297297297297,0.5384615384615384,0.02040816326530612,0.36363636363636365,0.09090909090909091,0.00011635949913700038,1e-13,2.0741014214854093e-06,0.14931698662332024
"org.apache.ivy.util.Configurator.setAttribute(String, String)",1,75,8,22,62,17,20,29,0,483,58,20765,0.9523809523809523,0.04026115342763874,0.21621621621621623,0.02732919254658385,0.40540540540540543,0.6153846153846154,0.06802721088435375,0.37662337662337664,1e-13,0.0015611566134214217,0.01657142857142857,0.021533320957861517,0.14858716491010932
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.printDependency(ModuleDescriptor, DependencyDescriptor, PrintWriter)",2,66,8,31,69,15,6,22,2,176,5,218,0.9047619047619048,0.03536452665941241,0.21621621621621623,0.03850931677018633,0.4527027027027027,0.5384615384615384,0.02040816326530612,0.2857142857142857,0.18181818181818182,0.0005688686624475575,0.0014285714285714286,0.0002250400042311669,0.1480211344756876
"org.apache.ivy.ant.IvyInfo.setProperties(ModuleDescriptor, ModuleRevisionId)",20,240,18,61,51,9,6,35,4,12,0,14,0.04761904761904767,0.13003264417845484,0.4864864864864865,0.07577639751552795,0.3310810810810811,0.3076923076923077,0.02040816326530612,0.45454545454545453,0.36363636363636365,3.878649971233346e-05,1e-13,1.348165923965516e-05,0.14773794843758187
"org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry.build(Resource, Map)",20,277,21,54,61,13,18,35,1,0,0,1,0.04761904761904767,0.1501632208922742,0.5675675675675675,0.0670807453416149,0.39864864864864863,0.46153846153846156,0.061224489795918366,0.45454545454545453,0.09090909090909091,1e-13,1e-13,1e-13,0.14668661454376777
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions)",20,382,24,70,79,10,10,34,0,69504,73,1828,0.04761904761904767,0.20729053318824808,0.6486486486486487,0.08695652173913043,0.5202702702702703,0.34615384615384615,0.034013605442176874,0.44155844155844154,1e-13,0.2246514063338354,0.02085714285714286,0.0018946916485269214,0.14441030632352506
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter.printDependencies(ModuleDescriptor, PrintWriter, PomWriterOptions, int, boolean)",20,203,15,70,70,13,8,22,2,13,0,16,0.04761904761904767,0.10990206746463548,0.40540540540540543,0.08695652173913043,0.4594594594594595,0.46153846153846156,0.027210884353741496,0.2857142857142857,0.18181818181818182,4.201870802169458e-05,1e-13,1.555576066114057e-05,0.14157568631636833
"org.apache.ivy.Ivy.resolve(URL, ResolveOptions)",19,650,19,108,9,1,245,4,0,304884,0,578,0.09523809523809523,0.35310119695321,0.5135135135135135,0.1341614906832298,0.0472972972972973,1e-13,0.8333333333333334,0.05194805194805195,1e-13,0.9854485981912562,1e-13,0.0005983782600985406,0.1382879342204301
org.apache.ivy.core.settings.IvySettings.IvySettings(IvyVariableContainer),4,174,12,57,65,7,9,41,1,22210,207,2818,0.8095238095238095,0.0941240478781284,0.32432432432432434,0.07080745341614907,0.42567567567567566,0.23076923076923078,0.030612244897959183,0.5324675324675324,0.09090909090909091,0.07178734655091051,0.05914285714285714,0.0029213718521621987,0.13828686499073137
org.apache.ivy.ant.IvyReport.doExecute(),20,80,8,17,66,16,11,25,0,11177,0,14,0.04761904761904767,0.04298150163220892,0.21621621621621623,0.02111801242236025,0.43243243243243246,0.5769230769230769,0.03741496598639456,0.3246753246753247,1e-13,0.036126392273729255,1e-13,1.348165923965516e-05,0.1376383933988665
org.apache.ivy.util.Configurator.startCreateChild(String),1,75,9,25,74,14,13,23,0,8708,64,17411,0.9523809523809523,0.04026115342763874,0.24324324324324326,0.031055900621118012,0.4864864864864865,0.5,0.04421768707482993,0.2987012987012987,1e-13,0.028146069957916648,0.018285714285714287,0.01805505287403049,0.13634475697649262
org.apache.ivy.ant.IvyRepositoryReport.doExecute(),20,733,14,99,57,11,15,35,1,2075,0,8,0.04761904761904767,0.3982589771490751,0.3783783783783784,0.12298136645962733,0.3716216216216216,0.38461538461538464,0.05102040816326531,0.45454545454545453,0.09090909090909091,0.006706832241924327,1e-13,7.259354975198933e-06,0.13553618936670142
"org.apache.ivy.core.resolve.ResolveEngine.downloadArtifacts(ResolveReport, Filter, DownloadOptions)",16,678,25,121,46,9,9,29,3,30801,30,616,0.23809523809523814,0.36833514689880303,0.6756756756756757,0.15031055900621118,0.2972972972972973,0.3076923076923077,0.030612244897959183,0.37662337662337664,0.2727272727272727,0.09955524813663191,0.008571428571428572,0.0006377861871067633,0.13498675093553653
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter.write(ModuleDescriptor, File, PomWriterOptions)",20,241,17,65,70,10,14,31,1,103,0,21,0.04761904761904767,0.1305767138193689,0.4594594594594595,0.08074534161490683,0.4594594594594595,0.34615384615384615,0.047619047619047616,0.4025974025974026,0.09090909090909091,0.0003329174558641955,1e-13,2.0741014214854093e-05,0.13468447085904778
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.resolveTokenValues(String[], String, Map, boolean)",20,17,5,12,55,11,5,29,2,1175,14,780,0.04761904761904767,0.008705114254624592,0.13513513513513514,0.014906832298136646,0.3581081081081081,0.38461538461538464,0.017006802721088437,0.37662337662337664,0.18181818181818182,0.003797844763499318,0.004,0.0008078625036685669,0.13189118232605873
"org.apache.ivy.plugins.resolver.util.ResolverHelper.listTokenValues(Repository, String, String)",5,197,19,51,61,10,8,33,1,3710,25,1119,0.7619047619047619,0.10663764961915125,0.5135135135135135,0.06335403726708075,0.39864864864864863,0.34615384615384615,0.027210884353741496,0.42857142857142855,0.09090909090909091,0.011991492827729761,0.007142857142857143,0.0011594226946103436,0.13037159074630136
"org.apache.ivy.plugins.resolver.util.ResolverHelper.listTokenValues(URLLister, String, String)",14,183,20,51,61,10,6,34,1,1,0,9,0.33333333333333337,0.09902067464635474,0.5405405405405406,0.06335403726708075,0.39864864864864863,0.34615384615384615,0.02040816326530612,0.44155844155844154,0.09090909090909091,3.2322083093611216e-06,1e-13,8.296405685941637e-06,0.1297683168247855
"org.apache.ivy.util.ConfigurationUtils.replaceWildcards(String[], ModuleDescriptor)",1,322,14,92,34,12,10,19,4,104,12,1406,0.9523809523809523,0.17464635473340587,0.3783783783783784,0.11428571428571428,0.21621621621621623,0.4230769230769231,0.034013605442176874,0.24675324675324675,0.36363636363636365,0.00033614966417355664,0.0034285714285714284,0.0014570562485935,0.12872203833963117
"org.apache.ivy.util.cli.CommandLineParser.printHelp(PrintWriter, int, String, boolean)",20,7,3,5,43,9,9,23,4,5,0,6,0.04761904761904767,0.003264417845484222,0.08108108108108109,0.006211180124223602,0.27702702702702703,0.3076923076923077,0.030612244897959183,0.2987012987012987,0.36363636363636365,1.6161041546805608e-05,1e-13,5.185253553713523e-06,0.12776704709298942
"org.apache.ivy.plugins.resolver.BasicResolver.checkDescriptorConsistency(ModuleRevisionId, ModuleDescriptor, ResolvedResource)",14,456,22,116,64,10,4,31,1,228,20,1411,0.33333333333333337,0.24755168661588683,0.5945945945945946,0.14409937888198757,0.4189189189189189,0.34615384615384615,0.013605442176870748,0.4025974025974026,0.09090909090909091,0.0007369434945343358,0.005714285714285714,0.0014622415021472135,0.12765357214708306
"org.apache.ivy.core.resolve.ResolveEngine.handleTransiviteEviction(ModuleDescriptor, String[], ResolveData, List)",15,522,32,117,49,12,7,18,3,221,13,617,0.2857142857142857,0.2834602829162133,0.8648648648648649,0.1453416149068323,0.31756756756756754,0.4230769230769231,0.023809523809523808,0.23376623376623376,0.2727272727272727,0.000714318036368808,0.0037142857142857142,0.0006388232378175061,0.12742822701765855
"org.apache.ivy.core.search.SearchEngine.listModules(ModuleRevisionId, PatternMatcher)",13,273,22,71,38,7,12,29,4,737,2,42,0.38095238095238093,0.14798694232861806,0.5945945945945946,0.08819875776397515,0.24324324324324326,0.23076923076923078,0.04081632653061224,0.37662337662337664,0.36363636363636365,0.002382137523999147,0.0005714285714285715,4.251907914045089e-05,0.12566012300965865
"org.apache.ivy.plugins.report.XmlReportWriter.output(ConfigurationResolveReport, String[], OutputStream)",15,313,22,46,46,6,8,34,3,5735,92,905,0.2857142857142857,0.16974972796517954,0.5945945945945946,0.05714285714285714,0.2972972972972973,0.19230769230769232,0.027210884353741496,0.44155844155844154,0.2727272727272727,0.018536714654186034,0.026285714285714287,0.000937493842511405,0.12522121938953001
"org.apache.ivy.ant.IvyArtifactReport.generateXml(IvyNode[], Map, Map)",20,664,34,124,49,9,9,23,3,274,0,2,0.04761904761904767,0.3607181719260065,0.918918918918919,0.15403726708074533,0.31756756756756754,0.3076923076923077,0.030612244897959183,0.2987012987012987,0.2727272727272727,0.0008856250767649474,1e-13,1.0370507107427047e-06,0.12278479444041243
"org.apache.ivy.core.settings.XmlSettingsParser.settingsStarted(String, Map)",20,175,11,53,62,13,8,24,0,59,17,1500,0.04761904761904767,0.09466811751904244,0.2972972972972973,0.06583850931677018,0.40540540540540543,0.46153846153846156,0.027210884353741496,0.3116883116883117,1e-13,0.00019070029025230619,0.004857142857142857,0.0015545390154033142,0.12072334778249223
org.apache.ivy.ant.IvyArtifactReport.doExecute(),20,664,13,115,51,7,5,41,1,628,0,4,0.04761904761904767,0.3607181719260065,0.35135135135135137,0.14285714285714285,0.3310810810810811,0.23076923076923078,0.017006802721088437,0.5324675324675324,0.09090909090909091,0.0020298268182787843,1e-13,3.111152132228114e-06,0.12029982460528618
"org.apache.ivy.core.settings.XmlSettingsParser.inConfiguratorStarted(String, Map)",20,175,12,59,53,14,6,17,1,11548,81,20420,0.04761904761904767,0.09466811751904244,0.32432432432432434,0.07329192546583851,0.34459459459459457,0.5,0.02040816326530612,0.22077922077922077,0.09090909090909091,0.03732554155650223,0.023142857142857142,0.021175538462655286,0.11950576697490287
"org.apache.ivy.util.FileUtil.symlink(File, File, CopyProgressListener, boolean)",12,246,16,47,49,11,6,29,1,132,0,4,0.4285714285714286,0.13329706202393907,0.43243243243243246,0.058385093167701865,0.31756756756756754,0.38461538461538464,0.02040816326530612,0.37662337662337664,0.09090909090909091,0.00042665149683566804,1e-13,3.111152132228114e-06,0.11903120851186245
"org.apache.ivy.plugins.resolver.RepositoryResolver.findResourceUsingPattern(ModuleRevisionId, String, Artifact, ResourceMDParser, Date)",15,291,23,49,53,9,11,32,0,35755,61,4123,0.2857142857142857,0.15778019586507072,0.6216216216216216,0.06086956521739131,0.34459459459459457,0.3076923076923077,0.03741496598639456,0.4155844155844156,1e-13,0.1155676081012069,0.01742857142857143,0.0042747230296814286,0.11696883959298149
org.apache.ivy.Ivy.bind(),5,89,8,32,63,11,14,23,0,11676,27,1827,0.7619047619047619,0.04787812840043525,0.21621621621621623,0.03975155279503106,0.41216216216216217,0.38461538461538464,0.047619047619047616,0.2987012987012987,1e-13,0.03773926422010046,0.007714285714285714,0.0018936545978161785,0.11641230241175704
"org.apache.ivy.core.IvyPatternHelper.substituteVariables(String, IvyVariableContainer, Stack)",1,6,3,4,39,7,7,20,1,23089,444,389399,0.9523809523809523,0.002720348204570185,0.08108108108108109,0.004968944099378882,0.25,0.23076923076923078,0.023809523809523808,0.2597402597402597,0.09090909090909091,0.07462845765483894,0.12685714285714286,0.4038254726617877,0.11178199495346468
org.apache.ivy.ant.IvyInstall.doExecute(),20,673,14,97,57,12,13,19,0,6395,0,27,0.04761904761904767,0.36561479869423286,0.3783783783783784,0.12049689440993788,0.3716216216216216,0.4230769230769231,0.04421768707482993,0.24675324675324675,1e-13,0.020669972138364374,1e-13,2.696331847931032e-05,0.10935352550132778
org.apache.ivy.ant.IvyExtractFromSources.execute(),20,9,2,5,44,8,7,25,2,27,0,2,0.04761904761904767,0.004352557127312296,0.05405405405405406,0.006211180124223602,0.28378378378378377,0.2692307692307692,0.023809523809523808,0.3246753246753247,0.18181818181818182,8.726962435275028e-05,1e-13,1.0370507107427047e-06,0.1083321713010115
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String)",13,1594,25,395,4,1,294,4,0,549,12,5687,0.38095238095238093,0.8667029379760609,0.6756756756756757,0.4906832298136646,0.013513513513513514,1e-13,1.0,0.05194805194805195,1e-13,0.0017744823618392558,0.0034285714285714284,0.005896670341283018,0.10766261037705245
org.apache.ivy.ant.IvyCacheTask.getAllArtifactReports(),15,239,22,40,39,7,2,24,3,120,0,28,0.2857142857142857,0.1294885745375408,0.5945945945945946,0.049689440993788817,0.25,0.23076923076923078,0.006802721088435374,0.3116883116883117,0.2727272727272727,0.0003878649971233346,1e-13,2.8000369190053023e-05,0.10721711212341457
