method1,method2,method_score1,method_score2
"org.apache.ivy.core.publish.PublishEngine.publish(Artifact, File, DependencyResolver, boolean)","org.apache.ivy.core.publish.PublishEngine.publish(Artifact, File, DependencyResolver, boolean)",0.027354019419631212,0.021687843158852298
"org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String, String, Map)","org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String, String, Map)",0.04964715835339385,0.006489059483504452
org.apache.ivy.core.module.status.StatusManager.getCurrent(),org.apache.ivy.core.module.status.StatusManager.getCurrent(),0.013981676334699334,0.014376571346387715
org.apache.ivy.Ivy.pushContext(),org.apache.ivy.Ivy.pushContext(),0.03214511476098994,0.0251694075838995
org.apache.ivy.core.IvyContext.pushNewCopyContext(),org.apache.ivy.core.IvyContext.pushNewCopyContext(),0.008341746327072963,0.006659024694643698
org.apache.ivy.ant.IvyTask.finalizeTask(),org.apache.ivy.ant.IvyTask.finalizeTask(),0.01507257619522426,0.012066229921313482
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.toIvyFile(InputStream, Resource, File, ModuleDescriptor)","org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.toIvyFile(InputStream, Resource, File, ModuleDescriptor)",0.059969809594713076,0.048847268571405277
"org.apache.ivy.plugins.report.LogReportOutputter.output(ResolveReport, ResolutionCacheManager, ResolveOptions)","org.apache.ivy.plugins.report.LogReportOutputter.output(ResolveReport, ResolutionCacheManager, ResolveOptions)",0.30979605165096713,0.24235066460960616
org.apache.ivy.core.resolve.ResolveEngine.checkInterrupted(),org.apache.ivy.core.resolve.ResolveEngine.checkInterrupted(),0.0065162084011232396,0.0051307466515288095
org.apache.ivy.plugins.resolver.BasicResolver.logAttempt(String),org.apache.ivy.plugins.resolver.BasicResolver.logAttempt(String),0.017975441644075482,0.014053411138792002
org.apache.ivy.plugins.resolver.AbstractResolver.checkInterrupted(),org.apache.ivy.plugins.resolver.AbstractResolver.checkInterrupted(),0.009026764343696139,0.008815247997718597
"org.apache.ivy.core.retrieve.RetrieveEngine.retrieve(ModuleRevisionId, String, RetrieveOptions)","org.apache.ivy.core.retrieve.RetrieveEngine.retrieve(ModuleRevisionId, String, RetrieveOptions)",0.2498194497740094,0.010449935993736052
org.apache.ivy.plugins.circular.AbstractLogCircularDependencyStrategy.getCircularDependencyId(ModuleRevisionId[]),org.apache.ivy.plugins.circular.AbstractLogCircularDependencyStrategy.getCircularDependencyId(ModuleRevisionId[]),0.01950853212683261,0.015731786674495474
"org.apache.ivy.util.FileUtil.symlink(File, File, CopyProgressListener, boolean)","org.apache.ivy.util.FileUtil.symlink(File, File, CopyProgressListener, boolean)",0.11930200098502944,0.07997615296710138
org.apache.ivy.ant.IvyCacheFileset.doExecute(),org.apache.ivy.ant.IvyCacheFileset.doExecute(),0.09892193608305823,0.0748423671578895
org.apache.ivy.core.settings.XmlSettingsParser.anyConfiguratorStarted(String),org.apache.ivy.core.settings.XmlSettingsParser.anyConfiguratorStarted(String),0.007325269928440294,0.006050155355753825
"org.apache.ivy.core.settings.XmlSettingsParser.cachesStarted(String, Map)","org.apache.ivy.core.settings.XmlSettingsParser.cachesStarted(String, Map)",0.07299937120996543,0.05997314667475879
"org.apache.ivy.core.settings.XmlSettingsParser.settingsStarted(String, Map)","org.apache.ivy.core.settings.XmlSettingsParser.settingsStarted(String, Map)",0.13071458303004366,0.09963001576042994
org.apache.ivy.plugins.resolver.IBiblioResolver.updateWholePattern(),org.apache.ivy.plugins.resolver.IBiblioResolver.updateWholePattern(),0.0176726196316021,0.015664926376058062
org.apache.ivy.util.url.BasicURLHandler.disconnect(URLConnection),org.apache.ivy.util.url.BasicURLHandler.disconnect(URLConnection),0.030258606879873105,0.02720526893052425
org.apache.ivy.util.url.BasicURLHandler.openStream(URL),org.apache.ivy.util.url.BasicURLHandler.openStream(URL),0.07176055153590898,0.05290651604435464
"org.apache.ivy.util.url.BasicURLHandler.getURLInfo(URL, int)","org.apache.ivy.util.url.BasicURLHandler.getURLInfo(URL, int)",0.07429928361242216,0.07350779547991929
"org.apache.ivy.util.url.BasicURLHandler.upload(File, URL, CopyProgressListener)","org.apache.ivy.util.url.BasicURLHandler.upload(File, URL, CopyProgressListener)",0.05976619744287032,0.04974544375980269
org.apache.ivy.ant.IvyBuildNumber.doExecute(),org.apache.ivy.ant.IvyBuildNumber.doExecute(),0.08228572735065316,0.1533027724115734
org.apache.ivy.plugins.repository.file.FileResource.getName(),org.apache.ivy.plugins.repository.file.FileResource.getName(),0.004541280153907297,0.003693531407097837
org.apache.ivy.plugins.repository.TransferEvent.setResource(Resource),org.apache.ivy.plugins.repository.TransferEvent.setResource(Resource),0.007253722583909259,0.00584884523672454
org.apache.ivy.plugins.repository.file.FileResource.toString(),org.apache.ivy.plugins.repository.file.FileResource.toString(),0.0037258656003755397,0.0031037183069908183
"org.apache.ivy.plugins.resolver.BasicResolver.check(Resource, File, String)","org.apache.ivy.plugins.resolver.BasicResolver.check(Resource, File, String)",0.04156560897126209,0.039876743076246265
"org.apache.ivy.plugins.repository.ResourceHelper.equals(Resource, File)","org.apache.ivy.plugins.repository.ResourceHelper.equals(Resource, File)",0.04451549796800168,0.03447495099540016
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions)","org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions)",0.1587015627276806,0.1401214380893756
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.accept(Resource),org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.accept(Resource),0.006715972784809331,0.005531170661427206
"org.apache.ivy.plugins.resolver.util.ResolverHelper.findAll(Repository, ModuleRevisionId, String, Artifact)","org.apache.ivy.plugins.resolver.util.ResolverHelper.findAll(Repository, ModuleRevisionId, String, Artifact)",0.11109999407917279,0.08719178200916892
org.apache.ivy.plugins.repository.file.FileResource.exists(),org.apache.ivy.plugins.repository.file.FileResource.exists(),0.0040849390750451724,0.0033954718018875717
org.apache.ivy.plugins.resolver.RepositoryResolver.exist(String),org.apache.ivy.plugins.resolver.RepositoryResolver.exist(String),0.013623242476181838,0.012798679114531497
org.apache.ivy.plugins.repository.url.URLResource.getName(),org.apache.ivy.plugins.repository.url.URLResource.getName(),0.004477604904923579,0.003693401369134334
org.apache.ivy.plugins.repository.url.URLResource.toString(),org.apache.ivy.plugins.repository.url.URLResource.toString(),0.0037122782657202265,0.0031034765486515014
