method,issue
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.addConfiguredIvy(IvyPattern),
org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleId),IVY-1465
org.apache.ivy.ant.IvyConfigure.setUrl(String),
org.apache.ivy.plugins.circular.IgnoreCircularDependencyStrategy.logCircularDependency(ModuleRevisionId[]),
org.apache.ivy.plugins.repository.sftp.SFTPResource.exists(),
org.apache.ivy.plugins.repository.sftp.SFTPResource.getLastModified(),
org.apache.ivy.plugins.circular.WarnCircularDependencyStrategy.logCircularDependency(ModuleRevisionId[]),
org.apache.ivy.plugins.repository.sftp.SFTPResource.getContentLength(),
org.apache.ivy.plugins.repository.LazyResource.exists(),
org.apache.ivy.core.sort.ModuleInSort.logLoopWarning(List),
org.apache.ivy.plugins.repository.LazyResource.getLastModified(),
org.apache.ivy.plugins.repository.LazyResource.isLocal(),
org.apache.ivy.plugins.repository.LazyResource.getContentLength(),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.setDataFilePattern(String),
org.apache.ivy.plugins.resolver.IBiblioResolver.setUsepoms(boolean),
org.apache.ivy.ant.AddPathTask.setProject(Project),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.readResponse(boolean),
org.apache.ivy.core.settings.IvySettings.resolveFile(String),
org.apache.ivy.core.module.id.ModuleRules.clone(),
org.apache.ivy.core.resolve.IvyNode.getProblemMessage(),
org.apache.ivy.core.resolve.IvyNodeEviction.markEvicted(EvictionData),
org.apache.ivy.core.module.id.ArtifactRevisionId.getRevision(),
org.apache.ivy.core.resolve.VisitNode.getDescriptor(),
org.apache.ivy.core.deliver.DeliverEngine.getCache(),
org.apache.ivy.core.retrieve.RetrieveEngine.getCache(),
org.apache.ivy.core.resolve.IvyNode.getDirectCallerFor(ModuleId),
org.apache.ivy.util.ContextualSAXHandler.getText(),
org.apache.ivy.core.resolve.IvyNodeCallers.getDirectCallerFor(ModuleId),
org.apache.ivy.core.module.descriptor.MDArtifact.newIvyArtifact(ModuleDescriptor),
org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy.AbstractCircularDependencyStrategy(String),
org.apache.ivy.plugins.repository.sftp.SFTPRepository.getResource(String),
org.apache.ivy.core.search.ModuleEntry.getResolver(),
org.apache.ivy.plugins.circular.AbstractLogCircularDependencyStrategy.AbstractLogCircularDependencyStrategy(String),
"org.apache.ivy.core.settings.IvySettings.typeDef(String, String)",
org.apache.ivy.plugins.report.XmlReportParser.getMetadataArtifactReport(ModuleRevisionId),
"org.apache.ivy.Ivy14.listModules(ModuleId, PatternMatcher)",
org.apache.ivy.core.resolve.IvyNode.getAllRealCallers(),
org.apache.ivy.util.Configurator.getTypeDef(String),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAttribute(String),
org.apache.ivy.plugins.resolver.packager.BuiltFileResource.BuiltFileResource(File),
"org.apache.ivy.core.resolve.VisitData.addVisitNodes(String, List)",
org.apache.ivy.core.resolve.IvyNodeUsage.blacklist(IvyNodeBlacklist),
org.apache.ivy.tools.analyser.JarJarDependencyAnalyser.JarJarDependencyAnalyser(File),
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addProperty(String, String)",
org.apache.ivy.ant.IvyConfigure.getSettingsId(),
org.apache.ivy.util.Configurator.addConfiguredMacrodef(MacroDef),
"org.apache.ivy.Ivy14.check(URL, String)",
org.apache.ivy.util.filter.AndFilter.accept(Object),
org.apache.ivy.util.filter.OrFilter.accept(Object),
"org.apache.ivy.util.Configurator.addMacroAttribute(String, String)",
"org.apache.ivy.util.Configurator.addMacroElement(String, boolean)",
org.apache.ivy.ant.AntBuildTrigger.markBuilt(File),
"org.apache.ivy.Ivy14.listRevisions(String, String)",
org.apache.ivy.plugins.conflict.StrictConflictException.StrictConflictException(String),
org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(Throwable),
org.apache.ivy.core.resolve.IvyNode.getBlacklistData(String),
org.apache.ivy.core.resolve.IvyNodeUsage.getBlacklistData(String),
"org.apache.ivy.util.CopyProgressEvent.CopyProgressEvent(byte[], int, long)",
org.apache.ivy.ant.AntCallTrigger.isTriggered(IvyEvent),
"org.apache.ivy.Ivy14.listTokenValues(String, Map)",
"org.apache.ivy.plugins.resolver.ChainResolver.publish(Artifact, File, boolean)",
"org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(String, Throwable)",
"org.apache.ivy.core.settings.IvySettings.loadProperties(File, boolean)",
"org.apache.ivy.Ivy14.listModules(ModuleRevisionId, PatternMatcher)",
"org.apache.ivy.plugins.resolver.DualResolver.findIvyFileRef(DependencyDescriptor, ResolveData)",
"org.apache.ivy.ant.AntMessageLogger.rawlog(String, int)",
org.apache.ivy.core.cache.ArtifactOrigin.isUnknown(String),
org.apache.ivy.core.settings.IvySettings.getReportOutputter(String),
org.apache.ivy.ant.IvyPostResolveTask.setKeep(boolean),
org.apache.ivy.plugins.version.ChainVersionMatcher.getMatchers(),
org.apache.ivy.plugins.matcher.GlobPatternMatcher.newMatcher(String),
org.apache.ivy.core.settings.IvySettings.getDefaultPropertiesURL(),
org.apache.ivy.core.IvyPatternHelper.getTokenString(String),
org.apache.ivy.core.resolve.ResolveData.isValidate(),
org.apache.ivy.core.module.descriptor.DefaultArtifact.getType(),
org.apache.ivy.plugins.repository.file.FileRepository.FileRepository(),
org.apache.ivy.plugins.conflict.NoConflictManager.NoConflictManager(),
org.apache.ivy.core.resolve.IvyNode.hasConfigurationsToLoad(),
org.apache.ivy.plugins.lock.NoLockStrategy.NoLockStrategy(),
org.apache.ivy.core.resolve.IvyNode.getAllCallersModuleIds(),
org.apache.ivy.core.sort.ModuleInSort.getDependencies(),
org.apache.ivy.core.resolve.IvyNodeUsage.IvyNodeUsage(IvyNode),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.toString(),
org.apache.ivy.plugins.resolver.BasicResolver.clearArtifactAttempts(),
org.apache.ivy.plugins.resolver.util.ResolvedResource.toString(),
org.apache.ivy.core.sort.ModuleInSort.ModuleInSort(ModuleDescriptor),
org.apache.ivy.plugins.lock.AbstractLockStrategy.AbstractLockStrategy(boolean),
org.apache.ivy.core.resolve.ResolveData.getEventManager(),
org.apache.ivy.core.resolve.ResolveData.register(VisitNode),
org.apache.ivy.plugins.repository.file.FileResource.getName(),
org.apache.ivy.core.sort.SortEngine.getVersionMatcher(),
org.apache.ivy.core.resolve.VisitNode.getConfsToFetch(),
org.apache.ivy.core.deliver.DeliverEngine.DeliverEngine(DeliverEngineSettings),
org.apache.ivy.core.module.descriptor.DefaultArtifact.getName(),
org.apache.ivy.core.sort.CollectionOfModulesToSort.size(),
org.apache.ivy.core.sort.CollectionOfModulesToSort.iterator(),
org.apache.ivy.core.module.descriptor.DefaultArtifact.getExt(),
"org.apache.ivy.util.url.URLHandlerDispatcher.setDownloader(String, URLHandler)",
org.apache.ivy.core.resolve.VisitData.VisitData(IvyNode),
org.apache.ivy.util.Configurator.getDepth(),
org.apache.ivy.core.event.IvyEvent.addMDAttributes(ModuleDescriptor),
org.apache.ivy.core.IvyContext.checkInterrupted(),
org.apache.ivy.plugins.version.ExactVersionMatcher.ExactVersionMatcher(),
org.apache.ivy.core.resolve.IvyNodeCallers.IvyNodeCallers(IvyNode),
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addExtraInfo(String, String)",
org.apache.ivy.core.resolve.ResolveData.isTransitive(),
org.apache.ivy.util.MessageLoggerEngine.sumupProblems(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConflictManager(ModuleId),
org.apache.ivy.core.report.ArtifactDownloadReport.getName(),
org.apache.ivy.core.report.ArtifactDownloadReport.getExt(),
org.apache.ivy.core.cache.DefaultResolutionCacheManager.DefaultResolutionCacheManager(File),
org.apache.ivy.util.AbstractMessageLogger.sumupProblems(),
org.apache.ivy.core.IvyThread.run(),
org.apache.ivy.util.Message.endProgress(String),
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.progress(CopyProgressEvent),
org.apache.ivy.plugins.repository.url.URLResource.getName(),
org.apache.ivy.core.settings.IvySettings.getDefault14SettingsURL(),
org.apache.ivy.ant.IvyAntVariableContainer.IvyAntVariableContainer(Project),
"org.apache.ivy.util.MessageLoggerEngine.log(String, int)",
org.apache.ivy.core.resolve.IvyNode.getEvictedConfs(),
org.apache.ivy.core.module.id.ModuleRules.getAllRules(),
org.apache.ivy.core.sort.SortEngine.getCircularStrategy(),
org.apache.ivy.core.resolve.IvyNode.getAllEvictingNodesDetails(),
org.apache.ivy.util.url.HttpClientHandler.HttpClientHandler(),
org.apache.ivy.plugins.matcher.MapMatcher.getAttributes(),
org.apache.ivy.Ivy14.resolve(URL),
org.apache.ivy.util.cli.OptionBuilder.OptionBuilder(String),
org.apache.ivy.Ivy14.Ivy14(Ivy),
org.apache.ivy.util.filter.NotFilter.NotFilter(Filter),
org.apache.ivy.plugins.repository.LazyResource.LazyResource(String),
org.apache.ivy.core.resolve.RestartResolveProcess.RestartResolveProcess(String),
org.apache.ivy.util.EncrytedProperties.EncrytedProperties(),
org.apache.ivy.core.report.ConfigurationResolveReport.hasChanged(),
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.convertM2OrganizationForResourceSearch(String),
org.apache.ivy.Ivy14.substitute(String),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addSourceArtifact(),
org.apache.ivy.plugins.resolver.RepositoryResolver.getResource(String),
org.apache.ivy.util.cli.Option.getSpec(),
org.apache.ivy.plugins.resolver.util.FileURLLister.FileURLLister(File),
org.apache.ivy.plugins.resolver.util.ResolverHelper.standardize(String),
org.apache.ivy.plugins.matcher.GlobPatternMatcher.GlobPatternMatcher(),
org.apache.ivy.plugins.matcher.RegexpPatternMatcher.RegexpPatternMatcher(),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addJavadocArtifact(),
org.apache.ivy.core.settings.IvySettings.addConfigured(ConflictManager),
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.ExactOrRegexpPatternMatcher(),
org.apache.ivy.plugins.matcher.ExactPatternMatcher.ExactPatternMatcher(),
org.apache.ivy.core.IvyThread.IvyThread(Runnable),
org.apache.ivy.core.search.RevisionEntry.getResolver(),
org.apache.ivy.Ivy14.resolve(File),
org.apache.ivy.Ivy14.listRevisionEntries(ModuleEntry),
org.apache.ivy.plugins.resolver.util.ApacheHttpURLLister.listAll(URL),
"org.apache.ivy.core.module.id.ArtifactRevisionId.ArtifactRevisionId(ArtifactId, ModuleRevisionId)",
org.apache.ivy.Ivy14.getVariable(String),
org.apache.ivy.ant.IvyAntSettings.setUrl(String),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getExtraAttribute(String),
org.apache.ivy.Ivy14.listModules(String),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.updateLastCommandTime(),
"org.apache.ivy.util.MessageLoggerEngine.rawlog(String, int)",
org.apache.ivy.util.filter.NotFilter.accept(Object),
org.apache.ivy.plugins.repository.ssh.SshResource.clone(String),
org.apache.ivy.util.Message.setShowProgress(boolean),
org.apache.ivy.plugins.repository.ssh.SshRepository.setListCommand(String),
org.apache.ivy.ant.IvyExtractFromSources.addConfiguredIgnore(Ignore),
org.apache.ivy.Ivy14.listModuleEntries(OrganisationEntry),
org.apache.ivy.core.settings.IvySettings.addConfigured(ModuleDescriptorParser),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAttribute(String),
"org.apache.ivy.util.CopyProgressEvent.CopyProgressEvent(byte[], long)",
org.apache.ivy.ant.IvyAntSettings.setRealm(String),
org.apache.ivy.ant.IvyAntSettings.setHost(String),
org.apache.ivy.ant.IvyAntSettings.setUsername(String),
org.apache.ivy.ant.IvyPublish.addConfiguredArtifacts(ArtifactsPattern),
org.apache.ivy.plugins.repository.sftp.SFTPResource.clone(String),
org.apache.ivy.core.resolve.ResolveData.getNodeIds(),
org.apache.ivy.ant.IvyTask.getResolvedDescriptor(String),
"org.apache.ivy.ant.IvyTask.getResolvedDescriptor(String, String)",
org.apache.ivy.plugins.repository.vfs.VfsResource.clone(String),
"org.apache.ivy.plugins.conflict.StrictConflictException.StrictConflictException(String, Throwable)",
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExtraAttribute(String),
org.apache.ivy.core.settings.IvySettings.getTypeDef(String),
org.apache.ivy.plugins.resolver.RepositoryResolver.setAlwaysCheckExactRevision(boolean),
org.apache.ivy.util.MessageLoggerEngine.verbose(String),
"org.apache.ivy.core.resolve.IvyNode.setResolvedNodes(ModuleId, String, Collection)",
"org.apache.ivy.core.resolve.IvyNode.setEvictedNodes(ModuleId, String, Collection)",
org.apache.ivy.core.module.descriptor.MDArtifact.getPublicationDate(),
org.apache.ivy.util.AbstractMessageLogger.debug(String),
"org.apache.ivy.plugins.repository.AbstractRepository.put(Artifact, File, String, boolean)",
org.apache.ivy.core.module.descriptor.MDArtifact.getModuleRevisionId(),
org.apache.ivy.util.MessageLoggerEngine.info(String),
org.apache.ivy.ant.IvyTask.cacheAttributeNotSupported(),
org.apache.ivy.core.module.descriptor.MDArtifact.addConfiguration(String),
org.apache.ivy.util.MessageLoggerEngine.rawinfo(String),
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter.write(ModuleDescriptor, ConfigurationScopeMapping, File)",
org.apache.ivy.plugins.resolver.DualResolver.reportFailure(Artifact),
org.apache.ivy.plugins.version.VersionRangeMatcher.VersionRangeMatcher(),
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addExtraAttributeNamespace(String, String)",
org.apache.ivy.plugins.version.ChainVersionMatcher.ChainVersionMatcher(),
org.apache.ivy.plugins.version.SubVersionMatcher.SubVersionMatcher(),
org.apache.ivy.core.IvyThread.initContext(),
org.apache.ivy.plugins.repository.url.URLResource.openStream(),
org.apache.ivy.core.settings.IvySettings.loadDefault14(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExtraAttributes(),
org.apache.ivy.core.resolve.VisitNode.toString(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getQualifiedExtraAttributes(),
org.apache.ivy.util.MessageLoggerEngine.endProgress(String),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getExtraAttributes(),
org.apache.ivy.plugins.repository.file.FileResource.isLocal(),
org.apache.ivy.plugins.repository.sftp.SFTPResource.openStream(),
org.apache.ivy.plugins.repository.ssh.SshResource.SshResource(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAllDependencyDescriptorMediators(),
org.apache.ivy.util.MessageLoggerEngine.deprecated(String),
org.apache.ivy.plugins.repository.ssh.SshResource.openStream(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.clone(ModuleRevisionId),
org.apache.ivy.plugins.resolver.util.FileURLLister.FileURLLister(),
org.apache.ivy.util.url.ApacheURLLister.listFiles(URL),
org.apache.ivy.plugins.repository.file.FileRepository.FileRepository(File),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getQualifiedExtraAttributes(),
org.apache.ivy.Ivy14.listOrganisationEntries(),
org.apache.ivy.plugins.lock.ArtifactLockStrategy.ArtifactLockStrategy(),
org.apache.ivy.plugins.version.VersionRangeMatcher.VersionRangeMatcher(String),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.setMemorySize(int),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAttributes(),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setUserPassword(String),
org.apache.ivy.Ivy14.isInterrupted(),
org.apache.ivy.Ivy14.listOrganisations(),
org.apache.ivy.plugins.resolver.VsftpResolver.setReadTimeout(long),
org.apache.ivy.plugins.resolver.VsftpResolver.setUsername(String),
org.apache.ivy.plugins.resolver.VsftpResolver.setReuseConnection(long),
org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry.accept(Resource),
org.apache.ivy.core.search.RevisionEntry.getOrganisation(),
org.apache.ivy.core.settings.IvySettings.addConfigured(LockStrategy),
org.apache.ivy.ant.IvyConfigure.getFile(),
org.apache.ivy.core.search.RevisionEntry.getModule(),
org.apache.ivy.plugins.resolver.VfsResolver.hidePassword(String),
org.apache.ivy.plugins.resolver.VsftpResolver.setAuthentication(String),
org.apache.ivy.plugins.resolver.VsftpResolver.setHost(String),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setKeyFilePassword(String),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setHost(String),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setPort(int),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setKeyFile(File),
org.apache.ivy.ant.IvyConfigure.getPasswd(),
org.apache.ivy.ant.IvyConfigure.getUrl(),
org.apache.ivy.core.search.RevisionEntry.getOrganisationEntry(),
org.apache.ivy.plugins.resolver.FileSystemResolver.setLocal(boolean),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.setDefaultTTL(long),
org.apache.ivy.plugins.resolver.SshResolver.setListCommand(String),
org.apache.ivy.plugins.resolver.SshResolver.setCreateDirCommand(String),
org.apache.ivy.plugins.resolver.SshResolver.setExistCommand(String),
org.apache.ivy.ant.IvyConfigure.getUserName(),
org.apache.ivy.ant.IvyConfigure.getHost(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAttributes(),
org.apache.ivy.ant.IvyConfigure.getRealm(),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.getExpectedRemoveMessage(String),
org.apache.ivy.plugins.resolver.AbstractResolver.exists(Artifact),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setUser(String),
org.apache.ivy.plugins.resolver.SshResolver.setPublishPermissions(String),
org.apache.ivy.plugins.conflict.StrictConflictException.StrictConflictException(Throwable),
org.apache.ivy.plugins.repository.file.FileResource.exists(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.canExclude(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.canExclude(),
org.apache.ivy.plugins.repository.file.FileResource.getLastModified(),
org.apache.ivy.plugins.repository.AbstractRepository.standardize(String),
org.apache.ivy.plugins.resolver.packager.BuiltFileResource.getLastModified(),
org.apache.ivy.core.settings.IvySettings.getResolverNames(),
org.apache.ivy.ant.AddPathTask.createPath(),
org.apache.ivy.plugins.resolver.AbstractResolver.setValidate(boolean),
org.apache.ivy.ant.AddPathTask.createPathElement(),
org.apache.ivy.plugins.resolver.packager.BuiltFileResource.getContentLength(),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.setCheckmodified(boolean),
org.apache.ivy.plugins.repository.file.FileResource.getContentLength(),
org.apache.ivy.plugins.resolver.util.ApacheHttpURLLister.accept(String),
org.apache.ivy.plugins.resolver.packager.BuiltFileResource.exists(),
org.apache.ivy.plugins.resolver.util.FileURLLister.accept(String),
org.apache.ivy.core.settings.IvySettings.getMatcherNames(),
"org.apache.ivy.core.resolve.IvyNode.addDependencyDescriptor(IvyNode, DependencyDescriptor)",
"org.apache.ivy.core.report.ResolveReport.addReport(String, ConfigurationResolveReport)",
org.apache.ivy.plugins.resolver.DualResolver.reportFailure(),
org.apache.ivy.plugins.resolver.DualResolver.abortPublishTransaction(),
org.apache.ivy.plugins.resolver.DualResolver.commitPublishTransaction(),
org.apache.ivy.util.extendable.DefaultExtendableItem.DefaultExtendableItem(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addLicense(License),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.getConnectionCommand(),
"org.apache.ivy.core.report.ConfigurationResolveReport.updateDependency(ModuleRevisionId, IvyNode)",
"org.apache.ivy.util.cli.CommandLine.addOptionValues(String, String[])",
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getPropertyExtraInfoKey(String),
org.apache.ivy.ant.IvyConfigure.setSettingsId(String),
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.sendCommand(String, Pattern)",
"org.apache.ivy.util.ContextualSAXHandler.characters(char[], int, int)",
org.apache.ivy.plugins.namespace.MRIDTransformationRule.addSrc(MRIDRule),
"org.apache.ivy.plugins.resolver.packager.PackagerResolver.setProperty(String, String)",
org.apache.ivy.plugins.repository.AbstractRepository.toString(),
org.apache.ivy.plugins.repository.file.FileResource.toString(),
org.apache.ivy.util.MessageLoggerEngine.progress(),
org.apache.ivy.plugins.resolver.AbstractResolver.toString(),
org.apache.ivy.plugins.resolver.BasicResolver.toString(),
org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy.toString(),
org.apache.ivy.plugins.repository.url.URLResource.toString(),
org.apache.ivy.core.cache.DefaultResolutionCacheManager.clean(),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.clean(),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.AbstractSshBasedResolver(),
org.apache.ivy.plugins.resolver.VsftpResolver.VsftpResolver(),
org.apache.ivy.core.report.ResolveReport.getAllArtifactsReports(),
org.apache.ivy.plugins.resolver.SFTPResolver.getSFTPRepository(),
org.apache.ivy.plugins.resolver.SshResolver.SshResolver(),
org.apache.ivy.plugins.repository.sftp.SFTPResource.toString(),
org.apache.ivy.util.MessageLoggerEngine.endProgress(),
org.apache.ivy.plugins.circular.WarnCircularDependencyStrategy.WarnCircularDependencyStrategy(),
org.apache.ivy.plugins.circular.IgnoreCircularDependencyStrategy.IgnoreCircularDependencyStrategy(),
org.apache.ivy.plugins.repository.BasicResource.toString(),
org.apache.ivy.plugins.circular.ErrorCircularDependencyStrategy.ErrorCircularDependencyStrategy(),
org.apache.ivy.plugins.version.AbstractVersionMatcher.toString(),
org.apache.ivy.plugins.matcher.AbstractPatternMatcher.toString(),
org.apache.ivy.core.module.descriptor.DefaultIncludeRule.toString(),
org.apache.ivy.core.module.descriptor.DefaultExcludeRule.toString(),
org.apache.ivy.plugins.resolver.ChainResolver.abortPublishTransaction(),
org.apache.ivy.plugins.repository.LazyResource.toString(),
org.apache.ivy.plugins.resolver.CacheResolver.dumpSettings(),
org.apache.ivy.plugins.resolver.ChainResolver.commitPublishTransaction(),
org.apache.ivy.core.report.ConfigurationResolveReport.getAllArtifactsReports(),
org.apache.ivy.plugins.resolver.VsftpResolver.disconnect(),
org.apache.ivy.plugins.resolver.AbstractResolver.reportFailure(Artifact),
org.apache.ivy.plugins.resolver.AbstractResolver.reportFailure(),
org.apache.ivy.util.Message.endProgress(),
org.apache.ivy.plugins.resolver.packager.BuiltFileResource.toString(),
org.apache.ivy.plugins.conflict.StrictConflictException.StrictConflictException(),
org.apache.ivy.plugins.resolver.IBiblioResolver.getWholePattern(),
org.apache.ivy.core.event.EventManager.addTransferListener(TransferListener),
org.apache.ivy.core.resolve.VisitNode.updateConfsToFetch(Collection),
org.apache.ivy.plugins.circular.ErrorCircularDependencyStrategy.handleCircularDependency(ModuleRevisionId[]),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.setHomePage(String),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.setDescription(String),
org.apache.ivy.core.resolve.VisitNode.markEvicted(EvictionData),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addExcludeRule(ExcludeRule),
org.apache.ivy.plugins.resolver.IvyRepResolver.getWholeArtPattern(),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addDependency(DependencyDescriptor),
"org.apache.ivy.util.extendable.DefaultExtendableItem.setExtraAttribute(String, String)",
"org.apache.ivy.Ivy14.setVariable(String, String)",
org.apache.ivy.ant.IvyConfigure.verbose(String),
org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry.addParser(ModuleDescriptorParser),
org.apache.ivy.util.MockMessageLogger.assertLogVerboseContains(String),
org.apache.ivy.ant.AntCallTrigger.markTriggered(IvyEvent),
org.apache.ivy.util.MockMessageLogger.assertLogInfoContains(String),
"org.apache.ivy.util.MockMessageLogger.log(String, int)",
"org.apache.ivy.ant.AntMessageLogger.log(String, int)",
"org.apache.ivy.util.MockMessageLogger.rawlog(String, int)",
org.apache.ivy.core.event.EventManager.addIvyListener(IvyListener),
org.apache.ivy.ant.IvyPublish.addArtifactspattern(String),
org.apache.ivy.core.resolve.IvyNode.clean(),
org.apache.ivy.util.AbstractMessageLogger.verbose(String),
org.apache.ivy.plugins.lock.ArtifactLockStrategy.init(),
org.apache.ivy.plugins.repository.AbstractRepository.addTransferListener(TransferListener),
org.apache.ivy.util.Configurator.clear(),
org.apache.ivy.util.AbstractMessageLogger.info(String),
org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule.addConfiguration(String),
org.apache.ivy.util.AbstractMessageLogger.rawinfo(String),
org.apache.ivy.plugins.repository.AbstractRepository.removeTransferListener(TransferListener),
"org.apache.ivy.util.DefaultMessageLogger.rawlog(String, int)",
org.apache.ivy.Ivy14.configure(File),
org.apache.ivy.Ivy14.configure(URL),
org.apache.ivy.util.AbstractMessageLogger.deprecated(String),
org.apache.ivy.core.search.ModuleEntry.toString(),
org.apache.ivy.core.search.RevisionEntry.toString(),
org.apache.ivy.Ivy14.interrupt(Thread),
org.apache.ivy.ant.IvyConfigure.setPasswd(String),
org.apache.ivy.tools.analyser.JarModule.toString(),
org.apache.ivy.ant.IvyConfigure.setUserName(String),
org.apache.ivy.ant.IvyConfigure.setRealm(String),
org.apache.ivy.ant.IvyConfigure.setHost(String),
org.apache.ivy.util.DefaultMessageLogger.doEndProgress(String),
org.apache.ivy.core.settings.IvySettings.filterIgnore(Collection),
org.apache.ivy.core.module.descriptor.DefaultDependencyArtifactDescriptor.addConfiguration(String),
org.apache.ivy.util.MockMessageLogger.doEndProgress(String),
org.apache.ivy.plugins.namespace.Namespace.addRule(NamespaceRule),
org.apache.ivy.ant.IvyCheck.addFileset(FileSet),
org.apache.ivy.plugins.version.PatternVersionMatcher.addMatch(Match),
org.apache.ivy.core.module.status.StatusManager.addStatus(Status),
org.apache.ivy.ant.AddPathTask.addFileset(FileSet),
org.apache.ivy.ant.AddPathTask.addDirset(DirSet),
org.apache.ivy.ant.AddPathTask.add(Path),
org.apache.ivy.core.event.EventManager.removeTransferListener(TransferListener),
org.apache.ivy.ant.AddPathTask.addFilelist(FileList),
org.apache.ivy.core.resolve.IvyNodeUsage.removeRootModuleConf(String),
org.apache.ivy.ant.IvyExtractFromSources.addFileSet(FileSet),
org.apache.ivy.core.settings.IvySettings.addConfigured(DependencyResolver),
org.apache.ivy.util.url.URLHandlerDispatcher.URLHandlerDispatcher(),
org.apache.ivy.core.sort.SilentNonMatchingVersionReporter.reportMessage(String),
org.apache.ivy.Ivy14.configureDefault(),
org.apache.ivy.core.settings.IvySettings.addConfigured(RepositoryCacheManager),
org.apache.ivy.core.settings.IvySettings.addConfigured(Trigger),
org.apache.ivy.core.settings.IvySettings.addConfigured(Namespace),
org.apache.ivy.core.settings.IvySettings.loadProperties(URL),
org.apache.ivy.core.settings.IvySettings.addConfigured(VersionMatcher),
org.apache.ivy.core.settings.IvySettings.typeDefs(InputStream),
org.apache.ivy.Ivy14.interrupt(),
org.apache.ivy.core.settings.IvySettings.typeDefs(Properties),
org.apache.ivy.core.settings.IvySettings.addConfigured(PatternMatcher),
org.apache.ivy.core.settings.IvySettings.addConfigured(ReportOutputter),
org.apache.ivy.core.settings.IvySettings.loadProperties(File),
org.apache.ivy.core.sort.WarningNonMatchingVersionReporter.reportMessage(String),
org.apache.ivy.core.settings.IvySettings.addConfigured(CircularDependencyStrategy),
org.apache.ivy.util.DefaultMessageLogger.doProgress(),
org.apache.ivy.plugins.resolver.IvyRepResolver.IvyRepResolver(),
org.apache.ivy.core.IvyContext.IvyContext(),
