method,Layer,Size,Depth,Width,LOC,Cyclomatic,FanIn,FanOut,Loop,Time,OwnTime,Count,N_Layer,N_Size,N_Depth,N_Width,N_LOC,N_Cyclomatic,N_FanIn,N_FanOut,N_Loop,N_Time,N_OwnTime,N_Count,score
org.apache.ivy.ant.IvyBuildList.doExecute(),18,241,10,58,129,27,13,55,9,6208,0,36,0.052631578947368474,0.14285714285714285,0.3225806451612903,0.07785234899328859,0.9769230769230769,1.0,0.04693140794223827,0.7142857142857143,1.0,0.031111556580134307,1e-13,4.0251306154884726e-05,0.37458752153222313
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)",18,335,13,97,128,19,6,61,9,10485,1,160,0.052631578947368474,0.1988095238095238,0.41935483870967744,0.13020134228187918,0.9692307692307692,0.6923076923076923,0.021660649819494584,0.7922077922077922,1.0,0.052545855467575425,0.0003673769287288758,0.00018285593367504775,0.3493127662953241
"org.apache.ivy.plugins.resolver.BasicResolver.getDependency(DependencyDescriptor, ResolveData)",14,450,15,94,132,21,29,63,0,143777,26,2293,0.26315789473684215,0.26726190476190476,0.4838709677419355,0.1261744966442953,1.0,0.7692307692307693,0.10469314079422383,0.8181818181818182,1e-13,0.7205422471684875,0.009551800146950772,0.002635885534485594,0.30402944933002907
"org.apache.ivy.Main.run(CommandLineParser, String[])",18,576,16,154,129,25,6,77,1,1671,0,10,0.052631578947368474,0.34226190476190477,0.5161290322580645,0.20671140939597316,0.9769230769230769,0.9230769230769231,0.021660649819494584,1.0,0.1111111111111111,0.008374260799839632,1e-13,1.0350335868398929e-05,0.3036676662729552
"org.apache.ivy.plugins.report.LogReportOutputter.output(ResolveReport, ResolutionCacheManager, ResolveOptions)",18,222,11,40,111,21,4,47,7,1583,40,589,0.052631578947368474,0.13154761904761905,0.3548387096774194,0.053691275167785234,0.8384615384615385,0.7692307692307693,0.01444043321299639,0.6103896103896104,0.7777777777777778,0.00793324646687381,0.014695077149155033,0.0006762219434020634,0.30160554699706055
"org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ModuleDescriptor, ResolveOptions, ResolveReport)",13,851,22,199,82,16,14,44,5,137995,11,603,0.3157894736842105,0.5059523809523809,0.7096774193548387,0.26711409395973157,0.6153846153846154,0.5769230769230769,0.05054151624548736,0.5714285714285714,0.5555555555555556,0.6915656008820287,0.004041146216017634,0.0006923224658640173,0.28916321316556565
"org.apache.ivy.core.retrieve.RetrieveEngine.determineArtifactsToCopy(ModuleRevisionId, String, RetrieveOptions)",4,720,18,171,104,19,10,53,6,1144,0,63,0.7894736842105263,0.42797619047619045,0.5806451612903226,0.2295302013422819,0.7846153846153846,0.6923076923076923,0.036101083032490974,0.6883116883116883,0.6666666666666666,0.005733186328555678,1e-13,7.130231376008152e-05,0.2872906401459379
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String, String)",18,13,4,7,102,26,7,34,6,789,96,10356,0.052631578947368474,0.007142857142857143,0.12903225806451613,0.009395973154362415,0.7692307692307693,0.9615384615384616,0.02527075812274368,0.44155844155844154,0.6666666666666666,0.003954094417159467,0.03526818515797208,0.011908636435252324,0.28684877154234223
"org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage)",13,271,18,59,119,19,17,65,0,128767,54,3665,0.3157894736842105,0.16071428571428573,0.5806451612903226,0.07919463087248323,0.9,0.6923076923076923,0.061371841155234655,0.8441558441558441,1e-13,0.6453192342387492,0.019838354151359296,0.004213736735757075,0.28147669563300465
"org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions)",15,655,19,111,92,17,10,65,1,178423,21,574,0.21052631578947367,0.3892857142857143,0.6129032258064516,0.14899328859060404,0.6923076923076923,0.6153846153846154,0.036101083032490974,0.8441558441558441,0.1111111111111111,0.8941715946677358,0.007714915503306392,0.0006589713836213985,0.2811145301828338
"org.apache.ivy.core.publish.PublishEngine.publish(ModuleDescriptor, Collection, DependencyResolver, PublishOptions)",12,283,21,72,92,19,9,47,7,1703,0,41,0.368421052631579,0.16785714285714284,0.6774193548387096,0.09664429530201342,0.6923076923076923,0.6923076923076923,0.032490974729241874,0.6103896103896104,0.7777777777777778,0.00853462964819084,1e-13,4.600149274843969e-05,0.2809958564197854
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions)",18,371,15,73,125,17,9,66,2,72856,5,719,0.052631578947368474,0.22023809523809523,0.4838709677419355,0.09798657718120805,0.9461538461538461,0.6153846153846154,0.032490974729241874,0.8571428571428571,0.2222222222222222,0.3651197754836123,0.0018368846436443791,0.0008257267948344924,0.28043751893040514
org.apache.ivy.ant.IvyResolve.doExecute(),18,742,15,126,123,25,17,42,1,92269,4,287,0.052631578947368474,0.44107142857142856,0.4838709677419355,0.1691275167785235,0.9307692307692308,0.9230769230769231,0.061371841155234655,0.5454545454545454,0.1111111111111111,0.4624085396411747,0.0014695077149155032,0.00032891067315134377,0.27935781563116846
"org.apache.ivy.core.retrieve.RetrieveEngine.retrieve(ModuleRevisionId, String, RetrieveOptions)",12,238,12,45,119,23,9,45,2,2041,0,57,0.368421052631579,0.14107142857142857,0.3870967741935484,0.06040268456375839,0.9,0.8461538461538461,0.032490974729241874,0.5844155844155844,0.2222222222222222,0.01022852560890047,1e-13,6.440208984781556e-05,0.2589386897873558
"org.apache.ivy.core.IvyPatternHelper.substituteTokens(String, Map)",0,191,12,40,88,20,13,13,1,18613,2722,79753,1.0,0.1130952380952381,0.3870967741935484,0.053691275167785234,0.6615384615384615,0.7307692307692307,0.04693140794223827,0.16883116883116883,0.1111111111111111,0.0932795429487822,1.0,0.09171777624183905,0.24864095176801884
org.apache.ivy.ant.IvyPublish.doExecute(),18,381,10,65,107,17,22,68,0,3781,0,32,0.052631578947368474,0.2261904761904762,0.3225806451612903,0.087248322147651,0.8076923076923077,0.6153846153846154,0.07942238267148015,0.8831168831168831,1e-13,0.018948581737997395,1e-13,3.565115688004076e-05,0.23910634852793422
"org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, VisitNode, String, Collection)",13,348,15,46,110,20,7,38,2,3734,76,10389,0.3157894736842105,0.20654761904761904,0.4838709677419355,0.06174496644295302,0.8307692307692308,0.7307692307692307,0.02527075812274368,0.4935064935064935,0.2222222222222222,0.018713039991981557,0.027920646583394562,0.011946587666769787,0.2328605010887634
"org.apache.ivy.core.install.InstallEngine.install(ModuleRevisionId, String, String, InstallOptions)",15,634,13,102,97,11,11,59,3,11347,0,35,0.21052631578947367,0.3767857142857143,0.41935483870967744,0.13691275167785236,0.7307692307692307,0.38461538461538464,0.039711191335740074,0.7662337662337663,0.3333333333333333,0.05686579132003608,1e-13,3.910126883617373e-05,0.2281777604399692
"org.apache.ivy.core.check.CheckEngine.check(URL, String)",4,38,7,22,74,16,9,29,6,697,0,3,0.7894736842105263,0.022023809523809525,0.22580645161290322,0.02953020134228188,0.5538461538461539,0.5769230769230769,0.032490974729241874,0.37662337662337664,0.6666666666666666,0.0034930339781497444,1e-13,2.300074637421984e-06,0.2208103974505894
"org.apache.ivy.core.deliver.DeliverEngine.deliver(ModuleRevisionId, String, String, DeliverOptions)",13,244,17,47,89,11,12,64,2,3760,0,56,0.3157894736842105,0.14464285714285716,0.5483870967741935,0.06308724832214765,0.6692307692307692,0.38461538461538464,0.04332129963898917,0.8311688311688312,0.2222222222222222,0.018843339681266915,1e-13,6.325205252910457e-05,0.215900271600058
org.apache.ivy.core.resolve.IvyNode.getArtifacts(String),4,104,12,29,63,14,9,35,6,1830,54,3427,0.7894736842105263,0.06130952380952381,0.3870967741935484,0.038926174496644296,0.46923076923076923,0.5,0.032490974729241874,0.45454545454545453,0.6666666666666666,0.009171093515084695,0.019838354151359296,0.0039400278539038595,0.21404630706741132
org.apache.ivy.ant.IvyPostResolveTask.prepareAndCheck(),12,751,24,156,92,17,13,38,1,47051,0,118,0.368421052631579,0.44642857142857145,0.7741935483870968,0.20939597315436242,0.6923076923076923,0.6153846153846154,0.04693140794223827,0.4935064935064935,0.1111111111111111,0.23579733386789617,1e-13,0.00013455436628918607,0.21360367967089183
