hash,author,date,title,file
d0f7f364,Trung Do,2017-07-06 19:31:36,Fix some string comparisons with ==,"['src/java/org/apache/ivy/ant/IvyBuildList.java', 'src/java/org/apache/ivy/core/cache/ParserSettingsMonitor.java', 'src/java/org/apache/ivy/core/module/id/MatcherLookup.java', 'src/java/org/apache/ivy/core/report/ArtifactDownloadReport.java', 'src/java/org/apache/ivy/osgi/p2/P2MetadataParser.java', 'test/java/org/apache/ivy/core/cache/ModuleDescriptorMemoryCacheTest.java']",6
0ce17f93,Nicolas Lalevée,2017-07-06 13:59:24,Use a copyright range
a12daf30,Nicolas Lalevée,2017-07-05 22:13:46,Generate automatically the copyright year in the doc
fc6305aa,Nicolas Lalevée,2017-07-05 22:02:13,Jaikiran is now a committer
eeb79e10,Nicolas Lalevée,2017-07-04 23:17:40,avoid generating the reports in the folder where the html of the documentation is generated
cd8f81d0,Nicolas Lalevée,2017-07-04 22:53:03,"review the doc about the ""Introduction"" and the part for the dev"
c8712654,Jaikiran Pai,2017-07-03 15:13:18,Revert 4b6e0bd179c5f728761c953249b6dda4d33fe18a since it introduces failures on Windows (needs investigation),"['src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParser.java', 'test/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParserTest.java']",2
4b6e0bd1,Jaikiran Pai,2017-07-03 14:52:01,"IVY-1562 Fix potential double encoding of ""location"" value of ""extends"" element in the ivy descriptor","['src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParser.java', 'test/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParserTest.java']",2
c4828bfd,Nicolas Lalevée,2017-07-02 19:23:21,properly release the file descriptors and avoid duplicate code,['test/java/org/apache/ivy/ant/IvyPublishTest.java'],1
ff49f0dd,Nicolas Lalevée,2017-07-02 16:56:04,This closes #50
87cd5df6,twogee,2017-06-29 10:46:12,Sort entries in .gitignore; adjust indentation in build.xml
b02336b7,twogee,2017-06-29 10:46:12,Check spelling; fix whitespace and links; sort entries in .gitignore
fcf4109d,Nicolas Lalevée,2017-07-01 19:59:01,fix the OSGi Java 7 requirement
d9665bfc,twogee,2017-06-29 14:36:29,Generics and Java 7 syntax in plugins package,"['src/java/org/apache/ivy/plugins/circular/AbstractLogCircularDependencyStrategy.java', 'src/java/org/apache/ivy/plugins/circular/CircularDependencyHelper.java', 'src/java/org/apache/ivy/plugins/conflict/FixedConflictManager.java', 'src/java/org/apache/ivy/plugins/conflict/LatestCompatibleConflictManager.java', 'src/java/org/apache/ivy/plugins/conflict/LatestConflictManager.java', 'src/java/org/apache/ivy/plugins/latest/ComparatorLatestStrategy.java', 'src/java/org/apache/ivy/plugins/latest/LatestRevisionStrategy.java', 'src/java/org/apache/ivy/plugins/latest/LatestTimeStrategy.java', 'src/java/org/apache/ivy/plugins/latest/WorkspaceLatestStrategy.java', 'src/java/org/apache/ivy/plugins/lock/DeleteOnExitHook.java', 'src/java/org/apache/ivy/plugins/lock/FileBasedLockStrategy.java', 'src/java/org/apache/ivy/plugins/matcher/GlobPatternMatcher.java', 'src/java/org/apache/ivy/plugins/matcher/MapMatcher.java', 'src/java/org/apache/ivy/plugins/matcher/RegexpPatternMatcher.java', 'src/java/org/apache/ivy/plugins/namespace/MRIDTransformationRule.java', 'src/java/org/apache/ivy/plugins/namespace/Namespace.java', 'src/java/org/apache/ivy/plugins/parser/AbstractModuleDescriptorParser.java', 'src/java/org/apache/ivy/plugins/parser/ModuleDescriptorParserRegistry.java', 'src/java/org/apache/ivy/plugins/parser/m2/DefaultPomDependencyMgt.java', 'src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java', 'src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorWriter.java', 'src/java/org/apache/ivy/plugins/parser/m2/PomReader.java', 'src/java/org/apache/ivy/plugins/parser/m2/PomWriterOptions.java', 'src/java/org/apache/ivy/plugins/parser/xml/UpdateOptions.java', 'src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParser.java', 'src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorUpdater.java', 'src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorWriter.java', 'src/java/org/apache/ivy/plugins/report/LogReportOutputter.java', 'src/java/org/apache/ivy/plugins/report/XmlReportOutputter.java', 'src/java/org/apache/ivy/plugins/report/XmlReportParser.java', 'src/java/org/apache/ivy/plugins/report/XmlReportWriter.java', 'src/java/org/apache/ivy/plugins/repository/RepositoryCopyProgressListener.java', 'src/java/org/apache/ivy/plugins/repository/file/FileRepository.java', 'src/java/org/apache/ivy/plugins/repository/jar/JarRepository.java', 'src/java/org/apache/ivy/plugins/repository/sftp/SFTPRepository.java', 'src/java/org/apache/ivy/plugins/repository/ssh/AbstractSshBasedRepository.java', 'src/java/org/apache/ivy/plugins/repository/ssh/Scp.java', 'src/java/org/apache/ivy/plugins/repository/ssh/SshCache.java', 'src/java/org/apache/ivy/plugins/repository/ssh/SshRepository.java', 'src/java/org/apache/ivy/plugins/repository/url/ChainedRepository.java', 'src/java/org/apache/ivy/plugins/repository/url/URLRepository.java', 'src/java/org/apache/ivy/plugins/repository/vfs/VfsRepository.java', 'src/java/org/apache/ivy/plugins/repository/vsftp/VsftpRepository.java', 'src/java/org/apache/ivy/plugins/resolver/AbstractPatternsBasedResolver.java', 'src/java/org/apache/ivy/plugins/resolver/AbstractResolver.java', 'src/java/org/apache/ivy/plugins/resolver/AbstractWorkspaceResolver.java', 'src/java/org/apache/ivy/plugins/resolver/BasicResolver.java', 'src/java/org/apache/ivy/plugins/resolver/CacheResolver.java', 'src/java/org/apache/ivy/plugins/resolver/ChainResolver.java', 'src/java/org/apache/ivy/plugins/resolver/DualResolver.java', 'src/java/org/apache/ivy/plugins/resolver/FileSystemResolver.java', 'src/java/org/apache/ivy/plugins/resolver/IBiblioResolver.java', 'src/java/org/apache/ivy/plugins/resolver/IvyRepResolver.java', 'src/java/org/apache/ivy/plugins/resolver/MirroredURLResolver.java', 'src/java/org/apache/ivy/plugins/resolver/RepositoryResolver.java', 'src/java/org/apache/ivy/plugins/resolver/VfsResolver.java', 'src/java/org/apache/ivy/plugins/resolver/packager/PackagerCacheEntry.java', 'src/java/org/apache/ivy/plugins/resolver/packager/PackagerResolver.java', 'src/java/org/apache/ivy/plugins/resolver/util/FileURLLister.java', 'src/java/org/apache/ivy/plugins/resolver/util/ResolverHelper.java', 'src/java/org/apache/ivy/plugins/signer/bouncycastle/OpenPGPSignatureGenerator.java', 'src/java/org/apache/ivy/plugins/version/AbstractVersionMatcher.java', 'src/java/org/apache/ivy/plugins/version/ChainVersionMatcher.java', 'src/java/org/apache/ivy/plugins/version/LatestVersionMatcher.java', 'src/java/org/apache/ivy/plugins/version/Match.java', 'src/java/org/apache/ivy/plugins/version/PatternVersionMatcher.java', 'src/java/org/apache/ivy/plugins/version/SubVersionMatcher.java', 'src/java/org/apache/ivy/plugins/version/VersionMatcher.java', 'src/java/org/apache/ivy/plugins/version/VersionRangeMatcher.java']",69
0c0ee355,twogee,2017-06-29 13:43:23,Generics and Java 7 syntax in osgi package,"['src/java/org/apache/ivy/osgi/core/BundleInfo.java', 'src/java/org/apache/ivy/osgi/core/BundleInfoAdapter.java', 'src/java/org/apache/ivy/osgi/core/ExecutionEnvironmentProfile.java', 'src/java/org/apache/ivy/osgi/core/ExecutionEnvironmentProfileProvider.java', 'src/java/org/apache/ivy/osgi/core/ExportPackage.java', 'src/java/org/apache/ivy/osgi/core/ManifestHeaderElement.java', 'src/java/org/apache/ivy/osgi/core/ManifestHeaderValue.java', 'src/java/org/apache/ivy/osgi/core/ManifestParser.java', 'src/java/org/apache/ivy/osgi/filter/CompareFilter.java', 'src/java/org/apache/ivy/osgi/filter/MultiOperatorFilter.java', 'src/java/org/apache/ivy/osgi/filter/OSGiFilterParser.java', 'src/java/org/apache/ivy/osgi/obr/OBRResolver.java', 'src/java/org/apache/ivy/osgi/obr/xml/Capability.java', 'src/java/org/apache/ivy/osgi/obr/xml/CapabilityAdapter.java', 'src/java/org/apache/ivy/osgi/obr/xml/OBRXMLWriter.java', 'src/java/org/apache/ivy/osgi/p2/P2ArtifactParser.java', 'src/java/org/apache/ivy/osgi/p2/P2CompositeParser.java', 'src/java/org/apache/ivy/osgi/p2/P2Descriptor.java', 'src/java/org/apache/ivy/osgi/p2/P2MetadataParser.java', 'src/java/org/apache/ivy/osgi/p2/PropertiesParser.java', 'src/java/org/apache/ivy/osgi/p2/XMLInputParser.java', 'src/java/org/apache/ivy/osgi/repo/AbstractFSManifestIterable.java', 'src/java/org/apache/ivy/osgi/repo/AbstractOSGiResolver.java', 'src/java/org/apache/ivy/osgi/repo/AggregatedOSGiResolver.java', 'src/java/org/apache/ivy/osgi/repo/AggregatedRepoDescriptor.java', 'src/java/org/apache/ivy/osgi/repo/ArtifactReportManifestIterable.java', 'src/java/org/apache/ivy/osgi/repo/EditableRepoDescriptor.java', 'src/java/org/apache/ivy/osgi/repo/FSManifestIterable.java', 'src/java/org/apache/ivy/osgi/repo/ModuleDescriptorWrapper.java', 'src/java/org/apache/ivy/osgi/repo/RelativeURLRepository.java', 'src/java/org/apache/ivy/osgi/updatesite/UpdateSiteLoader.java', 'src/java/org/apache/ivy/osgi/updatesite/UpdateSiteResolver.java', 'src/java/org/apache/ivy/osgi/updatesite/xml/EclipseFeature.java', 'src/java/org/apache/ivy/osgi/updatesite/xml/FeatureParser.java', 'src/java/org/apache/ivy/osgi/updatesite/xml/UpdateSite.java', 'src/java/org/apache/ivy/osgi/util/DelegatingHandler.java', 'src/java/org/apache/ivy/osgi/util/ParseUtil.java', 'src/java/org/apache/ivy/osgi/util/VersionRange.java', 'src/java/org/apache/ivy/osgi/util/ZipUtil.java']",39
7e764a32,Nicolas Lalevée,2017-06-30 23:29:29,"Make the generation the book.html file, the doc in one page"
e45dd5dc,Nicolas Lalevée,2017-06-30 18:49:02,cleanup the css files and remove the uncessary ones
2a87519c,Nicolas Lalevée,2017-06-30 18:48:34,use highlightjs to render shell output
0851fa77,Nicolas Lalevée,2017-06-30 17:53:14,review the ivy file part of the doc about the use of code formatting
5bc940ca,Nicolas Lalevée,2017-06-30 16:39:39,use highlightjs to put colors on the xml snipsets
25a67d80,Nicolas Lalevée,2017-06-30 16:14:45,"Review and cleanup of the ""Ant tasks"" part of the documentation"
cda1bd37,Nicolas Lalevée,2017-06-30 14:16:44,fix aphabetic order in the toc
00d63feb,Jaikiran Pai,2017-06-30 16:16:18,"[doc changes] Updates to ""using standalone"" section"
fcc90377,Jaikiran Pai,2017-06-30 15:58:50,"[doc changes] Fix the documentation of the ""OSGi"" section"
2c435e5d,Jaikiran Pai,2017-06-29 18:26:43,"[doc changes] fix the rendering of the settings file structure, on Ivy settings doc page"
