hash,author,date,title,file
d0f7f364,Trung Do,2017-07-06 19:31:36,Fix some string comparisons with ==,"['src/java/org/apache/ivy/ant/IvyBuildList.java', 'src/java/org/apache/ivy/core/cache/ParserSettingsMonitor.java', 'src/java/org/apache/ivy/core/module/id/MatcherLookup.java', 'src/java/org/apache/ivy/core/report/ArtifactDownloadReport.java', 'src/java/org/apache/ivy/osgi/p2/P2MetadataParser.java', 'test/java/org/apache/ivy/core/cache/ModuleDescriptorMemoryCacheTest.java']",6
9235380f,twogee,2017-06-15 20:40:48,Generics + foreach loops and Java 7 syntax in ant and tools packages,"['src/java/org/apache/ivy/ant/AntBuildTrigger.java', 'src/java/org/apache/ivy/ant/AntCallTrigger.java', 'src/java/org/apache/ivy/ant/AntWorkspaceResolver.java', 'src/java/org/apache/ivy/ant/FixDepsTask.java', 'src/java/org/apache/ivy/ant/IvyAntSettings.java', 'src/java/org/apache/ivy/ant/IvyAntVariableContainer.java', 'src/java/org/apache/ivy/ant/IvyArtifactProperty.java', 'src/java/org/apache/ivy/ant/IvyArtifactReport.java', 'src/java/org/apache/ivy/ant/IvyBuildList.java', 'src/java/org/apache/ivy/ant/IvyCacheFileset.java', 'src/java/org/apache/ivy/ant/IvyCachePath.java', 'src/java/org/apache/ivy/ant/IvyCacheTask.java', 'src/java/org/apache/ivy/ant/IvyCheck.java', 'src/java/org/apache/ivy/ant/IvyCleanCache.java', 'src/java/org/apache/ivy/ant/IvyConfigure.java', 'src/java/org/apache/ivy/ant/IvyDependency.java', 'src/java/org/apache/ivy/ant/IvyDependencyConf.java', 'src/java/org/apache/ivy/ant/IvyDependencyTree.java', 'src/java/org/apache/ivy/ant/IvyDependencyUpdateChecker.java', 'src/java/org/apache/ivy/ant/IvyExtractFromSources.java', 'src/java/org/apache/ivy/ant/IvyInfo.java', 'src/java/org/apache/ivy/ant/IvyListModules.java', 'src/java/org/apache/ivy/ant/IvyMakePom.java', 'src/java/org/apache/ivy/ant/IvyPostResolveTask.java', 'src/java/org/apache/ivy/ant/IvyPublish.java', 'src/java/org/apache/ivy/ant/IvyReport.java', 'src/java/org/apache/ivy/ant/IvyRepositoryReport.java', 'src/java/org/apache/ivy/ant/IvyResolve.java', 'src/java/org/apache/ivy/ant/IvyResources.java', 'src/java/org/apache/ivy/ant/IvyRetrieve.java', 'src/java/org/apache/ivy/ant/IvyTask.java', 'src/java/org/apache/ivy/ant/IvyVar.java', 'src/java/org/apache/ivy/core/event/IvyEvent.java', 'src/java/org/apache/ivy/core/settings/IvyVariableContainerImpl.java', 'src/java/org/apache/ivy/tools/analyser/JarJarDependencyAnalyser.java', 'src/java/org/apache/ivy/tools/analyser/JarModuleFinder.java', 'src/java/org/apache/ivy/tools/analyser/RepositoryAnalyser.java']",37
041e9565,Jaikiran Pai,2017-06-26 20:49:19,IVY-1522 Don't randomly strip off the path's starting character,['src/java/org/apache/ivy/util/FileUtil.java'],1
5d22644c,Nicolas Lalevée,2017-06-26 10:57:15,better link for the Apache Licence
27c6f9a3,Nicolas Lalevée,2017-06-25 18:26:46,"fix the path to the Ant logo, and use the SVG version"
c1c99616,Nicolas Lalevée,2017-06-25 17:32:20,display the version of the doc in the toc
80d9b0c3,Nicolas Lalevée,2017-06-25 13:24:41,add license header to asciidoc files
b1ec369a,Nicolas Lalevée,2017-06-25 13:06:54,"use http url, since the ssl handshake fails"
79bcc8c3,Nicolas Lalevée,2017-06-25 01:08:37,improve the style of the toc: no pointer for entries without link
409854d8,Nicolas Lalevée,2017-06-25 01:05:47,fix the generation of the toc entries without content
7428f5fd,Nicolas Lalevée,2017-06-25 00:59:46,"fix the asciidoc files for the ""Ivy File"" section"
bddf82b1,Nicolas Lalevée,2017-06-25 00:58:55,doc: improve style of lists
97c24fdd,Nicolas Lalevée,2017-06-25 00:58:27,set copyright to 2017
0009c7bf,Jaikiran Pai,2017-06-20 15:27:04,[doc changes] Use svg image in the OSGi doc
e35f06c0,Jaikiran Pai,2017-06-20 10:49:49,"[doc changes] Fix the ""Reference -> Settings File"" section and children docs"
39431e20,Jaikiran Pai,2017-06-20 10:47:15,"Apply ""shell"" role to the source listing blocks which represent the tutorial logs"
fe93e829,Nicolas Lalevée,2017-06-19 23:37:47,doc: improve styling of notes
341ea670,Nicolas Lalevée,2017-06-19 23:37:26,fix remaining &lt; and &gt; coming from not translated xooki markup
77f7a627,Jaikiran Pai,2017-06-19 12:29:16,[doc changes] fix links in docs
bbc66785,Jaikiran Pai,2017-06-19 11:50:27,[doc changes] fix image corruption of docs + fix title of generated HTML docs
eaf7ba6d,Jaikiran Pai,2017-06-16 12:11:52,[doc changes] - Fix source blocks
7ac1170c,Jaikiran Pai,2017-06-19 07:14:27,Merge PR-47. This closes #47
aed63ae8,Jaikiran Pai,2017-06-18 12:30:44,"IVY-1557 Pass along the requesting URL and type to the underlying authenticator, when IvyAuthenticator can't handle the authentication request","['src/java/org/apache/ivy/util/url/IvyAuthenticator.java', 'test/java/org/apache/ivy/TestHelper.java', 'test/java/org/apache/ivy/util/url/IvyAuthenticatorTest.java']",3
1c23268d,twogee,2017-06-14 21:19:50,Generics + foreach loops and Java 7 in util (except Filter),"['src/java/org/apache/ivy/util/AbstractMessageLogger.java', 'src/java/org/apache/ivy/util/ChecksumHelper.java', 'src/java/org/apache/ivy/util/CollectionUtils.java', 'src/java/org/apache/ivy/util/ConfigurationUtils.java', 'src/java/org/apache/ivy/util/Configurator.java', 'src/java/org/apache/ivy/util/ContextualSAXHandler.java', 'src/java/org/apache/ivy/util/Credentials.java', 'src/java/org/apache/ivy/util/CredentialsUtil.java', 'src/java/org/apache/ivy/util/EncryptedProperties.java', 'src/java/org/apache/ivy/util/FileUtil.java', 'src/java/org/apache/ivy/util/HexEncoder.java', 'src/java/org/apache/ivy/util/MessageLoggerEngine.java', 'src/java/org/apache/ivy/util/MessageLoggerHelper.java', 'src/java/org/apache/ivy/util/StringUtils.java', 'src/java/org/apache/ivy/util/XMLHelper.java', 'src/java/org/apache/ivy/util/cli/CommandLine.java', 'src/java/org/apache/ivy/util/cli/CommandLineParser.java', 'src/java/org/apache/ivy/util/cli/Option.java', 'src/java/org/apache/ivy/util/cli/OptionBuilder.java', 'src/java/org/apache/ivy/util/extendable/DefaultExtendableItem.java', 'src/java/org/apache/ivy/util/extendable/ExtendableItemHelper.java', 'src/java/org/apache/ivy/util/extendable/UnmodifiableExtendableItem.java', 'src/java/org/apache/ivy/util/filter/ArtifactTypeFilter.java', 'src/java/org/apache/ivy/util/filter/FilterHelper.java', 'src/java/org/apache/ivy/util/url/ApacheURLLister.java', 'src/java/org/apache/ivy/util/url/BasicURLHandler.java', 'src/java/org/apache/ivy/util/url/CredentialsStore.java', 'src/java/org/apache/ivy/util/url/HttpClientHandler.java', 'src/java/org/apache/ivy/util/url/URLHandlerDispatcher.java', 'src/java/org/apache/ivy/util/url/URLHandlerRegistry.java', 'test/java/org/apache/ivy/core/publish/PublishEngineTest.java', 'test/java/org/apache/ivy/core/publish/PublishEventsTest.java', 'test/java/org/apache/ivy/plugins/repository/vfs/VfsResourceTest.java', 'test/java/org/apache/ivy/plugins/resolver/ChainResolverTest.java']",34
feb3c17f,Jaikiran Pai,2017-06-15 18:31:05,Fix the build of tutorials
96dc851e,Jaikiran Pai,2017-06-17 17:34:43,release notes for IVY-1475
c50f4b4c,Jaikiran Pai,2017-06-15 19:59:09,Don't commit tutorial logs generated during build
88d2e938,Jaikiran Pai,2017-06-15 19:57:59,"Fix incorrect ""lists"" in documentation"
c73d10e0,Jaikiran Pai,2017-06-15 18:55:33,Fix heading levels to take care of the asciidoc warnings
22bdffb9,Jaikiran Pai,2017-06-15 18:37:16,Initial auto-converted .adoc files from xooki2asciidoc convertor
32296ea3,Jaikiran Pai,2017-06-15 13:10:12,Merge latest master changes
225afb8b,Jan Matèrne,2017-06-14 11:06:18,diamont operator,"['src/java/org/apache/ivy/plugins/repository/vfs/VfsResource.java', 'test/java/org/apache/ivy/core/sort/SortTest.java']",2
c7d4b539,Jan Matèrne,2017-06-14 10:53:58,Merge branch 'PR-43'
3b28fffb,twogee,2017-06-13 22:07:19,More Java 7 diamonds,"['test/java/org/apache/ivy/ant/AntCallTriggerTest.java', 'test/java/org/apache/ivy/ant/IvyBuildListTest.java', 'test/java/org/apache/ivy/ant/IvyResourcesTest.java', 'test/java/org/apache/ivy/core/publish/PublishEventsTest.java', 'test/java/org/apache/ivy/core/retrieve/RetrieveTest.java', 'test/java/org/apache/ivy/osgi/core/OsgiLatestStrategyTest.java', 'test/java/org/apache/ivy/plugins/latest/LatestRevisionStrategyTest.java', 'test/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParserTest.java', 'test/java/org/apache/ivy/plugins/resolver/MockResolver.java']",9
973704dc,twogee,2017-06-13 21:24:03,More Java 7 syntax in tests and other optimisations,"['test/java/org/apache/ivy/core/module/descriptor/IvyMakePomTest.java', 'test/java/org/apache/ivy/osgi/obr/OBRXMLWriterTest.java', 'test/java/org/apache/ivy/plugins/lock/ArtifactLockStrategyTest.java', 'test/java/org/apache/ivy/plugins/repository/vfs/VfsURI.java']",4
3cf36b8c,twogee,2017-06-13 21:23:23,Java 7 diamonds in tests,"['test/java/org/apache/ivy/TestFixture.java', 'test/java/org/apache/ivy/TestHelper.java', 'test/java/org/apache/ivy/core/module/descriptor/IvyMakePomTest.java', 'test/java/org/apache/ivy/core/publish/PublishEventsTest.java', 'test/java/org/apache/ivy/core/report/ResolveReportTest.java', 'test/java/org/apache/ivy/core/resolve/ResolveTest.java', 'test/java/org/apache/ivy/core/search/SearchTest.java', 'test/java/org/apache/ivy/core/sort/SortTest.java', 'test/java/org/apache/ivy/osgi/core/ManifestParserTest.java', 'test/java/org/apache/ivy/osgi/obr/OBRResolverTest.java', 'test/java/org/apache/ivy/osgi/obr/OBRXMLWriterTest.java', 'test/java/org/apache/ivy/plugins/repository/vfs/VfsResourceTest.java', 'test/java/org/apache/ivy/plugins/repository/vfs/VfsTestHelper.java', 'test/java/org/apache/ivy/util/ConfiguratorTest.java', 'test/java/org/apache/ivy/util/MockMessageLogger.java']",15
d7651dce,twogee,2017-06-13 19:49:25,Untabify,"['src/example/hello-ivy/src/example/HelloConsole.java', 'src/example/multi-project/projects/find/src/find/Main.java', 'src/example/multi-project/projects/list/src/list/Main.java', 'src/java/org/apache/ivy/core/cache/RepositoryCacheManager.java', 'src/java/org/apache/ivy/plugins/repository/ssh/SshRepository.java', 'src/java/org/apache/ivy/util/FileUtil.java']",6
fb3ccf60,twogee,2017-06-13 19:35:37,Complete generification of examples; update example dependencies; use Java 7 syntax in test; fix regression in ModuleIdTest,"['src/example/configurations/jdbc-example/src/example/ConfigurationsExample.java', 'src/example/configurations/multi-projects/filter-framework/src/filter/FilterProvider.java', 'src/example/configurations/multi-projects/filter-framework/src/filter/ccimpl/CCFilter.java', 'src/example/configurations/multi-projects/filter-framework/src/filter/hmimpl/HMFilter.java', 'src/example/dual/project/src/example/HelloIvy.java', 'src/example/hello-ivy/src/example/HelloConsole.java', 'src/example/multi-project/projects/console/src/console/Main.java', 'src/example/multi-project/projects/find/src/find/FindFile.java', 'src/example/multi-project/projects/find/src/find/Main.java', 'src/example/multi-project/projects/list/src/list/ListFile.java', 'src/example/multi-project/projects/list/src/list/Main.java', 'src/example/multi-project/projects/size/src/size/FileSize.java', 'src/example/multi-project/projects/sizewhere/src/sizewhere/Main.java', 'src/example/multi-project/projects/sizewhere/src/sizewhere/SizeWhere.java', 'src/example/multi-project/projects/version/src/version/Version.java', 'test/java/org/apache/ivy/ant/AntCallTriggerTest.java', 'test/java/org/apache/ivy/ant/BuildOBRTaskTest.java', 'test/java/org/apache/ivy/ant/FixDepsTaskTest.java', 'test/java/org/apache/ivy/ant/IvyDeliverTest.java', 'test/java/org/apache/ivy/core/module/id/ModuleIdTest.java']",20
545536e3,Jan Matèrne,2017-06-13 15:11:01,- rename some derived variables according to their sources - javadoc improvement - more tests,"['src/java/org/apache/ivy/ant/IvyCacheFileset.java', 'test/java/org/apache/ivy/ant/IvyCacheFilesetTest.java']",2
7f293a06,Jaikiran Pai,2017-06-02 16:57:36,IVY-1475 Throw an error if a common base directory cannot be determined for cachefileset task,"['src/java/org/apache/ivy/ant/IvyCacheFileset.java', 'test/java/org/apache/ivy/ant/IvyCacheFilesetTest.java']",2
c07d659c,Jaikiran Pai,2017-06-13 10:57:53,IVY-1561 Take into account environment variable and system properties while evaluating property references in Maven pom.xml,"['src/java/org/apache/ivy/plugins/parser/m2/PomReader.java', 'test/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorParserTest.java']",2
314dfa80,twogee,2017-06-11 04:38:47,More generics…,"['test/java/org/apache/ivy/TestHelper.java', 'test/java/org/apache/ivy/core/publish/PublishEventsTest.java']",2
8f35a1d2,twogee,2017-06-11 00:26:54,More foreach loops,"['src/example/configurations/multi-projects/filter-framework/src/filter/hmimpl/HMFilter.java', 'src/example/dual/project/src/example/HelloIvy.java', 'src/example/hello-ivy/src/example/HelloConsole.java', 'src/example/multi-project/projects/list/src/list/Main.java']",4
8b9f2d51,twogee,2017-06-10 08:56:44,Generics and other fixes in tests and tutorials,"['src/example/configurations/multi-projects/filter-framework/src/filter/ccimpl/CCFilter.java', 'src/example/configurations/multi-projects/filter-framework/src/filter/hmimpl/HMFilter.java', 'src/example/configurations/multi-projects/filter-framework/test/filter/AbstractTestFilter.java', 'src/example/dual/project/src/example/HelloIvy.java', 'src/example/hello-ivy/src/example/HelloConsole.java', 'src/example/multi-project/projects/find/src/find/FindFile.java', 'src/example/multi-project/projects/find/src/find/Main.java', 'src/example/multi-project/projects/list/src/list/ListFile.java', 'src/example/multi-project/projects/size/src/size/FileSize.java', 'src/java/org/apache/ivy/plugins/repository/vfs/VfsResource.java', 'test/java/org/apache/ivy/TestFixture.java', 'test/java/org/apache/ivy/TestHelper.java', 'test/java/org/apache/ivy/ant/AntBuildResolverTest.java', 'test/java/org/apache/ivy/ant/FixDepsTaskTest.java', 'test/java/org/apache/ivy/ant/IvyBuildListTest.java', 'test/java/org/apache/ivy/ant/IvyDeliverTest.java', 'test/java/org/apache/ivy/ant/IvyPostResolveTaskTest.java', 'test/java/org/apache/ivy/ant/IvyResolveTest.java', 'test/java/org/apache/ivy/ant/IvyResourcesTest.java', 'test/java/org/apache/ivy/core/module/id/ModuleIdTest.java', 'test/java/org/apache/ivy/core/publish/PublishEventsTest.java', 'test/java/org/apache/ivy/core/search/SearchTest.java', 'test/java/org/apache/ivy/core/sort/SortTest.java', 'test/java/org/apache/ivy/plugins/conflict/LatestConflictManagerTest.java', 'test/java/org/apache/ivy/plugins/matcher/AbstractPatternMatcherTest.java', 'test/java/org/apache/ivy/plugins/parser/xml/XmlModuleUpdaterTest.java', 'test/java/org/apache/ivy/plugins/repository/vfs/VfsRepositoryTest.java', 'test/java/org/apache/ivy/plugins/repository/vfs/VfsResourceTest.java', 'test/java/org/apache/ivy/plugins/repository/vfs/VfsTestHelper.java', 'test/java/org/apache/ivy/plugins/resolver/ChainResolverTest.java', 'test/java/org/apache/ivy/plugins/resolver/IBiblioResolverTest.java', 'test/java/org/apache/ivy/util/url/ApacheURLListerTest.java']",32
4c6450f4,twogee,2017-06-05 23:18:12,Upgrade Checkstyle to 7.8.1
a9880a18,twogee,2017-06-05 23:05:35,"Remove main() in tests, optimise target dependencies in build.xml and address diverse Checkstyle warnings","['src/java/org/apache/ivy/plugins/lock/DeleteOnExitHook.java', 'src/java/org/apache/ivy/util/DateUtil.java', 'src/java/org/apache/ivy/util/EncryptedProperties.java', 'src/java/org/apache/ivy/util/EncrytedProperties.java', 'test/java/org/apache/ivy/core/TestPerformance.java', 'test/java/org/apache/ivy/core/module/descriptor/DefaultDependencyDescriptorTest.java', 'test/java/org/apache/ivy/core/settings/XmlSettingsParserTest.java']",7
7d452863,twogee,2017-06-05 22:37:39,Adjust Eclipse settings for Java 7
a2fdfe67,twogee,2017-06-05 22:37:14,Whitespace cleanup,['test/java/org/apache/ivy/TestHelper.java'],1
147fe0eb,twogee,2017-06-03 18:21:52,Merge GitHub master
4c9a31c7,twogee,2017-06-03 17:10:02,Correct file permissions
a267723e,Jan Matèrne,2017-06-03 18:15:24,remove my test target (accidently commited)
59a7dfa3,Jan Matèrne,2017-06-03 18:14:19,Merge branch 'PR-41'
7dc1b936,Jan Matèrne,2017-06-03 18:13:46,"svg: remove generator comments, format xml code"
ee08c00b,twogee,2017-06-03 17:25:02,Merge GitHub master
4a361b89,twogee,2017-06-03 17:10:02,Correct file permissions
5e590e57,twogee,2017-06-03 09:58:10,Inline warning icon
cc35c2b1,twogee,2017-06-02 17:37:04,first batch of SVG replacements
