method,pattern,space
"org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes)",HotCyclic,"org.apache.ivy.core.settings.XmlSettingsParser.doParse(URL); javax.xml.parsers.SAXParser.parse(String, DefaultHandler); org.apache.xerces.parsers.AbstractSAXParser.parse(InputSource); org.apache.xerces.parsers.XMLParser.parse(XMLInputSource); org.apache.xerces.parsers.XML11Configuration.parse(XMLInputSource); org.apache.xerces.parsers.XML11Configuration.parse(boolean); org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(boolean); org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(boolean); org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanStartElement(); org.apache.xerces.parsers.AbstractXMLDocumentParser.emptyElement(QName, XMLAttributes, Augmentations); org.apache.xerces.parsers.AbstractSAXParser.startElement(QName, XMLAttributes, Augmentations); org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes); org.apache.ivy.core.settings.XmlSettingsParser.includeStarted(Map); org.apache.ivy.core.settings.XmlSettingsParser.parse(Configurator, URL)"
"org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes)",FreqExec,"org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes); org.apache.xerces.parsers.AbstractSAXParser.startElement(QName, XMLAttributes, Augmentations)"
org.apache.ivy.core.event.EventManager.fireIvyEvent(IvyEvent),HotCallee,org.apache.ivy.core.event.EventManager.fireIvyEvent(IvyEvent); org.apache.ivy.core.event.FilteredIvyListener.progress(IvyEvent)
"org.apache.ivy.core.settings.IvySettings.typeDef(String, String, boolean)",FreqExec,"org.apache.ivy.core.settings.IvySettings.typeDef(String, String, boolean); org.apache.ivy.core.settings.IvySettings.typeDefs(Properties, boolean); org.apache.ivy.core.settings.IvySettings.typeDef(String, String); org.apache.ivy.core.settings.IvySettings_ESTest.test09(); org.apache.ivy.core.settings.IvySettings_ESTest.test76(); org.apache.ivy.core.settings.IvySettings_ESTest.test98(); org.apache.ivy.core.settings.IvySettings_ESTest.test46()"
"org.apache.ivy.plugins.resolver.RepositoryResolver.findDynamicResourceUsingPattern(ResourceMDParser, ModuleRevisionId, String, Artifact, Date)",HotCallee,"org.apache.ivy.plugins.resolver.RepositoryResolver.findDynamicResourceUsingPattern(ResourceMDParser, ModuleRevisionId, String, Artifact, Date); org.apache.ivy.util.Message.debug(String); org.apache.ivy.plugins.resolver.IBiblioResolver.listResources(Repository, ModuleRevisionId, String, Artifact)"
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.originalToCachedModuleDescriptor(DependencyResolver, ResolvedResource, Artifact, ResolvedModuleRevision, ModuleDescriptorWriter)",FreqExec,"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.originalToCachedModuleDescriptor(DependencyResolver, ResolvedResource, Artifact, ResolvedModuleRevision, ModuleDescriptorWriter); org.apache.ivy.plugins.resolver.BasicResolver.cacheModuleDescriptor(ModuleDescriptor, ModuleRevisionId, ResolvedResource, ResolvedModuleRevision)"
org.apache.ivy.core.settings.IvySettings.getVersionMatcher(),FreqExec,"org.apache.ivy.core.settings.IvySettings.getVersionMatcher(); org.apache.ivy.core.sort.SortEngine.getVersionMatcher(); org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(VisitNode, String, boolean); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.doFindModuleInCache(ModuleRevisionId, CacheMetadataOptions, String); org.apache.ivy.plugins.resolver.BasicResolver.parse(ResolvedResource, DependencyDescriptor, ResolveData); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.originalToCachedModuleDescriptor(DependencyResolver, ResolvedResource, Artifact, ResolvedModuleRevision, ModuleDescriptorWriter); org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findResource(ResolvedResource[], ResourceMDParser, ModuleRevisionId, Date); org.apache.ivy.plugins.resolver.RepositoryResolver.findResourceUsingPattern(ModuleRevisionId, String, Artifact, ResourceMDParser, Date); org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findResourceUsingPatterns(ModuleRevisionId, List, Artifact, ResourceMDParser, Date); org.apache.ivy.plugins.resolver.BasicResolver.checkModuleDescriptorRevision(ModuleDescriptor, ModuleRevisionId); org.apache.ivy.plugins.resolver.BasicResolver.getAndCheckIsDynamic(ModuleRevisionId); org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage); org.apache.ivy.plugins.resolver.BasicResolver.shouldReturnResolvedModule(DependencyDescriptor, ResolvedModuleRevision); org.apache.ivy.plugins.resolver.BasicResolver.checkDescriptorConsistency(ModuleRevisionId, ModuleDescriptor, ResolvedResource); org.apache.ivy.plugins.latest.LatestRevisionStrategy$ArtifactInfoComparator.compare(Object, Object); org.apache.ivy.ant.IvyRepositoryReport.doExecute(); org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager.resolveConflicts(IvyNode, Collection); org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager.blackListIncompatibleCallerAndRestartResolveIfPossible(IvySettings, IvyNode, IvyNode, IvyNode); org.apache.ivy.plugins.conflict.StrictConflictManager.resolveConflicts(IvyNode, Collection); org.apache.ivy.plugins.resolver.MockResolver.shouldReturnResolvedModule(DependencyDescriptor, ResolvedModuleRevision); org.apache.ivy.core.repository.RepositoryManagementEngine.getDependency(DependencyDescriptor); org.apache.ivy.core.settings.XmlSettingsParserTest.testVersionMatchers1(); org.apache.ivy.core.settings.XmlSettingsParserTest.testVersionMatchers2(); org.apache.ivy.core.settings.IvySettings_ESTest.test03(); org.apache.ivy.core.settings.IvySettings_ESTest.test83()"
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.newMatcher(String),HotCyclic,org.apache.ivy.plugins.matcher.AbstractPatternMatcher.getMatcher(String); org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.newMatcher(String); org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher$ExactOrRegexpMatcher.<init>(String)
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.newMatcher(String),FreqExec,org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.newMatcher(String); org.apache.ivy.plugins.matcher.AbstractPatternMatcher.getMatcher(String)
org.apache.ivy.core.event.EventManager.transferProgress(TransferEvent),FreqExec,org.apache.ivy.core.event.EventManager.transferProgress(TransferEvent); org.apache.ivy.plugins.repository.AbstractRepository.fireTransferEvent(TransferEvent)
org.apache.ivy.plugins.matcher.RegexpPatternMatcher.newMatcher(String),FreqExec,org.apache.ivy.plugins.matcher.RegexpPatternMatcher.newMatcher(String); org.apache.ivy.plugins.matcher.AbstractPatternMatcher.getMatcher(String)
"org.apache.ivy.util.Configurator.addChild(ObjectDescriptor, Class, String, Object)",HotCallee,"org.apache.ivy.util.Configurator.addChild(ObjectDescriptor, Class, String, Object); org.apache.ivy.util.Configurator.setCurrent(Object, String)"
org.apache.ivy.plugins.matcher.ExactPatternMatcher.newMatcher(String),FreqExec,org.apache.ivy.plugins.matcher.ExactPatternMatcher.newMatcher(String); org.apache.ivy.plugins.matcher.AbstractPatternMatcher.getMatcher(String)
org.apache.ivy.util.AbstractMessageLogger.warn(String),FreqExec,org.apache.ivy.util.AbstractMessageLogger.warn(String); org.apache.ivy.util.MessageLoggerEngine.warn(String); org.apache.ivy.util.Message.warn(String)
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.write(ModuleDescriptor, File)",HotCallee,"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.write(ModuleDescriptor, File); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.write(ModuleDescriptor, String, File)"
org.apache.ivy.util.url.URLHandlerDispatcher.getURLInfo(URL),FreqExec,org.apache.ivy.util.url.URLHandlerDispatcher.getURLInfo(URL); org.apache.ivy.plugins.repository.url.URLResource.init()
"org.apache.ivy.util.url.URLHandlerDispatcher.download(URL, File, CopyProgressListener)",HotCallee,"org.apache.ivy.util.url.URLHandlerDispatcher.download(URL, File, CopyProgressListener); org.apache.ivy.util.url.BasicURLHandler.download(URL, File, CopyProgressListener); org.apache.ivy.util.url.HttpClientHandler.download(URL, File, CopyProgressListener)"
org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy.toString(),FreqExec,org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy.toString(); java.lang.StringBuilder.append(Object)
org.apache.ivy.util.Configurator.getDepth(),FreqExec,"org.apache.ivy.util.Configurator.getDepth(); org.apache.ivy.core.settings.XmlSettingsParser.endElement(String, String, String)"
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getRepositoryCacheRoot(),FreqExec,"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getRepositoryCacheRoot(); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getArchiveFileInCache(Artifact, ArtifactOrigin); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getIvyFileInCache(ModuleRevisionId); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getCachedDataFile(ModuleRevisionId); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getArchiveFileInCache(Artifact, ArtifactOrigin, boolean)"
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(String),FreqExec,"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(String); org.apache.ivy.core.resolve.IvyNodeUsage.getDependencyArtifactsSet(String); org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.transformInstance(DependencyDescriptor, NamespaceTransformer, boolean); org.apache.ivy.plugins.parser.xml.XmlModuleUpdaterTest.testUpdateWithExcludeConfigurations5(); org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(String[])"
org.apache.ivy.plugins.repository.file.FileResource.getName(),FreqExec,"org.apache.ivy.plugins.repository.file.FileResource.getName(); org.apache.ivy.plugins.repository.TransferEvent.setResource(Resource); org.apache.ivy.plugins.resolver.RepositoryResolver.get(Resource, File); org.apache.ivy.plugins.repository.file.FileResource.toString(); org.apache.ivy.plugins.resolver.BasicResolver.check(Resource, File, String); org.apache.ivy.plugins.resolver.BasicResolver$6.download(Artifact, Resource, File); org.apache.ivy.plugins.repository.ResourceHelper.equals(Resource, File); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions); org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.accept(Resource); org.apache.ivy.plugins.resolver.util.ResolverHelper.findAll(Repository, ModuleRevisionId, String, Artifact); org.apache.ivy.plugins.resolver.BasicResolver.locate(Artifact)"
"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler)",HotCallee,"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler); org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler, LexicalHandler)"
org.apache.ivy.util.DefaultMessageLogger.doProgress(),FreqExec,org.apache.ivy.util.DefaultMessageLogger.doProgress(); org.apache.ivy.util.AbstractMessageLogger.progress()
org.apache.ivy.ant.IvyAntVariableContainer.getVariable(String),FreqExec,"org.apache.ivy.ant.IvyAntVariableContainer.getVariable(String); org.apache.ivy.core.settings.IvySettings.getVariable(String); org.apache.ivy.core.IvyPatternHelper.substituteVariables(String, IvyVariableContainer, Stack); org.apache.ivy.ant.IvyAntSettings.defineDefaultSettingFile(IvyVariableContainer); org.apache.ivy.core.settings.XmlSettingsParser$IvyVariableContainerWrapper.getVariable(String); org.apache.ivy.ant.IvyTaskTest.testDefaultSettings(); org.apache.ivy.ant.IvyTaskTest.testReferencedSettings(); org.apache.ivy.ant.IvyConfigureTest.testFile(); org.apache.ivy.ant.IvyConfigureTest.testURL()"
org.apache.ivy.plugins.resolver.FileSystemResolver.addConfiguredIvy(IvyPattern),FreqExec,"org.apache.ivy.plugins.resolver.FileSystemResolver.addConfiguredIvy(IvyPattern); java.lang.reflect.Method.invoke(Object, Object[])"
"org.apache.ivy.core.resolve.IvyNode.getResolvedRevisions(ModuleId, String)",FreqExec,"org.apache.ivy.core.resolve.IvyNode.getResolvedRevisions(ModuleId, String); org.apache.ivy.core.resolve.IvyNodeEviction.isEvicted(String); org.apache.ivy.core.resolve.VisitNode.getResolvedRevisions(ModuleId)"
"org.apache.ivy.core.resolve.ResolveEngine.resolve(URL, ResolveOptions)",HotCallee,"org.apache.ivy.core.resolve.ResolveEngine.resolve(URL, ResolveOptions); org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions); org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean); org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean)"
"org.apache.ivy.core.settings.IvySettings.classForName(String, boolean)",FreqExec,"org.apache.ivy.core.settings.IvySettings.classForName(String, boolean); org.apache.ivy.core.settings.IvySettings.typeDef(String, String, boolean)"
"org.apache.ivy.plugins.version.ChainVersionMatcher.accept(ModuleRevisionId, ModuleDescriptor)",FreqExec,"org.apache.ivy.plugins.version.ChainVersionMatcher.accept(ModuleRevisionId, ModuleDescriptor); org.apache.ivy.plugins.resolver.BasicResolver.checkModuleDescriptorRevision(ModuleDescriptor, ModuleRevisionId); org.apache.ivy.plugins.resolver.BasicResolver.checkDescriptorConsistency(ModuleRevisionId, ModuleDescriptor, ResolvedResource); org.apache.ivy.core.sort.ModuleInSort.match(DependencyDescriptor, VersionMatcher); org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findResource(ResolvedResource[], ResourceMDParser, ModuleRevisionId, Date)"
org.apache.ivy.core.settings.XmlSettingsParser.anyConfiguratorStarted(String),FreqExec,"org.apache.ivy.core.settings.XmlSettingsParser.anyConfiguratorStarted(String); org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes); org.apache.ivy.core.settings.XmlSettingsParser.cachesStarted(String, Map)"
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setPublicationDate(Date),FreqExec,org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setPublicationDate(Date); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser$Parser.infoStarted(Attributes)
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferCompleted(),FreqExec,org.apache.ivy.plugins.repository.AbstractRepository.fireTransferCompleted(); org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.end(CopyProgressEvent)
org.apache.ivy.core.settings.IvyVariableContainerImpl.getVariable(String),FreqExec,"org.apache.ivy.core.settings.IvyVariableContainerImpl.getVariable(String); org.apache.ivy.ant.IvyAntVariableContainer.getVariable(String); org.apache.ivy.core.settings.IvySettings.getVariable(String); org.apache.ivy.core.IvyPatternHelper.substituteVariables(String, IvyVariableContainer, Stack); org.apache.ivy.core.settings.XmlSettingsParser$IvyVariableContainerWrapper.getVariable(String); org.apache.ivy.core.IvyPatternHelper.substituteParams(String, IvyVariableContainer, Stack)"
org.apache.ivy.plugins.resolver.ChainResolver.add(DependencyResolver),FreqExec,"org.apache.ivy.plugins.resolver.ChainResolver.add(DependencyResolver); java.lang.reflect.Method.invoke(Object, Object[]); org.apache.ivy.plugins.resolver.ChainResolverTest.returnFirstChain(); org.apache.ivy.plugins.resolver.ChainResolverTest.chainToPutDefaultModuleInCache(); org.apache.ivy.plugins.resolver.ChainResolverTest.testWithDefault(); org.apache.ivy.plugins.resolver.ChainResolverTest.testLatestRevisionResolve(); org.apache.ivy.plugins.resolver.ChainResolverTest.testDual(); org.apache.ivy.plugins.resolver.ChainResolverTest.testLatestWithDefault(); org.apache.ivy.plugins.resolver.ChainResolverTest.testLatestTimeResolve(); org.apache.ivy.plugins.resolver.ChainResolverTest.testFixedWithDefault(); org.apache.ivy.plugins.resolver.ChainResolverTest.testReturnFirst(); org.apache.ivy.plugins.resolver.ChainResolverTest.testResolveOrder()"
org.apache.ivy.plugins.resolver.FileSystemResolver.FileSystemResolver(),FreqExec,"org.apache.ivy.plugins.resolver.FileSystemResolver.FileSystemResolver(); java.lang.Class.newInstance(); org.apache.ivy.TestHelper.newTestRepository(); org.apache.ivy.plugins.resolver.ChainResolverTest.returnFirstChain(); org.apache.ivy.plugins.resolver.ChainResolverTest.chainToPutDefaultModuleInCache(); org.apache.ivy.plugins.lock.ArtifactLockStrategyTest.createSlowResolver(IvySettings, int); org.apache.ivy.core.resolve.ResolveTest.ivyTestCache(); org.apache.ivy.plugins.resolver.CacheResolver.CacheResolver(); org.apache.ivy.plugins.resolver.CacheResolver.CacheResolver(ResolverSettings)"
org.apache.ivy.Ivy.checkInterrupted(),FreqExec,org.apache.ivy.Ivy.checkInterrupted(); org.apache.ivy.core.IvyContext.checkInterrupted(); org.apache.ivy.core.resolve.ResolveEngine.checkInterrupted(); org.apache.ivy.plugins.resolver.AbstractResolver.checkInterrupted(); org.apache.ivy.Ivy_ESTest.test70(); org.apache.ivy.Ivy_ESTest.test21(); org.apache.ivy.plugins.repository.vsftp.VsftpRepository.checkInterrupted()
org.apache.ivy.core.IvyContext.getCurrentStack(),FreqExec,org.apache.ivy.core.IvyContext.getCurrentStack(); org.apache.ivy.core.IvyContext.getContext(); org.apache.ivy.core.IvyContext.pushContext(IvyContext); org.apache.ivy.core.IvyContext.popContext()
"org.apache.ivy.core.IvyPatternHelper.substituteVariables(String, IvyVariableContainer)",FreqExec,"org.apache.ivy.core.IvyPatternHelper.substituteVariables(String, IvyVariableContainer); org.apache.ivy.core.settings.IvySettings.substitute(String); org.apache.ivy.core.settings.IvyVariableContainerImpl.substitute(String)"
org.apache.ivy.util.Configurator.startCreateChild(String),HotCallee,"org.apache.ivy.util.Configurator.startCreateChild(String); org.apache.ivy.util.Configurator.addChild(ObjectDescriptor, Class, String, Object); org.apache.ivy.util.Configurator.setCurrent(Object, String)"
"org.apache.ivy.plugins.version.ExactVersionMatcher.accept(ModuleRevisionId, ModuleRevisionId)",FreqExec,"org.apache.ivy.plugins.version.ExactVersionMatcher.accept(ModuleRevisionId, ModuleRevisionId); org.apache.ivy.plugins.version.AbstractVersionMatcher.accept(ModuleRevisionId, ModuleDescriptor); org.apache.ivy.plugins.version.ChainVersionMatcher.accept(ModuleRevisionId, ModuleRevisionId)"
