Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description
CXF,CXF-655,String[] cann't be input paras or return value when use doc/lit of code first way,Bug,Closed,Major,Fixed,Daniel Kulp,Freeman Fang,Freeman Fang,5/16/2007 7:56,,8/29/2007 2:02,7/18/2007 21:53,,2.0.1,,,0,1,,,,,,,,,"I've been experimenting with Java-first services (for a friend ;) and
have run into some issues. I am using the latest version off svn HEAD
(the RC has its own set of issues w/ Java-first services). I can break
it in several different and interesting ways.

(1) It appears that I cannot have a string array (String[]) as a return
object for a @WebMethod. If I try, I get the following stacktrace (just
beginning of it):

org.apache.cxf.interceptor.Fault: Marshalling Error: [Ljava.lang.String;
is not known to this context
at
org.apache.cxf.jaxb.JAXBEncoderDecoder.marshall(JAXBEncoderDecoder.java:
149)
...

(2) If I try to use a List<String> as the return object instead, then
there is no exception/fault, but the response does not validate against
the schema. It adds the following complexType to the WSDL:

<xs:complexType final=""#all"" name=""stringArray"">
<xs:sequence>
<xs:element maxOccurs=""unbounded"" minOccurs=""0"" name=""item""
nillable=""true"" type=""xs:string""/>
</xs:sequence>
</xs:complexType>

But that context type is not referred to in the WSDL, as the response
wrapper is still defined like so:

<xsd:element name=""echoStringListResponse""
type=""echoStringListResponse""/>
<xsd:complexType name=""echoStringListResponse"">
<xsd:sequence>
<xsd:element maxOccurs=""unbounded"" minOccurs=""0"" name=""return""
type=""xsd:string""/>
</xsd:sequence>
</xsd:complexType>

But an actual response from the service looks like this:

<soap:Envelope xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/""
xmlns:mysvc=""http://myco.com/svc"">
<soap:Body>
<echoStringListResponse xmlns=""http://myco.com/svc"">
<ns3:return xmlns:ns3=""http://myco.com/svc""
xmlns:ns2=""http://www.w3.org/2005/08/addressing/wsdl""
xmlns=""http://myco.com/svc/types"">
<item xmlns=""""
xmlns:ns4=""http://myco.com/svc/types"">hello1</item>
<item xmlns=""""
xmlns:ns4=""http://myco.com/svc/types"">hello2</item>
<item xmlns=""""
xmlns:ns4=""http://myco.com/svc/types"">hello3</item>
</ns3:return>
</echoStringListResponse>
</soap:Body>
</soap:Envelope>

As you can probably see, there are a number of things wrong above:
- treats ns3:return like a stringArray type not unbounded xsd:string
- sets the namespace of the item elements to """"
- lots of redundant and unneeded namespace declarations

(3) If I have a service with one operation that returns String[] (like
#1 above) and one that returns List<String> (like #2 above), then #1
ceases to fail in the way it had before. Instead of throwing an
exception (as in #1), it now fails the same way #2 does-- by returning a
response that is invalid against the schema (and looks like the
stringArray complex type that mysteriously appeared in the WSDL).

(4) Lastly, if an operation has a String array (String[]) as an input
parameter, then you get the following stack trace (beginning only):

java.lang.ClassCastException: java.lang.Class
at
org.apache.cxf.interceptor.DocLiteralInInterceptor.getPara(DocLiteralInI
nterceptor.java:219)
at
org.apache.cxf.interceptor.DocLiteralInInterceptor.handleMessage(DocLite
ralInInterceptor.java:121)
...

For those of you who are now wondering, incidentally, using a
List<String> as an input parameter does seem to work correctly (aside
from unneeded namespace declarations). So this particular problem is
only for String[].

Although I want to convince my friend to use WSDL-first anyway, I'd
rather that the argument NOT be ""CXF can't do java-first right, so you
have to use WSDL-first"". Because then they might use .NET. Yikes.

Anyone know of any workarounds or know of something I might be doing
wrong?"
CXF,CXF-699,Caching the wsdl that multi endpoints share to speed up the time of the service models building up from the wsdl,New Feature,Closed,Major,Fixed,Daniel Kulp,Willem Jiang,Willem Jiang,6/5/2007 9:19,,2/22/2008 21:36,2/21/2008 19:09,2,2.0.3,,,1,0,,,,,,,,,"In my WAR file I have Spring configuration file which defines collection (about 10) of endpoints (<jaxws:endpoint>).
In every endpoint there is wsdlLocation attribute which defines path to WSDL file.
Unfortunately it takes about 3 minutes to publish all my services.
I suppose that the same wsdl file (which is quite complex) is parsed as many times as number of endpoints.

Is there any option to make this process faster, eg. if every time it is the same file?"
CXF,CXF-700,MTOM sample doesn't seem right,Bug,Closed,Major,Fixed,Freeman Fang,Bozhong Lin,Bozhong Lin,6/5/2007 9:36,,8/29/2007 2:04,6/12/2007 9:10,2.0-RC,2,,,0,0,,,,,,,,,"The sample does not annotate schema type to let JAXB know about the possible candidate field for MTOM optimization. If one add that annotate to schema type, then the sample doesn't compile at all. Please refer to MToM user guide here: http://cwiki.apache.org/CXF20DOC/mtom-attachments.html"
CXF,CXF-723,"The ""time"" logging in both the WSS4JInInterceptor and the WSS4JOutInterceptor contains incorrect or redundant information",Bug,Closed,Minor,Fixed,Daniel Kulp,Colm O hEigeartaigh,Colm O hEigeartaigh,6/12/2007 11:08,,8/29/2007 2:04,6/12/2007 18:23,,2,WS-* Components,,0,0,,,,,,,,,"Both WSS4JInInterceptor and WSS4JOutInterceptor give the user the ability to see
how much system time is spent in each phase of processing the message. However,
there are some flaws with the way this is implemented:

WSS4JOutInterceptor:

1) The ""t3"" variable is superfluous, as is the log message '""request to CXF= "" + (t3 - t2)'
(which will always be ~0).

WSS4JInInterceptor:

1) The ""t3"" variable is defined as 0, which means that the log message 
'"" request to CXF= "" + (t3 - t2)' gives a (wildly) incorrect result, eg;

FINE: Receive request: total= 47 request preparation= 0 request processing= 47 
request to CXF= -1181643784031 header, cert verify, timestamp= 1181643784031

The same applies for the log message '"" header, cert verify, timestamp= "" + (t4 - t3)'

Please see the attached patch for a fix for this."
CXF,CXF-747,Redundant Interceptors in the request-response chain while using Provider API,Bug,Closed,Major,Fixed,Jervis Liu,Ajay Paibir,Ajay Paibir,6/26/2007 14:03,,7/5/2007 2:07,7/5/2007 2:07,2,2.0.1,JAX-WS Runtime,,0,0,,,,,,,,,"If the Provider API is used in MESSAGE or PAYLOAD mode Then there are couple of redundant interceptors like WrapperClassInInterceptor, HolderInInterceptor present in the chain. Also the response chain would be having the symmetric out interceptors that are not required.
Along the lines of Dispatch Interceptor chain , these interceptors also are a candidate fro removal."
CXF,CXF-850,"performance of repeated calls to jaxws.Service.createPort is poor, jaxb context is created every time",Bug,Closed,Major,Fixed,Daniel Kulp,Gary Tully,Gary Tully,7/26/2007 13:43,,8/8/2007 11:01,7/26/2007 16:25,2.0.1,2.0.1,JAX-WS Runtime,,0,0,,,,,,,,,the JAXBContext should be cached
CXF,CXF-929,Https connections recreated for each request,Bug,Closed,Major,Fixed,Daniel Kulp,Daniel Kulp,Daniel Kulp,8/21/2007 17:17,,10/5/2007 16:46,8/21/2007 20:23,2.0.1,2.0.2,Transports,,0,0,,,,,,,,,"
It looks like the Https connections are being recreated for each request which is causing about a 1 second handshake delay per request. The Https stuff needs to honor keep-alives and such to make subsequent requests faster.



"
CXF,CXF-931,UNnecessary library dependency,Improvement,Closed,Trivial,Duplicate,Unassigned,Toralf Richter,Toralf Richter,8/22/2007 7:38,,8/28/2007 19:19,8/28/2007 19:19,2.0.1,2.0.2,,,0,0,,,,,,,,Any,"I am using CXF inside / integrated with Spring. It seems that org.apache.cxf.frontend.ClientFactoryBean has a dependency on org/apache/geronimo/mail/util/StringBufferOutputStream from geronimo-javamail_1.4_spec-1.0-M1.jar, which does not really seem to make sense. 
Any other StringBufferOutputStream would probably do as well. If not using the Mail-API or when using the SUN equivalent this dependency forces to carry around the geronimo JAR which is need for nothing but the single class mentioned."
CXF,CXF-934,Remove redundant configuration in WS-Security unit tests,Bug,Closed,Minor,Fixed,Unassigned,Colm O hEigeartaigh,Colm O hEigeartaigh,8/22/2007 14:06,,7/15/2008 12:11,8/23/2007 9:17,2.1,2.0.2,WS-* Components,,0,0,,,,,,,,,"
In the WS-Security unit tests there is some redundant configuration in the *properties files, e.g;
""org.apache.ws.security.crypto.merlin.alias.password"" is not used by merlin. There are also some redundant xfire configuration tags. See enclosed patch for this."
CXF,CXF-952,RESTful services must include a package-info.java to set the elementFormDefault to QUALIFIED,Bug,Closed,Major,Fixed,Unassigned,Adrian Trenaman,Adrian Trenaman,8/29/2007 8:51,,10/5/2009 19:37,10/3/2009 17:37,2.0.1,2.2.2,Core,,0,1,,,,,,,,,"-- Extract from email sent to cxf-dev --

Hi all,

I've been playing with the RESTful service support and I've come across some issues that really slowed me down :( I'm describing them here (and their workarounds) in case any users find it useful. I'm also wondering if some of these might be classified as bugs - please advise!

Here's what happened: based on the docu in the CXF wiki User Guide [1], I developed a RESTful service: everything was going fine until I implemented a PUT method for an update. 

--- in play/Contacts.java ---
@Put
@HttpResource(location=""/people/{id}"") 
void updatePerson(Person person);
--- 

First problem: I didn't realise that I needed to have a package-info.java in the package. Without this, my Person object (which represents the payload of the PUT) has null contents in the serverside code. Through a lot of trial and error I discovered that I hadn't included package-info.java file in the Java package (it's still not clear to me why I should need it...). 

Also, I've found that elementFormDefault must be QUALIFIED - making this UNQUALIFIED doesn't work (see package-info.java below)

--- package-info.java ---
@javax.xml.bind.annotation.XmlSchema(
namespace = ""http://play/"", 
elementFormDefault = javax.xml.bind.annotation.XmlNsForm.QUALIFIED
)
package play;
------"
CXF,CXF-954,Null pointer exception when prefixed XML sent to RESTful SERVCIE,Bug,Closed,Major,Duplicate,Unassigned,Adrian Trenaman,Adrian Trenaman,8/29/2007 8:56,,10/5/2009 19:37,10/3/2009 17:39,2.0.1,2.2.2,Core,,0,0,,,,,,,,,"I originally sent the following in email to cxf-dev: 

---
Hi all,

I've been playing with the RESTful service support and I've come across some issues that really slowed me down :( I'm describing them here (and their workarounds) in case any users find it useful. I'm also wondering if some of these might be classified as bugs - please advise!

Here's what happened: based on the docu in the CXF wiki User Guide [1], I developed a RESTful service: everything was going fine until I implemented a PUT method for an update. 

--- in play/Contacts.java ---
@Put
@HttpResource(location=""/people/{id}"") 
void updatePerson(Person person);
--- 
: : : 

Second problem: for some reason CXF insists that the payload document's root element is not prefixed with an XML namespace prefix. For example; the following valid XML results in a server-side NullPointerException.

<ns2:Person xmlns:ns2=""http://play/"">
<age>34</age>
<email>sdfdfdf</email>
<firstName>Adrian</firstName>
<id>42</id>
<lastName>Trenaman</lastName>
</ns2:Person>

To get it to work, I had to re-jig the XML so that Person is not prefixed (see below). I have a feeling that this problem is related to how we inject the id parameter into the Person XML, perhaps using an unqualified X-Path like ""Person/id"", but am not 100% sure. 

<Person xmlns=""http://play/"">
<age>34</age>
<email>sdfdfdf</email>
<firstName>Adrian</firstName>
<id>42</id>
<lastName>Trenaman</lastName>
</Person>
---

The exception stack trace is:

29-Aug-2007 09:52:51 org.apache.cxf.binding.http.interceptor.DispatchInterceptor handleMessage
INFO: Invoking PUT on /people/123
29-Aug-2007 09:52:51 org.apache.cxf.binding.http.interceptor.URIParameterInInterceptor handleMessage
INFO: URIParameterInterceptor handle message on path [/people/123] with content-type [null]
29-Aug-2007 09:52:52 org.apache.cxf.phase.PhaseInterceptorChain doIntercept
INFO: Interceptor has thrown exception, unwinding now
java.lang.NullPointerException
at org.apache.cxf.binding.http.IriDecoderHelper.getElement(IriDecoderHelper.java:345)
at org.apache.cxf.binding.http.IriDecoderHelper.interopolateParams(IriDecoderHelper.java:295)
at org.apache.cxf.binding.http.interceptor.URIParameterInInterceptor.mergeParams(URIParameterInInterceptor.java:124)
at org.apache.cxf.binding.http.interceptor.URIParameterInInterceptor.handleMessage(URIParameterInInterceptor.java:105)
at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207)
at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:73)
at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.serviceRequest(JettyHTTPDestination.java:256)
at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.doService(JettyHTTPDestination.java:212)
at org.apache.cxf.transport.http_jetty.JettyHTTPHandler.handle(JettyHTTPHandler.java:54)
at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:712)
at org.mortbay.jetty.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:211)
at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:139)
at org.mortbay.jetty.Server.handle(Server.java:313)
at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:506)
at org.mortbay.jetty.HttpConnection$RequestHandler.content(HttpConnection.java:844)
at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:644)
at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:205)
at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:381)
at org.mortbay.io.nio.SelectChannelEndPoint.run(SelectChannelEndPoint.java:396)
at org.mortbay.thread.BoundedThreadPool$PoolThread.run(BoundedThreadPool.java:442)"
CXF,CXF-1058,java.lang.ClassCastException: java.io.BufferedOutputStream during large message transfer,Bug,Closed,Major,Fixed,Sean O'Callaghan,Ryan Moquin,Ryan Moquin,9/22/2007 5:43,,4/30/2008 14:57,4/14/2008 15:55,2.0.1,2.1,JAX-WS Runtime,,0,0,,,,,,,,"Windows XP, Servicemix 3.2, CXF 2.0.1","Returning a large amount of data from a CXF webservice causes the following error:

Sep 21, 2007 12:00:29 PM org.apache.cxf.transport.jbi.JBIDestinationOutputStream commitOutputMessage
SEVERE: error sending Out message
java.lang.ClassCastException: java.io.BufferedOutputStream
at org.apache.cxf.transport.jbi.JBIDestinationOutputStream.commitOutputMessage(JBIDestinationOutputStream.java:76
)
at org.apache.cxf.transport.jbi.JBIDestinationOutputStream.doClose(JBIDestinationOutputStream.java :62)
at org.apache.cxf.io.CachedOutputStream.close(CachedOutputStream.java:119)
at org.apache.cxf.transport.AbstractConduit.close(AbstractConduit.java:66)
at org.apache.cxf.interceptor.MessageSenderInterceptor$MessageSenderEndingInterceptor.handleMessage (MessageSender
Interceptor.java:62)
at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207)
at org.apache.cxf.interceptor.OutgoingChainInterceptor.handleMessage( OutgoingChainInterceptor.java :73)
at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207)
at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:73)
at org.apache.cxf.transport.jbi.JBIDispatcherUtil.dispatch(JBIDispatcherUtil.java:148)
at org.apache.servicemix.cxfse.CxfSeEndpoint.process(CxfSeEndpoint.java:167)
at org.apache.servicemix.common.AsyncBaseLifeCycle.doProcess (AsyncBaseLifeCycle.java:538)

This line of code causes the exception in JBIDestinationOutputStream:
ByteArrayOutputStream baos = (ByteArrayOutputStream)getOut();

Guillaume Nodet has given me an untested patch that he thought might fix the issue. I have written a unittest which performs a write with a large amount of data and then attempts to close the stream. Without the attached patch applied, the unit test will fail, but with it applied, the test passes.

The CachedOutputStream class is really a haven for this sort of error since it seems that subclasses and invokers of this class seem to be assuming that the getOut() method will magically return the correct type of class that they need, but there are 3 types that could possibly be returned. I would also suggest that to eliminate future errors, that this class use a ByteBuffer internally instead of dynamically manipulating OutputStreams (this would also make more sense if this class is meant to cache the data to be written). It would be much easier to use one type consistently in this class rather than several. The only problem I can see which this approach (which is why I haven't tried to implement it) is the constructor that allows a PipedInputStream. If you guys are interested, I can implement a ByteBuffer internally, change getOut() to return a concrete OutputStream class (to eliminate ClassCastExceptions, or it could return the DataBuffer) and then write the DataBuffer to a stream when the data is to be committed. This would be easy depending on the PipedInputStream in the constructor. Using a directbuffer would probably make it pretty fast as well."
CXF,CXF-1138,Deploy source code to maven repo when doing a build,Improvement,Closed,Major,Invalid,Unassigned,Christian Schneider,Christian Schneider,10/25/2007 21:32,,10/29/2007 18:54,10/29/2007 18:54,,Invalid,Build system,,0,0,,,,,,,,,"The public repository does not seem to contain the sources for cxf. When I started with cxf I built my project with maven but I could not debug into cxf as the sources where missing. What I did to solve the problem for me was simply to load the sources and do the maven build with:

mvn -Pfastinstall source:jar install
instead:
mvn -Pfastinstall

Deploying the build in this way would enable a novice user to start with a sample project and still be able to look into the code without any special effort.
So could you perhaps simply change the standard build procedure to include the sources?
"
CXF,CXF-1158,configurability of endpoint rewrting,New Feature,Closed,Major,Fixed,Unassigned,Christian Vest Hansen,Christian Vest Hansen,10/31/2007 10:31,,12/5/2007 19:23,11/1/2007 18:41,2.0.2,2.0.3,Configuration,,0,0,,,,,,,,,"I deploy a CXF web service to a cluster that sits behind a content switch.

We have HTTPS on the content switch for security, but internally in
the cluster we use plain HTTP for speed.

Now, CXF has a habit of rewriting my carefully crafted endpoint URLs
in my WSDL, thus reporting plain HTTP endpoints on the services/ page
and in the final WSDL, when in fact they should be HTTPS.

What I'de like is an attribute on the jaxws:endpoint element, could be a
boolean 'rewriteUrl' that defaults to true, so that I can disable this 
functionality and thereby force CXF to use the endpoint url in verbatim 
from the WSDL."
