id, seed, size, upperDepth, upperWidth, lowerDepth, lowerWidth
133,org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.setReadingDirection(READING_DIRECTION),1,0,0,0,0
134,org.apache.pdfbox.pdmodel.fdf.FDFDictionary.getID(),53,10,12,2,1
135,org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.calcColorTable(),163,13,21,14,13
136,"org.apache.pdfbox.multipdf.PDFMergerUtility.appendDocument(PDDocument, PDDocument)",523,15,55,7,77
137,org.apache.pdfbox.pdmodel.common.COSArrayList.listIterator(),1,0,0,0,0
138,"org.apache.pdfbox.util.Matrix.translate(float, float)",5,0,0,2,2
139,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText.setFringe(PDRectangle),17,4,5,3,2
140,"org.apache.pdfbox.pdmodel.PDPageTree.get(int, COSDictionary, int)",30,5,6,3,6
141,org.apache.pdfbox.pdfparser.BaseParser.readLong(),85,7,20,3,4
142,org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.readPage(),2,1,1,0,0
143,org.apache.pdfbox.pdmodel.font.PDCIDFontType2.getBoundingBox(),19,0,0,5,6
144,org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getTrueTypeFont(),90,7,40,0,0
145,"org.apache.pdfbox.contentstream.operator.state.SetLineMiterLimit.process(Operator, List)",6,0,0,2,4
146,org.apache.pdfbox.examples.pdmodel.ImageToPDF.main(String[]),161,0,0,9,44
147,org.apache.pdfbox.pdfparser.COSParser.isLenient(),246,11,62,0,0
148,org.apache.pdfbox.preflight.annotation.AnnotationValidator.checkColors(),123,7,14,10,16
149,org.apache.pdfbox.io.MemoryUsageSetting.getMaxMainMemoryBytes(),8,2,6,0,0
150,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setAnnotationFlags(int),35,5,14,3,2
151,org.apache.pdfbox.filter.CCITTFaxFilter.invertBitmap(byte[]),41,8,13,0,0
152,org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData.getFile(),9,0,0,4,3
153,org.apache.pdfbox.pdmodel.interactive.form.PDNonTerminalField.PDNonTerminalField(PDAcroForm),4,0,0,2,2
154,org.apache.pdfbox.debugger.ui.textsearcher.Searcher.insertUpdate(DocumentEvent),11,0,0,4,6
155,org.apache.pdfbox.pdmodel.fdf.FDFOptionElement.FDFOptionElement(),6,0,0,2,3
156,org.apache.pdfbox.debugger.hexviewer.HexEditor.HexEditor(HexModel),17,2,2,3,10
157,org.apache.pdfbox.cos.COSName.writePDF(OutputStream),25,5,13,1,1
158,"org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.createFromFile(PDDocument, File)",90,6,8,9,16
159,"org.apache.pdfbox.cos.COSDictionary.getDate(COSName, Calendar)",24,3,2,6,5
160,org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFontWeight(float),57,7,22,3,2
161,"org.apache.pdfbox.multipdf.Overlay.LayoutPage.LayoutPage(PDRectangle, COSStream, COSDictionary)",87,8,24,0,0
162,"org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder.TrueTypeEmbedder(PDDocument, COSDictionary, TrueTypeFont, boolean)",127,10,13,7,25
163,org.apache.pdfbox.pdmodel.common.COSDictionaryMap.containsValue(Object),1,0,0,0,0
164,org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace.getWhitepoint(),18,4,3,2,5
165,"org.apache.pdfbox.preflight.content.PreflightStreamEngine.registerError(String, String, boolean, Throwable)",12,1,2,3,3
166,org.apache.pdfbox.text.PDFTextStripper.matchListItemPattern(PositionWrapper),27,4,11,1,4
167,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getLine(),7,0,0,2,4
168,org.apache.pdfbox.text.PDFTextStripper.getSpacingTolerance(),84,5,33,0,0
169,"org.apache.pdfbox.debugger.ui.PDFTreeModel.getIndexOfChild(Object, Object)",13,0,0,2,9
170,org.apache.pdfbox.preflight.PreflightContext.addValidationErrors(List),42,6,16,2,3
171,org.apache.pdfbox.pdmodel.PDResources.getCOSObject(),295,9,64,0,0
172,"org.apache.pdfbox.debugger.flagbitspane.FlagBitsPaneView.FlagBitsPaneView(String, String, Object[][], String[])",18,4,11,1,1
173,org.apache.pdfbox.pdmodel.common.function.PDFunction.getRangeForOutput(int),72,12,17,3,2
174,org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource.getBytes(),28,1,1,7,7
175,org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode.PDDestinationNameTreeNode(COSDictionary),7,3,2,1,1
176,org.apache.pdfbox.pdmodel.interactive.action.PDAction.PDAction(),12,2,3,4,2
177,org.apache.pdfbox.pdmodel.common.COSArrayList.size(),1,0,0,0,0
178,org.apache.pdfbox.pdmodel.font.PDCIDFont.getWidthFromFont(int),2,1,1,0,0
179,org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification.setFile(String),4,0,0,2,2
180,org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions.getWC(),25,0,0,4,16
181,org.apache.pdfbox.pdmodel.interactive.action.PDActionURI.PDActionURI(COSDictionary),26,4,15,1,1
182,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink.getPreviousURI(),9,0,0,3,3
183,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.loadDiskCache(List),18,5,7,2,4
184,org.apache.pdfbox.cos.COSInteger.get(long),743,16,117,1,1
185,org.apache.pdfbox.debugger.PDFDebugger.createViewMenu.(Anon_8).actionPerformed(ActionEvent),41,0,0,6,15
186,org.apache.pdfbox.pdmodel.font.PDFontDescriptor.PDFontDescriptor(COSDictionary),84,9,22,0,0
187,org.apache.pdfbox.preflight.process.CatalogValidationProcess.validateNames(PreflightContext),111,10,25,4,6
188,org.apache.pdfbox.pdfparser.PDFStreamParser.readOperator(),73,5,26,3,5
189,org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary.getType(),9,0,0,4,3
190,org.apache.pdfbox.pdmodel.PDPageTree.remove(int),37,5,5,4,10
191,org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getContents(),6,0,0,3,2
192,org.apache.pdfbox.debugger.ui.MenuBase.setMenu(JMenu),5,2,2,0,0
193,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getRolloverCaption(),10,0,0,4,3
194,org.apache.pdfbox.cos.COSArray.COSArray(),1178,16,308,0,0
195,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle.initFringe(Element),93,7,37,4,6
196,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createImageFormStream(PDDocument),19,0,0,7,8
197,org.apache.pdfbox.debugger.flagbitspane.SigFlag.getFlagValue(),8,0,0,6,2
198,org.apache.pdfbox.pdmodel.common.PDRectangle.setUpperRightY(float),585,16,117,2,2
199,org.apache.pdfbox.pdmodel.PageMode.stringValue(),7,4,2,0,0
200,org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes.isIsolated(),8,0,0,5,2
201,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination.PDPageFitDestination(COSArray),13,3,9,1,1
202,org.apache.pdfbox.pdmodel.common.COSDictionaryMap.values(),1,0,0,0,0
203,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode.PDOutlineNode(COSDictionary),11,4,3,1,1
204,org.apache.pdfbox.pdmodel.fdf.FDFCatalog.setVersion(String),6,0,0,3,2
205,org.apache.pdfbox.multipdf.Overlay.getLayoutPage(PDDocument),351,17,59,7,23
206,"org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.getTrueTypeFont(String, File)",8,3,4,1,1
207,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.signatureImage(String),3,0,0,2,1
208,"org.apache.pdfbox.preflight.process.BookmarkValidationProcess.checkIndirectObjects(PreflightContext, COSDictionary)",75,6,16,5,4
209,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict.getNonEFontNoWarn(),7,0,0,5,2
210,org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace.toRGB(float[]),320,14,47,0,0
211,org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties.PDOptionalContentProperties(COSDictionary),4,3,1,0,0
212,org.apache.pdfbox.multipdf.PDFCloneUtility.cloneForNewDocument(Object),287,7,81,6,13
213,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.setImage(PDImageXObject),62,11,10,0,0
214,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getHolderForm(),109,10,51,0,0
215,org.apache.pdfbox.examples.rendering.CustomGraphicsStreamEngine.fillAndStrokePath(int),1,0,0,0,0
216,"org.apache.pdfbox.cos.COSDictionary.getEmbeddedString(String, COSName)",11,0,0,5,3
217,"org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.readlong(char, RandomAccess)",13,4,5,1,1
218,"org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite.BlendCompositeContext.BlendCompositeContext(ColorModel, ColorModel, RenderingHints)",2,1,1,0,0
219,"org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.getItemsFromPair(COSBase, int)",10,4,2,2,3
220,org.apache.pdfbox.multipdf.Splitter.processPages(),184,1,1,9,53
221,org.apache.pdfbox.preflight.integration.AbstractInvalidFileTester.after(),2,0,0,1,1
222,"org.apache.pdfbox.examples.lucene.LucenePDFDocument.addUnstoredKeywordField(Document, String, String)",559,16,132,0,0
223,org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory.newSecurityHandlerForPolicy(ProtectionPolicy),21,7,6,1,1
224,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject.getOwner(),11,2,2,3,3
225,org.apache.pdfbox.pdmodel.font.PDFont.getWidths(),110,8,27,2,5
226,org.apache.pdfbox.preflight.annotation.AnnotationValidator.setFactory(AnnotationValidatorFactory),18,4,6,0,0
227,org.apache.pdfbox.pdmodel.PDDocumentInformation.setTitle(String),12,3,3,3,3
228,org.apache.pdfbox.cos.COSNumber.get(String),600,16,91,3,2
229,org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject.setBBox(PDRectangle),769,16,118,2,4
230,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setContents(String),517,16,78,3,3
231,org.apache.pdfbox.debugger.streampane.StreamPane.requestImageShowing(),142,6,10,10,36
232,org.apache.pdfbox.pdfparser.SequentialSource.peek(),91,7,46,0,0
233,org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch.getO(),6,0,0,3,2
234,org.apache.pdfbox.pdmodel.font.PDType3CharProc.getContents(),24,0,0,7,8
235,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getBorderColour(),102,9,23,3,4
236,org.apache.pdfbox.pdmodel.interactive.form.PDComboBox.PDComboBox(PDAcroForm),21,0,0,7,5
237,"org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject.PDFormXObject(COSStream, ResourceCache)",52,10,9,4,3
238,org.apache.pdfbox.io.RandomAccessBuffer.write(int),4,0,0,2,2
239,org.apache.pdfbox.cos.COSString.getBytes(),633,11,100,0,0
240,"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty.PDUserProperty(COSDictionary, PDUserAttributeObject)",8,3,4,1,1
241,"org.apache.pdfbox.preflight.action.ThreadAction.ThreadAction(ActionManagerFactory, COSDictionary, PreflightContext, String)",18,4,10,1,1
242,org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead.getPage(),7,0,0,3,2
243,org.apache.pdfbox.cos.COSArray.clear(),8,3,3,0,0
244,org.apache.pdfbox.pdmodel.common.PDRectangle.getCOSObject(),32,8,10,0,0
245,org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification.getFileDos(),11,2,4,3,2
246,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary.setNormalAppearance(PDAppearanceStream),741,16,107,3,2
247,org.apache.pdfbox.examples.interactive.form.PrintFields.usage(),310,16,65,0,0
248,org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.getCOSObject(),284,8,77,0,0
249,org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState.getStrokingColor(),277,14,43,0,0
250,"org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext.generatePatch(Point2D[], float[][])",23,0,0,6,6
251,org.apache.pdfbox.pdmodel.fdf.FDFIconFit.getScaleOption(),7,0,0,3,3
252,org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject.PDFormXObject(PDStream),130,8,32,4,3
253,org.apache.pdfbox.cos.COSStream.setFilters(COSBase),3,0,0,2,1
254,org.apache.pdfbox.pdmodel.font.ToUnicodeWriter.stringToHex(String),4,2,2,0,0
255,org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript.PDActionJavaScript(),321,16,61,4,3
256,org.apache.pdfbox.pdmodel.PDPage.getCOSObject(),462,8,155,0,0
257,"org.apache.pdfbox.pdmodel.PDDocumentCatalog.PDDocumentCatalog(PDDocument, COSDictionary)",10,4,4,0,0
258,org.apache.pdfbox.pdmodel.PDDocumentInformation.getTrapped(),561,15,132,3,3
259,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode.setOpenCount(int),28,6,6,3,2
260,org.apache.pdfbox.pdmodel.font.PDCIDFont.getWidthForCID(int),9,2,2,3,2
261,org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(String),275,8,74,2,2
262,"org.apache.pdfbox.preflight.integration.AbstractInvalidFileTester.AbstractInvalidFileTester(File, String)",1,0,0,0,0
