method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.avro.protobuf.ProtobufDatumReader.ProtobufDatumReader(Schema),12,60,8,24,3,2
org.apache.avro.mapred.AvroMultipleOutputs.getNamedOutputs(),-1,1,0,0,0,0
"org.apache.avro.ipc.specific.SpecificRequestor.SpecificRequestor(Protocol, Transceiver)",12,4,0,0,2,2
"org.apache.avro.io.JsonDecoder.JsonDecoder(Schema, String)",8,16,1,1,7,3
"org.apache.avro.mapred.Pair.Pair(Float, CharSequence)",12,27,0,0,7,9
"org.apache.avro.generic.GenericData.setField(Object, String, int, Object)",1,146,7,53,1,1
org.apache.avro.file.codec.CustomCodec.hashCode(),12,2,0,0,1,1
org.apache.avro.SchemaBuilder.FieldAssembler.endRecord(),12,4,0,0,2,2
org.apache.avro.io.Perf.printHeader(),12,4,2,2,0,0
org.apache.avro.thrift.test.Nested.getX(),12,2,1,1,0,0
org.apache.avro.file.DataFileWriter.assertOpen(),2,54,6,20,1,1
org.apache.avro.io.BlockingBinaryEncoder.bytesBuffered(),12,2,0,0,1,1
org.apache.avro.thrift.test.FooOrBar.setFoo(String),12,3,2,1,0,0
"org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int)",12,13,0,0,5,5
org.apache.avro.tool.IdlToSchemataTool.getOutputDirectory(List),12,9,5,2,0,0
"org.apache.trevni.avro.AvroColumnator.p(String, String, String)",2,17,3,12,0,0
org.apache.avro.Schema.LockableArrayList.ensureUnlocked(),0,9,1,8,0,0
org.apache.avro.file.FileReader.sync(long),0,4,2,2,0,0
"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.compactAndFill(byte[], int, int, int)",12,2,0,0,1,1
org.apache.avro.file.DataFileWriter.DataFileWriter(DatumWriter),0,287,8,84,0,0
org.apache.avro.Schema.createArray(Schema),3,120,5,68,3,1
"org.apache.avro.ipc.reflect.ReflectResponder.ReflectResponder(Protocol, Object, ReflectData)",10,108,9,26,13,10
org.apache.avro.Schema.UnionSchema.equals(Object),12,2,0,0,1,1
org.apache.avro.ipc.stats.Histogram.getRecentAdditions(),12,14,2,12,0,0
org.apache.avro.file.DataFileStream.blockFinished(),5,36,7,9,0,0
"org.apache.avro.ipc.Requestor.Response.Response(Request, BinaryDecoder)",0,361,16,80,0,0
org.apache.avro.util.internal.JacksonUtils.toObject(JsonNode),2,28,3,11,3,7
org.apache.avro.hadoop.file.SortedKeyValueFile.Reader.Options.getPath(),12,91,8,29,0,0
org.apache.avro.file.FileReader.pastSync(long),0,25,5,13,0,0
"org.apache.avro.ipc.reflect.ReflectRequestor.getClient(Class, Transceiver)",12,101,0,0,10,37
org.apache.avro.mapred.FsInput.tell(),0,68,8,19,0,0
"org.apache.avro.mapred.Pair.makePairSchema(Schema, Schema)",5,25,1,1,4,9
org.apache.avro.thrift.test.Foo.add_args.unsetNum1(),12,7,3,3,0,0
org.apache.avro.hadoop.io.AvroSequenceFile.Writer.Options.getFileSystem(),5,24,6,9,0,0
"org.apache.avro.Conversions.DecimalConversion.toFixed(BigDecimal, Schema, LogicalType)",12,5,0,0,2,3
org.apache.avro.io.JsonDecoder.readNull(),12,11,0,0,4,4
org.apache.trevni.avro.mapreduce.AvroTrevniKeyValueRecordReader.nextKeyValue(),12,63,0,0,7,17
org.apache.avro.util.Utf8.setLength(int),1,8,2,4,1,1
org.apache.avro.util.WeakIdentityHashMap.size(),12,2,0,0,1,1
org.apache.trevni.avro.AvroColumnReader.hasNext(),5,58,7,17,0,0
org.apache.avro.SchemaBuilder.ArrayDefault.ArrayDefault(FieldBuilder),1,10,3,3,1,1
"org.apache.avro.SchemaBuilder.FieldAssembler.nullableDouble(String, double)",12,78,0,0,8,17
org.apache.avro.mapred.tether.TetheredProcess.close(),1,47,7,16,1,2
org.apache.avro.hadoop.file.SortedKeyValueFile.Writer.Options.getCodec(),12,69,8,17,0,0
"org.apache.avro.tool.DataFileRepairTool.innerRecover(DataFileReader, DataFileWriter, PrintStream, PrintStream, boolean, boolean, Schema, File)",12,149,4,9,7,37
"org.apache.avro.Protocol.Protocol(String, String, String)",4,75,5,28,1,1
"org.apache.avro.ipc.generic.GenericResponder.writeError(Schema, Object, Encoder)",12,7,0,0,3,3
org.apache.avro.Schema.Field.name(),0,387,6,148,0,0
org.apache.avro.io.JsonEncoder.writeArrayEnd(),12,8,0,0,3,3
org.apache.avro.ipc.specific.SpecificRequestor.getDatumWriter(Schema),12,10,3,3,3,2
"org.apache.avro.specific.SpecificData.createSchema(java.lang.reflect.Type, Map)",4,77,4,24,4,12
"org.apache.avro.protobuf.ProtobufDatumReader.readBytes(Object, Decoder)",12,3,0,0,2,1
"org.apache.avro.Schema.getRequiredText(JsonNode, String, String)",12,68,10,21,2,2
"org.apache.avro.reflect.ReflectData.getField(Object, String, int)",12,16,0,0,7,4
org.apache.avro.LogicalTypes.decimal(int),12,4,0,0,3,1
org.apache.avro.io.parsing.SkipParser.skipRepeater(),3,14,4,3,2,3
"org.apache.avro.mapred.AvroUtf8InputFormat.getRecordReader(InputSplit, JobConf, Reporter)",12,2,0,0,1,1
"org.apache.avro.ValidateCanRead.validate(Schema, Schema)",12,101,0,0,10,27
"org.apache.avro.ipc.NettyTransceiver.NettyTransceiver(InetSocketAddress, ChannelFactory, Map)",1,6,2,2,2,1
org.apache.trevni.avro.mapreduce.AvroTrevniKeyValueRecordWriter.AvroTrevniKeyValueRecordWriter(TaskAttemptContext),12,77,1,1,7,28
"org.apache.avro.SchemaNormalization.fingerprint(String, byte[])",12,18,5,11,1,1
"org.apache.avro.io.DirectBinaryDecoder.ByteReader.read(ByteBuffer, int)",0,7,3,2,0,0
org.apache.avro.SchemaBuilder.UnionFieldTypeBuilder.booleanType(),12,30,0,0,6,10
org.apache.avro.ipc.NettyTransportCodec.NettyDataPack.setDatas(List),12,341,16,81,0,0
org.apache.avro.file.DataFileReader12.tell(),12,3,0,0,2,1
org.apache.avro.FooBarSpecificRecord.Builder.clearNicknames(),12,2,0,0,1,1
org.apache.avro.ipc.Requestor.addRPCPlugin(RPCPlugin),-1,1,0,0,0,0
"org.apache.avro.ipc.CallFuture.await(long, TimeUnit)",-1,1,0,0,0,0
org.apache.avro.LogicalTypes.Date.validate(Schema),12,5,0,0,3,2
"org.apache.avro.generic.GenericData.Record.put(String, Object)",12,4,0,0,1,3
org.apache.avro.ipc.stats.StatsServlet.writeStats(Writer),12,22,1,1,3,17
"org.apache.avro.ipc.NettyTransceiver.NettyClientAvroHandler.handleUpstream(ChannelHandlerContext, ChannelEvent)",12,3,0,0,2,1
"org.apache.avro.specific.SpecificRecordBase.put(String, Object)",12,6,0,0,2,4
org.apache.avro.file.BZip2Codec.decompress(ByteBuffer),-1,1,0,0,0,0
org.apache.avro.hadoop.io.AvroSerialization.getKeyWriterSchema(Configuration),2,24,4,10,2,1
org.apache.avro.io.ValidatingEncoder.writeInt(int),12,8,0,0,3,3
"org.apache.avro.util.WeakIdentityHashMap.put(K, V)",12,3,0,0,1,2
org.apache.trevni.avro.AvroTrevniInputFormat.getRecordReader.(Anon_1).close(),12,2,0,0,1,1
"org.apache.avro.SchemaCompatibility.ReaderWriter.ReaderWriter(Schema, Schema)",12,22,5,12,0,0
org.apache.avro.SchemaBuilder.BaseTypeBuilder.enumeration(String),12,23,7,9,5,1
"org.apache.avro.ipc.HttpServer.HttpServer(Responder, String, int)",12,3,0,0,1,2
"org.apache.avro.io.Encoder.writeBytes(byte[], int, int)",0,10,4,3,0,0
org.apache.avro.thrift.test.FooOrBar.equals(Object),12,2,0,0,1,1
org.apache.avro.protobuf.ProtobufData.getSchema(Class),5,64,5,3,6,24
org.apache.avro.io.ValidatingDecoder.arrayNext(),4,114,7,42,3,3
org.apache.avro.file.SeekableFileInput.tell(),-1,1,0,0,0,0
"org.apache.avro.mapred.Pair.Pair(Void, Void)",12,27,0,0,7,9
org.apache.avro.mapred.AvroUtf8InputFormat.Utf8LineRecordReader.getPos(),-1,1,0,0,0,0
"org.apache.avro.io.BlockingBinaryEncoder.BlockingBinaryEncoder(OutputStream, int, int)",12,14,2,1,4,3
org.apache.avro.SchemaBuilder.builder(),4,50,7,7,5,9
org.apache.avro.Schema.Type.Type(),-1,1,0,0,0,0
org.apache.avro.io.JsonDecoder.skipBytes(),12,11,0,0,4,4
"org.apache.avro.Conversion.toFloat(T, Schema, LogicalType)",4,16,2,13,1,1
"org.apache.avro.io.parsing.Symbol.repeat(Symbol, Symbol...)",3,89,8,24,2,2
org.apache.avro.util.ByteBufferOutputStream.prepend(List),8,338,15,81,0,0
org.apache.avro.Protocol.Message.getErrors(),0,376,15,72,0,0
"org.apache.avro.SchemaBuilder.FixedBuilder.FixedBuilder(Completion, NameContext, String)",2,5,1,1,3,1
org.apache.avro.io.BinaryDecoder.innerLongDecode(long),2,7,4,3,0,0
org.apache.avro.RandomData.iterator.(Anon_1).next(),12,20,0,0,4,12
org.apache.avro.hadoop.io.AvroDatumConverterFactory.LongWritableConverter.convert(LongWritable),-1,1,0,0,0,0
org.apache.avro.thrift.test.FooOrBar.enumForId(short),12,3,0,0,2,1
"org.apache.avro.SchemaBuilder.StringBldr.StringBldr(Completion, NameContext)",4,7,1,1,4,2
org.apache.avro.FooBarSpecificRecord.Builder.setNicknames(java.util.List),12,11,0,0,3,4
org.apache.avro.io.BufferedBinaryEncoder.OutputStreamSink.innerWrite(ByteBuffer),-1,1,0,0,0,0
org.apache.avro.mapred.AvroJob.getDataModelClass(Configuration),0,5,2,3,0,0
org.apache.avro.ipc.Responder.Responder(Protocol),8,27,1,1,10,10
"org.apache.avro.mojo.IDLProtocolMojo.doCompile(String, File, File)",12,109,0,0,7,24
org.apache.avro.thrift.test.Foo.add_args.add_args(add_args),12,2,1,1,0,0
"org.apache.avro.mapred.Pair.Pair(Integer, CharSequence)",12,27,0,0,7,9
org.apache.avro.specific.SpecificRecordBase.hashCode(),12,41,0,0,5,17
org.apache.trevni.avro.AvroColumnator.isSimple(Schema),1,62,4,19,1,1
"org.apache.avro.SchemaBuilder.ArrayBuilder.create(Completion, NameContext)",0,11,3,3,1,1
org.apache.avro.Protocol.TwoWayMessage.hashCode(),12,5,0,0,3,2
"org.apache.avro.ipc.reflect.ReflectResponder.ReflectResponder(Protocol, Object)",12,33,0,0,14,10
org.apache.avro.ipc.SaslSocketTransceiver.transceive(List),12,11,0,0,2,6
org.apache.avro.generic.GenericData.getRecordSchema(Object),1,67,7,32,1,1
org.apache.avro.util.Utf8.set(String),12,3,0,0,2,1
org.apache.avro.Schema.LockableArrayList.LockableArrayList(E...),0,71,10,27,0,0
org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),3,16,4,5,2,4
org.apache.avro.io.BinaryDecoder.readBytes(ByteBuffer),3,64,6,24,4,3
org.apache.avro.io.BinaryDecoder.ByteSource.ByteSource(),1,3,1,2,0,0
"org.apache.avro.ipc.reflect.ReflectRequestor.ReflectRequestor(Class, Transceiver, ReflectData)",12,100,4,1,9,37
org.apache.avro.thrift.test.Foo.zip_args.writeObject(java.io.ObjectOutputStream),12,2,0,0,1,1
org.apache.avro.FooBarSpecificRecord.Builder.Builder(),12,6,0,0,4,2
org.apache.avro.mapred.Pair.get(int),-1,1,0,0,0,0
org.apache.avro.io.Encoder.writeBytes(byte[]),1,6,3,2,1,1
org.apache.avro.LogicalTypes.Decimal.addToSchema(Schema),12,7,0,0,4,3
org.apache.avro.FooBarSpecificRecord.Builder.hasRelatedids(),12,2,0,0,1,1
org.apache.avro.file.DataFileStream.DataBlock.getAsByteBuffer(),0,35,6,8,0,0
org.apache.avro.SchemaBuilder.BaseTypeBuilder.doubleType(),12,38,5,4,6,10
"org.apache.avro.mapred.tether.TetherTask.input(ByteBuffer, long)",12,237,1,1,14,56
org.apache.avro.Schema.getType(),0,499,7,278,0,0
org.apache.avro.tool.Util.close(OutputStream),-1,1,0,0,0,0
"org.apache.avro.tool.CatTool.run(InputStream, PrintStream, PrintStream, List)",12,138,0,0,7,34
"org.apache.avro.mapred.Pair.Pair(CharSequence, Integer)",12,27,0,0,7,9
"org.apache.avro.RandomData.generate(Schema, Random, int)",12,20,1,1,3,12
org.apache.avro.io.Perf.largeArraySize(Random),12,4,2,2,0,0
"org.apache.avro.reflect.ArrayAccessor.readArray(Object, Class, long, ResolvingDecoder)",12,28,1,1,5,8
org.apache.avro.SchemaBuilder.BaseTypeBuilder.bytesBuilder(),12,26,7,8,6,2
org.apache.avro.Schema.setFields(List),1,158,10,75,1,1
"org.apache.avro.mapred.tether.WordCountTask.reduceFlush(Pair, Collector)",12,99,0,0,9,34
org.apache.avro.specific.SpecificExceptionBase.SpecificExceptionBase(Object),12,2,0,0,1,1
org.apache.avro.mapred.DelegatingMapper.configure(JobConf),-1,1,0,0,0,0
org.apache.avro.io.ValidatingDecoder.readInt(),3,25,3,7,3,3
org.apache.avro.ipc.NettyTransportCodec.NettyDataPack.getDatas(),0,348,16,81,0,0
"org.apache.avro.ipc.HttpServer.HttpServer(Responder, Connector)",12,3,0,0,1,2
org.apache.avro.ipc.SocketTransceiver.readBuffers(),-1,1,0,0,0,0
"org.apache.avro.SchemaBuilder.RecordBuilder.RecordBuilder(Completion, NameContext, String)",2,5,1,1,3,1
"org.apache.avro.io.EncoderFactory.blockingBinaryEncoder(OutputStream, BinaryEncoder)",12,14,0,0,4,5
org.apache.avro.hadoop.io.AvroKeyValue.Iterator.next(),12,2,0,0,1,1
org.apache.avro.mapred.tether.WordCountTask.main(String[]),12,29,0,0,8,9
org.apache.avro.mapred.SequenceFileReader.(Anon_8).convert(Writable),-1,1,0,0,0,0
org.apache.avro.file.DataFileReader.SeekableInputStream.SeekableInputStream(SeekableInput),0,55,7,17,0,0
org.apache.avro.io.DirectBinaryEncoder.configure(OutputStream),0,3,1,2,0,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, CharSequence)",12,28,0,0,7,9
org.apache.avro.file.DeflateCodec.getDeflater(),12,4,2,2,0,0
org.apache.avro.Schema.Names.get(Object),4,82,9,30,4,10
org.apache.avro.mapred.tether.TetherJob.getExecutable(JobConf),0,2,1,1,0,0
org.apache.avro.hadoop.file.SortedKeyValueFile.Writer.Options.getIndexInterval(),12,69,8,17,0,0
org.apache.avro.thrift.test.FooOrBar.writeObject(java.io.ObjectOutputStream),-1,1,0,0,0,0
"org.apache.avro.SchemaCompatibility.lookupWriterField(Schema, Field)",12,22,4,10,2,4
org.apache.avro.ipc.stats.FakeTicks.passTime(long),-1,1,0,0,0,0
org.apache.avro.mapred.AvroMultipleOutputs.RecordWriterWithCounter.close(Reporter),-1,1,0,0,0,0
"org.apache.avro.io.parsing.Symbol.Alternative.flatten(Map, Map)",12,5,0,0,3,2
org.apache.avro.io.BufferedBinaryEncoder.flush(),4,12,4,3,2,2
"org.apache.avro.mapred.FsInput.FsInput(Path, FileSystem)",-1,1,0,0,0,0
"org.apache.avro.generic.GenericDatumWriter.resolveUnion(Schema, Object)",4,94,6,27,4,18
org.apache.avro.io.BinaryDecoder.ByteSource.trySkipBytes(long),12,5,2,3,0,0
org.apache.avro.util.ByteBufferOutputStream.writeBuffer(ByteBuffer),12,2,0,0,1,1
"org.apache.avro.io.BinaryData.skipLong(byte[], int)",12,35,6,20,0,0
org.apache.avro.thrift.test.Foo.ping_result.ping_result(ping_result),12,2,1,1,0,0
org.apache.avro.tool.Util.createFromFS(String),0,147,8,42,0,0
org.apache.avro.thrift.test.Foo.ping_args.fieldForId(int),12,2,0,0,1,1
