class path,method name,method arguments,Time,OwnTime,count
lang\java\ipc\src\main\java\org\apache\avro\ipc\RPCPlugin.java,<init>,,0,0,31
lang\java\avro\src\main\java\org\apache\avro\io\BinaryDecoder.java,doSkipItems,,0,0,11
lang\java\avro\src\main\java\org\apache\avro\Schema.java,parseAliases,JsonNode,0,0,6
lang\java\avro\src\main\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,generate,"Schema, Map",2,0,3
lang\java\mapred\src\main\java\org\apache\avro\mapred\AvroValue.java,<init>,Object,0,0,12
lang\java\avro\src\main\java\org\apache\avro\io\DirectBinaryDecoder.java,doSkipBytes,long,0,0,4
lang\java\trevni\core\src\main\java\org\apache\trevni\TrevniRuntimeException.java,<init>,String,0,0,8
lang\java\ipc\src\main\java\org\apache\avro\ipc\SaslSocketServer.java,<init>,"Responder, SocketAddress, SaslSocketServer$SaslServerFactory",5,0,2
lang\java\avro\src\main\java\org\apache\avro\file\SnappyCodec.java,<init>,,0,0,9
lang\java\ipc\src\main\java\org\apache\avro\ipc\Transceiver.java,<init>,,0,0,25
lang\java\avro\src\main\java\org\apache\avro\io\BlockingBinaryEncoder.java,writeInt,int,9727,0,4
lang\java\avro\src\main\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,encode,"Encoder, Schema, JsonNode",2,0,1
lang\java\avro\src\main\java\org\apache\avro\file\DataFileStream.java,getMeta,String,0,0,2
lang\java\avro\src\main\java\org\apache\avro\io\EncoderFactory.java,binaryEncoder,"OutputStream, BinaryEncoder",0,0,6
lang\java\avro\src\main\java\org\apache\avro\util\WeakIdentityHashMap.java,put,"Object, Object",0,0,14
lang\java\avro\src\main\java\org\apache\avro\io\DirectBinaryDecoder.java,<init>,InputStream,0,0,72
lang\java\tools\src\main\java\org\apache\avro\tool\DataFileRepairTool.java,<init>,,0,0,3
lang\java\avro\src\main\java\org\apache\avro\io\DirectBinaryEncoder.java,writeLong,long,0,0,9
lang\java\avro\src\test\java\org\apache\avro\io\LegacyBinaryEncoder.java,setItemCount,long,0,0,12
lang\java\mapred\src\main\java\org\apache\avro\mapred\tether\TetherKeySerialization.java,<init>,,0,0,5
lang\java\avro\src\main\java\org\apache\avro\io\ValidatingEncoder.java,writeString,String,0,0,3
lang\java\mapred\src\main\java\org\apache\avro\mapred\HadoopReducer.java,getCollector,OutputCollector,0,0,2
