class path,method name,method arguments,Time,OwnTime,count
examples\src\test\java\org\apache\pdfbox\examples\pdfa\CreatePDFATest.java,testCreatePDFA,,3844,0,1
examples\src\test\java\org\apache\pdfbox\examples\pdmodel\TestCreateSignature.java,testCreateVisibleSignature,,1917,0,1
examples\src\main\java\org\apache\pdfbox\examples\pdmodel\CreatePDFA.java,main,String[],1836,0,2
preflight\src\main\java\org\apache\pdfbox\preflight\PreflightDocument.java,validate,,24750,0,209
preflight\src\main\java\org\apache\pdfbox\preflight\utils\ContextHelper.java,callValidation,"PreflightContext, Object, String",24746,2,3794
preflight\src\main\java\org\apache\pdfbox\preflight\utils\ContextHelper.java,validateElement,"PreflightContext, String",24745,0,1872
preflight\src\main\java\org\apache\pdfbox\preflight\utils\ContextHelper.java,validateElement,"PreflightContext, Object, String",17460,0,1922
preflight\src\main\java\org\apache\pdfbox\preflight\process\PageTreeValidationProcess.java,validate,PreflightContext,17227,0,208
preflight\src\main\java\org\apache\pdfbox\preflight\process\PageTreeValidationProcess.java,validatePage,"PreflightContext, PDPage",17217,0,208
preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\SinglePageValidationProcess.java,validate,PreflightContext,17213,0,208
preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\SinglePageValidationProcess.java,validateResources,"PreflightContext, PDPage",12219,0,208
preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\ResourcesValidationProcess.java,validate,PreflightContext,12395,0,233
preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\ResourcesValidationProcess.java,validateFonts,"PreflightContext, PDResources",12071,0,233
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontFactory.java,createFont,COSDictionary,81066,4,1098
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDType0Font.java,<init>,COSDictionary,9995,0,45
preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\ResourcesValidationProcess.java,getFonts,"COSDictionary, PreflightContext",8531,0,233
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFont.java,<init>,COSDictionary,3695,3,1097
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,addAFM,"String, String",6290,1,140
fontbox\src\main\java\org\apache\fontbox\afm\AFMParser.java,parse,boolean,6114,0,136
fontbox\src\main\java\org\apache\fontbox\afm\AFMParser.java,parseFontMetric,boolean,6114,34,136
fontbox\src\main\java\org\apache\fontbox\afm\AFMParser.java,parseCharMetric,,5791,370,40388
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,write,"PDDocument, SignatureInterface",19455,1,72
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,accept,ICOSVisitor,10214,0,72
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromDocument,COSDocument,10214,1,72
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,saveIncremental,OutputStream,1324,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteSignature,,1078,0,3
examples\src\main\java\org\apache\pdfbox\examples\signature\CreateSignatureBase.java,sign,InputStream,1045,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDType0Font.java,load,"PDDocument, File",1045,0,2
examples\src\test\java\org\apache\pdfbox\examples\pdmodel\TestCreateSignature.java,setUp,,943,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDType0Font.java,<init>,"PDDocument, TrueTypeFont, boolean",2315,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDCIDFontType2Embedder.java,<init>,"PDDocument, COSDictionary, TrueTypeFont, boolean, PDType0Font",2236,1,3
examples\src\main\java\org\apache\pdfbox\examples\signature\CreateVisibleSignature.java,signPDF,"File, File",828,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDCIDFontType2Embedder.java,buildToUnicodeCMap,Map,2193,4,5
examples\src\main\java\org\apache\pdfbox\examples\signature\CreateSignature.java,signDetached,"File, File, TSAClient",730,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\ToUnicodeWriter.java,writeTo,OutputStream,1952,39,5
examples\src\main\java\org\apache\pdfbox\examples\signature\CreateSignature.java,signDetached,"PDDocument, OutputStream, TSAClient",652,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,addAFM,String,2771,0,60
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parse,,115924,0,491
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,initialParse,,115716,5,490
fontbox\src\main\java\org\apache\fontbox\afm\AFMParser.java,readLine,,2294,510,42020
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\COSParser.java,parseDictObjects,"COSDictionary, COSName[]",97702,411,819
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\COSParser.java,parseObjectDynamically,"COSObject, boolean",97132,19,58457
examples\src\test\java\org\apache\pdfbox\examples\pdmodel\TestCreateSignature.java,testDetachedSHA256WithTSA,,474,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\COSParser.java,parseObjectDynamically,"long, int, boolean",75011,17,14533
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\COSParser.java,parseFileObject,"Long, COSObjectKey, COSObject",71206,41,12959
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,File,30525,0,120
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, String, MemoryUsageSetting",30524,0,120
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, String, InputStream, String, MemoryUsageSetting",71792,1,183
examples\src\test\java\org\apache\pdfbox\examples\pdmodel\TestCreateSignature.java,testDetachedSHA256,,432,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\ToUnicodeWriter.java,stringToHex,String,984,10,6371
examples\src\test\java\org\apache\pdfbox\examples\pdmodel\TestCreateSignature.java,checkSignature,File,327,0,2
examples\src\main\java\org\apache\pdfbox\examples\signature\CreateSignature.java,signDetached,"File, File",298,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\ToUnicodeWriter.java,toHex,int,820,6,12742
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteBody,COSDocument,8930,0,72
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteObjects,,8926,5,144
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteObject,COSBase,8919,20,4246
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromDictionary,COSDictionary,3577,56,8261
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,accept,ICOSVisitor,3229,1,2739
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,writeString,"byte[], boolean, OutputStream",1772,84,7317
pdfbox\src\main\java\org\apache\pdfbox\cos\COSString.java,accept,ICOSVisitor,2448,2,6796
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromString,COSString,2446,4,6796
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,writeString,"COSString, OutputStream",1764,2,6806
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\BaseParser.java,parseDirObject,,30789,1444,798502
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\BaseParser.java,parseCOSDictionary,,25334,214,70707
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\BaseParser.java,parseCOSDictionaryNameValuePair,COSDictionary,24215,209,233671
pdfbox\src\main\java\org\apache\pdfbox\util\Hex.java,getBytes,byte,7761,309,931384
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\COSParser.java,parseCOSStream,COSDictionary,53014,54,15690
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\BaseParser.java,parseCOSDictionaryValue,,18905,254,233671
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\COSParser.java,readValidStream,"OutputStream, COSNumber",50323,18,15690
pdfbox\src\main\java\org\apache\pdfbox\io\RandomAccessOutputStream.java,write,int,55153,12291,57972731
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,<init>,"String, String, String, String",2898,1,1029
xmpbox\src\main\java\org\apache\xmpbox\type\TypeMapping.java,<init>,XMPMetadata,3252,0,1196
xmpbox\src\main\java\org\apache\xmpbox\type\TypeMapping.java,initialize,,3251,29,1196
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,<init>,,2128,0,798
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createXMPMetadata,,1748,0,631
