method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
"org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId)",2,282,15,64,2,6
org.apache.ivy.ant.IvyDeliver.doExecute(),20,277,0,0,15,67
org.apache.ivy.core.IvyPatternHelper.OriginalArtifactNameValue.toString(),20,196,0,0,11,44
"org.apache.ivy.osgi.obr.xml.CapabilityAdapter.adapt(BundleInfo, Capability)",20,25,2,1,4,9
"org.apache.ivy.plugins.resolver.BasicResolver.check(Resource, File, String)",20,28,3,2,4,8
org.apache.ivy.plugins.resolver.AbstractResolver.setName(String),0,34,9,9,0,0
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getDefaultScope(PomDependencyData),20,224,16,45,3,7
org.apache.ivy.util.cli.CommandLine.hasOption(String),20,602,15,138,0,0
org.apache.ivy.ant.IvyBuildList.setSkipbuildwithoutivy(boolean),20,11,0,0,4,5
org.apache.ivy.core.cache.RepositoryCacheManager.clean(),20,46,8,10,0,0
"org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes)",20,175,0,0,6,50
org.apache.ivy.osgi.util.VersionRange.VersionRange(String),1,15,1,1,3,6
org.apache.ivy.core.resolve.IvyNode.getAllCallersModuleIds(),15,31,6,10,1,1
"org.apache.ivy.plugins.repository.jar.JarRepository.get(String, File)",20,161,0,0,14,47
"org.apache.ivy.osgi.repo.FSManifestIterable.(Anon_1).accept(File, String)",-1,1,0,0,0,0
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter.printExclusions(ExcludeRule[], PrintWriter, int)",20,7,1,1,1,5
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setHomePage(String),0,400,13,85,0,0
org.apache.ivy.core.sort.SortEngine.getVersionMatcher(),4,53,7,12,1,1
org.apache.ivy.plugins.repository.vfs.VfsRepository.VfsRepository(),20,3,2,1,0,0
org.apache.ivy.util.Credentials.getPasswd(),0,191,15,42,0,0
"org.apache.ivy.osgi.repo.AbstractOSGiResolver.findResource(ResolvedResource[], ResourceMDParser, ModuleRevisionId, Date)",20,268,7,11,15,41
org.apache.ivy.osgi.p2.P2MetadataParser.FromHandler.FromHandler(),20,8,0,0,4,3
org.apache.ivy.ant.IvyDeliver.setPubbranch(String),20,353,16,64,0,0
org.apache.ivy.plugins.repository.ssh.Scp.FileInfo.setLength(long),1,4,2,2,0,0
org.apache.ivy.plugins.repository.ssh.SshCache.Entry.getPort(),12,157,14,45,0,0
"org.apache.ivy.ant.IvyBuildList.processFilterNodeFromRoot(ModuleDescriptor, Set, Map)",20,18,5,5,1,3
org.apache.ivy.core.settings.IvySettings.getVariables(),-1,1,0,0,0,0
"org.apache.ivy.util.Configurator.ObjectDescriptor.addAddMethod(String, Method)",1,8,2,6,0,0
org.apache.ivy.core.publish.PublishOptions.isUpdate(),13,284,14,43,0,0
org.apache.ivy.plugins.version.AbstractVersionMatcher.getSettings(),0,10,5,3,0,0
org.apache.ivy.tools.analyser.JarModule.toString(),20,3,0,0,2,1
"org.apache.ivy.core.resolve.IvyNode.addRootModuleConfigurations(IvyNodeUsage, String, String[])",15,280,14,44,1,3
org.apache.ivy.ant.IvyBuildList.setOnMissingDescriptor(String),-1,1,0,0,0,0
"org.apache.ivy.core.resolve.IvyNodeCallers.Caller.updateConfs(String, String[])",15,4,2,2,0,0
org.apache.ivy.core.cache.ResolutionCacheManager.clean(),20,46,8,10,0,0
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.updateLastCommandTime(),5,41,6,13,0,0
org.apache.ivy.core.event.EventManager.fireIvyEvent(IvyEvent),1,715,13,155,1,1
org.apache.ivy.util.filter.ArtifactTypeFilter.accept(Object),20,2,0,0,1,1
"org.apache.ivy.core.module.descriptor.Configuration.Configuration(String, Visibility, String, String[], boolean, String)",2,269,17,44,4,1
"org.apache.ivy.Ivy14.setVariable(String, String)",20,87,0,0,9,25
"org.apache.ivy.util.MockMessageLogger.rawlog(String, int)",-1,1,0,0,0,0
org.apache.ivy.osgi.util.VersionRange.VersionRangeParser.parse(),1,14,2,1,2,7
org.apache.ivy.plugins.parser.m2.PomReader.getLicenses(),20,378,12,97,2,4
"org.apache.ivy.core.resolve.IvyNode.setPendingConflicts(ModuleId, String, Collection)",15,361,15,47,2,1
org.apache.ivy.core.module.id.ModuleId.hashCode(),0,13,2,9,0,0
"org.apache.ivy.core.settings.IvySettings.typeDef(String, String, boolean)",4,15,1,2,5,5
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.addConfiguredArtifact(IvyPattern),20,8,4,2,1,1
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getDependencyMgtExclusions(ModuleDescriptor, String, String)",20,226,16,44,4,6
org.apache.ivy.plugins.circular.ErrorCircularDependencyStrategy.getInstance(),4,6,3,3,0,0
org.apache.ivy.osgi.obr.xml.RequirementFilter.toString(),1,23,5,7,1,1
"org.apache.ivy.core.resolve.IvyNode.findArtifactsMatching(IncludeRule, Map)",4,80,8,20,3,6
org.apache.ivy.core.module.descriptor.DependencyArtifactDescriptor.getType(),0,96,7,45,0,0
"org.apache.ivy.util.Configurator.MacroDef.addElement(String, boolean)",20,8,3,1,2,3
org.apache.ivy.util.Credentials.getPasswdAsStars(),2,5,3,2,0,0
org.apache.ivy.ant.IvyDeliver.isReplaceForcedRev(),20,277,16,67,0,0
org.apache.ivy.core.resolve.IvyNodeEviction.ModuleIdConf.getConf(),0,6,2,3,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.writeInheritedConfigurations(ModuleDescriptor),20,30,3,10,3,6
"org.apache.ivy.plugins.resolver.DependencyResolver.beginPublishTransaction(ModuleRevisionId, boolean)",0,677,13,105,0,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getCollectionForConfiguration(String, Map)",0,4,1,3,0,0
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.setIndent(int, String)",1,3,1,1,1,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getIncludeRules(String[]),20,3,0,0,2,1
"org.apache.ivy.osgi.util.DelegetingHandler.doUnparsedEntityDecl(String, String, String, String)",20,2,1,1,0,0
org.apache.ivy.ant.IvyBuildList.setOnlydirectdep(boolean),-1,1,0,0,0,0
org.apache.ivy.ant.IvyPublish.setHaltonmissing(boolean),-1,1,0,0,0,0
"org.apache.ivy.plugins.resolver.RepositoryResolver.findDynamicResourceUsingPattern(ResourceMDParser, ModuleRevisionId, String, Artifact, Date)",15,263,3,8,14,47
org.apache.ivy.plugins.resolver.IBiblioResolver.setUseMavenMetadata(boolean),-1,1,0,0,0,0
org.apache.ivy.core.module.descriptor.Artifact.getUrl(),0,276,13,47,0,0
org.apache.ivy.util.MockMessageLogger.getLogs(),-1,1,0,0,0,0
org.apache.ivy.plugins.resolver.IvyRepResolver.listOrganisations(),20,28,0,0,4,8
org.apache.ivy.osgi.obr.filter.CompareFilter.equals(Object),-1,1,0,0,0,0
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.originalToCachedModuleDescriptor(DependencyResolver, ResolvedResource, Artifact, ResolvedModuleRevision, ModuleDescriptorWriter)",20,141,0,0,8,26
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.parse(),7,95,5,6,7,18
org.apache.ivy.core.report.ConfigurationResolveReport.getDownloadReports(ModuleRevisionId),0,256,21,38,1,1
org.apache.ivy.core.search.ModuleEntry.getResolver(),1,6,2,2,1,1
org.apache.ivy.plugins.resolver.FileSystemResolver.addArtifactPattern(String),8,41,7,10,3,2
"org.apache.ivy.plugins.repository.vfs.VfsResource.VfsResource(String, FileSystemManager)",0,170,15,45,0,0
org.apache.ivy.core.module.status.Status.isIntegration(),1,4,2,2,0,0
org.apache.ivy.plugins.parser.m2.PomReader.getDescription(),20,378,12,99,2,2
org.apache.ivy.osgi.updatesite.xml.FeatureParser.LicenseHandler.handleAttributes(Attributes),-1,1,0,0,0,0
org.apache.ivy.ant.IvyDependencyConf.createMapped(),-1,1,0,0,0,0
org.apache.ivy.core.resolve.VisitNode.markEvicted(EvictionData),15,361,15,47,5,6
org.apache.ivy.util.CopyProgressEvent.getReadBytes(),0,16,4,7,0,0
org.apache.ivy.util.FileUtil.dissect(String),0,2,1,1,0,0
org.apache.ivy.ant.AntBuildTrigger.markBuilt(File),20,155,13,43,0,0
org.apache.ivy.util.ChecksumHelper.byteArrayToHexString(byte[]),1,4,3,1,0,0
org.apache.ivy.ant.IvyTask.isValidate(),-1,1,0,0,0,0
org.apache.ivy.core.settings.IvySettings.addVersionMatcher(VersionMatcher),2,16,2,3,2,5
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.PomModuleDescriptorBuilder(ModuleDescriptorParser, Resource, ParserSettings)",20,378,12,95,2,7
"org.apache.ivy.util.Message.log(int, String)",4,22,2,2,4,6
org.apache.ivy.util.MemoryUtil.getUsedMemory(),0,206,17,43,1,1
"org.apache.ivy.osgi.util.Version.Version(String, String)",20,2,0,0,1,1
org.apache.ivy.core.settings.IvySettings.getVersionMatcher(),4,888,13,120,4,6
"org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage)",15,302,4,5,14,53
org.apache.ivy.core.retrieve.RetrieveReport.getRetrievedFiles(),20,368,14,75,0,0
org.apache.ivy.core.module.descriptor.DependencyDescriptor.getExcludeRules(String),2,23,3,19,0,0
org.apache.ivy.core.module.descriptor.DependencyDescriptor.getIncludeRules(String),0,24,3,19,0,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.newMatcher(String),20,4,0,0,3,1
org.apache.ivy.osgi.updatesite.xml.FeatureParser.UrlHandler.UrlHandler(),20,14,3,5,2,4
org.apache.ivy.plugins.repository.sftp.SFTPRepository.list(String),20,187,0,0,16,43
"org.apache.ivy.util.Configurator.MacroDef.play(Configurator, Map, Map)",20,53,0,0,5,19
"org.apache.ivy.osgi.obr.xml.RequirementAdapter.parseCompareFilter(CompareFilter, boolean)",20,9,2,2,1,5
org.apache.ivy.plugins.resolver.packager.BuiltFileResource.BuiltFileResource(File),0,23,6,10,0,0
"org.apache.ivy.core.event.resolve.StartResolveDependencyEvent.StartResolveDependencyEvent(DependencyResolver, DependencyDescriptor, ModuleRevisionId)",15,291,14,45,13,47
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.ExtendedBuffer.getContext(),20,30,5,10,0,0
org.apache.ivy.plugins.repository.vfs.VfsTestHelper.VfsTestHelper(),20,136,0,0,9,38
org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry.getParsers(),-1,1,0,0,0,0
org.apache.ivy.ant.IvyPostResolveTask.setResolveId(String),-1,1,0,0,0,0
org.apache.ivy.core.settings.IvySettings.getCircularDependencyStrategy(),6,142,12,29,1,1
org.apache.ivy.plugins.resolver.VsftpResolver.setAuthentication(String),20,4,0,0,2,2
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getArchivePathInCache(Artifact),20,23,0,0,5,10
org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.getModuleDescriptorParser(),20,42,5,19,0,0
org.apache.ivy.plugins.repository.jar.JarResource.toString(),20,2,0,0,1,1
org.apache.ivy.plugins.lock.AbstractLockStrategy.isDebugLocking(),0,19,6,6,0,0
org.apache.ivy.core.cache.ArtifactOrigin.unkwnown(Artifact),2,268,15,37,2,1
org.apache.ivy.Ivy.getIvyVersion(),0,673,15,142,0,0
org.apache.ivy.plugins.resolver.AbstractResolver.toSystem(MetadataArtifactDownloadReport),14,456,12,80,7,21
org.apache.ivy.core.settings.IvySettings.dumpSettings(),6,69,6,9,4,12
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getIncludeRules(String),20,3,1,1,1,1
org.apache.ivy.plugins.report.ReportOutputter.getName(),2,5,3,2,0,0
"org.apache.ivy.plugins.resolver.FileSystemResolver.getDestination(String, Artifact, ModuleRevisionId)",20,37,0,0,7,13
org.apache.ivy.core.settings.IvySettings.getMatcher(String),0,779,15,105,0,0
org.apache.ivy.plugins.repository.LazyResource.setExists(boolean),20,9,2,7,0,0
org.apache.ivy.core.resolve.IvyNode.getRequiredConfigurations(),20,2,1,1,0,0
org.apache.ivy.osgi.obr.xml.OBRXMLParser.CapabilityHandler.CapabilityHandler.(Anon_8).childHanlded(DelegetingHandler),20,3,0,0,2,1
org.apache.ivy.osgi.repo.AbstractOSGiResolver.ensureInit(),0,3,1,1,1,1
org.apache.ivy.util.url.URLHandler.URLInfo.getBodyCharset(),4,16,5,5,0,0
org.apache.ivy.ant.IvyResolve.setCache(File),20,2,0,0,1,1
org.apache.ivy.plugins.resolver.IBiblioResolver.getPattern(),20,33,6,10,0,0
org.apache.ivy.ant.IvyArtifactProperty.setName(String),-1,1,0,0,0,0
org.apache.ivy.plugins.resolver.CacheResolver.exists(Artifact),20,57,0,0,7,20
org.apache.ivy.util.MockMessageLogger.assertLogDoesntContain(String),20,2,0,0,1,1
org.apache.ivy.core.module.status.StatusManager.isIntegration(String),20,160,13,45,4,5
org.apache.ivy.plugins.repository.ssh.SshRepository.openStream(SshResource),20,188,1,1,15,43
org.apache.ivy.Ivy.listModules(String),20,15,1,1,3,8
org.apache.ivy.ant.IvyResources.size(),-1,1,0,0,0,0
org.apache.ivy.core.module.id.ModuleRevisionId.encodeToString(),17,623,14,97,1,3
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.printExtraAttributes(ExtendableItem, PrintWriter, String)",1,81,3,55,2,2
org.apache.ivy.core.repository.RepositoryManagementEngine.getModuleIdsNumber(),20,2,0,0,1,1
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.computeResourceNameHash(Resource),20,280,16,37,1,2
org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(String),0,15,4,6,0,0
"org.apache.ivy.util.url.ApacheURLLister.retrieveListing(URL, boolean, boolean)",4,19,1,3,4,6
org.apache.ivy.core.resolve.IvyNodeEviction.isCompletelyEvicted(),14,204,1,1,18,46
org.apache.ivy.util.cli.CommandLineParser.addCategory(String),20,12,3,8,0,0
org.apache.ivy.plugins.lock.FileBasedLockStrategy.CreateFileLocker.CreateFileLocker(boolean),0,5,3,2,0,0
org.apache.ivy.osgi.core.BundleInfo.getUri(),0,268,17,44,0,0
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.Parser(ModuleDescriptorParser, ParserSettings)",0,43,5,19,1,1
"org.apache.ivy.plugins.resolver.IvyRepResolver.getDependency(DependencyDescriptor, ResolveData)",20,463,0,0,12,99
org.apache.ivy.osgi.updatesite.xml.Require.setPlugin(String),20,7,2,5,0,0
org.apache.ivy.util.Message.warn(String),3,1366,12,497,3,5
org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule.initStandardAttributes(),1,12,3,1,1,8
org.apache.ivy.osgi.util.VersionRange.toString(),1,17,5,5,2,1
"org.apache.ivy.core.publish.PublishEngine.publish(ModuleRevisionId, Collection, String, PublishOptions)",13,285,1,1,13,44
"org.apache.ivy.core.module.descriptor.OverrideDependencyDescriptorMediator.OverrideDependencyDescriptorMediator(String, String)",2,29,4,19,0,0
org.apache.ivy.osgi.obr.filter.RequirementFilterParser.Parser.parseMultiOperator(MultiOperatorFilter),20,20,0,0,4,6
"org.apache.ivy.core.event.resolve.ResolveEvent.ResolveEvent(String, ModuleDescriptor, String[])",17,166,2,6,12,47
org.apache.ivy.osgi.core.OSGiManifestParser.getInstance(),0,403,18,63,0,0
org.apache.ivy.util.AbstractMessageLogger.warn(String),20,3,0,0,1,2
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.addTTL(Map, PatternMatcher, long)",20,9,3,2,2,2
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.write(ModuleDescriptor, File)",4,730,15,147,7,44
org.apache.ivy.core.settings.IvySettings.setDefaultConflictManager(ConflictManager),20,27,5,11,0,0
org.apache.ivy.util.url.URLHandlerDispatcher.getURLInfo(URL),20,3,0,0,1,2
"org.apache.ivy.plugins.version.VersionMatcher.accept(ModuleRevisionId, ModuleRevisionId)",0,385,15,61,0,0
"org.apache.ivy.plugins.conflict.ConflictManager.handleAllBlacklistedRevisions(DependencyDescriptor, Collection)",13,220,15,43,0,0
org.apache.ivy.osgi.p2.P2MetadataParser.ArtifactsHandler.handleAttributes(Attributes),-1,1,0,0,0,0
org.apache.ivy.core.resolve.VisitNode.getRequiredConfigurations(),20,2,0,0,1,1
org.apache.ivy.osgi.updatesite.xml.EclipseFeature.setApplication(String),20,17,4,13,0,0
org.apache.ivy.core.cache.ArtifactOrigin.getLastChecked(),9,76,9,15,0,0
org.apache.ivy.util.url.URLHandler.URLInfo.getLastModified(),0,9,2,5,0,0
org.apache.ivy.core.resolve.IvyNodeCallers.Caller.getCallerConfigurations(),1,39,6,19,0,0
org.apache.ivy.osgi.updatesite.xml.EclipseFeature.getLicense(),16,23,3,20,0,0
"org.apache.ivy.util.ChecksumHelper.computeAsString(File, String)",1,36,6,9,2,2
"org.apache.ivy.Main.initSettings(CommandLine, Ivy)",20,602,15,103,9,42
org.apache.ivy.plugins.parser.m2.PomReader.AddDTDFilterInputStream.AddDTDFilterInputStream(InputStream),20,9,3,6,0,0
"org.apache.ivy.util.Configurator.MacroRecord.recordChild(String, Object)",1,17,4,7,2,1
org.apache.ivy.core.deliver.DeliverOptions.setStatus(String),20,602,15,135,0,0
"org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId, String, String, String)",20,35,0,0,6,12
org.apache.ivy.core.retrieve.RetrieveReport.setRetrieveRoot(File),12,246,12,45,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.extendsStarted(Attributes),20,399,9,49,11,46
org.apache.ivy.core.settings.IvySettings.addConfigured(PatternMatcher),20,6,0,0,3,2
"org.apache.ivy.plugins.resolver.CacheResolver.publish(Artifact, File, boolean)",20,236,0,0,16,38
org.apache.ivy.plugins.resolver.AbstractResolver.setChangingMatcher(String),20,3,2,1,0,0
org.apache.ivy.ant.IvyTask.setSettingsRef(Reference),6,366,16,63,0,0
org.apache.ivy.core.report.ResolveReport.setResolveTime(long),17,623,14,97,0,0
org.apache.ivy.plugins.resolver.IvyRepResolver.listModules(OrganisationEntry),20,18,0,0,3,8
"org.apache.ivy.core.event.IvyEventFilter.IvyEventFilter(String, String, PatternMatcher)",1,153,13,47,2,3
