method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.ivy.util.url.AbstractURLHandler.getContentLength(URL),20,3,0,0,1,2
"org.apache.ivy.plugins.resolver.BasicResolver.getRevision(ResolvedResource, ModuleRevisionId, ModuleDescriptor)",14,456,8,74,14,44
org.apache.ivy.util.url.URLHandlerDispatcher.setRequestMethod(int),20,2,0,0,1,1
"org.apache.ivy.Ivy14.retrieve(ModuleId, String[], File, String)",20,273,0,0,14,48
org.apache.ivy.util.AbstractMessageLogger.rawinfo(String),20,2,0,0,1,1
org.apache.ivy.osgi.p2.P2CompositeParser.getChildLocations(),20,22,6,9,0,0
org.apache.ivy.plugins.parser.m2.PomWriterOptions.setTemplate(File),20,29,3,18,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.mergeConfigurations(ModuleDescriptor),20,222,16,44,5,13
org.apache.ivy.core.settings.IvySettings.addConfigured(Trigger),20,5,0,0,3,2
"org.apache.ivy.util.Checks.checkNotNull(Object, String)",0,285,14,45,0,0
"org.apache.ivy.plugins.resolver.IBiblioResolver.listRevisionsWithMavenMetadata.(Anon_2).endElement(String, String, String)",20,3,0,0,1,2
org.apache.ivy.osgi.core.ManifestParser.versionRangeOf(String),1,41,8,7,4,6
org.apache.ivy.core.cache.ResolutionCacheManager.getResolvedModuleDescriptor(ModuleRevisionId),0,323,14,74,0,0
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_6).childHanlded(DelegetingHandler),20,25,0,0,5,9
"org.apache.ivy.ant.IvyArtifactReport.writeCacheLocationIfPresent(RepositoryCacheManager, TransformerHandler, ArtifactDownloadReport)",20,227,21,46,1,1
"org.apache.ivy.core.resolve.IvyNode.IvyNode(ResolveData, IvyNode, DependencyDescriptor)",15,271,14,44,3,3
"org.apache.ivy.plugins.resolver.RepositoryResolver.putChecksum(Artifact, File, String, boolean, String)",20,43,3,5,5,10
org.apache.ivy.plugins.parser.m2.PomReader.PomPluginElement.getGroupId(),20,5,0,0,2,2
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.setUseOrigin(boolean),-1,1,0,0,0,0
org.apache.ivy.core.resolve.VisitNode.getConfiguration(String),15,461,13,93,2,3
"org.apache.ivy.Ivy14.deliver(ModuleRevisionId, String, File, String, String, Date, PublishingDependencyRevisionResolver, boolean)",20,244,0,0,17,53
org.apache.ivy.core.module.status.StatusManager.getPriority(String),20,153,13,45,4,5
org.apache.ivy.plugins.repository.ssh.SshCache.getChannelSftp(Session),13,185,16,43,5,5
org.apache.ivy.core.cache.ParserSettingsMonitor.(Anon_1).getResolutionCacheManager(),20,2,0,0,1,1
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.writeInheritedDescription(ModuleDescriptor),1,239,16,43,2,5
org.apache.ivy.core.publish.PublishOptions.setExtraArtifacts(Artifact[]),0,358,14,68,0,0
org.apache.ivy.plugins.resolver.IvyRepResolver.setIvypattern(String),20,8,0,0,2,4
org.apache.ivy.core.publish.PublishOptions.setPubbranch(String),13,353,14,90,0,0
org.apache.ivy.plugins.resolver.VsftpResolver.getAuthentication(),20,4,0,0,2,2
org.apache.ivy.core.resolve.IvyNodeEviction.ModuleIdConf.hashCode(),20,4,0,0,1,3
org.apache.ivy.osgi.util.DelegetingHandler.stopDelegating(),0,28,8,6,0,0
"org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.parseDepsConfs(String, DefaultDependencyDescriptor, boolean)",14,200,1,1,18,46
org.apache.ivy.core.resolve.IvyNodeUsage.Depender.equals(Object),-1,1,0,0,0,0
org.apache.ivy.plugins.parser.xml.UpdateOptions.getRevision(),0,11,2,9,0,0
org.apache.ivy.core.resolve.IvyNode.getSelectedArtifacts(Filter),16,294,5,23,19,44
org.apache.ivy.core.resolve.ResolveOptions.isOutputReport(),17,623,14,97,0,0
org.apache.ivy.osgi.repo.RepositoryManifestIterable.listBundleFiles(Object),20,19,0,0,5,5
org.apache.ivy.core.module.descriptor.DependencyDescriptor.canExclude(),0,43,4,25,0,0
org.apache.ivy.core.module.id.ModuleRevisionId.getBranch(),0,863,13,251,0,0
org.apache.ivy.osgi.p2.P2MetadataParser.ProvidesHandler.ProvidesHandler.(Anon_14).childHanlded(DelegetingHandler),20,16,0,0,4,5
org.apache.ivy.core.module.descriptor.Artifact.getId(),0,398,16,74,0,0
org.apache.ivy.util.MessageLoggerEngine.peekLogger(),2,32,3,15,2,1
org.apache.ivy.ant.IvyPublish.setConf(String),-1,1,0,0,0,0
org.apache.ivy.plugins.parser.m2.PomReader.PomDependencyData.getClassifier(),20,224,16,45,2,2
org.apache.ivy.plugins.repository.TransferEvent.checkEventType(int),1,4,2,2,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.infoStarted(Attributes),20,399,9,65,14,44
"org.apache.ivy.util.url.HttpClientHandler.createCredentials(String, String)",1,21,6,6,1,1
org.apache.ivy.ant.IvyDependencyExclude.asRule(IvySettings),20,202,16,46,4,9
org.apache.ivy.core.resolve.IvyNodeEviction.markEvicted(EvictionData),4,16,5,6,1,1
org.apache.ivy.osgi.util.VersionRange.isEndExclusive(),1,7,3,4,0,0
"org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry.parseDescriptor(ParserSettings, URL, Resource, boolean)",20,14,0,0,4,5
org.apache.ivy.ant.IvyAntSettings.setUsername(String),20,3,1,1,1,1
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.setUsername(String),20,4,3,1,0,0
org.apache.ivy.core.module.descriptor.DefaultExtendsDescriptor.areConfigurationsInherited(),20,2,0,0,1,1
org.apache.ivy.osgi.core.ManifestHeaderElement.equals(Object),-1,1,0,0,0,0
org.apache.ivy.core.cache.ParserSettingsMonitor.(Anon_1).getStatusManager(),20,2,0,0,1,1
org.apache.ivy.osgi.p2.P2ArtifactParser.ArtifactHandler.handleAttributes(Attributes),20,3,0,0,1,2
"org.apache.ivy.Ivy.resolve(URL, ResolveOptions)",19,650,5,9,14,99
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.mkdirs(String),20,182,12,43,8,14
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId, String, Date)",2,657,13,103,2,1
"org.apache.ivy.core.deliver.PublishingDependencyRevisionResolver.resolve(ModuleDescriptor, String, ModuleRevisionId, String)",13,240,15,46,0,0
org.apache.ivy.core.report.ResolveReport.getResolveId(),17,332,17,52,0,0
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.comment(char[], int, int)",20,4,0,0,3,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String),20,14,1,1,4,6
"org.apache.ivy.Ivy.listModules(ModuleRevisionId, PatternMatcher)",14,734,15,94,15,46
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getDependencyMgtExtraInfoKeyForVersion(String, String)",20,32,4,18,0,0
"org.apache.ivy.osgi.core.ManifestHeaderElement.addAttribute(String, String)",1,5,3,2,0,0
org.apache.ivy.util.Message.info(String),3,1386,11,463,3,5
"org.apache.ivy.plugins.parser.ModuleDescriptorParser.getMetadataArtifact(ModuleRevisionId, Resource)",13,252,15,42,0,0
org.apache.ivy.plugins.matcher.ExactPatternMatcher.ExactPatternMatcher(),20,2,0,0,1,1
"org.apache.ivy.util.ChecksumHelper.compute(File, String)",1,4,2,1,1,1
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConfigurationsNames(),0,330,17,66,0,0
org.apache.ivy.plugins.report.XmlReportParser.SaxXmlReportParser.parse(),0,3,2,1,0,0
"org.apache.ivy.core.event.publish.EndArtifactPublishEvent.EndArtifactPublishEvent(DependencyResolver, Artifact, File, boolean, boolean)",12,167,4,4,13,47
"org.apache.ivy.plugins.repository.file.FileResource.FileResource(FileRepository, File)",0,39,5,21,0,0
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.endElement(String, String, String)",20,30,0,0,4,11
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.setAuthentication(String),20,4,3,1,0,0
"org.apache.ivy.Main.run(CommandLineParser, String[])",20,615,4,9,14,135
"org.apache.ivy.core.sort.NonMatchingVersionReporter.reportNonMatchingVersion(DependencyDescriptor, ModuleDescriptor)",4,11,4,5,0,0
"org.apache.ivy.util.Configurator.Macro.defineAttribute(String, String)",1,9,2,5,1,2
org.apache.ivy.ant.IvyPublish.getModule(),20,353,16,64,0,0
org.apache.ivy.util.AbstractMessageLogger.endProgress(String),20,3,1,1,1,1
"org.apache.ivy.plugins.resolver.BasicResolver.getRMDParser(DependencyDescriptor, ResolveData)",0,297,16,42,0,0
"org.apache.ivy.core.module.status.StatusManager.StatusManager(Status[], String)",11,6,2,1,2,2
"org.apache.ivy.ant.IvyArtifactReport.writeOriginLocationIfPresent(RepositoryCacheManager, TransformerHandler, ArtifactDownloadReport)",20,227,21,46,1,4
org.apache.ivy.osgi.core.BundleRequirement.equals(Object),20,3,0,0,2,1
org.apache.ivy.plugins.parser.m2.PomWriterOptions.ExtraDependency.getType(),20,41,4,24,0,0
"org.apache.ivy.plugins.repository.ssh.SshRepository.replaceArgument(String, String)",0,185,16,42,0,0
org.apache.ivy.core.report.ConfigurationResolveReport.getDependencies(),0,250,20,44,0,0
org.apache.ivy.ant.IvyTask.execute(),6,408,16,81,5,9
org.apache.ivy.osgi.p2.P2Artifact.getClassifier(),20,5,2,3,0,0
"org.apache.ivy.core.resolve.IvyNode.addArtifactsFromMergedUsage(String, Set)",4,80,8,17,2,11
"org.apache.ivy.osgi.updatesite.PluginAdapter.featureAsBundle(URI, EclipseFeature)",16,280,19,43,2,21
org.apache.ivy.core.retrieve.RetrieveOptions.setOverwriteMode(String),20,368,14,75,0,0
"org.apache.ivy.Ivy.listModules(ModuleId, PatternMatcher)",20,178,1,1,16,46
org.apache.ivy.core.module.descriptor.OverrideDependencyDescriptorMediator.getBranch(),4,19,5,8,0,0
org.apache.ivy.plugins.parser.m2.PomWriterOptions.getArtifactPackaging(),20,18,3,10,0,0
org.apache.ivy.core.module.descriptor.DependencyDescriptor.getDependencyConfigurations(String[]),0,38,5,19,0,0
"org.apache.ivy.osgi.obr.xml.OBRXMLWriter.writeManifests(Iterator, ContentHandler, boolean)",20,199,9,31,8,32
org.apache.ivy.core.module.descriptor.Artifact.getExt(),0,395,13,93,0,0
org.apache.ivy.util.url.HttpClientHandler.FileRequestEntity.FileRequestEntity(File),20,12,4,5,0,0
org.apache.ivy.osgi.obr.filter.CompareFilter.append(StringBuffer),20,2,0,0,1,1
org.apache.ivy.plugins.repository.ssh.RemoteScpException.RemoteScpException(String),0,10,2,5,0,0
"org.apache.ivy.plugins.resolver.AbstractResolver.getDownloadListener.(Anon_1).needArtifact(RepositoryCacheManager, Artifact)",20,163,0,0,14,47
org.apache.ivy.core.resolve.IvyNode.compareTo(Object),20,4,0,0,2,2
org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule.hashCode(),20,7,0,0,2,4
org.apache.ivy.util.MessageLoggerEngine.endProgress(String),20,5,0,0,3,2
org.apache.ivy.util.MessageLoggerEngine.progress(),20,5,0,0,3,2
"org.apache.ivy.osgi.obr.filter.CompareFilter.CompareFilter(String, Operator, String)",20,7,3,3,0,0
org.apache.ivy.core.module.id.ModuleId.compareTo(Object),20,4,3,1,0,0
org.apache.ivy.core.search.ModuleEntry.getOrganisation(),1,205,16,43,1,1
org.apache.ivy.core.report.ConfigurationResolveReport.getDownloadedArtifactsReports(),20,218,3,7,22,46
org.apache.ivy.plugins.namespace.MRIDRule.getOrg(),13,181,15,46,0,0
org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.checkErrors(),0,80,8,18,0,0
org.apache.ivy.osgi.obr.filter.OrFilter.OrFilter(),20,20,6,6,1,1
org.apache.ivy.plugins.resolver.VfsResolver.VfsResolver(),20,3,0,0,1,2
"org.apache.ivy.util.url.URLHandler.URLInfo.URLInfo(boolean, long, long, String)",0,48,5,15,0,0
org.apache.ivy.osgi.util.Version.withNudgedPatch(),14,4,2,1,1,1
org.apache.ivy.plugins.repository.url.ChainedRepository.setRepositories(List),20,26,5,8,0,0
org.apache.ivy.osgi.obr.filter.MultiOperatorFilter.getSubFilters(),0,28,5,8,0,0
org.apache.ivy.ant.IvyMakePom.doExecute(),20,241,0,0,12,45
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String)",12,840,13,115,14,46
"org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String)",12,444,9,69,13,46
org.apache.ivy.core.module.descriptor.MDArtifact.getId(),20,21,0,0,4,9
"org.apache.ivy.core.IvyContext.push(String, Object)",5,19,6,5,0,0
"org.apache.ivy.osgi.core.BundleInfoAdapter.asMrid(String, String, Version)",14,252,6,28,15,46
org.apache.ivy.plugins.repository.jar.JarRepository.setJarFile(JarFile),1,5,3,2,0,0
org.apache.ivy.osgi.p2.P2MetadataParser.UnitHandler.handleAttributes(Attributes),20,3,0,0,1,2
org.apache.ivy.plugins.resolver.IBiblioResolver.findSnapshotVersion(ModuleRevisionId),13,294,15,42,4,10
"org.apache.ivy.plugins.resolver.util.ResolvedResource.ResolvedResource(Resource, String)",0,444,15,77,0,0
"org.apache.ivy.plugins.namespace.MRIDTransformationRule.MridRuleMatcher.match(MRIDRule, ModuleRevisionId)",13,185,16,44,2,9
org.apache.ivy.osgi.core.BundleInfo.getVersion(),0,260,17,43,0,0
org.apache.ivy.plugins.resolver.ChainResolver.setReturnFirst(boolean),-1,1,0,0,0,0
org.apache.ivy.osgi.util.Version.compareUnqualified(Version),0,3,1,2,0,0
org.apache.ivy.plugins.resolver.DualResolver.setArtifactResolver(DependencyResolver),-1,1,0,0,0,0
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findResource(ResolvedResource[], ResourceMDParser, ModuleRevisionId, Date)",14,256,5,11,15,43
org.apache.ivy.plugins.resolver.packager.PackagerResolver.getResourceCache(),-1,1,0,0,0,0
org.apache.ivy.osgi.repo.RepoDescriptor.addBundle(BundleInfo),15,337,9,33,17,43
org.apache.ivy.osgi.obr.OBRResolver.init(),20,33,0,0,6,12
"org.apache.ivy.plugins.version.VersionMatcher.compare(ModuleRevisionId, ModuleRevisionId, Comparator)",0,187,12,48,0,0
org.apache.ivy.plugins.circular.IgnoreCircularDependencyStrategy.logCircularDependency(ModuleRevisionId[]),20,12,0,0,4,5
org.apache.ivy.core.settings.IvySettings.setDictatorResolver(DependencyResolver),-1,1,0,0,0,0
org.apache.ivy.plugins.lock.AbstractLockStrategy.AbstractLockStrategy(boolean),0,2,1,1,0,0
"org.apache.ivy.util.extendable.ExtendableItemHelper.getExtraAttributes(ParserSettings, Attributes, String[])",1,298,14,62,0,0
org.apache.ivy.core.module.status.StatusManager.getDefaultStatus(),1,659,13,104,1,1
org.apache.ivy.core.retrieve.RetrieveOptions.isMakeSymlinks(),12,246,12,50,0,0
org.apache.ivy.core.report.MetadataArtifactDownloadReport.MetadataArtifactDownloadReport(Artifact),1,624,12,157,1,1
org.apache.ivy.osgi.p2.P2MetadataParser.namespace2Type(String),0,19,5,6,0,0
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter.IvyVariableContainerWrapper.getVariable(String),20,2,0,0,1,1
org.apache.ivy.util.MessageLogger.clearProblems(),20,4,3,1,0,0
org.apache.ivy.Ivy.configure(URL),8,175,5,22,8,39
org.apache.ivy.osgi.p2.P2CompositeParser.parse(InputStream),20,7,0,0,3,3
org.apache.ivy.core.event.IvyEventFilter.parseExpression(String),1,6,1,1,1,4
org.apache.ivy.plugins.resolver.AbstractResolver.ResolverParserSettings.getConflictManager(String),20,3,0,0,1,2
"org.apache.ivy.osgi.updatesite.UpdateSiteDescriptor.UpdateSiteDescriptor(URI, ExecutionEnvironmentProfileProvider)",20,308,20,43,1,1
org.apache.ivy.plugins.resolver.DualResolver.dumpSettings(),20,13,0,0,4,5
org.apache.ivy.plugins.version.VersionRangeMatcher.getLatestStrategy(),20,10,2,2,4,2
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.getExpectedDownloadMessage(String, File)",20,47,9,16,0,0
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setSettings(IvySettings),20,29,0,0,5,7
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId, String, Date, boolean)",1,230,16,44,1,1
org.apache.ivy.util.Message.getDefaultLogger(),0,5,2,2,0,0
org.apache.ivy.plugins.repository.ssh.Scp.FileInfo.getLastModified(),20,201,16,42,0,0
"org.apache.ivy.plugins.report.XmlReportWriter.output(ConfigurationResolveReport, OutputStream)",20,311,0,0,21,44
"org.apache.ivy.plugins.version.VersionRangeMatcher.VersionRangeMatcher(String, LatestStrategy)",20,2,0,0,1,1
org.apache.ivy.plugins.version.LatestVersionMatcher.LatestVersionMatcher(),3,15,4,5,1,1
org.apache.ivy.osgi.p2.P2MetadataParser.FilterHandler.FilterHandler(),2,19,3,8,1,2
org.apache.ivy.core.settings.XmlSettingsParser.XmlSettingsParser(IvySettings),1,75,6,26,0,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.progress(CopyProgressEvent),20,13,0,0,3,6
org.apache.ivy.util.CacheCleaner.deleteDir(File),20,2,0,0,1,1
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.resolveTokenValues(String[], String, Map, boolean)",20,17,3,6,2,6
"org.apache.ivy.plugins.latest.LatestStrategy.findLatest(ArtifactInfo[], Date)",0,290,22,39,0,0
"org.apache.ivy.osgi.repo.BundleRepoDescriptor.BundleRepoDescriptor(URI, ExecutionEnvironmentProfileProvider)",20,30,7,6,1,1
"org.apache.ivy.plugins.resolver.ChainResolver.setLatest(DependencyResolver, LatestStrategy)",20,226,12,43,1,1
org.apache.ivy.core.resolve.VisitNode.getUsage(),15,314,15,66,1,1
org.apache.ivy.util.Message.setDefaultLogger(MessageLogger),20,199,10,40,1,1
org.apache.ivy.core.search.OrganisationEntry.toString(),20,2,1,1,0,0
"org.apache.ivy.core.retrieve.RetrieveEngine.determineArtifactsToCopy(ModuleRevisionId, String, RetrieveOptions)",4,701,14,99,4,31
org.apache.ivy.plugins.conflict.FixedConflictManager.FixedConflictManager(String[]),5,24,6,8,1,1
org.apache.ivy.Ivy.getVariable(String),7,90,3,2,8,27
org.apache.ivy.ant.AddPathTask.createPathElement(),-1,1,0,0,0,0
org.apache.ivy.core.IvyContext.IvyContext(),1,5,2,2,0,0
org.apache.ivy.core.retrieve.RetrieveReport.getRetrieveRoot(),20,368,14,75,0,0
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findArtifactNames(Map, String)",20,13,3,2,2,5
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getPublicationDate(),7,79,8,18,0,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.addFeature(EclipseFeature),20,2,1,1,0,0
org.apache.ivy.plugins.circular.AbstractLogCircularDependencyStrategy.getCircularDependencyId(ModuleRevisionId[]),20,9,2,1,2,4
org.apache.ivy.core.event.IvyEventFilter.IvyEventFilter.(Anon_1).accept(Object),20,3,0,0,1,2
org.apache.ivy.plugins.conflict.StrictConflictException.StrictConflictException(String),20,28,5,7,1,1
org.apache.ivy.osgi.p2.P2MetadataParser.ReferencesHandler.ReferencesHandler.(Anon_4).childHanlded(DelegetingHandler),-1,1,0,0,0,0
org.apache.ivy.util.MessageLoggerEngine.setShowProgress(boolean),20,4,0,0,2,2
"org.apache.ivy.plugins.version.PatternVersionMatcher.accept(ModuleRevisionId, ModuleRevisionId)",20,156,0,0,12,46
org.apache.ivy.util.Configurator.MacroDef.recordCreateChild(String),1,25,4,9,1,1
org.apache.ivy.core.settings.IvySettings.addRepositoryCacheManager(RepositoryCacheManager),2,35,7,6,2,2
org.apache.ivy.plugins.resolver.BasicResolver.BasicResolver(),20,2,0,0,1,1
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.printConfiguration(Configuration, PrintWriter)",2,15,2,2,2,9
"org.apache.ivy.plugins.parser.AbstractModuleDescriptorParserTester.assertArtifacts(Artifact[], String[])",20,2,0,0,1,1
org.apache.ivy.osgi.util.Version.withoutQualifier(),20,2,0,0,1,1
org.apache.ivy.ant.IvyResolve.setBranch(String),8,122,9,33,0,0
org.apache.ivy.core.report.ConfigurationResolveReport.getDependency(ModuleRevisionId),0,2,1,1,0,0
"org.apache.ivy.util.filter.OrFilter.OrFilter(Filter, Filter)",1,5,2,3,0,0
org.apache.ivy.osgi.util.DelegetingHandler.endPrefixMapping(String),20,2,0,0,1,1
org.apache.ivy.osgi.updatesite.xml.EclipseFeature.setColocationAffinity(String),20,17,4,13,0,0
org.apache.ivy.ant.IvyTask.finalizeTask(),6,29,6,5,4,4
"org.apache.ivy.Ivy.resolve(ModuleRevisionId, ResolveOptions, boolean)",18,748,7,34,14,96
"org.apache.ivy.plugins.repository.TransferEvent.TransferEvent(Repository, Resource, Exception, int)",20,152,0,0,13,47
org.apache.ivy.ant.IvyResolve.getCheckIfChanged(),20,742,15,107,0,0
"org.apache.ivy.core.resolve.IvyNodeCallers.doesCallersExclude(String, Artifact, Stack)",2,24,1,1,5,10
org.apache.ivy.osgi.core.ExportPackage.getVersion(),14,252,17,44,1,1
"org.apache.ivy.util.Checks.checkAbsolute(String, String)",1,318,12,61,2,2
org.apache.ivy.plugins.repository.file.FileRepository.list(String),20,8,0,0,4,2
"org.apache.ivy.core.module.descriptor.DefaultArtifact.cloneWithAnotherExt(Artifact, String)",20,29,0,0,5,9
org.apache.ivy.plugins.parser.m2.PomWriterOptions.ExtraDependency.getArtifact(),20,41,4,24,0,0
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.isChanging(DependencyDescriptor, ModuleRevisionId, CacheMetadataOptions)",13,383,16,75,2,4
org.apache.ivy.osgi.updatesite.xml.UpdateSite.setMirrorsURL(String),20,6,2,4,0,0
org.apache.ivy.ant.AntTestHelper.newProject(),-1,1,0,0,0,0
org.apache.ivy.plugins.repository.LazyResource.setLocal(boolean),20,9,2,7,0,0
org.apache.ivy.plugins.parser.m2.PomReader.PomPluginElement.getArtifactId(),20,5,0,0,2,2
org.apache.ivy.core.retrieve.RetrieveOptions.getOverwriteMode(),12,2,1,1,0,0
org.apache.ivy.osgi.core.ManifestParser.versionOf(String),1,54,8,15,1,1
org.apache.ivy.plugins.resolver.packager.PackagerResolver.setPackagerPattern(String),20,2,0,0,1,1
org.apache.ivy.plugins.repository.file.FileResource.getLastModified(),-1,1,0,0,0,0
org.apache.ivy.plugins.parser.ParserSettings.getResolver(ModuleRevisionId),0,414,11,105,0,0
org.apache.ivy.core.resolve.ResolveEngineSettings.debugConflictResolution(),15,468,13,83,0,0
org.apache.ivy.core.report.ConfigurationResolveReport.filterOutMergedArtifacts(ArtifactDownloadReport[]),1,211,23,46,1,2
"org.apache.ivy.util.FileUtil.listAll(File, Collection)",12,246,12,44,1,1
org.apache.ivy.osgi.obr.filter.CompareFilter.Operator.toString(),20,2,1,1,0,0
org.apache.ivy.core.module.descriptor.DependencyDescriptor.clone(ModuleRevisionId),0,506,12,106,0,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String, String)",20,13,1,1,3,6
org.apache.ivy.plugins.circular.WarnCircularDependencyStrategy.WarnCircularDependencyStrategy(),20,3,0,0,2,1
"org.apache.ivy.ant.IvyDependency.asDependencyDescriptor(ModuleDescriptor, String, IvySettings)",20,742,15,89,15,46
org.apache.ivy.core.repository.RepositoryManagementEngine.getDependency(DependencyDescriptor),20,29,5,7,2,8
org.apache.ivy.core.settings.IvySettings.getRepositoryCacheManagers(),20,46,8,10,0,0
"org.apache.ivy.Ivy14.publish(ModuleRevisionId, String, File, Collection, String, String, String, Date, Artifact[], boolean, boolean, boolean, String)",20,294,0,0,15,48
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addExtraInfo(String, String)",0,252,21,44,0,0
org.apache.ivy.core.settings.IvySettings.setDefaultIvyUserDir(File),4,69,6,24,3,1
org.apache.ivy.core.resolve.ResolveOptions.getArtifactFilter(),17,623,14,97,0,0
org.apache.ivy.core.resolve.IvyNodeBlacklist.getConflictParent(),20,32,6,9,0,0
"org.apache.ivy.core.event.EventManager.addIvyListener(IvyListener, String)",2,160,12,43,3,3
"org.apache.ivy.core.search.SearchEngine.findModuleRevisionIds(DependencyResolver, ModuleRevisionId, PatternMatcher)",20,199,0,0,15,43
org.apache.ivy.util.MemoryUtil.sizeOf(Class),20,4,1,1,2,1
org.apache.ivy.core.search.RevisionEntry.getResolver(),20,6,2,2,2,1
org.apache.ivy.util.url.BasicURLHandler.readResponseBody(HttpURLConnection),4,2,1,1,0,0
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String)",20,5,0,0,2,3
org.apache.ivy.util.cli.ParseException.ParseException(String),20,8,3,4,0,0
org.apache.ivy.util.Configurator.ObjectDescriptor.addAddConfiguredMethod(Method),1,8,2,6,0,0
org.apache.ivy.plugins.repository.LazyResource.getLastModified(),20,3,0,0,2,1
org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.fatalError(SAXParseException),20,4,0,0,2,2
org.apache.ivy.core.event.FilteredIvyListener.progress(IvyEvent),20,3,0,0,1,2
org.apache.ivy.ant.IvyPublish.setPubbranch(String),-1,1,0,0,0,0
org.apache.ivy.osgi.p2.P2CompositeParser.RepositoryHandler.RepositoryHandler(),20,7,1,1,2,3
"org.apache.ivy.osgi.core.ExecutionEnvironmentProfileProvider.loadProfile(Properties, Map, String)",20,16,1,1,4,5
"org.apache.ivy.ant.IvyDependencyArtifact.addArtifact(DefaultDependencyDescriptor, String)",20,202,16,46,3,5
org.apache.ivy.plugins.resolver.IvyRepResolver.setArtpattern(String),20,8,0,0,2,4
org.apache.ivy.core.cache.CacheMetadataOptions.setChangingMatcherName(String),6,40,7,16,0,0
"org.apache.ivy.util.XMLHelper.parse(InputStream, URL, DefaultHandler, LexicalHandler)",20,5,0,0,2,3
org.apache.ivy.osgi.updatesite.xml.EclipseFeature.setNL(String),1,21,4,16,0,0
org.apache.ivy.ant.AddPathTask.createPath(),-1,1,0,0,0,0
org.apache.ivy.osgi.p2.PropertiesParser.PropertiesHandler.PropertiesHandler.(Anon_1).childHanlded(DelegetingHandler),-1,1,0,0,0,0
"org.apache.ivy.core.module.descriptor.License.License(String, String)",0,404,13,86,0,0
org.apache.ivy.osgi.obr.filter.RequirementFilterParser.Parser.parseFilter(),20,21,1,1,3,7
"org.apache.ivy.core.event.download.DownloadEvent.DownloadEvent(String, Artifact)",12,171,2,10,12,47
org.apache.ivy.plugins.parser.m2.PomReader.getDependencies(),20,378,12,99,2,2
org.apache.ivy.core.publish.PublishOptions.isValidate(),13,284,14,43,0,0
"org.apache.ivy.util.CredentialsUtil.loadPassfile(Credentials, File)",4,19,2,1,4,7
org.apache.ivy.plugins.repository.ssh.SshRepository.list(String),20,183,0,0,15,42
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.printDependency(ModuleDescriptor, DependencyDescriptor, PrintWriter)",2,66,6,8,2,23
org.apache.ivy.ant.IvyDependency.setRev(String),-1,1,0,0,0,0
org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.getMd(),3,423,12,122,0,0
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.sendCommand(String, boolean, boolean, long)",5,43,1,2,5,14
