method,method,invocation counts
org.apache.pdfbox.examples.pdfa.CreatePDFATest.testCreatePDFA(),"org.apache.pdfbox.examples.pdfa.CreatePDFA.doIt(String, String)",1
org.apache.pdfbox.pdmodel.font.PDFont.getAdobeFontMetrics(),"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String, String)",8
"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String, String)",org.apache.fontbox.afm.AFMParser.parse(),36
org.apache.fontbox.afm.AFMParser.parse(),org.apache.fontbox.afm.AFMParser.parseFontMetric(),36
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),24
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.AFMParser.parseKernPair(),58836
org.apache.fontbox.afm.AFMParser.parseKernPair(),org.apache.fontbox.afm.AFMParser.readString(),176508
org.apache.fontbox.afm.AFMParser.parseKernPair(),org.apache.fontbox.afm.AFMParser.readFloat(),58836
org.apache.fontbox.afm.AFMParser.readFloat(),org.apache.fontbox.afm.AFMParser.readString(),59324
org.apache.fontbox.afm.AFMParser.parseKernPair(),org.apache.fontbox.afm.KernPair.<init>(),58836
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.FontMetric.addKernPair(KernPair),58836
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.AFMParser.readString(),72
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.AFMParser.readInt(),24
org.apache.fontbox.afm.AFMParser.readInt(),org.apache.fontbox.afm.AFMParser.readString(),60
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.parseCharMetric(),10864
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.AFMParser.readLine(),10864
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.AFMParser.verifySemicolon(StringTokenizer),43520
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.CharMetric.<init>(),10864
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.util.BoundingBox.<init>(),10864
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.CharMetric.addLigature(Ligature),64
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.Ligature.<init>(),64
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.FontMetric.addCharMetric(CharMetric),10864
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.readLine(),432
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.readString(),980
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.readFloat(),488
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.readInt(),36
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.readBoolean(),36
org.apache.fontbox.afm.AFMParser.readBoolean(),org.apache.fontbox.afm.AFMParser.readString(),36
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.FontMetric.<init>(),36
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.FontMetric.addComment(String),144
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.util.BoundingBox.<init>(),36
"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String, String)",org.apache.pdfbox.util.ResourceLoader.loadResource(String),36
"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String, String)",org.apache.fontbox.afm.AFMParser.<init>(InputStream),36
org.apache.pdfbox.pdmodel.font.PDFont.getAdobeFontMetrics(),"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String)",30
"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String)","org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String, String)",30
"org.apache.pdfbox.examples.pdfa.CreatePDFA.doIt(String, String)","org.apache.xmpbox.xml.XmpSerializer.serialize(XMPMetadata, OutputStream, boolean)",1
"org.apache.xmpbox.xml.XmpSerializer.serialize(XMPMetadata, OutputStream, boolean)","org.apache.xmpbox.xml.XmpSerializer.save(Node, OutputStream, String)",4
