method,method,invocation counts
org.apache.pdfbox.pdmodel.font.PDFont.getAdobeFontMetrics(),"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String, String)",12
"org.apache.pdfbox.pdmodel.font.PDFont.addAdobeFontMetric(Map, String, String)",org.apache.fontbox.afm.AFMParser.parse(),54
org.apache.fontbox.afm.AFMParser.parse(),org.apache.fontbox.afm.AFMParser.parseFontMetric(),57
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),36
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.AFMParser.parseKernPair(),88254
org.apache.fontbox.afm.AFMParser.parseKernPair(),org.apache.fontbox.afm.AFMParser.readString(),264762
org.apache.fontbox.afm.AFMParser.parseKernPair(),org.apache.fontbox.afm.AFMParser.readFloat(),88254
org.apache.fontbox.afm.AFMParser.readFloat(),org.apache.fontbox.afm.AFMParser.readString(),88986
org.apache.fontbox.afm.AFMParser.parseKernPair(),org.apache.fontbox.afm.KernPair.<init>(),88254
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.FontMetric.addKernPair(KernPair),88254
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.AFMParser.readString(),108
org.apache.fontbox.afm.AFMParser.parseKernData(FontMetric),org.apache.fontbox.afm.AFMParser.readInt(),36
org.apache.fontbox.afm.AFMParser.readInt(),org.apache.fontbox.afm.AFMParser.readString(),90
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.parseCharMetric(),16296
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.AFMParser.readLine(),16296
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.AFMParser.verifySemicolon(StringTokenizer),65280
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.CharMetric.<init>(),16296
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.util.BoundingBox.<init>(),16296
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.CharMetric.addLigature(Ligature),96
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.Ligature.<init>(),96
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.FontMetric.addCharMetric(CharMetric),16296
org.apache.fontbox.afm.AFMParser.parseFontMetric(),org.apache.fontbox.afm.AFMParser.readString(),1473
