method,method,invocation counts
org.apache.ivy.ant.IvyReportTest.testMultipleConfigurations(),org.apache.ivy.ant.IvyTask.execute(),2
org.apache.ivy.ant.IvyTask.execute(),org.apache.ivy.ant.IvyReport.doExecute(),6
org.apache.ivy.ant.IvyReport.doExecute(),org.apache.ivy.ant.IvyReport.genreport(String[]),6
org.apache.ivy.ant.IvyReport.genreport(String[]),"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String)",6
"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String)","org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",15
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",org.apache.ivy.plugins.report.XmlReportParser.parse(File),6
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String, Map)","org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map)",2532
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map)","org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)",30482
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)","org.apache.ivy.util.extendable.UnmodifiableExtendableItem.<init>(Map, Map)",31176
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)",org.apache.ivy.core.settings.IvySettings.getDefaultBranch(ModuleId),4718
org.apache.ivy.core.settings.IvySettings.getDefaultBranch(ModuleId),"org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleId, Filter)",4751
"org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleId, Filter)","org.apache.ivy.core.module.id.ModuleRules.getRule(Map, Filter)",14991
"org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleId, Filter)","org.apache.ivy.util.Checks.checkNotNull(Object, String)",14994
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)",org.apache.ivy.core.IvyContext.getContext(),31171
org.apache.ivy.core.IvyContext.getContext(),org.apache.ivy.core.IvyContext.getCurrentStack(),335022
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)","org.apache.ivy.util.extendable.UnmodifiableExtendableItem.setStandardAttribute(String, String)",124672
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)",org.apache.ivy.core.IvyContext.getSettings(),4717
org.apache.ivy.core.IvyContext.getSettings(),org.apache.ivy.core.IvyContext.getIvy(),9516
org.apache.ivy.core.IvyContext.getIvy(),org.apache.ivy.core.IvyContext.peekIvy(),19176
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)",org.apache.ivy.core.module.id.ModuleRevisionId.normalizeRevision(String),31025
"org.apache.ivy.core.module.id.ModuleRevisionId.<init>(ModuleId, String, String, Map, boolean)",org.apache.ivy.core.IvyContext.peekIvy(),30328
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String, Map)",org.apache.ivy.core.module.id.ModuleRevisionId.intern(ModuleRevisionId),2528
org.apache.ivy.core.module.id.ModuleRevisionId.hashCode(),org.apache.ivy.core.module.id.ModuleId.hashCode(),31071
org.apache.ivy.core.module.id.ModuleRevisionId.equals(Object),org.apache.ivy.core.module.id.ModuleId.equals(Object),37416
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String, Map)","org.apache.ivy.core.module.id.ModuleId.newInstance(String, String)",2531
"org.apache.ivy.core.module.id.ModuleId.newInstance(String, String)","org.apache.ivy.core.module.id.ModuleId.<init>(String, String)",30563
"org.apache.ivy.core.module.id.ModuleId.newInstance(String, String)",org.apache.ivy.core.module.id.ModuleId.intern(ModuleId),30549
"org.apache.ivy.core.module.descriptor.DefaultArtifact.<init>(ModuleRevisionId, Date, String, String, String, Map)","org.apache.ivy.core.module.descriptor.DefaultArtifact.<init>(ModuleRevisionId, Date, String, String, String, URL, Map)",67
"org.apache.ivy.core.module.descriptor.DefaultArtifact.<init>(ModuleRevisionId, Date, String, String, String, URL, Map)","org.apache.ivy.core.module.id.ArtifactRevisionId.newInstance(ModuleRevisionId, String, String, String, Map)",38160
"org.apache.ivy.core.module.id.ArtifactRevisionId.newInstance(ModuleRevisionId, String, String, String, Map)","org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)",50896
"org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)","org.apache.ivy.util.extendable.UnmodifiableExtendableItem.<init>(Map, Map)",50918
"org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)","org.apache.ivy.util.extendable.UnmodifiableExtendableItem.setStandardAttribute(String, String)",305475
"org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)",org.apache.ivy.core.module.id.ArtifactRevisionId.getExt(),50912
"org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)",org.apache.ivy.core.module.id.ArtifactRevisionId.getName(),50913
"org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)",org.apache.ivy.core.module.id.ArtifactRevisionId.getType(),50912
"org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)",org.apache.ivy.core.module.id.ModuleRevisionId.getName(),50913
"org.apache.ivy.core.module.id.ArtifactRevisionId.<init>(ArtifactId, ModuleRevisionId, Map)",org.apache.ivy.core.module.id.ModuleRevisionId.getOrganisation(),50913
"org.apache.ivy.core.module.id.ArtifactRevisionId.newInstance(ModuleRevisionId, String, String, String, Map)","org.apache.ivy.core.module.id.ArtifactId.<init>(ModuleId, String, String, String)",50896
"org.apache.ivy.core.module.descriptor.DefaultArtifact.<init>(ModuleRevisionId, Date, String, String, String, URL, Map)","org.apache.ivy.core.module.descriptor.DefaultArtifact.<init>(ArtifactRevisionId, Date, URL, boolean)",38130
"org.apache.ivy.core.module.descriptor.DefaultArtifact.<init>(ArtifactRevisionId, Date, URL, boolean)",org.apache.ivy.core.module.descriptor.AbstractArtifact.<init>(),38816
"org.apache.ivy.core.cache.ArtifactOrigin.<init>(Artifact, boolean, String)","org.apache.ivy.util.Checks.checkNotNull(Object, String)",24545
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)","org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, Map, Map)",18
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, Map, Map)","org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, String, ArtifactOrigin, Map, Map)",25
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, String, ArtifactOrigin, Map, Map)","org.apache.ivy.core.IvyPatternHelper.substituteTokens(String, Map)",29222
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)","org.apache.ivy.core.cache.DefaultResolutionCacheManager.getConfigurationResolveReportInCache(String, String)",6
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",org.apache.ivy.ant.IvyTask.getIvyInstance(),6
org.apache.ivy.ant.IvyTask.getIvyInstance(),org.apache.ivy.ant.IvyAntSettings.getDefaultInstance(Task),1048
org.apache.ivy.ant.IvyAntSettings.getDefaultInstance(Task),org.apache.ivy.ant.IvyAntSettings.getDefaultInstance(ProjectComponent),1050
org.apache.ivy.ant.IvyTask.getIvyInstance(),"org.apache.ivy.ant.AntMessageLogger.register(ProjectComponent, Ivy)",1049
"org.apache.ivy.ant.AntMessageLogger.register(ProjectComponent, Ivy)",org.apache.ivy.util.MessageLoggerEngine.peekLogger(),1306
org.apache.ivy.ant.IvyTask.getIvyInstance(),org.apache.ivy.ant.IvyAntSettings.getConfiguredIvyInstance(Task),1049
org.apache.ivy.ant.IvyAntSettings.getConfiguredIvyInstance(Task),org.apache.ivy.ant.IvyAntSettings.getConfiguredIvyInstance(ProjectComponent),1051
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",org.apache.ivy.Ivy.getResolutionCacheManager(),6
org.apache.ivy.Ivy.getResolutionCacheManager(),org.apache.ivy.core.settings.IvySettings.getResolutionCacheManager(),67
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",org.apache.ivy.core.module.id.ModuleRevisionId.getName(),18
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",org.apache.ivy.core.module.id.ModuleRevisionId.getOrganisation(),18
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",org.apache.ivy.plugins.report.XmlReportParser.<init>(),6
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",org.apache.ivy.plugins.report.XmlReportParser.getResolvedModule(),6
"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String)","org.apache.ivy.core.cache.DefaultResolutionCacheManager.getConfigurationResolveReportInCache(String, String)",15
"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String)",org.apache.ivy.ant.IvyTask.getIvyInstance(),11
"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String)",org.apache.ivy.Ivy.getResolutionCacheManager(),11
org.apache.ivy.ant.IvyReport.genreport(String[]),"org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener)",6
"org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener)","org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener)",1388
"org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener)","org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener, boolean)",1390
org.apache.ivy.ant.IvyReport.genreport(String[]),org.apache.ivy.ant.IvyReport.getReportStylePath(),6
org.apache.ivy.ant.IvyReport.getReportStylePath(),org.apache.ivy.ant.IvyTask.getIvyInstance(),6
org.apache.ivy.ant.IvyReport.getReportStylePath(),org.apache.ivy.Ivy.getResolutionCacheManager(),6
org.apache.ivy.ant.IvyReport.genreport(String[]),org.apache.ivy.util.Message.debug(String),6
org.apache.ivy.util.Message.debug(String),org.apache.ivy.util.MessageLoggerEngine.debug(String),195416
org.apache.ivy.util.MessageLoggerEngine.debug(String),org.apache.ivy.util.AbstractMessageLogger.debug(String),195417
