sep=;
id; seed; size; upperDepth; upperWidth; lowerDepth; lowerWidth
92;org.apache.ivy.plugins.repository.AbstractRepository.hasTransferListener(TransferListener);1;0;0;0;0
93;org.apache.ivy.ant.IvyVar.getName();20;6;7;0;0
94;org.apache.ivy.plugins.repository.vfs.VfsURI.VfsURI(String, String, String, String, String);89;10;27;1;1
95;org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.exist(String);9;3;5;0;0
96;org.apache.ivy.core.report.ArtifactDownloadReport.toString();564;12;123;0;0
97;org.apache.ivy.core.resolve.IvyNode.getSelectedArtifacts(Filter);294;5;23;19;44
98;org.apache.ivy.plugins.resolver.SshResolver.setExistCommand(String);3;0;0;1;2
99;org.apache.ivy.core.settings.XmlSettingsParser.endElement(String, String, String);59;0;0;8;13
100;org.apache.ivy.util.filter.Filter.accept(Object);287;22;42;0;0
101;org.apache.ivy.ant.IvyVar.getUrl();20;6;7;0;0
102;org.apache.ivy.core.cache.CacheMetadataOptions.getChangingMatcherName();5;2;3;0;0
103;org.apache.ivy.core.IvyContext.getIvy();192;5;20;9;47
104;org.apache.ivy.plugins.resolver.ChainResolver.resolvedRevision(ResolvedModuleRevision);226;12;43;1;6
105;org.apache.ivy.plugins.report.XmlReportParser.SaxXmlReportParser.getResolvedModule();2;1;1;0;0
106;org.apache.ivy.osgi.repo.RepoDescriptor.hashCode();1;0;0;0;0
107;org.apache.ivy.plugins.repository.jar.JarResource.getContentLength();1;0;0;0;0
108;org.apache.ivy.plugins.resolver.AbstractResolver.ResolverParserSettings.getStatusManager();3;0;0;1;2
109;org.apache.ivy.plugins.parser.xml.UpdateOptions.getBranch();191;15;46;0;0
110;org.apache.ivy.plugins.circular.AbstractLogCircularDependencyStrategy.handleCircularDependency(ModuleRevisionId[]);9;0;0;3;4
111;org.apache.ivy.util.Configurator.MacroRecord.MacroRecord(String);4;1;3;0;0
112;org.apache.ivy.util.extendable.UnmodifiableExtendableItem.getQualifiedExtraAttributes();291;14;74;0;0
113;org.apache.ivy.core.resolve.IvyNodeCallers.Caller.Caller(ModuleDescriptor, ModuleRevisionId, DependencyDescriptor, boolean);31;6;11;0;0
114;org.apache.ivy.plugins.repository.sftp.SFTPResource.getLastModified();193;0;0;18;42
115;org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.listTokenValues(String[], Map);17;0;0;3;7
116;org.apache.ivy.core.install.InstallOptions.getArtifactFilter();644;13;103;0;0
117;org.apache.ivy.Ivy.listTokenValues(String, Map);15;1;1;3;8
118;org.apache.ivy.plugins.resolver.IBiblioResolver.exists(Artifact);36;0;0;6;18
119;org.apache.ivy.util.StringUtils.getStackTrace(Exception);226;12;43;0;0
120;org.apache.ivy.core.resolve.ResolvedModuleRevision.getReport();987;12;229;0;0
121;org.apache.ivy.ant.IvyPostResolveTask.getConfsToResolve(ModuleDescriptor, String, String[]);59;3;3;6;14
122;org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findArtifactNames(Map, String);13;3;2;2;5
123;org.apache.ivy.ant.IvyDependency.createConf();1;0;0;0;0
124;org.apache.ivy.plugins.repository.ssh.SshRepository.setFileSeparator(char);3;2;1;0;0
125;org.apache.ivy.util.EncrytedProperties.getProperty(String);1;0;0;0;0
126;org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, String);461;8;43;15;47
127;org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleRevisionId);14;4;2;4;3
128;org.apache.ivy.osgi.core.ManifestHeaderValue.ManifestHeaderParser.error(String, int);18;6;5;0;0
129;org.apache.ivy.osgi.repo.BundleRepoDescriptor.BundleRepoDescriptor(URI, ExecutionEnvironmentProfileProvider);30;7;6;1;1
130;org.apache.ivy.core.module.descriptor.DefaultArtifact.cloneWithAnotherMrid(Artifact, ModuleRevisionId);28;0;0;4;9
131;org.apache.ivy.ant.IvyConvertPom.getIvyFile();15;7;4;0;0
132;org.apache.ivy.plugins.repository.vfs.VfsResource.isLocal();3;0;0;2;1
133;org.apache.ivy.core.resolve.IvyNode.getAllEvictingNodesDetails();257;15;45;2;2
134;org.apache.ivy.core.module.descriptor.Configuration.Visibility.getVisibility(String);53;7;16;0;0
135;org.apache.ivy.core.settings.IvyPattern.setPattern(String);10;4;4;0;0
136;org.apache.ivy.ant.IvyReport.setConf(String);1;0;0;0;0
137;org.apache.ivy.plugins.resolver.IvyRepResolver.getWholeArtPattern();3;2;1;0;0
138;org.apache.ivy.plugins.parser.m2.PomWriterOptions.setMapping(ConfigurationScopeMapping);29;3;18;0;0
139;org.apache.ivy.ant.IvyAntSettings.getDefaultInstance(ProjectComponent);177;1;1;8;62
140;org.apache.ivy.ant.IvyVar.doExecute();20;0;0;5;8
141;org.apache.ivy.core.resolve.ResolvedModuleRevision.getDescriptor();1217;12;340;0;0
142;org.apache.ivy.core.module.status.StatusManager.getCurrent();165;3;11;11;47
143;org.apache.ivy.core.settings.IvySettings.addVersionMatcher(VersionMatcher);16;2;3;2;5
144;org.apache.ivy.core.retrieve.RetrieveOptions.setUseOrigin(boolean);687;15;186;0;0
145;org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceSizeHandler.ResourceSizeHandler();13;3;7;1;2
146;org.apache.ivy.core.module.status.StatusManager.newDefaultInstance();7;1;1;3;2
147;org.apache.ivy.core.IvyPatternHelper.substitute(String, Artifact, String);151;8;38;3;10
148;org.apache.ivy.Ivy14.resolve(URL, String, String[], File, Date, boolean);646;0;0;15;99
149;org.apache.ivy.osgi.core.OSGiManifestParser.accept(Resource);2;0;0;1;1
150;org.apache.ivy.plugins.parser.xml.UpdateOptions.setMergedDescriptor(ModuleDescriptor);318;14;70;0;0
151;org.apache.ivy.plugins.namespace.NameSpaceHelper.transformOrganisation(String, NamespaceTransformer);199;4;18;15;46
152;org.apache.ivy.Ivy.pushContext();1079;12;316;2;5
153;org.apache.ivy.plugins.parser.m2.PomReader.PomPluginElement.getGroupId();5;0;0;2;2
154;org.apache.ivy.plugins.repository.file.FileRepository.getProgressListener();22;6;6;0;0
155;org.apache.ivy.ant.IvyCheck.addFileset(FileSet);1;0;0;0;0
156;org.apache.ivy.plugins.parser.m2.PomReader.getParentVersion();378;12;98;2;2
157;org.apache.ivy.core.module.descriptor.ModuleDescriptor.getPublicationDate();363;17;56;0;0
158;org.apache.ivy.Main.run(CommandLineParser, String[]);615;4;9;14;135
159;org.apache.ivy.osgi.p2.PropertiesParser.PropertyHandler.PropertyHandler();5;3;1;1;1
160;org.apache.ivy.core.report.MetadataArtifactDownloadReport.setOriginalLocalFile(File);401;15;84;0;0
161;org.apache.ivy.plugins.namespace.MRIDTransformationRule.addSrc(MRIDRule);1;0;0;0;0
162;org.apache.ivy.plugins.resolver.ChainResolver.findIvyFileRef(DependencyDescriptor, ResolveData);2;0;0;1;1
163;org.apache.ivy.ant.IvyRepositoryReport.gengraph(ResolutionCacheManager, String, String);733;15;99;3;4
164;org.apache.ivy.core.IvyContext.getMessageLogger();199;9;39;1;3
165;org.apache.ivy.osgi.updatesite.xml.EclipseUpdateSiteParser.CategoryHandler.CategoryHandler();5;3;1;1;1
166;org.apache.ivy.plugins.namespace.Namespace.addRule(NamespaceRule);1;0;0;0;0
167;org.apache.ivy.plugins.repository.AbstractRepository.put(File, String, boolean);3;1;1;1;1
168;org.apache.ivy.core.report.ResolveReport.setDownloadSize(long);293;13;45;0;0
169;org.apache.ivy.osgi.p2.P2MetadataParser.UnitHandler.UnitHandler.(Anon_6).childHanlded(DelegetingHandler);4;0;0;2;2
170;org.apache.ivy.osgi.util.VersionRange.VersionRangeParser.parseVersion();12;2;3;2;4
171;org.apache.ivy.osgi.util.DelegetingHandler.error(SAXParseException);2;0;0;1;1
172;org.apache.ivy.plugins.resolver.DualResolver.setAllownomd(boolean);11;0;0;4;5
173;org.apache.ivy.util.url.URLHandler.getURLInfo(URL, int);9;2;4;0;0
174;org.apache.ivy.core.module.descriptor.ExtendsDescriptor.isLocal();183;15;46;0;0
175;org.apache.ivy.core.module.descriptor.DependencyDescriptor.getDependencyConfigurations(String);251;17;46;0;0
176;org.apache.ivy.osgi.p2.P2ArtifactParser.RuleHandler.handleAttributes(Attributes);1;0;0;0;0
177;org.apache.ivy.core.cache.DefaultRepositoryCacheManager.setDataFilePattern(String);2;0;0;1;1
178;org.apache.ivy.util.url.AbstractURLHandler.normalizeToURL(URL);43;5;14;1;1
179;org.apache.ivy.osgi.repo.AbstractOSGiResolver.setRepoDescriptor(RepoDescriptor);353;22;43;0;0
180;org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.newParser(ParserSettings);95;9;20;2;1
181;org.apache.ivy.util.MessageLoggerEngine.log(String, int);5;0;0;3;2
182;org.apache.ivy.core.search.OrganisationEntry.getResolver();4;2;2;0;0
183;org.apache.ivy.core.settings.IvySettings.addResolver(DependencyResolver);9;1;1;2;5
184;org.apache.ivy.osgi.p2.P2ArtifactParser.ArtifactHandler.ArtifactHandler();7;1;1;2;3
185;org.apache.ivy.core.module.descriptor.ModuleDescriptor.getResource();327;15;79;0;0
186;org.apache.ivy.core.settings.IvySettings.setDeprecatedVariable(String, String);68;5;24;3;2
187;org.apache.ivy.plugins.resolver.packager.PackagerResolver.findArtifactRef(Artifact, Date);277;0;0;16;44
188;org.apache.ivy.core.report.ResolveReport.setResolveTime(long);623;14;97;0;0
189;org.apache.ivy.osgi.p2.P2MetadataParser.LifeCycleHandler.LifeCycleHandler();8;0;0;4;3
190;org.apache.ivy.util.Configurator.ObjectDescriptor.addCreateMethod(String, Method);8;2;6;0;0
191;org.apache.ivy.core.module.descriptor.ModuleDescriptor.toIvyFile(File);187;15;46;0;0
192;org.apache.ivy.plugins.parser.m2.PomReader.getLicenses();378;12;97;2;4
193;org.apache.ivy.osgi.core.ExportPackage.getVersion();252;17;44;1;1
194;org.apache.ivy.Ivy.interrupt();17;1;1;5;5
195;org.apache.ivy.core.module.id.ModuleRevisionId.toString();1557;11;670;1;1
196;org.apache.ivy.osgi.repo.RepoDescriptor.add(String, String, ModuleDescriptor);256;18;43;4;5
197;org.apache.ivy.ant.IvyPublish.setOverwrite(boolean);1;0;0;0;0
198;org.apache.ivy.ant.IvyPostResolveTask.setInline(boolean);1;0;0;0;0
199;org.apache.ivy.plugins.resolver.util.HasLatestStrategy.getLatestStrategy();2;1;1;0;0
200;org.apache.ivy.plugins.report.XmlReportParser.getResolvedModule();262;16;54;1;1
201;org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.addIvyPattern(String);6;4;2;0;0
202;org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAttribute(String);2;0;0;1;1
203;org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedIvyFileInCache(ModuleRevisionId);195;15;46;3;6
204;org.apache.ivy.core.settings.IvySettings.getClassLoader();12;5;5;0;0
205;org.apache.ivy.core.module.descriptor.InheritableItem.getSourceModule();26;3;22;0;0
206;org.apache.ivy.osgi.updatesite.xml.FeatureParser.RequiresHandler.RequiresHandler();14;3;5;2;3
207;org.apache.ivy.core.resolve.IvyNodeEviction.EvictionData.getSelected();467;14;93;0;0
208;org.apache.ivy.core.report.ArtifactDownloadReport.equals(Object);1;0;0;0;0
209;org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.Parser(ModuleDescriptorParser, ParserSettings);43;5;19;1;1
210;org.apache.ivy.plugins.latest.LatestRevisionStrategy.ArtifactInfoComparator.compare(Object, Object);183;0;0;11;48
211;org.apache.ivy.core.resolve.IvyNodeCallers.Caller.getDependencyDescriptor();39;6;19;0;0
212;org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String, String);733;15;94;13;46
213;org.apache.ivy.core.settings.IvySettings.isDefaultUseOrigin();3;2;1;0;0
214;org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.getMd();423;12;122;0;0
215;org.apache.ivy.osgi.updatesite.PluginAdapter.featureAsBundle(URI, EclipseFeature);280;19;43;2;21
216;org.apache.ivy.osgi.util.DelegetingHandler.getLocator();87;7;21;0;0
217;org.apache.ivy.plugins.resolver.DependencyResolver.listRevisions(ModuleEntry);199;16;43;0;0
218;org.apache.ivy.plugins.report.XmlReportOutputter.output(ResolveReport, ResolutionCacheManager, ResolveOptions);733;15;80;22;43
219;org.apache.ivy.core.cache.DefaultResolutionCacheManager.saveResolvedModuleDescriptor(ModuleDescriptor);187;0;0;14;46
220;org.apache.ivy.core.module.id.ModuleId.parse(String);4;0;0;2;2
221;org.apache.ivy.osgi.util.DelegetingHandler.handleAttributes(Attributes);2;1;1;0;0
222;org.apache.ivy.core.settings.IvySettings.setSettingsVariables(File);74;6;22;3;2
223;org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.processingInstruction(String, String);4;0;0;3;1
224;org.apache.ivy.core.settings.IvyVariableContainer.setVariable(String, String, boolean);204;12;45;0;0
225;org.apache.ivy.plugins.resolver.AbstractResolver.setEventManager(EventManager);7;3;4;0;0
226;org.apache.ivy.core.cache.CacheMetadataOptions.getNamespace();382;16;79;0;0
227;org.apache.ivy.core.settings.IvySettings.logResolvedRevision();3;0;0;2;1
228;org.apache.ivy.osgi.util.DelegetingHandler.setDocumentLocator(Locator);1;0;0;0;0
229;org.apache.ivy.core.settings.XmlSettingsParser.urlFromFileAttribute(String);42;6;12;0;0
230;org.apache.ivy.plugins.repository.AbstractRepository.fireTransferProgress(long);202;12;44;2;6
231;org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager.handleIncompatibleConflict(IvyNode, Collection, IvyNode, IvyNode);281;3;3;21;39
232;org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.getPatternMatcher(String);41;5;11;1;2
233;org.apache.ivy.core.sort.ModuleInSort.getDependencies();36;5;10;1;1
234;org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean);380;0;0;12;102
235;org.apache.ivy.osgi.repo.BundleRepoDescriptor.populate(Iterator);315;0;0;18;43
236;org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.flushAllMergedElements();30;3;8;4;6
237;org.apache.ivy.core.search.RevisionEntry.RevisionEntry(ModuleEntry, String);9;3;5;0;0
238;org.apache.ivy.plugins.resolver.ChainResolver.ResolvedModuleRevisionArtifactInfo.getRevision();4;0;0;2;2
239;org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findIvyNames(Map, String);22;4;5;2;5
240;org.apache.ivy.plugins.repository.sftp.SFTPRepository.get(String, File);202;0;0;14;43
241;org.apache.ivy.ant.IvyAntSettings.getRealm();29;6;8;0;0
242;org.apache.ivy.core.resolve.ResolveOptions.setUseCacheOnly(boolean);36;6;19;0;0
243;org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.parseDepsConfs(String, DefaultDependencyDescriptor, boolean, boolean);199;1;1;17;46
244;org.apache.ivy.osgi.updatesite.xml.EclipseUpdateSiteParser.CategoryHandler.handleAttributes(Attributes);1;0;0;0;0
245;org.apache.ivy.core.module.descriptor.Artifact.getConfigurations();24;3;18;0;0
246;org.apache.ivy.util.url.URLHandlerDispatcher.getContentLength(URL);3;0;0;1;2
247;org.apache.ivy.osgi.util.DelegetingHandler.skippedEntity(String);2;0;0;1;1
248;org.apache.ivy.core.report.ArtifactDownloadReport.getDownloadDetails();441;12;95;0;0
249;org.apache.ivy.core.module.descriptor.DefaultExtendsDescriptor.getResolvedParentRevisionId();2;0;0;1;1
250;org.apache.ivy.plugins.namespace.NamespaceTransformer.transform(ModuleRevisionId);317;15;113;0;0
251;org.apache.ivy.core.settings.IvySettings.getConflictManager(String);92;6;25;4;3
252;org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.startPublications(Attributes);233;16;43;3;3
253;org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.ExtendedBuffer.ExtendedBuffer(String);233;15;43;0;0
254;org.apache.ivy.core.resolve.ResolveOptions.setTransitive(boolean);615;15;135;0;0
255;org.apache.ivy.plugins.resolver.BasicResolver.UnresolvedDependencyException.UnresolvedDependencyException();456;12;98;1;1
256;org.apache.ivy.core.report.ResolveReport.addReport(String, ConfigurationResolveReport);522;15;95;0;0
257;org.apache.ivy.core.resolve.IvyNode.getEvictionDataInRoot(String, IvyNode);34;2;1;8;13
258;org.apache.ivy.core.settings.IvySettings.ModuleSettings.getResolverName();10;5;3;0;0
259;org.apache.ivy.core.event.resolve.ResolveEvent.ResolveEvent(String, ModuleDescriptor, String[]);166;2;6;12;47
260;org.apache.ivy.ant.IvyBuildNumber.findFirstNumber(String, int);7;2;4;1;1
261;org.apache.ivy.util.FileUtil.readEntirely(BufferedReader);21;5;6;0;0
262;org.apache.ivy.plugins.parser.m2.PomDependencyMgt.getScope();378;12;92;0;0
263;org.apache.ivy.ant.IvyRepositoryReport.doExecute();733;0;0;14;99
264;org.apache.ivy.core.resolve.IvyNode.getBlacklistData(String);32;6;9;1;1
265;org.apache.ivy.Ivy.getEventManager();159;11;43;0;0
266;org.apache.ivy.core.module.descriptor.Configuration.Configuration(String);671;13;96;5;1
267;org.apache.ivy.osgi.p2.P2Artifact.getClassifier();5;2;3;0;0
268;org.apache.ivy.plugins.parser.m2.PomReader.getArtifactId();378;12;98;2;2
269;org.apache.ivy.util.AbstractMessageLogger.warn(String);3;0;0;1;2
270;org.apache.ivy.core.repository.RepositoryManagementEngine.ensureLoaded();31;5;12;0;0
271;org.apache.ivy.ant.IvyDeliver.setOrganisation(String);353;16;64;0;0
272;org.apache.ivy.util.Configurator.MacroDef.play(Configurator, MacroRecord, Map, Map);53;0;0;4;19
273;org.apache.ivy.core.module.descriptor.ModuleDescriptor.getConflictManager(ModuleId);11;4;5;0;0
274;org.apache.ivy.core.install.InstallOptions.getMatcherName();644;13;103;0;0
275;org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter.printDependencies(ModuleDescriptor, PrintWriter, PomWriterOptions, int, boolean);203;12;45;3;25
276;org.apache.ivy.plugins.signer.SignatureGenerator.sign(File, File);34;6;9;0;0
277;org.apache.ivy.ant.IvyCleanCache.getCache();46;8;10;0;0
278;org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule.addConfiguration(String);779;15;110;0;0
279;org.apache.ivy.core.cache.CacheMetadataOptions.setNamespace(Namespace);40;7;16;0;0
280;org.apache.ivy.osgi.obr.filter.MultiOperatorFilter.operator();3;2;1;0;0
281;org.apache.ivy.ant.IvyConfigure.getRealm();2;0;0;1;1
282;org.apache.ivy.ant.IvyReport.getStylePath(String);80;6;11;8;8
283;org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager.toString();2;0;0;1;1
284;org.apache.ivy.plugins.repository.url.URLResource.init();9;1;3;1;5
