sep=;
id; seed; size; upperDepth; upperWidth; lowerDepth; lowerWidth
27;org.apache.avro.io.parsing.JsonGrammarGenerator.generate(Schema);18;4;3;5;2
28;org.apache.avro.specific.SpecificRequestor.SpecificRequestor(Protocol, Transceiver);7;2;3;1;1
29;org.apache.avro.file.DataFileStream.DataFileStream(InputStream, DatumReader);87;0;0;6;29
30;org.apache.avro.io.ValidatingDecoder.checkFixed(int);12;2;2;3;3
31;org.apache.avro.Schema.RecordSchema.getField(String);1;0;0;0;0
32;org.apache.avro.Protocol.parse(JsonNode);55;0;0;5;25
33;org.apache.avro.specific.SpecificRecordBase.toString();11;0;0;4;6
34;org.apache.avro.io.parsing.Symbol.EnumAdjustAction.EnumAdjustAction(int, Object[]);4;0;0;3;1
35;org.apache.avro.ipc.Transceiver.readBuffers();212;11;59;0;0
36;org.apache.avro.io.Encoder.writeDouble(double);71;5;37;0;0
37;org.apache.avro.file.DataFileWriter.DataFileWriter(DatumWriter);73;6;27;0;0
38;org.apache.avro.io.BlockingBinaryEncoder.writeBoolean(boolean);6;0;0;3;2
39;org.apache.avro.Schema.MapSchema.MapSchema(Schema);41;4;20;1;1
40;org.apache.avro.io.BlockingBinaryEncoder.writeIndex(int);7;0;0;3;3
41;org.apache.avro.file.SeekableInput.tell();6;2;3;0;0
42;org.apache.avro.io.DirectBinaryDecoder.doReadBytes(byte[], int, int);3;1;2;0;0
43;org.apache.avro.specific.SpecificDatumReader.getField(Object, String, int);2;0;0;1;1
44;org.apache.avro.file.LengthLimitedInputStream.read(byte[]);3;0;0;2;1
45;org.apache.avro.io.ResolvingDecoder.readLong();70;4;32;3;4
46;org.apache.avro.io.JsonDecoder.readNull();11;0;0;4;4
47;org.apache.avro.Protocol.Message.getErrors();249;10;55;0;0
48;org.apache.avro.io.BinaryDecoder.readBoolean();218;10;59;1;1
49;org.apache.avro.io.BinaryDecoder.ByteSource.compactAndFill(byte[], int, int, int);5;1;1;1;3
50;org.apache.avro.io.DecoderFactory.defaultFactory();335;9;73;0;0
51;org.apache.avro.generic.GenericDatumReader.readMap(Object, Schema, ResolvingDecoder);70;0;0;4;32
52;org.apache.avro.io.BinaryDecoder.ensureBounds(int);9;1;4;2;3
53;org.apache.avro.io.BlockingBinaryEncoder.BlockingBinaryEncoder(OutputStream);9;0;0;3;4
54;org.apache.avro.Schema.RecordSchema.setFields(List);7;0;0;2;5
55;org.apache.avro.io.Encoder.writeEnum(int);40;4;28;0;0
56;org.apache.avro.io.JsonEncoder.flush();86;8;28;3;2
57;org.apache.avro.generic.GenericData.isMap(Object);13;3;10;0;0
58;org.apache.avro.file.DataFileStream.getMeta(String);2;1;1;0;0
59;org.apache.avro.specific.SpecificRecordBase.hashCode();26;0;0;4;11
60;org.apache.avro.io.BinaryDecoder.ByteSource.tryReadRaw(byte[], int, int);11;2;6;0;0
61;org.apache.avro.io.ValidatingEncoder.writeEnum(int);9;0;0;3;4
62;org.apache.avro.tool.RpcReceiveTool.run2(PrintStream);265;12;58;1;1
63;org.apache.avro.ipc.HttpTransceiver.transceive(List);5;0;0;2;2
64;org.apache.avro.generic.GenericData.Record.compareTo(Record);27;2;1;4;12
65;org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.TreeMapSegmenter(SortedSet);1;0;0;0;0
66;org.apache.avro.Protocol.Message.equals(Object);84;8;29;1;1
67;org.apache.avro.io.parsing.ValidatingGrammarGenerator.LitS.hashCode();4;1;1;2;1
68;org.apache.avro.AvroRuntimeException.AvroRuntimeException(String);275;9;100;0;0
69;org.apache.avro.io.JsonDecoder.skipString();12;0;0;3;5
70;org.apache.avro.ipc.stats.StatsPlugin.StatsPlugin();32;13;9;1;1
71;org.apache.avro.reflect.ReflectDatumReader.setField(Object, String, int, Object);4;0;0;3;1
72;org.apache.avro.ipc.Requestor.readError(Schema, Decoder);218;10;59;0;0
73;org.apache.avro.Schema.FixedSchema.FixedSchema(Name, String, int);41;4;20;3;2
74;org.apache.avro.file.DataFileStream.next();112;9;25;7;8
75;org.apache.avro.io.parsing.ResolvingGrammarGenerator.getBinary(Schema, JsonNode);60;5;11;3;29
76;org.apache.avro.specific.SpecificData.getProtocol(Class);32;13;9;0;0
77;org.apache.avro.Protocol.toString();189;9;58;7;9
78;org.apache.avro.Schema.Names.Names();49;5;23;0;0
79;org.apache.avro.io.BlockingBinaryEncoder.setItemCount(long);3;0;0;2;1
80;org.apache.avro.generic.GenericData.induce(Object);24;0;0;3;13
81;org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Schema, SpecificData);5;1;1;2;2
82;org.apache.avro.io.DirectBinaryDecoder.init(InputStream);14;5;4;0;0
83;org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.getBuckets.(Anon_1).next();2;0;0;1;1
84;org.apache.avro.io.Encoder.setItemCount(long);91;6;39;0;0
85;org.apache.avro.ipc.stats.Stopwatch.start();4;2;1;1;1
86;org.apache.avro.Schema.NamedSchema.writeNameRef(Names, JsonGenerator);33;4;6;4;9
87;org.apache.avro.specific.ProtocolTask.compile(File);46;1;1;6;31
88;org.apache.avro.io.Perf.ReadFloat.ReadFloat();9;3;6;0;0
89;org.apache.avro.ipc.SocketServer.main(String[]);2;0;0;1;1
90;org.apache.avro.specific.SpecificData.validate(Schema, Object);20;3;2;2;12
91;org.apache.avro.io.JsonDecoder.advance(Symbol);41;2;21;3;3
92;org.apache.avro.io.parsing.SkipParser.SkipHandler.skipTopSymbol();5;3;2;0;0
93;org.apache.avro.ipc.stats.Histogram.EntryIterator.next();2;0;0;1;1
94;org.apache.avro.io.ParsingDecoder.skipAction();2;0;0;1;1
95;org.apache.avro.reflect.ReflectData.getField(Class, String);23;4;8;2;1
96;org.apache.avro.specific.SpecificCompiler.compileToDestination(File);84;6;21;3;28
97;org.apache.avro.Schema.createMap(Schema);44;5;17;2;1
98;org.apache.avro.io.BlockingBinaryEncoder.endBlockedValue();14;3;2;2;8
99;org.apache.avro.file.DataFileReader.SeekableInputStream.read(byte[], int, int);3;1;1;1;1
100;org.apache.avro.Schema.IntSchema.IntSchema();11;2;8;1;1
101;org.apache.avro.file.DataFileReader.DataFileReader(File, DatumReader);136;8;10;7;29
102;org.apache.avro.ipc.RPCContext.responseCallMeta();212;10;59;0;0
103;org.apache.avro.io.DatumReader.read(D, Decoder);88;8;23;0;0
104;org.apache.avro.io.Decoder.skipString();31;4;22;0;0
105;org.apache.avro.ipc.Server.close();1;0;0;0;0
106;org.apache.avro.tool.RpcReceiveTool.SinkResponder.SinkResponder(Protocol);262;11;57;11;9
107;org.apache.avro.util.Utf8.toString();277;9;74;0;0
108;org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Schema);25;6;11;2;1
109;org.apache.avro.ipc.DatagramServer.close();1;0;0;0;0
110;org.apache.avro.reflect.ReflectDatumWriter.getArrayElements(Object);1;0;0;0;0
111;org.apache.avro.file.DataFileWriter.setMeta(String, byte[]);5;0;0;2;3
112;org.apache.avro.Schema.MapSchema.hashCode();3;0;0;1;2
113;org.apache.avro.io.parsing.SkipParser.skipTo(int);8;2;2;2;3
114;org.apache.avro.ipc.DatagramServer.main(String[]);3;0;0;2;1
115;org.apache.avro.file.DataFileReader.SeekableInputStream.read(byte[]);2;0;0;1;1
116;org.apache.avro.Protocol.hashCode();1;0;0;0;0
117;org.apache.avro.io.Decoder.readBoolean();40;4;28;0;0
118;org.apache.avro.io.DatumWriter.setSchema(Schema);61;6;21;0;0
119;org.apache.avro.ipc.Requestor.getTransceiver();218;10;59;0;0
120;org.apache.avro.specific.SpecificResponder.SpecificResponder(Protocol, Object, SpecificData);71;7;17;10;9
121;org.apache.avro.io.BinaryEncoder.ReuseByteWriter.write(ByteBuffer);4;0;0;2;2
122;org.apache.avro.Schema.toString();25;4;8;3;2
123;org.apache.avro.reflect.Union.value();10;4;5;0;0
124;org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema);25;6;11;1;1
125;org.apache.avro.specific.SpecificCompiler.compile();37;0;0;3;28
126;org.apache.avro.Schema.EnumSchema.getEnumOrdinal(String);1;0;0;0;0
127;org.apache.avro.specific.SpecificResponder.writeError(Schema, AvroRemoteException, Encoder);8;0;0;4;2
128;org.apache.avro.io.Decoder.skipFixed(int);29;4;20;0;0
129;org.apache.avro.ipc.HttpTransceiver.HttpTransceiver(URL);236;11;59;0;0
130;org.apache.avro.file.DataFileWriter.sync();11;1;1;2;6
131;org.apache.avro.io.BinaryEncoder.encodeLong(long, byte[], int);12;4;4;0;0
132;org.apache.avro.io.BinaryDecoder.BinaryDecoder(int, InputStream);14;3;2;4;3
133;org.apache.avro.file.DataFileStream.close();131;9;30;1;1
134;org.apache.avro.io.parsing.Symbol.ResolvingAction.flatten(Map, Map);3;0;0;1;2
135;org.apache.avro.Schema.parse(File);107;5;35;4;21
136;org.apache.avro.generic.GenericDatumReader.setSchema(Schema);1;0;0;0;0
137;org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Class);23;0;0;5;11
138;org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int);8;0;0;4;3
139;org.apache.avro.specific.SpecificCompiler.escapeForJavaDoc(String);3;2;1;0;0
140;org.apache.avro.generic.GenericArray.add(T);20;3;12;0;0
141;org.apache.avro.Schema.hashCode();11;2;8;1;1
142;org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.isEof();3;0;0;1;2
143;org.apache.avro.generic.GenericData.hashCodeAdd(int, Object, Schema);23;0;0;4;10
144;org.apache.avro.tool.Tool.getName();6;2;3;0;0
145;org.apache.avro.io.BinaryDecoder.readEnum();7;0;0;4;3
146;org.apache.avro.ipc.stats.StatsPlugin.publish(RPCContext, Stopwatch);11;2;1;4;4
147;org.apache.avro.io.DirectBinaryDecoder.readBoolean();1;0;0;0;0
148;org.apache.avro.Schema.writeProps(JsonGenerator);35;6;9;0;0
149;org.apache.avro.Protocol.Message.toString();15;0;0;4;5
150;org.apache.avro.reflect.ReflectData.isRecord(Object);20;0;0;5;11
151;org.apache.avro.io.BlockingBinaryEncoder.writeFloat(float);7;0;0;3;3
152;org.apache.avro.io.BinaryDecoder.ByteSource.available();3;0;0;1;2
153;org.apache.avro.file.DataFileWriter.flush();12;1;1;3;6
154;org.apache.avro.io.BinaryEncoder.writeMapEnd();2;0;0;1;1
155;org.apache.avro.io.JsonDecoder.mapNext();11;0;0;4;3
156;org.apache.avro.io.Perf.ReadLong.ReadLong();9;3;6;0;0
157;org.apache.avro.file.LengthLimitedInputStream.read(byte[], int, int);3;1;1;1;1
158;org.apache.avro.io.ValidatingDecoder.init(InputStream);3;0;0;1;2
159;org.apache.avro.io.parsing.Symbol.alt(Symbol[], String[]);60;7;19;3;1
160;org.apache.avro.io.ParsingEncoder.pop();13;4;4;2;1
161;org.apache.avro.generic.GenericDatumReader.createBytes(byte[]);1;0;0;0;0
162;org.apache.avro.reflect.ReflectData.getFields(Class);40;5;17;2;1
163;org.apache.avro.io.JsonEncoder.doAction(Symbol, Symbol);3;0;0;2;1
164;org.apache.avro.io.ResolvingDecoder.readFieldOrder();70;5;28;3;3
165;org.apache.avro.Protocol.getName();28;4;15;0;0
166;org.apache.avro.Schema.equals(Object);94;6;31;0;0
167;org.apache.avro.reflect.ReflectData.findField(Class, String);3;1;1;1;1
168;org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema);15;0;0;4;5
169;org.apache.avro.io.BinaryDecoder.BinaryDecoder();3;2;1;0;0
170;org.apache.avro.io.Perf.ReadDouble.readInternal(Decoder);2;0;0;1;1
171;org.apache.avro.generic.GenericData.toString(Object);13;2;2;3;6
172;org.apache.avro.io.BinaryDecoder.isEnd();30;6;7;1;2
173;org.apache.avro.file.DataFileWriter.writeBlock();41;6;11;1;5
174;org.apache.avro.file.DataFileReader.SeekableInputStream.skip(long);4;0;0;1;3
175;org.apache.avro.io.ValidatingDecoder.readString(Utf8);8;0;0;3;3
176;org.apache.avro.reflect.ReflectData.createFieldSchema(Field, Map);41;4;18;0;0
177;org.apache.avro.ipc.RPCContext.requestCallMeta();223;10;59;0;0
178;org.apache.avro.io.Encoder.writeArrayEnd();76;6;32;0;0
179;org.apache.avro.generic.GenericData.hashCode(Object, Schema);31;2;4;3;11
180;org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader.read(ByteBuffer, int);5;0;0;2;2
181;org.apache.avro.ipc.stats.Histogram.Segmenter.size();3;1;2;0;0
182;org.apache.avro.io.JsonDecoder.readArrayStart();12;0;0;4;4
183;org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream);214;11;59;0;0
184;org.apache.avro.RandomData.main(String[]);63;0;0;5;28
185;org.apache.avro.generic.GenericDatumReader.createString(String);2;0;0;1;1
186;org.apache.avro.Schema.LockableArrayList.LockableArrayList();42;4;23;0;0
187;org.apache.avro.io.BinaryEncoder.BinaryEncoder(OutputStream);288;9;60;1;2
188;org.apache.avro.ipc.stats.Histogram.EntryIterator.hasNext();2;0;0;1;1
189;org.apache.avro.RPCMetaTestPlugin.serverReceiveRequest(RPCContext);3;0;0;1;2
190;org.apache.avro.io.BinaryDecoder.skipFixed(int);28;3;17;2;1
191;org.apache.avro.io.JsonEncoder.writeBytes(byte[], int, int);8;0;0;3;3
192;org.apache.avro.Schema.getName();153;6;46;0;0
193;org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Schema);9;1;2;4;2
194;org.apache.avro.io.ValidatingDecoder.readBoolean();70;4;34;3;3
195;org.apache.avro.io.JsonEncoder.writeEnum(int);9;0;0;3;4
196;org.apache.avro.Schema.NamedSchema.equalNames(NamedSchema);6;2;3;1;1
197;org.apache.avro.io.BlockingBinaryEncoder.writeEnum(int);8;0;0;4;3
198;org.apache.avro.ipc.Responder.writeResponse(Schema, Object, Encoder);208;10;59;0;0
199;org.apache.avro.Schema.Name.equals(Object);2;1;1;0;0
200;org.apache.avro.io.parsing.Parser.advance(Symbol);122;4;61;2;3
201;org.apache.avro.io.ValidatingEncoder.writeNull();8;0;0;3;3
202;org.apache.avro.generic.GenericData.Fixed.Fixed(Schema);4;0;0;2;2
203;org.apache.avro.generic.GenericData.Fixed.toString();1;0;0;0;0
204;org.apache.avro.io.JsonDecoder.readEnum();13;0;0;4;5
205;org.apache.avro.reflect.ReflectData.getClass(Schema);15;2;2;3;5
206;org.apache.avro.generic.GenericDatumWriter.write(Schema, Object, Encoder);61;1;2;4;27
207;org.apache.avro.io.BinaryData.(Anon_1).initialValue();12;0;0;6;3
208;org.apache.avro.io.BinaryDecoder.readBytes(ByteBuffer);86;6;27;4;3
209;org.apache.avro.Schema.getElementType();192;5;84;1;1
210;org.apache.avro.Schema.UnionSchema.hashCode();3;0;0;1;2
211;org.apache.avro.file.DataFileReader.seek(long);10;3;3;2;2
212;org.apache.avro.io.BlockingBinaryEncoder.writeMapEnd();13;0;0;2;9
213;org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Schema);7;1;2;2;2
214;org.apache.avro.io.BinaryDecoder.BinaryDecoder(byte[], int, int);12;2;2;4;3
215;org.apache.avro.io.BinaryDecoder.readIndex();7;0;0;4;3
216;org.apache.avro.io.BinaryDecoder.readFixed(byte[], int, int);17;6;4;2;1
217;org.apache.avro.generic.GenericDatumWriter.writeEnum(Schema, Object, Encoder);59;5;24;2;2
218;org.apache.avro.io.BinaryEncoder.writeBoolean(boolean);1;0;0;0;0
219;org.apache.avro.io.ValidatingDecoder.readDouble();8;0;0;3;3
220;org.apache.avro.tool.RpcReceiveTool.SinkResponder.respond(Message, Object);84;0;0;7;29
221;org.apache.avro.io.JsonEncoder.writeMapStart();9;0;0;3;3
222;org.apache.avro.Schema.parse(InputStream);42;0;0;4;21
223;org.apache.avro.ipc.stats.Histogram.Segmenter.segment(T);2;1;1;0;0
224;org.apache.avro.io.BinaryDecoder.skipArray();11;0;0;5;3
225;org.apache.avro.ipc.stats.StatsPluginOverhead.createServer(boolean);235;10;58;12;9
226;org.apache.avro.reflect.ReflectRequestor.getDatumReader(Schema);4;0;0;3;1
227;org.apache.avro.reflect.ReflectRequestor.ReflectRequestor(Protocol, Transceiver);61;7;21;2;1
228;org.apache.avro.Schema.LockableArrayList.remove(Object);2;0;0;1;1
229;org.apache.avro.ipc.stats.StatsServlet.writeActiveRpc(Writer, RPCContext, Stopwatch);13;3;4;2;5
230;org.apache.avro.io.Decoder.readFixed(byte[]);94;6;30;1;1
231;org.apache.avro.reflect.ReflectRequestor.getClient(Class, Transceiver);61;0;0;7;21
232;org.apache.avro.io.ValidatingEncoder.writeMapEnd();9;0;0;3;3
233;org.apache.avro.io.parsing.Symbol.UnionAdjustAction.UnionAdjustAction(int, Symbol);3;2;1;0;0
234;org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter();81;6;26;1;2
235;org.apache.avro.generic.GenericDatumReader.GenericDatumReader(Schema);308;10;77;0;0
236;org.apache.avro.io.BlockingBinaryEncoder.finishOverflow();11;2;6;2;1
237;org.apache.avro.io.parsing.Symbol.IntCheckAction.IntCheckAction(int);5;1;2;2;1
238;org.apache.avro.io.parsing.Parser.topSymbol();30;4;18;0;0
239;org.apache.avro.specific.SpecificRequestor.readResponse(Schema, Decoder);5;0;0;3;2
240;org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse);213;0;0;10;59
241;org.apache.avro.RandomData.randomBytes(Random, int);19;3;12;0;0
242;org.apache.avro.io.parsing.Parser.processTrailingImplicitActions();13;4;4;1;1
243;org.apache.avro.ipc.RPCPlugin.serverConnecting(RPCContext);184;9;61;0;0
244;org.apache.avro.file.DataFileStream.resolveCodec();106;6;29;2;4
245;org.apache.avro.specific.SpecificCompiler.errors(Schema);28;4;14;2;3
246;org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder);104;8;28;4;4
247;org.apache.avro.io.BinaryEncoder.encodeDouble(double, byte[], int);7;4;2;0;0
248;org.apache.avro.generic.GenericDatumReader.newMap(Object, int);70;5;32;0;0
249;org.apache.avro.Protocol.Message.getRequest();369;10;67;0;0
250;org.apache.avro.Schema.parseJson(String);43;5;21;0;0
251;org.apache.avro.io.ValidatingDecoder.readNull();70;4;34;3;3
252;org.apache.avro.Protocol.getType(String);14;0;0;4;9
253;org.apache.avro.specific.SpecificCompiler.esc(Object);36;3;27;0;0
254;org.apache.avro.Schema.FixedSchema.toJson(Names, JsonGenerator);24;0;0;5;9
255;org.apache.avro.io.BinaryDecoder.BufferAccessor.setLimit(int);4;2;2;0;0
256;org.apache.avro.ipc.Responder.Responder(Protocol);25;1;2;9;9
257;org.apache.avro.AvroTypeException.AvroTypeException(String, Throwable);43;6;18;1;1
258;org.apache.avro.generic.GenericData.Fixed.hashCode();1;0;0;0;0
259;org.apache.avro.io.Perf.main(String[]);9;0;0;2;7
260;org.apache.avro.io.BinaryDecoder.doReadBytes(byte[], int, int);14;5;4;1;1
261;org.apache.avro.io.DatumWriter.write(D, Encoder);143;9;31;0;0
262;org.apache.avro.Schema.Field.order();51;4;26;0;0
263;org.apache.avro.Protocol.Message.getResponse();365;10;63;0;0
264;org.apache.avro.ipc.stats.Histogram.toString();2;0;0;1;1
265;org.apache.avro.ipc.RPCContext.responseHandshakeMeta();188;9;61;0;0
266;org.apache.avro.reflect.ReflectResponder.getDatumReader(Schema);4;0;0;3;1
267;org.apache.avro.ipc.stats.StatsPlugin.StatsPlugin(Ticks, Segmenter);2;1;1;0;0
268;org.apache.avro.io.Encoder.writeString(String);218;10;56;1;2
269;org.apache.avro.io.JsonDecoder.error(String);40;3;19;2;1
270;org.apache.avro.generic.GenericDatumWriter.writeFixed(Schema, Object, Encoder);59;5;23;2;3
271;org.apache.avro.Schema.Names.put(Name, Schema);20;5;8;2;2
272;org.apache.avro.io.BinaryDecoder.inputStream();12;4;4;0;0
273;org.apache.avro.file.Codec.equals(Object);37;6;14;0;0
274;org.apache.avro.io.Perf.ReadBoolean.genData(Encoder);6;0;0;1;5
275;org.apache.avro.ipc.ResponderServlet.ResponderServlet(Responder);3;2;1;0;0
276;org.apache.avro.specific.SpecificRequestor.getClient(Class, SpecificRequestor);1;0;0;0;0
277;org.apache.avro.io.JsonDecoder.readString(Utf8);13;0;0;3;5
278;org.apache.avro.io.BinaryDecoder.readDouble();6;0;0;3;3
279;org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.tryReadRaw(byte[], int, int);2;1;1;0;0
280;org.apache.avro.io.parsing.Parser.depth();9;4;3;0;0
281;org.apache.avro.Schema.Name.writeName(Names, JsonGenerator);4;1;1;1;2
282;org.apache.avro.io.JsonEncoder.writeArrayStart();9;0;0;3;3
283;org.apache.avro.io.BinaryDecoder.readArrayStart();8;0;0;5;3
284;org.apache.avro.Protocol.toJson(JsonGenerator);20;1;1;5;9
285;org.apache.avro.generic.GenericDatumReader.createFixed(Object, byte[], Schema);5;0;0;2;3
286;org.apache.avro.Schema.create(Type);59;4;33;2;9
287;org.apache.avro.specific.SpecificRequestor.getDatumReader(Schema);6;2;2;2;1
288;org.apache.avro.ipc.RPCPlugin.clientFinishConnect(RPCContext);138;10;39;0;0
289;org.apache.avro.file.DataFileStream.hasNext();33;2;2;5;8
290;org.apache.avro.ipc.DatagramTransceiver.DatagramTransceiver(SocketAddress);1;0;0;0;0
291;org.apache.avro.io.ParsingDecoder.skipFixed();15;2;13;0;0
292;org.apache.avro.Schema.RecordSchema.equals(Object);4;0;0;2;2
293;org.apache.avro.file.DataFileWriter.create(Schema, OutputStream);25;0;0;4;9
294;org.apache.avro.io.BinaryDecoder.InputStreamByteSource.read();5;0;0;1;4
295;org.apache.avro.io.Decoder.readIndex();52;7;29;0;0
296;org.apache.avro.io.ValidatingDecoder.readMapStart();70;5;29;3;3
297;org.apache.avro.generic.GenericData.Array.Array(int, Schema);3;0;0;1;2
298;org.apache.avro.io.BinaryEncoder.writeArrayEnd();2;0;0;1;1
299;org.apache.avro.specific.SpecificExceptionBase.equals(Object);27;0;0;5;11
300;org.apache.avro.RPCMetaTestPlugin.clientFinishConnect(RPCContext);3;0;0;1;2
301;org.apache.avro.specific.SpecificCompiler.enqueue(Schema);11;2;2;2;6
302;org.apache.avro.io.parsing.Parser.popSymbol();61;7;21;0;0
303;org.apache.avro.io.BlockingBinaryEncoder.writeString(Utf8);12;0;0;4;4
304;org.apache.avro.Schema.DoubleSchema.DoubleSchema();11;2;8;1;1
305;org.apache.avro.io.BinaryEncoder.setItemCount(long);3;0;0;2;1
306;org.apache.avro.util.Utf8.Utf8();14;5;5;0;0
307;org.apache.avro.io.BinaryData.Decoders.Decoders();12;1;1;5;3
308;org.apache.avro.generic.GenericDatumWriter.writeString(Object, Encoder);59;6;18;1;1
309;org.apache.avro.ipc.RPCContext.setError(AvroRemoteException);233;10;59;0;0
310;org.apache.avro.ipc.stats.Histogram.Entry.Entry(B, int);2;1;1;0;0
311;org.apache.avro.Schema.createRecord(String, String, String, boolean);41;5;15;4;2
312;org.apache.avro.io.JsonDecoder.checkFixed(int);16;2;3;4;4
313;org.apache.avro.Schema.NamedSchema.NamedSchema(Type, Name, String);9;2;3;2;2
314;org.apache.avro.BarRecord.hashCode();1;0;0;0;0
315;org.apache.avro.Schema.MapSchema.equals(Object);2;0;0;1;1
316;org.apache.avro.generic.GenericDatumWriter.setSchema(Schema);6;3;2;0;0
317;org.apache.avro.io.BinaryDecoder.skipBytes();9;0;0;4;3
318;org.apache.avro.ipc.Transceiver.close();235;11;59;0;0
319;org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.segment(T);2;0;0;1;1
320;org.apache.avro.io.Encoder.writeFixed(byte[]);36;3;28;1;1
321;org.apache.avro.io.parsing.Symbol.Repeater.flatten(Map, Map);9;0;0;2;5
322;org.apache.avro.file.Codec.toString();4;2;1;1;1
323;org.apache.avro.file.LengthLimitedInputStream.LengthLimitedInputStream(InputStream, long);1;0;0;0;0
324;org.apache.avro.reflect.ReflectData.getSchema(Type, Map);48;3;3;5;18
325;org.apache.avro.specific.SpecificDatumWriter.writeEnum(Schema, Object, Encoder);2;0;0;1;1
326;org.apache.avro.file.DataFileWriter.setMeta(String, long);1;0;0;0;0
327;org.apache.avro.ipc.HttpServer.HttpServer(Responder, int);32;13;9;1;2
328;org.apache.avro.Protocol.setTypes(Collection);55;6;18;4;2
329;org.apache.avro.reflect.ReflectDatumReader.getField(Object, String, int);4;0;0;3;1
330;org.apache.avro.io.BinaryDecoder.readInt();21;3;7;3;3
331;org.apache.avro.file.DataFileStream.getSchema();147;8;29;0;0
332;org.apache.avro.specific.SpecificData.get();91;10;22;0;0
333;org.apache.avro.generic.GenericData.Record.equals(Object);27;0;0;5;11
334;org.apache.avro.io.BlockingBinaryEncoder.writeArrayEnd();13;0;0;2;9
335;org.apache.avro.file.LengthLimitedInputStream.remainingInt();3;1;2;0;0
336;org.apache.avro.tool.Main.printStream(InputStream);5;2;3;0;0
337;org.apache.avro.io.BinaryDecoder.InputStreamByteSource.trySkipBytes(long);1;0;0;0;0
338;org.apache.avro.ipc.HttpTransceiver.readBuffers();2;0;0;1;1
339;org.apache.avro.io.Encoder.writeString(Utf8);12;4;4;0;0
340;org.apache.avro.reflect.ReflectDatumReader.readBytes(Object, Decoder);2;0;0;1;1
341;org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder);133;9;21;3;36
342;org.apache.avro.util.Utf8.setLength(int);14;5;5;0;0
