id, seed, size, upperDepth, upperWidth, lowerDepth, lowerWidth
133,org.apache.pdfbox.examples.util.RemoveAllText.usage(),331,16,51,0,0
134,org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch.shouldOpenInNewWindow(),10,0,0,6,2
135,org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie.PDActionMovie(COSDictionary),21,4,13,1,1
136,"org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureOptions)",154,2,1,7,38
137,org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.setReadingDirection(READING_DIRECTION),1,0,0,0,0
138,org.apache.pdfbox.pdmodel.fdf.FDFDictionary.getID(),55,10,12,2,1
139,org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.calcColorTable(),166,13,22,14,13
140,"org.apache.pdfbox.multipdf.PDFMergerUtility.appendDocument(PDDocument, PDDocument)",526,15,54,7,78
141,org.apache.pdfbox.pdmodel.common.COSArrayList.listIterator(),1,0,0,0,0
142,"org.apache.pdfbox.util.Matrix.translate(float, float)",240,10,61,2,2
143,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText.setFringe(PDRectangle),17,4,5,3,2
144,"org.apache.pdfbox.pdmodel.PDPageTree.get(int, COSDictionary, int)",30,5,6,3,6
145,org.apache.pdfbox.pdfparser.BaseParser.readLong(),85,7,20,3,4
146,org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.readPage(),2,1,1,0,0
147,org.apache.pdfbox.pdmodel.font.PDCIDFontType2.getBoundingBox(),19,0,0,5,6
148,org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getTrueTypeFont(),177,7,48,0,0
149,"org.apache.pdfbox.contentstream.operator.state.SetLineMiterLimit.process(Operator, List)",6,0,0,2,4
150,org.apache.pdfbox.examples.pdmodel.ImageToPDF.main(String[]),172,0,0,9,45
151,org.apache.pdfbox.pdfparser.COSParser.isLenient(),246,11,61,0,0
152,org.apache.pdfbox.preflight.annotation.AnnotationValidator.checkColors(),127,7,18,10,16
153,org.apache.pdfbox.io.MemoryUsageSetting.getMaxMainMemoryBytes(),8,2,6,0,0
154,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setAnnotationFlags(int),35,5,14,3,2
155,"org.apache.pdfbox.filter.CCITTFaxEncoderStream.CCITTFaxEncoderStream(OutputStream, int, int, int)",10,7,2,0,0
156,org.apache.pdfbox.filter.CCITTFaxFilter.invertBitmap(byte[]),41,8,13,0,0
157,org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData.getFile(),9,0,0,4,3
158,org.apache.pdfbox.pdmodel.interactive.form.PDNonTerminalField.PDNonTerminalField(PDAcroForm),4,0,0,2,2
159,org.apache.pdfbox.debugger.ui.textsearcher.Searcher.insertUpdate(DocumentEvent),11,0,0,4,6
160,org.apache.pdfbox.pdmodel.fdf.FDFOptionElement.FDFOptionElement(),6,0,0,2,3
161,org.apache.pdfbox.debugger.hexviewer.HexEditor.HexEditor(HexModel),17,2,2,3,10
162,org.apache.pdfbox.cos.COSName.writePDF(OutputStream),27,4,13,2,2
163,"org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.createFromFile(PDDocument, File)",91,6,8,9,16
164,"org.apache.pdfbox.cos.COSDictionary.getDate(COSName, Calendar)",24,3,2,6,5
165,org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFontWeight(float),57,7,22,3,2
166,"org.apache.pdfbox.multipdf.Overlay.LayoutPage.LayoutPage(PDRectangle, COSStream, COSDictionary)",87,8,24,0,0
167,"org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder.TrueTypeEmbedder(PDDocument, COSDictionary, TrueTypeFont, boolean)",136,7,10,8,30
168,org.apache.pdfbox.pdmodel.common.COSDictionaryMap.containsValue(Object),1,0,0,0,0
169,org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace.getWhitepoint(),18,4,3,2,5
170,"org.apache.pdfbox.preflight.content.PreflightStreamEngine.registerError(String, String, boolean, Throwable)",12,1,2,3,3
171,org.apache.pdfbox.text.PDFTextStripper.matchListItemPattern(PositionWrapper),27,4,11,1,4
172,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine.getLine(),7,0,0,2,4
173,org.apache.pdfbox.text.PDFTextStripper.getSpacingTolerance(),84,5,33,0,0
174,"org.apache.pdfbox.debugger.ui.PDFTreeModel.getIndexOfChild(Object, Object)",13,0,0,2,9
175,org.apache.pdfbox.preflight.PreflightContext.addValidationErrors(List),42,6,16,2,3
176,org.apache.pdfbox.pdmodel.PDResources.getCOSObject(),296,9,64,0,0
177,"org.apache.pdfbox.debugger.flagbitspane.FlagBitsPaneView.FlagBitsPaneView(String, String, Object[][], String[])",18,4,11,1,1
178,org.apache.pdfbox.pdmodel.common.function.PDFunction.getRangeForOutput(int),72,12,17,3,2
179,org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource.getBytes(),28,1,1,7,7
180,org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode.PDDestinationNameTreeNode(COSDictionary),7,3,2,1,1
181,org.apache.pdfbox.pdmodel.interactive.action.PDAction.PDAction(),12,2,3,4,2
182,org.apache.pdfbox.pdmodel.common.COSArrayList.size(),1,0,0,0,0
183,org.apache.pdfbox.pdmodel.font.PDCIDFont.getWidthFromFont(int),2,1,1,0,0
184,org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification.setFile(String),4,0,0,2,2
185,org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions.getWC(),25,0,0,4,16
186,org.apache.pdfbox.pdmodel.interactive.action.PDActionURI.PDActionURI(COSDictionary),26,4,15,1,1
187,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink.getPreviousURI(),9,0,0,3,3
188,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.loadDiskCache(List),18,4,7,2,4
189,org.apache.pdfbox.cos.COSInteger.get(long),758,16,124,1,1
190,org.apache.pdfbox.pdmodel.PDResources.isAllowedCache(PDXObject),61,11,11,2,4
191,org.apache.pdfbox.pdmodel.font.PDFontDescriptor.PDFontDescriptor(COSDictionary),84,9,22,0,0
192,org.apache.pdfbox.preflight.process.CatalogValidationProcess.validateNames(PreflightContext),111,10,25,4,6
193,org.apache.pdfbox.pdfparser.PDFStreamParser.readOperator(),73,5,26,3,5
194,org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary.getType(),9,0,0,4,3
195,org.apache.pdfbox.pdmodel.PDPageTree.remove(int),37,5,5,4,10
196,org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getContents(),6,0,0,3,2
197,org.apache.pdfbox.debugger.ui.MenuBase.setMenu(JMenu),5,2,2,0,0
198,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getRolloverCaption(),10,0,0,4,3
199,org.apache.pdfbox.cos.COSArray.COSArray(),1187,16,308,0,0
200,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle.initFringe(Element),93,7,37,4,6
201,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createImageFormStream(PDDocument),19,0,0,7,8
202,org.apache.pdfbox.debugger.flagbitspane.SigFlag.getFlagValue(),8,0,0,6,2
203,org.apache.pdfbox.pdmodel.common.PDRectangle.setUpperRightY(float),596,16,117,2,2
204,org.apache.pdfbox.pdmodel.PageMode.stringValue(),7,4,2,0,0
205,org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes.isIsolated(),8,0,0,5,2
206,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination.PDPageFitDestination(COSArray),13,3,9,1,1
207,org.apache.pdfbox.pdmodel.common.COSDictionaryMap.values(),1,0,0,0,0
208,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode.PDOutlineNode(COSDictionary),11,4,3,1,1
209,org.apache.pdfbox.pdmodel.fdf.FDFCatalog.setVersion(String),6,0,0,3,2
210,org.apache.pdfbox.multipdf.Overlay.getLayoutPage(PDDocument),351,17,58,7,23
211,"org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.getTrueTypeFont(String, File)",8,3,4,1,1
212,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.getSignatureReason(),537,15,119,0,0
213,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.signatureImage(String),4,0,0,2,2
214,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict.getNonEFontNoWarn(),7,0,0,5,2
215,"org.apache.pdfbox.preflight.process.BookmarkValidationProcess.checkIndirectObjects(PreflightContext, COSDictionary)",75,6,16,5,4
216,org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace.toRGB(float[]),324,14,47,0,0
217,org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties.PDOptionalContentProperties(COSDictionary),4,3,1,0,0
218,org.apache.pdfbox.multipdf.PDFCloneUtility.cloneForNewDocument(Object),287,7,81,6,13
219,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.setImage(PDImageXObject),62,11,10,0,0
220,org.apache.pdfbox.examples.rendering.CustomGraphicsStreamEngine.fillAndStrokePath(int),1,0,0,0,0
221,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getHolderForm(),112,10,51,0,0
222,"org.apache.pdfbox.cos.COSDictionary.getEmbeddedString(String, COSName)",11,0,0,5,3
223,"org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.readlong(char, RandomAccess)",13,4,5,1,1
224,"org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite.BlendCompositeContext.BlendCompositeContext(ColorModel, ColorModel, RenderingHints)",2,1,1,0,0
225,"org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.getItemsFromPair(COSBase, int)",10,4,2,2,3
226,org.apache.pdfbox.multipdf.Splitter.processPages(),194,1,1,10,60
227,org.apache.pdfbox.preflight.integration.AbstractInvalidFileTester.after(),2,0,0,1,1
228,"org.apache.pdfbox.examples.lucene.LucenePDFDocument.addUnstoredKeywordField(Document, String, String)",563,16,131,0,0
229,org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory.newSecurityHandlerForPolicy(ProtectionPolicy),21,7,6,1,1
230,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject.getOwner(),11,2,2,3,3
231,org.apache.pdfbox.pdmodel.font.PDFont.getWidths(),110,8,27,2,5
232,org.apache.pdfbox.preflight.annotation.AnnotationValidator.setFactory(AnnotationValidatorFactory),18,4,6,0,0
233,org.apache.pdfbox.pdmodel.PDDocumentInformation.setTitle(String),12,3,3,3,3
234,org.apache.pdfbox.cos.COSNumber.get(String),608,16,89,3,2
235,org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject.setBBox(PDRectangle),787,16,121,2,4
236,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setContents(String),528,16,79,3,3
237,org.apache.pdfbox.debugger.streampane.StreamPane.requestImageShowing(),143,6,10,10,36
238,org.apache.pdfbox.pdfparser.SequentialSource.peek(),91,7,46,0,0
239,org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch.getO(),6,0,0,3,2
240,org.apache.pdfbox.pdmodel.font.PDType3CharProc.getContents(),24,0,0,7,8
241,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getBorderColour(),112,9,24,3,4
242,org.apache.pdfbox.pdmodel.interactive.form.PDComboBox.PDComboBox(PDAcroForm),21,0,0,7,5
243,"org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject.PDFormXObject(COSStream, ResourceCache)",52,10,9,4,3
244,org.apache.pdfbox.io.RandomAccessBuffer.write(int),4,0,0,2,2
245,org.apache.pdfbox.cos.COSString.getBytes(),671,11,112,0,0
246,"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty.PDUserProperty(COSDictionary, PDUserAttributeObject)",8,3,4,1,1
247,"org.apache.pdfbox.preflight.action.ThreadAction.ThreadAction(ActionManagerFactory, COSDictionary, PreflightContext, String)",18,4,10,1,1
248,org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead.getPage(),7,0,0,3,2
249,org.apache.pdfbox.cos.COSArray.clear(),8,3,3,0,0
250,org.apache.pdfbox.pdmodel.common.PDRectangle.getCOSObject(),32,8,10,0,0
251,org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification.getFileDos(),11,2,4,3,2
252,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary.setNormalAppearance(PDAppearanceStream),759,16,111,3,2
253,org.apache.pdfbox.examples.interactive.form.PrintFields.usage(),314,16,64,0,0
254,org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.getCOSObject(),286,8,78,0,0
255,org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState.getStrokingColor(),280,13,51,0,0
256,"org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext.generatePatch(Point2D[], float[][])",23,0,0,6,6
257,org.apache.pdfbox.pdmodel.fdf.FDFIconFit.getScaleOption(),7,0,0,3,3
258,org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject.PDFormXObject(PDStream),130,8,32,4,3
259,org.apache.pdfbox.cos.COSStream.setFilters(COSBase),3,0,0,2,1
260,org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript.PDActionJavaScript(),325,16,60,4,3
261,org.apache.pdfbox.pdmodel.PDPage.getCOSObject(),466,8,162,0,0
262,org.apache.pdfbox.pdmodel.PDDocumentInformation.getTrapped(),565,15,131,3,3
