method,pattern,space,score,target,issue
"org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.createBareMessage(ServiceInfo, OperationInfo, boolean)",,"org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.createBareMessage(ServiceInfo, OperationInfo, boolean)",0.5826825954830701,"org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.createBareMessage(ServiceInfo, OperationInfo, boolean)",CXF-6227
"org.apache.cxf.frontend.WSDLGetUtils.updateDoc(Document, String, Map<String, Definition>, Map<String, SchemaReference>, Message, String, String)",,"org.apache.cxf.frontend.WSDLGetUtils.updateDoc(Document, String, Map<String, Definition>, Map<String, SchemaReference>, Message, String, String)",0.5815262219361151,,
org.apache.cxf.transport.http.HTTPConduit.getClient(),,org.apache.cxf.transport.http.HTTPConduit.getClient(),0.5808229933489759,,
org.apache.cxf.javascript.types.SchemaJavascriptBuilder.generateCodeForSchema(XmlSchema),,org.apache.cxf.javascript.types.SchemaJavascriptBuilder.generateCodeForSchema(XmlSchema),0.5805495317706922,,
org.apache.cxf.jaxws.JaxWsServerFactoryBean.JaxWsServerFactoryBean(),,org.apache.cxf.jaxws.JaxWsServerFactoryBean.JaxWsServerFactoryBean(),0.5754413898057714,,
org.apache.cxf.frontend.ClientProxyFactoryBean.setServiceClass(Class<?>),,org.apache.cxf.frontend.ClientProxyFactoryBean.setServiceClass(Class<?>),0.5753830782145852,,
"org.apache.cxf.jaxws.spi.ProviderImpl.createW3CEndpointReference(String, QName, QName, QName, List<Element>, String, List<Element>, List<Element>, Map<QName, String>)",,"org.apache.cxf.jaxws.spi.ProviderImpl.createW3CEndpointReference(String, QName, QName, QName, List<Element>, String, List<Element>, List<Element>, Map<QName, String>)",0.5710073586244468,,
org.apache.cxf.jaxws.JaxWsProxyFactoryBean.JaxWsProxyFactoryBean(),,org.apache.cxf.jaxws.JaxWsProxyFactoryBean.JaxWsProxyFactoryBean(),0.5669466193625766,,
"org.apache.cxf.ws.rm.RMContextUtils.retrieveRMProperties(Message, boolean)",,"org.apache.cxf.ws.rm.RMContextUtils.retrieveRMProperties(Message, boolean)",0.5668618965837298,,
org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.initializeWrappedSchema(ServiceInfo),HotExec,"org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.initializeWrappedSchema(ServiceInfo), org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.buildServiceFromClass()",0.5660347202979805,"org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.initializeWrappedSchema(ServiceInfo), org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.buildServiceFromClass()","CXF-6227, CXF-6227"
"org.apache.cxf.ws.addressing.impl.InternalContextUtils.rebaseResponse(EndpointReferenceType, AddressingProperties, Message)",,"org.apache.cxf.ws.addressing.impl.InternalContextUtils.rebaseResponse(EndpointReferenceType, AddressingProperties, Message)",0.5636047203392894,,
"org.apache.cxf.transport.http_jetty.JettyHTTPServerEngine.addServant(URL, JettyHTTPHandler)",HotCallee,"org.apache.cxf.transport.http_jetty.JettyHTTPServerEngine.addServant(URL, JettyHTTPHandler)",0.5618473085835611,,
org.apache.cxf.tools.wsdlto.WSDLToJavaContainer.execute(),,org.apache.cxf.tools.wsdlto.WSDLToJavaContainer.execute(),0.5618235416916572,,
org.apache.cxf.io.CachedOutputStream.CachedOutputStream(),,org.apache.cxf.io.CachedOutputStream.CachedOutputStream(),0.5614853746583635,,
org.apache.cxf.staxutils.StaxSource.parse(),,org.apache.cxf.staxutils.StaxSource.parse(),0.5581731244616948,,
"org.apache.cxf.jaxb.JAXBDataBinding.createWrapperHelper(Class<?>, QName, List<String>, List<String>, List<Class>)",,"org.apache.cxf.jaxb.JAXBDataBinding.createWrapperHelper(Class<?>, QName, List<String>, List<String>, List<Class>)",0.5553673945837465,,
"org.apache.cxf.helpers.DOMUtils.getChildrenWithName(Element, String, String)",,"org.apache.cxf.helpers.DOMUtils.getChildrenWithName(Element, String, String)",0.5540534488689166,,
"org.apache.cxf.helpers.IOUtils.copy(InputStream, OutputStream)",HotCallee,"org.apache.cxf.helpers.IOUtils.copy(InputStream, OutputStream), org.apache.cxf.helpers.IOUtils.copy(InputStream, OutputStream, int)",0.5532745089902928,,
org.apache.cxf.tools.corba.processors.idl.IDLParser.definition(),HotCallee,org.apache.cxf.tools.corba.processors.idl.IDLParser.definition(),0.5523800509061904,,
org.apache.cxf.jaxrs.JAXRSServerFactoryBean.JAXRSServerFactoryBean(),,org.apache.cxf.jaxrs.JAXRSServerFactoryBean.JAXRSServerFactoryBean(),0.5509072795425967,,
org.apache.cxf.helpers.IOUtils.readBytesFromStream(InputStream),,org.apache.cxf.helpers.IOUtils.readBytesFromStream(InputStream),0.5503544299962143,,
org.apache.cxf.ws.security.wss4j.CryptoCoverageChecker.handleMessage(SoapMessage),,org.apache.cxf.ws.security.wss4j.CryptoCoverageChecker.handleMessage(SoapMessage),0.5467327874658363,"org.apache.cxf.ws.security.wss4j.CryptoCoverageChecker.handleMessage(SoapMessage), org.apache.cxf.ws.security.wss4j.CryptoCoverageChecker.handleMessage(SoapMessage)","MyIssue-177, CXF-3366"
org.apache.cxf.staxutils.StaxUtils.createXMLStreamReader(InputStream),HotCallee,org.apache.cxf.staxutils.StaxUtils.createXMLStreamReader(InputStream),0.5464419703423989,,
org.apache.cxf.binding.soap.interceptor.SoapOutInterceptor.writeSoapEnvelopeStart(SoapMessage),,org.apache.cxf.binding.soap.interceptor.SoapOutInterceptor.writeSoapEnvelopeStart(SoapMessage),0.5446195703981964,,
"org.apache.cxf.jaxrs.JAXRSInvoker.invoke(Exchange, Object, Object)",HotExec,"org.apache.cxf.jaxrs.JAXRSInvoker.invoke(Exchange, Object, Object)",0.5434000824340401,,
"org.apache.cxf.jaxrs.model.URITemplate.match(String, MultivaluedMap<String, String>)",,"org.apache.cxf.jaxrs.model.URITemplate.match(String, MultivaluedMap<String, String>)",0.5422065210198281,,
org.apache.cxf.ws.policy.AssertionInfoMap.checkEffectivePolicy(Policy),,org.apache.cxf.ws.policy.AssertionInfoMap.checkEffectivePolicy(Policy),0.5402854919440714,,
"org.apache.cxf.jaxrs.JAXRSServerFactoryBean.setResourceProvider(Class<?>, ResourceProvider)",,"org.apache.cxf.jaxrs.JAXRSServerFactoryBean.setResourceProvider(Class<?>, ResourceProvider)",0.5402161457947428,,
"org.apache.cxf.binding.soap.saaj.SAAJInInterceptor.replaceHeaders(SOAPMessage, SoapMessage)",HotExec,"org.apache.cxf.binding.soap.saaj.SAAJInInterceptor.replaceHeaders(SOAPMessage, SoapMessage), org.apache.cxf.ws.security.wss4j.WSS4JInInterceptor.handleMessage(SoapMessage)",0.5389791277786279,"org.apache.cxf.ws.security.wss4j.WSS4JInInterceptor.handleMessage(SoapMessage), org.apache.cxf.ws.security.wss4j.WSS4JInInterceptor.handleMessage(SoapMessage)","CXF-5909, CXF-3366"
"org.apache.cxf.jaxrs.utils.JAXRSUtils.selectResourceClass(List<ClassResourceInfo>, String, Message)",,"org.apache.cxf.jaxrs.utils.JAXRSUtils.selectResourceClass(List<ClassResourceInfo>, String, Message)",0.5365106604290053,"org.apache.cxf.jaxrs.utils.JAXRSUtils.selectResourceClass(List<ClassResourceInfo>, String, Message)",CXF-3324
org.apache.cxf.binding.soap.interceptor.RPCInInterceptor.handleMessage(Message),,org.apache.cxf.binding.soap.interceptor.RPCInInterceptor.handleMessage(Message),0.5344913242492497,org.apache.cxf.binding.soap.interceptor.RPCInInterceptor.handleMessage(Message),MyIssue-61
"org.apache.cxf.tools.common.toolspec.parser.Form.accept(TokenInputStream, Element, ErrorVisitor)",,"org.apache.cxf.tools.common.toolspec.parser.Form.accept(TokenInputStream, Element, ErrorVisitor)",0.5331416205884765,,
"org.apache.cxf.aegis.type.basic.BeanType.readObject(MessageReader, Context)",,"org.apache.cxf.aegis.type.basic.BeanType.readObject(MessageReader, Context)",0.5327892009186692,,
org.apache.cxf.jaxrs.lifecycle.SingletonResourceProvider.SingletonResourceProvider(Object),,org.apache.cxf.jaxrs.lifecycle.SingletonResourceProvider.SingletonResourceProvider(Object),0.5308577029927752,,
org.apache.cxf.jaxrs.client.WebClient.getConfig(Object),,org.apache.cxf.jaxrs.client.WebClient.getConfig(Object),0.5305600820224949,,
"org.apache.cxf.jaxrs.utils.InjectionUtils.handleParameter(String, boolean, Class<T>, Annotation[], ParameterType, Message)",,"org.apache.cxf.jaxrs.utils.InjectionUtils.handleParameter(String, boolean, Class<T>, Annotation[], ParameterType, Message)",0.5305065377472856,"org.apache.cxf.jaxrs.utils.InjectionUtils.handleParameter(String, boolean, Class<T>, Annotation[], ParameterType, Message)",MyIssue-194
"org.apache.cxf.sts.claims.ClaimsManager.retrieveClaimValues(ClaimCollection, ClaimsParameters)",,"org.apache.cxf.sts.claims.ClaimsManager.retrieveClaimValues(ClaimCollection, ClaimsParameters)",0.5300880438716478,,
org.apache.cxf.aegis.type.basic.BeanType.writeSchema(XmlSchema),HotExec,"org.apache.cxf.aegis.type.basic.BeanType.writeSchema(XmlSchema), org.apache.cxf.aegis.databinding.AegisDatabinding.createSchemas(Service, Set<AegisType>)",0.5290783375853567,"org.apache.cxf.aegis.databinding.AegisDatabinding.createSchemas(Service, Set<AegisType>)",MyIssue-117
org.apache.cxf.wsdl11.WSDLServiceFactory.create(),HotCallee,"org.apache.cxf.wsdl11.WSDLServiceFactory.create(), org.apache.cxf.wsdl11.WSDLServiceBuilder.buildServices(Definition)",0.5287971761907697,,
"org.apache.cxf.ws.addressing.EndpointReferenceUtils.getServiceName(EndpointReferenceType, Bus)",,"org.apache.cxf.ws.addressing.EndpointReferenceUtils.getServiceName(EndpointReferenceType, Bus)",0.5280861743765939,,
org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.initializeWSDLOperationsForProvider(),,org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.initializeWSDLOperationsForProvider(),0.5280102301498228,"org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.initializeWSDLOperationsForProvider(), org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.initializeWSDLOperationsForProvider()","CXF-6227, MyIssue-134"
org.apache.cxf.aegis.databinding.AegisDatabinding.AegisDatabinding(),,org.apache.cxf.aegis.databinding.AegisDatabinding.AegisDatabinding(),0.5272670609288239,,
org.apache.cxf.ws.addressing.AddressingProperties.AddressingProperties(),,org.apache.cxf.ws.addressing.AddressingProperties.AddressingProperties(),0.5266101405300899,,
"org.apache.cxf.wsdl11.ServiceWSDLBuilder.buildService(ServiceInfo, Definition)",,"org.apache.cxf.wsdl11.ServiceWSDLBuilder.buildService(ServiceInfo, Definition)",0.5224040830756066,,
"org.apache.cxf.ws.rm.RMManager.recoverSourceSequence(Endpoint, Conduit, Source, SourceSequence)",,"org.apache.cxf.ws.rm.RMManager.recoverSourceSequence(Endpoint, Conduit, Source, SourceSequence)",0.5222419242740112,"org.apache.cxf.ws.rm.RMManager.recoverSourceSequence(Endpoint, Conduit, Source, SourceSequence)",CXF-352
"org.apache.cxf.ws.addressing.EndpointReferenceUtils.createSchema(ServiceInfo, Bus)",,"org.apache.cxf.ws.addressing.EndpointReferenceUtils.createSchema(ServiceInfo, Bus)",0.5222285501675213,,
org.apache.cxf.binding.soap.saaj.SAAJInInterceptor.handleMessage(SoapMessage),,org.apache.cxf.binding.soap.saaj.SAAJInInterceptor.handleMessage(SoapMessage),0.5221440913767231,"org.apache.cxf.binding.soap.saaj.SAAJInInterceptor.handleMessage(SoapMessage), org.apache.cxf.binding.soap.saaj.SAAJInInterceptor.handleMessage(SoapMessage)","CXF-6867, CXF-3366"
"org.apache.cxf.aegis.type.basic.ArrayType.makeArray(Class<?>, Collection<Object>)",,"org.apache.cxf.aegis.type.basic.ArrayType.makeArray(Class<?>, Collection<Object>)",0.5213763067720352,,
"org.apache.cxf.jaxws.support.JaxWsEndpointImpl.JaxWsEndpointImpl(Bus, Service, EndpointInfo, JaxWsImplementorInfo, List<WebServiceFeature>, List<? extends Feature>, boolean)",HotCallee,"org.apache.cxf.jaxws.support.JaxWsEndpointImpl.JaxWsEndpointImpl(Bus, Service, EndpointInfo, JaxWsImplementorInfo, List<WebServiceFeature>, List<? extends Feature>, boolean)",0.5212539678774115,,
org.apache.cxf.jaxws.ServiceImpl.createDispatchService(DataBinding),HotExec,org.apache.cxf.jaxws.ServiceImpl.createDispatchService(DataBinding),0.520888958210201,,
"org.apache.cxf.jaxrs.utils.AnnotationUtils.getClassAnnotation(Class<?>, Class<A>)",,"org.apache.cxf.jaxrs.utils.AnnotationUtils.getClassAnnotation(Class<?>, Class<A>)",0.5175445929996615,,
"org.apache.cxf.jaxrs.model.wadl.WadlGenerator.doFilter(ContainerRequestContext, Message)",HotCallee,"org.apache.cxf.jaxrs.model.wadl.WadlGenerator.doFilter(ContainerRequestContext, Message), org.apache.cxf.jaxrs.model.wadl.WadlGenerator.generateWADL(String, List<ClassResourceInfo>, boolean, Message, UriInfo)",0.5168417966718283,,
org.apache.cxf.service.model.ServiceInfo.getBinding(QName),,org.apache.cxf.service.model.ServiceInfo.getBinding(QName),0.5161648372642506,,
org.apache.cxf.ws.rm.RMEndpoint.shutdown(),,org.apache.cxf.ws.rm.RMEndpoint.shutdown(),0.5155840597712082,,
org.apache.cxf.rt.security.saml.SAMLUtils.getClaims(SamlAssertionWrapper),,org.apache.cxf.rt.security.saml.SAMLUtils.getClaims(SamlAssertionWrapper),0.5154184558619765,,
org.apache.cxf.frontend.ClientProxyFactoryBean.setWsdlURL(String),,org.apache.cxf.frontend.ClientProxyFactoryBean.setWsdlURL(String),0.514485173760498,,
"org.apache.cxf.wsdl11.WSDLServiceBuilder.buildBinding(ServiceInfo, Binding)",,"org.apache.cxf.wsdl11.WSDLServiceBuilder.buildBinding(ServiceInfo, Binding)",0.51319404026765,,
org.apache.cxf.jaxrs.client.WebClient.create(String),,org.apache.cxf.jaxrs.client.WebClient.create(String),0.5131014686859199,,
org.apache.cxf.phase.PhaseInterceptorChain.PhaseInterceptorChain(SortedSet<Phase>),,org.apache.cxf.phase.PhaseInterceptorChain.PhaseInterceptorChain(SortedSet<Phase>),0.5126508405357211,,
org.apache.cxf.jaxrs.client.JAXRSClientFactoryBean.createWebClient(),,org.apache.cxf.jaxrs.client.JAXRSClientFactoryBean.createWebClient(),0.5126001198634503,,
"org.apache.cxf.jaxrs.utils.ResourceUtils.findResourceConstructor(Class<?>, boolean)",,"org.apache.cxf.jaxrs.utils.ResourceUtils.findResourceConstructor(Class<?>, boolean)",0.5123373351521786,,
org.apache.cxf.sts.token.provider.SAMLTokenProvider.createToken(TokenProviderParameters),HotCallee,"org.apache.cxf.sts.token.provider.SAMLTokenProvider.createToken(TokenProviderParameters), org.apache.cxf.sts.token.provider.SAMLTokenProvider.createSamlToken(TokenProviderParameters, byte[], Document), org.apache.cxf.helpers.DOMUtils.createDocument()",0.5118388160586677,org.apache.cxf.sts.token.provider.SAMLTokenProvider.createToken(TokenProviderParameters),CXF-3835
org.apache.cxf.io.CachedOutputStream.flush(),,org.apache.cxf.io.CachedOutputStream.flush(),0.5117314690184498,,
"org.apache.cxf.tools.validator.internal.SchemaValidator.createSchema(List<InputSource>, String[])",HotCallee,"org.apache.cxf.tools.validator.internal.SchemaValidator.createSchema(List<InputSource>, String[]), org.apache.cxf.common.i18n.Message.toString()",0.509982443210423,,
org.apache.cxf.ws.rm.RMContextUtils.isRMProtocolMessage(String),,org.apache.cxf.ws.rm.RMContextUtils.isRMProtocolMessage(String),0.509164689589666,,
org.apache.cxf.binding.corba.runtime.CorbaObjectReader.readArray(CorbaArrayHandler),,org.apache.cxf.binding.corba.runtime.CorbaObjectReader.readArray(CorbaArrayHandler),0.5090651632817477,,
org.apache.cxf.jaxrs.impl.MetadataMap.get(Object),,org.apache.cxf.jaxrs.impl.MetadataMap.get(Object),0.5086997735972911,,
"org.apache.cxf.helpers.XPathUtils.XPathUtils(Map<String, String>)",,"org.apache.cxf.helpers.XPathUtils.XPathUtils(Map<String, String>)",0.5085066331470361,,
org.apache.cxf.interceptor.StaxInInterceptor.handleMessage(Message),,org.apache.cxf.interceptor.StaxInInterceptor.handleMessage(Message),0.5084443698128887,org.apache.cxf.interceptor.StaxInInterceptor.handleMessage(Message),MyIssue-16
"org.apache.cxf.jca.core.resourceadapter.AbstractManagedConnectionFactoryImpl.matchManagedConnections(Set, Subject, ConnectionRequestInfo)",,"org.apache.cxf.jca.core.resourceadapter.AbstractManagedConnectionFactoryImpl.matchManagedConnections(Set, Subject, ConnectionRequestInfo)",0.5049439401229442,,
org.apache.cxf.attachment.AttachmentDeserializer.loadPartHeaders(InputStream),,org.apache.cxf.attachment.AttachmentDeserializer.loadPartHeaders(InputStream),0.5046870349939894,,
org.apache.cxf.transport.http.HTTPConduit.setClient(HTTPClientPolicy),,org.apache.cxf.transport.http.HTTPConduit.setClient(HTTPClientPolicy),0.5040562368868962,,
org.apache.cxf.jaxrs.ext.multipart.Attachment.getHeader(String),,org.apache.cxf.jaxrs.ext.multipart.Attachment.getHeader(String),0.5034678126872356,,
org.apache.cxf.tools.common.ToolContext.ToolContext(),,org.apache.cxf.tools.common.ToolContext.ToolContext(),0.5031589841298897,,
org.apache.cxf.tools.corba.processors.idl.IDLLexer.nextToken(),FreqExec,org.apache.cxf.tools.corba.processors.idl.IDLLexer.nextToken(),0.5009525306216779,,
"org.apache.cxf.common.jaxb.JAXBUtils.scanPackages(Set<Class>, Class<?>[], Map<Package, CachedClass>)",HotCallee,"org.apache.cxf.common.jaxb.JAXBUtils.scanPackages(Set<Class>, Class<?>[], Map<Package, CachedClass>)",0.5007369470726779,,
org.apache.cxf.endpoint.AbstractEndpointFactory.setFeatures(List<? extends Feature>),,org.apache.cxf.endpoint.AbstractEndpointFactory.setFeatures(List<? extends Feature>),0.5002066953011607,,
"org.apache.cxf.staxutils.StaxUtils.writeEvent(XMLEvent, XMLStreamWriter)",,"org.apache.cxf.staxutils.StaxUtils.writeEvent(XMLEvent, XMLStreamWriter)",0.4999047023290214,,
org.apache.cxf.ws.rm.Destination.acknowledge(Message),,org.apache.cxf.ws.rm.Destination.acknowledge(Message),0.4997917137404793,,
org.apache.cxf.frontend.ServerFactoryBean.ServerFactoryBean(),,org.apache.cxf.frontend.ServerFactoryBean.ServerFactoryBean(),0.49947280441126995,,
org.apache.cxf.BusFactory.getThreadBusHolder(boolean),FreqExec,"org.apache.cxf.BusFactory.getThreadBusHolder(boolean), org.apache.cxf.BusFactory.possiblySetDefaultBus(Bus), org.apache.cxf.BusFactory.setDefaultBus(Bus), org.apache.cxf.BusFactory.getThreadDefaultBus(boolean), org.apache.cxf.BusFactory.getAndSetThreadDefaultBus(Bus)",0.4993775364984587,,
org.apache.cxf.transport.jms.JMSMessageHeadersType.getProperty(),,org.apache.cxf.transport.jms.JMSMessageHeadersType.getProperty(),0.49888515554900104,,
org.apache.cxf.common.classloader.ClassLoaderUtils.setThreadContextClassloader(ClassLoader),FreqExec,"org.apache.cxf.common.classloader.ClassLoaderUtils.setThreadContextClassloader(ClassLoader), org.apache.cxf.helpers.XPathUtils.getValue(String, Node, QName)",0.49870848096511483,,
