org.apache.avro.protobuf.ProtobufData.getSchema(Class),['org.apache.avro.protobuf.ProtobufData.getSchema(Class)'],"org.apache.avro.generic.GenericDatumWriter.writeMap(Schema, Object, Encoder)"
"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)","['org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)', 'org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)', 'org.apache.avro.io.Encoder.writeFixed(byte[])', 'org.apache.avro.io.BinaryEncoder.writeString(String)', 'org.apache.avro.generic.GenericDatumWriter.writeFixed(Schema, Object, Encoder)', 'org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int)']","org.apache.avro.generic.GenericDatumWriter.writeFixed(Schema, Object, Encoder)"
org.apache.avro.generic.GenericData.getRecordSchema(Object),['org.apache.avro.generic.GenericData.getRecordSchema(Object)'],"org.apache.avro.generic.GenericDatumWriter.writeArray(Schema, Object, Encoder)"
"org.apache.avro.mapred.tether.TetherRecordReader.TetherRecordReader(JobConf, FileSplit)","['org.apache.avro.mapred.tether.TetherRecordReader.TetherRecordReader(JobConf, FileSplit)']","org.apache.avro.ipc.reflect.ReflectRequestor.ReflectRequestor(Class<?>, Transceiver)"
"org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)","['org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)']","org.apache.avro.Schema.parse(JsonNode, Names)"
"org.apache.avro.reflect.ReflectData.getSchema(Type, Map<String, Schema>)","['org.apache.avro.reflect.ReflectData.getSchema(Type, Map<String, Schema>)']","org.apache.avro.protobuf.ProtobufDatumReader.readRecord(Object, Schema, ResolvingDecoder)"
"org.apache.avro.reflect.ReflectDatumWriter.write(Schema, Object, Encoder)","['org.apache.avro.reflect.ReflectDatumWriter.write(Schema, Object, Encoder)']",org.apache.avro.io.BinaryDecoder.readBytes(ByteBuffer)
org.apache.avro.SchemaParseException.SchemaParseException(String),['org.apache.avro.SchemaParseException.SchemaParseException(String)'],org.apache.avro.io.Encoder.writeFixed(byte[])
org.apache.avro.io.BinaryDecoder.readMapStart(),['org.apache.avro.io.BinaryDecoder.readMapStart()'],"org.apache.avro.generic.GenericDatumWriter.npe(NullPointerException, String)"
org.apache.avro.io.BinaryDecoder.mapNext(),['org.apache.avro.io.BinaryDecoder.mapNext()'],org.apache.avro.generic.GenericDatumWriter.getArrayElements(Object)
"org.apache.avro.generic.GenericData.setStringType(Schema, StringType)","['org.apache.avro.generic.GenericData.setStringType(Schema, StringType)']",org.apache.avro.generic.GenericDatumWriter.getArraySize(Object)
"org.apache.avro.ipc.trace.FileSpanStorage.readFileSpans(File, List<Span>)","['org.apache.avro.ipc.trace.FileSpanStorage.readFileSpans(File, List<Span>)', 'org.apache.avro.file.DataFileStream.next()', 'org.apache.avro.file.DataFileStream.hasNext()']",org.apache.avro.generic.GenericDatumWriter.getMapEntries(Object)
org.apache.avro.protobuf.ProtobufData.getDefault(FieldDescriptor),['org.apache.avro.protobuf.ProtobufData.getDefault(FieldDescriptor)'],org.apache.avro.generic.GenericDatumWriter.getMapSize(Object)
"org.apache.avro.io.BinaryData.compareBytes(byte[], int, int, byte[], int, int)","['org.apache.avro.io.BinaryData.compareBytes(byte[], int, int, byte[], int, int)', 'org.apache.avro.util.Utf8.compareTo(Utf8)']","org.apache.avro.ipc.generic.GenericRequestor.writeRequest(Schema, Object, Encoder)"
org.apache.avro.file.DataFileStream.nextRawBlock(DataBlock),['org.apache.avro.file.DataFileStream.nextRawBlock(DataBlock)'],org.apache.avro.file.SeekableFileInput.SeekableFileInput(FileDescriptor)
org.apache.avro.file.DataFileStream.initialize(InputStream),['org.apache.avro.file.DataFileStream.initialize(InputStream)'],org.apache.avro.reflect.ReflectData.makeNullable(Schema)
org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Schema),['org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Schema)'],"org.apache.avro.ipc.trace.Util.spanInRange(Span, long, long)"
org.apache.avro.mapred.tether.TetherData.TetherData(),['org.apache.avro.mapred.tether.TetherData.TetherData()'],org.apache.avro.protobuf.ProtobufData.getSchema(FieldDescriptor)
org.apache.avro.file.DataFileStream.hasNextBlock(),['org.apache.avro.file.DataFileStream.hasNextBlock()'],org.apache.avro.io.BinaryDecoder.readString(Utf8)
"org.apache.avro.tool.DataFileGetSchemaTool.run(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.DataFileGetSchemaTool.run(InputStream, PrintStream, PrintStream, List<String>)']",org.apache.avro.io.BinaryDecoder.readString()
org.apache.avro.Protocol.parseTypes(JsonNode),['org.apache.avro.Protocol.parseTypes(JsonNode)'],"org.apache.avro.specific.SpecificData.createSchema(java.lang.reflect.Type, Map<String, Schema>)"
"org.apache.avro.tool.DataFileGetMetaTool.run(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.DataFileGetMetaTool.run(InputStream, PrintStream, PrintStream, List<String>)']",org.apache.avro.util.Utf8.Utf8(String)
org.apache.avro.file.DataFileStream.DataFileStream(DatumReader<D>),['org.apache.avro.file.DataFileStream.DataFileStream(DatumReader<D>)'],org.apache.avro.protobuf.ProtobufData.getSchema(Class)
"org.apache.avro.ipc.trace.FileSpanStorage.getSpansInRange(long, long)","['org.apache.avro.ipc.trace.FileSpanStorage.getSpansInRange(long, long)']","org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)"
"org.apache.avro.Protocol.parseMessage(String, JsonNode)","['org.apache.avro.Protocol.parseMessage(String, JsonNode)']",org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int)
"org.apache.avro.reflect.ReflectData.createFieldSchema(Field, Map<String, Schema>)","['org.apache.avro.reflect.ReflectData.createFieldSchema(Field, Map<String, Schema>)']",org.apache.avro.generic.GenericData.getRecordSchema(Object)
org.apache.avro.Protocol.parseMessages(JsonNode),['org.apache.avro.Protocol.parseMessages(JsonNode)'],"org.apache.avro.mapred.tether.TetherRecordReader.TetherRecordReader(JobConf, FileSplit)"
org.apache.avro.Protocol.parseName(JsonNode),['org.apache.avro.Protocol.parseName(JsonNode)'],"org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)"
org.apache.avro.Protocol.parseNamespace(JsonNode),['org.apache.avro.Protocol.parseNamespace(JsonNode)'],"org.apache.avro.reflect.ReflectData.getSchema(Type, Map<String, Schema>)"
org.apache.avro.specific.SpecificData.getClassName(Schema),['org.apache.avro.specific.SpecificData.getClassName(Schema)'],"org.apache.avro.reflect.ReflectDatumWriter.write(Schema, Object, Encoder)"
org.apache.avro.Protocol.parseDoc(JsonNode),['org.apache.avro.Protocol.parseDoc(JsonNode)'],org.apache.avro.SchemaParseException.SchemaParseException(String)
org.apache.avro.Protocol.parse(JsonNode),['org.apache.avro.Protocol.parse(JsonNode)'],org.apache.avro.io.BinaryDecoder.readMapStart()
"org.apache.avro.ipc.trace.FileSpanStorage.readFileSpans(File, List<Span>, long, long)","['org.apache.avro.ipc.trace.FileSpanStorage.readFileSpans(File, List<Span>, long, long)']",org.apache.avro.io.BinaryDecoder.mapNext()
"org.apache.avro.io.BinaryData.compare(Decoders, Schema)","['org.apache.avro.io.BinaryData.compare(Decoders, Schema)']","org.apache.avro.generic.GenericData.setStringType(Schema, StringType)"
"org.apache.avro.AvroTypeException.AvroTypeException(String, Throwable)","['org.apache.avro.AvroTypeException.AvroTypeException(String, Throwable)']",org.apache.avro.protobuf.ProtobufData.getDefault(FieldDescriptor)
org.apache.avro.reflect.ReflectData.getFields(Class),['org.apache.avro.reflect.ReflectData.getFields(Class)'],"org.apache.avro.io.BinaryData.compareBytes(byte[], int, int, byte[], int, int)"
org.apache.avro.protobuf.ProtobufData.getSchema(Descriptor),['org.apache.avro.protobuf.ProtobufData.getSchema(Descriptor)'],org.apache.avro.util.Utf8.compareTo(Utf8)
org.apache.avro.file.DataFileWriter.assertOpen(),"['org.apache.avro.file.DataFileWriter.assertOpen()', 'org.apache.avro.file.DataFileWriter.append(D)', 'org.apache.avro.file.DataFileWriter.sync()']",org.apache.avro.file.DataFileStream.nextRawBlock(DataBlock)
org.apache.avro.tool.DataFileGetMetaTool.escapeKey(String),['org.apache.avro.tool.DataFileGetMetaTool.escapeKey(String)'],org.apache.avro.file.DataFileStream.initialize(InputStream)
org.apache.avro.protobuf.ProtobufData.getNamespace(FileDescriptor),['org.apache.avro.protobuf.ProtobufData.getNamespace(FileDescriptor)'],org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Schema)
"org.apache.avro.reflect.ReflectData.setElement(Schema, Type)","['org.apache.avro.reflect.ReflectData.setElement(Schema, Type)']",org.apache.avro.mapred.tether.TetherData.TetherData()
org.apache.avro.ipc.trace.FileSpanStorage.getAllSpans(),"['org.apache.avro.ipc.trace.FileSpanStorage.getAllSpans()', 'org.apache.avro.ipc.trace.FileSpanStorage.readFileSpans(File, List<Span>)']",org.apache.avro.file.DataFileStream.hasNextBlock()
org.apache.avro.protobuf.ProtobufDatumReader.ProtobufDatumReader(Schema),['org.apache.avro.protobuf.ProtobufDatumReader.ProtobufDatumReader(Schema)'],"org.apache.avro.tool.DataFileGetSchemaTool.run(InputStream, PrintStream, PrintStream, List<String>)"
"org.apache.avro.mapred.tether.TetheredProcess.TetheredProcess(JobConf, OutputCollector<TetherData, NullWritable>, Reporter)","['org.apache.avro.mapred.tether.TetheredProcess.TetheredProcess(JobConf, OutputCollector<TetherData, NullWritable>, Reporter)']",org.apache.avro.Protocol.parseTypes(JsonNode)
org.apache.avro.file.DataFileReader.blockFinished(),['org.apache.avro.file.DataFileReader.blockFinished()'],"org.apache.avro.tool.DataFileGetMetaTool.run(InputStream, PrintStream, PrintStream, List<String>)"
"org.apache.avro.file.DataFileWriter.create(Schema, File)","['org.apache.avro.file.DataFileWriter.create(Schema, File)']",org.apache.avro.file.DataFileStream.DataFileStream(DatumReader<D>)
org.apache.avro.file.DataFileWriter.writeBlock(),['org.apache.avro.file.DataFileWriter.writeBlock()'],"org.apache.avro.ipc.trace.FileSpanStorage.getSpansInRange(long, long)"
org.apache.avro.protobuf.ProtobufDatumReader.ProtobufDatumReader(Class<T>),['org.apache.avro.protobuf.ProtobufDatumReader.ProtobufDatumReader(Class<T>)'],"org.apache.avro.Protocol.parseMessage(String, JsonNode)"
org.apache.avro.protobuf.ProtobufDatumWriter.ProtobufDatumWriter(Class<T>),['org.apache.avro.protobuf.ProtobufDatumWriter.ProtobufDatumWriter(Class<T>)'],"org.apache.avro.reflect.ReflectData.createFieldSchema(Field, Map<String, Schema>)"
org.apache.avro.file.DataFileStream.getMetaString(String),['org.apache.avro.file.DataFileStream.getMetaString(String)'],org.apache.avro.Protocol.parseMessages(JsonNode)
"org.apache.avro.data.RecordBuilderBase.RecordBuilderBase(Schema, GenericData)","['org.apache.avro.data.RecordBuilderBase.RecordBuilderBase(Schema, GenericData)']",org.apache.avro.Protocol.parseName(JsonNode)
org.apache.avro.Protocol.parseDocNode(JsonNode),['org.apache.avro.Protocol.parseDocNode(JsonNode)'],org.apache.avro.Protocol.parseNamespace(JsonNode)
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(),['org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader()'],org.apache.avro.specific.SpecificData.getClassName(Schema)
org.apache.avro.mapred.tether.TetheredProcess.close(),['org.apache.avro.mapred.tether.TetheredProcess.close()'],org.apache.avro.Protocol.parseDoc(JsonNode)
"org.apache.avro.generic.GenericData.getField(Object, String, int)","['org.apache.avro.generic.GenericData.getField(Object, String, int)', 'org.apache.avro.generic.GenericData.getField(Object, String, int, Object)', 'org.apache.avro.generic.GenericData.compare(Object, Object, Schema, boolean)']",org.apache.avro.Protocol.parse(JsonNode)
"org.apache.avro.ipc.HttpServer.HttpServer(Responder, int)","['org.apache.avro.ipc.HttpServer.HttpServer(Responder, int)']","org.apache.avro.ipc.trace.FileSpanStorage.readFileSpans(File, List<Span>, long, long)"
org.apache.avro.ipc.HttpServer.start(),['org.apache.avro.ipc.HttpServer.start()'],"org.apache.avro.io.BinaryData.compare(Decoders, Schema)"
org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),"['org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int)', 'org.apache.avro.io.BlockingBinaryEncoder.writeInt(int)', 'org.apache.avro.io.BlockingBinaryEncoder.endBlockedValue()', 'org.apache.avro.io.BlockingBinaryEncoder.writeIndex(int)', 'org.apache.avro.io.BlockingBinaryEncoder.writeLong(long)', 'org.apache.avro.io.BlockingBinaryEncoder.writeZero()']","org.apache.avro.AvroTypeException.AvroTypeException(String, Throwable)"
"org.apache.avro.generic.GenericData.compare(Object, Object, Schema, boolean)","['org.apache.avro.generic.GenericData.compare(Object, Object, Schema, boolean)', 'org.apache.avro.specific.SpecificData.compare(Object, Object, Schema, boolean)', 'org.apache.avro.generic.GenericData.compare(Object, Object, Schema)']",org.apache.avro.reflect.ReflectData.getFields(Class)
"org.apache.avro.generic.GenericData.compare(Object, Object, Schema)","['org.apache.avro.generic.GenericData.compare(Object, Object, Schema)', 'org.apache.avro.specific.SpecificRecordBase.compareTo(SpecificRecord)']",org.apache.avro.protobuf.ProtobufData.getSchema(Descriptor)
org.apache.avro.file.DataFileReader12.seek(long),['org.apache.avro.file.DataFileReader12.seek(long)'],org.apache.avro.file.DataFileWriter.assertOpen()
org.apache.avro.io.JsonDecoder.error(String),['org.apache.avro.io.JsonDecoder.error(String)'],org.apache.avro.tool.DataFileGetMetaTool.escapeKey(String)
"org.apache.avro.generic.GenericData.hashCode(Object, Schema)","['org.apache.avro.generic.GenericData.hashCode(Object, Schema)']",org.apache.avro.protobuf.ProtobufData.getNamespace(FileDescriptor)
"org.apache.avro.Schema.parse(String, boolean)","['org.apache.avro.Schema.parse(String, boolean)']","org.apache.avro.reflect.ReflectData.setElement(Schema, Type)"
"org.apache.avro.io.BinaryData.compare(byte[], int, int, byte[], int, int, Schema)","['org.apache.avro.io.BinaryData.compare(byte[], int, int, byte[], int, int, Schema)']",org.apache.avro.ipc.trace.FileSpanStorage.getAllSpans()
"org.apache.avro.Schema.applyAliases(Schema, Map<Schema, Schema>, Map<Name, Name>, Map<Name, Map>)","['org.apache.avro.Schema.applyAliases(Schema, Map<Schema, Schema>, Map<Name, Name>, Map<Name, Map>)']",org.apache.avro.protobuf.ProtobufDatumReader.ProtobufDatumReader(Schema)
org.apache.avro.io.parsing.Parser.pushSymbol(Symbol),"['org.apache.avro.io.parsing.Parser.pushSymbol(Symbol)', 'org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol)', 'org.apache.avro.io.ResolvingDecoder.readIndex()', 'org.apache.avro.io.ValidatingEncoder.writeIndex(int)']","org.apache.avro.mapred.tether.TetheredProcess.TetheredProcess(JobConf, OutputCollector<TetherData, NullWritable>, Reporter)"
org.apache.avro.generic.GenericData.getEnumSchema(Object),['org.apache.avro.generic.GenericData.getEnumSchema(Object)'],org.apache.avro.file.DataFileReader.blockFinished()
"org.apache.avro.Schema.toJson(Names, JsonGenerator)","['org.apache.avro.Schema.toJson(Names, JsonGenerator)']","org.apache.avro.file.DataFileWriter.create(Schema, File)"
"org.apache.avro.io.BinaryData.hashCode(HashData, Schema)","['org.apache.avro.io.BinaryData.hashCode(HashData, Schema)']",org.apache.avro.file.DataFileWriter.writeBlock()
"org.apache.avro.data.RecordBuilderBase.isValidValue(Field, Object)","['org.apache.avro.data.RecordBuilderBase.isValidValue(Field, Object)']",org.apache.avro.protobuf.ProtobufDatumReader.ProtobufDatumReader(Class<T>)
"org.apache.avro.generic.GenericDatumReader.skip(Schema, Decoder)","['org.apache.avro.generic.GenericDatumReader.skip(Schema, Decoder)']",org.apache.avro.protobuf.ProtobufDatumWriter.ProtobufDatumWriter(Class<T>)
org.apache.avro.io.JsonDecoder.advance(Symbol),['org.apache.avro.io.JsonDecoder.advance(Symbol)'],org.apache.avro.file.DataFileStream.getMetaString(String)
org.apache.avro.specific.SpecificDatumReader.getSpecificData(),['org.apache.avro.specific.SpecificDatumReader.getSpecificData()'],"org.apache.avro.data.RecordBuilderBase.RecordBuilderBase(Schema, GenericData)"
"org.apache.avro.Schema.getAliases(Schema, Map<Schema, Schema>, Map<Name, Name>, Map<Name, Map>)","['org.apache.avro.Schema.getAliases(Schema, Map<Schema, Schema>, Map<Name, Name>, Map<Name, Map>)']",org.apache.avro.Protocol.parseDocNode(JsonNode)
org.apache.avro.thrift.ThriftData.nullable(Schema),['org.apache.avro.thrift.ThriftData.nullable(Schema)'],org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader()
"org.apache.avro.mapred.tether.TetherMapRunner.run(RecordReader<TetherData, NullWritable>, OutputCollector<TetherData, NullWritable>, Reporter)","['org.apache.avro.mapred.tether.TetherMapRunner.run(RecordReader<TetherData, NullWritable>, OutputCollector<TetherData, NullWritable>, Reporter)']",org.apache.avro.mapred.tether.TetheredProcess.close()
"org.apache.avro.tool.DataFileWriteTool.run(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.DataFileWriteTool.run(InputStream, PrintStream, PrintStream, List<String>)']","org.apache.avro.generic.GenericData.getField(Object, String, int)"
org.apache.avro.Schema.parse(File),['org.apache.avro.Schema.parse(File)'],"org.apache.avro.generic.GenericData.compare(Object, Object, Schema, boolean)"
"org.apache.avro.RandomData.RandomData(Schema, int)","['org.apache.avro.RandomData.RandomData(Schema, int)']","org.apache.avro.ipc.HttpServer.HttpServer(Responder, int)"
org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int),"['org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int)', 'org.apache.avro.io.BufferedBinaryEncoder.writeInt(int)', 'org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)', 'org.apache.avro.io.BufferedBinaryEncoder.writeLong(long)']",org.apache.avro.ipc.HttpServer.start()
org.apache.avro.Schema.parseAliases(JsonNode),['org.apache.avro.Schema.parseAliases(JsonNode)'],org.apache.avro.io.BlockingBinaryEncoder.endBlockedValue()
"org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Symbol, Decoder)","['org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Symbol, Decoder)']",org.apache.avro.io.BlockingBinaryEncoder.writeIndex(int)
"org.apache.avro.Schema.getRequiredText(JsonNode, String, String)","['org.apache.avro.Schema.getRequiredText(JsonNode, String, String)']",org.apache.avro.io.BlockingBinaryEncoder.writeLong(long)
org.apache.avro.specific.SpecificData.getProtocol(Class),['org.apache.avro.specific.SpecificData.getProtocol(Class)'],"org.apache.avro.specific.SpecificData.compare(Object, Object, Schema, boolean)"
"org.apache.avro.Schema.getOptionalText(JsonNode, String)","['org.apache.avro.Schema.getOptionalText(JsonNode, String)']","org.apache.avro.generic.GenericData.compare(Object, Object, Schema)"
"org.apache.avro.generic.GenericRecordBuilder.set(Field, Object)","['org.apache.avro.generic.GenericRecordBuilder.set(Field, Object)']",org.apache.avro.specific.SpecificRecordBase.compareTo(SpecificRecord)
"org.apache.avro.generic.GenericData.validate(Schema, Object)","['org.apache.avro.generic.GenericData.validate(Schema, Object)']",org.apache.avro.file.DataFileReader12.seek(long)
"org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Schema, Decoder)","['org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Schema, Decoder)']",org.apache.avro.io.JsonDecoder.error(String)
org.apache.avro.io.BlockingBinaryEncoder.check(),['org.apache.avro.io.BlockingBinaryEncoder.check()'],"org.apache.avro.generic.GenericData.hashCode(Object, Schema)"
"org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Schema, ReflectData)","['org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Schema, ReflectData)']","org.apache.avro.Schema.parse(String, boolean)"
"org.apache.avro.tool.FromTextTool.run(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.FromTextTool.run(InputStream, PrintStream, PrintStream, List<String>)']","org.apache.avro.io.BinaryData.compare(byte[], int, int, byte[], int, int, Schema)"
org.apache.avro.io.ValidatingDecoder.getSymbol(Schema),['org.apache.avro.io.ValidatingDecoder.getSymbol(Schema)'],"org.apache.avro.Schema.applyAliases(Schema, Map<Schema, Schema>, Map<Name, Name>, Map<Name, Map>)"
org.apache.avro.thrift.ThriftData.getSchema(Class),['org.apache.avro.thrift.ThriftData.getSchema(Class)'],org.apache.avro.io.parsing.Parser.pushSymbol(Symbol)
org.apache.avro.mapred.tether.TetheredProcess.startSubprocess(JobConf),['org.apache.avro.mapred.tether.TetheredProcess.startSubprocess(JobConf)'],"org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol)"
"org.apache.avro.ipc.SaslSocketServer.SaslSocketServer(Responder, SocketAddress)","['org.apache.avro.ipc.SaslSocketServer.SaslSocketServer(Responder, SocketAddress)']",org.apache.avro.generic.GenericData.getEnumSchema(Object)
"org.apache.avro.io.BinaryData.hashCode(byte[], int, int, Schema)","['org.apache.avro.io.BinaryData.hashCode(byte[], int, int, Schema)']","org.apache.avro.Schema.toJson(Names, JsonGenerator)"
org.apache.avro.tool.DataFileWriteTool.readSchemaFromFile(String),['org.apache.avro.tool.DataFileWriteTool.readSchemaFromFile(String)'],"org.apache.avro.io.BinaryData.hashCode(HashData, Schema)"
"org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], int, int, BinaryDecoder)","['org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], int, int, BinaryDecoder)']","org.apache.avro.data.RecordBuilderBase.isValidValue(Field, Object)"
"org.apache.avro.file.DataFileWriter.setMetaInternal(String, String)","['org.apache.avro.file.DataFileWriter.setMetaInternal(String, String)']","org.apache.avro.generic.GenericDatumReader.skip(Schema, Decoder)"
"org.apache.avro.tool.BinaryFragmentToJsonTool.run(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.BinaryFragmentToJsonTool.run(InputStream, PrintStream, PrintStream, List<String>)']",org.apache.avro.specific.SpecificDatumReader.getSpecificData()
"org.apache.avro.ipc.specific.SpecificRequestor.SpecificRequestor(Protocol, Transceiver)","['org.apache.avro.ipc.specific.SpecificRequestor.SpecificRequestor(Protocol, Transceiver)']","org.apache.avro.Schema.getAliases(Schema, Map<Schema, Schema>, Map<Name, Name>, Map<Name, Map>)"
org.apache.avro.file.DataFileStream.next(D),"['org.apache.avro.file.DataFileStream.next(D)', 'org.apache.avro.file.DataFileStream.next()']",org.apache.avro.thrift.ThriftData.nullable(Schema)
"org.apache.avro.io.BinaryData.compare(byte[], int, byte[], int, Schema)","['org.apache.avro.io.BinaryData.compare(byte[], int, byte[], int, Schema)']","org.apache.avro.mapred.tether.TetherMapRunner.run(RecordReader<TetherData, NullWritable>, OutputCollector<TetherData, NullWritable>, Reporter)"
org.apache.avro.ipc.SaslSocketTransceiver.SaslSocketTransceiver(SocketAddress),['org.apache.avro.ipc.SaslSocketTransceiver.SaslSocketTransceiver(SocketAddress)'],"org.apache.avro.tool.DataFileWriteTool.run(InputStream, PrintStream, PrintStream, List<String>)"
org.apache.avro.mapred.WordCountUtil.writeLinesFile(),['org.apache.avro.mapred.WordCountUtil.writeLinesFile()'],org.apache.avro.Schema.parse(File)
org.apache.avro.file.DataFileReader12.getMetaString(String),['org.apache.avro.file.DataFileReader12.getMetaString(String)'],"org.apache.avro.RandomData.RandomData(Schema, int)"
org.apache.avro.io.BinaryDecoder.isEnd(),['org.apache.avro.io.BinaryDecoder.isEnd()'],org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int)
org.apache.avro.file.DataFileReader12.getMetaLong(String),['org.apache.avro.file.DataFileReader12.getMetaLong(String)'],org.apache.avro.io.BufferedBinaryEncoder.writeInt(int)
"org.apache.avro.mapred.Pair.Pair(Object, GenericContainer)","['org.apache.avro.mapred.Pair.Pair(Object, GenericContainer)']",org.apache.avro.io.BufferedBinaryEncoder.writeLong(long)
"org.apache.avro.Schema.getFieldAlias(Name, String, Map<Name, Map>)","['org.apache.avro.Schema.getFieldAlias(Name, String, Map<Name, Map>)']",org.apache.avro.Schema.parseAliases(JsonNode)
org.apache.avro.file.DataFileReader.pastSync(long),['org.apache.avro.file.DataFileReader.pastSync(long)'],"org.apache.avro.Schema.getRequiredText(JsonNode, String, String)"
org.apache.avro.file.DataFileReader12.getMeta(String),['org.apache.avro.file.DataFileReader12.getMeta(String)'],org.apache.avro.specific.SpecificData.getProtocol(Class)
"org.apache.avro.mapred.Pair.Pair(Object, Object)","['org.apache.avro.mapred.Pair.Pair(Object, Object)']","org.apache.avro.Schema.getOptionalText(JsonNode, String)"
org.apache.avro.specific.SpecificRecordBuilderBase.SpecificRecordBuilderBase(Schema),['org.apache.avro.specific.SpecificRecordBuilderBase.SpecificRecordBuilderBase(Schema)'],"org.apache.avro.generic.GenericRecordBuilder.set(Field, Object)"
org.apache.avro.data.RecordBuilderBase.equals(Object),['org.apache.avro.data.RecordBuilderBase.equals(Object)'],"org.apache.avro.generic.GenericData.validate(Schema, Object)"
org.apache.avro.generic.GenericData.isBytes(Object),['org.apache.avro.generic.GenericData.isBytes(Object)'],"org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Schema, Decoder)"
org.apache.avro.io.parsing.ValidatingGrammarGenerator.generate(Schema),['org.apache.avro.io.parsing.ValidatingGrammarGenerator.generate(Schema)'],org.apache.avro.io.BlockingBinaryEncoder.check()
org.apache.avro.io.BinaryDecoder.readLong(),"['org.apache.avro.io.BinaryDecoder.readLong()', 'org.apache.avro.io.ResolvingDecoder.readLong()', 'org.apache.avro.file.DataFileStream.hasNextBlock()', 'org.apache.avro.io.BinaryDecoder.doReadItemCount()']","org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Schema, ReflectData)"
org.apache.avro.ipc.SocketServer.getPort(),['org.apache.avro.ipc.SocketServer.getPort()'],"org.apache.avro.tool.FromTextTool.run(InputStream, PrintStream, PrintStream, List<String>)"
org.apache.avro.specific.SpecificRecordBase.equals(Object),['org.apache.avro.specific.SpecificRecordBase.equals(Object)'],org.apache.avro.io.ValidatingDecoder.getSymbol(Schema)
org.apache.avro.specific.SpecificRecordBase.compareTo(SpecificRecord),"['org.apache.avro.specific.SpecificRecordBase.compareTo(SpecificRecord)', 'org.apache.avro.specific.SpecificRecordBase.equals(Object)']",org.apache.avro.thrift.ThriftData.getSchema(Class)
org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(),['org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter()'],org.apache.avro.mapred.tether.TetheredProcess.startSubprocess(JobConf)
org.apache.avro.generic.GenericData.isString(Object),['org.apache.avro.generic.GenericData.isString(Object)'],"org.apache.avro.ipc.SaslSocketServer.SaslSocketServer(Responder, SocketAddress)"
org.apache.avro.util.Utf8.compareTo(Utf8),['org.apache.avro.util.Utf8.compareTo(Utf8)'],"org.apache.avro.io.BinaryData.hashCode(byte[], int, int, Schema)"
org.apache.avro.generic.GenericRecordBuilder.equals(Object),['org.apache.avro.generic.GenericRecordBuilder.equals(Object)'],org.apache.avro.tool.DataFileWriteTool.readSchemaFromFile(String)
org.apache.avro.ipc.stats.StatsPlugin.StatsPlugin(),['org.apache.avro.ipc.stats.StatsPlugin.StatsPlugin()'],"org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], int, int, BinaryDecoder)"
org.apache.avro.ipc.Responder.addRPCPlugin(RPCPlugin),['org.apache.avro.ipc.Responder.addRPCPlugin(RPCPlugin)'],"org.apache.avro.file.DataFileWriter.setMetaInternal(String, String)"
