org.apache.avro.util.ByteBufferInputStream.ByteBufferInputStream(List<ByteBuffer>),['org.apache.avro.util.ByteBufferInputStream.ByteBufferInputStream(List<ByteBuffer>)'],"org.apache.avro.protobuf.ProtobufData.newRecord(Object, Schema)"
"org.apache.avro.tool.RpcReceiveTool.run1(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.RpcReceiveTool.run1(InputStream, PrintStream, PrintStream, List<String>)']",org.apache.avro.data.RecordBuilderBase.getDefaultValue(Field)
org.apache.avro.util.ByteBufferOutputStream.ByteBufferOutputStream(),['org.apache.avro.util.ByteBufferOutputStream.ByteBufferOutputStream()'],org.apache.avro.file.DataFileStream.next(D)
org.apache.avro.util.ByteBufferOutputStream.getBufferList(),['org.apache.avro.util.ByteBufferOutputStream.getBufferList()'],"org.apache.avro.io.EncoderFactory.binaryEncoder(OutputStream, BinaryEncoder)"
org.apache.avro.ipc.Requestor.readHandshake(Decoder),['org.apache.avro.ipc.Requestor.readHandshake(Decoder)'],"org.apache.avro.generic.GenericDatumWriter.write(D, Encoder)"
org.apache.avro.tool.RpcReceiveTool.run2(PrintStream),['org.apache.avro.tool.RpcReceiveTool.run2(PrintStream)'],org.apache.avro.file.DataFileWriter.append(D)
"org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>, Callback<List>)","['org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>, Callback<List>)', 'org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>)']",org.apache.avro.util.ByteBufferInputStream.ByteBufferInputStream(List<ByteBuffer>)
"org.apache.avro.ipc.Ipc.createServer(Responder, URI)","['org.apache.avro.ipc.Ipc.createServer(Responder, URI)']","org.apache.avro.tool.RpcReceiveTool.run1(InputStream, PrintStream, PrintStream, List<String>)"
org.apache.avro.AvroRemoteException.AvroRemoteException(Object),['org.apache.avro.AvroRemoteException.AvroRemoteException(Object)'],org.apache.avro.util.ByteBufferOutputStream.ByteBufferOutputStream()
"org.apache.avro.ipc.Responder.respond(List<ByteBuffer>, Transceiver)","['org.apache.avro.ipc.Responder.respond(List<ByteBuffer>, Transceiver)']",org.apache.avro.util.ByteBufferOutputStream.getBufferList()
org.apache.avro.util.ByteBufferOutputStream.append(List<ByteBuffer>),['org.apache.avro.util.ByteBufferOutputStream.append(List<ByteBuffer>)'],org.apache.avro.ipc.Requestor.readHandshake(Decoder)
org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream),['org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream)'],org.apache.avro.tool.RpcReceiveTool.run2(PrintStream)
"org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>, OutputStream)","['org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>, OutputStream)']","org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>, Callback<List>)"
org.apache.avro.ipc.HttpTransceiver.getLength(List<ByteBuffer>),['org.apache.avro.ipc.HttpTransceiver.getLength(List<ByteBuffer>)'],org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>)
"org.apache.avro.io.EncoderFactory.directBinaryEncoder(OutputStream, BinaryEncoder)","['org.apache.avro.io.EncoderFactory.directBinaryEncoder(OutputStream, BinaryEncoder)']","org.apache.avro.ipc.Ipc.createServer(Responder, URI)"
org.apache.avro.ipc.RPCContext.responseCallMeta(),['org.apache.avro.ipc.RPCContext.responseCallMeta()'],org.apache.avro.AvroRemoteException.AvroRemoteException(Object)
org.apache.avro.ipc.Requestor.writeHandshake(Encoder),['org.apache.avro.ipc.Requestor.writeHandshake(Encoder)'],"org.apache.avro.ipc.Responder.respond(List<ByteBuffer>, Transceiver)"
org.apache.avro.ipc.Responder.respond(List<ByteBuffer>),['org.apache.avro.ipc.Responder.respond(List<ByteBuffer>)'],org.apache.avro.util.ByteBufferOutputStream.append(List<ByteBuffer>)
org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>),"['org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>)', 'org.apache.avro.ipc.HttpTransceiver.readBuffers()', 'org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>)', 'org.apache.avro.ipc.SocketTransceiver.readBuffers()', 'org.apache.avro.ipc.DatagramTransceiver.readBuffers()']",org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream)
"org.apache.avro.ipc.Responder.handshake(Decoder, Encoder, Transceiver)","['org.apache.avro.ipc.Responder.handshake(Decoder, Encoder, Transceiver)']","org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>, OutputStream)"
org.apache.avro.ipc.SocketServer.getTransceiver(SocketChannel),['org.apache.avro.ipc.SocketServer.getTransceiver(SocketChannel)'],org.apache.avro.ipc.HttpTransceiver.getLength(List<ByteBuffer>)
"org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse)","['org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse)']","org.apache.avro.io.EncoderFactory.directBinaryEncoder(OutputStream, BinaryEncoder)"
org.apache.avro.ipc.DatagramServer.run(),['org.apache.avro.ipc.DatagramServer.run()'],org.apache.avro.ipc.RPCContext.responseCallMeta()
org.apache.avro.Schema.getFullName(),['org.apache.avro.Schema.getFullName()'],org.apache.avro.ipc.Requestor.writeHandshake(Encoder)
org.apache.avro.util.ByteBufferOutputStream.prepend(List<ByteBuffer>),['org.apache.avro.util.ByteBufferOutputStream.prepend(List<ByteBuffer>)'],org.apache.avro.ipc.Responder.respond(List<ByteBuffer>)
org.apache.avro.ipc.LocalTransceiver.transceive(List<ByteBuffer>),['org.apache.avro.ipc.LocalTransceiver.transceive(List<ByteBuffer>)'],org.apache.avro.ipc.HttpTransceiver.readBuffers()
org.apache.avro.ipc.Requestor.getRemote(),['org.apache.avro.ipc.Requestor.getRemote()'],org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>)
org.apache.avro.ipc.specific.SpecificRequestor.getRemote(Object),['org.apache.avro.ipc.specific.SpecificRequestor.getRemote(Object)'],org.apache.avro.ipc.SocketTransceiver.readBuffers()
org.apache.avro.Protocol.toString(),['org.apache.avro.Protocol.toString()'],org.apache.avro.ipc.DatagramTransceiver.readBuffers()
"org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, InputStream)","['org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, InputStream)']","org.apache.avro.ipc.Responder.handshake(Decoder, Encoder, Transceiver)"
"org.apache.avro.tool.JsonToBinaryFragmentTool.run(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.JsonToBinaryFragmentTool.run(InputStream, PrintStream, PrintStream, List<String>)']",org.apache.avro.ipc.SocketServer.getTransceiver(SocketChannel)
"org.apache.avro.generic.GenericData.deepCopy(Schema, Object)","['org.apache.avro.generic.GenericData.deepCopy(Schema, Object)']","org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse)"
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.encode(Encoder, Schema, JsonNode)","['org.apache.avro.io.parsing.ResolvingGrammarGenerator.encode(Encoder, Schema, JsonNode)']",org.apache.avro.ipc.DatagramServer.run()
org.apache.avro.AvroTypeException.AvroTypeException(String),['org.apache.avro.AvroTypeException.AvroTypeException(String)'],org.apache.avro.Schema.getFullName()
org.apache.avro.io.BinaryDecoder.readBoolean(),['org.apache.avro.io.BinaryDecoder.readBoolean()'],org.apache.avro.util.ByteBufferOutputStream.prepend(List<ByteBuffer>)
org.apache.avro.data.RecordBuilderBase.getDefaultValue(Field),['org.apache.avro.data.RecordBuilderBase.getDefaultValue(Field)'],org.apache.avro.ipc.LocalTransceiver.transceive(List<ByteBuffer>)
org.apache.avro.Schema.toString(boolean),['org.apache.avro.Schema.toString(boolean)'],org.apache.avro.ipc.Requestor.getRemote()
"org.apache.avro.generic.GenericDatumReader.GenericDatumReader(Schema, Schema)","['org.apache.avro.generic.GenericDatumReader.GenericDatumReader(Schema, Schema)']",org.apache.avro.ipc.specific.SpecificRequestor.getRemote(Object)
"org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, String)","['org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, String)']",org.apache.avro.Protocol.toString()
org.apache.avro.generic.GenericRecordBuilder.build(),['org.apache.avro.generic.GenericRecordBuilder.build()'],"org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, InputStream)"
"org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)","['org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)', 'org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder)', 'org.apache.avro.generic.GenericDatumReader.read(D, Decoder)']","org.apache.avro.tool.JsonToBinaryFragmentTool.run(InputStream, PrintStream, PrintStream, List<String>)"
org.apache.avro.generic.GenericRecordBuilder.getWithDefault(Field),['org.apache.avro.generic.GenericRecordBuilder.getWithDefault(Field)'],"org.apache.avro.generic.GenericData.deepCopy(Schema, Object)"
org.apache.avro.io.ValidatingDecoder.configure(Decoder),"['org.apache.avro.io.ValidatingDecoder.configure(Decoder)', 'org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Symbol, Decoder)', 'org.apache.avro.generic.GenericDatumReader.read(D, Decoder)']","org.apache.avro.io.parsing.ResolvingGrammarGenerator.encode(Encoder, Schema, JsonNode)"
org.apache.avro.ipc.Requestor.setRemote(HandshakeResponse),['org.apache.avro.ipc.Requestor.setRemote(HandshakeResponse)'],org.apache.avro.AvroTypeException.AvroTypeException(String)
"org.apache.avro.generic.GenericDatumReader.getResolver(Schema, Schema)","['org.apache.avro.generic.GenericDatumReader.getResolver(Schema, Schema)', 'org.apache.avro.generic.GenericDatumReader.read(D, Decoder)']",org.apache.avro.io.BinaryDecoder.readBoolean()
org.apache.avro.io.ResolvingDecoder.drain(),"['org.apache.avro.io.ResolvingDecoder.drain()', 'org.apache.avro.generic.GenericDatumReader.read(D, Decoder)']",org.apache.avro.Schema.toString(boolean)
org.apache.avro.ipc.HttpTransceiver.HttpTransceiver(URL),['org.apache.avro.ipc.HttpTransceiver.HttpTransceiver(URL)'],"org.apache.avro.generic.GenericDatumReader.GenericDatumReader(Schema, Schema)"
"org.apache.avro.ipc.generic.GenericRequestor.readError(Schema, Schema, Decoder)","['org.apache.avro.ipc.generic.GenericRequestor.readError(Schema, Schema, Decoder)']","org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, String)"
"org.apache.avro.ipc.generic.GenericRequestor.readResponse(Schema, Schema, Decoder)","['org.apache.avro.ipc.generic.GenericRequestor.readResponse(Schema, Schema, Decoder)']",org.apache.avro.generic.GenericRecordBuilder.build()
org.apache.avro.generic.GenericDatumReader.GenericDatumReader(),['org.apache.avro.generic.GenericDatumReader.GenericDatumReader()'],org.apache.avro.generic.GenericRecordBuilder.getWithDefault(Field)
org.apache.avro.io.JsonEncoder.flush(),['org.apache.avro.io.JsonEncoder.flush()'],org.apache.avro.io.ValidatingDecoder.configure(Decoder)
org.apache.avro.file.DataFileWriter.DataFileWriter(DatumWriter<D>),['org.apache.avro.file.DataFileWriter.DataFileWriter(DatumWriter<D>)'],"org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Symbol, Decoder)"
org.apache.avro.Schema.equals(Object),['org.apache.avro.Schema.equals(Object)'],org.apache.avro.ipc.Requestor.setRemote(HandshakeResponse)
org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter(),['org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter()'],"org.apache.avro.generic.GenericDatumReader.getResolver(Schema, Schema)"
org.apache.avro.ipc.HttpServer.close(),['org.apache.avro.ipc.HttpServer.close()'],org.apache.avro.io.ResolvingDecoder.drain()
org.apache.avro.Schema.create(Type),['org.apache.avro.Schema.create(Type)'],org.apache.avro.ipc.HttpTransceiver.HttpTransceiver(URL)
org.apache.avro.ipc.HttpServer.getPort(),['org.apache.avro.ipc.HttpServer.getPort()'],"org.apache.avro.ipc.generic.GenericRequestor.readError(Schema, Schema, Decoder)"
org.apache.avro.Schema.toString(),['org.apache.avro.Schema.toString()'],"org.apache.avro.ipc.generic.GenericRequestor.readResponse(Schema, Schema, Decoder)"
org.apache.avro.ipc.CallFuture.CallFuture(),['org.apache.avro.ipc.CallFuture.CallFuture()'],org.apache.avro.generic.GenericDatumReader.GenericDatumReader()
org.apache.avro.ipc.CallFuture.get(),['org.apache.avro.ipc.CallFuture.get()'],org.apache.avro.io.JsonEncoder.flush()
org.apache.avro.file.CodecFactory.fromString(String),['org.apache.avro.file.CodecFactory.fromString(String)'],org.apache.avro.file.DataFileWriter.DataFileWriter(DatumWriter<D>)
"org.apache.avro.ipc.Requestor.request(Request, Callback<T>)","['org.apache.avro.ipc.Requestor.request(Request, Callback<T>)', 'org.apache.avro.ipc.Transceiver.transceive(List<ByteBuffer>, Callback<List>)']",org.apache.avro.Schema.equals(Object)
org.apache.avro.AvroRemoteException.AvroRemoteException(Throwable),['org.apache.avro.AvroRemoteException.AvroRemoteException(Throwable)'],org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter()
"org.apache.avro.ipc.Requestor.request(String, Object)","['org.apache.avro.ipc.Requestor.request(String, Object)', 'org.apache.avro.ipc.Requestor.request(Request, Callback<T>)']",org.apache.avro.ipc.HttpServer.close()
org.apache.avro.ipc.CallFuture.CallFuture(Callback<T>),['org.apache.avro.ipc.CallFuture.CallFuture(Callback<T>)'],org.apache.avro.Schema.create(Type)
org.apache.avro.io.parsing.Parser.advance(Symbol),"['org.apache.avro.io.parsing.Parser.advance(Symbol)', 'org.apache.avro.io.ValidatingDecoder.readString(Utf8)', 'org.apache.avro.io.ResolvingDecoder.readLong()', 'org.apache.avro.io.ResolvingDecoder.readFieldOrder()', 'org.apache.avro.io.JsonDecoder.advance(Symbol)', 'org.apache.avro.io.ResolvingDecoder.readIndex()', 'org.apache.avro.io.ValidatingDecoder.readMapStart()', 'org.apache.avro.io.ValidatingDecoder.readBoolean()', 'org.apache.avro.io.ValidatingDecoder.readArrayStart()', 'org.apache.avro.io.ValidatingEncoder.writeIndex(int)', 'org.apache.avro.io.ValidatingEncoder.writeString(String)', 'org.apache.avro.io.ValidatingDecoder.readNull()', 'org.apache.avro.io.ValidatingDecoder.checkFixed(int)', 'org.apache.avro.io.ValidatingDecoder.readString()']",org.apache.avro.ipc.HttpServer.getPort()
org.apache.avro.file.DataFileWriter.setCodec(CodecFactory),['org.apache.avro.file.DataFileWriter.setCodec(CodecFactory)'],org.apache.avro.Schema.toString()
org.apache.avro.ipc.Transceiver.unlockChannel(),['org.apache.avro.ipc.Transceiver.unlockChannel()'],org.apache.avro.ipc.CallFuture.CallFuture()
org.apache.avro.ipc.Transceiver.lockChannel(),['org.apache.avro.ipc.Transceiver.lockChannel()'],org.apache.avro.ipc.CallFuture.get()
"org.apache.avro.ipc.specific.SpecificRequestor.invoke(Object, Method, Object[])","['org.apache.avro.ipc.specific.SpecificRequestor.invoke(Object, Method, Object[])', 'org.apache.avro.ipc.Requestor.request(String, Object)']",org.apache.avro.file.CodecFactory.fromString(String)
"org.apache.avro.file.DataFileStream.DataFileStream(InputStream, DatumReader<D>)","['org.apache.avro.file.DataFileStream.DataFileStream(InputStream, DatumReader<D>)']","org.apache.avro.ipc.Requestor.request(Request, Callback<T>)"
"org.apache.avro.ipc.Requestor.request(String, Object, Callback<T>)","['org.apache.avro.ipc.Requestor.request(String, Object, Callback<T>)']",org.apache.avro.AvroRemoteException.AvroRemoteException(Throwable)
"org.apache.avro.io.DecoderFactory.resolvingDecoder(Schema, Schema, Decoder)","['org.apache.avro.io.DecoderFactory.resolvingDecoder(Schema, Schema, Decoder)']","org.apache.avro.ipc.Requestor.request(String, Object)"
org.apache.avro.specific.SpecificData.getSchema(java.lang.reflect.Type),"['org.apache.avro.specific.SpecificData.getSchema(java.lang.reflect.Type)', 'org.apache.avro.specific.SpecificFixed.SpecificFixed()']",org.apache.avro.ipc.CallFuture.CallFuture(Callback<T>)
org.apache.avro.file.CodecFactory.deflateCodec(int),['org.apache.avro.file.CodecFactory.deflateCodec(int)'],org.apache.avro.io.parsing.Parser.advance(Symbol)
org.apache.avro.ipc.RPCContext.requestCallMeta(),['org.apache.avro.ipc.RPCContext.requestCallMeta()'],org.apache.avro.io.ValidatingDecoder.readString(Utf8)
org.apache.avro.ipc.CallFuture.await(),['org.apache.avro.ipc.CallFuture.await()'],org.apache.avro.io.ResolvingDecoder.readLong()
"org.apache.avro.mapred.Pair.Pair(K, Schema, V, Schema)","['org.apache.avro.mapred.Pair.Pair(K, Schema, V, Schema)']",org.apache.avro.io.ResolvingDecoder.readFieldOrder()
org.apache.avro.file.DataFileStream.getMeta(String),['org.apache.avro.file.DataFileStream.getMeta(String)'],org.apache.avro.io.JsonDecoder.advance(Symbol)
org.apache.avro.file.DataFileStream.getMetaKeys(),['org.apache.avro.file.DataFileStream.getMetaKeys()'],org.apache.avro.io.ResolvingDecoder.readIndex()
org.apache.avro.file.DataFileWriter.flush(),"['org.apache.avro.file.DataFileWriter.flush()', 'org.apache.avro.file.DataFileWriter.sync()']",org.apache.avro.io.ValidatingDecoder.readMapStart()
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema),['org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema)'],org.apache.avro.io.ValidatingDecoder.readBoolean()
org.apache.avro.Protocol.toString(boolean),['org.apache.avro.Protocol.toString(boolean)'],org.apache.avro.io.ValidatingDecoder.readArrayStart()
"org.apache.avro.generic.GenericData.getField(Object, String, int, Object)","['org.apache.avro.generic.GenericData.getField(Object, String, int, Object)', 'org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder)', 'org.apache.avro.generic.GenericDatumWriter.writeRecord(Schema, Object, Encoder)']",org.apache.avro.io.ValidatingEncoder.writeIndex(int)
org.apache.avro.io.BinaryEncoder.writeString(String),"['org.apache.avro.io.BinaryEncoder.writeString(String)', 'org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)', 'org.apache.avro.io.BlockingBinaryEncoder.writeInt(int)', 'org.apache.avro.io.BlockingBinaryEncoder.writeZero()']",org.apache.avro.io.ValidatingEncoder.writeString(String)
org.apache.avro.util.WeakIdentityHashMap.WeakIdentityHashMap(),['org.apache.avro.util.WeakIdentityHashMap.WeakIdentityHashMap()'],org.apache.avro.io.ValidatingDecoder.readNull()
"org.apache.avro.Schema.applyAliases(Schema, Schema)","['org.apache.avro.Schema.applyAliases(Schema, Schema)']",org.apache.avro.io.ValidatingDecoder.checkFixed(int)
"org.apache.avro.tool.RecodecTool.run(InputStream, PrintStream, PrintStream, List<String>)","['org.apache.avro.tool.RecodecTool.run(InputStream, PrintStream, PrintStream, List<String>)']",org.apache.avro.io.ValidatingDecoder.readString()
"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)","['org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)']",org.apache.avro.file.DataFileWriter.setCodec(CodecFactory)
"org.apache.avro.io.EncoderFactory.jsonEncoder(Schema, JsonGenerator)","['org.apache.avro.io.EncoderFactory.jsonEncoder(Schema, JsonGenerator)']",org.apache.avro.ipc.Transceiver.unlockChannel()
"org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream<D>, boolean)","['org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream<D>, boolean)']",org.apache.avro.ipc.Transceiver.lockChannel()
"org.apache.avro.tool.Util.fileOrStdin(String, InputStream)","['org.apache.avro.tool.Util.fileOrStdin(String, InputStream)']","org.apache.avro.ipc.specific.SpecificRequestor.invoke(Object, Method, Object[])"
org.apache.avro.ipc.RPCContext.requestHandshakeMeta(),['org.apache.avro.ipc.RPCContext.requestHandshakeMeta()'],"org.apache.avro.file.DataFileStream.DataFileStream(InputStream, DatumReader<D>)"
org.apache.avro.Schema.createUnion(List<Schema>),['org.apache.avro.Schema.createUnion(List<Schema>)'],"org.apache.avro.ipc.Requestor.request(String, Object, Callback<T>)"
"org.apache.avro.file.DataFileWriter.setMeta(String, byte[])","['org.apache.avro.file.DataFileWriter.setMeta(String, byte[])']","org.apache.avro.io.DecoderFactory.resolvingDecoder(Schema, Schema, Decoder)"
"org.apache.avro.compiler.specific.SpecificCompiler.compileToDestination(File, File)","['org.apache.avro.compiler.specific.SpecificCompiler.compileToDestination(File, File)']",org.apache.avro.specific.SpecificData.getSchema(java.lang.reflect.Type)
org.apache.avro.data.Json.read(Decoder),['org.apache.avro.data.Json.read(Decoder)'],org.apache.avro.specific.SpecificFixed.SpecificFixed()
"org.apache.avro.tool.Util.fileOrStdout(String, OutputStream)","['org.apache.avro.tool.Util.fileOrStdout(String, OutputStream)']",org.apache.avro.file.CodecFactory.deflateCodec(int)
org.apache.avro.file.DataFileWriter.isReservedMeta(String),['org.apache.avro.file.DataFileWriter.isReservedMeta(String)'],org.apache.avro.ipc.RPCContext.requestCallMeta()
org.apache.avro.Protocol.parse(String),['org.apache.avro.Protocol.parse(String)'],org.apache.avro.ipc.CallFuture.await()
org.apache.avro.Schema.createArray(Schema),['org.apache.avro.Schema.createArray(Schema)'],"org.apache.avro.mapred.Pair.Pair(K, Schema, V, Schema)"
org.apache.avro.compiler.specific.SpecificCompiler.SpecificCompiler(Protocol),['org.apache.avro.compiler.specific.SpecificCompiler.SpecificCompiler(Protocol)'],org.apache.avro.file.DataFileStream.getMeta(String)
"org.apache.avro.file.DataFileReader.DataFileReader(SeekableInput, DatumReader<D>)","['org.apache.avro.file.DataFileReader.DataFileReader(SeekableInput, DatumReader<D>)']",org.apache.avro.file.DataFileStream.getMetaKeys()
org.apache.avro.Protocol.getMD5(),['org.apache.avro.Protocol.getMD5()'],org.apache.avro.file.DataFileWriter.flush()
org.apache.avro.Protocol.setTypes(Collection<Schema>),['org.apache.avro.Protocol.setTypes(Collection<Schema>)'],org.apache.avro.file.DataFileWriter.sync()
"org.apache.avro.mapred.FsInput.FsInput(Path, Configuration)","['org.apache.avro.mapred.FsInput.FsInput(Path, Configuration)']",org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema)
"org.apache.avro.Schema.createRecord(String, String, String, boolean)","['org.apache.avro.Schema.createRecord(String, String, String, boolean)']",org.apache.avro.Protocol.toString(boolean)
"org.apache.avro.Protocol.createMessage(String, String, Schema, Schema, Schema)","['org.apache.avro.Protocol.createMessage(String, String, Schema, Schema, Schema)']","org.apache.avro.generic.GenericData.getField(Object, String, int, Object)"
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.generate(Schema, Schema, Map<LitS, Symbol>)","['org.apache.avro.io.parsing.ResolvingGrammarGenerator.generate(Schema, Schema, Map<LitS, Symbol>)']","org.apache.avro.generic.GenericDatumWriter.writeRecord(Schema, Object, Encoder)"
"org.apache.avro.file.DataFileReader.DataFileReader(File, DatumReader<D>)","['org.apache.avro.file.DataFileReader.DataFileReader(File, DatumReader<D>)']",org.apache.avro.io.BinaryEncoder.writeString(String)
org.apache.avro.file.DataFileWriter.assertNotOpen(),['org.apache.avro.file.DataFileWriter.assertNotOpen()'],"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)"
org.apache.avro.reflect.ReflectData.getProtocol(Class),['org.apache.avro.reflect.ReflectData.getProtocol(Class)'],org.apache.avro.io.BlockingBinaryEncoder.writeInt(int)
org.apache.avro.file.DataFileWriter.init(OutputStream),['org.apache.avro.file.DataFileWriter.init(OutputStream)'],org.apache.avro.io.BlockingBinaryEncoder.writeZero()
"org.apache.avro.generic.GenericData.newRecord(Object, Schema)","['org.apache.avro.generic.GenericData.newRecord(Object, Schema)']",org.apache.avro.util.WeakIdentityHashMap.WeakIdentityHashMap()
org.apache.avro.compiler.specific.SpecificCompiler.SpecificCompiler(Schema),['org.apache.avro.compiler.specific.SpecificCompiler.SpecificCompiler(Schema)'],"org.apache.avro.Schema.applyAliases(Schema, Schema)"
"org.apache.avro.io.ResolvingDecoder.ResolvingDecoder(Schema, Schema, Decoder)","['org.apache.avro.io.ResolvingDecoder.ResolvingDecoder(Schema, Schema, Decoder)']","org.apache.avro.tool.RecodecTool.run(InputStream, PrintStream, PrintStream, List<String>)"
