method,pattern,space,score,target,issue
"org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol)","HotCyclic, FreqExec","org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.JsonDecoder.readIndex(), org.apache.avro.io.JsonDecoder.advance(Symbol)",0.13581262498396954,,
org.apache.avro.io.ParsingDecoder.skipTopSymbol(),"HotCyclic, FreqExec","org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol), org.apache.avro.io.parsing.SkipParser.skipTo(int), org.apache.avro.io.ParsingDecoder.skipTopSymbol(), org.apache.avro.io.ValidatingDecoder.skipString()",0.13021016569607433,,
"org.apache.avro.RandomData.randomUtf8(Random, int)",FreqExec,"org.apache.avro.RandomData.randomUtf8(Random, int), org.apache.avro.RandomData.generate(Schema, Random, int)",0.12989082493124987,,
org.apache.avro.file.DataFileStream.initialize(InputStream),,org.apache.avro.file.DataFileStream.initialize(InputStream),0.1288398223137096,,
org.apache.avro.Schema.create(Type),,org.apache.avro.Schema.create(Type),0.12854508965402836,,
"org.apache.avro.reflect.ReflectData.getMessage(Method, Protocol, Map<String, Schema>)",,"org.apache.avro.reflect.ReflectData.getMessage(Method, Protocol, Map<String, Schema>)",0.12597859685602106,,
"org.apache.avro.generic.GenericData.hashCode(Object, Schema)",,"org.apache.avro.generic.GenericData.hashCode(Object, Schema)",0.12487021401583892,"org.apache.avro.generic.GenericData.hashCode(Object, Schema)",AVRO-512
"org.apache.avro.tool.BinaryFragmentToJsonTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.BinaryFragmentToJsonTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.12474937343359192,,
"org.apache.avro.ipc.Responder.handshake(Decoder, Encoder)",,"org.apache.avro.ipc.Responder.handshake(Decoder, Encoder)",0.12095742961394364,,
org.apache.avro.file.DataFileWriter.appendTo(File),,org.apache.avro.file.DataFileWriter.appendTo(File),0.11984904858691629,,
org.apache.avro.io.ResolvingDecoder.readEnum(),"HotCyclic, FreqExec","org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol), org.apache.avro.io.parsing.SkipParser.skipTo(int), org.apache.avro.io.ParsingDecoder.skipTopSymbol(), org.apache.avro.io.ResolvingDecoder.readEnum(), org.apache.avro.generic.GenericDatumReader.readEnum(Schema, Decoder)",0.11880719081032272,,
"org.apache.avro.io.JsonEncoder.doAction(Symbol, Symbol)",FreqExec,"org.apache.avro.io.JsonEncoder.doAction(Symbol, Symbol), org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.parsing.Parser.processImplicitActions()",0.1179978211774993,,
"org.apache.avro.generic.GenericDatumReader.read(D, Decoder)",HotCallee,"org.apache.avro.generic.GenericDatumReader.read(D, Decoder), org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)",0.11774382070429346,"org.apache.avro.generic.GenericDatumReader.read(D, Decoder), org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)","AVRO-557, AVRO-557"
org.apache.avro.io.BlockingBinaryEncoder.compact(),,org.apache.avro.io.BlockingBinaryEncoder.compact(),0.11540080744478043,,
"org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder)",HotExec,"org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder), org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)",0.11388233417646465,,
"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",HotCallee,"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",0.11384149211111189,,
"org.apache.avro.specific.SpecificRequestor.invoke(Object, Method, Object[])",HotCallee,"org.apache.avro.specific.SpecificRequestor.invoke(Object, Method, Object[]), org.apache.avro.ipc.Requestor.request(String, Object)",0.11131512429457899,,
org.apache.avro.specific.SpecificCompiler.compileInterface(Protocol),,org.apache.avro.specific.SpecificCompiler.compileInterface(Protocol),0.11111260293592935,,
org.apache.avro.file.DeflateCodec.decompress(ByteBuffer),FreqExec,"org.apache.avro.file.DeflateCodec.decompress(ByteBuffer), org.apache.avro.file.DataFileStream.hasNext()",0.11001595621901027,org.apache.avro.file.DataFileStream.hasNext(),AVRO-512
org.apache.avro.io.BinaryEncoder.writeBoolean(boolean),FreqExec,"org.apache.avro.io.BinaryEncoder.writeBoolean(boolean), org.apache.avro.io.ValidatingEncoder.writeBoolean(boolean), org.apache.avro.generic.GenericDatumWriter.write(Schema, Object, Encoder), org.apache.avro.ipc.Responder.respond(List<ByteBuffer>)",0.10876335745700133,,
"org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream<D>, boolean)",,"org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream<D>, boolean)",0.10814125097381577,,
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.bestBranch(Schema, Schema)",,"org.apache.avro.io.parsing.ResolvingGrammarGenerator.bestBranch(Schema, Schema)",0.10744931695378666,,
"org.apache.avro.ipc.Requestor.request(String, Object)",HotCallee,"org.apache.avro.ipc.Requestor.request(String, Object), org.apache.avro.ipc.HttpTransceiver.transceive(List<ByteBuffer>), org.apache.avro.generic.GenericDatumReader.read(D, Decoder)",0.10526869378693386,,
"org.apache.avro.io.JsonDecoder.doAction(Symbol, Symbol)",,"org.apache.avro.io.JsonDecoder.doAction(Symbol, Symbol)",0.10318708356863801,,
"org.apache.avro.tool.JsonToBinaryFragmentTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.JsonToBinaryFragmentTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.09872896527033914,,
"org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)","HotCyclic, HotRecur","org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder), org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder), org.apache.avro.generic.GenericDatumReader.read(D, Decoder)",0.09733500239387978,,
org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol),HotCallee,"org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol), org.apache.avro.io.parsing.SkipParser.skipTo(int)",0.09637959354019146,,
org.apache.avro.ipc.Requestor.readHandshake(Decoder),,org.apache.avro.ipc.Requestor.readHandshake(Decoder),0.09383550846666963,,
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)",,"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)",0.09349435071879478,,
"org.apache.avro.tool.DataFileReadTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.DataFileReadTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.09195326703084292,,
org.apache.avro.file.DataFileStream.nextBlock(DataBlock),FreqExec,"org.apache.avro.file.DataFileStream.nextBlock(DataBlock), org.apache.avro.file.DataFileStream.hasNext()",0.09157878340634837,,
org.apache.avro.io.parsing.SkipParser.skipRepeater(),HotCallee,"org.apache.avro.io.parsing.SkipParser.skipRepeater(), org.apache.avro.io.parsing.SkipParser.skipTo(int)",0.0905236195218889,,
org.apache.avro.ipc.Requestor.writeHandshake(Encoder),,org.apache.avro.ipc.Requestor.writeHandshake(Encoder),0.08963525425306232,,
"org.apache.avro.specific.SpecificResponder.respond(Message, Object)",,"org.apache.avro.specific.SpecificResponder.respond(Message, Object)",0.08889660564079405,"org.apache.avro.specific.SpecificResponder.respond(Message, Object)",AVRO-512
org.apache.avro.Protocol.toJson(JsonGenerator),,org.apache.avro.Protocol.toJson(JsonGenerator),0.08818545193964512,,
org.apache.avro.reflect.ReflectData.getProtocol(Class),,org.apache.avro.reflect.ReflectData.getProtocol(Class),0.08804561437970931,,
org.apache.avro.file.DataFileStream.hasNextBlock(),FreqExec,"org.apache.avro.file.DataFileStream.hasNextBlock(), org.apache.avro.file.DataFileStream.nextBlock(DataBlock), org.apache.avro.file.DataFileStream.hasNext()",0.08699916895742643,org.apache.avro.file.DataFileStream.hasNextBlock(),AVRO-512
org.apache.avro.reflect.ReflectData.getClass(Schema),,org.apache.avro.reflect.ReflectData.getClass(Schema),0.08648861402279336,,
org.apache.avro.file.DeflateCodec.compress(ByteBuffer),,org.apache.avro.file.DeflateCodec.compress(ByteBuffer),0.08608614888959633,,
org.apache.avro.util.Utf8.Utf8(String),,org.apache.avro.util.Utf8.Utf8(String),0.08603583219872078,,
org.apache.avro.io.ResolvingDecoder.skipAction(),,org.apache.avro.io.ResolvingDecoder.skipAction(),0.08504297009499331,,
org.apache.avro.io.BinaryDecoder.isEnd(),FreqExec,"org.apache.avro.io.BinaryDecoder.isEnd(), org.apache.avro.file.DataFileStream.hasNextBlock(), org.apache.avro.file.DataFileStream.hasNext()",0.08450101826698288,,
org.apache.avro.file.DataFileStream.hasNext(),FreqExec,"org.apache.avro.file.DataFileStream.hasNext(), org.apache.avro.file.DataFileStream.next(D)",0.08334599042591138,,
"org.apache.avro.tool.GenAvroTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.GenAvroTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.08291605676153316,,
org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream),HotCallee,org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream),0.08163570845840915,,
org.apache.avro.io.JsonDecoder.readIndex(),,org.apache.avro.io.JsonDecoder.readIndex(),0.07934252603715651,,
org.apache.avro.file.DataFileReader.sync(long),HotCallee,org.apache.avro.file.DataFileReader.sync(long),0.07913269349376674,,
"org.apache.avro.io.BlockingBinaryEncoder.write(byte[], int, int)",,"org.apache.avro.io.BlockingBinaryEncoder.write(byte[], int, int)",0.07803885124312337,,
org.apache.avro.reflect.ReflectData.getFields(Class),,org.apache.avro.reflect.ReflectData.getFields(Class),0.07588719068227862,,
org.apache.avro.AvroRuntimeException.AvroRuntimeException(String),,org.apache.avro.AvroRuntimeException.AvroRuntimeException(String),0.07559525435691743,,
org.apache.avro.ipc.SocketTransceiver.readBuffers(),HotExec,org.apache.avro.ipc.SocketTransceiver.readBuffers(),0.07473507695456387,,
org.apache.avro.io.parsing.SkipParser.skipTo(int),HotExec,"org.apache.avro.io.parsing.SkipParser.skipTo(int), org.apache.avro.io.parsing.SkipParser.skipRepeater(), org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol)",0.07459310370392266,,
org.apache.avro.file.DataFileWriter.init(OutputStream),,org.apache.avro.file.DataFileWriter.init(OutputStream),0.07386927389813037,,
org.apache.avro.io.BinaryDecoder.readLong(),FreqExec,"org.apache.avro.io.BinaryDecoder.readLong(), org.apache.avro.io.BinaryDecoder.doReadItemCount(), org.apache.avro.io.ResolvingDecoder.readLong(), org.apache.avro.file.DataFileStream.hasNextBlock()",0.07344015396908529,,
org.apache.avro.ipc.DatagramTransceiver.readBuffers(),HotCallee,org.apache.avro.ipc.DatagramTransceiver.readBuffers(),0.0728204439670611,,
"org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema)",,"org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema)",0.07225653432809497,,
"org.apache.avro.io.parsing.Symbol.flatten(Symbol[], int, Symbol[], int, Map<Sequence, Sequence>, Map<Sequence, List>)",,"org.apache.avro.io.parsing.Symbol.flatten(Symbol[], int, Symbol[], int, Map<Sequence, Sequence>, Map<Sequence, List>)",0.07168314762672842,,
org.apache.avro.tool.Main.Main(),,org.apache.avro.tool.Main.Main(),0.07026992088855606,org.apache.avro.tool.Main.Main(),AVRO-512
org.apache.avro.io.ValidatingDecoder.readInt(),FreqExec,"org.apache.avro.io.ValidatingDecoder.readInt(), org.apache.avro.io.ParsingDecoder.skipTopSymbol(), org.apache.avro.io.TestValidatingIO.check(Decoder, String, Object[], int), org.apache.avro.generic.GenericDatumReader.readInt(Object, Schema, Decoder)",0.07003992410940275,,
org.apache.avro.io.BlockingBinaryEncoder.ensure(int),,org.apache.avro.io.BlockingBinaryEncoder.ensure(int),0.06922266893375838,,
"org.apache.avro.file.DataFileWriter.create(Schema, File)",HotCallee,"org.apache.avro.file.DataFileWriter.create(Schema, File), org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",0.06891791665039426,,
"org.apache.avro.ipc.SocketServer.SocketServer(Responder, SocketAddress)",,"org.apache.avro.ipc.SocketServer.SocketServer(Responder, SocketAddress)",0.06870803090997202,,
"org.apache.avro.reflect.ReflectDatumReader.readString(Object, Schema, Decoder)",,"org.apache.avro.reflect.ReflectDatumReader.readString(Object, Schema, Decoder)",0.0684881849620634,,
"org.apache.avro.ipc.stats.StatsServlet.writeMethod(Writer, Message, FloatHistogram<?>)",,"org.apache.avro.ipc.stats.StatsServlet.writeMethod(Writer, Message, FloatHistogram<?>)",0.06800079728153376,,
org.apache.avro.io.JsonDecoder.advance(Symbol),,org.apache.avro.io.JsonDecoder.advance(Symbol),0.06741145648591385,,
"org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse)",HotCallee,"org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse), org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream)",0.06713818846730973,,
org.apache.avro.io.BinaryDecoder.ensureBounds(int),FreqExec,"org.apache.avro.io.BinaryDecoder.ensureBounds(int), org.apache.avro.io.BinaryDecoder.readInt(), org.apache.avro.io.BinaryDecoder.readLong(), org.apache.avro.io.BinaryDecoder.readFloat(), org.apache.avro.io.BinaryDecoder.readDouble()",0.0668856572014386,,
org.apache.avro.io.JsonDecoder.readString(Utf8),,org.apache.avro.io.JsonDecoder.readString(Utf8),0.06650168989030679,,
"org.apache.avro.Schema.addProp(String, String)",,"org.apache.avro.Schema.addProp(String, String)",0.06630438370443785,,
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder)",FreqExec,"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder), org.apache.avro.file.DataFileStream.hasNext(), org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], BinaryDecoder)",0.0659709791592114,,
org.apache.avro.file.DataFileWriter.writeBlock(),,org.apache.avro.file.DataFileWriter.writeBlock(),0.06562264089235284,,
org.apache.avro.io.parsing.Parser.pushSymbol(Symbol),FreqExec,"org.apache.avro.io.parsing.Parser.pushSymbol(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.ResolvingDecoder.readIndex(), org.apache.avro.io.JsonDecoder.readIndex(), org.apache.avro.io.JsonEncoder.writeIndex(int), org.apache.avro.io.ValidatingEncoder.writeIndex(int)",0.06288607163720544,,
"org.apache.avro.generic.GenericDatumReader.readArray(Object, Schema, ResolvingDecoder)",,"org.apache.avro.generic.GenericDatumReader.readArray(Object, Schema, ResolvingDecoder)",0.06283512093451775,,
org.apache.avro.specific.SpecificData.getSchema(java.lang.reflect.Type),,org.apache.avro.specific.SpecificData.getSchema(java.lang.reflect.Type),0.06282491811454663,,
org.apache.avro.io.BinaryEncoder.BinaryEncoder(OutputStream),,org.apache.avro.io.BinaryEncoder.BinaryEncoder(OutputStream),0.062058357988802854,,
org.apache.avro.AvroTypeException.AvroTypeException(String),,org.apache.avro.AvroTypeException.AvroTypeException(String),0.06130953030552526,,
org.apache.avro.io.BinaryDecoder.readIndex(),FreqExec,"org.apache.avro.io.BinaryDecoder.readIndex(), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.ValidatingDecoder.readIndex()",0.06120858390862179,,
org.apache.avro.ipc.DatagramServer.run(),HotCallee,"org.apache.avro.ipc.DatagramServer.run(), org.apache.avro.ipc.DatagramTransceiver.readBuffers()",0.06071815980067995,,
org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),,org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),0.06026246481741701,,
org.apache.avro.io.BlockingBinaryEncoder.flush(),,org.apache.avro.io.BlockingBinaryEncoder.flush(),0.05868029835503548,,
"org.apache.avro.generic.GenericDatumWriter.writeMap(Schema, Object, Encoder)",,"org.apache.avro.generic.GenericDatumWriter.writeMap(Schema, Object, Encoder)",0.058478500956101,,
org.apache.avro.io.JsonDecoder.readEnum(),,org.apache.avro.io.JsonDecoder.readEnum(),0.0583646622998352,,
org.apache.avro.Schema.toString(boolean),,org.apache.avro.Schema.toString(boolean),0.05812113888607366,,
"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)",,"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)",0.05796742068130984,,
org.apache.avro.specific.SpecificDatumReader.newInstance(Class),,org.apache.avro.specific.SpecificDatumReader.newInstance(Class),0.0577726184109686,,
"org.apache.avro.generic.GenericDatumReader.readMap(Object, Schema, ResolvingDecoder)",,"org.apache.avro.generic.GenericDatumReader.readMap(Object, Schema, ResolvingDecoder)",0.057405211282544395,,
org.apache.avro.io.Decoder.readFixed(byte[]),FreqExec,"org.apache.avro.io.Decoder.readFixed(byte[]), org.apache.avro.file.DataFileStream.skipSync(), org.apache.avro.file.DataFileStream.initialize(InputStream)",0.05725470939235194,,
org.apache.avro.Protocol.toString(boolean),,org.apache.avro.Protocol.toString(boolean),0.056921512628033424,,
org.apache.avro.ipc.stats.StatsServlet.writeStats(Writer),,org.apache.avro.ipc.stats.StatsServlet.writeStats(Writer),0.05683451989386708,,
org.apache.avro.io.BlockingBinaryEncoder.check(),FreqExec,"org.apache.avro.io.BlockingBinaryEncoder.check(), org.apache.avro.io.BlockingBinaryEncoder.writeInt(int), org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int), org.apache.avro.io.BlockingBinaryEncoder.writeBytes(byte[], int, int), org.apache.avro.io.BlockingBinaryEncoder.writeString(Utf8), org.apache.avro.io.BlockingBinaryEncoder.writeIndex(int), org.apache.avro.io.BlockingBinaryEncoder.flush(), org.apache.avro.io.BlockingBinaryEncoder.endBlockedValue(), org.apache.avro.io.BlockingBinaryEncoder.writeMapEnd(), org.apache.avro.io.BlockingBinaryEncoder.writeMapStart(), org.apache.avro.io.BlockingBinaryEncoder.writeArrayEnd(), org.apache.avro.io.BlockingBinaryEncoder.writeArrayStart(), org.apache.avro.io.BlockingBinaryEncoder.startItem(), org.apache.avro.io.BlockingBinaryEncoder.setItemCount(long), org.apache.avro.io.BlockingBinaryEncoder.BlockingBinaryEncoder(OutputStream, int), org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(), org.apache.avro.io.BlockingBinaryEncoder.compact()",0.05634674937600254,,
org.apache.avro.specific.SpecificCompiler.params(Schema),,org.apache.avro.specific.SpecificCompiler.params(Schema),0.05521840315075111,,
org.apache.avro.io.JsonDecoder.skipString(),,org.apache.avro.io.JsonDecoder.skipString(),0.05502148472607637,,
"org.apache.avro.io.JsonDecoder.readFixed(byte[], int, int)",,"org.apache.avro.io.JsonDecoder.readFixed(byte[], int, int)",0.0547082000375835,,
"org.apache.avro.ipc.DatagramServer.DatagramServer(Responder, SocketAddress)",,"org.apache.avro.ipc.DatagramServer.DatagramServer(Responder, SocketAddress)",0.05442301945146804,,
"org.apache.avro.generic.GenericDatumWriter.writeArray(Schema, Object, Encoder)",,"org.apache.avro.generic.GenericDatumWriter.writeArray(Schema, Object, Encoder)",0.0542280040799452,,
org.apache.avro.ipc.SocketServer.run(),,org.apache.avro.ipc.SocketServer.run(),0.053917485931569496,,
org.apache.avro.specific.SpecificCompiler.unbox(Schema),,org.apache.avro.specific.SpecificCompiler.unbox(Schema),0.05292696599774786,,
org.apache.avro.specific.SpecificCompiler.compile(),,org.apache.avro.specific.SpecificCompiler.compile(),0.05258772790636914,,
"org.apache.avro.Schema.toJson(Names, JsonGenerator)",,"org.apache.avro.Schema.toJson(Names, JsonGenerator)",0.05167407226861719,,
"org.apache.avro.ipc.stats.StatsPlugin.publish(RPCContext, Stopwatch)",,"org.apache.avro.ipc.stats.StatsPlugin.publish(RPCContext, Stopwatch)",0.05156194090058055,,
org.apache.avro.io.parsing.Parser.advance(Symbol),"HotCyclic, FreqExec","org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.JsonDecoder.readIndex(), org.apache.avro.io.JsonDecoder.advance(Symbol), org.apache.avro.io.ResolvingDecoder.readIndex(), org.apache.avro.io.ValidatingDecoder.checkFixed(int), org.apache.avro.io.ValidatingDecoder.readArrayStart(), org.apache.avro.io.ResolvingDecoder.readEnum(), org.apache.avro.io.ResolvingDecoder.readLong(), org.apache.avro.io.ResolvingDecoder.readFieldOrder(), org.apache.avro.io.ValidatingDecoder.arrayNext(), org.apache.avro.io.ValidatingDecoder.readString(Utf8), org.apache.avro.io.ValidatingDecoder.readNull(), org.apache.avro.io.ValidatingDecoder.readBoolean(), org.apache.avro.io.ResolvingDecoder.readDouble(), org.apache.avro.io.ValidatingDecoder.readMapStart(), org.apache.avro.io.ValidatingDecoder.readInt(), org.apache.avro.io.ValidatingEncoder.writeInt(int), org.apache.avro.io.ValidatingEncoder.writeArrayEnd(), org.apache.avro.io.ValidatingEncoder.writeArrayStart()",0.05145533289440163,,
"org.apache.avro.tool.DataFileGetSchemaTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.DataFileGetSchemaTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.05124963188156923,,
org.apache.avro.io.BinaryEncoder.writeLong(long),FreqExec,"org.apache.avro.io.BinaryEncoder.writeLong(long), org.apache.avro.io.ValidatingEncoder.writeLong(long), org.apache.avro.io.BinaryEncoder.setItemCount(long), org.apache.avro.generic.GenericDatumWriter.write(Schema, Object, Encoder), org.apache.avro.file.DataFileWriter.writeBlock(), org.apache.avro.file.DataFileWriter.writeRawBlock(DataBlock)",0.05123765578856048,,
org.apache.avro.io.BlockingBinaryEncoder.writeArrayStart(),,org.apache.avro.io.BlockingBinaryEncoder.writeArrayStart(),0.050568478565175295,,
