method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.avro.generic.GenericArray.peek(),5,2,1,1,0,0
"org.apache.avro.Schema.LockableArrayList.addAll(int, Collection)",9,2,0,0,1,1
org.apache.avro.io.Encoder.writeBytes(byte[]),1,4,1,2,1,1
org.apache.avro.ipc.ByteBufferOutputStream.reset(),0,3,1,2,0,0
org.apache.avro.ipc.SocketServer.Connection.Connection(SocketChannel),9,4,1,1,2,1
org.apache.avro.ipc.Transceiver.transceive(List),1,220,10,59,1,2
org.apache.avro.generic.GenericDatumReader.GenericDatumReader(Schema),0,308,10,77,0,0
org.apache.avro.io.JsonEncoder.writeString(Utf8),9,9,0,0,3,3
"org.apache.avro.Schema.NamedSchema.NamedSchema(Type, Name, String)",2,9,2,3,2,2
"org.apache.avro.io.BinaryData.compare(byte[], int, byte[], int, Schema)",9,38,0,0,5,19
"org.apache.avro.file.DataFileWriter.BufferedFileOutputStream.PositionFilter.write(byte[], int, int)",-1,1,0,0,0,0
org.apache.avro.io.DirectBinaryDecoder.readLong(),-1,1,0,0,0,0
org.apache.avro.generic.GenericArray.add(T),0,20,3,12,0,0
org.apache.avro.Schema.getType(),0,228,5,113,0,0
org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.read(),9,5,0,0,1,4
org.apache.avro.ipc.RPCPlugin.serverConnecting(RPCContext),6,184,9,61,0,0
"org.apache.avro.generic.GenericDatumReader.readArray(Object, Schema, ResolvingDecoder)",5,70,0,0,4,32
org.apache.avro.io.ValidatingEncoder.writeString(Utf8),9,8,0,0,3,3
org.apache.avro.io.parsing.Symbol.ImplicitAction.ImplicitAction(),9,4,0,0,3,1
org.apache.avro.generic.GenericData.Array.getSchema(),9,26,5,12,0,0
org.apache.avro.io.JsonDecoder.arrayNext(),9,11,0,0,4,3
org.apache.avro.Schema.setFields(List),3,55,4,31,1,1
"org.apache.avro.io.BinaryDecoder.BufferAccessor.setBuf(byte[], int, int)",9,2,1,1,0,0
org.apache.avro.Schema.equals(Object),0,94,6,31,0,0
org.apache.avro.ipc.stats.FloatHistogram.getMean(),9,7,2,4,0,0
org.apache.avro.generic.GenericData.Array.hashCode(),9,25,0,0,4,11
"org.apache.avro.specific.ProtocolTask.doCompile(File, File)",9,45,1,1,5,31
"org.apache.avro.specific.SpecificDatumReader.setField(Object, String, int, Object)",9,2,0,0,1,1
org.apache.avro.ipc.SocketTransceiver.readBuffers(),9,214,11,59,0,0
org.apache.avro.specific.SpecificCompiler.esc(Object),2,36,3,27,0,0
org.apache.avro.generic.GenericData.Array.equals(Object),9,28,0,0,5,12
org.apache.avro.ipc.Transceiver.writeBuffers(List),0,212,11,59,0,0
org.apache.avro.file.DataFileReader.SeekableInputStream.SeekableInputStream(SeekableInput),6,89,7,29,0,0
"org.apache.avro.Schema.NamedSchema.writeName(Names, JsonGenerator)",3,33,6,9,2,2
"org.apache.avro.AvroRuntimeException.AvroRuntimeException(String, Throwable)",5,2,1,1,0,0
org.apache.avro.io.JsonDecoder.readBytes(ByteBuffer),9,12,0,0,4,4
org.apache.avro.io.ParsingEncoder.startItem(),0,11,4,3,0,0
org.apache.avro.Protocol.main(String[]),9,2,0,0,1,1
org.apache.avro.Schema.Names.get(Object),2,53,4,26,3,9
"org.apache.avro.file.DataFileWriter.create(Schema, File)",9,63,6,28,0,0
org.apache.avro.Protocol.hashCode(),-1,1,0,0,0,0
org.apache.avro.generic.GenericContainer.getSchema(),0,52,4,21,0,0
org.apache.avro.ipc.stats.StatsPlugin.createNewHistogram(),9,9,3,3,3,1
"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)",2,10,2,2,3,3
org.apache.avro.file.DeflateCodec.compress(ByteBuffer),9,3,0,0,1,2
"org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)",5,133,9,21,3,36
org.apache.avro.io.JsonEncoder.writeFloat(float),9,7,0,0,3,3
org.apache.avro.Schema.isError(),1,71,5,26,1,1
org.apache.avro.io.BinaryDecoder.ByteSource.trySkipBytes(long),9,5,2,3,0,0
"org.apache.avro.file.DataFileWriter.setMeta(String, String)",-1,1,0,0,0,0
"org.apache.avro.generic.GenericDatumReader.skip(Schema, Decoder)",9,28,4,5,2,18
org.apache.avro.BarRecord.toString(),-1,1,0,0,0,0
org.apache.avro.Protocol.Protocol(),9,2,1,1,0,0
org.apache.avro.io.BinaryDecoder.BinaryDecoder(InputStream),9,10,0,0,5,3
"org.apache.avro.ipc.Responder.respond(Message, Object)",6,208,10,59,0,0
"org.apache.avro.Schema.createFixed(String, String, String, int)",3,44,5,15,4,2
org.apache.avro.io.parsing.SkipParser.SkipHandler.skipTopSymbol(),2,5,3,2,0,0
org.apache.avro.Schema.getDoc(),2,26,3,18,0,0
"org.apache.avro.reflect.ReflectData.getMessage(Method, Protocol, Map)",5,55,5,3,5,19
org.apache.avro.io.BinaryDecoder.readString(Utf8),5,86,6,27,4,5
org.apache.avro.Schema.Names.space(String),0,47,4,22,0,0
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.generate(Schema, Schema)",4,67,1,1,6,21
"org.apache.avro.specific.SpecificCompiler.makePath(String, String)",2,36,3,27,0,0
org.apache.avro.Protocol.Message.getRequest(),0,369,10,67,0,0
org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Class),9,26,0,0,6,13
org.apache.avro.io.BlockingBinaryEncoder.writeDouble(double),9,7,0,0,3,3
org.apache.avro.io.JsonDecoder.readByteArray(),0,16,5,5,0,0
org.apache.avro.io.JsonDecoder.doMapNext(),4,13,2,2,4,3
org.apache.avro.file.DeflateCodec.getName(),9,2,1,1,0,0
"org.apache.avro.io.ResolvingDecoder.ResolvingDecoder(Schema, Schema, Decoder)",9,73,0,0,8,21
org.apache.avro.Protocol.getName(),2,28,4,15,0,0
org.apache.avro.ipc.ByteBufferInputStream.read(),9,2,0,0,1,1
"org.apache.avro.Schema.RecordSchema.toJson(Names, JsonGenerator)",9,31,0,0,5,10
"org.apache.avro.io.JsonDecoder.JsonDecoder(Symbol, String)",8,14,7,2,3,2
org.apache.avro.io.JsonDecoder.error(String),2,40,3,19,2,1
org.apache.avro.Schema.ArraySchema.ArraySchema(Schema),1,41,4,20,1,1
org.apache.avro.Schema.FixedSchema.equals(Object),9,3,0,0,2,1
org.apache.avro.specific.SpecificResponder.getDatumReader(Schema),9,8,3,3,2,1
org.apache.avro.io.Encoder.writeEnum(int),0,40,4,28,0,0
org.apache.avro.specific.SpecificCompiler.SpecificCompiler(Schema),6,80,6,46,3,6
org.apache.avro.generic.GenericData.Fixed.compareTo(Fixed),9,2,0,0,1,1
"org.apache.avro.Schema.Names.put(Name, Schema)",1,20,5,8,2,2
org.apache.avro.io.BinaryDecoder.InputStreamByteSource.trySkipBytes(long),-1,1,0,0,0,0
org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter(),1,81,6,26,1,2
"org.apache.avro.specific.SpecificRequestor.readResponse(Schema, Decoder)",9,5,0,0,3,2
org.apache.avro.io.BlockingBinaryEncoder.writeBytes(ByteBuffer),9,3,0,0,2,1
org.apache.avro.io.DirectBinaryDecoder.readDouble(),9,2,0,0,1,1
org.apache.avro.io.BlockingBinaryEncoder.flush(),2,10,2,4,2,2
org.apache.avro.ipc.HttpServer.close(),7,236,11,59,0,0
org.apache.avro.reflect.ReflectRequestor.getDatumReader(Schema),9,4,0,0,3,1
org.apache.avro.file.SeekableFileInput.length(),-1,1,0,0,0,0
org.apache.avro.io.Decoder.init(InputStream),9,3,2,1,0,0
"org.apache.avro.io.parsing.Symbol.Repeater.Repeater(Symbol, Symbol...)",1,10,3,3,1,2
org.apache.avro.Protocol.Message.equals(Object),9,84,8,29,1,1
"org.apache.avro.generic.GenericDatumReader.readInt(Object, Schema, Decoder)",5,70,4,35,1,1
org.apache.avro.Schema.Field.pos(),0,125,5,47,0,0
org.apache.avro.specific.SpecificResponder.getDatumWriter(Schema),3,9,2,2,3,2
org.apache.avro.io.Decoder.readBoolean(),0,40,4,28,0,0
org.apache.avro.io.Perf.ReadLong.genData(Encoder),9,6,0,0,1,5
org.apache.avro.io.BinaryEncoder.ByteWriter.write(ByteBuffer),9,2,1,1,0,0
"org.apache.avro.RandomData.RandomData(Schema, int)",0,69,6,27,1,1
org.apache.avro.io.BinaryEncoder.writeIndex(int),9,2,0,0,1,1
"org.apache.avro.reflect.ReflectData.AllowNull.createFieldSchema(Field, Map)",9,19,0,0,3,11
org.apache.avro.io.JsonEncoder.writeBoolean(boolean),9,7,0,0,3,3
"org.apache.avro.reflect.ReflectRequestor.getClient(Class, Transceiver, ReflectData)",9,61,2,1,6,21
org.apache.avro.io.parsing.Parser.processTrailingImplicitActions(),1,13,4,4,1,1
org.apache.avro.io.JsonDecoder.doArrayNext(),3,13,3,2,3,3
org.apache.avro.io.ResolvingDecoder.skipAction(),9,20,0,0,6,7
org.apache.avro.ipc.RPCContext.getMessage(),0,15,5,6,0,0
org.apache.avro.io.BinaryEncoder.BinaryEncoder(OutputStream),0,288,9,60,1,2
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], BinaryDecoder)",5,26,4,7,5,3
org.apache.avro.Schema.ArraySchema.hashCode(),9,3,0,0,1,2
"org.apache.avro.reflect.ReflectData.getClassProp(Schema, String)",1,19,4,6,1,1
"org.apache.avro.Protocol.Message.Message(String, String, Schema, Schema, Schema)",4,50,5,22,0,0
org.apache.avro.specific.SpecificData.getClass(Schema),2,22,2,9,2,5
org.apache.avro.ipc.stats.StatsServlet.formatMillis(float),9,12,3,8,0,0
"org.apache.avro.generic.GenericData.compare(Object, Object, Schema)",3,28,2,3,3,12
org.apache.avro.io.JsonDecoder.init(InputStream),9,6,4,1,1,1
"org.apache.avro.generic.GenericDatumWriter.writeArray(Schema, Object, Encoder)",3,59,0,0,5,19
org.apache.avro.io.Perf.ReadFloat.readInternal(Decoder),9,2,0,0,1,1
org.apache.avro.io.Decoder.readNull(),0,22,4,14,0,0
org.apache.avro.io.ValidatingEncoder.writeIndex(int),9,11,0,0,3,5
org.apache.avro.io.BlockingBinaryEncoder.writeEnum(int),9,8,0,0,4,3
org.apache.avro.io.ResolvingDecoder.readFieldOrder(),5,70,5,28,3,3
"org.apache.avro.Schema.ArraySchema.toJson(Names, JsonGenerator)",9,4,0,0,2,2
"org.apache.avro.specific.SpecificResponder.respond(Message, Object)",9,13,0,0,3,5
org.apache.avro.io.ParsingDecoder.skipTopSymbol(),9,15,0,0,1,14
org.apache.avro.Schema.LockableArrayList.LockableArrayList(),1,42,4,23,0,0
"org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse)",9,213,0,0,10,59
org.apache.avro.io.DecoderFactory.defaultFactory(),0,335,9,73,0,0
org.apache.avro.ipc.stats.Stopwatch.Stopwatch(Ticks),9,4,3,1,0,0
org.apache.avro.io.Encoder.writeFloat(float),0,71,5,37,0,0
"org.apache.avro.tool.Util.jsonToGenericDatum(Schema, String)",8,336,10,36,9,40
org.apache.avro.ipc.HttpTransceiver.transceive(List),9,5,0,0,2,2
org.apache.avro.io.ValidatingEncoder.flush(),9,4,2,2,0,0
"org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int)",9,8,0,0,4,3
"org.apache.avro.file.DataFileWriter.setMeta(String, byte[])",9,5,0,0,2,3
org.apache.avro.io.ValidatingDecoder.readBoolean(),5,70,4,34,3,3
org.apache.avro.file.NullCodec.equals(Object),-1,1,0,0,0,0
"org.apache.avro.specific.SpecificRequestor.SpecificRequestor(Protocol, Transceiver)",1,7,2,3,1,1
org.apache.avro.io.Decoder.readDouble(),0,42,4,28,0,0
org.apache.avro.Schema.create(Type),1,59,4,33,2,9
"org.apache.avro.reflect.ReflectDatumReader.setField(Object, String, int, Object)",9,4,0,0,3,1
org.apache.avro.ipc.HttpTransceiver.getRemoteName(),-1,1,0,0,0,0
"org.apache.avro.generic.GenericDatumWriter.writeString(Schema, Object, Encoder)",3,59,5,26,2,1
org.apache.avro.io.BinaryEncoder.writeArrayEnd(),9,2,0,0,1,1
"org.apache.avro.generic.GenericDatumReader.getField(Object, String, int)",5,70,5,31,1,1
org.apache.avro.io.BinaryEncoder.writeString(Utf8),9,4,0,0,1,3
"org.apache.avro.Schema.getOptionalText(JsonNode, String)",4,40,4,19,0,0
org.apache.avro.file.CodecFactory.nullCodec(),0,102,8,28,0,0
"org.apache.avro.ipc.Requestor.readResponse(Schema, Decoder)",6,218,10,59,0,0
org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.getBuckets.(Anon_1).hasNext(),-1,1,0,0,0,0
"org.apache.avro.reflect.ReflectData.getField(Class, String)",1,23,4,8,2,1
org.apache.avro.Schema.getProp(String),0,18,4,6,0,0
org.apache.avro.Schema.getTypes(),1,191,5,92,1,1
org.apache.avro.file.SeekableFileInput.tell(),-1,1,0,0,0,0
"org.apache.avro.io.JsonEncoder.JsonEncoder(Schema, JsonGenerator)",3,185,9,41,6,2
org.apache.avro.file.DataFileWriter.NonCopyingByteArrayOutputStream.NonCopyingByteArrayOutputStream(int),0,13,3,6,0,0
org.apache.avro.io.parsing.Parser.topSymbol(),0,30,4,18,0,0
org.apache.avro.io.BinaryDecoder.readEnum(),9,7,0,0,4,3
org.apache.avro.ipc.stats.Histogram.toString(),9,2,0,0,1,1
org.apache.avro.Schema.Names.contains(Schema),3,19,3,2,4,9
org.apache.avro.io.Perf.ReadInt.readInternal(Decoder),9,2,0,0,1,1
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.LitS2.LitS2(Schema, Schema)",4,60,5,23,1,1
org.apache.avro.ipc.stats.Histogram.getCount(),9,7,2,5,0,0
org.apache.avro.file.DataFileStream.resolveCodec(),2,106,6,29,2,4
"org.apache.avro.file.SeekableInput.read(byte[], int, int)",0,3,1,2,0,0
org.apache.avro.reflect.ReflectRequestor.getDatumWriter(Schema),9,8,0,0,5,2
org.apache.avro.io.BinaryDecoder.BufferAccessor.detach(),1,2,1,1,0,0
"org.apache.avro.reflect.ReflectDatumWriter.writeString(Schema, Object, Encoder)",9,5,0,0,2,2
org.apache.avro.io.Encoder.writeBytes(ByteBuffer),0,9,4,3,0,0
org.apache.avro.ipc.stats.Stopwatch.Ticks.ticks(),0,4,1,3,0,0
"org.apache.avro.ipc.SocketServer.SocketServer(Responder, SocketAddress)",9,2,1,1,0,0
"org.apache.avro.io.BinaryDecoder.readFixed(byte[], int, int)",3,17,6,4,2,1
org.apache.avro.ipc.DatagramTransceiver.writeBuffers(List),-1,1,0,0,0,0
org.apache.avro.io.Perf.ReadInt.ReadInt(),9,9,2,6,1,1
"org.apache.avro.reflect.ReflectDatumWriter.getField(Object, String, int)",9,4,0,0,3,1
org.apache.avro.io.BinaryDecoder.ByteSource.available(),9,3,0,0,1,2
org.apache.avro.io.BinaryDecoder.readIndex(),9,7,0,0,4,3
org.apache.avro.file.LengthLimitedInputStream.read(byte[]),9,3,0,0,2,1
"org.apache.avro.io.BinaryDecoder.ByteSource.compactAndFill(byte[], int, int, int)",1,5,1,1,1,3
org.apache.avro.Protocol.Message.toJson(JsonGenerator),9,15,1,1,3,5
org.apache.avro.reflect.ReflectData.isRecord(Object),9,20,0,0,5,11
org.apache.avro.FooRecord.toString(),-1,1,0,0,0,0
org.apache.avro.io.parsing.ValidatingGrammarGenerator.generate(Schema),4,34,4,2,5,14
org.apache.avro.io.BlockingBinaryEncoder.writeArrayStart(),9,5,0,0,2,2
"org.apache.avro.Schema.MapSchema.toJson(Names, JsonGenerator)",9,4,0,0,2,2
org.apache.avro.ipc.Requestor.writeHandshake(Encoder),6,218,9,32,8,30
org.apache.avro.io.ValidatingDecoder.readLong(),9,8,0,0,3,3
org.apache.avro.io.Encoder.writeInt(int),0,71,5,37,0,0
org.apache.avro.io.BlockingBinaryEncoder.writeMapStart(),9,5,0,0,2,2
org.apache.avro.io.BinaryDecoder.BufferAccessor.getLim(),0,14,2,8,0,0
org.apache.avro.ipc.stats.StatsPlugin.serverSendResponse(RPCContext),9,11,0,0,5,5
org.apache.avro.io.parsing.Parser.depth(),3,9,4,3,0,0
"org.apache.avro.io.parsing.Symbol.alt(Symbol[], String[])",3,60,7,19,3,1
org.apache.avro.io.BinaryDecoder.isEnd(),3,30,6,7,1,2
org.apache.avro.io.BinaryDecoder.InputStreamByteSource.skipSourceBytes(long),-1,1,0,0,0,0
"org.apache.avro.Schema.createEnum(String, String, String, List)",5,40,5,14,3,3
org.apache.avro.io.ValidatingEncoder.writeArrayStart(),9,9,0,0,3,3
org.apache.avro.Schema.Field.defaultValue(),0,64,5,35,0,0
org.apache.avro.Schema.Names.add(Schema),3,41,4,19,3,2
"org.apache.avro.Schema.createRecord(String, String, String, boolean)",4,41,5,15,4,2
org.apache.avro.generic.GenericData.Fixed.equals(Object),9,2,0,0,1,1
org.apache.avro.specific.SpecificDatumReader.newInstance(Class),0,18,4,6,0,0
org.apache.avro.ipc.stats.StatsPluginOverhead.createServer(boolean),9,235,10,58,12,9
org.apache.avro.file.LengthLimitedInputStream.read(),-1,1,0,0,0,0
org.apache.avro.reflect.ReflectDatumWriter.getArrayElements(Object),-1,1,0,0,0,0
org.apache.avro.specific.SpecificRecordBase.equals(Object),9,28,0,0,6,11
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.resolveUnion(Schema, Schema, Map)",4,60,0,0,6,19
org.apache.avro.file.Codec.equals(Object),9,37,6,14,0,0
org.apache.avro.ipc.stats.Stopwatch.stop(),9,11,6,4,1,1
org.apache.avro.Protocol.parseNamespace(JsonNode),9,55,6,25,1,1
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)",3,104,8,28,4,4
org.apache.avro.reflect.ReflectResponder.getDatumReader(Schema),9,4,0,0,3,1
org.apache.avro.io.JsonEncoder.getJsonGenerator(OutputStream),0,17,8,3,0,0
org.apache.avro.ipc.HttpTransceiver.readBuffers(),9,2,0,0,1,1
"org.apache.avro.Schema.EnumSchema.toJson(Names, JsonGenerator)",9,24,0,0,5,9
org.apache.avro.ipc.RPCPlugin.clientReceiveResponse(RPCContext),6,218,10,59,0,0
org.apache.avro.io.BinaryDecoder.BufferAccessor.getBuf(),0,34,4,20,0,0
org.apache.avro.file.DeflateCodec.decompress(ByteBuffer),9,3,0,0,1,2
org.apache.avro.io.parsing.ValidatingGrammarGenerator.LitS.hashCode(),9,4,1,1,2,1
org.apache.avro.io.ValidatingEncoder.writeEnum(int),9,9,0,0,3,4
org.apache.avro.Protocol.parse(JsonNode),9,55,0,0,5,25
"org.apache.avro.generic.GenericDatumReader.createFixed(Object, Schema)",2,7,2,2,2,2
"org.apache.avro.tool.RpcSendTool.makeClient(Protocol, URI)",9,331,10,76,2,2
"org.apache.avro.specific.SpecificResponder.SpecificResponder(Protocol, Object)",9,28,2,1,11,9
"org.apache.avro.Protocol.parseMessage(String, JsonNode)",9,50,1,1,4,22
org.apache.avro.file.DataFileStream.getMetaString(String),0,87,6,28,1,1
org.apache.avro.Protocol.getMD5(),5,86,7,26,8,9
org.apache.avro.io.JsonEncoder.writeMapEnd(),9,8,0,0,3,3
org.apache.avro.Schema.getNamespace(),1,27,3,18,1,1
org.apache.avro.io.JsonDecoder.skipArray(),9,11,0,0,4,4
org.apache.avro.file.DataFileReader.blockFinished(),9,4,0,0,2,2
org.apache.avro.Protocol.Message.getResponse(),0,365,10,63,0,0
org.apache.avro.io.BinaryDecoder.ByteSource.detach(),1,5,3,1,1,1
org.apache.avro.generic.GenericDatumReader.peekArray(Object),5,70,5,32,1,1
org.apache.avro.BarRecord.BarRecord(),-1,1,0,0,0,0
"org.apache.avro.generic.GenericRequestor.writeRequest(Schema, Object, Encoder)",9,66,0,0,6,27
org.apache.avro.ipc.DatagramServer.getPort(),-1,1,0,0,0,0
org.apache.avro.file.DataFileWriter.isReserved(String),9,5,3,2,0,0
org.apache.avro.ipc.SocketTransceiver.writeBuffers(List),9,214,11,59,1,1
org.apache.avro.io.BinaryData.(Anon_1).initialValue(),9,12,0,0,6,3
org.apache.avro.io.JsonDecoder.skipMap(),9,11,0,0,4,4
org.apache.avro.Schema.Name.equals(Object),0,2,1,1,0,0
org.apache.avro.specific.SpecificExceptionBase.hashCode(),9,26,0,0,4,11
"org.apache.avro.reflect.ReflectRequestor.getClient(Class, ReflectRequestor)",-1,1,0,0,0,0
org.apache.avro.io.DirectBinaryDecoder.readBytes(ByteBuffer),9,3,0,0,1,2
"org.apache.avro.generic.GenericDatumReader.readEnum(Schema, Decoder)",5,70,4,33,2,3
org.apache.avro.Schema.StringSchema.StringSchema(),1,11,2,8,1,1
org.apache.avro.io.DatumWriter.setSchema(Schema),0,61,6,21,0,0
org.apache.avro.Protocol.parse(File),0,363,10,69,0,0
org.apache.avro.reflect.Union.value(),5,10,4,5,0,0
"org.apache.avro.Schema.Name.Name(String, String)",0,44,4,20,0,0
org.apache.avro.ipc.stats.FloatHistogram.FloatHistogram(Segmenter),9,4,1,1,2,1
org.apache.avro.io.BinaryEncoder.flush(),9,2,1,1,0,0
org.apache.avro.Schema.RecordSchema.equals(Object),9,4,0,0,2,2
org.apache.avro.reflect.ReflectData.get(),0,104,7,23,0,0
org.apache.avro.io.Encoder.writeIndex(int),0,72,5,39,0,0
"org.apache.avro.io.BinaryDecoder.ByteSource.attach(int, BinaryDecoder)",1,5,3,1,1,1
"org.apache.avro.generic.GenericDatumReader.removeField(Object, String, int)",9,2,0,0,1,1
"org.apache.avro.reflect.ReflectRequestor.getClient(Class, Transceiver)",9,61,0,0,7,21
"org.apache.avro.Schema.NamedSchema.writeNameRef(Names, JsonGenerator)",3,33,4,6,4,9
"org.apache.avro.file.DataFileReader.DataFileReader(File, DatumReader)",7,136,8,10,7,29
org.apache.avro.ipc.Requestor.getRemote(),6,218,10,59,0,0
org.apache.avro.specific.SpecificCompiler.compileToDestination(File),3,84,6,21,3,28
"org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Schema, SpecificData)",2,5,1,1,2,2
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.bestBranch(Schema, Schema)",4,60,6,20,2,3
org.apache.avro.Schema.parse(InputStream),9,42,0,0,4,21
"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.readRaw(byte[], int, int)",9,2,0,0,1,1
org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.size(),-1,1,0,0,0,0
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(),-1,1,0,0,0,0
org.apache.avro.util.Utf8.getBytes(),0,25,5,8,0,0
org.apache.avro.io.BlockingBinaryEncoder.setItemCount(long),9,3,0,0,2,1
org.apache.avro.io.DecoderFactory.DecoderFactory(),-1,1,0,0,0,0
org.apache.avro.generic.GenericData.Record.get(String),9,4,0,0,2,2
org.apache.avro.io.parsing.Symbol.SkipAction.SkipAction(Symbol),9,3,2,1,0,0
org.apache.avro.RandomData.main(String[]),9,63,0,0,5,28
org.apache.avro.io.BinaryEncoder.SimpleByteWriter.SimpleByteWriter(OutputStream),0,3,2,1,0,0
org.apache.avro.ipc.Requestor.addRPCPlugin(RPCPlugin),-1,1,0,0,0,0
org.apache.avro.io.parsing.Parser.advance(Symbol),2,122,4,61,2,3
"org.apache.avro.io.parsing.Symbol.Alternative.flatten(Map, Map)",9,5,0,0,3,2
org.apache.avro.ipc.AvroRemoteException.AvroRemoteException(Object),0,210,10,59,0,0
"org.apache.avro.specific.SpecificCompiler.line(StringBuilder, int, String)",2,36,3,26,0,0
org.apache.avro.Schema.getField(String),1,63,5,23,1,1
"org.apache.avro.reflect.ReflectData.setElement(Schema, Type)",5,40,5,17,2,1
org.apache.avro.BarRecord.hashCode(),-1,1,0,0,0,0
"org.apache.avro.generic.GenericDatumReader.newArray(Object, int, Schema)",5,70,5,32,1,1
org.apache.avro.specific.SpecificExceptionBase.equals(Object),9,27,0,0,5,11
org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter(GenericData),0,6,2,3,0,0
org.apache.avro.specific.SpecificCompiler.OutputFile.writeToDestination(File),3,38,4,28,0,0
org.apache.avro.file.DataFileStream.getMeta(String),0,2,1,1,0,0
org.apache.avro.Schema.EnumSchema.hasEnumSymbol(String),-1,1,0,0,0,0
org.apache.avro.generic.GenericData.Record.Record(Schema),9,4,0,0,1,3
org.apache.avro.tool.Main.main(String[]),9,7,0,0,2,4
org.apache.avro.Schema.MapSchema.hashCode(),9,3,0,0,1,2
org.apache.avro.Schema.DoubleSchema.DoubleSchema(),1,11,2,8,1,1
"org.apache.avro.io.BinaryData.Decoders.set(byte[], int, int, byte[], int, int)",9,38,5,18,4,3
"org.apache.avro.reflect.ReflectResponder.ReflectResponder(Class, Object)",9,68,0,0,8,22
org.apache.avro.generic.GenericData.Array.add(T),-1,1,0,0,0,0
"org.apache.avro.io.parsing.Symbol.Sequence.flatten(Map, Map)",9,8,0,0,2,4
"org.apache.avro.ipc.stats.StatsServlet.writeActiveRpc(Writer, RPCContext, Stopwatch)",9,13,3,4,2,5
org.apache.avro.specific.SpecificRecordBase.hashCode(),9,26,0,0,4,11
"org.apache.avro.generic.GenericDatumWriter.writeString(Object, Encoder)",3,59,6,18,1,1
"org.apache.avro.specific.SpecificDatumReader.createEnum(String, Schema)",9,10,0,0,3,5
org.apache.avro.io.JsonDecoder.readArrayStart(),9,12,0,0,4,4
org.apache.avro.reflect.ReflectData.isBytes(Object),-1,1,0,0,0,0
org.apache.avro.io.JsonDecoder.skipFixed(),9,14,0,0,4,6
org.apache.avro.io.parsing.SkipParser.skipTo(int),2,8,2,2,2,3
org.apache.avro.RPCMetaTestPlugin.serverConnecting(RPCContext),9,3,0,0,1,2
org.apache.avro.io.Encoder.writeFixed(byte[]),1,36,3,28,1,1
org.apache.avro.Schema.LongSchema.LongSchema(),1,11,2,8,1,1
"org.apache.avro.Schema.EnumSchema.EnumSchema(Name, String, LockableArrayList)",3,42,4,20,2,3
org.apache.avro.io.BinaryEncoder.ReuseByteWriter.ReuseByteWriter(ByteBufferOutputStream),0,3,2,1,0,0
org.apache.avro.io.BinaryDecoder.readFloat(),9,6,0,0,3,3
org.apache.avro.generic.GenericData.Record.equals(Object),9,27,0,0,5,11
"org.apache.avro.reflect.ReflectData.validate(Schema, Object)",9,20,0,0,3,8
"org.apache.avro.Schema.toJson(Names, JsonGenerator)",1,38,5,10,1,2
org.apache.avro.generic.GenericDatumWriter.getMapSize(Object),3,59,6,19,0,0
org.apache.avro.io.JsonDecoder.readDouble(),9,11,0,0,4,4
"org.apache.avro.io.BinaryDecoder.init(int, InputStream)",2,15,3,3,3,3
org.apache.avro.specific.ProtocolTask.addFileset(FileSet),-1,1,0,0,0,0
"org.apache.avro.Schema.fieldsToJson(Names, JsonGenerator)",9,14,4,4,1,1
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema),1,25,6,11,1,1
"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.ByteArrayByteSource(byte[], int, int)",2,8,4,2,1,1
org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream),0,214,11,59,0,0
org.apache.avro.io.ValidatingEncoder.writeInt(int),9,8,0,0,3,3
"org.apache.avro.Schema.parse(JsonNode, Names)",4,55,3,8,3,21
org.apache.avro.Protocol.parse(String),-1,1,0,0,0,0
"org.apache.avro.io.JsonDecoder.readFixed(byte[], int, int)",9,14,0,0,5,4
org.apache.avro.generic.GenericData.isString(Object),0,24,3,20,0,0
org.apache.avro.io.BlockingBinaryEncoder.writeBoolean(boolean),9,6,0,0,3,2
org.apache.avro.util.Utf8.Utf8(byte[]),-1,1,0,0,0,0
org.apache.avro.io.JsonEncoder.init(OutputStream),9,7,0,0,4,2
