class,path,package,methods
GenericRequestor,lang\java\src\java\org\apache\avro\generic\GenericRequestor.java,org.apache.avro.generic,"GenericRequestor,writeRequest,readResponse,readError"
GenericResponder,lang\java\src\java\org\apache\avro\generic\GenericResponder.java,org.apache.avro.generic,"GenericResponder,readRequest,writeResponse,writeError"
Requestor,lang\java\src\java\org\apache\avro\ipc\Requestor.java,org.apache.avro.ipc,"getLocal,getRemote,getTransceiver,Requestor,addRPCPlugin,request,writeHandshake,readHandshake,setRemote,writeRequest,readResponse,readError"
SocketServer,lang\java\src\java\org\apache\avro\ipc\SocketServer.java,org.apache.avro.ipc,"SocketServer,getPort,run,close,main"
SocketTransceiver,lang\java\src\java\org\apache\avro\ipc\SocketTransceiver.java,org.apache.avro.ipc,"SocketTransceiver,SocketTransceiver,getRemoteName,readBuffers,writeBuffers,writeLength,close"
Transceiver,lang\java\src\java\org\apache\avro\ipc\Transceiver.java,org.apache.avro.ipc,"getRemoteName,transceive,readBuffers,writeBuffers,close"
Protocol,lang\java\src\java\org\apache\avro\Protocol.java,org.apache.avro,"Protocol,Protocol,getName,getNamespace,getDoc,getTypes,getType,setTypes,getMessages,createMessage,equals,hashCode,toString,toString,toJson,getMD5,parse,parse,parse,parse,parseNamespace,parseDoc,parseDocNode,parseName,parseTypes,parseMessages,parseMessage,main"
AvroRuntimeException,lang\java\src\java\org\apache\avro\AvroRuntimeException.java,org.apache.avro,"AvroRuntimeException,AvroRuntimeException,AvroRuntimeException"
DataFileWriter,lang\java\src\java\org\apache\avro\file\DataFileWriter.java,org.apache.avro.file,"DataFileWriter,assertOpen,assertNotOpen,setCodec,setSyncInterval,create,create,appendTo,init,generateSync,setMetaInternal,setMetaInternal,setMeta,isReserved,setMeta,setMeta,append,appendAllFrom,writeRawBlock,writeBlock,sync,flush,close"
Codec,lang\java\src\java\org\apache\avro\file\Codec.java,org.apache.avro.file,"getName,compress,decompress,equals,hashCode,toString"
CodecFactory,lang\java\src\java\org\apache\avro\file\CodecFactory.java,org.apache.avro.file,"nullCodec,deflateCodec,createInstance,fromString,addCodec,toString"
DataFileConstants,lang\java\src\java\org\apache\avro\file\DataFileConstants.java,org.apache.avro.file,
SeekableFileInput,lang\java\src\java\org\apache\avro\file\SeekableFileInput.java,org.apache.avro.file,"SeekableFileInput,SeekableFileInput,seek,tell,length"
TestReflect,lang\java\src\test\java\org\apache\avro\TestReflect.java,org.apache.avro,"testVoid,testBoolean,testInt,testLong,testFloat,testDouble,testString,testBytes,testMap,testArray,testList,testR1,testR2,testR3,testR5,testR6,testP0,testR10,checkReadWrite,checkReadWrite,testEnum,testRecord,check,check,testRecordIO,testRecordWithNullIO,testForwardReference"
ReflectData,lang\java\src\java\org\apache\avro\reflect\ReflectData.java,org.apache.avro.reflect,"ReflectData,get,isRecord,isArray,isString,isBytes,getRecordSchema,validate,getField,findField,getClassProp,getClass,createSchema,setElement,getAnnotatedUnion,getFields,createFieldSchema,getProtocol,getMessage,getSchema,compare"
ReflectDatumReader,lang\java\src\java\org\apache\avro\reflect\ReflectDatumReader.java,org.apache.avro.reflect,"ReflectDatumReader,ReflectDatumReader,ReflectDatumReader,setField,getField,newArray,peekArray,addToArray,readString,readString,createString,readBytes,readInt"
ReflectDatumWriter,lang\java\src\java\org\apache\avro\reflect\ReflectDatumWriter.java,org.apache.avro.reflect,"ReflectDatumWriter,ReflectDatumWriter,ReflectDatumWriter,ReflectDatumWriter,ReflectDatumWriter,ReflectDatumWriter,getField,getArraySize,getArrayElements,writeString,writeString,writeBytes,write"
SpecificData,lang\java\src\java\org\apache\avro\specific\SpecificData.java,org.apache.avro.specific,"SpecificData,get,isRecord,getRecordSchema,isEnum,validate,getClass,getClassName,getSchema,createSchema,getProtocol,compare"
DeflateCodec,lang\java\src\java\org\apache\avro\file\DeflateCodec.java,org.apache.avro.file,"DeflateCodec,getName,compress,decompress,hashCode,equals,toString"
TestBinaryDecoder,lang\java\src\test\java\org\apache\avro\io\TestBinaryDecoder.java,org.apache.avro.io,"TestBinaryDecoder,data,newDecoderWithNoData,newDecoder,newDecoder,newDecoder,testEOFBoolean,testEOFInt,testEOFLong,testEOFFloat,testEOFDouble,testEOFBytes,testEOFString,testEOFFixed,testEOFEnum,generateData,testDecodeFromSources,testInputStreamProxy,testInputStreamProxyDetached,testInputStreamPartiallyUsed,validateInputStreamReads,validateInputStreamSkips,testBadIntEncoding,testBadLongEncoding,testIntTooShort,testLongTooShort,testFloatTooShort,testDoubleTooShort,testSkipping,skipGenerated"
RandomData,lang\java\src\test\java\org\apache\avro\RandomData.java,org.apache.avro,"RandomData,RandomData,iterator,generate,randomUtf8,randomBytes,main"
BinaryDecoder,lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,org.apache.avro.io,"getBufferAccessor,BinaryDecoder,BinaryDecoder,BinaryDecoder,BinaryDecoder,init,init,init,configureSource,readNull,readBoolean,readInt,readLong,readFloat,readDouble,readString,skipString,readBytes,skipBytes,readFixed,skipFixed,readEnum,doSkipBytes,doReadBytes,doReadItemCount,doSkipItems,readArrayStart,arrayNext,skipArray,readMapStart,mapNext,skipMap,readIndex,isEnd,ensureBounds,inputStream"
DirectBinaryDecoder,lang\java\src\java\org\apache\avro\io\DirectBinaryDecoder.java,org.apache.avro.io,"DirectBinaryDecoder,init,readBoolean,readInt,readLong,readFloat,readDouble,readBytes,doSkipBytes,doReadBytes,inputStream,isEnd"
AvroTestUtil,lang\java\src\test\java\org\apache\avro\AvroTestUtil.java,org.apache.avro,"AvroTestUtil,tempFile"
TestGenericData,lang\java\src\test\java\org\apache\avro\generic\TestGenericData.java,org.apache.avro.generic,"testrecordConstructorNullSchema,testrecordConstructorWrongSchema,testArrayConstructorNullSchema,testArrayConstructorWrongSchema,testHashCode,testRecordGetFieldDoesntExist"
TestDataFileReflect,lang\java\src\test\java\org\apache\avro\TestDataFileReflect.java,org.apache.avro,"testMultiReflectWithUnionBeforeWriting,testNull,testNestedClass,write"
BarRecord,lang\java\src\test\java\org\apache\avro\BarRecord.java,org.apache.avro,"BarRecord,BarRecord,equals,hashCode,toString"
FooRecord,lang\java\src\test\java\org\apache\avro\FooRecord.java,org.apache.avro,"FooRecord,FooRecord,equals,hashCode,toString"
LocalTransceiver,lang\java\src\java\org\apache\avro\ipc\LocalTransceiver.java,org.apache.avro.ipc,"LocalTransceiver,getRemoteName,transceive,readBuffers,writeBuffers"
Responder,lang\java\src\java\org\apache\avro\ipc\Responder.java,org.apache.avro.ipc,"Responder,getLocal,addRPCPlugin,respond,handshake,respond,readRequest,writeResponse,writeError"
BinaryFragmentToJsonTool,lang\java\src\java\org\apache\avro\tool\BinaryFragmentToJsonTool.java,org.apache.avro.tool,"run,getName,getShortDescription"
ByteBufferInputStream,lang\java\src\java\org\apache\avro\ipc\ByteBufferInputStream.java,org.apache.avro.ipc,"ByteBufferInputStream,read,read,readBuffer,getBuffer"
TestBlockingIO,lang\java\src\test\java\org\apache\avro\io\TestBlockingIO.java,org.apache.avro.io,"TestBlockingIO,dump,testScan,testSkip1,testSkip2,testSkip3,testSkip,skipMap,skipArray,checkString,serialize,data,jss"
SpecificDatumReader,lang\java\src\java\org\apache\avro\specific\SpecificDatumReader.java,org.apache.avro.specific,"SpecificDatumReader,SpecificDatumReader,SpecificDatumReader,newRecord,setField,getField,createEnum,createFixed,newInstance"
SpecificDatumWriter,lang\java\src\java\org\apache\avro\specific\SpecificDatumWriter.java,org.apache.avro.specific,"SpecificDatumWriter,SpecificDatumWriter,SpecificDatumWriter,SpecificDatumWriter,SpecificDatumWriter,getField,writeEnum"
RPCPlugin,lang\java\src\java\org\apache\avro\ipc\RPCPlugin.java,org.apache.avro.ipc,"clientStartConnect,serverConnecting,clientFinishConnect,clientSendRequest,serverReceiveRequest,serverSendResponse,clientReceiveResponse"
RPCContext,lang\java\src\java\org\apache\avro\ipc\RPCContext.java,org.apache.avro.ipc,"requestHandshakeMeta,setRequestHandshakeMeta,responseHandshakeMeta,setResponseHandshakeMeta,requestCallMeta,setRequestCallMeta,responseCallMeta,setResponseCallMeta,setResponse,response,setError,error,isError,setMessage,getMessage"
AvroTypeException,lang\java\src\java\org\apache\avro\AvroTypeException.java,org.apache.avro,"AvroTypeException,AvroTypeException"
TestSpecificCompiler,lang\java\src\test\java\org\apache\avro\specific\TestSpecificCompiler.java,org.apache.avro.specific,"testEsc,testMakePath,testPrimitiveSchemaGeneratesNothing,testSimpleEnumSchema,testMangleIfReserved,testManglingForProtocols,testManglingForRecords,testManglingForEnums,testSchemaWithDocs,testProtocolWithDocs,assertCompiles,assertCompiles,assertCompilesWithJavaCompiler"
TestProtocolParsing,lang\java\src\test\java\org\apache\avro\TestProtocolParsing.java,org.apache.avro,"getSimpleProtocol,testParsing"
TestSchema,lang\java\src\test\java\org\apache\avro\TestSchema.java,org.apache.avro,"testNull,testBoolean,testString,testBytes,testInt,testLong,testFloat,testDouble,testArray,testMap,testRecord,testEnum,testFixed,testRecursive,testRecursiveEquals,testLisp,testUnion,testComplexUnions,testComplexProp,testParseInputStream,testNamespaceScope,checkParseError,checkUnionError,buildUnion,testDocs,check,check,check,checkProp,checkBinary,checkJson,checkJson,checkDefault,testNoDefaultField,testEnumMismatch,testRecordWithPrimitiveName,testEnumWithPrimitiveName,enumSchema,testImmutability1,testImmutability2,lockedArrayList,testLockedArrayList1,testLockedArrayList2,testLockedArrayList3,testLockedArrayList4,testLockedArrayList5,testLockedArrayList6,testLockedArrayList7,testLockedArrayList8,testLockedArrayList9,testLockedArrayList10"
SpecificCompiler,lang\java\src\java\org\apache\avro\specific\SpecificCompiler.java,org.apache.avro.specific,"SpecificCompiler,SpecificCompiler,compileProtocol,compileSchema,mangle,enqueue,compile,compileToDestination,compileInterface,makePath,header,params,errors,compile,doc,escapeForJavaDoc,type,unbox,line,esc,main"
TestProtocolHttp,lang\java\src\test\java\org\apache\avro\TestProtocolHttp.java,org.apache.avro,testStartServer
HttpServer,lang\java\src\java\org\apache\avro\ipc\HttpServer.java,org.apache.avro.ipc,"HttpServer,HttpServer,getPort,close"
HttpTransceiver,lang\java\src\java\org\apache\avro\ipc\HttpTransceiver.java,org.apache.avro.ipc,"HttpTransceiver,getRemoteName,transceive,readBuffers,writeBuffers,getLength,readBuffers,writeBuffers,writeLength"
SpecificRequestor,lang\java\src\java\org\apache\avro\specific\SpecificRequestor.java,org.apache.avro.specific,"SpecificRequestor,SpecificRequestor,invoke,getDatumWriter,getDatumReader,writeRequest,readResponse,readError,getClient,getClient,getClient"
SpecificResponder,lang\java\src\java\org\apache\avro\specific\SpecificResponder.java,org.apache.avro.specific,"SpecificResponder,SpecificResponder,SpecificResponder,getDatumWriter,getDatumReader,readRequest,writeResponse,writeError,respond"
TestProtocolSpecific,lang\java\src\test\java\org\apache\avro\TestProtocolSpecific.java,org.apache.avro,"testStartServer,testHello,testHashCode,testEcho,testAdd,testEchoBytes,testEmptyEchoBytes,testError,testStopServer"
NullCodec,lang\java\src\java\org\apache\avro\file\NullCodec.java,org.apache.avro.file,"getName,compress,decompress,equals,hashCode"
BinaryData,lang\java\src\java\org\apache\avro\io\BinaryData.java,org.apache.avro.io,"BinaryData,compare,compare,compareBytes"
ProtocolTask,lang\java\src\java\org\apache\avro\specific\ProtocolTask.java,org.apache.avro.specific,"setFile,setDestdir,addFileset,execute,doCompile,compile"
TestDataFileDeflate,lang\java\src\test\java\org\apache\avro\TestDataFileDeflate.java,org.apache.avro,testWriteAndRead
TestProtocolDatagram,lang\java\src\test\java\org\apache\avro\TestProtocolDatagram.java,org.apache.avro,testStartServer
DatagramServer,lang\java\src\java\org\apache\avro\ipc\DatagramServer.java,org.apache.avro.ipc,"DatagramServer,getPort,run,close,main"
DatagramTransceiver,lang\java\src\java\org\apache\avro\ipc\DatagramTransceiver.java,org.apache.avro.ipc,"getRemoteName,DatagramTransceiver,DatagramTransceiver,readBuffers,writeBuffers"
Util,lang\java\src\java\org\apache\avro\tool\Util.java,org.apache.avro.tool,"fileOrStdin,jsonToGenericDatum,datumFromFile"
SchemaParseException,lang\java\src\java\org\apache\avro\SchemaParseException.java,org.apache.avro,"SchemaParseException,SchemaParseException"
FakeTicks,lang\java\src\test\java\org\apache\avro\ipc\stats\FakeTicks.java,org.apache.avro.ipc.stats,"ticks,passTime"
Stopwatch,lang\java\src\java\org\apache\avro\ipc\stats\Stopwatch.java,org.apache.avro.ipc.stats,"Stopwatch,elapsedNanos,start,stop"
ResponderServlet,lang\java\src\java\org\apache\avro\ipc\ResponderServlet.java,org.apache.avro.ipc,"ResponderServlet,doPost"
TestDataFileMeta,lang\java\src\test\java\org\apache\avro\TestDataFileMeta.java,org.apache.avro,"testUseReservedMeta,testUseMeta,testUseMetaAfterCreate,testBlockSizeSetInvalid"
TestStopwatch,lang\java\src\test\java\org\apache\avro\ipc\stats\TestStopwatch.java,org.apache.avro.ipc.stats,"testNormal,testNotStarted1,testNotStarted2,testTwiceStarted,testTwiceStopped,testSystemStopwatch"
TestBulkData,lang\java\src\test\java\org\apache\avro\TestBulkData.java,org.apache.avro,"startServer,testRead,testWrite,stopServer,main,printStats"
LengthLimitedInputStream,lang\java\src\java\org\apache\avro\file\LengthLimitedInputStream.java,org.apache.avro.file,"LengthLimitedInputStream,read,read,remainingInt,read,available,skip"
SkipParser,lang\java\src\java\org\apache\avro\io\parsing\SkipParser.java,org.apache.avro.io.parsing,"SkipParser,skipTo,skipRepeater,skipSymbol"
Parser,lang\java\src\java\org\apache\avro\io\parsing\Parser.java,org.apache.avro.io.parsing,"Parser,expandStack,advance,processImplicitActions,processTrailingImplicitActions,pushProduction,popSymbol,topSymbol,pushSymbol,depth,reset"
Symbol,lang\java\src\java\org\apache\avro\io\parsing\Symbol.java,org.apache.avro.io.parsing,"Symbol,Symbol,root,seq,repeat,alt,error,resolve,flatten,flattenedSize,flatten,flattenedSize"
ParsingDecoder,lang\java\src\java\org\apache\avro\io\ParsingDecoder.java,org.apache.avro.io,"ParsingDecoder,skipFixed,skipAction,skipTopSymbol"
GenerateBlockingData,lang\java\src\test\java\org\apache\avro\GenerateBlockingData.java,org.apache.avro,"writeBlock,main"
RpcReceiveTool,lang\java\src\java\org\apache\avro\tool\RpcReceiveTool.java,org.apache.avro.tool,"getName,getShortDescription,run,run1,run2"
TestResolvingIO,lang\java\src\test\java\org\apache\avro\io\TestResolvingIO.java,org.apache.avro.io,"TestResolvingIO,testIdentical,testCompatible,performTest,testOnce,check,data2,testSchemas"
ResolvingDecoder,lang\java\src\java\org\apache\avro\io\ResolvingDecoder.java,org.apache.avro.io,"ResolvingDecoder,ResolvingDecoder,resolve,readFieldOrder,readLong,readDouble,readEnum,readIndex,doAction,skipAction"
TestProtocolReflect,lang\java\src\test\java\org\apache\avro\TestProtocolReflect.java,org.apache.avro,"testStartServer,testHello,testEcho,testAdd,testEchoBytes,testStopServer"
ReflectRequestor,lang\java\src\java\org\apache\avro\reflect\ReflectRequestor.java,org.apache.avro.reflect,"ReflectRequestor,ReflectRequestor,getDatumWriter,getDatumReader,getClient,getClient,getClient"
ReflectResponder,lang\java\src\java\org\apache\avro\reflect\ReflectResponder.java,org.apache.avro.reflect,"ReflectResponder,ReflectResponder,getDatumWriter,getDatumReader"
TestProtocolSpecificMeta,lang\java\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,org.apache.avro,testStartServer
RPCMetaTestPlugin,lang\java\src\test\java\org\apache\avro\RPCMetaTestPlugin.java,org.apache.avro,"RPCMetaTestPlugin,clientStartConnect,serverConnecting,clientFinishConnect,clientSendRequest,serverReceiveRequest,serverSendResponse,clientReceiveResponse,checkRPCMetaMap"
ParsingEncoder,lang\java\src\java\org\apache\avro\io\ParsingEncoder.java,org.apache.avro.io,"setItemCount,startItem,push,pop,depth"
ValidatingDecoder,lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,org.apache.avro.io,"ValidatingDecoder,ValidatingDecoder,init,readNull,readBoolean,readInt,readLong,readFloat,readDouble,readString,skipString,readBytes,skipBytes,checkFixed,readFixed,skipFixed,skipFixed,readEnum,readArrayStart,arrayNext,skipArray,readMapStart,mapNext,skipMap,readIndex,doAction"
ValidatingGrammarGenerator,lang\java\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,org.apache.avro.io.parsing,"generate,generate"
ResolvingGrammarGenerator,lang\java\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,org.apache.avro.io.parsing,"generate,generate,resolveUnion,resolveRecords,getBinary,encode,mkEnumAdjust,bestBranch"
TestResolvingIOResolving,lang\java\src\test\java\org\apache\avro\io\TestResolvingIOResolving.java,org.apache.avro.io,"TestResolvingIOResolving,testResolving,data3,dataForResolvingTests"
RpcSendTool,lang\java\src\java\org\apache\avro\tool\RpcSendTool.java,org.apache.avro.tool,"getName,getShortDescription,run,dumpJson,makeClient"
TestEncoders,lang\java\src\test\java\org\apache\avro\io\TestEncoders.java,org.apache.avro.io,"testBinaryEncoderInit,testBlockingBinaryEncoderInit,testJsonEncoderInit,testValidatingEncoderInit"
ValidatingEncoder,lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,org.apache.avro.io,"ValidatingEncoder,ValidatingEncoder,flush,init,writeNull,writeBoolean,writeInt,writeLong,writeFloat,writeDouble,writeString,writeBytes,writeBytes,writeFixed,writeEnum,writeArrayStart,writeArrayEnd,writeMapStart,writeMapEnd,setItemCount,startItem,writeIndex,doAction,isTopEmpty"
Perf,lang\java\src\test\java\org\apache\avro\io\Perf.java,org.apache.avro.io,"main,newRandom,usage"
StatsServlet,lang\java\src\java\org\apache\avro\ipc\stats\StatsServlet.java,org.apache.avro.ipc.stats,"StatsServlet,doGet,writeStats,writeActiveRpc,writeMethod,formatMillis"
StatsPlugin,lang\java\src\java\org\apache\avro\ipc\stats\StatsPlugin.java,org.apache.avro.ipc.stats,"StatsPlugin,StatsPlugin,serverReceiveRequest,serverSendResponse,publish,createNewHistogram,nanosToMillis"
TestSpecificData,lang\java\src\test\java\org\apache\avro\specific\TestSpecificData.java,org.apache.avro.specific,"testHashCode,testToString"
SchemaTask,lang\java\src\java\org\apache\avro\specific\SchemaTask.java,org.apache.avro.specific,doCompile
TestJsonToFromBinaryFragmentTools,lang\java\src\test\java\org\apache\avro\tool\TestJsonToFromBinaryFragmentTools.java,org.apache.avro.tool,"testBinaryToJson,testJsonToBinary"
JsonToBinaryFragmentTool,lang\java\src\java\org\apache\avro\tool\JsonToBinaryFragmentTool.java,org.apache.avro.tool,"run,getName,getShortDescription"
TestNamespaceReflect,lang\java\src\test\java\org\apache\avro\TestNamespaceReflect.java,org.apache.avro,testStartServer
TestNamespaceSpecific,lang\java\src\test\java\org\apache\avro\TestNamespaceSpecific.java,org.apache.avro,"testStartServer,testEcho,testError,testStopServer"
SpecificRecordBase,lang\java\src\java\org\apache\avro\specific\SpecificRecordBase.java,org.apache.avro.specific,"getSchema,get,put,equals,hashCode,compareTo,toString"
TestHistogram,lang\java\src\test\java\org\apache\avro\ipc\stats\TestHistogram.java,org.apache.avro.ipc.stats,"testBasicOperation,testBadValue,testFloatHistogram"
TestRpcReceiveAndSendTools,lang\java\src\test\java\org\apache\avro\tool\TestRpcReceiveAndSendTools.java,org.apache.avro.tool,testServeAndSend
TestDataFile,lang\java\src\test\java\org\apache\avro\TestDataFile.java,org.apache.avro,"TestDataFile,codecs,makeFile,testGenericWrite,testGenericRead,testSplits,testGenericAppend,readFile,main"
TestResolvingGrammarGenerator,lang\java\src\test\java\org\apache\avro\io\parsing\TestResolvingGrammarGenerator.java,org.apache.avro.io.parsing,"TestResolvingGrammarGenerator,test,data"
TestGenAvro,lang\java\src\test\java\org\apache\avro\genavro\TestGenAvro.java,org.apache.avro.genavro,"loadTests,runTests,writeTests"
TestLocalTransceiver,lang\java\src\test\java\org\apache\avro\ipc\TestLocalTransceiver.java,org.apache.avro.ipc,testSingleRpc
SpecificExceptionBase,lang\java\src\java\org\apache\avro\specific\SpecificExceptionBase.java,org.apache.avro.specific,"getSchema,get,put,equals,hashCode"
TestLengthLimitedInputStream,lang\java\src\test\java\org\apache\avro\file\TestLengthLimitedInputStream.java,org.apache.avro.file,"setupRawStream,testAvailable,testRead"
InduceSchemaTool,lang\java\src\java\org\apache\avro\reflect\InduceSchemaTool.java,org.apache.avro.reflect,"run,getName,getShortDescription"
DataFileWriteTool,lang\java\src\java\org\apache\avro\tool\DataFileWriteTool.java,org.apache.avro.tool,"getName,getShortDescription,run"
DataFileGetSchemaTool,lang\java\src\java\org\apache\avro\tool\DataFileGetSchemaTool.java,org.apache.avro.tool,"getName,getShortDescription,run"
GenAvroTool,lang\java\src\java\org\apache\avro\tool\GenAvroTool.java,org.apache.avro.tool,"run,getName,getShortDescription"
JsonGrammarGenerator,lang\java\src\java\org\apache\avro\io\parsing\JsonGrammarGenerator.java,org.apache.avro.io.parsing,"generate,generate"
TestProtocolGenericMeta,lang\java\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,org.apache.avro,testStartServer
