method,method,invocation counts
org.apache.avro.io.BlockingBinaryEncoder.endBlockedValue(),org.apache.avro.io.BlockingBinaryEncoder.flush(),4
org.apache.avro.io.BlockingBinaryEncoder.flush(),org.apache.avro.io.BufferedBinaryEncoder.flush(),8
org.apache.avro.io.BufferedBinaryEncoder.flush(),org.apache.avro.io.BufferedBinaryEncoder.flushBuffer(),11
org.apache.avro.io.BlockingBinaryEncoder.flush(),"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",6
org.apache.avro.io.BlockingBinaryEncoder.flush(),org.apache.avro.io.BlockingBinaryEncoder.check(),5
org.apache.avro.io.BlockingBinaryEncoder.writeMapEnd(),org.apache.avro.io.BlockingBinaryEncoder.check(),1
"org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, InputStream)","org.apache.avro.io.JsonDecoder.<init>(Schema, InputStream)",1
"org.apache.avro.io.JsonDecoder.<init>(Schema, InputStream)",org.apache.avro.io.JsonDecoder.getSymbol(Schema),1
org.apache.avro.io.ValidatingDecoder.readNull(),org.apache.avro.io.parsing.Parser.advance(Symbol),3
org.apache.avro.io.parsing.Parser.advance(Symbol),org.apache.avro.io.parsing.Parser.pushProduction(Symbol),9
"org.apache.avro.io.ValidatingDecoder.<init>(Symbol, Decoder)",org.apache.avro.io.ParsingDecoder.<init>(Symbol),74
org.apache.avro.io.ParsingDecoder.<init>(Symbol),"org.apache.avro.io.parsing.SkipParser.<init>(Symbol, Parser$ActionHandler, SkipParser$SkipHandler)",74
org.apache.avro.io.ParsingDecoder.<init>(Symbol),org.apache.avro.io.Decoder.<init>(),74
"org.apache.avro.io.ValidatingDecoder.<init>(Symbol, Decoder)",org.apache.avro.io.ValidatingDecoder.configure(Decoder),74
org.apache.avro.io.parsing.Symbol.<init>(Symbol$Kind),"org.apache.avro.io.parsing.Symbol.<init>(Symbol$Kind, Symbol[])",67
org.apache.avro.io.BinaryDecoder.<init>(),org.apache.avro.io.Decoder.<init>(),131
org.apache.avro.io.BinaryDecoder.<init>(),org.apache.avro.util.Utf8.<init>(),131
org.apache.avro.io.ValidatingDecoder.readMapStart(),org.apache.avro.io.parsing.Parser.advance(Symbol),4
org.apache.avro.io.BufferedBinaryEncoder.writeDouble(double),"org.apache.avro.io.BinaryData.encodeDouble(double, byte[], int)",2
org.apache.avro.io.BufferedBinaryEncoder.writeDouble(double),org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int),2
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)","org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",2
"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",org.apache.avro.io.BufferedBinaryEncoder.flushBuffer(),8
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)",org.apache.avro.io.BufferedBinaryEncoder.writeInt(int),2
org.apache.avro.io.BufferedBinaryEncoder.writeInt(int),"org.apache.avro.io.BinaryData.encodeInt(int, byte[], int)",9
org.apache.avro.io.BufferedBinaryEncoder.writeInt(int),org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int),9
org.apache.avro.io.DirectBinaryEncoder.<init>(OutputStream),org.apache.avro.io.DirectBinaryEncoder.configure(OutputStream),44
org.apache.avro.io.DirectBinaryEncoder.<init>(OutputStream),org.apache.avro.io.BinaryEncoder.<init>(),44
"org.apache.avro.file.DataFileWriter.setMeta(String, byte[])","org.apache.avro.file.DataFileWriter.setMetaInternal(String, byte[])",3
"org.apache.avro.file.DataFileWriter.setMetaInternal(String, byte[])",org.apache.avro.file.DataFileWriter.assertNotOpen(),4
"org.apache.avro.file.DataFileWriter.setMeta(String, byte[])",org.apache.avro.file.DataFileWriter.isReservedMeta(String),8
"org.apache.avro.file.DataFileReader.openReader(SeekableInput, DatumReader)",org.apache.avro.file.SeekableByteArrayInput.seek(long),3
org.apache.avro.file.NullCodec.<init>(),org.apache.avro.file.Codec.<init>(),14
"org.apache.avro.AvroTypeException.<init>(String, Throwable)","org.apache.avro.AvroRuntimeException.<init>(String, Throwable)",1
org.apache.avro.io.BlockingBinaryEncoder.writeFloat(float),"org.apache.avro.io.BinaryData.encodeFloat(float, byte[], int)",3
org.apache.avro.io.BlockingBinaryEncoder.writeFloat(float),org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),4
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)","org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int)",3
"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)","org.apache.avro.io.BlockingBinaryEncoder.write(byte[], int, int)",4
"org.apache.avro.io.BlockingBinaryEncoder.write(byte[], int, int)","org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",6
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)",org.apache.avro.io.BlockingBinaryEncoder.writeInt(int),3
org.apache.avro.util.ByteBufferOutputStream.getBufferList(),org.apache.avro.util.ByteBufferOutputStream.reset(),7
org.apache.avro.util.ByteBufferOutputStream.<init>(),org.apache.avro.util.ByteBufferOutputStream.reset(),15
org.apache.avro.util.ByteBufferOutputStream.writeBuffer(ByteBuffer),"org.apache.avro.util.ByteBufferOutputStream.write(byte[], int, int)",5
org.apache.avro.io.BinaryDecoder.readMapStart(),org.apache.avro.io.BinaryDecoder.doReadItemCount(),5
org.apache.avro.io.BinaryDecoder.doReadItemCount(),org.apache.avro.io.BinaryDecoder.readLong(),47
org.apache.avro.io.BinaryDecoder.readLong(),org.apache.avro.io.BinaryDecoder.ensureBounds(int),62
"org.apache.avro.io.DecoderFactory.resolvingDecoder(Schema, Schema, Decoder)","org.apache.avro.io.ResolvingDecoder.<init>(Schema, Schema, Decoder)",1
"org.apache.avro.io.ResolvingDecoder.<init>(Schema, Schema, Decoder)","org.apache.avro.io.ResolvingDecoder.resolve(Schema, Schema)",1
"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",org.apache.avro.file.DataFileWriter.assertNotOpen(),1
org.apache.avro.io.parsing.SkipParser.skipRepeater(),org.apache.avro.io.parsing.Parser.pushProduction(Symbol),2
org.apache.avro.io.parsing.Parser.pushProduction(Symbol),org.apache.avro.io.parsing.Parser.expandStack(),3
org.apache.avro.io.parsing.SkipParser.skipRepeater(),org.apache.avro.io.parsing.SkipParser.skipTo(int),2
org.apache.avro.io.BlockingBinaryEncoder.writeMapEnd(),org.apache.avro.AvroTypeException.<init>(String),3
org.apache.avro.AvroTypeException.<init>(String),org.apache.avro.AvroRuntimeException.<init>(String),27
"org.apache.avro.file.DataFileReader.<init>(SeekableInput, DatumReader)",org.apache.avro.file.DataFileStream.initialize(InputStream),2
org.apache.avro.file.DataFileStream.initialize(InputStream),"org.apache.avro.io.DecoderFactory.binaryDecoder(InputStream, BinaryDecoder)",5
"org.apache.avro.io.DecoderFactory.binaryDecoder(InputStream, BinaryDecoder)","org.apache.avro.io.BinaryDecoder.<init>(InputStream, int)",8
"org.apache.avro.io.BinaryDecoder.<init>(InputStream, int)","org.apache.avro.io.BinaryDecoder.configure(InputStream, int)",84
"org.apache.avro.io.BinaryDecoder.configure(InputStream, int)","org.apache.avro.io.BinaryDecoder.configureSource(int, BinaryDecoder$ByteSource)",92
"org.apache.avro.io.BinaryDecoder.<init>(InputStream, int)",org.apache.avro.io.Decoder.<init>(),84
"org.apache.avro.io.BinaryDecoder.<init>(InputStream, int)",org.apache.avro.util.Utf8.<init>(),84
org.apache.avro.file.DataFileStream.initialize(InputStream),org.apache.avro.io.Decoder.readFixed(byte[]),5
org.apache.avro.io.Decoder.readFixed(byte[]),"org.apache.avro.io.BinaryDecoder.readFixed(byte[], int, int)",13
"org.apache.avro.io.BinaryDecoder.readFixed(byte[], int, int)","org.apache.avro.io.BinaryDecoder.doReadBytes(byte[], int, int)",16
"org.apache.avro.file.DataFileReader.<init>(SeekableInput, DatumReader)",org.apache.avro.file.DataFileStream.<init>(DatumReader),2
"org.apache.avro.util.WeakIdentityHashMap.put(Object, Object)",org.apache.avro.util.WeakIdentityHashMap.reap(),15
org.apache.avro.util.WeakIdentityHashMap.containsKey(Object),org.apache.avro.util.WeakIdentityHashMap.reap(),2
org.apache.avro.io.DirectBinaryDecoder.<init>(InputStream),org.apache.avro.io.DirectBinaryDecoder.configure(InputStream),69
org.apache.avro.io.DirectBinaryDecoder.<init>(InputStream),org.apache.avro.io.BinaryDecoder.<init>(),69
org.apache.avro.io.DirectBinaryDecoder.readDouble(),"org.apache.avro.io.DirectBinaryDecoder.doReadBytes(byte[], int, int)",4
org.apache.avro.io.LegacyBinaryEncoder.<init>(OutputStream),org.apache.avro.io.Encoder.<init>(),7
org.apache.avro.io.Encoder.writeFixed(byte[]),"org.apache.avro.io.LegacyBinaryEncoder.writeFixed(byte[], int, int)",1
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)","org.apache.avro.io.DirectBinaryEncoder.writeFixed(byte[], int, int)",3
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)",org.apache.avro.io.DirectBinaryEncoder.writeInt(int),3
org.apache.avro.io.Encoder.writeFixed(byte[]),"org.apache.avro.io.ValidatingEncoder.writeFixed(byte[], int, int)",1
"org.apache.avro.io.ValidatingEncoder.writeFixed(byte[], int, int)",org.apache.avro.io.parsing.Parser.advance(Symbol),1
org.apache.avro.io.parsing.Parser.advance(Symbol),org.apache.avro.AvroTypeException.<init>(String),21
"org.apache.avro.io.ValidatingEncoder.<init>(Symbol, Encoder)",org.apache.avro.io.ParsingEncoder.<init>(),3
org.apache.avro.io.ParsingEncoder.<init>(),org.apache.avro.io.Encoder.<init>(),3
"org.apache.avro.io.ValidatingEncoder.<init>(Symbol, Encoder)","org.apache.avro.io.parsing.Parser.<init>(Symbol, Parser$ActionHandler)",3
org.apache.avro.io.DirectBinaryEncoder.writeInt(int),"org.apache.avro.io.BinaryData.encodeInt(int, byte[], int)",1
org.apache.avro.io.DirectBinaryEncoder.writeDouble(double),"org.apache.avro.io.BinaryData.encodeDouble(double, byte[], int)",2
org.apache.avro.io.BinaryEncoder.writeArrayEnd(),org.apache.avro.io.DirectBinaryEncoder.writeZero(),3
org.apache.avro.io.BlockingBinaryEncoder.writeLong(long),"org.apache.avro.io.BinaryData.encodeLong(long, byte[], int)",2
org.apache.avro.io.BlockingBinaryEncoder.writeDouble(double),"org.apache.avro.io.BinaryData.encodeDouble(double, byte[], int)",4
org.apache.avro.io.BlockingBinaryEncoder.writeDouble(double),org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),4
org.apache.avro.io.BlockingBinaryEncoder.writeIndex(int),"org.apache.avro.io.BinaryData.encodeInt(int, byte[], int)",2
"org.apache.avro.io.BlockingBinaryEncoder.write(byte[], int, int)",org.apache.avro.io.BlockingBinaryEncoder.check(),4
org.apache.avro.io.BlockingBinaryEncoder.flush(),org.apache.avro.io.BlockingBinaryEncoder.compact(),3
org.apache.avro.io.BlockingBinaryEncoder.compact(),"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",8
org.apache.avro.io.BlockingBinaryEncoder.compact(),org.apache.avro.io.BlockingBinaryEncoder.check(),6
org.apache.avro.io.BlockingBinaryEncoder.compact(),org.apache.avro.io.BufferedBinaryEncoder.writeInt(int),4
org.apache.avro.io.BlockingBinaryEncoder.writeArrayEnd(),org.apache.avro.AvroTypeException.<init>(String),2
org.apache.avro.io.BlockingBinaryEncoder.startItem(),org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),2
org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),org.apache.avro.io.BlockingBinaryEncoder.check(),4
org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",2
org.apache.avro.io.BinaryDecoder.readEnum(),org.apache.avro.io.BinaryDecoder.readInt(),11
org.apache.avro.io.BinaryDecoder.readInt(),org.apache.avro.io.BinaryDecoder.ensureBounds(int),82
org.apache.avro.io.BinaryDecoder.mapNext(),org.apache.avro.io.BinaryDecoder.doReadItemCount(),25
org.apache.avro.io.BinaryDecoder.readIndex(),org.apache.avro.io.BinaryDecoder.readInt(),16
"org.apache.avro.file.DataFileReader.<init>(SeekableInput, DatumReader, DataFileStream$Header)","org.apache.avro.file.DataFileStream.initialize(InputStream, DataFileStream$Header)",2
"org.apache.avro.file.DataFileStream.initialize(InputStream, DataFileStream$Header)",org.apache.avro.file.DataFileStream.resolveCodec(),2
org.apache.avro.file.DataFileStream.resolveCodec(),org.apache.avro.file.DataFileStream.getMetaString(String),2
org.apache.avro.file.DataFileStream.getMetaString(String),org.apache.avro.file.DataFileStream.getMeta(String),2
"org.apache.avro.file.DataFileReader.<init>(SeekableInput, DatumReader, DataFileStream$Header)",org.apache.avro.file.DataFileStream.<init>(DatumReader),2
org.apache.avro.io.BinaryEncoder.writeString(String),org.apache.avro.io.DirectBinaryEncoder.writeInt(int),3
org.apache.avro.io.BinaryEncoder.writeString(String),"org.apache.avro.io.DirectBinaryEncoder.writeFixed(byte[], int, int)",2
org.apache.avro.io.BinaryEncoder.writeArrayEnd(),org.apache.avro.io.BufferedBinaryEncoder.writeZero(),2
org.apache.avro.io.BufferedBinaryEncoder.writeZero(),org.apache.avro.io.BufferedBinaryEncoder.writeByte(int),7
org.apache.avro.io.BinaryEncoder.writeIndex(int),org.apache.avro.io.BufferedBinaryEncoder.writeInt(int),1
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)",org.apache.avro.io.BufferedBinaryEncoder.writeZero(),2
org.apache.avro.util.WeakIdentityHashMap.entrySet(),org.apache.avro.util.WeakIdentityHashMap.reap(),1
org.apache.avro.file.DeflateCodec.<init>(int),org.apache.avro.file.Codec.<init>(),2
org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int),org.apache.avro.io.BufferedBinaryEncoder.flushBuffer(),5
"org.apache.avro.io.BufferedBinaryEncoder.configure(OutputStream, int)",org.apache.avro.io.BufferedBinaryEncoder.flushBuffer(),2
org.apache.avro.io.BlockingBinaryEncoder.writeArrayEnd(),org.apache.avro.io.BlockingBinaryEncoder.check(),3
"org.apache.avro.io.DirectBinaryDecoder.doReadBytes(byte[], int, int)","org.apache.avro.util.ByteBufferInputStream.read(byte[], int, int)",1
"org.apache.avro.util.ByteBufferInputStream.read(byte[], int, int)",org.apache.avro.util.ByteBufferInputStream.getBuffer(),4
org.apache.avro.file.SnappyCodec.<init>(SnappyCodec$1),org.apache.avro.file.SnappyCodec.<init>(),11
org.apache.avro.file.SnappyCodec.<init>(),org.apache.avro.file.Codec.<init>(),11
org.apache.avro.io.BufferedBinaryEncoder.writeByte(int),org.apache.avro.io.BufferedBinaryEncoder.flushBuffer(),1
org.apache.avro.io.Encoder.writeFixed(byte[]),"org.apache.avro.io.DirectBinaryEncoder.writeFixed(byte[], int, int)",2
org.apache.avro.io.BufferedBinaryEncoder.writeBoolean(boolean),org.apache.avro.io.BufferedBinaryEncoder.flushBuffer(),1
org.apache.avro.io.BufferedBinaryEncoder.writeLong(long),"org.apache.avro.io.BinaryData.encodeLong(long, byte[], int)",2
org.apache.avro.io.BufferedBinaryEncoder.writeLong(long),org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int),2
org.apache.avro.io.BinaryEncoder.writeMapEnd(),org.apache.avro.io.DirectBinaryEncoder.writeZero(),3
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)","org.apache.avro.io.DecoderFactory.binaryDecoder(InputStream, BinaryDecoder)",1
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder)","org.apache.avro.io.BinaryDecoder.configure(byte[], int, int)",1
org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),org.apache.avro.io.BlockingBinaryEncoder.compact(),1
org.apache.avro.io.BinaryDecoder.readFloat(),org.apache.avro.io.BinaryDecoder.ensureBounds(int),11
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder)","org.apache.avro.io.BinaryDecoder.<init>(byte[], int, int)",3
"org.apache.avro.io.BinaryDecoder.<init>(byte[], int, int)","org.apache.avro.io.BinaryDecoder.configure(byte[], int, int)",22
"org.apache.avro.io.BinaryDecoder.<init>(byte[], int, int)",org.apache.avro.io.Decoder.<init>(),22
"org.apache.avro.io.BinaryDecoder.<init>(byte[], int, int)",org.apache.avro.util.Utf8.<init>(),22
org.apache.avro.io.BinaryDecoder.arrayNext(),org.apache.avro.io.BinaryDecoder.doReadItemCount(),11
org.apache.avro.io.BinaryDecoder.doReadItemCount(),org.apache.avro.io.DirectBinaryDecoder.readLong(),7
"org.apache.avro.file.DataFileReader.openReader(File, DatumReader)",org.apache.avro.file.SeekableFileInput.<init>(File),3
"org.apache.avro.file.DataFileReader.<init>(File, DatumReader)",org.apache.avro.file.SeekableFileInput.<init>(File),2
"org.apache.avro.io.DecoderFactory.directBinaryDecoder(InputStream, BinaryDecoder)",org.apache.avro.io.DirectBinaryDecoder.<init>(InputStream),3
org.apache.avro.io.ValidatingDecoder.arrayNext(),org.apache.avro.io.parsing.Parser.advance(Symbol),1
org.apache.avro.io.ValidatingDecoder.arrayNext(),org.apache.avro.io.BinaryDecoder.arrayNext(),5
org.apache.avro.io.ValidatingDecoder.arrayNext(),org.apache.avro.io.parsing.Parser.processTrailingImplicitActions(),5
"org.apache.avro.io.BinaryDecoder.configure(byte[], int, int)","org.apache.avro.io.BinaryDecoder.configureSource(int, BinaryDecoder$ByteSource)",26
org.apache.avro.util.WeakIdentityHashMap.size(),org.apache.avro.util.WeakIdentityHashMap.reap(),2
"org.apache.avro.file.DataFileReader.openReader(SeekableInput, DatumReader, DataFileStream$Header, boolean)","org.apache.avro.file.DataFileReader.<init>(SeekableInput, DatumReader, DataFileStream$Header)",1
org.apache.avro.io.DirectBinaryDecoder.readFloat(),"org.apache.avro.io.DirectBinaryDecoder.doReadBytes(byte[], int, int)",7
org.apache.avro.io.BinaryDecoder.skipString(),org.apache.avro.io.DirectBinaryDecoder.readInt(),3
org.apache.avro.io.DirectBinaryDecoder.readInt(),org.apache.avro.util.ByteBufferInputStream.read(),1
org.apache.avro.util.ByteBufferInputStream.read(),org.apache.avro.util.ByteBufferInputStream.getBuffer(),4
org.apache.avro.io.BinaryDecoder.skipBytes(),org.apache.avro.io.BinaryDecoder.readInt(),4
org.apache.avro.io.Encoder.writeString(CharSequence),org.apache.avro.io.LegacyBinaryEncoder.writeString(String),1
org.apache.avro.io.LegacyBinaryEncoder.writeString(String),org.apache.avro.util.Utf8.getBytesFor(String),1
org.apache.avro.io.LegacyBinaryEncoder.writeString(String),"org.apache.avro.io.LegacyBinaryEncoder.encodeString(byte[], int, int)",1
"org.apache.avro.io.LegacyBinaryEncoder.encodeString(byte[], int, int)","org.apache.avro.io.LegacyBinaryEncoder.encodeLong(long, OutputStream)",1
"org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, String)","org.apache.avro.io.JsonDecoder.<init>(Schema, String)",1
"org.apache.avro.io.JsonDecoder.<init>(Schema, String)",org.apache.avro.io.JsonDecoder.getSymbol(Schema),1
org.apache.avro.io.DirectBinaryDecoder.readLong(),org.apache.avro.util.ByteBufferInputStream.read(),1
org.apache.avro.file.CodecFactory.fromString(String),org.apache.avro.AvroRuntimeException.<init>(String),2
org.apache.avro.io.LegacyBinaryEncoder.writeInt(int),"org.apache.avro.io.LegacyBinaryEncoder.encodeLong(long, OutputStream)",1
org.apache.avro.io.BinaryDecoder.skipString(),org.apache.avro.io.DirectBinaryDecoder.doSkipBytes(long),1
"org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream, boolean)",org.apache.avro.file.DataFileWriter.assertOpen(),1
org.apache.avro.file.DataFileWriter.assertOpen(),org.apache.avro.AvroRuntimeException.<init>(String),6
"org.apache.avro.file.DataFileWriter.setMeta(String, long)","org.apache.avro.file.DataFileWriter.setMeta(String, String)",3
"org.apache.avro.file.DataFileWriter.setMeta(String, String)","org.apache.avro.file.DataFileWriter.setMeta(String, byte[])",5
"org.apache.avro.file.DataFileWriter.setMeta(String, byte[])",org.apache.avro.AvroRuntimeException.<init>(String),3
org.apache.avro.io.BinaryDecoder.skipFixed(int),org.apache.avro.io.DirectBinaryDecoder.doSkipBytes(long),2
org.apache.avro.io.DirectBinaryDecoder.readBytes(ByteBuffer),org.apache.avro.io.DirectBinaryDecoder.readInt(),1
"org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], int, int, BinaryDecoder)","org.apache.avro.io.BinaryDecoder.configure(byte[], int, int)",1
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], BinaryDecoder)","org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], int, int, BinaryDecoder)",2
"org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], int, int, BinaryDecoder)","org.apache.avro.io.BinaryDecoder.<init>(byte[], int, int)",5
org.apache.avro.io.BinaryDecoder.skipMap(),org.apache.avro.io.BinaryDecoder.doSkipItems(),15
org.apache.avro.io.BinaryDecoder.doSkipItems(),org.apache.avro.io.BinaryDecoder.readInt(),29
org.apache.avro.file.DataFileWriter.flush(),org.apache.avro.file.DataFileWriter.sync(),2
org.apache.avro.file.DataFileWriter.sync(),org.apache.avro.file.DataFileWriter.assertOpen(),3
"org.apache.avro.io.DecoderFactory.validatingDecoder(Schema, Decoder)","org.apache.avro.io.ValidatingDecoder.<init>(Schema, Decoder)",1
"org.apache.avro.io.ValidatingDecoder.<init>(Schema, Decoder)",org.apache.avro.io.ValidatingDecoder.getSymbol(Schema),2
org.apache.avro.util.Utf8.<init>(String),org.apache.avro.util.Utf8.getBytesFor(String),23
org.apache.avro.io.ValidatingDecoder.readString(Utf8),org.apache.avro.io.parsing.Parser.advance(Symbol),3
org.apache.avro.io.ValidatingDecoder.readInt(),org.apache.avro.io.parsing.Parser.advance(Symbol),3
org.apache.avro.io.ValidatingDecoder.skipArray(),org.apache.avro.io.parsing.Parser.advance(Symbol),4
org.apache.avro.io.ValidatingDecoder.skipString(),org.apache.avro.io.parsing.Parser.advance(Symbol),4
org.apache.avro.io.BinaryDecoder.readString(),org.apache.avro.io.BinaryDecoder.readString(Utf8),4
org.apache.avro.io.BinaryDecoder.readString(Utf8),org.apache.avro.io.BinaryDecoder.readInt(),5
org.apache.avro.io.BinaryDecoder.skipArray(),org.apache.avro.io.BinaryDecoder.doSkipItems(),6
"org.apache.avro.io.BufferedBinaryEncoder.configure(OutputStream, int)","org.apache.avro.AvroRuntimeException.<init>(String, Throwable)",1
org.apache.avro.io.ValidatingDecoder.readBoolean(),org.apache.avro.io.parsing.Parser.advance(Symbol),3
org.apache.avro.file.DataFileWriter.appendTo(File),org.apache.avro.file.DataFileWriter.assertNotOpen(),2
org.apache.avro.io.ValidatingDecoder.readIndex(),org.apache.avro.io.parsing.Parser.advance(Symbol),3
