method,Time,OwnTime,count
org.apache.avro.tool.DataFileGetSchemaTool_ESTest.test0(),0,0,1
org.apache.velocity.runtime.parser.Parser.<init>(RuntimeServices),21,0,20
org.apache.avro.compiler.idl.Idl.<init>(File),0,0,1
org.apache.avro.io.Encoder_ESTest.test28(),2,0,1
"java.util.Locale.filterTags(List, Collection)",0,0,2
org.apache.avro.ipc.CallFuture_ESTest.test5(),3,0,1
org.apache.avro.io.parsing.Parser_ESTest.test06(),0,0,1
org.apache.avro.ipc.SocketTransceiver_ESTest.<init>(),0,0,4
"org.apache.avro.ipc.NettyTransportCodec$NettyFrameDecoder.decodePackBody(ChannelHandlerContext, Channel, ChannelBuffer)",0,0,4
java.io.ByteArrayOutputStream.<init>(),0,0,37
org.apache.avro.io.LegacyBinaryEncoder.writeArrayEnd(),0,0,1
org.apache.avro.io.ValidatingDecoder_ESTest.test52(),0,0,1
java.lang.Character.toLowerCase(char),9,9,10178
org.apache.avro.io.BinaryDecoder_ESTest.test112(),0,0,1
org.apache.velocity.runtime.log.Log.trace(Object),0,0,7
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),66,0,7
org.apache.avro.file.NullCodec_ESTest.test2(),6,0,1
"org.apache.velocity.runtime.parser.JJTParserState.closeNodeScope(Node, int)",0,0,6
"org.apache.velocity.VelocityContext.internalPut(String, Object)",0,0,6
org.apache.velocity.runtime.directive.Evaluate.<init>(),0,0,1
org.apache.avro.io.Decoder.<init>(),0,0,311
joptsimple.internal.Column.processNextEmbeddedLine(String),19,0,4
java.util.concurrent.ConcurrentHashMap.size(),0,0,5
org.apache.avro.ipc.stats.Stopwatch_ESTest.test7(),0,0,1
org.apache.avro.file.DataFileWriter.assertOpen(),0,0,6
org.apache.avro.io.BlockingBinaryEncoder.bytesBuffered(),0,0,4
"org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int)",0,0,10
org.apache.commons.logging.impl.LogFactoryImpl.class$(String),0,0,3
java.nio.channels.DatagramChannel.open(),0,0,2
java.io.FileDescriptor.<init>(),0,0,267
java.io.DataOutputStream.write(int),0,0,323
java.util.concurrent.ConcurrentHashMap.values(),0,0,1
org.apache.velocity.runtime.parser.VelocityCharStream.FillBuff(),0,0,3
org.apache.avro.mapred.tether.TetherOutputService_ESTest.test0(),1,0,1
org.jboss.netty.channel.group.DefaultChannelGroup.<init>(String),1,1,3
java.util.Properties.<init>(),0,0,8
"joptsimple.OptionSpecBuilder.<init>(OptionParser, Collection, String)",1,0,18
org.apache.avro.file.DataFileWriter_ESTest.test24(),0,0,1
org.apache.avro.io.ValidatingDecoder_ESTest.test48(),0,0,1
org.apache.avro.util.ByteBufferOutputStream_ESTest.test03(),0,0,1
org.apache.avro.io.parsing.Symbol$EnumLabelsAction.<init>(List),0,0,5
org.evosuite.runtime.System.<clinit>(),0,0,1
java.io.ByteArrayOutputStream.<init>(int),0,0,49
java.lang.ThreadLocal.get(),1,1,329
org.apache.avro.mapred.tether.TetheredProcess.<clinit>(),0,0,1
org.apache.avro.io.BlockingBinaryEncoder_ESTest.test39(),0,0,1
org.apache.avro.io.BlockingBinaryEncoder$BlockedValue$State.<clinit>(),0,0,1
java.io.PipedInputStream.read(),0,0,17
org.apache.avro.io.ValidatingDecoder_ESTest.test66(),0,0,1
"java.util.AbstractList.subList(int, int)",0,0,2
java.util.LinkedList.clear(),0,0,1
org.apache.avro.mapred.tether.TetheredProcess.close(),0,0,1
java.lang.StringBuilder.append(Object),76,76,2266
java.util.TreeSet.<init>(Comparator),0,0,1
java.util.HashMap.remove(Object),2,2,654
org.apache.velocity.runtime.log.NullLogChute.<init>(),0,0,1
org.junit.Assert.fail(String),0,0,3
org.apache.avro.ipc.trace.Trace.<init>(TraceNode),0,0,1
org.apache.avro.io.Encoder_ESTest.test26(),0,0,1
org.codehaus.jackson.JsonNode.iterator(),0,0,16
java.util.ArrayList$Itr.hasNext(),0,0,7898
"org.apache.commons.logging.LogFactory$2.<init>(ClassLoader, String)",0,0,1
java.io.FileOutputStream.<init>(String),19,19,40
java.util.concurrent.CountDownLatch.countDown(),0,0,16
java.util.HashMap$EntryIterator.next(),0,0,1407
"org.apache.avro.io.parsing.Symbol$EnumAdjustAction.<init>(int, Object[])",0,0,1
"org.apache.avro.Schema.getRequiredText(JsonNode, String, String)",0,0,28
org.apache.avro.compiler.idl.JavaCharStream.readChar(),0,0,2
"org.apache.avro.file.DataFileReader.<init>(File, DatumReader)",0,0,2
java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock.lock(),0,0,9
java.lang.String.endsWith(String),13,13,34832
"org.evosuite.runtime.mock.java.net.MockURL.handleParseUrl(URL, String, URLStreamHandler)",1,0,4
org.evosuite.runtime.mock.java.io.MockPrintWriter.<init>(Writer),0,0,1
java.lang.Integer.<init>(int),0,0,266
org.apache.avro.file.Codec_ESTest.<init>(),0,0,9
org.apache.velocity.runtime.parser.ParserTokenManager.jjMoveStringLiteralDfa0_10(),0,0,770
org.apache.avro.util.ByteBufferOutputStream_ESTest.test11(),0,0,1
org.apache.avro.io.parsing.Parser_ESTest.test27(),0,0,1
"org.apache.avro.ipc.CallFuture.await(long, TimeUnit)",0,0,3
java.lang.Class.getDeclaredFields(),0,0,191
org.apache.avro.ipc.stats.StatsServlet.writeStats(Writer),201,0,2
"org.apache.avro.io.BinaryDecoder.configure(InputStream, int)",2,0,92
java.util.Collections$1.next(),0,0,38
org.apache.avro.mapred.AvroKey_ESTest.test0(),0,0,1
org.apache.avro.util.Utf8_ESTest.test15(),0,0,1
org.apache.avro.io.DirectBinaryEncoder_ESTest.test16(),0,0,1
org.apache.avro.file.NullCodec_ESTest.test4(),0,0,1
java.lang.Thread.start(),3,3,55
org.apache.avro.io.Decoder_ESTest.test06(),0,0,1
org.apache.velocity.runtime.RuntimeInstance.initializeEvaluateScopeSettings(),0,0,1
org.apache.avro.io.BinaryDecoder_ESTest.test031(),0,0,1
java.io.File.<init>(String),94,94,852
org.apache.avro.file.DataFileWriter_ESTest.test14(),0,0,1
org.apache.avro.mapred.AvroInputFormat_ESTest.notGeneratedAnyTest(),0,0,1
org.apache.avro.io.ValidatingDecoder.arrayNext(),0,0,5
org.apache.avro.file.SeekableFileInput.tell(),0,0,2
org.apache.velocity.util.ClassUtils.getClass(String),36,0,17
java.io.PrintStream.println(float),0,0,1
java.util.ArrayList.<init>(int),2,2,3216
org.codehaus.jackson.node.MissingNode.<clinit>(),0,0,1
org.apache.commons.logging.impl.LogFactoryImpl.getInstance(String),22,0,14
"org.apache.velocity.runtime.log.LogDisplayWrapper.log(int, Object)",0,0,8
joptsimple.OptionParser.ensureRequiredOptions(OptionSet),0,0,5
org.apache.avro.Schema$Name.hashCode(),0,0,14
org.apache.avro.util.WeakIdentityHashMap$IdentityWeakReference.equals(Object),0,0,5
org.apache.avro.mapred.AvroWrapper_ESTest.test00(),0,0,1
"org.apache.velocity.runtime.parser.node.ASTStringLiteral.replaceQuotes(String, char)",0,0,4
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),34,0,36
java.io.InputStreamReader.close(),0,0,3
org.apache.avro.io.BinaryDecoder_ESTest.test016(),0,0,1
org.apache.avro.io.DirectBinaryDecoder_ESTest.test14(),0,0,1
org.apache.avro.ipc.NettyTransceiver.setRemote(Protocol),0,0,1
org.apache.avro.ipc.stats.FloatHistogram_ESTest.<init>(),0,0,9
java.util.Collections.synchronizedMap(Map),0,0,1
org.apache.avro.io.ValidatingDecoder_ESTest.test72(),0,0,1
org.evosuite.runtime.mock.java.time.chrono.MockHijrahDate.<init>(),0,0,1
"org.apache.hadoop.conf.Configuration.setStrings(String, String[])",0,0,1
"org.jboss.netty.channel.socket.nio.NioServerSocketChannelFactory.<init>(Executor, Executor)",3,3,1
java.io.PipedOutputStream.<init>(PipedInputStream),0,0,6
org.apache.avro.Schema$Props.<init>(Set),0,0,77
org.apache.velocity.runtime.directive.Directive.getScopeName(),0,0,6
org.apache.avro.ipc.SaslSocketServer$SaslServerFactory.<init>(SaslSocketServer$1),0,0,3
org.apache.velocity.runtime.parser.JJTParserState.pushNode(Node),0,0,163
java.util.HashMap.entrySet(),0,0,706
"java.lang.String.<init>(char[], int, int)",13,13,27617
org.apache.avro.io.BufferedBinaryEncoder.writeDouble(double),3,0,2
"org.jboss.netty.bootstrap.Bootstrap.setOption(String, Object)",0,0,4
java.io.FilterOutputStream.<init>(OutputStream),0,0,60
org.apache.avro.tool.IdlTool_ESTest.test2(),1,0,1
"org.jboss.netty.channel.SimpleChannelUpstreamHandler.channelOpen(ChannelHandlerContext, ChannelStateEvent)",0,0,4
java.lang.String.getBytes(),6,6,943
org.apache.avro.util.Utf8_ESTest.test13(),0,0,1
org.apache.avro.file.NullCodec.<init>(),0,0,14
org.apache.avro.io.Encoder.writeBytes(byte[]),43045,0,7
org.apache.avro.file.SeekableByteArrayInput_ESTest.test5(),0,0,1
org.apache.avro.specific.SpecificData.<init>(),0,0,1
org.apache.avro.tool.Main.<init>(),29,0,3
org.apache.avro.tool.IdlTool_ESTest.<init>(),0,0,7
org.apache.velocity.runtime.log.Log.<init>(LogChute),0,0,6
java.io.PipedOutputStream.<init>(),0,0,26
java.text.SimpleDateFormat.<init>(String),51,51,1
java.util.StringTokenizer.hasMoreTokens(),0,0,330
org.apache.avro.util.ByteBufferInputStream.<init>(List),0,0,11
org.jboss.netty.handler.codec.frame.FrameDecoder.<init>(),0,0,7
org.apache.avro.io.BufferedBinaryEncoder_ESTest.test19(),0,0,1
org.apache.avro.file.DataFileReader$SeekableInputStream.available(),0,0,2
java.nio.ByteBuffer.array(),1,1,12267
java.util.TreeMap.values(),0,0,161
org.apache.velocity.runtime.directive.Block.<init>(),0,0,1
"java.time.chrono.JapaneseDate.of(int, int, int)",0,0,1
org.apache.avro.io.ValidatingDecoder.readInt(),0,0,3
"org.apache.avro.specific.SpecificDatumReader.<init>(Schema, Schema, SpecificData)",0,0,1
java.net.InetSocketAddress.<init>(int),0,0,1
org.evosuite.runtime.mock.java.net.EvoHttpURLConnection.setDoOutput(boolean),0,0,1
org.apache.avro.ipc.stats.FloatHistogram_ESTest.test6(),0,0,1
"org.apache.avro.ipc.stats.StatsServlet$RenderableMessage.<init>(StatsServlet, String)",0,0,3
org.apache.avro.util.ByteBufferOutputStream_ESTest.test13(),0,0,1
org.apache.avro.io.BlockingBinaryEncoder_ESTest.test26(),0,0,1
org.apache.velocity.runtime.RuntimeInstance.addDirective(Directive),0,0,9
org.apache.avro.tool.Main_ESTest.<init>(),0,0,3
org.apache.avro.mapred.tether.TetherKeySerialization$TetherDataSerializer.<init>(TetherKeySerialization),0,0,1
org.apache.avro.io.DirectBinaryEncoder.writeLong(long),0,0,5
org.apache.avro.io.parsing.SkipParser_ESTest.<init>(),0,0,14
java.lang.reflect.Field.get(Object),93,4,6
org.apache.avro.io.BinaryDecoder_ESTest.test023(),0,0,1
"java.lang.Class.getDeclaredMethod(String, Class[])",8,8,47
org.apache.avro.mapred.AvroWrapper_ESTest.test06(),0,0,1
"org.apache.velocity.runtime.parser.ParserTokenManager.jjMoveNfa_3(int, int)",0,0,91
org.apache.velocity.runtime.RuntimeInstance.getInt(String),0,0,6
"org.apache.avro.Schema$Name.<init>(String, String)",0,0,15
org.apache.velocity.runtime.parser.Parser.jj_3R_56(),0,0,2
org.apache.avro.tool.RecodecTool_ESTest.test5(),0,0,1
org.apache.velocity.runtime.log.Log.setLogChute(LogChute),0,0,13
org.evosuite.runtime.mock.java.io.MockFileOutputStream.<init>(File),0,0,2
java.lang.UnsupportedOperationException.<init>(),0,0,8
org.apache.avro.util.ByteBufferOutputStream.writeBuffer(ByteBuffer),0,0,7
org.apache.avro.ipc.SaslSocketServer_ESTest.<init>(),0,0,2
java.io.File.getAbsolutePath(),0,0,33
org.apache.avro.io.BinaryDecoder_ESTest.test067(),0,0,1
org.apache.avro.io.BufferedBinaryEncoder_ESTest.test21(),0,0,1
java.lang.Class.getAnnotations(),0,0,326
org.apache.avro.io.DirectBinaryDecoder_ESTest.test25(),0,0,1
"java.io.FileOutputStream.write(byte[], int, int)",40,40,4669
org.apache.avro.Schema.parseAliases(JsonNode),0,0,14
"java.nio.HeapByteBuffer.put(byte[], int, int)",0,0,9
org.apache.velocity.runtime.RuntimeInstance.getString(String),0,0,11
org.apache.avro.io.Decoder_ESTest.test16(),0,0,1
org.apache.avro.file.NullCodec.<clinit>(),4,0,2
org.apache.avro.ipc.NettyTransceiver_ESTest.test02(),9,0,1
"org.apache.avro.io.BinaryDecoder$ByteArrayByteSource.readRaw(byte[], int, int)",0,0,2
org.apache.avro.io.BinaryDecoder_ESTest.test087(),0,0,1
org.evosuite.runtime.mock.java.time.chrono.MockThaiBuddhistDate.<init>(),0,0,2
org.apache.avro.io.Encoder_ESTest.test33(),0,0,1
org.jboss.netty.buffer.LittleEndianHeapChannelBuffer.<init>(byte[]),0,0,3
"java.lang.String.replace(char, char)",10,10,38337
org.apache.avro.ipc.NettyTransceiver_ESTest.test14(),0,0,1
java.util.concurrent.ConcurrentSkipListMap.<clinit>(),1,1,1
org.apache.avro.file.SeekableByteArrayInput.seek(long),0,0,9
org.apache.avro.ipc.NettyTransceiver.writeDataPack(NettyTransportCodec$NettyDataPack),0,0,1
org.evosuite.runtime.mock.java.io.MockPrintStream.<init>(File),18,0,29
org.apache.avro.util.Utf8.<init>(byte[]),0,0,5
"java.util.concurrent.ConcurrentHashMap.replace(Object, Object)",0,0,2
org.apache.avro.io.DecoderFactory_ESTest.test16(),53,0,1
org.apache.avro.io.DirectBinaryDecoder_ESTest.test23(),0,0,1
org.apache.velocity.runtime.resource.ResourceManagerImpl.assembleResourceLoaderInitializers(),0,0,1
org.apache.avro.ipc.HttpTransceiver_ESTest.test06(),0,0,1
org.apache.avro.util.WeakIdentityHashMap_ESTest.test15(),0,0,1
org.apache.velocity.runtime.parser.Parser.jj_3R_51(),0,0,2
org.apache.avro.io.BinaryDecoder_ESTest.test072(),0,0,1
org.apache.avro.io.parsing.Parser.processTrailingImplicitActions(),0,0,15
org.apache.avro.io.ValidatingDecoder_ESTest.test42(),0,0,1
"java.io.PipedInputStream.read(byte[], int, int)",0,0,13
org.apache.avro.io.DirectBinaryDecoder.configure(InputStream),0,0,72
org.apache.avro.io.Decoder_ESTest.test12(),0,0,1
org.apache.avro.generic.GenericDatumWriter.<init>(),0,0,1
org.apache.avro.ipc.HttpTransceiver_ESTest.test10(),0,0,1
org.apache.avro.io.Encoder_ESTest.test21(),34983,0,1
org.apache.avro.util.Utf8_ESTest.test27(),0,0,1
org.apache.avro.util.Utf8_ESTest.test33(),0,0,1
org.apache.avro.ipc.ResponderServlet_ESTest.test0(),3,0,1
org.apache.avro.ipc.trace.StaticServlet.<init>(),0,0,3
java.util.LinkedList.offer(Object),0,0,1
org.apache.avro.io.parsing.Parser_ESTest.test19(),0,0,1
org.apache.avro.io.BlockingBinaryEncoder_ESTest.test06(),16411,0,1
"org.apache.velocity.runtime.VelocimacroManager$MacroEntry.<init>(String, Node, String[], String, RuntimeServices)",1,0,2
org.apache.avro.io.DecoderFactory.defaultFactory(),0,0,4
org.apache.avro.ipc.RPCContext_ESTest.test03(),11,0,1
org.apache.avro.io.parsing.Parser_ESTest.test05(),0,0,1
org.apache.avro.mapred.SequenceFileInputFormat_ESTest.<init>(),0,0,1
org.apache.avro.io.BlockingBinaryEncoder_ESTest.test14(),1,0,1
org.apache.hadoop.mapred.JobConf.setOutputKeyClass(Class),0,0,1
org.apache.avro.io.BinaryDecoder.mapNext(),0,0,25
org.jboss.netty.channel.SimpleChannelUpstreamHandler.<init>(),0,0,12
"java.net.InetSocketAddress.<init>(InetAddress, int)",0,0,3
java.lang.String.equalsIgnoreCase(String),2,2,2700
org.apache.avro.io.BinaryDecoder_ESTest.test071(),0,0,1
org.apache.hadoop.mapred.JobConf.setReducerClass(Class),0,0,1
org.apache.velocity.runtime.directive.RuntimeMacro.<init>(String),0,0,2
org.apache.avro.io.BinaryEncoder_ESTest.test20(),0,0,1
"org.apache.avro.Schema.getOptionalText(JsonNode, String)",0,0,48
org.apache.avro.mapred.tether.TetherOutputService_ESTest.<init>(),0,0,1
org.apache.avro.generic.GenericData$Fixed.hashCode(),0,0,1
java.io.File.getParentFile(),0,0,10
"org.apache.avro.compiler.idl.Idl.<init>(InputStream, String)",10,0,3
org.apache.avro.ipc.RPCContext_ESTest.test13(),0,0,1
java.text.SimpleDateFormat.<clinit>(),1,1,1
org.apache.avro.io.Encoder_ESTest.test29(),0,0,1
org.apache.avro.ipc.CallFuture_ESTest.test4(),7,0,1
org.apache.avro.io.Encoder_ESTest.test13(),0,0,1
org.apache.avro.file.DataFileStream.resolveCodec(),1,0,2
java.lang.System.getProperty(String),2,2,1196
org.apache.commons.lang.StringUtils.isEmpty(String),0,0,3
sun.nio.ch.SocketAdaptor.setTcpNoDelay(boolean),180,180,4
org.apache.avro.ipc.stats.IntegerHistogram_ESTest.test3(),0,0,1
org.apache.avro.mapred.HadoopReducer_ESTest.test2(),95,0,1
org.apache.avro.io.BinaryEncoder_ESTest.test17(),0,0,1
org.apache.avro.file.NullCodec_ESTest.test5(),0,0,1
java.util.Vector.iterator(),0,0,3
org.apache.avro.tool.IdlTool_ESTest.test1(),8,0,1
org.apache.avro.io.DirectBinaryEncoder_ESTest.test09(),0,0,1
org.apache.avro.io.BinaryDecoder_ESTest.test062(),0,0,1
java.lang.String.startsWith(String),168,168,379313
org.apache.avro.ipc.trace.TracePluginConfiguration_ESTest.test01(),0,0,1
java.io.EOFException.<init>(),0,0,42
joptsimple.BuiltinHelpFormatter$1.<init>(BuiltinHelpFormatter),0,0,1
java.time.chrono.JapaneseDate.<clinit>(),8,8,1
org.apache.avro.tool.DataFileReadTool.<init>(),0,0,8
org.apache.avro.io.BinaryDecoder.isEnd(),0,0,4
org.apache.avro.mojo.SchemaMojo_ESTest.test2(),0,0,1
sun.nio.ch.FileChannelImpl.size(),0,0,1
java.util.concurrent.CountDownLatch.await(),0,0,9
org.apache.avro.io.BinaryDecoder_ESTest.test064(),0,0,1
java.util.Arrays$ArrayList.contains(Object),0,0,1
org.apache.avro.io.parsing.Parser_ESTest.test13(),0,0,1
org.apache.avro.file.SeekableFileInput_ESTest.test09(),22,0,1
"java.io.IOException.<init>(String, Throwable)",0,0,2
org.evosuite.runtime.mock.java.net.MockURL.getMockedURLStreamHandler(String),2,0,5
org.apache.commons.lang.StringUtils.isNotEmpty(String),0,0,1
java.util.AbstractMap.equals(Object),0,0,2
org.jboss.netty.channel.SimpleChannelUpstreamHandler.<clinit>(),17,17,2
java.lang.ref.ReferenceQueue.<init>(),0,0,43
org.apache.avro.file.DataFileWriter.<init>(DatumWriter),0,0,27
"org.apache.hadoop.conf.Configuration.getClass(String, Class, Class)",2,1,4
org.apache.avro.mapred.HadoopReducerBase_ESTest.test3(),0,0,1
org.apache.avro.mapred.tether.TetheredProcess.startSubprocess(JobConf),0,0,1
org.apache.avro.tool.RecodecTool_ESTest.test1(),5,0,1
org.apache.avro.ipc.stats.StatsServlet_ESTest.test2(),2,0,1
org.apache.avro.ipc.HttpTransceiver.readBuffers(),0,0,1
org.apache.avro.compiler.idl.Idl.jj_la1_init_1(),0,0,1
org.apache.avro.io.BlockingBinaryEncoder_ESTest.test38(),52,0,1
org.apache.velocity.runtime.resource.ResourceManagerImpl.initialize(RuntimeServices),25,0,1
org.apache.avro.Protocol.parse(JsonNode),5,0,1
java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock.unlock(),0,0,14
org.apache.avro.io.Encoder_ESTest.test19(),39016,0,1
org.apache.avro.util.WeakIdentityHashMap.equals(Object),0,0,5
org.apache.avro.ipc.NettyTransceiver.isChannelReady(Channel),0,0,6
"org.apache.avro.Protocol.parseMessage(String, JsonNode)",5,0,7
org.apache.avro.file.DeflateCodec$Option.<init>(int),0,0,2
java.util.WeakHashMap.<init>(),0,0,59
org.apache.avro.io.BlockingBinaryEncoder_ESTest.test04(),1,0,1
org.apache.velocity.runtime.VelocimacroFactory.setReplacementPermission(boolean),0,0,2
"java.lang.RuntimeException.<init>(String, Throwable)",0,0,3
org.codehaus.jackson.node.ObjectNode.getFieldNames(),0,0,23
"org.apache.avro.io.parsing.Symbol$Repeater.<init>(Symbol, Symbol[])",0,0,3
org.apache.avro.io.parsing.Parser_ESTest.test26(),0,0,1
joptsimple.internal.AbbreviationMap.contains(String),0,0,3
org.apache.avro.Protocol.parseName(JsonNode),0,0,1
org.apache.avro.io.Encoder_ESTest.test05(),0,0,1
java.util.concurrent.CopyOnWriteArrayList.<init>(),1,1,42
org.apache.velocity.runtime.log.LogManager.createLogChute(RuntimeServices),6,0,2
org.apache.avro.io.BinaryDecoder.readBoolean(),0,0,5
org.apache.avro.mapred.HadoopReducer_ESTest.test1(),0,0,1
org.apache.avro.file.DataFileWriter_ESTest.test30(),0,0,1
org.apache.avro.ipc.RPCPlugin_ESTest.test6(),0,0,1
