method,method,invocation counts
java.lang.Thread.run(),org.apache.pdfbox.debugger.fontencodingpane.SimpleFont_ESTest.test0(),1
org.apache.pdfbox.debugger.fontencodingpane.SimpleFont_ESTest.test0(),org.apache.pdfbox.pdmodel.font.PDType1Font.<clinit>(),2
org.apache.pdfbox.pdmodel.font.PDType1Font.<clinit>(),org.apache.pdfbox.pdmodel.font.PDType1Font.<init>(String),75
org.apache.pdfbox.pdmodel.font.PDType1Font.<init>(String),org.apache.pdfbox.pdmodel.font.PDSimpleFont.<init>(String),75
org.apache.pdfbox.pdmodel.font.PDSimpleFont.<init>(String),org.apache.pdfbox.pdmodel.font.PDFont.<init>(String),75
org.apache.pdfbox.pdmodel.font.PDFont.<init>(String),org.apache.pdfbox.pdmodel.font.Standard14Fonts.<clinit>(),10
org.apache.pdfbox.pdmodel.font.Standard14Fonts.<clinit>(),"org.apache.pdfbox.pdmodel.font.Standard14Fonts.addAFM(String, String)",100
"org.apache.pdfbox.pdmodel.font.Standard14Fonts.addAFM(String, String)",org.apache.fontbox.afm.AFMParser.parse(boolean),170
org.apache.fontbox.afm.AFMParser.parse(boolean),org.apache.fontbox.afm.AFMParser.parseFontMetric(boolean),174
org.apache.fontbox.afm.AFMParser.parseFontMetric(boolean),org.apache.fontbox.afm.AFMParser.parseCharMetric(),50485
org.apache.fontbox.afm.AFMParser.parseCharMetric(),java.util.StringTokenizer.hasMoreTokens(),252715
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.AFMParser.readLine(),50485
org.apache.fontbox.afm.AFMParser.readLine(),java.lang.StringBuilder.append(char),2364985
org.apache.fontbox.afm.AFMParser.readLine(),java.io.BufferedInputStream.read(),2467995
org.apache.fontbox.afm.AFMParser.readLine(),java.lang.StringBuilder.toString(),52525
org.apache.fontbox.afm.AFMParser.readLine(),java.lang.StringBuilder.<init>(int),52525
org.apache.fontbox.afm.AFMParser.parseCharMetric(),java.util.StringTokenizer.nextToken(),556205
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.AFMParser.verifySemicolon(StringTokenizer),202230
org.apache.fontbox.afm.AFMParser.verifySemicolon(StringTokenizer),java.util.StringTokenizer.nextToken(),202230
org.apache.fontbox.afm.AFMParser.verifySemicolon(StringTokenizer),java.util.StringTokenizer.hasMoreTokens(),202230
org.apache.fontbox.afm.AFMParser.parseCharMetric(),java.lang.Float.parseFloat(String),252425
org.apache.fontbox.afm.AFMParser.parseCharMetric(),java.util.StringTokenizer.<init>(String),50485
org.apache.fontbox.afm.AFMParser.parseCharMetric(),java.lang.Integer.parseInt(String),50485
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.CharMetric.<init>(),50485
org.apache.fontbox.afm.CharMetric.<init>(),java.util.ArrayList.<init>(),50546
org.apache.fontbox.afm.AFMParser.parseCharMetric(),java.lang.String.equals(Object),1569385
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.util.BoundingBox.<init>(),50485
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.CharMetric.addLigature(Ligature),290
org.apache.fontbox.afm.CharMetric.addLigature(Ligature),java.util.ArrayList.add(Object),291
org.apache.fontbox.afm.AFMParser.parseCharMetric(),org.apache.fontbox.afm.Ligature.<init>(),290
org.apache.fontbox.afm.AFMParser.parseFontMetric(boolean),org.apache.fontbox.afm.FontMetrics.setCharMetrics(List),170
org.apache.fontbox.afm.FontMetrics.setCharMetrics(List),"java.util.HashMap.put(Object, Object)",50488
org.apache.fontbox.afm.FontMetrics.setCharMetrics(List),java.util.ArrayList$Itr.next(),50485
org.apache.fontbox.afm.FontMetrics.setCharMetrics(List),java.util.ArrayList$Itr.hasNext(),50655
org.apache.fontbox.afm.FontMetrics.setCharMetrics(List),java.util.HashMap.<init>(int),180
org.apache.fontbox.afm.FontMetrics.setCharMetrics(List),java.util.ArrayList.iterator(),170
org.apache.fontbox.afm.AFMParser.parseFontMetric(boolean),org.apache.fontbox.afm.AFMParser.readString(),4497
org.apache.fontbox.afm.AFMParser.readString(),java.lang.StringBuilder.append(char),29536449
org.apache.fontbox.afm.AFMParser.readString(),java.io.BufferedInputStream.read(),64535
org.apache.fontbox.afm.AFMParser.readString(),java.lang.StringBuilder.toString(),7111
org.apache.fontbox.afm.AFMParser.readString(),java.lang.StringBuilder.<init>(int),7117
org.apache.fontbox.afm.AFMParser.parseFontMetric(boolean),java.util.ArrayList.add(Object),50485
org.apache.fontbox.afm.AFMParser.parseFontMetric(boolean),org.apache.fontbox.afm.AFMParser.readLine(),2040
org.apache.fontbox.afm.AFMParser.parseFontMetric(boolean),org.apache.fontbox.afm.AFMParser.readBoolean(),170
org.apache.fontbox.afm.AFMParser.readBoolean(),org.apache.fontbox.afm.AFMParser.readString(),170
org.apache.fontbox.afm.AFMParser.readBoolean(),java.lang.Boolean.valueOf(String),170
