method,method,invocation counts
org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder.buildFontDescriptor(FontMetrics),org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setSymbolic(boolean),87
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setSymbolic(boolean),"org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFlagBit(int, boolean)",115
org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder.buildFontDescriptor(FontMetrics),org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFontName(String),87
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFontName(String),org.apache.pdfbox.cos.COSName.getPDFName(String),109
org.apache.pdfbox.cos.COSName.getPDFName(String),"org.apache.pdfbox.cos.COSName.<init>(String, boolean)",1089
"org.apache.pdfbox.cos.COSName.<init>(String, boolean)",org.apache.pdfbox.cos.COSBase.<init>(),3479
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFontName(String),"org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSBase)",112
org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder.buildFontDescriptor(FontMetrics),org.apache.pdfbox.pdmodel.font.PDFontDescriptor.<init>(),87
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.<init>(),"org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSBase)",153
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.<init>(),org.apache.pdfbox.cos.COSDictionary.<init>(),153
org.apache.pdfbox.cos.COSDictionary.<init>(),org.apache.pdfbox.cos.COSBase.<init>(),9205
org.apache.pdfbox.pdmodel.font.PDFont.<init>(String),org.apache.pdfbox.pdmodel.font.Standard14Fonts.getAFM(String),70
"org.apache.pdfbox.pdmodel.font.encoding.GlyphList.load(String, int)","org.apache.pdfbox.pdmodel.font.encoding.GlyphList.<init>(InputStream, int)",10
"org.apache.pdfbox.pdmodel.font.encoding.GlyphList.<init>(InputStream, int)",org.apache.pdfbox.pdmodel.font.encoding.GlyphList.loadList(InputStream),11
org.apache.pdfbox.pdmodel.font.PDType1Font.<init>(String),"org.apache.pdfbox.pdmodel.font.FontMapperImpl.getFontBoxFont(String, PDFontDescriptor)",70
"org.apache.pdfbox.pdmodel.font.FontMapperImpl.getFontBoxFont(String, PDFontDescriptor)",org.apache.pdfbox.pdmodel.font.FontMapperImpl.findFontBoxFont(String),280
org.apache.pdfbox.pdmodel.font.FontMapperImpl.findFontBoxFont(String),"org.apache.pdfbox.pdmodel.font.FontMapperImpl.findFont(FontFormat, String)",658
"org.apache.pdfbox.pdmodel.font.FontMapperImpl.findFont(FontFormat, String)",org.apache.pdfbox.pdmodel.font.FontMapperImpl.getProvider(),5
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.<init>(FontCache),org.apache.fontbox.util.autodetect.FontFileFinder.find(),10
org.apache.fontbox.util.autodetect.FontFileFinder.find(),"org.apache.fontbox.util.autodetect.FontFileFinder.walk(File, List)",12
"org.apache.fontbox.util.autodetect.FontFileFinder.walk(File, List)",org.apache.fontbox.util.autodetect.FontFileFinder.checkFontfile(File),6684
org.apache.fontbox.util.autodetect.FontFileFinder.find(),org.apache.fontbox.util.autodetect.WindowsFontDirFinder.find(),12
org.apache.fontbox.util.autodetect.WindowsFontDirFinder.find(),org.apache.fontbox.util.autodetect.WindowsFontDirFinder.getWinDir(String),13
org.apache.fontbox.util.autodetect.FontFileFinder.find(),org.apache.fontbox.util.autodetect.FontFileFinder.determineDirFinder(),11
org.apache.fontbox.util.autodetect.FontFileFinder.determineDirFinder(),org.apache.fontbox.util.autodetect.WindowsFontDirFinder.<init>(),11
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.<init>(FontCache),org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.loadDiskCache(List),10
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.loadDiskCache(List),org.apache.pdfbox.pdmodel.font.FontFormat.valueOf(String),3950
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.loadDiskCache(List),org.apache.pdfbox.io.IOUtils.closeQuietly(Closeable),10
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.loadDiskCache(List),org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.getDiskCacheFile(),10
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.<init>(FontCache),org.apache.fontbox.util.autodetect.FontFileFinder.<init>(),10
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.<init>(FontCache),org.apache.pdfbox.pdmodel.font.FontProvider.<init>(),10
org.apache.pdfbox.pdmodel.font.FontMapperImpl.getProvider(),org.apache.pdfbox.pdmodel.font.FontMapperImpl.setProvider(FontProvider),5
org.apache.pdfbox.pdmodel.font.FontMapperImpl.setProvider(FontProvider),org.apache.pdfbox.pdmodel.font.FontMapperImpl.createFontInfoByName(List),5
org.apache.pdfbox.pdmodel.font.FontMapperImpl.createFontInfoByName(List),org.apache.pdfbox.pdmodel.font.FontMapperImpl.getPostScriptNames(String),1975
"org.apache.pdfbox.pdmodel.font.FontMapperImpl.findFont(FontFormat, String)",org.apache.pdfbox.pdmodel.font.FontMapperImpl.getSubstitutes(String),483
"org.apache.pdfbox.pdmodel.font.FontMapperImpl.findFont(FontFormat, String)","org.apache.pdfbox.pdmodel.font.FontMapperImpl.getFont(FontFormat, String)",2494
"org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.getTrueTypeFont(String, File)","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.readTrueTypeFont(String, File)",70
"org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.readTrueTypeFont(String, File)",org.apache.fontbox.ttf.TTFParser.parse(File),65
org.apache.fontbox.ttf.TTFParser.parse(File),org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),67
org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),org.apache.fontbox.ttf.TTFDataStream.read32Fixed(),94
org.apache.fontbox.ttf.TTFDataStream.read32Fixed(),org.apache.fontbox.ttf.RAFDataStream.readSignedShort(),176
org.apache.fontbox.ttf.BufferedRandomAccessFile.read(),org.apache.fontbox.ttf.BufferedRandomAccessFile.fillBuffer(),1439
org.apache.fontbox.ttf.TTFDataStream.read32Fixed(),org.apache.fontbox.ttf.RAFDataStream.readUnsignedShort(),176
org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",1809
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.TTFDataStream.readUnsignedInt(),5427
org.apache.fontbox.ttf.TTFDataStream.readUnsignedInt(),org.apache.fontbox.ttf.RAFDataStream.read(),150212
org.apache.fontbox.ttf.RAFDataStream.read(),org.apache.fontbox.ttf.BufferedRandomAccessFile.read(),563347
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.TTFDataStream.readString(int),1809
org.apache.fontbox.ttf.TTFDataStream.readString(int),"org.apache.fontbox.ttf.TTFDataStream.readString(int, Charset)",18339
"org.apache.fontbox.ttf.TTFDataStream.readString(int, Charset)",org.apache.fontbox.ttf.TTFDataStream.read(int),18973
org.apache.fontbox.ttf.TTFDataStream.read(int),"org.apache.fontbox.ttf.RAFDataStream.read(byte[], int, int)",6740
"org.apache.fontbox.ttf.RAFDataStream.read(byte[], int, int)","org.apache.fontbox.ttf.BufferedRandomAccessFile.read(byte[], int, int)",7019
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)","org.apache.fontbox.ttf.TTFParser.readTable(TrueTypeFont, String)",857
"org.apache.fontbox.ttf.TTFParser.readTable(TrueTypeFont, String)",org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),871
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.DigitalSignatureTable.<init>(TrueTypeFont),65
org.apache.fontbox.ttf.DigitalSignatureTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),66
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.NamingTable.<init>(TrueTypeFont),79
org.apache.fontbox.ttf.NamingTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),89
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.IndexToLocationTable.<init>(TrueTypeFont),84
org.apache.fontbox.ttf.IndexToLocationTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),88
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.OS2WindowsMetricsTable.<init>(TrueTypeFont),77
org.apache.fontbox.ttf.OS2WindowsMetricsTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),134
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.CmapTable.<init>(TrueTypeFont),79
org.apache.fontbox.ttf.CmapTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),89
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.GlyphTable.<init>(TrueTypeFont),84
org.apache.fontbox.ttf.GlyphTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),103
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.HeaderTable.<init>(TrueTypeFont),84
org.apache.fontbox.ttf.HeaderTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),120
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.HorizontalHeaderTable.<init>(TrueTypeFont),84
org.apache.fontbox.ttf.HorizontalHeaderTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),84
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.HorizontalMetricsTable.<init>(TrueTypeFont),84
org.apache.fontbox.ttf.HorizontalMetricsTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),92
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.KerningTable.<init>(TrueTypeFont),47
org.apache.fontbox.ttf.KerningTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),56
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.MaximumProfileTable.<init>(TrueTypeFont),84
org.apache.fontbox.ttf.MaximumProfileTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),118
"org.apache.fontbox.ttf.TTFParser.readTableDirectory(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.PostScriptTable.<init>(TrueTypeFont),79
org.apache.fontbox.ttf.PostScriptTable.<init>(TrueTypeFont),org.apache.fontbox.ttf.TTFTable.<init>(TrueTypeFont),79
org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),org.apache.fontbox.ttf.TrueTypeFont.addTable(TTFTable),1809
org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),org.apache.fontbox.ttf.TTFParser.newFont(TTFDataStream),90
org.apache.fontbox.ttf.TTFParser.newFont(TTFDataStream),org.apache.fontbox.ttf.TrueTypeFont.<init>(TTFDataStream),91
org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),org.apache.fontbox.ttf.RAFDataStream.readUnsignedShort(),268
org.apache.fontbox.ttf.TTFParser.parse(File),"org.apache.fontbox.ttf.RAFDataStream.<init>(File, String)",81
"org.apache.fontbox.ttf.RAFDataStream.<init>(File, String)","org.apache.fontbox.ttf.BufferedRandomAccessFile.<init>(File, String, int)",113
"org.apache.fontbox.ttf.RAFDataStream.<init>(File, String)",org.apache.fontbox.ttf.TTFDataStream.<init>(),112
"org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.readTrueTypeFont(String, File)","org.apache.fontbox.ttf.TTFParser.<init>(boolean, boolean)",65
"org.apache.pdfbox.pdmodel.font.FontMapperImpl.getFontBoxFont(String, PDFontDescriptor)","org.apache.pdfbox.pdmodel.font.FontMapping.<init>(FontBoxFont, boolean)",182
org.apache.pdfbox.pdmodel.font.PDType1Font.<init>(String),org.apache.pdfbox.pdmodel.font.FontMappers.instance(),75
org.apache.pdfbox.pdmodel.font.FontMapperImpl.<init>(),org.apache.fontbox.ttf.TTFParser.parse(InputStream),5
org.apache.fontbox.ttf.TTFParser.parse(InputStream),org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),8
org.apache.fontbox.ttf.TTFParser.parse(TTFDataStream),"org.apache.fontbox.ttf.TTFParser.parseTables(TrueTypeFont, TTFDataStream)",14
"org.apache.fontbox.ttf.TTFParser.parseTables(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.TrueTypeFont.readTable(TTFTable),167
org.apache.fontbox.ttf.TrueTypeFont.readTable(TTFTable),"org.apache.fontbox.ttf.CmapTable.read(TrueTypeFont, TTFDataStream)",24
"org.apache.fontbox.ttf.CmapTable.read(TrueTypeFont, TTFDataStream)","org.apache.fontbox.ttf.CmapSubtable.initSubtable(CmapTable, int, TTFDataStream)",68
"org.apache.fontbox.ttf.CmapSubtable.initSubtable(CmapTable, int, TTFDataStream)","org.apache.fontbox.ttf.CmapSubtable.processSubtype4(TTFDataStream, int)",43
"org.apache.fontbox.ttf.CmapSubtable.processSubtype4(TTFDataStream, int)",org.apache.fontbox.ttf.CmapSubtable.buildGlyphIdToCharacterCodeLookup(int),43
org.apache.fontbox.ttf.CmapSubtable.buildGlyphIdToCharacterCodeLookup(int),org.apache.fontbox.ttf.CmapSubtable.newGlyphIdToCharacterCode(int),52
"org.apache.fontbox.ttf.CmapSubtable.processSubtype4(TTFDataStream, int)",org.apache.fontbox.ttf.TTFDataStream.readUnsignedShortArray(int),172
org.apache.fontbox.ttf.TTFDataStream.readUnsignedShortArray(int),org.apache.fontbox.ttf.MemoryTTFDataStream.readUnsignedShort(),6480
org.apache.fontbox.ttf.MemoryTTFDataStream.readUnsignedShort(),org.apache.fontbox.ttf.MemoryTTFDataStream.read(),86986
"org.apache.fontbox.ttf.CmapSubtable.processSubtype4(TTFDataStream, int)",org.apache.fontbox.ttf.MemoryTTFDataStream.readUnsignedShort(),50
"org.apache.fontbox.ttf.CmapSubtable.initSubtable(CmapTable, int, TTFDataStream)","org.apache.fontbox.ttf.CmapSubtable.processSubtype6(TTFDataStream, int)",9
"org.apache.fontbox.ttf.CmapSubtable.processSubtype6(TTFDataStream, int)",org.apache.fontbox.ttf.CmapSubtable.buildGlyphIdToCharacterCodeLookup(int),9
"org.apache.fontbox.ttf.CmapSubtable.processSubtype6(TTFDataStream, int)",org.apache.fontbox.ttf.TTFDataStream.readUnsignedShortArray(int),9
"org.apache.fontbox.ttf.CmapSubtable.processSubtype6(TTFDataStream, int)",org.apache.fontbox.ttf.MemoryTTFDataStream.readUnsignedShort(),14
"org.apache.fontbox.ttf.CmapSubtable.initSubtable(CmapTable, int, TTFDataStream)",org.apache.fontbox.ttf.MemoryTTFDataStream.readUnsignedShort(),51
"org.apache.fontbox.ttf.CmapTable.read(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.CmapSubtable.initData(TTFDataStream),71
org.apache.fontbox.ttf.CmapSubtable.initData(TTFDataStream),org.apache.fontbox.ttf.TTFDataStream.readUnsignedInt(),72
org.apache.fontbox.ttf.TTFDataStream.readUnsignedInt(),org.apache.fontbox.ttf.MemoryTTFDataStream.read(),55356
org.apache.fontbox.ttf.CmapSubtable.initData(TTFDataStream),org.apache.fontbox.ttf.MemoryTTFDataStream.readUnsignedShort(),40
"org.apache.fontbox.ttf.CmapTable.read(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.CmapSubtable.<init>(),71
"org.apache.fontbox.ttf.CmapTable.read(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.MemoryTTFDataStream.readUnsignedShort(),23
"org.apache.fontbox.ttf.CmapTable.read(TrueTypeFont, TTFDataStream)",org.apache.fontbox.ttf.TrueTypeFont.getNumberOfGlyphs(),68
org.apache.fontbox.ttf.TrueTypeFont.readTable(TTFTable),"org.apache.fontbox.ttf.PostScriptTable.read(TrueTypeFont, TTFDataStream)",27
