method,Layer,Size,Depth,Width,LOC,Cyclomatic,FanIn,FanOut,Loop,Time,OwnTime,Count,N_Layer,N_Size,N_Depth,N_Width,N_LOC,N_Cyclomatic,N_FanIn,N_FanOut,N_Loop,N_Time,N_OwnTime,N_Count,score
org.apache.avro.io.parsing.Parser.processTrailingImplicitActions(),1,13,5,5,12,3,9,2,1,2,2,14628,0.9,0.03314917127071823,0.2631578947368421,0.05,0.11224489795918367,0.05263157894736842,0.12857142857142856,0.047619047619047616,0.25,7.225329113741131e-06,1.2793040585921259e-05,1.985448469400034e-05,0.04263543971296906
org.apache.avro.specific.SpecificCompiler.errors(Schema),2,28,6,17,8,2,2,9,1,0,0,1,0.8,0.07458563535911603,0.3157894736842105,0.17,0.07142857142857142,0.02631578947368421,0.02857142857142857,0.21428571428571427,0.25,1e-13,1e-13,1e-13,0.042575187969941815
org.apache.avro.Schema.parseJson(String),5,43,5,21,9,3,6,5,0,1000,13,17010,0.5,0.11602209944751381,0.2631578947368421,0.21,0.08163265306122448,0.05263157894736842,0.08571428571428572,0.11904761904761904,1e-13,0.0036126645568705655,8.315476380848819e-05,2.308777809258575e-05,0.04254704039682105
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], BinaryDecoder)",5,26,9,10,3,1,19,2,0,29,2,6716,0.5,0.06906077348066299,0.47368421052631576,0.1,0.02040816326530612,1e-13,0.2714285714285714,0.047619047619047616,1e-13,0.0001047672721492464,1.2793040585921259e-05,9.11484683942109e-06,0.0424380043475949
org.apache.avro.file.DataFileWriter.generateSync(),9,25,5,8,10,2,2,8,0,97,0,29,0.09999999999999998,0.06629834254143646,0.2631578947368421,0.08,0.09183673469387756,0.02631578947368421,0.02857142857142857,0.19047619047619047,1e-13,0.00035042846201644486,1e-13,3.8006807372120704e-08,0.042157457373920515
"org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>, OutputStream)",0,214,12,60,9,2,4,7,1,33,0,55,1.0,0.5883977900552486,0.631578947368421,0.6,0.08163265306122448,0.02631578947368421,0.05714285714285714,0.16666666666666666,0.25,0.00011921793037672866,1e-13,7.329884278908992e-08,0.041483762396873215
"org.apache.avro.io.BlockingBinaryEncoder.writeBytes(byte[], int, int)",9,12,5,6,8,2,8,5,0,7,1,1347,0.09999999999999998,0.03038674033149171,0.2631578947368421,0.06,0.07142857142857142,0.02631578947368421,0.11428571428571428,0.11904761904761904,1e-13,2.5288651898093957e-05,6.396520292960629e-06,1.827041525816945e-06,0.041385345082979474
org.apache.avro.Schema.parse(File),5,107,9,56,8,2,8,5,0,0,0,1,0.5,0.292817679558011,0.47368421052631576,0.56,0.07142857142857142,0.02631578947368421,0.11428571428571428,0.11904761904761904,1e-13,1e-13,1e-13,1e-13,0.04138471177947145
org.apache.avro.io.JsonDecoder.skipMap(),9,11,4,4,11,2,4,6,0,4,0,182,0.09999999999999998,0.027624309392265192,0.21052631578947367,0.04,0.10204081632653061,0.02631578947368421,0.05714285714285714,0.14285714285714285,1e-13,1.4450658227482262e-05,1e-13,2.4568686194120884e-07,0.04104480728469857
org.apache.avro.io.JsonDecoder.skipArray(),9,11,4,4,11,2,4,6,0,3,0,190,0.09999999999999998,0.027624309392265192,0.21052631578947367,0.04,0.10204081632653061,0.02631578947368421,0.05714285714285714,0.14285714285714285,1e-13,1.0837993670611696e-05,1e-13,2.5654594976181474e-07,0.041044750533657325
org.apache.avro.io.JsonDecoder.readBytes(ByteBuffer),9,12,4,4,10,2,3,7,0,1,0,43,0.09999999999999998,0.03038674033149171,0.21052631578947367,0.04,0.09183673469387756,0.02631578947368421,0.04285714285714286,0.16666666666666666,1e-13,3.6126645568705655e-06,1e-13,5.701021105818105e-08,0.04095959995421595
"org.apache.avro.io.BinaryData.compareBytes(byte[], int, int, byte[], int, int)",0,30,4,17,13,3,9,1,1,1,1,5903,1.0,0.08011049723756906,0.21052631578947367,0.17,0.12244897959183673,0.05263157894736842,0.12857142857142856,0.023809523809523808,0.25,3.6126645568705655e-06,6.396520292960629e-06,8.011292039652013e-06,0.04093378558885023
org.apache.avro.Protocol.parse(String),-1,1,0,0,8,2,6,6,0,18,0,9,1e-13,1e-13,1e-13,1e-13,0.07142857142857142,0.02631578947368421,0.08571428571428572,0.14285714285714285,1e-13,6.502796202367018e-05,1e-13,1.0859087820605914e-08,0.04078947368421053
"org.apache.avro.generic.GenericData.resolveUnion(Schema, Object)",2,63,7,33,9,3,5,5,1,5,1,548,0.8,0.1712707182320442,0.3684210526315789,0.33,0.08163265306122448,0.05263157894736842,0.07142857142857142,0.11904761904761904,0.25,1.8063322784352828e-05,6.396520292960629e-06,7.424901297339294e-07,0.04059430614927968
org.apache.avro.ipc.stats.Stopwatch.elapsedNanos(),1,12,6,6,8,3,9,3,0,0,0,23,0.9,0.03038674033149171,0.3157894736842105,0.06,0.07142857142857142,0.05263157894736842,0.12857142857142856,0.07142857142857142,1e-13,1e-13,1e-13,2.9862491506666264e-08,0.040507520422239866
org.apache.avro.io.parsing.Parser.pushSymbol(Symbol),1,40,8,14,6,2,12,3,0,259,259,3005657,0.9,0.10773480662983426,0.42105263157894735,0.14,0.05102040816326531,0.02631578947368421,0.17142857142857143,0.07142857142857142,1e-13,0.0009356801202294765,0.001656698755876803,0.0040798353078163865,0.04046030446996056
"org.apache.avro.io.BinaryEncoder.encodeLong(long, OutputStream)",0,24,3,12,8,2,14,1,1,40,15,21594,1.0,0.06353591160220995,0.15789473684210525,0.12,0.07142857142857142,0.02631578947368421,0.2,0.023809523809523808,0.25,0.00014450658227482263,9.594780439440945e-05,2.931003541379294e-05,0.040209313516624184
org.apache.avro.ipc.ByteBufferOutputStream.writeBuffer(ByteBuffer),9,4,3,2,8,2,4,7,0,0,0,84,0.09999999999999998,0.008287292817679558,0.15789473684210525,0.02,0.07142857142857142,0.02631578947368421,0.05714285714285714,0.16666666666666666,1e-13,1e-13,1e-13,1.1266303613878637e-07,0.04019423693239716
org.apache.avro.io.BinaryDecoder.readDouble(),9,6,3,3,14,2,3,5,0,1,1,1845,0.09999999999999998,0.013812154696132596,0.15789473684210525,0.03,0.1326530612244898,0.02631578947368421,0.04285714285714286,0.11904761904761904,1e-13,3.6126645568705655e-06,6.396520292960629e-06,2.5030197426496635e-06,0.0401093588677984
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.mkEnumAdjust(List<String>, List<String>)",4,60,6,20,10,3,4,5,1,3,1,264,0.6,0.16298342541436464,0.3157894736842105,0.2,0.09183673469387756,0.05263157894736842,0.05714285714285714,0.11904761904761904,0.25,1.0837993670611696e-05,6.396520292960629e-06,3.5699251210241944e-07,0.04008328604320424
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder)",4,31,10,9,9,2,8,4,0,1389,96,504763,0.6,0.08287292817679558,0.5263157894736842,0.09,0.08163265306122448,0.02631578947368421,0.11428571428571428,0.09523809523809523,1e-13,0.005017991069493215,0.0006140659481242204,0.0006851568608130853,0.040026000382249856
"org.apache.avro.ipc.ByteBufferInputStream.read(byte[], int, int)",9,3,2,2,12,3,4,4,0,5,0,537,0.09999999999999998,0.0055248618784530384,0.10526315789473684,0.02,0.11224489795918367,0.05263157894736842,0.05714285714285714,0.09523809523809523,1e-13,1.8063322784352828e-05,1e-13,7.275588839805962e-07,0.039657359357204436
"org.apache.avro.reflect.ReflectData.findField(Class, String)",1,3,2,2,11,3,3,5,1,0,0,19,0.9,0.0055248618784530384,0.10526315789473684,0.02,0.10204081632653061,0.05263157894736842,0.04285714285714286,0.11904761904761904,0.25,1e-13,1e-13,2.4432947596363308e-08,0.03957214569672411
org.apache.avro.specific.SpecificData.getProtocol(Class),0,32,13,9,9,3,6,4,0,16,0,64,1.0,0.0856353591160221,0.6842105263157895,0.09,0.08163265306122448,0.05263157894736842,0.08571428571428572,0.09523809523809523,1e-13,5.780263290992905e-05,1e-13,8.551531658727158e-08,0.03940656257989174
"org.apache.avro.reflect.ReflectData.getClassProp(Schema, String)",1,19,5,7,9,3,6,4,0,0,0,26,0.9,0.049723756906077346,0.2631578947368421,0.07,0.08163265306122448,0.05263157894736842,0.08571428571428572,0.09523809523809523,1e-13,1e-13,1e-13,3.393464943939348e-08,0.03940207843405488
"org.apache.avro.io.ValidatingEncoder.writeFixed(byte[], int, int)",9,9,3,4,10,2,7,4,0,0,0,52,0.09999999999999998,0.022099447513812154,0.15789473684210525,0.04,0.09183673469387756,0.02631578947368421,0.1,0.09523809523809523,1e-13,1e-13,1e-13,6.92266848563627e-08,0.03917382834871548
org.apache.avro.Protocol.parseMessages(JsonNode),9,55,7,26,8,3,3,6,1,1,0,8,0.09999999999999998,0.14917127071823205,0.3684210526315789,0.26,0.07142857142857142,0.05263157894736842,0.04285714285714286,0.14285714285714285,0.25,3.6126645568705655e-06,1e-13,9.501701843030176e-09,0.03872193696066945
org.apache.avro.io.BlockingBinaryEncoder.startItem(),9,4,2,2,10,2,5,5,0,2,0,2070,0.09999999999999998,0.008287292817679558,0.10526315789473684,0.02,0.09183673469387756,0.02631578947368421,0.07142857142857142,0.11904761904761904,1e-13,7.225329113741131e-06,1e-13,2.8084315876042047e-06,0.038578686971692255
org.apache.avro.io.JsonEncoder.writeEnum(int),9,9,3,4,10,2,5,5,0,0,0,29,0.09999999999999998,0.022099447513812154,0.15789473684210525,0.04,0.09183673469387756,0.02631578947368421,0.07142857142857142,0.11904761904761904,1e-13,1e-13,1e-13,3.8006807372120704e-08,0.038578589837219915
org.apache.avro.io.BinaryDecoder.readFloat(),9,6,3,3,11,2,4,5,0,1,0,2425,0.09999999999999998,0.013812154696132596,0.15789473684210525,0.03,0.10204081632653061,0.02631578947368421,0.05714285714285714,0.11904761904761904,1e-13,3.6126645568705655e-06,1e-13,3.290303609643592e-06,0.038068472026882134
org.apache.avro.io.ValidatingDecoder.readEnum(),9,9,3,4,11,2,4,5,0,0,0,16,0.09999999999999998,0.022099447513812154,0.15789473684210525,0.04,0.10204081632653061,0.02631578947368421,0.05714285714285714,0.11904761904761904,1e-13,1e-13,1e-13,2.036078966363609e-08,0.038068385520311304
org.apache.avro.io.JsonDecoder.readLong(),9,11,4,4,10,2,3,6,0,30,0,602,0.09999999999999998,0.027624309392265192,0.21052631578947367,0.04,0.09183673469387756,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,0.00010837993670611697,1e-13,8.157889725230193e-07,0.037985071753229696
org.apache.avro.io.JsonDecoder.readInt(),9,11,4,4,10,2,3,6,0,15,1,1248,0.09999999999999998,0.027624309392265192,0.21052631578947367,0.04,0.09183673469387756,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,5.4189968353058485e-05,6.396520292960629e-06,1.6926603140369469e-06,0.03798433252269406
org.apache.avro.io.JsonDecoder.readFloat(),9,11,4,4,10,2,3,6,0,10,0,405,0.09999999999999998,0.027624309392265192,0.21052631578947367,0.04,0.09183673469387756,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,3.6126645568705656e-05,1e-13,5.483839349405987e-07,0.03798392909712148
org.apache.avro.io.BinaryDecoder.doSkipBytes(long),0,13,6,5,10,2,8,3,0,0,0,5141,1.0,0.03314917127071823,0.3157894736842105,0.05,0.09183673469387756,0.02631578947368421,0.11428571428571428,0.07142857142857142,1e-13,1e-13,1e-13,6.9769639247393e-06,0.037983757916261705
org.apache.avro.io.JsonDecoder.readDouble(),9,11,4,4,10,2,3,6,0,6,0,135,0.09999999999999998,0.027624309392265192,0.21052631578947367,0.04,0.09183673469387756,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,2.1675987341223392e-05,1e-13,1.8188972099514906e-07,0.03798369563397735
org.apache.avro.Protocol.equals(Object),-1,1,0,0,9,3,5,4,0,0,0,1,1e-13,1e-13,1e-13,1e-13,0.08163265306122448,0.05263157894736842,0.07142857142857142,0.09523809523809523,1e-13,1e-13,1e-13,1e-13,0.03761636233440745
org.apache.avro.io.parsing.Parser.pushProduction(Symbol),1,11,4,5,8,2,9,3,1,752,287,2055794,0.9,0.027624309392265192,0.21052631578947367,0.05,0.07142857142857142,0.02631578947368421,0.12857142857142856,0.07142857142857142,0.25,0.0027167237467666653,0.0018358013240797005,0.002790504590998362,0.037581571166258994
org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter(),1,81,7,28,1,1,16,3,0,6,0,490,0.9,0.22099447513812154,0.3684210526315789,0.28,1e-13,1e-13,0.22857142857142856,0.07142857142857142,1e-13,2.1675987341223392e-05,1e-13,6.637617430345365e-07,0.03750164701248721
org.apache.avro.io.ResolvingDecoder.readIndex(),5,70,7,37,6,1,5,4,0,46081,383,1499822,0.5,0.19060773480662985,0.3684210526315789,0.37,0.05102040816326531,1e-13,0.07142857142857142,0.09523809523809523,1e-13,0.16647519544515252,0.002449867272203921,0.002035835994273623,0.03739038626147179
"org.apache.avro.io.JsonEncoder.writeFixed(byte[], int, int)",9,9,3,4,10,2,6,4,0,0,0,45,0.09999999999999998,0.022099447513812154,0.15789473684210525,0.04,0.09183673469387756,0.02631578947368421,0.08571428571428572,0.09523809523809523,1e-13,1e-13,1e-13,5.972498301333253e-08,0.03738811393631414
"org.apache.avro.ipc.HttpServer.HttpServer(ResponderServlet, int)",9,3,2,1,9,2,5,5,0,173,0,9,0.09999999999999998,0.0055248618784530384,0.10526315789473684,0.01,0.08163265306122448,0.02631578947368421,0.07142857142857142,0.11904761904761904,1e-13,0.0006249909683386078,1e-13,1.0859087820605914e-08,0.03730882883121465
org.apache.avro.io.JsonEncoder.writeString(Utf8),9,9,3,3,9,2,5,5,0,10,1,826,0.09999999999999998,0.022099447513812154,0.15789473684210525,0.03,0.08163265306122448,0.02631578947368421,0.07142857142857142,0.11904761904761904,1e-13,3.6126645568705656e-05,6.396520292960629e-06,1.1198434314999849e-06,0.03730364283801525
"org.apache.avro.io.parsing.Symbol.flattenedSize(Symbol[], int)",0,10,4,5,12,3,6,2,1,21,14,90469,1.0,0.024861878453038673,0.21052631578947367,0.05,0.11224489795918367,0.05263157894736842,0.08571428571428572,0.047619047619047616,0.25,7.586595569428187e-05,8.955128410144881e-05,0.00012279999461932198,0.03729166257292294
org.apache.avro.io.BlockingBinaryEncoder.writeArrayEnd(),9,13,2,9,11,3,5,3,0,11,0,1660,0.09999999999999998,0.03314917127071823,0.10526315789473684,0.09,0.10204081632653061,0.05263157894736842,0.07142857142857142,0.07142857142857142,1e-13,3.973931012557622e-05,1e-13,2.2519033367981513e-06,0.037191766867724005
org.apache.avro.io.BlockingBinaryEncoder.writeMapEnd(),9,13,2,9,11,3,5,3,0,3,0,754,0.09999999999999998,0.03314917127071823,0.10526315789473684,0.09,0.10204081632653061,0.05263157894736842,0.07142857142857142,0.07142857142857142,1e-13,1.0837993670611696e-05,1e-13,1.0221116411145317e-06,0.03719135455824867
org.apache.avro.io.ValidatingDecoder.skipMap(),9,12,3,4,10,3,4,4,2,7,0,546,0.09999999999999998,0.03038674033149171,0.15789473684210525,0.04,0.09183673469387756,0.05263157894736842,0.05714285714285714,0.09523809523809523,0.5,2.5288651898093957e-05,1e-13,7.397753577787779e-07,0.037106514279882326
org.apache.avro.io.ValidatingDecoder.skipArray(),9,12,3,4,10,3,4,4,2,6,0,580,0.09999999999999998,0.03038674033149171,0.15789473684210525,0.04,0.09183673469387756,0.05263157894736842,0.05714285714285714,0.09523809523809523,0.5,2.1675987341223392e-05,1e-13,7.85926481016353e-07,0.03710646549570323
org.apache.avro.io.JsonDecoder.readBoolean(),9,11,4,4,10,2,4,5,0,9,0,147,0.09999999999999998,0.027624309392265192,0.21052631578947367,0.04,0.09183673469387756,0.02631578947368421,0.05714285714285714,0.11904761904761904,1e-13,3.251398101183509e-05,1e-13,1.9817835272605795e-07,0.03679339046656943
org.apache.avro.file.DataFileWriter.setCodec(CodecFactory),9,28,7,12,6,1,7,6,0,0,0,19,0.09999999999999998,0.07458563535911603,0.3684210526315789,0.12,0.05102040816326531,1e-13,0.1,0.14285714285714285,1e-13,1e-13,1e-13,2.4432947596363308e-08,0.03673469455253603
org.apache.avro.io.JsonDecoder.readMapStart(),9,12,4,4,9,2,3,6,0,12,0,562,0.09999999999999998,0.03038674033149171,0.21052631578947367,0.04,0.08163265306122448,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,4.3351974682446785e-05,1e-13,7.614935334199897e-07,0.03670854117265064
org.apache.avro.io.JsonDecoder.readArrayStart(),9,12,4,4,9,2,3,6,0,5,0,773,0.09999999999999998,0.03038674033149171,0.21052631578947367,0.04,0.08163265306122448,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,1.8063322784352828e-05,1e-13,1.0479019746884708e-06,0.03670814435261043
"org.apache.avro.tool.Util.datumFromFile(Schema, String)",8,336,18,87,10,1,4,6,0,1,0,2,0.19999999999999996,0.925414364640884,0.9473684210526315,0.87,0.09183673469387756,1e-13,0.05714285714285714,0.14285714285714285,1e-13,3.6126645568705655e-06,1e-13,1.3573859775757393e-09,0.03648003497349114
org.apache.avro.Schema.parse(InputStream),9,42,4,21,8,2,5,5,0,1564,12,17010,0.09999999999999998,0.1132596685082873,0.21052631578947367,0.21,0.07142857142857142,0.02631578947368421,0.07142857142857142,0.11904761904761904,1e-13,0.005650207366945564,7.675824351552755e-05,2.308777809258575e-05,0.036179414890915314
org.apache.avro.io.JsonDecoder.doArrayNext(),3,13,6,5,9,2,6,4,0,4,0,1371,0.7,0.03314917127071823,0.3157894736842105,0.05,0.08163265306122448,0.02631578947368421,0.08571428571428572,0.09523809523809523,1e-13,1.4450658227482262e-05,1e-13,1.8596187892787628e-06,0.0361133497689876
org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter(Schema),2,282,12,75,4,1,13,3,0,5,0,39,0.8,0.7762430939226519,0.631578947368421,0.75,0.030612244897959183,1e-13,0.18571428571428572,0.07142857142857142,1e-13,1.8063322784352828e-05,1e-13,5.1580667147878096e-08,0.035971620282656235
org.apache.avro.generic.GenericDatumReader.GenericDatumReader(Schema),0,308,10,77,4,1,13,3,0,0,0,174,1.0,0.8480662983425414,0.5263157894736842,0.77,0.030612244897959183,1e-13,0.18571428571428572,0.07142857142857142,1e-13,1e-13,1e-13,2.348277741206029e-07,0.03596941852131769
"org.apache.avro.generic.GenericDatumWriter.write(D, Encoder)",4,255,14,82,3,1,17,1,0,109,1,5575,0.6,0.7016574585635359,0.7368421052631579,0.82,0.02040816326530612,1e-13,0.24285714285714285,0.023809523809523808,1e-13,0.0003937804366988916,6.396520292960629e-06,7.566069439007171e-06,0.03593291762747602
"org.apache.avro.file.DataFileReader.DataFileReader(SeekableInput, DatumReader<D>)",6,104,10,35,6,1,8,5,0,289,0,216,0.4,0.2845303867403315,0.5263157894736842,0.35,0.05102040816326531,1e-13,0.11428571428571428,0.11904761904761904,1e-13,0.0010440600569355935,1e-13,2.91837985178784e-07,0.035612137381335875
org.apache.avro.io.ValidatingEncoder.writeEnum(int),9,9,3,4,10,2,5,4,0,0,0,41,0.09999999999999998,0.022099447513812154,0.15789473684210525,0.04,0.09183673469387756,0.02631578947368421,0.07142857142857142,0.09523809523809523,1e-13,1e-13,1e-13,5.4295439103029576e-08,0.035602399578207246
org.apache.avro.file.DataFileWriter.close(),3,73,10,27,5,1,12,3,0,19,0,39,0.7,0.19889502762430938,0.5263157894736842,0.27,0.04081632653061224,1e-13,0.17142857142857143,0.07142857142857142,1e-13,6.864062658054074e-05,1e-13,5.1580667147878096e-08,0.03546403566402131
org.apache.avro.ipc.ByteBufferOutputStream.write(int),-1,1,0,0,8,2,3,6,0,1,1,1028,1e-13,1e-13,1e-13,1e-13,0.07142857142857142,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,3.6126645568705655e-06,6.396520292960629e-06,1.3940353989702843e-06,0.03543233082706767
"org.apache.avro.file.DataFileWriter.setMeta(String, String)",-1,1,0,0,7,2,7,4,0,0,0,9,1e-13,1e-13,1e-13,1e-13,0.061224489795918366,0.02631578947368421,0.1,0.09523809523809523,1e-13,1e-13,1e-13,1.0859087820605914e-08,0.03534729681346223
org.apache.avro.file.DataFileWriter.DataFileWriter(DatumWriter<D>),3,73,6,27,3,1,15,2,0,0,0,102,0.7,0.19889502762430938,0.3157894736842105,0.27,0.02040816326530612,1e-13,0.21428571428571427,0.047619047619047616,1e-13,1e-13,1e-13,1.3709598373514968e-07,0.03528912412729514
org.apache.avro.io.JsonEncoder.writeArrayEnd(),9,8,3,3,8,2,6,4,0,2,1,960,0.09999999999999998,0.019337016574585635,0.15789473684210525,0.03,0.07142857142857142,0.02631578947368421,0.08571428571428572,0.09523809523809523,1e-13,7.225329113741131e-06,6.396520292960629e-06,1.3017331524951341e-06,0.03483728377343111
org.apache.avro.io.JsonEncoder.writeMapEnd(),9,8,3,3,8,2,6,4,0,2,0,744,0.09999999999999998,0.019337016574585635,0.15789473684210525,0.03,0.07142857142857142,0.02631578947368421,0.08571428571428572,0.09523809523809523,1e-13,7.225329113741131e-06,1e-13,1.0085377813387743e-06,0.034837198136221
"org.apache.avro.specific.SpecificData.compare(Object, Object, Schema)",4,29,6,14,8,2,6,4,0,0,0,14,0.6,0.07734806629834254,0.3157894736842105,0.14,0.07142857142857142,0.02631578947368421,0.08571428571428572,0.09523809523809523,1e-13,1e-13,1e-13,1.7646017708484612e-08,0.03483709356497922
"org.apache.avro.generic.GenericDatumWriter.writeRecord(Schema, Object, Encoder)",3,59,5,21,6,2,4,6,1,88,9,5143,0.7,0.16022099447513813,0.2631578947368421,0.21,0.05102040816326531,0.02631578947368421,0.05714285714285714,0.14285714285714285,0.25,0.00031791448100460976,5.7568682636645664e-05,6.979678696694452e-06,0.034688273366280414
"org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)",5,48,7,22,6,2,4,6,1,1,0,4,0.5,0.1298342541436464,0.3684210526315789,0.22,0.05102040816326531,0.02631578947368421,0.05714285714285714,0.14285714285714285,0.25,3.6126645568705655e-06,1e-13,4.072157932727218e-09,0.034667208292486096
org.apache.avro.ipc.stats.Stopwatch.stop(),9,11,7,5,5,2,8,4,0,0,0,23,0.09999999999999998,0.027624309392265192,0.3684210526315789,0.05,0.04081632653061224,0.02631578947368421,0.11428571428571428,0.09523809523809523,1e-13,1e-13,1e-13,2.9862491506666264e-08,0.03458199137044592
org.apache.avro.util.Utf8.setLength(int),0,14,5,5,9,2,5,4,0,41,41,518151,1.0,0.03591160220994475,0.2631578947368421,0.05,0.08163265306122448,0.02631578947368421,0.07142857142857142,0.09523809523809523,1e-13,0.00014811924683169318,0.0002622573320113858,0.0007033295442808693,0.034389491440166474
org.apache.avro.io.JsonDecoder.doMapNext(),4,13,6,5,9,2,5,4,0,5,0,936,0.6,0.03314917127071823,0.3157894736842105,0.05,0.08163265306122448,0.02631578947368421,0.07142857142857142,0.09523809523809523,1e-13,1.8063322784352828e-05,1e-13,1.2691558890333162e-06,0.03432769331520315
"org.apache.avro.reflect.ReflectData.getSchema(Type, Map<String, Schema>)",5,48,8,21,8,2,4,5,0,2,0,74,0.5,0.1298342541436464,0.42105263157894735,0.21,0.07142857142857142,0.02631578947368421,0.05714285714285714,0.11904761904761904,1e-13,7.225329113741131e-06,1e-13,9.908917636302898e-08,0.034242239439220376
"org.apache.avro.RandomData.randomUtf8(Random, int)",9,19,4,16,7,2,3,6,1,115,25,8360,0.09999999999999998,0.049723756906077346,0.21052631578947367,0.16,0.061224489795918366,0.02631578947368421,0.04285714285714286,0.14285714285714285,0.25,0.000415456424040115,0.00015991300732401574,1.1346389386555605e-05,0.03416953891250259
"org.apache.avro.reflect.ReflectDatumReader.readInt(Object, Schema, Decoder)",9,3,1,2,7,2,3,6,0,0,0,21,0.09999999999999998,0.0055248618784530384,0.05263157894736842,0.02,0.061224489795918366,0.02631578947368421,0.04285714285714286,0.14285714285714285,1e-13,1e-13,1e-13,2.7147719551514788e-08,0.03415682082451007
org.apache.avro.Protocol.parse(JsonParser),9,2,1,1,9,2,3,5,0,8,0,8,0.09999999999999998,0.0027624309392265192,0.05263157894736842,0.01,0.08163265306122448,0.02631578947368421,0.04285714285714286,0.11904761904761904,1e-13,2.8901316454964524e-05,1e-13,9.501701843030176e-09,0.03373184979146551
org.apache.avro.io.ValidatingDecoder.checkFixed(int),3,12,5,5,9,2,6,3,0,402,262,996928,0.7,0.03038674033149171,0.2631578947368421,0.05,0.08163265306122448,0.02631578947368421,0.08571428571428572,0.07142857142857142,1e-13,0.0014522911518619673,0.001675888316755685,0.0013532147304666491,0.03333126807947409
org.apache.avro.Schema.writeProps(JsonGenerator),0,35,6,9,4,2,8,4,1,1,0,290,1.0,0.09392265193370165,0.3157894736842105,0.09,0.030612244897959183,0.02631578947368421,0.11428571428571428,0.09523809523809523,0.25,3.6126645568705655e-06,1e-13,3.922845475193887e-07,0.03330673074821846
org.apache.avro.file.DataFileReader.seek(long),9,10,5,5,6,1,5,6,0,2,0,54,0.09999999999999998,0.024861878453038673,0.2631578947368421,0.05,0.05102040816326531,1e-13,0.07142857142857142,0.14285714285714285,1e-13,7.225329113741131e-06,1e-13,7.194145681151418e-08,0.033163398487336786
org.apache.avro.io.JsonDecoder.checkFixed(int),4,16,6,7,9,2,6,3,0,0,0,44,0.6,0.04143646408839779,0.3157894736842105,0.07,0.08163265306122448,0.02631578947368421,0.08571428571428572,0.07142857142857142,1e-13,1e-13,1e-13,5.836759703575679e-08,0.03313641495792552
"org.apache.avro.RandomData.RandomData(Schema, int, long)",0,2,1,1,5,1,9,4,0,0,0,63,1.0,0.0027624309392265192,0.05263157894736842,0.01,0.04081632653061224,1e-13,0.12857142857142856,0.09523809523809523,1e-13,1e-13,1e-13,8.415793060969584e-08,0.033078235028428174
"org.apache.avro.file.DataFileReader.DataFileReader(File, DatumReader<D>)",7,136,15,39,3,1,12,3,0,286,0,204,0.30000000000000004,0.3729281767955801,0.7894736842105263,0.39,0.02040816326530612,1e-13,0.17142857142857143,0.07142857142857142,1e-13,0.0010332220632649817,1e-13,2.7554935344787506e-07,0.03298793213619966
org.apache.avro.io.JsonEncoder.startItem(),9,9,3,3,7,2,4,5,0,3,1,1186,0.09999999999999998,0.022099447513812154,0.15789473684210525,0.03,0.061224489795918366,0.02631578947368421,0.05714285714285714,0.11904761904761904,1e-13,1.0837993670611696e-05,6.396520292960629e-06,1.608502383427251e-06,0.03296658781690498
org.apache.avro.ipc.stats.Stopwatch.start(),9,4,3,2,5,2,7,4,0,0,0,29,0.09999999999999998,0.008287292817679558,0.15789473684210525,0.02,0.04081632653061224,0.02631578947368421,0.1,0.09523809523809523,1e-13,1e-13,1e-13,3.8006807372120704e-08,0.032796276858504066
org.apache.avro.io.BinaryDecoder.readString(Utf8),5,86,10,32,7,2,2,6,0,688,370,509791,0.5,0.23480662983425415,0.5263157894736842,0.32,0.061224489795918366,0.02631578947368421,0.02857142857142857,0.14285714285714285,1e-13,0.002485513215126949,0.002366712508395433,0.0006919817975083361,0.03273635928763831
"org.apache.avro.ipc.Requestor.Requestor(Protocol, Transceiver)",0,3,1,2,7,1,4,6,0,0,0,47,1.0,0.0055248618784530384,0.05263157894736842,0.02,0.061224489795918366,1e-13,0.05714285714285714,0.14285714285714285,1e-13,1e-13,1e-13,6.243975496848401e-08,0.03265306402950394
"org.apache.avro.RandomData.randomBytes(Random, int)",9,19,3,12,6,1,3,7,0,2,0,212,0.09999999999999998,0.049723756906077346,0.15789473684210525,0.12,0.05102040816326531,1e-13,0.04285714285714286,0.16666666666666666,1e-13,7.225329113741131e-06,1e-13,2.86408441268481e-07,0.03256816105081108
