hash,author,date,title,file,methods
152fa095,Niels Basjes,2016-12-01 13:44:57,AVRO-1967: Java: Fix NPE when calling getXyzBuilder on instance where the xyz is null,lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificBuilderTree.java,[None]->getBuilderForRecordWithNullRecord(); [None]->copyBuilderWithNullablesAndSetToNull(); [None]->getBuilderForNullBuilder(); [None]->getBuilderForNullRecord()
152fa095,Niels Basjes,2016-12-01 13:44:57,AVRO-1967: Java: Fix NPE when calling getXyzBuilder on instance where the xyz is null,lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,newBuilder(avro.examples.baseball.Player.Builder)->newBuilder(avro.examples.baseball.Player.Builder); newBuilder(avro.examples.baseball.Player)->newBuilder(avro.examples.baseball.Player)
152fa095,Niels Basjes,2016-12-01 13:44:57,AVRO-1967: Java: Fix NPE when calling getXyzBuilder on instance where the xyz is null,lang/java/tools/src/test/compiler/output/Player.java,newBuilder(avro.examples.baseball.Player.Builder)->newBuilder(avro.examples.baseball.Player.Builder); newBuilder(avro.examples.baseball.Player)->newBuilder(avro.examples.baseball.Player)
a53a4fd1,Niels Basjes,2016-11-30 21:50:13,AVRO-1966: Java: Fix NPE When copying builder with nullable record.,lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificBuilderTree.java,[None]->copyBuilderWithNullables()
a53a4fd1,Niels Basjes,2016-11-30 21:50:13,AVRO-1966: Java: Fix NPE When copying builder with nullable record.,lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,Builder(avro.examples.baseball.Player.Builder)->Builder(avro.examples.baseball.Player.Builder)
a53a4fd1,Niels Basjes,2016-11-30 21:50:13,AVRO-1966: Java: Fix NPE When copying builder with nullable record.,lang/java/tools/src/test/compiler/output/Player.java,Builder(avro.examples.baseball.Player.Builder)->Builder(avro.examples.baseball.Player.Builder)
454db154,Ryan Blue,2016-11-05 14:56:35,AVRO-1907 ADDENDUM: Do not warn when logical type name is null.,lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.java,"fromSchemaImpl(Schema,boolean)->fromSchemaImpl(Schema,boolean)"
bf7f3934,Gabor Szadovszky,2016-09-26 13:44:25,AVRO-1907: Java: Add debug logging for invalid logical types.,lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.java,"fromSchemaImpl(Schema,boolean)->fromSchemaImpl(Schema,boolean)"
67bec06d,Niels Basjes,2016-10-26 15:36:02,AVRO-1944: Fixed invalid toString in records with duplicate values,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"toString(Object,StringBuilder,IdentityHashMap<Object, Object>)->toString(Object,StringBuilder,IdentityHashMap<Object, Object>)"
67bec06d,Niels Basjes,2016-10-26 15:36:02,AVRO-1944: Fixed invalid toString in records with duplicate values,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericData.java,[None]->testToStringSameValues()
e2d1073b,Gabor Szadovszky,2016-10-26 14:42:39,AVRO-1943 - Flaky test: TestNettyServerWithCompression.testConnectionsCount,lang/java/ipc/src/test/java/org/apache/avro/ipc/TestNettyServer.java,testConnectionsCount()->testConnectionsCount()
420824c1,Sachin Goyal,2016-07-25 14:32:46,AVRO-1882: ConcurrentHashMap with non-string keys fails in Java 1.8,lang/java/avro/src/main/java/org/apache/avro/reflect/MapEntry.java,
420824c1,Sachin Goyal,2016-07-25 14:32:46,AVRO-1882: ConcurrentHashMap with non-string keys fails in Java 1.8,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java,"write(Schema,Object,Encoder)->write(Schema,Object,Encoder)"
420824c1,Sachin Goyal,2016-07-25 14:32:46,AVRO-1882: ConcurrentHashMap with non-string keys fails in Java 1.8,lang/java/avro/src/test/java/org/apache/avro/reflect/TestNonStringMapKeys.java,"testRecordNameInvariance()->testRecordNameInvariance(); buildSameMapSignature()->buildSameMapSignature(); [None]->getMap3(); [None]->setMap4(TreeMap<Integer, String>); getMap2()->getMap2(); setMap2(HashMap<Integer, String>)->[None]; [None]->setMap3(LinkedHashMap<Integer, String>); [None]->getMap4(); [None]->setMap2(ConcurrentHashMap<Integer, String>)"
8ecb2f13,Niels Basjes,2016-10-10 13:04:06,AVRO-1932: Java: Allow setting the SchemaStore on generated classes.,lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.java,"decode(InputStream,D)->decode(InputStream,D)"
8ecb2f13,Niels Basjes,2016-10-10 13:04:06,AVRO-1932: Java: Allow setting the SchemaStore on generated classes.,lang/java/ipc/src/test/java/org/apache/avro/message/TestCustomSchemaStore.java,
8ecb2f13,Niels Basjes,2016-10-10 13:04:06,AVRO-1932: Java: Allow setting the SchemaStore on generated classes.,lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,[None]->getDecoder(); [None]->createDecoder(SchemaStore)
8ecb2f13,Niels Basjes,2016-10-10 13:04:06,AVRO-1932: Java: Allow setting the SchemaStore on generated classes.,lang/java/tools/src/test/compiler/output/Player.java,[None]->getDecoder(); [None]->createDecoder(SchemaStore)
0a74e1e0,Doug Cutting,2016-10-06 15:07:12,AVRO-1929: Java: SchemaCompatibility fails to recognize string<->bytes promotion.  Contributed by Anders Sundelin.,lang/java/avro/src/main/java/org/apache/avro/SchemaCompatibility.java,"calculateCompatibility(Schema,Schema)->calculateCompatibility(Schema,Schema)"
0a74e1e0,Doug Cutting,2016-10-06 15:07:12,AVRO-1929: Java: SchemaCompatibility fails to recognize string<->bytes promotion.  Contributed by Anders Sundelin.,lang/java/avro/src/test/java/org/apache/avro/TestSchemaCompatibility.java,
ef0e1a1a,Doug Cutting,2016-10-06 14:43:29,AVRO-1860: Java: Field#DefaultVal() returns Ints for Long fields.  Contributed by Gabor Szadovszky.,lang/java/avro/src/main/java/org/apache/avro/Schema.java,defaultVal()->defaultVal()
ef0e1a1a,Doug Cutting,2016-10-06 14:43:29,AVRO-1860: Java: Field#DefaultVal() returns Ints for Long fields.  Contributed by Gabor Szadovszky.,lang/java/avro/src/test/java/org/apache/avro/TestSchemaBuilder.java,[None]->testDefaultTypes()
e276aa5e,Niels Basjes,2016-09-22 14:42:47,AVRO-1923: Stop infinite recursion in GenericData.toString,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"toString(Object)->toString(Object); [None]->toString(Object,StringBuilder,IdentityHashMap<Object, Object>); toString(Object,StringBuilder)->[None]"
e276aa5e,Niels Basjes,2016-09-22 14:42:47,AVRO-1923: Stop infinite recursion in GenericData.toString,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericData.java,[None]->testToStringRecursive()
be33922c,radai-rosenblatt,2016-09-06 09:16:42,AVRO-1901: Record named Exception generated bad code,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,
be33922c,radai-rosenblatt,2016-09-06 09:16:42,AVRO-1901: Record named Exception generated bad code,lang/java/compiler/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,testPrivateFieldVisibility()->testPrivateFieldVisibility(); testPublicFieldVisibility()->testPublicFieldVisibility(); testPublicDeprecatedFieldVisibility()->testPublicDeprecatedFieldVisibility(); testSettingOutputCharacterEncoding()->testSettingOutputCharacterEncoding(); testSettersCreatedByDefault()->testSettersCreatedByDefault(); testSettersNotCreatedWhenOptionTurnedOff()->testSettersNotCreatedWhenOptionTurnedOff(); setUp()->setUp(); testCreateAllArgsConstructor()->testCreateAllArgsConstructor()
be33922c,radai-rosenblatt,2016-09-06 09:16:42,AVRO-1901: Record named Exception generated bad code,lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,build()->build()
be33922c,radai-rosenblatt,2016-09-06 09:16:42,AVRO-1901: Record named Exception generated bad code,lang/java/tools/src/test/compiler/output/Player.java,build()->build()
27cb9e27,Niels Basjes,2016-09-15 10:19:52,AVRO-1914: Fix licencing errors reported by rat.,lang/java/avro/src/test/java/org/apache/avro/specific/TestSpecificLogicalTypes.java,
27cb9e27,Niels Basjes,2016-09-15 10:19:52,AVRO-1914: Fix licencing errors reported by rat.,lang/java/avro/src/test/java/org/apache/avro/specific/TestSpecificToFromByteArray.java,
4810d48c,Niels Basjes,2016-09-15 10:18:05,AVRO-1913: No warnings in the generated Java code.,lang/java/avro/src/test/java/org/apache/avro/FooBarSpecificRecord.java,
4810d48c,Niels Basjes,2016-09-15 10:18:05,AVRO-1913: No warnings in the generated Java code.,lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,build()->build()
4810d48c,Niels Basjes,2016-09-15 10:18:05,AVRO-1913: No warnings in the generated Java code.,lang/java/tools/src/test/compiler/output/Player.java,build()->build()
4c992a58,Ryan Blue,2016-09-04 14:54:40,AVRO-1908: Fix TestSpecificCompiler reference to private method.,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,"makePath(String,String)->makePath(String,String)"
4c992a58,Ryan Blue,2016-09-04 14:54:40,AVRO-1908: Fix TestSpecificCompiler reference to private method.,lang/java/ipc/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,testMakePath()->testMakePath()
5acae5e1,Ryan Blue,2016-09-04 15:15:24,AVRO-1883: Java: Fix incompatible schema detection nested in unions. Contributed by Yibing Shi.,lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java,hasErrors(Symbol)->hasErrors(Symbol)
5acae5e1,Ryan Blue,2016-09-04 15:15:24,AVRO-1883: Java: Fix incompatible schema detection nested in unions. Contributed by Yibing Shi.,lang/java/avro/src/test/java/org/apache/avro/TestSchemaValidation.java,[None]->testUnionWithIncompatibleElements(); [None]->testUnionWithCompatibleElements()
e6d2c4d8,shijinkui,2016-05-05 18:43:39,AVRO-1884: Java: Add method to set the compiler output suffix.,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,"[None]->setSuffix(String); makePath(String,String)->makePath(String,String)"
17cfe99d,Ryan Blue,2016-09-03 17:25:48,AVRO-1888: Java: Fix single-record encoding marker check.,lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.java,"decode(InputStream,D)->decode(InputStream,D)"
17cfe99d,Ryan Blue,2016-09-03 17:25:48,AVRO-1888: Java: Fix single-record encoding marker check.,lang/java/avro/src/test/java/org/apache/avro/message/TestBinaryMessageEncoding.java,[None]->testByteBufferBadVersionByte(); [None]->testByteBufferUnknownSchema(); [None]->testByteBufferBadMarkerByte()
fa0059c5,Andrius Druzinis-Vitkus,2016-07-28 10:44:06,AVRO-607: Java: Make SpecificData schema cache thread-safe.,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,getSchema(java.lang.reflect.Type)->getSchema(java.lang.reflect.Type)
fa0059c5,Andrius Druzinis-Vitkus,2016-07-28 10:44:06,AVRO-607: Java: Make SpecificData schema cache thread-safe.,lang/java/guava/src/main/java/org/apache/avro/GuavaClasses.java,
9cfd3387,Doug Cutting,2016-08-31 16:45:21,AVRO-1895. Fix deepCopy() to get correct logical type conversion.,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"deepCopy(Schema,T)->deepCopy(Schema,T)"
973aa71a,Doug Cutting,2016-08-31 16:20:47,AVRO-1895. Java: Fix GenericData#deepCopy() to support logical types.,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"[None]->deepCopyRaw(Schema,Object); deepCopy(Schema,T)->deepCopy(Schema,T)"
973aa71a,Doug Cutting,2016-08-31 16:20:47,AVRO-1895. Java: Fix GenericData#deepCopy() to support logical types.,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericLogicalTypes.java,"[None]->testCopyDecimalRaw(); [None]->testCopyDecimal(); [None]->testCopy(Schema,Object,GenericData); [None]->testCopyUuidRaw(); [None]->testCopyUuid(); [None]->checkCopy(Object,Object,boolean)"
07c8f328,Sean Busbey,2016-09-01 08:44:41,"Revert ""AVRO-1695. Java: Fix GenericData#deepCopy() to support logical types.""",lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"deepCopyRaw(Schema,Object)->[None]; deepCopy(Schema,T)->deepCopy(Schema,T)"
07c8f328,Sean Busbey,2016-09-01 08:44:41,"Revert ""AVRO-1695. Java: Fix GenericData#deepCopy() to support logical types.""",lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericLogicalTypes.java,"testCopyDecimalRaw()->[None]; testCopyDecimal()->[None]; testCopy(Schema,Object,GenericData)->[None]; testCopyUuidRaw()->[None]; testCopyUuid()->[None]; checkCopy(Object,Object,boolean)->[None]"
5d45505b,Sean Busbey,2016-09-01 08:44:21,"Revert ""AVRO-1695. Fix deepCopy() to get correct logical type conversion.""",lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"deepCopy(Schema,T)->deepCopy(Schema,T)"
9456db01,Doug Cutting,2016-08-31 16:45:21,AVRO-1695. Fix deepCopy() to get correct logical type conversion.,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"deepCopy(Schema,T)->deepCopy(Schema,T)"
be1639c4,Doug Cutting,2016-08-31 16:20:47,AVRO-1695. Java: Fix GenericData#deepCopy() to support logical types.,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,"[None]->deepCopyRaw(Schema,Object); deepCopy(Schema,T)->deepCopy(Schema,T)"
be1639c4,Doug Cutting,2016-08-31 16:20:47,AVRO-1695. Java: Fix GenericData#deepCopy() to support logical types.,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericLogicalTypes.java,"[None]->testCopyDecimalRaw(); [None]->testCopyDecimal(); [None]->testCopy(Schema,Object,GenericData); [None]->testCopyUuidRaw(); [None]->testCopyUuid(); [None]->checkCopy(Object,Object,boolean)"
f6c044e5,Ryan Blue,2016-06-27 20:41:40,AVRO-1704: Java: Add toByteArray and fromByteArray to specific.,lang/java/avro/src/test/java/org/apache/avro/specific/TestRecordWithLogicalTypes.java,[None]->toByteBuffer(); [None]->fromByteBuffer(java.nio.ByteBuffer)
f6c044e5,Ryan Blue,2016-06-27 20:41:40,AVRO-1704: Java: Add toByteArray and fromByteArray to specific.,lang/java/avro/src/test/java/org/apache/avro/specific/TestRecordWithoutLogicalTypes.java,[None]->fromByteBuffer(java.nio.ByteBuffer); [None]->toByteBuffer()
f6c044e5,Ryan Blue,2016-06-27 20:41:40,AVRO-1704: Java: Add toByteArray and fromByteArray to specific.,lang/java/avro/src/test/java/org/apache/avro/specific/TestSpecificToFromByteArray.java,
f6c044e5,Ryan Blue,2016-06-27 20:41:40,AVRO-1704: Java: Add toByteArray and fromByteArray to specific.,lang/java/compiler/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,[None]->testToFromByteBuffer()
f6c044e5,Ryan Blue,2016-06-27 20:41:40,AVRO-1704: Java: Add toByteArray and fromByteArray to specific.,lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,[None]->fromByteBuffer(java.nio.ByteBuffer); [None]->toByteBuffer()
f6c044e5,Ryan Blue,2016-06-27 20:41:40,AVRO-1704: Java: Add toByteArray and fromByteArray to specific.,lang/java/tools/src/test/compiler/output/Player.java,[None]->fromByteBuffer(java.nio.ByteBuffer); [None]->toByteBuffer()
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/BadHeaderException.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageEncoder.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/MessageDecoder.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/MessageEncoder.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/MissingSchemaException.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/RawMessageDecoder.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/RawMessageEncoder.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/message/SchemaStore.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/util/ReusableByteArrayInputStream.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/main/java/org/apache/avro/util/ReusableByteBufferInputStream.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/avro/src/test/java/org/apache/avro/message/TestBinaryMessageEncoding.java,
e3c5da69,Ryan Blue,2016-07-24 15:20:37,AVRO-1704: Java: Add support for single-message encoding.,lang/java/guava/src/main/java/org/apache/avro/GuavaClasses.java,
5259f26e,Yibing Shi,2016-07-21 10:55:14,AVRO-1877 restore correct javaUnbox in Specific Compiler.,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,"javaUnbox(Schema)->javaUnbox(Schema); [None]->javaType(Schema,boolean); javaType(Schema)->javaType(Schema); [None]->getConvertedLogicalType(Schema)"
5259f26e,Yibing Shi,2016-07-21 10:55:14,AVRO-1877 restore correct javaUnbox in Specific Compiler.,lang/java/compiler/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,[None]->testJavaUnbox(); [None]->testNullableTypesJavaUnbox()
0376544c,Ryan Blue,2016-06-27 20:37:56,AVRO-1869: Java: Fix Decimal conversion from ByteBuffer.,lang/java/avro/src/main/java/org/apache/avro/Conversions.java,"fromBytes(ByteBuffer,Schema,LogicalType)->fromBytes(ByteBuffer,Schema,LogicalType)"
89a31b92,Yibing Shi,2016-06-22 14:31:06,AVRO-1847 IDL compiler should use BigDecimal to represent decimal logical type.,lang/java/avro/src/main/java/org/apache/avro/Conversions.java,"[None]->convertToRawType(Object,Schema,LogicalType,Conversion<T>); [None]->convertToLogicalType(Object,Schema,LogicalType,Conversion<?>)"
89a31b92,Yibing Shi,2016-06-22 14:31:06,AVRO-1847 IDL compiler should use BigDecimal to represent decimal logical type.,lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.java,
89a31b92,Yibing Shi,2016-06-22 14:31:06,AVRO-1847 IDL compiler should use BigDecimal to represent decimal logical type.,lang/java/avro/src/main/java/org/apache/avro/data/RecordBuilderBase.java,"[None]->defaultValue(Field,Conversion<?>)"
89a31b92,Yibing Shi,2016-06-22 14:31:06,AVRO-1847 IDL compiler should use BigDecimal to represent decimal logical type.,lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java,"convert(Object,Schema,LogicalType,Conversion<?>)->convert(Object,Schema,LogicalType,Conversion<?>)"
89a31b92,Yibing Shi,2016-06-22 14:31:06,AVRO-1847 IDL compiler should use BigDecimal to represent decimal logical type.,lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,"convert(Schema,LogicalType,Conversion<T>,Object)->convert(Schema,LogicalType,Conversion<T>,Object)"
89a31b92,Yibing Shi,2016-06-22 14:31:06,AVRO-1847 IDL compiler should use BigDecimal to represent decimal logical type.,lang/java/avro/src/test/java/org/apache/avro/specific/TestRecordWithLogicalTypes.java,"Builder(TestRecordWithLogicalTypes.Builder)->Builder(TestRecordWithLogicalTypes.Builder); [None]->hasDec(); [None]->clearDec(); [None]->getDec(); [None]->setDec(BigDecimal); Builder(TestRecordWithLogicalTypes)->Builder(TestRecordWithLogicalTypes); build()->build(); [None]->getDec(); [None]->setDec(BigDecimal); put(int,java.lang.Object)->put(int,java.lang.Object); TestRecordWithLogicalTypes(java.lang.Boolean,java.lang.Integer,java.lang.Long,java.lang.Float,java.lang.Double,java.lang.CharSequence,org.joda.time.LocalDate,org.joda.time.LocalTime,org.joda.time.DateTime)->[None]; [None]->TestRecordWithLogicalTypes(java.lang.Boolean,java.lang.Integer,java.lang.Long,java.lang.Float,java.lang.Double,java.lang.CharSequence,org.joda.time.LocalDate,org.joda.time.LocalTime,org.joda.time.DateTime,BigDecimal); get(int)->get(int)"
