method,pattern,space,score,target,issue
"org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)",,"org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)",0.13838031367906337,"org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)",AVRO-557
"org.apache.avro.tool.RpcReceiveTool.run1(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.RpcReceiveTool.run1(InputStream, PrintStream, PrintStream, List<String>)",0.13821339061944196,,
org.apache.avro.io.ResolvingDecoder.readEnum(),HotCallee,"org.apache.avro.io.ResolvingDecoder.readEnum(), org.apache.avro.io.parsing.Parser.advance(Symbol)",0.13675247865201212,,
"org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream<D>, boolean)",,"org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream<D>, boolean)",0.13651307338699156,,
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.bestBranch(Schema, Schema)",,"org.apache.avro.io.parsing.ResolvingGrammarGenerator.bestBranch(Schema, Schema)",0.1359607741682514,,
org.apache.avro.ipc.SocketTransceiver.readBuffers(),HotExec,org.apache.avro.ipc.SocketTransceiver.readBuffers(),0.13582798780311384,,
org.apache.avro.io.ResolvingDecoder.readIndex(),HotCallee,"org.apache.avro.io.ResolvingDecoder.readIndex(), org.apache.avro.io.parsing.Parser.advance(Symbol)",0.1354650796154909,,
org.apache.avro.io.ResolvingDecoder.readDouble(),HotCallee,"org.apache.avro.io.ResolvingDecoder.readDouble(), org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.BinaryDecoder.readLong()",0.1332143432625588,,
org.apache.avro.io.ResolvingDecoder.readLong(),HotCallee,"org.apache.avro.io.ResolvingDecoder.readLong(), org.apache.avro.io.BinaryDecoder.readLong(), org.apache.avro.io.parsing.Parser.advance(Symbol)",0.1311973126977086,,
org.apache.avro.io.ParsingDecoder.skipTopSymbol(),"HotCyclic, FreqExec","org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol), org.apache.avro.io.parsing.SkipParser.skipTo(int), org.apache.avro.io.ParsingDecoder.skipTopSymbol(), org.apache.avro.io.ValidatingDecoder.skipString()",0.12421183653985629,,
org.apache.avro.specific.SpecificCompiler.type(Schema),,org.apache.avro.specific.SpecificCompiler.type(Schema),0.12190119245671566,org.apache.avro.specific.SpecificCompiler.type(Schema),AVRO-637
"org.apache.avro.ipc.Responder.handshake(Decoder, Encoder)",,"org.apache.avro.ipc.Responder.handshake(Decoder, Encoder)",0.12177196595479575,,
org.apache.avro.Protocol.toJson(JsonGenerator),,org.apache.avro.Protocol.toJson(JsonGenerator),0.12054850242299636,,
"org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol)","HotCyclic, FreqExec","org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.JsonDecoder.readIndex(), org.apache.avro.io.JsonDecoder.advance(Symbol)",0.11887810117445324,,
"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",,"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",0.11607475383685481,,
org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream),HotCallee,org.apache.avro.ipc.HttpTransceiver.readBuffers(InputStream),0.1153476669260067,,
org.apache.avro.specific.SpecificCompiler.compileInterface(Protocol),,org.apache.avro.specific.SpecificCompiler.compileInterface(Protocol),0.1138900823487471,,
org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol),HotCallee,"org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol), org.apache.avro.io.parsing.SkipParser.skipTo(int)",0.11373458816962594,,
org.apache.avro.file.DataFileReader.sync(long),,org.apache.avro.file.DataFileReader.sync(long),0.11330920620411405,,
"org.apache.avro.generic.GenericData.instanceOf(Schema, Object)",,"org.apache.avro.generic.GenericData.instanceOf(Schema, Object)",0.11106022632995925,,
org.apache.avro.reflect.ReflectData.getFields(Class),,org.apache.avro.reflect.ReflectData.getFields(Class),0.11070996189602726,,
org.apache.avro.io.parsing.SkipParser.skipRepeater(),HotCallee,"org.apache.avro.io.parsing.SkipParser.skipRepeater(), org.apache.avro.io.parsing.SkipParser.skipTo(int)",0.10679017877717373,,
org.apache.avro.Schema.create(Type),,org.apache.avro.Schema.create(Type),0.1028397548885532,,
org.apache.avro.file.DeflateCodec.decompress(ByteBuffer),FreqExec,"org.apache.avro.file.DeflateCodec.decompress(ByteBuffer), org.apache.avro.file.DataFileStream.hasNext()",0.10067474605073742,org.apache.avro.file.DataFileStream.hasNext(),AVRO-512
"org.apache.avro.generic.GenericDatumReader.readArray(Object, Schema, ResolvingDecoder)",,"org.apache.avro.generic.GenericDatumReader.readArray(Object, Schema, ResolvingDecoder)",0.1003342258396377,,
org.apache.avro.ipc.Requestor.readHandshake(Decoder),,org.apache.avro.ipc.Requestor.readHandshake(Decoder),0.10006984430626863,,
"org.apache.avro.tool.BinaryFragmentToJsonTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.BinaryFragmentToJsonTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.09979949874688514,,
"org.apache.avro.tool.DataFileReadTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.DataFileReadTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.09856264762518592,,
org.apache.avro.ipc.Requestor.writeHandshake(Encoder),,org.apache.avro.ipc.Requestor.writeHandshake(Encoder),0.09670918909015505,,
"org.apache.avro.specific.SpecificResponder.respond(Message, Object)",,"org.apache.avro.specific.SpecificResponder.respond(Message, Object)",0.09611733603821618,"org.apache.avro.specific.SpecificResponder.respond(Message, Object)",AVRO-512
"org.apache.avro.generic.GenericDatumReader.readMap(Object, Schema, ResolvingDecoder)",,"org.apache.avro.generic.GenericDatumReader.readMap(Object, Schema, ResolvingDecoder)",0.09592472435092965,,
org.apache.avro.file.DataFileWriter.appendTo(File),,org.apache.avro.file.DataFileWriter.appendTo(File),0.0958801978887523,,
org.apache.avro.ipc.stats.StatsServlet.writeStats(Writer),,org.apache.avro.ipc.stats.StatsServlet.writeStats(Writer),0.0954677100120196,,
org.apache.avro.reflect.ReflectData.getProtocol(Class),,org.apache.avro.reflect.ReflectData.getProtocol(Class),0.09543730789922238,,
org.apache.avro.io.BlockingBinaryEncoder.check(),,org.apache.avro.io.BlockingBinaryEncoder.check(),0.09097698265991493,,
"org.apache.avro.io.BlockingBinaryEncoder.write(byte[], int, int)",,"org.apache.avro.io.BlockingBinaryEncoder.write(byte[], int, int)",0.08743108181956448,,
org.apache.avro.io.parsing.SkipParser.skipTo(int),HotExec,"org.apache.avro.io.parsing.SkipParser.skipTo(int), org.apache.avro.io.parsing.SkipParser.skipRepeater(), org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol)",0.08434337223239169,,
org.apache.avro.ipc.DatagramTransceiver.readBuffers(),HotCallee,org.apache.avro.ipc.DatagramTransceiver.readBuffers(),0.083256355173649,,
"org.apache.avro.io.JsonDecoder.doAction(Symbol, Symbol)",,"org.apache.avro.io.JsonDecoder.doAction(Symbol, Symbol)",0.08254977601404723,,
"org.apache.avro.io.parsing.Symbol.flatten(Symbol[], int, Symbol[], int, Map<Sequence, Sequence>, Map<Sequence, List>)",,"org.apache.avro.io.parsing.Symbol.flatten(Symbol[], int, Symbol[], int, Map<Sequence, Sequence>, Map<Sequence, List>)",0.08236252464069191,,
org.apache.avro.tool.Main.Main(),,org.apache.avro.tool.Main.Main(),0.08121603617677661,org.apache.avro.tool.Main.Main(),AVRO-512
org.apache.avro.io.BlockingBinaryEncoder.ensure(int),,org.apache.avro.io.BlockingBinaryEncoder.ensure(int),0.08037823642391233,,
org.apache.avro.io.ValidatingDecoder.skipMap(),,org.apache.avro.io.ValidatingDecoder.skipMap(),0.07968528262932736,,
org.apache.avro.io.ValidatingDecoder.skipArray(),,org.apache.avro.io.ValidatingDecoder.skipArray(),0.07968523384514827,,
"org.apache.avro.ipc.stats.StatsServlet.writeMethod(Writer, Message, FloatHistogram<?>)",,"org.apache.avro.ipc.stats.StatsServlet.writeMethod(Writer, Message, FloatHistogram<?>)",0.07940072567394335,,
"org.apache.avro.tool.JsonToBinaryFragmentTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.JsonToBinaryFragmentTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.07898317221628541,,
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)",,"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)",0.07479671376928813,,
org.apache.avro.ipc.DatagramServer.run(),HotCallee,"org.apache.avro.ipc.DatagramServer.run(), org.apache.avro.ipc.DatagramTransceiver.readBuffers()",0.07384383112184,,
org.apache.avro.io.BinaryDecoder.readInt(),,org.apache.avro.io.BinaryDecoder.readInt(),0.07203815850378707,,
org.apache.avro.io.BlockingBinaryEncoder.flush(),,org.apache.avro.io.BlockingBinaryEncoder.flush(),0.0719447093826044,,
"org.apache.avro.generic.GenericDatumWriter.writeMap(Schema, Object, Encoder)",,"org.apache.avro.generic.GenericDatumWriter.writeMap(Schema, Object, Encoder)",0.0717831912532725,,
"org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder)",HotExec,"org.apache.avro.generic.GenericDatumReader.readRecord(Object, Schema, ResolvingDecoder)",0.07086484160549068,,
org.apache.avro.file.DataFileStream.hasNextBlock(),FreqExec,"org.apache.avro.file.DataFileStream.hasNextBlock(), org.apache.avro.file.DataFileStream.nextBlock(DataBlock), org.apache.avro.file.DataFileStream.hasNext()",0.06974352985969208,org.apache.avro.file.DataFileStream.hasNextBlock(),AVRO-512
org.apache.avro.reflect.ReflectData.getClass(Schema),,org.apache.avro.reflect.ReflectData.getClass(Schema),0.06919090546569631,,
org.apache.avro.specific.SpecificCompiler.params(Schema),,org.apache.avro.specific.SpecificCompiler.params(Schema),0.0691747225206043,,
org.apache.avro.file.DeflateCodec.compress(ByteBuffer),,org.apache.avro.file.DeflateCodec.compress(ByteBuffer),0.06886899887170443,,
org.apache.avro.util.Utf8.Utf8(String),,org.apache.avro.util.Utf8.Utf8(String),0.06883031841426963,,
org.apache.avro.io.BinaryDecoder.ensureBounds(int),FreqExec,"org.apache.avro.io.BinaryDecoder.ensureBounds(int), org.apache.avro.io.BinaryDecoder.readInt(), org.apache.avro.io.BinaryDecoder.readLong()",0.06845357693392182,,
"org.apache.avro.generic.GenericDatumWriter.writeArray(Schema, Object, Encoder)",,"org.apache.avro.generic.GenericDatumWriter.writeArray(Schema, Object, Encoder)",0.06838303451317113,,
org.apache.avro.ipc.SocketServer.run(),,org.apache.avro.ipc.SocketServer.run(),0.06813427791151937,,
org.apache.avro.io.ResolvingDecoder.skipAction(),,org.apache.avro.io.ResolvingDecoder.skipAction(),0.06803437718415477,,
org.apache.avro.specific.SpecificCompiler.compile(),,org.apache.avro.specific.SpecificCompiler.compile(),0.06707125816057607,,
org.apache.avro.file.DataFileStream.hasNext(),FreqExec,"org.apache.avro.file.DataFileStream.hasNext(), org.apache.avro.file.DataFileStream.next(D)",0.06704944549215841,,
"org.apache.avro.tool.GenAvroTool.run(InputStream, PrintStream, PrintStream, List<String>)",,"org.apache.avro.tool.GenAvroTool.run(InputStream, PrintStream, PrintStream, List<String>)",0.06633352901360187,,
org.apache.avro.ipc.ByteBufferInputStream.readBuffer(int),,org.apache.avro.ipc.ByteBufferInputStream.readBuffer(int),0.06466344446036196,,
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.resolveUnion(Schema, Schema, Map<LitS, Symbol>)",,"org.apache.avro.io.parsing.ResolvingGrammarGenerator.resolveUnion(Schema, Schema, Map<LitS, Symbol>)",0.06431886746191122,,
"org.apache.avro.io.BlockingBinaryEncoder.BlockingBinaryEncoder(OutputStream, int)",HotExec,"org.apache.avro.io.BlockingBinaryEncoder.BlockingBinaryEncoder(OutputStream, int)",0.06413339655397325,,
org.apache.avro.io.JsonDecoder.readIndex(),,org.apache.avro.io.JsonDecoder.readIndex(),0.06347428400351095,,
org.apache.avro.ipc.stats.Histogram.toString(),,org.apache.avro.ipc.stats.Histogram.toString(),0.06346053639181574,,
org.apache.avro.io.parsing.Parser.processImplicitActions(),,org.apache.avro.io.parsing.Parser.processImplicitActions(),0.06330337519800218,,
org.apache.avro.io.BinaryDecoder.readIndex(),FreqExec,"org.apache.avro.io.BinaryDecoder.readIndex(), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol)",0.0630274669564651,,
"org.apache.avro.ipc.ByteBufferOutputStream.write(byte[], int, int)",,"org.apache.avro.ipc.ByteBufferOutputStream.write(byte[], int, int)",0.06273364777506006,,
org.apache.avro.ipc.DatagramTransceiver.writeBuffers(List<ByteBuffer>),,org.apache.avro.ipc.DatagramTransceiver.writeBuffers(List<ByteBuffer>),0.0626655925528106,,
org.apache.avro.io.DirectBinaryDecoder.readInt(),,org.apache.avro.io.DirectBinaryDecoder.readInt(),0.0626226864325971,,
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder)",FreqExec,"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder), org.apache.avro.file.DataFileStream.hasNext()",0.062365107094925806,,
org.apache.avro.Protocol.parseTypes(JsonNode),,org.apache.avro.Protocol.parseTypes(JsonNode),0.06192102194868875,,
org.apache.avro.io.DirectBinaryDecoder.readLong(),,org.apache.avro.io.DirectBinaryDecoder.readLong(),0.061194056569996415,,
org.apache.avro.io.parsing.Parser.pushSymbol(Symbol),FreqExec,"org.apache.avro.io.parsing.Parser.pushSymbol(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.ResolvingDecoder.readIndex()",0.06117647290167313,,
org.apache.avro.AvroRuntimeException.AvroRuntimeException(String),,org.apache.avro.AvroRuntimeException.AvroRuntimeException(String),0.060476206737874814,,
org.apache.avro.io.JsonEncoder.writeBytes(ByteBuffer),,org.apache.avro.io.JsonEncoder.writeBytes(ByteBuffer),0.05999104933840856,,
"org.apache.avro.io.DirectBinaryDecoder.doReadBytes(byte[], int, int)",,"org.apache.avro.io.DirectBinaryDecoder.doReadBytes(byte[], int, int)",0.05990180137185809,,
org.apache.avro.io.parsing.Parser.advance(Symbol),"HotCyclic, FreqExec","org.apache.avro.io.parsing.Parser.advance(Symbol), org.apache.avro.io.ResolvingDecoder.doAction(Symbol, Symbol), org.apache.avro.io.JsonDecoder.readIndex(), org.apache.avro.io.JsonDecoder.advance(Symbol), org.apache.avro.io.ResolvingDecoder.readIndex(), org.apache.avro.io.ValidatingDecoder.checkFixed(int), org.apache.avro.io.ValidatingDecoder.readArrayStart(), org.apache.avro.io.ResolvingDecoder.readLong(), org.apache.avro.io.ResolvingDecoder.readFieldOrder(), org.apache.avro.io.ValidatingDecoder.readString(Utf8), org.apache.avro.io.ValidatingDecoder.readNull()",0.05988657170265354,,
org.apache.avro.ipc.ByteBufferInputStream.getBuffer(),,org.apache.avro.ipc.ByteBufferInputStream.getBuffer(),0.059855684677980366,,
org.apache.avro.io.BinaryDecoder.readLong(),FreqExec,"org.apache.avro.io.BinaryDecoder.readLong(), org.apache.avro.io.BinaryDecoder.doReadItemCount(), org.apache.avro.io.ResolvingDecoder.readLong(), org.apache.avro.file.DataFileStream.hasNextBlock()",0.05932875941127216,,
org.apache.avro.io.parsing.Parser.processTrailingImplicitActions(),,org.apache.avro.io.parsing.Parser.processTrailingImplicitActions(),0.059108765885543355,,
org.apache.avro.file.DataFileWriter.init(OutputStream),,org.apache.avro.file.DataFileWriter.init(OutputStream),0.05909573290279487,,
org.apache.avro.specific.SpecificCompiler.errors(Schema),,org.apache.avro.specific.SpecificCompiler.errors(Schema),0.059060150375956855,,
"org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>, OutputStream)",,"org.apache.avro.ipc.HttpTransceiver.writeBuffers(List<ByteBuffer>, OutputStream)",0.05818981323826241,,
"org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema)",,"org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema)",0.057805227489580085,,
"org.apache.avro.io.BinaryData.compareBytes(byte[], int, int, byte[], int, int)",,"org.apache.avro.io.BinaryData.compareBytes(byte[], int, int, byte[], int, int)",0.057747247815846295,,
"org.apache.avro.generic.GenericData.resolveUnion(Schema, Object)",,"org.apache.avro.generic.GenericData.resolveUnion(Schema, Object)",0.0574757955871601,,
"org.apache.avro.io.BinaryEncoder.encodeLong(long, OutputStream)",,"org.apache.avro.io.BinaryEncoder.encodeLong(long, OutputStream)",0.057170466398829695,,
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.mkEnumAdjust(List<String>, List<String>)",,"org.apache.avro.io.parsing.ResolvingGrammarGenerator.mkEnumAdjust(List<String>, List<String>)",0.057066816297411185,,
"org.apache.avro.reflect.ReflectData.findField(Class, String)",,"org.apache.avro.reflect.ReflectData.findField(Class, String)",0.05665771676725759,,
org.apache.avro.Protocol.parseMessages(JsonNode),,org.apache.avro.Protocol.parseMessages(JsonNode),0.05597757605841381,,
org.apache.avro.io.parsing.Parser.pushProduction(Symbol),,org.apache.avro.io.parsing.Parser.pushProduction(Symbol),0.055137962143702604,,
"org.apache.avro.ipc.SocketServer.SocketServer(Responder, SocketAddress)",,"org.apache.avro.ipc.SocketServer.SocketServer(Responder, SocketAddress)",0.05496653431134007,,
"org.apache.avro.io.parsing.Symbol.flattenedSize(Symbol[], int)",,"org.apache.avro.io.parsing.Symbol.flattenedSize(Symbol[], int)",0.0548364173169258,,
"org.apache.avro.reflect.ReflectDatumReader.readString(Object, Schema, Decoder)",,"org.apache.avro.reflect.ReflectDatumReader.readString(Object, Schema, Decoder)",0.05479054801255674,,
org.apache.avro.io.JsonDecoder.advance(Symbol),,org.apache.avro.io.JsonDecoder.advance(Symbol),0.05393043249738105,,
org.apache.avro.io.JsonDecoder.readString(Utf8),,org.apache.avro.io.JsonDecoder.readString(Utf8),0.05320147506754558,,
"org.apache.avro.Schema.addProp(String, String)",,"org.apache.avro.Schema.addProp(String, String)",0.05304355305639917,,
"org.apache.avro.generic.GenericDatumReader.read(D, Decoder)",,"org.apache.avro.generic.GenericDatumReader.read(D, Decoder)",0.05290217198303443,"org.apache.avro.generic.GenericDatumReader.read(D, Decoder)",AVRO-557
"org.apache.avro.generic.GenericDatumWriter.writeRecord(Schema, Object, Encoder)",,"org.apache.avro.generic.GenericDatumWriter.writeRecord(Schema, Object, Encoder)",0.05275486842535668,,
"org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)",,"org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)",0.05273380335156236,,
org.apache.avro.file.DataFileWriter.writeBlock(),,org.apache.avro.file.DataFileWriter.writeBlock(),0.05249875976096292,,
org.apache.avro.Schema.writeProps(JsonGenerator),,org.apache.avro.Schema.writeProps(JsonGenerator),0.05164543465083213,,
"org.apache.avro.specific.SpecificResponder.readRequest(Schema, Decoder)",,"org.apache.avro.specific.SpecificResponder.readRequest(Schema, Decoder)",0.05089707695762448,,
org.apache.avro.io.BlockingBinaryEncoder.expandStack(),,org.apache.avro.io.BlockingBinaryEncoder.expandStack(),0.050493499006597706,,
org.apache.avro.specific.SpecificData.getSchema(java.lang.reflect.Type),,org.apache.avro.specific.SpecificData.getSchema(java.lang.reflect.Type),0.05026226147295262,,
org.apache.avro.io.BinaryEncoder.BinaryEncoder(OutputStream),,org.apache.avro.io.BinaryEncoder.BinaryEncoder(OutputStream),0.04964876257169864,,
org.apache.avro.file.DataFileStream.next(D),HotCallee,"org.apache.avro.file.DataFileStream.next(D), org.apache.avro.file.DataFileReader.blockFinished(), org.apache.avro.file.DataFileStream.hasNext()",0.04954882875413431,,
org.apache.avro.specific.SpecificCompiler.SpecificCompiler(Protocol),,org.apache.avro.specific.SpecificCompiler.SpecificCompiler(Protocol),0.049400286430379706,,
"org.apache.avro.io.BinaryEncoder.encodeLong(long, byte[], int)",,"org.apache.avro.io.BinaryEncoder.encodeLong(long, byte[], int)",0.049128450344365276,,
org.apache.avro.AvroTypeException.AvroTypeException(String),,org.apache.avro.AvroTypeException.AvroTypeException(String),0.049047625543625496,,
org.apache.avro.io.BinaryDecoder.isEnd(),,org.apache.avro.io.BinaryDecoder.isEnd(),0.048223490980339255,,
org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),,org.apache.avro.io.BlockingBinaryEncoder.finishOverflow(),0.04821001225745565,,
org.apache.avro.io.BinaryDecoder.doSkipItems(),,org.apache.avro.io.BinaryDecoder.doSkipItems(),0.04817623362090858,,
"org.apache.avro.specific.SpecificRequestor.writeRequest(Schema, Object, Encoder)",,"org.apache.avro.specific.SpecificRequestor.writeRequest(Schema, Object, Encoder)",0.04756355278446728,,
org.apache.avro.io.JsonDecoder.readEnum(),,org.apache.avro.io.JsonDecoder.readEnum(),0.04669172996901813,,
org.apache.avro.Schema.toString(boolean),,org.apache.avro.Schema.toString(boolean),0.046499226963419855,,
"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)",,"org.apache.avro.io.BlockingBinaryEncoder.doWriteBytes(byte[], int, int)",0.04637415179481787,,
org.apache.avro.specific.SpecificDatumReader.newInstance(Class),,org.apache.avro.specific.SpecificDatumReader.newInstance(Class),0.04621873369919915,,
org.apache.avro.ipc.SocketTransceiver.writeBuffers(List<ByteBuffer>),,org.apache.avro.ipc.SocketTransceiver.writeBuffers(List<ByteBuffer>),0.04620647943539433,,
"org.apache.avro.specific.SpecificCompiler.line(StringBuilder, int, String)",,"org.apache.avro.specific.SpecificCompiler.line(StringBuilder, int, String)",0.04613684044663334,,
org.apache.avro.io.DirectBinaryDecoder.doSkipBytes(long),,org.apache.avro.io.DirectBinaryDecoder.doSkipBytes(long),0.04604547081990691,,
org.apache.avro.Protocol.toString(boolean),,org.apache.avro.Protocol.toString(boolean),0.04553769594347486,,
org.apache.avro.ipc.HttpTransceiver.getLength(List<ByteBuffer>),,org.apache.avro.ipc.HttpTransceiver.getLength(List<ByteBuffer>),0.04484247190412,,
org.apache.avro.ipc.ByteBufferOutputStream.getBufferList(),,org.apache.avro.ipc.ByteBufferOutputStream.getBufferList(),0.044162634952457466,,
