method,Layer,Size,Depth,Width,LOC,Cyclomatic,FanIn,FanOut,Loop,Time,OwnTime,Count,N_Layer,N_Size,N_Depth,N_Width,N_LOC,N_Cyclomatic,N_FanIn,N_FanOut,N_Loop,N_Time,N_OwnTime,N_Count,score
"org.apache.avro.Schema.getAliases(Schema, Map<Schema, Schema>, Map<Name, Name>, Map<Name, Map>)",6,38,8,18,42,16,14,9,5,2,0,558,0.5,0.08222222222222222,0.2962962962962963,0.1276595744680851,0.35344827586206895,0.38461538461538464,0.16470588235294117,0.1956521739130435,0.8333333333333334,5.226380679115906e-06,1e-13,1.757133056405378e-06,0.19317579778512023
"org.apache.avro.generic.GenericData.toString(Object, StringBuilder)",2,12,3,8,52,13,3,21,4,31,4,2159,0.8333333333333334,0.024444444444444446,0.1111111111111111,0.05673758865248227,0.4396551724137931,0.3076923076923077,0.03529411764705882,0.45652173913043476,0.6666666666666666,8.100890052629654e-05,1.6865112827604815e-05,6.807707604529275e-06,0.19058747386938982
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.resolveRecords(Schema, Schema, Map<LitS, Symbol>)",4,71,5,25,58,11,5,15,4,424,20,1972,0.6666666666666667,0.15555555555555556,0.18518518518518517,0.1773049645390071,0.49137931034482757,0.2564102564102564,0.058823529411764705,0.32608695652173914,0.6666666666666666,0.001107992703972572,8.432556413802409e-05,6.217790402468582e-06,0.17999583528955646
"org.apache.avro.data.Json.write(JsonNode, Encoder)",11,18,4,14,53,11,18,24,2,105,13,5844,0.08333333333333337,0.03777777777777778,0.14814814814814814,0.09929078014184398,0.4482758620689655,0.2564102564102564,0.21176470588235294,0.5217391304347826,0.3333333333333333,0.00027438498565358503,5.481161668971565e-05,1.843254658631351e-05,0.17715766709365804
org.apache.avro.ipc.trace.TracePlugin.TracePlugin(TracePluginConfiguration),2,14,3,9,56,11,27,25,1,1571,0,21,0.8333333333333334,0.028888888888888888,0.1111111111111111,0.06382978723404255,0.47413793103448276,0.2564102564102564,0.3176470588235294,0.5434782608695652,0.16666666666666666,0.004105322023445544,1e-13,6.309274888349652e-08,0.17601143213204784
org.apache.avro.data.Json.read(Decoder),11,106,13,33,29,13,11,18,4,109,10,5850,0.08333333333333337,0.23333333333333334,0.48148148148148145,0.23404255319148937,0.2413793103448276,0.3076923076923077,0.12941176470588237,0.391304347826087,0.6666666666666666,0.00028483774701181685,4.216278206901204e-05,1.8451474410978556e-05,0.17366029690465057
org.apache.avro.protobuf.ProtobufData.getSchema(FieldDescriptor),5,55,10,22,37,21,30,18,1,4,0,38,0.5833333333333333,0.12,0.37037037037037035,0.15602836879432624,0.3103448275862069,0.5128205128205128,0.35294117647058826,0.391304347826087,0.16666666666666666,1.0452761358231812e-05,1e-13,1.1672158543446856e-07,0.17340829470501817
org.apache.avro.ipc.trace.SpanAggregator.getFullSpans(List<Span>),11,22,6,9,47,10,18,18,3,18,1,7,0.08333333333333337,0.04666666666666667,0.2222222222222222,0.06382978723404255,0.39655172413793105,0.23076923076923078,0.21176470588235294,0.391304347826087,0.5,4.703742611204315e-05,4.216278206901204e-06,1.8927824665048957e-08,0.1730398896982949
"org.apache.avro.tool.RecodecTool.run(InputStream, PrintStream, PrintStream, List<String>)",11,114,7,32,57,9,6,36,1,593,0,14,0.08333333333333337,0.2511111111111111,0.25925925925925924,0.22695035460992907,0.4827586206896552,0.20512820512820512,0.07058823529411765,0.782608695652174,0.16666666666666666,0.001549621871357866,1e-13,4.101028677427274e-08,0.17082803139028693
"org.apache.avro.specific.SpecificData.createSchema(java.lang.reflect.Type, Map<String, Schema>)",4,53,9,24,58,19,21,23,0,447,0,135,0.6666666666666667,0.11555555555555555,0.3333333333333333,0.1702127659574468,0.49137931034482757,0.46153846153846156,0.24705882352941178,0.5,1e-13,0.0011680960817824048,1e-13,4.2272141751942667e-07,0.1700602613937957
"org.apache.avro.Protocol.parseMessage(String, JsonNode)",11,57,5,26,57,16,6,19,2,52,0,206,0.08333333333333337,0.12444444444444444,0.18518518518518517,0.18439716312056736,0.4827586206896552,0.38461538461538464,0.07058823529411765,0.41304347826086957,0.3333333333333333,0.00013588589765701353,1e-13,6.467006760558394e-07,0.16843718973926294
"org.apache.avro.io.parsing.JsonGrammarGenerator.generate(Schema, Map<LitS, Symbol>)",11,24,4,11,49,17,29,16,1,87,14,17464,0.08333333333333337,0.051111111111111114,0.14814814814814814,0.07801418439716312,0.41379310344827586,0.41025641025641024,0.3411764705882353,0.34782608695652173,0.16666666666666666,0.00022734755954154187,5.902789489661686e-05,5.5089433687624984e-05,0.16797700439797608
"org.apache.avro.io.JsonDecoder.doAction(Symbol, Symbol)",11,8,2,4,58,17,14,20,1,29,3,5953,0.08333333333333337,0.015555555555555555,0.07407407407407407,0.028368794326241134,0.49137931034482757,0.41025641025641024,0.16470588235294117,0.43478260869565216,0.16666666666666666,7.578251984718063e-05,1.2648834620703612e-05,1.8776402067728566e-05,0.16677998717856723
org.apache.avro.generic.GenericData.induce(Object),11,29,4,15,45,21,11,14,2,8,1,728,0.08333333333333337,0.06222222222222222,0.14814814814814814,0.10638297872340426,0.3793103448275862,0.5128205128205128,0.12941176470588237,0.30434782608695654,0.3333333333333333,2.0905522716463623e-05,4.216278206901204e-06,2.2934214219150984e-06,0.16592283519681694
"org.apache.avro.io.BufferedBinaryEncoder.writeFixed(byte[], int, int)",2,15,4,8,10,2,12,5,0,347330,237176,316069193,0.8333333333333334,0.03111111111111111,0.14814814814814814,0.05673758865248227,0.07758620689655173,0.02564102564102564,0.1411764705882353,0.10869565217391304,1e-13,0.9076394006386638,1.0,0.9970837080332824,0.16473110587427128
org.apache.avro.specific.SpecificData.getClass(Schema),3,58,9,24,38,22,33,15,0,473,169,328476,0.75,0.12666666666666668,0.3333333333333333,0.1702127659574468,0.31896551724137934,0.5384615384615384,0.38823529411764707,0.32608695652173914,1e-13,0.0012360390306109116,0.0007125510169663035,0.0010362195344753259,0.1573465836462863
"org.apache.avro.tool.DataFileWriteTool.run(InputStream, PrintStream, PrintStream, List<String>)",11,42,5,16,60,7,7,30,1,174,0,7,0.08333333333333337,0.09111111111111111,0.18518518518518517,0.11347517730496454,0.5086206896551724,0.15384615384615385,0.08235294117647059,0.6521739130434783,0.16666666666666666,0.00045469511908308375,1e-13,1.8927824665048957e-08,0.15637500008052002
org.apache.avro.io.parsing.Parser.advance(Symbol),2,129,6,68,24,7,74,6,1,1346,586,2415713,0.8333333333333334,0.28444444444444444,0.2222222222222222,0.48226950354609927,0.19827586206896552,0.15384615384615385,0.8705882352941177,0.13043478260869565,0.16666666666666666,0.0035173541970450043,0.002470739029244106,0.007620695529542457,0.15301445674554132
org.apache.avro.ipc.SaslSocketTransceiver.open(boolean),2,19,5,12,48,14,13,21,1,187,0,10,0.8333333333333334,0.04,0.18518518518518517,0.0851063829787234,0.4051724137931034,0.3333333333333333,0.15294117647058825,0.45652173913043476,0.16666666666666666,0.0004886665934973371,1e-13,2.8391736997573435e-08,0.15148681976251535
"org.apache.avro.file.DataFileReader12.DataFileReader12(SeekableInput, DatumReader<D>)",6,67,13,24,34,6,14,27,2,4,0,6,0.5,0.14666666666666667,0.48148148148148145,0.1702127659574468,0.28448275862068967,0.1282051282051282,0.16470588235294117,0.5869565217391305,0.3333333333333333,1.0452761358231812e-05,1e-13,1.577318722087413e-08,0.14976892875579778
"org.apache.avro.reflect.ReflectData.getMessage(Method, Protocol, Map<String, Schema>)",5,68,12,31,34,10,7,18,3,82,0,31,0.5833333333333333,0.14888888888888888,0.4444444444444444,0.2198581560283688,0.28448275862068967,0.23076923076923078,0.08235294117647059,0.391304347826087,0.5,0.00021428160784375212,1e-13,9.463912332524478e-08,0.14890340207884883
org.apache.avro.protobuf.ProtobufData.getDefault(FieldDescriptor),6,52,10,23,29,22,24,19,0,2,0,36,0.5,0.11333333333333333,0.37037037037037035,0.16312056737588654,0.2413793103448276,0.5384615384615384,0.2823529411764706,0.41304347826086957,1e-13,5.226380679115906e-06,1e-13,1.104123105461189e-07,0.14752398183954082
"org.apache.avro.generic.GenericData.hashCode(Object, Schema)",3,39,6,17,30,12,18,17,2,1,0,194,0.75,0.08444444444444445,0.2222222222222222,0.12056737588652482,0.25,0.28205128205128205,0.21176470588235294,0.3695652173913043,0.3333333333333333,2.613190339557953e-06,1e-13,6.088450267257414e-07,0.14467161191123712
org.apache.avro.mapred.tether.TetheredProcess.startSubprocess(JobConf),4,30,8,10,43,6,8,32,1,0,0,1,0.6666666666666667,0.06444444444444444,0.2962962962962963,0.07092198581560284,0.3620689655172414,0.1282051282051282,0.09411764705882353,0.6956521739130435,0.16666666666666666,1e-13,1e-13,1e-13,0.14467105813610406
org.apache.avro.compiler.specific.SpecificCompiler.enqueue(Schema),6,13,5,8,30,18,18,9,2,14,3,2634,0.5,0.02666666666666667,0.18518518518518517,0.05673758865248227,0.25,0.4358974358974359,0.21176470588235294,0.1956521739130435,0.3333333333333333,3.658466475381134e-05,1.2648834620703612e-05,8.306160390512317e-06,0.1426666075849043
org.apache.avro.file.DataFileStream.initialize(InputStream),4,53,9,18,30,6,13,25,2,773,14,1528,0.6666666666666667,0.11555555555555555,0.3333333333333333,0.1276595744680851,0.25,0.1282051282051282,0.15294117647058825,0.5434782608695652,0.3333333333333333,0.0020199961324782975,5.902789489661686e-05,4.817131377254959e-06,0.14090373417357513
org.apache.avro.thrift.ThriftData.getSchema(FieldValueMetaData),11,27,5,12,52,16,28,11,0,3,0,17,0.08333333333333337,0.057777777777777775,0.18518518518518517,0.0851063829787234,0.4396551724137931,0.38461538461538464,0.32941176470588235,0.2391304347826087,1e-13,7.839571018673859e-06,1e-13,5.0474199106797216e-08,0.1392814109011845
"org.apache.avro.generic.GenericDatumWriter.write(Schema, Object, Encoder)",3,68,5,32,28,16,24,22,0,5128,782,1404581,0.75,0.14888888888888888,0.18518518518518517,0.22695035460992907,0.23275862068965517,0.38461538461538464,0.2823529411764706,0.4782608695652174,1e-13,0.013400440061253181,0.0032971295577967417,0.004430940661339077,0.13895294798465324
org.apache.avro.thrift.ThriftData.getSchema(Class),5,32,9,10,32,8,14,20,2,38,0,9,0.5833333333333333,0.06888888888888889,0.3333333333333333,0.07092198581560284,0.2672413793103448,0.1794871794871795,0.16470588235294117,0.43478260869565216,0.3333333333333333,9.930123290320221e-05,1e-13,2.5237099553398608e-08,0.13795941065898373
org.apache.avro.Schema.create(Type),1,143,8,76,13,9,70,10,0,149,13,32786,0.9166666666666666,0.31555555555555553,0.2962962962962963,0.5390070921985816,0.10344827586206896,0.20512820512820512,0.8235294117647058,0.21739130434782608,1e-13,0.000389365360594135,5.481161668971565e-05,0.00010342478860727167,0.13499689390510117
"org.apache.avro.tool.RpcReceiveTool.run1(InputStream, PrintStream, PrintStream, List<String>)",11,296,17,68,45,5,7,31,0,394,0,1,0.08333333333333337,0.6555555555555556,0.6296296296296297,0.48226950354609927,0.3793103448275862,0.10256410256410256,0.08235294117647059,0.6739130434782609,1e-13,0.0010295969937858334,1e-13,1e-13,0.1238934417789863
org.apache.avro.ipc.stats.StatsServlet.renderMethod(Message),11,21,5,17,74,1,7,24,0,26,0,3,0.08333333333333337,0.044444444444444446,0.18518518518518517,0.12056737588652482,0.6293103448275862,1e-13,0.08235294117647059,0.5217391304347826,1e-13,6.794294882850677e-05,1e-13,6.309274888349652e-09,0.12334146906327616
"org.apache.avro.ipc.trace.FileSpanStorage.getSpansInRange(long, long)",11,59,9,16,38,9,7,13,2,60,0,1,0.08333333333333337,0.1288888888888889,0.3333333333333333,0.11347517730496454,0.31896551724137934,0.20512820512820512,0.08235294117647059,0.2826086956521739,0.3333333333333333,0.00015679142037347717,1e-13,1e-13,0.12224317468502319
"org.apache.avro.generic.GenericDatumReader.read(Object, Schema, ResolvingDecoder)",4,183,17,60,20,15,21,19,0,9733,810,2189189,0.6666666666666667,0.40444444444444444,0.6296296296296297,0.425531914893617,0.16379310344827586,0.358974358974359,0.24705882352941178,0.41304347826086957,1e-13,0.025434181574917555,0.0034151853475899753,0.006906094437138199,0.12145472057874351
"org.apache.avro.mapred.tether.TetherMapRunner.run(RecordReader<TetherData, NullWritable>, OutputCollector<TetherData, NullWritable>, Reporter)",11,44,7,10,32,6,10,24,1,206,0,1,0.08333333333333337,0.09555555555555556,0.25925925925925924,0.07092198581560284,0.2672413793103448,0.1282051282051282,0.11764705882352941,0.5217391304347826,0.16666666666666666,0.0005383172099489383,1e-13,1e-13,0.12016135472797375
org.apache.avro.io.JsonDecoder.makeParser(List<JsonElement>),11,8,3,3,116,1,1,1,1,0,0,12,0.08333333333333337,0.015555555555555555,0.1111111111111111,0.02127659574468085,0.9913793103448276,1e-13,0.011764705882352941,0.021739130434782608,0.16666666666666666,1e-13,1e-13,3.470101188592308e-08,0.1191549816672721
"org.apache.avro.generic.GenericData.instanceOf(Schema, Object)",2,19,4,15,26,18,16,15,0,105,70,358615,0.8333333333333334,0.04,0.14814814814814814,0.10638297872340426,0.21551724137931033,0.4358974358974359,0.18823529411764706,0.32608695652173914,1e-13,0.00027438498565358503,0.0002951394744830843,0.001131297152405311,0.11665362180203716
org.apache.avro.ipc.stats.StatsServlet.writeStats(Writer),11,22,4,18,34,6,9,14,2,580,0,6,0.08333333333333337,0.04666666666666667,0.14814814814814814,0.1276595744680851,0.28448275862068967,0.1282051282051282,0.10588235294117647,0.30434782608695654,0.3333333333333333,0.0015156503969436126,1e-13,1.577318722087413e-08,0.11565076779526126
"org.apache.avro.ipc.Responder.handshake(Decoder, Encoder, Transceiver)",7,263,16,92,33,9,15,15,1,1107,0,5321,0.41666666666666663,0.5822222222222222,0.5925925925925926,0.6524822695035462,0.27586206896551724,0.20512820512820512,0.17647058823529413,0.32608695652173914,0.16666666666666666,0.0028928017058906536,1e-13,1.6782671203010076e-05,0.11529349029644452
"org.apache.avro.io.parsing.ResolvingGrammarGenerator.bestBranch(Schema, Schema)",4,71,9,23,37,12,10,5,2,7,2,2915,0.6666666666666667,0.15555555555555556,0.3333333333333333,0.16312056737588654,0.3103448275862069,0.28205128205128205,0.11764705882352941,0.10869565217391304,0.3333333333333333,1.829233237690567e-05,8.432556413802408e-06,9.192613512325443e-06,0.11520918887818823
"org.apache.avro.generic.GenericData.writeEscapedString(String, StringBuilder)",2,11,3,6,41,12,3,7,2,15,5,1178,0.8333333333333334,0.022222222222222223,0.1111111111111111,0.0425531914893617,0.3448275862068966,0.28205128205128205,0.03529411764705882,0.15217391304347827,0.3333333333333333,3.919785509336929e-05,2.108139103450602e-05,3.71300827179377e-06,0.11477071415545108
"org.apache.avro.mapred.Pair.Pair(K, Schema, V, Schema)",6,121,13,85,5,1,85,5,0,0,0,3,0.5,0.26666666666666666,0.48148148148148145,0.6028368794326241,0.034482758620689655,1e-13,1.0,0.10869565217391304,1e-13,1e-13,1e-13,6.309274888349652e-09,0.11431784156609458
org.apache.avro.io.BlockingBinaryEncoder.compact(),3,16,5,9,34,7,14,9,2,0,0,4,0.75,0.03333333333333333,0.18518518518518517,0.06382978723404255,0.28448275862068967,0.15384615384615385,0.16470588235294117,0.1956521739130435,0.3333333333333333,1e-13,1e-13,9.463912332524478e-09,0.11320203061371033
org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Protocol),5,77,10,31,20,5,4,22,2,0,0,2,0.5833333333333333,0.1688888888888889,0.37037037037037035,0.2198581560283688,0.16379310344827586,0.10256410256410256,0.047058823529411764,0.4782608695652174,0.3333333333333333,1e-13,1e-13,3.154637444174826e-09,0.11250102342050132
org.apache.avro.io.BlockingBinaryEncoder.ensureBounds(int),3,28,7,14,10,3,17,3,1,382674,35567,11237,0.75,0.06,0.25925925925925924,0.09929078014184398,0.07758620689655173,0.05128205128205128,0.2,0.06521739130434782,0.16666666666666666,1.0,0.14996036698485513,3.5445506322748346e-05,0.11206805044819798
"org.apache.avro.compiler.specific.SpecificCompiler.generateMethodName(Schema, Field, String)",2,10,3,8,32,10,9,16,1,54,12,1678,0.8333333333333334,0.02,0.1111111111111111,0.05673758865248227,0.2672413793103448,0.23076923076923078,0.10588235294117647,0.34782608695652173,0.16666666666666666,0.00014111227833612944,5.059533848281445e-05,5.290326993881184e-06,0.11184695377942648
org.apache.avro.compiler.specific.SpecificCompiler.javaType(Schema),11,14,5,8,27,17,17,13,0,12,3,3439,0.08333333333333337,0.028888888888888888,0.18518518518518517,0.05673758865248227,0.22413793103448276,0.41025641025641024,0.2,0.2826086956521739,1e-13,3.1358284074695435e-05,1.2648834620703612e-05,1.0845643533073053e-05,0.11170111310395264
org.apache.avro.io.BlockingBinaryEncoder.endBlockedValue(),4,19,6,9,41,7,14,11,1,28841,3,2822,0.6666666666666667,0.04,0.2222222222222222,0.06382978723404255,0.3448275862068966,0.15384615384615385,0.16470588235294117,0.2391304347826087,0.16666666666666666,0.07536702258319092,1.2648834620703612e-05,8.899232230017184e-06,0.11003599080429792
"org.apache.avro.tool.DataFileGetMetaTool.run(InputStream, PrintStream, PrintStream, List<String>)",11,60,8,15,36,5,4,22,1,2,0,2,0.08333333333333337,0.13111111111111112,0.2962962962962963,0.10638297872340426,0.3017241379310345,0.10256410256410256,0.047058823529411764,0.4782608695652174,0.16666666666666666,5.226380679115906e-06,1e-13,3.154637444174826e-09,0.1096275944952411
"org.apache.avro.ipc.trace.Trace.printWithTimingRecurse(List<TraceNode>, int)",11,2,1,1,24,8,11,4,3,4,0,8,0.08333333333333337,0.0022222222222222222,0.037037037037037035,0.0070921985815602835,0.19827586206896552,0.1794871794871795,0.12941176470588237,0.08695652173913043,0.5,1.0452761358231812e-05,1e-13,2.208246210922378e-08,0.10941318940128021
"org.apache.avro.tool.RpcSendTool.run(InputStream, PrintStream, PrintStream, List<String>)",11,393,14,90,42,5,4,27,0,192,0,1,0.08333333333333337,0.8711111111111111,0.5185185185185185,0.6382978723404256,0.35344827586206895,0.10256410256410256,0.047058823529411764,0.5869565217391305,1e-13,0.000501732545195127,1e-13,1e-13,0.10904690938085175
org.apache.avro.ipc.SocketTransceiver.readBuffers(),-1,1,0,0,22,7,2,10,3,3831,10,2124,1e-13,1e-13,1e-13,1e-13,0.1810344827586207,0.15384615384615385,0.023529411764705882,0.21739130434782608,0.5,0.010011132190846516,4.216278206901204e-05,6.697295293983155e-06,0.10758013527173081
"org.apache.avro.ipc.Requestor.request(Request, Callback<T>)",9,142,13,34,46,9,5,18,0,19716,2,5327,0.25,0.31333333333333335,0.48148148148148145,0.24113475177304963,0.3879310344827586,0.20512820512820512,0.058823529411764705,0.391304347826087,1e-13,0.0515216607347246,8.432556413802408e-06,1.6801599027675124e-05,0.10708065781584816
org.apache.avro.io.JsonDecoder.getVaueAsTree(JsonParser),11,8,4,5,31,13,13,8,1,1,0,14,0.08333333333333337,0.015555555555555555,0.14814814814814814,0.03546099290780142,0.25862068965517243,0.3076923076923077,0.15294117647058825,0.17391304347826086,0.16666666666666666,2.613190339557953e-06,1e-13,4.101028677427274e-08,0.1059834196382361
org.apache.avro.io.ParsingDecoder.skipTopSymbol(),11,15,1,14,30,14,14,14,0,1,0,481,0.08333333333333337,0.03111111111111111,0.037037037037037035,0.09929078014184398,0.25,0.3333333333333333,0.16470588235294117,0.30434782608695654,1e-13,2.613190339557953e-06,1e-13,1.5142259732039165e-06,0.10523874730406428
"org.apache.avro.tool.SpecificCompilerTool.determineInputs(List<File>, FilenameFilter)",11,93,10,23,23,6,4,8,3,2,0,3,0.08333333333333337,0.20444444444444446,0.37037037037037035,0.16312056737588654,0.1896551724137931,0.1282051282051282,0.047058823529411764,0.17391304347826086,0.5,5.226380679115906e-06,1e-13,6.309274888349652e-09,0.1038833958228527
"org.apache.avro.ipc.NettyTransceiver.disconnect(boolean, boolean)",1,4,2,3,29,6,9,18,1,7,0,16,0.9166666666666666,0.006666666666666667,0.07407407407407407,0.02127659574468085,0.2413793103448276,0.1282051282051282,0.10588235294117647,0.391304347826087,0.16666666666666666,1.829233237690567e-05,1e-13,4.731956166262239e-08,0.1033445590279784
"org.apache.avro.tool.ToTextTool.run(InputStream, PrintStream, PrintStream, List<String>)",11,74,6,22,29,4,7,21,1,8,0,3,0.08333333333333337,0.1622222222222222,0.2222222222222222,0.15602836879432624,0.2413793103448276,0.07692307692307693,0.08235294117647059,0.45652173913043476,0.16666666666666666,2.0905522716463623e-05,1e-13,6.309274888349652e-09,0.10238491696287244
org.apache.avro.io.BufferedBinaryEncoder.ensureBounds(int),1,12,4,6,6,2,9,1,0,110228,110226,316993639,0.9166666666666666,0.024444444444444446,0.14814814814814814,0.0425531914893617,0.04310344827586207,0.02564102564102564,0.10588235294117647,0.021739130434782608,1e-13,0.288046744748794,0.4647434816338921,1.0,0.10229617080306208
org.apache.avro.ipc.SaslSocketTransceiver.writeBuffers(List<ByteBuffer>),11,3,1,2,35,7,7,15,1,754,0,22,0.08333333333333337,0.0044444444444444444,0.037037037037037035,0.014184397163120567,0.29310344827586204,0.15384615384615385,0.08235294117647059,0.32608695652173914,0.16666666666666666,0.0019703455160266963,1e-13,6.624738632767134e-08,0.10221702855212259
org.apache.avro.Protocol.toJson(JsonGenerator),4,22,6,11,20,5,7,15,2,269,0,78,0.6666666666666667,0.04666666666666667,0.2222222222222222,0.07801418439716312,0.16379310344827586,0.10256410256410256,0.08235294117647059,0.32608695652173914,0.3333333333333333,0.0007029482013410893,1e-13,2.429070832014616e-07,0.10084274092226732
"org.apache.avro.file.DataFileWriter.create(Schema, OutputStream)",11,114,13,34,20,2,17,20,1,696,8,785,0.08333333333333337,0.2511111111111111,0.48148148148148145,0.24113475177304963,0.16379310344827586,0.02564102564102564,0.2,0.43478260869565216,0.16666666666666666,0.001818780476332335,3.373022565520963e-05,2.4732357562330637e-06,0.09917004171926004
"org.apache.avro.file.DataFileWriter.appendAllFrom(DataFileStream<D>, boolean)",11,114,13,36,23,5,8,12,2,290,6,366,0.08333333333333337,0.2511111111111111,0.48148148148148145,0.2553191489361702,0.1896551724137931,0.10256410256410256,0.09411764705882353,0.2608695652173913,0.3333333333333333,0.0007578251984718063,2.5297669241407224e-05,1.1514426671238114e-06,0.09808898830842504
