class path,method name,method arguments,Time,OwnTime,count
fontbox\src\test\java\org\apache\fontbox\ttf\TestTTFParser.java,testUTCDate,,428,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\AbstractTTFParser.java,parseTTF,File,396,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\AbstractTTFParser.java,parseTTF,TTFDataStream,444,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\TTFParser.java,parseTables,"TrueTypeFont, TTFDataStream",431,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\AbstractTTFParser.java,parseTables,"TrueTypeFont, TTFDataStream",430,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,initializeTable,TTFTable,430,0,41
fontbox\src\main\java\org\apache\fontbox\ttf\GlyphTable.java,initData,"TrueTypeFont, TTFDataStream",369,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\GlyphData.java,initData,"GlyphTable, TTFDataStream",317,0,250
fontbox\src\main\java\org\apache\fontbox\ttf\GlyfSimpleDescript.java,<init>,"short, TTFDataStream",304,0,250
fontbox\src\main\java\org\apache\fontbox\ttf\RAFDataStream.java,read,,257,23,77375
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readUnsignedByte,,139,12,39778
fontbox\src\main\java\org\apache\fontbox\ttf\GlyfDescript.java,readInstructions,"TTFDataStream, int",133,0,250
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readUnsignedByteArray,int,133,8,250
fontbox\src\main\java\org\apache\fontbox\ttf\GlyfSimpleDescript.java,readCoords,"int, TTFDataStream",105,5,250
fontbox\src\main\java\org\apache\fontbox\ttf\GlyfSimpleDescript.java,readFlags,"int, TTFDataStream",56,3,250
fontbox\src\test\java\org\apache\fontbox\cmap\TestCMap.java,testLookup,,44,0,1
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,parse,"String, InputStream",73,0,11
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,parseNextToken,PushbackInputStream,56,5,1656
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getIndexToLocation,,40,0,6
fontbox\src\main\java\org\apache\fontbox\ttf\IndexToLocationTable.java,initData,"TrueTypeFont, TTFDataStream",40,1,3
fontbox\src\main\java\org\apache\fontbox\ttf\RAFDataStream.java,readSignedShort,,27,1,3473
fontbox\src\test\java\org\apache\fontbox\cmap\TestCMapParser.java,testLookup,,26,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,getHeader,,23,0,9
fontbox\src\main\java\org\apache\fontbox\ttf\HeaderTable.java,initData,"TrueTypeFont, TTFDataStream",23,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readInternationalDate,,23,0,6
fontbox\src\main\java\org\apache\fontbox\ttf\RAFDataStream.java,readUnsignedShort,,19,0,1788
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,readUntilEndOfLine,"InputStream, StringBuffer",21,1,83
fontbox\src\main\java\org\apache\fontbox\ttf\CMAPTable.java,initData,"TrueTypeFont, TTFDataStream",25,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\CMAPEncodingEntry.java,initSubtable,"CMAPTable, int, TTFDataStream",17,0,6
fontbox\src\test\java\org\apache\fontbox\cmap\TestCMapParser.java,testParserWithPoorWhitespace,,13,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\CMAPEncodingEntry.java,processSubtype4,"TTFDataStream, int",12,1,3
fontbox\src\test\java\org\apache\fontbox\cff\Type1CharStringTest.java,commandEncoding,,11,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readUnsignedShortArray,int,9,0,264
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,charstringEncryption,,7,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\HorizontalMetricsTable.java,initData,"TrueTypeFont, TTFDataStream",20,2,3
fontbox\src\main\java\org\apache\fontbox\ttf\NamingTable.java,initData,"TrueTypeFont, TTFDataStream",9,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readUnsignedInt,,16,7,8162
fontbox\src\test\java\org\apache\fontbox\cff\Type1CharStringTest.java,createCommandSequence,int[][],5,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\AbstractTTFParser.java,readTableDirectory,TTFDataStream,6,2,41
fontbox\src\main\java\org\apache\fontbox\ttf\PostScriptTable.java,initData,"TrueTypeFont, TTFDataStream",4,0,3
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,hexEncoding,,3,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readString,"int, String",5,0,88
fontbox\src\test\java\org\apache\fontbox\ttf\TestMemoryTTFDataStream.java,testEOF,,3,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\RAFDataStream.java,<init>,"File, String",2,0,1
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,createStringFromBytes,byte[],3,0,225
fontbox\src\main\java\org\apache\fontbox\cff\Type1FontUtil.java,hexEncode,byte[],1,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\NameRecord.java,initData,"TrueTypeFont, TTFDataStream",1,0,44
fontbox\src\main\java\org\apache\fontbox\ttf\CMAPEncodingEntry.java,processSubtype0,TTFDataStream,1,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\RAFDataStream.java,seek,long,1,0,528
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,addCIDRange,"char, char, int",3,0,258
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringParser.java,parse,"byte[], IndexData",1,0,2
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringParser.java,parse,"byte[], IndexData, boolean",1,0,2
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readString,int,1,0,44
fontbox\src\main\java\org\apache\fontbox\cff\Type1FontUtil.java,hexDecode,String,1,0,1
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,eexecEncryption,,0,0,1
fontbox\src\main\java\org\apache\fontbox\ttf\OS2WindowsMetricsTable.java,initData,"TrueTypeFont, TTFDataStream",0,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,read,int,0,0,92
fontbox\src\main\java\org\apache\fontbox\ttf\RAFDataStream.java,read,"byte[], int, int",0,0,34
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,lookupCID,int,0,0,3
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,randomBytes,int,0,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,read32Fixed,,0,0,21
fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,<init>,TTFDataStream,0,0,3
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,addMapping,"byte[], String",0,0,223
fontbox\src\test\java\org\apache\fontbox\cff\Type1CharStringTest.java,numberEncoding,,0,0,1
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringFormatter.java,format,List,0,0,2
fontbox\src\main\java\org\apache\fontbox\util\BoundingBox.java,<init>,"float, float, float, float",0,0,250
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,getCodeFromArray,"byte[], int, int",0,0,228
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringFormatter.java,writeNumber,Integer,0,0,9
