sep=;
id; seed; size; upperDepth; upperWidth; lowerDepth; lowerWidth
25;org.apache.cxf.systest.jaxrs.CustomOutFaultInterceptor.handleMessage(Message);7;0;0;1;6
26;org.apache.cxf.interceptor.Fault.Fault(Throwable, QName);3;0;0;1;2
27;org.apache.cxf.rs.security.oauth2.jws.JwsCompactConsumer.getDecodedJwsPayload();24;7;6;0;0
28;org.apache.cxf.jaxrs.JAXRSServerFactoryBean.JAXRSServerFactoryBean();3196;19;618;3;2
29;org.apache.cxf.ws.rm.RMUtils.getWSRM200502WSA200508Factory();16;3;11;0;0
30;org.apache.cxf.ws.rm.CapturingXMLWriter.writeCData(String);2;0;0;1;1
31;org.apache.cxf.jaxrs.model.wadl.JavaDocProvider.getClassDoc(ClassResourceInfo);51;9;13;2;6
32;org.apache.cxf.rt.security.claims.SAMLClaim.setNameFormat(String);68;5;31;0;0
33;org.apache.cxf.jaxrs.spring.SpringResourceFactory.isCallPreDestroy();2;1;1;0;0
34;org.apache.cxf.systest.sts.secure_conv.SCTSAMLTokenProvider.createSamlToken(TokenProviderParameters, byte[], Document);36;3;15;2;7
35;org.apache.cxf.bus.extension.ExtensionManagerImpl.loadBeansOfType(Class, BeanLoaderListener);54;0;0;6;14
36;org.apache.cxf.transport.jms.JMSConfiguration.isJmsProviderTibcoEms();2;1;1;0;0
37;org.apache.cxf.helpers.DOMUtils.getElementQName(Element);882;16;150;0;0
38;org.apache.cxf.rs.security.oauth2.grants.saml.Saml2BearerGrantHandler.setSecurityContext(Message, SamlAssertionWrapper);3;0;0;1;2
39;org.apache.cxf.ws.security.policy.interceptors.SecureConversationInInterceptor.handleMessage(SoapMessage);184;0;0;13;36
40;org.apache.cxf.ws.rm.RMConfiguration.getDeliveryAssurance();919;15;123;0;0
41;org.apache.cxf.jaxrs.provider.ProviderFactory.createProvider(String);288;33;36;2;1
42;org.apache.cxf.bus.managers.PhaseManagerImpl.createInPhases();4;2;1;1;1
43;org.apache.cxf.ws.addressing.soap.MAPCodec.isRelationshipReply(RelatesToType);28;5;14;0;0
44;org.apache.cxf.tools.common.model.JavaField.annotate(Annotator);102;7;27;1;1
45;org.apache.cxf.transport.http.asyncclient.AsyncHTTPConduit.AsyncWrappedOutputStream.readHeaders(Headers);22;4;9;2;2
46;org.apache.cxf.management.web.browser.client.ui.browser.EditCriteriaViewImpl.EditCriteriaViewImpl(LogBrowserConstans);3;0;0;1;2
47;org.apache.cxf.jibx.JibxSimpleTypes.primitiveType(String);5;2;3;0;0
48;org.apache.cxf.systest.jaxrs.BookStore.getBookSubResource(String);4;1;1;1;2
49;org.apache.cxf.helpers.LoadingByteArrayOutputStream.LoadedByteArrayInputStream.LoadedByteArrayInputStream(byte[], int);2;1;1;0;0
50;org.apache.cxf.bus.spring.Jsr250BeanPostProcessor.postProcessBeforeInitialization(Object, String);31;0;0;5;7
51;org.apache.cxf.ws.security.kerberos.KerberosUtils.getClient(Message, String);55;7;13;3;6
52;org.apache.cxf.interceptor.security.AbstractSecurityContextInInterceptor.reportSecurityException(String);13;4;8;0;0
53;org.apache.cxf.ws.addressing.EndpointReferenceUtils.getInterfaceName(EndpointReferenceType, Bus);63;11;11;1;2
54;org.apache.cxf.jaxrs.ext.search.jpa.JPATypedQueryVisitor.getQuery();3;0;0;2;1
55;org.apache.cxf.management.web.browser.client.service.settings.SettingsFacade.StorageLayer.initialize();6;3;2;0;0
56;org.apache.cxf.tools.util.ClassCollector.addServerClassName(String, String, String);12;2;7;1;1
57;org.apache.cxf.jaxrs.ext.search.SearchBean.get(String);21;5;9;0;0
58;org.apache.cxf.tools.corba.processors.idl.IDLLexer.mLSHIFT(boolean);47;4;40;0;0
59;org.apache.cxf.jaxrs.ext.search.visitor.VisitorState.set(T);3;2;1;0;0
60;org.apache.cxf.jaxrs.provider.ProviderFactory.injectContextProxies(Collection...);456;11;29;27;36
61;org.apache.cxf.catalog.OASISCatalogManager.loadContextCatalogs(String);6;2;2;1;1
62;org.apache.cxf.aegis.xml.stax.AttributeReader.AttributeReader(QName, String);6;2;3;0;0
63;org.apache.cxf.rs.security.oauth2.jwe.AbstractJweDecryption.getEncryptionAuthenticationTag(JweCompactConsumer);3;1;1;1;1
64;org.apache.cxf.systest.jaxrs.jaxws.BookStoreJaxrsJaxws.addBook(Book);1724;17;298;0;0
65;org.apache.cxf.transport.http_jetty.spring.JettySpringTypesFactory.toTLSServerParamenters(List);23;3;1;3;17
66;org.apache.cxf.helpers.IOUtils.newStringFromBytes(byte[], int, int);20;4;11;1;1
67;org.apache.cxf.ws.security.policy.interceptors.NegotiationUtils.getFirstAssertionByLocalname(AssertionInfoMap, String);4;2;2;0;0
68;org.apache.cxf.binding.corba.runtime.CorbaObjectReader.readStruct(CorbaStructHandler);83;0;0;4;41
69;org.apache.cxf.tools.common.toolspec.parser.Form.accept(TokenInputStream, Element, ErrorVisitor);102;6;22;4;18
70;org.apache.cxf.systest.type_test.AbstractTypeTestClient2.testChoiceWithSubstitutionGroupAbstract();6;0;0;3;2
71;org.apache.cxf.tools.corba.processors.wsdl.WSDLToIDLAction.createFixed(Fixed, IdlScopeBase, String);113;8;30;7;3
72;org.apache.cxf.systest.jaxrs.BookStore.emptypost();2;1;1;0;0
73;org.apache.cxf.systest.sts.deployment.STSServer.main(String[]);10;0;0;3;4
74;org.apache.cxf.binding.corba.CorbaStreamable.setObject(CorbaObjectHandler);22;4;12;0;0
75;org.apache.cxf.jaxrs.client.WebClient.get();1842;15;345;20;53
76;org.apache.cxf.jaxrs.utils.SpecExceptions.toNotAuthorizedException(Throwable, Response);8;2;1;4;2
77;org.apache.cxf.tools.corba.processors.idl.ArrayVisitor.accept(AST);127;7;41;0;0
78;org.apache.cxf.tools.java2ws.JavaToWS.run();26;3;5;6;7
79;org.apache.cxf.systest.type_test.AbstractTypeTestClient3.equals(GroupDirectlyInComplexType, GroupDirectlyInComplexType);3;2;1;0;0
80;org.apache.cxf.configuration.ConfiguredBeanLocator.getBeanNamesOfType(Class);8;3;5;0;0
81;org.apache.cxf.tools.misc.processor.WSDLToSoapProcessor.validate();293;0;0;12;50
82;org.apache.cxf.common.util.SpringAopClassHelper.getRealClassFromClassInternal(Class);2;1;1;0;0
83;org.apache.cxf.xkms.exception.XKMSTooManyResponsesException.XKMSTooManyResponsesException(String);2;0;0;1;1
84;org.apache.cxf.tools.corba.processors.idl.IDLLexer.mTILDE(boolean);47;4;40;0;0
85;org.apache.cxf.helpers.FileUtils.getFiles(File, String);30;3;21;2;1
86;org.apache.cxf.tools.common.toolspec.parser.Option.hasImmediateArgument();17;4;6;1;1
87;org.apache.cxf.sts.event.map.EventMapper.handleEvent(TokenProviderParametersSupport, Map);42;3;18;1;13
88;org.apache.cxf.systest.grizzly.EndpointInterface.echo(String);7;2;5;0;0
89;org.apache.cxf.tools.corba.processors.idl.AttributeVisitor.generateMessage(XmlSchemaElement, String);84;10;16;2;2
90;org.apache.cxf.attachment.LazyAttachmentCollection.isEmpty();3;1;1;1;1
91;org.apache.cxf.tools.common.toolspec.parser.Option.isInEnumArgumentValue(String);12;3;4;3;2
92;org.apache.cxf.performance.basic_type.client.Client.getPort();1;0;0;0;0
93;org.apache.cxf.testutil.common.AbstractTestServerBase.startInProcess();1061;22;133;1;2
94;org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding.getPortTypeList();529;20;97;1;2
95;org.apache.cxf.systest.ws.rm.policy.GreetingService.hello(String);1;0;0;0;0
96;org.apache.cxf.frontend.ClientProxy.adjustObject(Object);1218;18;179;0;0
97;org.apache.cxf.osgi.itests.CXFOSGiTestSupport.assertBundleStarted(String);6;3;2;1;1
98;org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaHelper.processSimpleContentStruct(XmlSchemaSimpleContent, QName, Struct, QName);529;0;0;15;101
99;org.apache.cxf.tools.util.URLFactory.findHandler(String);2;1;1;0;0
100;org.apache.cxf.maven_plugin.javatowadl.DumpJavaDoc.readOptions(String[][]);2;1;1;0;0
101;org.apache.cxf.tools.util.ClassCollector.containServiceClass(String, String);377;11;74;1;1
102;org.apache.cxf.tools.common.model.JavaType.getRawName();31;6;14;0;0
103;org.apache.cxf.tools.validator.internal.WSDLRefValidator.getMessage(QName);5;3;2;0;0
104;org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.CustomizationParser.getAbsoluteURI(String, String);94;8;21;4;3
105;org.apache.cxf.validation.ValidationConfiguration.getMessageInterpolator();6;2;4;0;0
106;org.apache.cxf.transport.http_jetty.JettyHTTPDestination.JettyOutputStream.close();1;0;0;0;0
107;org.apache.cxf.jaxrs.utils.HttpUtils.componentEncode(String, String);31;0;0;5;16
108;org.apache.cxf.jaxws.interceptors.SwAOutInterceptor.callSWARefMethod.(Anon_1).run();1;0;0;0;0
109;org.apache.cxf.staxutils.DepthXMLStreamReader.getNamespacePrefix(int);305;13;60;0;0
110;org.apache.cxf.jaxrs.impl.ResponseBuilderImpl.encoding(String);2;0;0;1;1
111;org.apache.cxf.transport.http.HTTPTransportFactory.HttpEndpointInfo.HttpEndpointInfo(ServiceInfo, String);5;2;2;1;1
112;org.apache.cxf.io.CachedOutputStream.writeCacheTo(StringBuilder, long);154;7;24;12;15
113;org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.processFragments(Object, boolean);3;1;2;0;0
114;org.apache.cxf.ws.policy.PolicyEngineImpl.getEffectiveServerResponsePolicy(EndpointInfo, BindingOperationInfo, Destination, List, Message);224;8;73;9;41
115;org.apache.cxf.tools.corba.processors.idl.ObjectReferenceVisitor.isReferenceSchemaTypeDefined(QName, XmlSchema);17;4;11;0;0
116;org.apache.cxf.common.util.ASMHelper.ASMType.getOpcode(int);47;5;28;0;0
117;org.apache.cxf.jaxrs.provider.MultipartProvider.readFrom(Class, Type, Annotation[], MediaType, MultivaluedMap, InputStream);63;0;0;6;20
118;org.apache.cxf.frontend.WSDLGetUtils.getWSDLIds(Message, String, String, EndpointInfo);171;2;3;8;44
119;org.apache.cxf.aegis.databinding.ElementDataReader.setProperty(String, Object);1354;0;0;19;178
120;org.apache.cxf.interceptor.security.DefaultSecurityContext.findPrincipal(String, Subject);4;1;3;0;0
121;org.apache.cxf.ws.policy.PolicyConstants.findAllPolicyElementsOfLocalName(Element, String, List);5;1;1;1;3
122;org.apache.cxf.jaxws.EndpointImpl.DoubleAddInterceptorList.clear();1;0;0;0;0
123;org.apache.cxf.aegis.type.TypeUtil.getTypeRelatedClass(Type);155;8;77;1;1
124;org.apache.cxf.jaxws.handler.HandlerResolverImpl.HandlerResolverImpl(Bus, QName, Class);293;13;59;0;0
125;org.apache.cxf.aegis.type.basic.ArrayType.isFlat();238;11;42;1;1
126;org.apache.cxf.jaxrs.ext.search.sql.SQLPrinterVisitor.SQLPrinterVisitor(Map, String, String, List);5;1;1;3;1
127;org.apache.cxf.xkms.service.XKMSService.register(RegisterRequestType);27;3;4;4;6
128;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ProcessorUtil.createWrappedElements(XmlSchemaSequence);6;2;3;1;1
129;org.apache.cxf.systest.sts.common.CommonCallbackHandler.handle(Callback[]);1;0;0;0;0
130;org.apache.cxf.tools.corba.processors.idl.WSDLASTVisitor.getBoundedStringOverride();81;4;33;0;0
131;org.apache.cxf.transport.local.LocalDestination.SynchronousConduit.LocalDestinationOutputStream.onFirstWrite();14;0;0;3;7
132;org.apache.cxf.jaxrs.client.ClientProviderFactory.ClientProviderFactory(ProviderFactory, Bus);26;10;5;1;1
133;org.apache.cxf.transport.jms.ConnectionFactoryFeature.initialize.(Anon_1).handleMessage(Message);5;0;0;1;4
134;org.apache.cxf.attachment.LazyAttachmentCollection.LazyAttachmentMap.isEmpty();3;0;0;2;1
135;org.apache.cxf.binding.soap.interceptor.SoapActionInInterceptor.isActionMatch(SoapMessage, BindingOperationInfo, String);48;6;14;2;4
136;org.apache.cxf.wsdl11.SOAPBindingUtil.isMixedStyle(Binding);7;0;0;3;4
137;org.apache.cxf.jaxrs.impl.tl.ThreadLocalHttpServletRequest.isSecure();2;0;0;1;1
138;org.apache.cxf.jaxrs.utils.InjectionUtils.createThreadLocalProxy(Class);357;15;62;3;4
139;org.apache.cxf.aegis.type.mtom.AbstractXOPType.getContentType(Object, Context);308;11;70;0;0
140;org.apache.cxf.validation.AbstractValidationInterceptor.getProvider(Message);11;3;5;1;2
141;org.apache.cxf.jaxws.endpoint.dynamic.JaxWsDynamicClientFactory.JaxWsDynamicClientFactory(Bus);18;10;3;1;1
142;org.apache.cxf.sts.event.STSCancelSuccessEvent.getTokenParameters();2;0;0;1;1
143;org.apache.cxf.jaxrs.impl.UriBuilderImpl.path(Class, String);113;10;21;0;0
144;org.apache.cxf.jaxrs.resources.Book.compareTo(Book);2;0;0;1;1
145;org.apache.cxf.wsdl11.PartialWSDLProcessor.isServiceExisted(Definition, QName);204;11;43;0;0
146;org.apache.cxf.ws.policy.PolicyUtils.indent(StringBuilder, int);6;4;2;0;0
147;org.apache.cxf.rs.security.oauth2.jwt.jwk.JsonWebKey.JsonWebKey();115;8;41;0;0
148;org.apache.cxf.transport.http.netty.server.blueprint.HttpNettyTransportNamespaceHandler.decorate(Node, ComponentMetadata, ParserContext);1;0;0;0;0
149;org.apache.cxf.rs.security.oauth.data.AuthorizationInput.getToken();2172;19;257;0;0
150;org.apache.cxf.transport.http_jetty.JettyHTTPTestHandler.handle(String, Request, HttpServletRequest, HttpServletResponse);3;0;0;1;2
151;org.apache.cxf.tools.corba.common.SchemaWriterImpl.getElement(Definition);4;3;1;0;0
152;org.apache.cxf.testutil.common.EmbeddedJMSBrokerLauncher.updateWsdlExtensors(Bus, String, String, String);21;2;2;9;3
153;org.apache.cxf.jaxrs.resources.Tags.addTag(TagVO);1066;22;134;0;0
154;org.apache.cxf.rs.security.saml.sso.state.EHCacheSPStateManager.getResponseState(String);1;0;0;0;0
155;org.apache.cxf.aegis.type.AegisType.setAbstract(boolean);2;1;1;0;0
156;org.apache.cxf.systest.sts.batch.SimpleBatchSTSClient.setAddressingNamespace(String);428;14;64;0;0
157;org.apache.cxf.transport.jms.JMSMessageHeadersType.isSetSOAPJMSBindingVersion();31;3;23;0;0
158;org.apache.cxf.binding.corba.types.CorbaSequenceListener.processWriteAttribute(String, String, String, String);2;0;0;1;1
159;org.apache.cxf.rs.security.oauth2.jwe.JweHeaders.init(String, String, boolean);9;1;1;4;3
160;org.apache.cxf.systest.ws.addr_disable.Server.getWsdl();1047;22;125;0;0
161;org.apache.cxf.systest.ws.wssc.Server.run();90;0;0;12;20
162;org.apache.cxf.helpers.ServiceUtils.makeQualifiedNameFromClass(Class);9;0;0;3;5
163;org.apache.cxf.bus.spring.SpringBusFactory.createBus(String[]);136;0;0;13;18
164;org.apache.cxf.jaxrs.client.spec.InvocationBuilderImpl.delete(GenericType);1;0;0;0;0
165;org.apache.cxf.tools.util.ToolsStaxUtils.getTagTree(File, List);30;1;1;6;9
166;org.apache.cxf.maven_plugin.wsdl2java.Option.getFaultSerialVersionUID();64;2;61;0;0
167;org.apache.cxf.jaxrs.JAXRSServiceImpl.getServiceInfos();54;0;0;5;15
168;org.apache.cxf.common.jaxb.JAXBContextProxy.getBeanInfo(Class);4;3;1;0;0
169;org.apache.cxf.jaxrs.model.AbstractResourceInfo.getMethodThreadLocalProxy(Method, Object);271;2;1;24;36
170;org.apache.cxf.tools.corba.common.idltypes.IdlDefnImplBase.definedIn();18;4;7;0;0
171;org.apache.cxf.tools.wadlto.jaxrs.SourceGenerator.resolveLocalReference(Element, String, String);98;9;27;2;3
172;org.apache.cxf.systest.ws.addressing.MAPTestBase.createGreeter(EndpointReferenceType);27;4;13;2;4
173;org.apache.cxf.ws.discovery.internal.WSDiscoveryServiceImpl.handleProbe(ProbeType);103;12;19;3;2
174;org.apache.cxf.tools.corba.processors.idl.PortTypeVisitor.visitInterfaceInheritanceSpec(AST, Binding, Scope);210;9;62;2;21
175;org.apache.cxf.interceptor.AbstractFaultChainInitiatorObserver.AbstractFaultChainInitiatorObserver(Bus);5;1;3;1;1
176;org.apache.cxf.transport.http_jaxws_spi.JAXWSHttpSpiDestination.doService(HttpServletRequest, HttpServletResponse);106;2;2;8;30
177;org.apache.cxf.io.CachedOutputStream.deleteTempFile();34;5;9;5;1
178;org.apache.cxf.tools.corba.processors.idl.Visitor.getCorbaType();91;8;35;0;0
179;org.apache.cxf.jaxrs.impl.UriBuilderImpl.buildParams(MultivaluedMap, char);52;1;2;8;14
180;org.apache.cxf.ws.rm.EncoderDecoder10AImpl.decodeSequenceType(Element);5;0;0;3;2
181;org.apache.cxf.binding.corba.runtime.CorbaStreamReader.CorbaStreamReader(CorbaTypeEventProducer);311;11;61;0;0
182;org.apache.cxf.systest.jaxws.base.WrapperString.WrapperString();750;18;102;0;0
183;org.apache.cxf.message.MessageImpl.getContent(Class);656;12;150;0;0
184;org.apache.cxf.ws.rm.RMManager.getStore();1245;15;264;0;0
185;org.apache.cxf.jaxrs.impl.tl.ThreadLocalHttpServletResponse.setBufferSize(int);2;0;0;1;1
186;org.apache.cxf.transport.servlet.CXFServlet.onApplicationEvent(ContextRefreshedEvent);10;0;0;3;5
187;org.apache.cxf.wsdl11.SOAPBindingUtil.getSoapHeader(Object);6;1;2;2;2
188;org.apache.cxf.management.utils.ManagementConsole.ManagementConsole();13;5;5;0;0
189;org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding.generateCORBABinding(Definition);529;0;0;19;97
190;org.apache.cxf.rs.security.oauth2.jwt.grant.JwtBearerGrant.JwtBearerGrant(String, String);3;0;0;2;1
191;org.apache.cxf.tools.corba.common.idltypes.CorbaUtils.mangleName(String);11;6;3;1;1
192;org.apache.cxf.aegis.util.NamespaceHelper.getUniquePrefix(XMLStreamWriter, String, String, boolean);6;2;2;2;1
193;org.apache.cxf.tools.corba.common.ProcessorEnvironment.getBooleanValue(String, String);4;0;0;2;2
194;org.apache.cxf.ws.security.trust.AbstractSTSClient.setSendRenewing(boolean);478;15;71;0;0
195;org.apache.cxf.jaxrs.provider.XSLTJaxbProvider.TemplatesImpl.setOutProperties(Map);15;7;6;0;0
196;org.apache.cxf.aegis.util.stax.JDOMStreamReader.hasMoreChildren();5;0;0;2;3
197;org.apache.cxf.javascript.service.ServiceJavascriptBuilder.unsupportedConstruct(String, Object...);78;5;41;2;2
198;org.apache.cxf.rs.security.saml.sso.state.MemorySPStateManager.removeResponseState(String);1;0;0;0;0
199;org.apache.cxf.management.web.logging.ReadOnlyFileStorage.processNewLogFile(File);131;0;0;10;24
200;org.apache.cxf.tools.common.model.JavaException.JavaException();989;19;109;0;0
201;org.apache.cxf.ws.policy.PolicyEngineImpl.addBusInterceptors();13;2;4;1;6
202;org.apache.cxf.ws.policy.PolicyAnnotationListener.isExistsPolicyReference(Object[], String);61;11;10;1;1
203;org.apache.cxf.interceptor.AbstractOutDatabindingInterceptor.AbstractOutDatabindingInterceptor(String, String);3;0;0;2;1
204;org.apache.cxf.jaxrs.interceptor.JAXRSInInterceptor.handleMessage(Message);603;0;0;15;99
205;org.apache.cxf.ws.security.trust.AbstractSTSClient.setContext(String);665;17;72;0;0
206;org.apache.cxf.ws.security.wss4j.policyvalidators.SignedEndorsingTokenPolicyValidator.parsePolicies(Collection, Message);48;2;5;6;15
207;org.apache.cxf.xkms.exception.XKMSValidateException.XKMSValidateException(String, Throwable);12;4;4;1;1
208;org.apache.cxf.io.CachedOutputStream.CachedOutputStream();3343;19;621;10;3
209;org.apache.cxf.aegis.util.date.XsTimeFormat.XsTimeFormat();3;0;0;2;1
210;org.apache.cxf.message.MessageImpl.setAttachments(Collection);223;11;42;1;1
211;org.apache.cxf.jaxws.interceptors.SwAOutInterceptor.setupAttachmentOutput(SoapMessage);65;8;21;2;4
212;org.apache.cxf.jaxb.JAXBEncoderDecoder.AddXSITypeStreamReader.getAttributeValue(int);2;0;0;1;1
213;org.apache.cxf.ws.security.wss4j.WSS4JStaxInInterceptor.setTokenValidators(WSSSecurityProperties, SoapMessage);1339;20;126;4;8
214;org.apache.cxf.common.logging.AbstractDelegatingLogger.finest(String);7;0;0;3;2
215;org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBinding.getJaxwsClass();390;11;75;0;0
216;org.apache.cxf.systest.ws.wssec10.server.SimpleSubjectCreatingInterceptor.createSubject(String, String, boolean, String, String);3;0;0;1;2
217;org.apache.cxf.jaxws.context.WrappedMessageContext.WrappedMessageContext(Message);1109;16;335;7;21
218;org.apache.cxf.aegis.type.basic.BeanTypeInfo.BeanTypeInfo(Class, String);1120;20;113;4;2
219;org.apache.cxf.jaxrs.client.spec.ClientRequestContextImpl.setEntity(Object);6;0;0;2;4
220;org.apache.cxf.message.Exchange.getInMessage();2558;14;573;0;0
221;org.apache.cxf.rs.security.oauth2.common.OAuthAuthorizationData.setExtraApplicationProperties(Map);30;3;24;0;0
222;org.apache.cxf.ws.addressing.EndpointReferenceUtils.getService(String);4;2;2;0;0
223;org.apache.cxf.tools.common.model.JAnnotation.getElementByName(String);3;1;1;1;1
224;org.apache.cxf.jaxrs.utils.SpecExceptions.checkResponse(Response, int);12;1;7;3;2
225;org.apache.cxf.ws.rm.RMProperties.exposeAs(String);982;16;154;0;0
226;org.apache.cxf.javascript.hwdemo.GreeterImpl.sayHi();1;0;0;0;0
227;org.apache.cxf.ws.security.wss4j.policyhandlers.StaxAsymmetricBindingHandler.doSignature(AbstractTokenWrapper, List);88;7;20;4;11
228;org.apache.cxf.sts.token.validator.TokenValidatorResponse.setRoles(Set);296;9;85;0;0
229;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.OperationProcessor.processMethod(JavaMethod, OperationInfo);347;7;32;7;59
230;org.apache.cxf.ws.eventing.integration.notificationapi.assertions.WSAActionAssertingHandler.handleMessage(SOAPMessageContext);24;0;0;3;19
231;org.apache.cxf.transport.jms.uri.JMSEndpoint.setReplyToName(String);13;3;8;0;0
232;org.apache.cxf.frontend.WSDLGetUtils.updateWSDLKeyDefinition(Bus, Map, Message, Map, String, EndpointInfo);166;8;17;6;41
233;org.apache.cxf.rs.security.oauth2.jwt.JwtClaims.getClaim(String);118;8;41;1;1
234;org.apache.cxf.aegis.type.encoded.ArrayTypeInfo.toString();252;11;51;0;0
235;org.apache.cxf.transport.websocket.jetty.JettyWebSocket.invokeService.(Anon_1).run();17;0;0;4;7
236;org.apache.cxf.phase.AbstractPhaseInterceptor.addAfter(Collection);1;0;0;0;0
237;org.apache.cxf.service.model.BindingMessageInfo.getBindingOperation();95;6;51;0;0
238;org.apache.cxf.transport.http.netty.server.NettyHttpServletHandler.sendError(ChannelHandlerContext, HttpResponseStatus);4;3;1;0;0
239;org.apache.cxf.staxutils.transform.InTransformReader.readCurrentElement();43;3;2;6;13
240;org.apache.cxf.transport.jms.JMSConfiguration.setSessionTransacted(boolean);495;15;88;0;0
241;org.apache.cxf.attachment.AttachmentDataSource.AttachmentDataSource(String, InputStream);26;3;13;0;0
242;org.apache.cxf.jaxrs.model.wadl.ElementQNameResolver.resolve(Class, Annotation[], Map);40;8;15;0;0
243;org.apache.cxf.jaxrs.client.spec.InvocationBuilderImpl.method(String, Class);1;0;0;0;0
244;org.apache.cxf.tools.java2wsdl.processor.JavaToWSDLProcessor.getWrapperBeanGenerator();151;15;32;2;4
245;org.apache.cxf.jaxrs.model.wadl.DocumentationProvider.getMethodDoc(OperationResourceInfo);5;3;2;0;0
246;org.apache.cxf.jca.inbound.InboundEndpoint.shutdown();4;2;1;1;1
247;org.apache.cxf.rs.security.oauth2.jwe.JweCompactProducer.JweCompactProducer(JweHeaders, JwtHeadersWriter, byte[], byte[], byte[], byte[]);112;1;1;9;26
248;org.apache.cxf.staxutils.AbstractDOMStreamReader.getLocation();4;3;1;0;0
249;org.apache.cxf.ws.policy.WSPolicyFeature.initialize(Client, Bus);30;0;0;4;10
250;org.apache.cxf.systest.type_test.AbstractTypeTestClient3.assertEquals(Element, Element);26;5;6;0;0
251;org.apache.cxf.ws.rm.ManagedRMEndpoint.getSourceSeq(String);565;14;87;1;3
252;org.apache.cxf.systest.type_test.AbstractTypeTestClient3.assertEqualsStructWithAnyArray(StructWithAnyArray, StructWithAnyArray);4;2;1;1;1
253;org.apache.cxf.ws.discovery.internal.WSDiscoveryServiceImpl.startup();410;18;57;12;14
254;org.apache.cxf.systest.jaxrs.jaxws.BookStoreJaxrsJaxws.getBookSubresource(String);1724;17;298;0;0
255;org.apache.cxf.jaxrs.impl.tl.ThreadLocalHttpServletRequest.getDateHeader(String);2;0;0;1;1
256;org.apache.cxf.ws.policy.attachment.external.ExternalAttachmentProvider.ExternalAttachmentProvider(Bus);76;9;24;3;5
257;org.apache.cxf.jaxrs.impl.UriBuilderImpl.buildMatrix(StringBuilder, MultivaluedMap);55;3;2;9;14
258;org.apache.cxf.systest.sts.transformation.Server.Server();68;10;17;0;0
259;org.apache.cxf.ws.security.wss4j.WSS4JStaxInInterceptor.isSamlCacheRequired(SoapMessage, WSSSecurityProperties);64;14;20;0;0
