class path,method name,method arguments,Time,OwnTime,count
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationSquare.java,<init>,Element,0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\digitalsignature\visible\PDFTemplateStructure.java,getTemplateAppearanceStream,,0,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,<init>,"COSArray, int",0,0,39
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDActionJavaScript.java,<init>,String,0,0,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\AccessPermission.java,canExtractForAccessibility,,0,0,23
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDMetadata.java,exportXMPMetadata,,53,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDPageLabelRange.java,getStyle,,16,2,11451
pdfbox\src\main\java\org\apache\pdfbox\WriteDecodedDoc.java,doIt,"String, String",0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingType1.java,getDomain,,0,0,4
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPSchema.java,addUnqualifiedSequenceValue,"String, AbstractField",0,0,38
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\PDShading.java,getExtend,,0,0,3
preflight\src\main\java\org\apache\pdfbox\preflight\metadata\SynchronizedMetaDataValidation.java,analyzeCreatorToolProperty,"PDDocumentInformation, XMPBasicSchema, List",1,0,7
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\digitalsignature\PDSeedValue.java,getCOSObject,,0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDPage.java,getThreadBeads,,0,0,10
jempbox\src\main\java\org\apache\jempbox\xmp\ResourceRef.java,setRenditionParams,String,0,0,2
jempbox\src\main\java\org\apache\jempbox\xmp\XMPSchemaDublinCore.java,setIdentifier,String,0,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\pattern\PDShadingPatternResources.java,setMatrix,AffineTransform,0,0,5
preflight\src\main\java\org\apache\pdfbox\preflight\utils\COSUtils.java,getAsArray,"COSBase, COSDocument",0,0,7
preflight\src\main\java\org\apache\pdfbox\preflight\metadata\SynchronizedMetaDataValidation.java,unsynchronizedMetaDataError,String,0,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PublicKeyRecipient.java,<init>,,0,0,9
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PDStandardEncryption.java,canAssembleDocument,,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFField.java,getSetWidgetFieldFlags,,0,0,10
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPSchema.java,getAboutAttribute,,0,0,3
preflight\src\main\java\org\apache\pdfbox\preflight\font\FontValidator.java,<init>,"PreflightContext, PDFont, FontContainer",0,0,52
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getLabelSuffixString,,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\util\operator\pagedrawer\FillNonZeroRule.java,<init>,,0,0,14
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDCIDFontType2Font.java,<init>,,0,0,32
preflight\src\main\java\org\apache\pdfbox\preflight\PreflightPath.java,clear,,0,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, RandomAccess, boolean",0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setColumnGap,int,0,0,11
xmpbox\src\main\java\org\apache\xmpbox\schema\XMPMediaManagementSchema.java,getVersionIDProperty,,0,0,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\PDExtendedGraphicsState.java,getFloatItem,COSName,0,0,158
preflight\src\main\java\org\apache\pdfbox\preflight\font\container\FontContainer.java,markCIDAsValid,int,1,0,7
preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\TilingPatternValidationProcess.java,checkMandatoryFields,"PreflightContext, PDPage, PDTilingPatternResources",0,0,4
pdfbox\src\main\java\org\apache\pdfbox\util\operator\SetNonStrokingDeviceN.java,<init>,,0,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAppearanceDictionary.java,setNormalAppearance,Map,0,0,2
xmpbox\src\main\java\org\apache\xmpbox\type\JobType.java,<init>,"XMPMetadata, String",0,0,33
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDCalGray.java,setWhitepoint,PDTristimulus,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\filespecification\PDComplexFileSpecification.java,setEmbeddedFileMac,PDEmbeddedFile,0,0,3
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddXMPRightsManagementSchema,,1,0,63
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\BadSecurityHandlerException.java,<init>,,0,0,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getTextLayers,,0,0,13
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDDeviceN.java,setTintTransform,PDFunction,0,0,3
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCategory,,0,0,11
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\PDFunctionType0.java,getEncodeValues,,0,0,1
xmpbox\src\main\java\org\apache\xmpbox\schema\DublinCoreSchema.java,getFormat,,0,0,12
preflight\src\main\java\org\apache\pdfbox\preflight\graphic\DeviceColorSpaceHelper.java,processPatternColorSpace,PDColorSpace,0,0,2
preflight\src\main\java\org\apache\pdfbox\preflight\exception\TrailerParseException.java,<init>,"String, String",0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\pattern\PDTilingPatternResources.java,getResources,,0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserProperty.java,getName,,0,0,11
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PDEncryptionDictionary.java,setVersion,int,0,0,41
xmpbox\src\main\java\org\apache\xmpbox\schema\DublinCoreSchema.java,getSource,,0,0,10
preflight\src\main\java\org\apache\pdfbox\preflight\PreflightConfiguration.java,removePageProcess,String,0,0,2
fontbox\src\main\java\org\apache\fontbox\cff\DataInput.java,<init>,byte[],0,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\COSArrayList.java,toString,,0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseStartXref,,0,0,7
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotation.java,getSubtype,,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\filespecification\PDEmbeddedFile.java,setCreationDate,Calendar,17,0,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDMetadata.java,importXMPMetadata,XMPMetadata,72,0,3
xmpbox\src\main\java\org\apache\xmpbox\type\PropertiesDescription.java,addNewProperty,"String, PropertyType",296,54,152629
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getInt,"int, int",0,0,107
pdfbox\src\main\java\org\apache\pdfbox\util\DateConverter.java,toCalendar,String,17,0,18
jempbox\src\main\java\org\apache\jempbox\xmp\XMPSchemaBasic.java,setNickname,String,0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isFixedPitch,,0,0,4
jempbox\src\main\java\org\apache\jempbox\xmp\XMPMetadata.java,addSchema,XMPSchema,0,0,3
fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,readString,"int, String",7,0,108
jempbox\src\main\java\org\apache\jempbox\xmp\XMPSchemaIptc4xmpCore.java,<init>,XMPMetadata,0,0,28
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setScript,boolean,0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setRubyAlign,String,0,0,5
pdfbox\src\main\java\org\apache\pdfbox\cos\COSInteger.java,get,long,0,0,1038
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDTextStream.java,getAsString,,0,0,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingType1.java,setDomain,COSArray,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFField.java,getPartialFieldName,,0,0,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotation.java,setHidden,boolean,0,0,2
xmpbox\src\main\java\org\apache\xmpbox\type\DefinedStructuredType.java,<init>,"XMPMetadata, String, String, String",0,0,11
xmpbox\src\main\java\org\apache\xmpbox\type\DefinedStructuredType.java,<init>,XMPMetadata,0,0,2
jempbox\src\main\java\org\apache\jempbox\xmp\XMPSchemaRightsManagement.java,setUsageTerms,String,0,0,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setActions,PDDocumentCatalogAdditionalActions,0,0,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDObjectStream.java,getFirstByteOffset,,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PDStandardEncryption.java,setPermissions,int,0,0,52
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\PDFunctionType0.java,getDecodeForParameter,int,0,0,2
xmpbox\src\main\java\org\apache\xmpbox\type\ResourceRefType.java,getManager,,0,0,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFField.java,setSetFieldFlags,int,0,0,3
xmpbox\src\main\java\org\apache\xmpbox\type\RealType.java,<init>,"XMPMetadata, String, String, String, Object",0,0,12
jempbox\src\main\java\org\apache\jempbox\xmp\ResourceEvent.java,getWhen,,0,0,1
preflight\src\main\java\org\apache\pdfbox\preflight\action\ActionManagerFactory.java,getActionManagers,"PreflightContext, COSDictionary",0,0,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PDEncryptionDictionary.java,setLength,int,0,0,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllBorderStyles,String,0,0,9
jempbox\src\main\java\org\apache\jempbox\xmp\ResourceRef.java,setMangagerUI,String,0,0,2
preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\ShaddingPatternValidationProcess.java,<init>,,0,0,8
pdfbox\src\main\java\org\apache\pdfbox\encryption\PDFEncryption.java,computeEncryptedKey,"byte[], byte[], int, byte[], int, int",4,0,21
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptorAFM.java,getFontBoundingBox,,1,0,12
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getPrintable,int,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDColorSpace.java,<init>,,0,0,660
xmpbox\src\main\java\org\apache\xmpbox\schema\DublinCoreSchema.java,removePublisher,String,0,0,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDExportFormatAttributeObject.java,setScope,String,0,0,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\PDFunction.java,interpolate,"float, float, float, float, float",0,0,4
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, COSName, String",0,0,69
jempbox\src\main\java\org\apache\jempbox\xmp\ResourceRef.java,getManager,,0,0,1
preflight\src\main\java\org\apache\pdfbox\preflight\content\ContentStreamWrapper.java,checkShowTextOperators,"PDFOperator, List",0,0,2
preflight\src\main\java\org\apache\pdfbox\preflight\font\util\Type1Parser.java,readNextCharacter,PeekInputStream,0,0,49
jempbox\src\main\java\org\apache\jempbox\xmp\XMPSchemaDublinCore.java,setFormat,String,0,0,3
