method,pattern,space
org.apache.ivy.core.module.descriptor.MDArtifact.getId(),FreqExec,"org.apache.ivy.core.module.descriptor.MDArtifact.getId(); org.apache.ivy.core.module.descriptor.AbstractArtifact.getQualifiedExtraAttributes(); org.apache.ivy.core.module.descriptor.AbstractArtifact.getAttributes(); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getPrefixKey(Artifact); org.apache.ivy.core.module.descriptor.AbstractArtifact.toString(); org.apache.ivy.core.module.descriptor.AbstractArtifact.getExtraAttributes(); org.apache.ivy.core.resolve.IvyNode.doesExclude(ModuleDescriptor, String, String[], DependencyDescriptor, Artifact, Stack)"
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId, String, Date, boolean)",HotCallee,"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId, String, Date, boolean); org.apache.ivy.core.module.status.StatusManager.getCurrent()"
org.apache.ivy.util.CacheCleaner.deleteDir(File),HotCallee,org.apache.ivy.util.CacheCleaner.deleteDir(File); org.apache.ivy.util.FileUtil.forceDelete(File)
org.apache.ivy.osgi.core.ExportPackage.getVersion(),FreqExec,"org.apache.ivy.osgi.core.ExportPackage.getVersion(); org.apache.ivy.osgi.core.BundleInfoAdapter.toModuleDescriptor(ModuleDescriptorParser, URI, BundleInfo, ExecutionEnvironmentProfileProvider)"
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String, String)",HotExec,"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String, String)"
"org.apache.ivy.util.XMLHelper.parse(InputStream, URL, DefaultHandler, LexicalHandler)",HotCallee,"org.apache.ivy.util.XMLHelper.parse(InputStream, URL, DefaultHandler, LexicalHandler); org.apache.ivy.util.XMLHelper.parse(InputSource, URL, DefaultHandler, LexicalHandler)"
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)",HotCallee,"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)"
org.apache.ivy.ant.IvyResolve.prepareTask(),HotCallee,org.apache.ivy.ant.IvyResolve.prepareTask(); org.apache.ivy.ant.IvyTask.prepareTask()
org.apache.ivy.core.module.descriptor.DefaultArtifact.getName(),FreqExec,"org.apache.ivy.core.module.descriptor.DefaultArtifact.getName(); org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId, Artifact, String, ArtifactOrigin); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getPrefixKey(Artifact); org.apache.ivy.core.module.descriptor.DefaultArtifact.cloneWithAnotherTypeAndExt(Artifact, String, String); org.apache.ivy.core.module.descriptor.AbstractArtifact.hashCode()"
org.apache.ivy.plugins.repository.url.URLResource.init(),HotCallee,org.apache.ivy.plugins.repository.url.URLResource.init(); org.apache.ivy.util.url.URLHandlerDispatcher.getURLInfo(URL); org.apache.ivy.util.url.BasicURLHandler.getURLInfo(URL)
"org.apache.ivy.core.settings.XmlSettingsParser.endElement(String, String, String)",FreqExec,"org.apache.ivy.core.settings.XmlSettingsParser.endElement(String, String, String); org.apache.xerces.parsers.AbstractSAXParser.endElement(QName, Augmentations)"
"org.apache.ivy.util.extendable.UnmodifiableExtendableItem.setStandardAttribute(String, String)",HotCyclic,"java.util.HashMap.put(Object, Object); org.apache.commons.httpclient.HostConfiguration.hashCode(); org.apache.commons.httpclient.util.LangUtils.hashCode(int, Object); org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.hashCode(); org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.class$(String); java.lang.Class.forName(String); org.apache.commons.httpclient.HttpClient.<clinit>(); org.apache.commons.logging.LogFactory.getLog(Class); org.apache.commons.logging.impl.LogFactoryImpl.getInstance(Class); org.apache.commons.logging.impl.LogFactoryImpl.getInstance(String); org.apache.commons.logging.impl.LogFactoryImpl.newInstance(String); org.apache.commons.logging.impl.LogFactoryImpl.discoverLogImplementation(String); org.apache.commons.logging.impl.LogFactoryImpl.createLogFromClass(String, String, boolean); org.apache.commons.logging.impl.LogFactoryImpl.getBaseClassLoader(); org.apache.commons.logging.impl.LogFactoryImpl.getContextClassLoaderInternal(); org.apache.commons.logging.impl.LogFactoryImpl$1.run(); org.apache.commons.logging.impl.LogFactoryImpl.access$001(); org.apache.commons.logging.LogFactory.getContextClassLoader(); java.lang.reflect.Method.invoke(Object, Object[]); org.apache.tools.ant.UnknownElement.execute(); org.apache.ivy.ant.IvyTask.execute(); org.apache.ivy.ant.IvyPublish.doExecute(); org.apache.ivy.Ivy.publish(ModuleRevisionId, Collection, String, PublishOptions); org.apache.ivy.core.publish.PublishEngine.publish(ModuleRevisionId, Collection, String, PublishOptions); org.apache.ivy.core.publish.PublishEngine.publish(ModuleDescriptor, Collection, DependencyResolver, PublishOptions); org.apache.ivy.core.publish.PublishEngine.publish(Artifact, File, DependencyResolver, boolean); org.apache.ivy.plugins.resolver.RepositoryResolver.publish(Artifact, File, boolean); org.apache.ivy.plugins.resolver.RepositoryResolver.put(Artifact, File, String, boolean); org.apache.ivy.plugins.resolver.RepositoryResolver.putChecksum(Artifact, File, String, boolean, String); org.apache.ivy.plugins.repository.AbstractRepository.put(Artifact, File, String, boolean); org.apache.ivy.plugins.repository.file.FileRepository.put(File, String, boolean); org.apache.ivy.plugins.repository.file.FileRepository.copy(File, File, boolean); org.apache.ivy.util.FileUtil.copy(File, File, CopyProgressListener, boolean); org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener); org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener); org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener, boolean); org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.start(CopyProgressEvent); org.apache.ivy.plugins.repository.AbstractRepository.fireTransferStarted(long); org.apache.ivy.plugins.repository.AbstractRepository.fireTransferEvent(TransferEvent); org.apache.ivy.core.event.EventManager.transferProgress(TransferEvent); org.apache.ivy.core.event.EventManager.fireIvyEvent(IvyEvent); org.apache.ivy.core.event.FilteredIvyListener.progress(IvyEvent); org.apache.ivy.ant.AntBuildTrigger.progress(IvyEvent); org.apache.tools.ant.taskdefs.Ant.execute(); org.apache.tools.ant.Project.executeTargets(Vector); org.apache.tools.ant.helper.SingleCheckExecutor.executeTargets(Project, String[]); org.apache.tools.ant.Project.executeSortedTargets(Vector); org.apache.tools.ant.Target.performTasks(); org.apache.tools.ant.Target.execute(); org.apache.tools.ant.Task.perform(); org.apache.tools.ant.UnknownElement.maybeConfigure(); org.apache.tools.ant.UnknownElement.makeObject(UnknownElement, RuntimeConfigurable); org.apache.tools.ant.ComponentHelper.createComponent(UnknownElement, String, String); org.apache.tools.ant.ComponentHelper.createComponent(String); org.apache.tools.ant.ComponentHelper.getDefinition(String); org.apache.tools.ant.ComponentHelper.checkNamespace(String); org.apache.tools.ant.taskdefs.Definer.execute(); org.apache.tools.ant.taskdefs.Definer.loadAntlib(ClassLoader, URL); org.apache.tools.ant.taskdefs.Antlib.createAntlib(Project, URL, String); org.apache.tools.ant.helper.ProjectHelper2.parseUnknownElement(Project, URL); org.apache.tools.ant.helper.ProjectHelper2.parse(Project, Object, ProjectHelper2$RootHandler); org.apache.xerces.parsers.AbstractSAXParser.parse(InputSource); org.apache.xerces.parsers.XMLParser.parse(XMLInputSource); org.apache.xerces.parsers.XML11Configuration.parse(XMLInputSource); org.apache.xerces.parsers.XML11Configuration.parse(boolean); org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(boolean); org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(boolean); org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(); org.apache.xerces.parsers.AbstractXMLDocumentParser.emptyElement(QName, XMLAttributes, Augmentations); org.apache.xerces.parsers.AbstractSAXParser.startElement(QName, XMLAttributes, Augmentations); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser$Parser.startElement(String, String, String, Attributes); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser$Parser.infoStarted(Attributes); org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String, Map); org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String, String, Map); org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String, String, Map, boolean); org.apache.ivy.util.extendable.UnmodifiableExtendableItem.setStandardAttribute(String, String)"
"org.apache.ivy.util.extendable.UnmodifiableExtendableItem.setStandardAttribute(String, String)",FreqExec,"org.apache.ivy.util.extendable.UnmodifiableExtendableItem.setStandardAttribute(String, String); org.apache.ivy.core.module.id.ArtifactRevisionId.ArtifactRevisionId(ArtifactId, ModuleRevisionId, Map); org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String, String, Map, boolean)"
"org.apache.ivy.osgi.util.VersionRange.VersionRange(boolean, Version, boolean, Version)",FreqExec,"org.apache.ivy.osgi.util.VersionRange.VersionRange(boolean, Version, boolean, Version); org.apache.ivy.osgi.obr.xml.RequirementAdapter.getVersionRange()"
org.apache.ivy.util.AbstractMessageLogger.debug(String),FreqExec,org.apache.ivy.util.AbstractMessageLogger.debug(String); org.apache.ivy.util.MessageLoggerEngine.debug(String); org.apache.ivy.util.Message.debug(String)
"org.apache.ivy.plugins.report.LogReportOutputter.append(StringBuffer, Object, int)",HotExec,"org.apache.ivy.plugins.report.LogReportOutputter.append(StringBuffer, Object, int)"
"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ArtifactRevisionId, Date, URL, boolean)",HotExec,"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ArtifactRevisionId, Date, URL, boolean)"
org.apache.ivy.core.cache.DefaultResolutionCacheManager.saveResolvedModuleDescriptor(ModuleDescriptor),HotCallee,org.apache.ivy.core.cache.DefaultResolutionCacheManager.saveResolvedModuleDescriptor(ModuleDescriptor)
"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler, LexicalHandler)",HotCallee,"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler, LexicalHandler); org.apache.ivy.util.XMLHelper.parse(InputSource, URL, DefaultHandler, LexicalHandler); org.apache.ivy.util.url.BasicURLHandler.openStream(URL)"
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, String, ArtifactOrigin, Map, Map)",HotExec,"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, String, ArtifactOrigin, Map, Map); org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId, Artifact, String, ArtifactOrigin)"
"org.apache.ivy.plugins.resolver.IBiblioResolver.getDependency(DependencyDescriptor, ResolveData)",HotCallee,"org.apache.ivy.plugins.resolver.IBiblioResolver.getDependency(DependencyDescriptor, ResolveData); org.apache.ivy.plugins.resolver.BasicResolver.getDependency(DependencyDescriptor, ResolveData)"
org.apache.ivy.util.MessageLoggerEngine.getDefaultLogger(),FreqExec,org.apache.ivy.util.MessageLoggerEngine.getDefaultLogger(); org.apache.ivy.util.MessageLoggerEngine.peekLogger()
"org.apache.ivy.plugins.repository.file.FileRepository.copy(File, File, boolean)",HotCallee,"org.apache.ivy.plugins.repository.file.FileRepository.copy(File, File, boolean)"
org.apache.ivy.core.resolve.VisitNode.getModuleId(),FreqExec,"org.apache.ivy.core.resolve.VisitNode.getModuleId(); org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, VisitNode, String, Collection)"
"org.apache.ivy.util.XMLHelper.parse(InputSource, URL, DefaultHandler, LexicalHandler)",HotCallee,"org.apache.ivy.util.XMLHelper.parse(InputSource, URL, DefaultHandler, LexicalHandler); org.apache.ivy.util.XMLHelper.newSAXParser(URL, InputStream); org.apache.ivy.util.url.BasicURLHandler.openStream(URL)"
"org.apache.ivy.util.MockMessageLogger.log(String, int)",FreqExec,"org.apache.ivy.util.MockMessageLogger.log(String, int); org.apache.ivy.util.AbstractMessageLogger.debug(String); org.apache.ivy.util.AbstractMessageLogger.verbose(String); org.apache.ivy.util.AbstractMessageLogger.info(String); org.apache.ivy.util.AbstractMessageLogger.error(String)"
org.apache.ivy.util.url.AbstractURLHandler.isReachable(URL),HotCallee,org.apache.ivy.util.url.AbstractURLHandler.isReachable(URL); org.apache.ivy.util.url.HttpClientHandler.getURLInfo(URL); org.apache.ivy.util.url.BasicURLHandler.getURLInfo(URL)
"org.apache.ivy.plugins.repository.file.FileRepository.get(String, File)",HotCallee,"org.apache.ivy.plugins.repository.file.FileRepository.get(String, File); org.apache.ivy.plugins.repository.file.FileRepository.copy(File, File, boolean)"
"org.apache.ivy.plugins.resolver.BasicResolver.getAndCheck(Resource, File)",HotCallee,"org.apache.ivy.plugins.resolver.BasicResolver.getAndCheck(Resource, File); org.apache.ivy.plugins.resolver.RepositoryResolver.get(Resource, File)"
org.apache.ivy.core.module.id.ArtifactRevisionId.getType(),FreqExec,"org.apache.ivy.core.module.id.ArtifactRevisionId.getType(); org.apache.ivy.core.module.id.ArtifactRevisionId.ArtifactRevisionId(ArtifactId, ModuleRevisionId, Map); org.apache.ivy.core.module.descriptor.DefaultArtifact.getType()"
"org.apache.ivy.core.settings.IvySettings.addAllVariables(Map, boolean)",HotExec,"org.apache.ivy.core.settings.IvySettings.addAllVariables(Map, boolean)"
org.apache.ivy.core.settings.IvySettings.getDefaultRepositoryCacheManager(),FreqExec,org.apache.ivy.core.settings.IvySettings.getDefaultRepositoryCacheManager(); org.apache.ivy.plugins.resolver.AbstractResolver.initRepositoryCacheManagerFromSettings()
org.apache.ivy.core.resolve.IvyNode.getRootModuleConfigurations(),FreqExec,org.apache.ivy.core.resolve.IvyNode.getRootModuleConfigurations(); org.apache.ivy.core.resolve.IvyNodeEviction.isCompletelyEvicted(); org.apache.ivy.core.resolve.IvyNode.isCompletelyBlacklisted()
org.apache.ivy.core.settings.XmlSettingsParser.includeStarted(Map),HotCallee,"org.apache.ivy.core.settings.XmlSettingsParser.includeStarted(Map); org.apache.ivy.core.settings.XmlSettingsParser.parse(Configurator, URL)"
"org.apache.ivy.plugins.report.XmlReportWriter.output(ConfigurationResolveReport, String[], OutputStream)",HotExec,"org.apache.ivy.plugins.report.XmlReportWriter.output(ConfigurationResolveReport, String[], OutputStream); org.apache.ivy.plugins.report.XmlReportOutputter.output(ConfigurationResolveReport, String, String[], ResolutionCacheManager)"
"org.apache.ivy.util.DefaultMessageLogger.log(String, int)",FreqExec,"org.apache.ivy.util.DefaultMessageLogger.log(String, int); org.apache.ivy.util.AbstractMessageLogger.debug(String); org.apache.ivy.util.AbstractMessageLogger.verbose(String); org.apache.ivy.util.AbstractMessageLogger.info(String); org.apache.ivy.util.DefaultMessageLogger.rawlog(String, int)"
"org.apache.ivy.osgi.obr.xml.CapabilityProperty.CapabilityProperty(String, String, String)",FreqExec,"org.apache.ivy.osgi.obr.xml.CapabilityProperty.CapabilityProperty(String, String, String); org.apache.ivy.osgi.obr.xml.Capability.addProperty(String, String, String)"
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.update(InputStream, Resource, File, UpdateOptions)",HotCallee,"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.update(InputStream, Resource, File, UpdateOptions); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.update(URL, InputStream, OutputStream, UpdateOptions)"
"org.apache.ivy.core.module.id.ArtifactRevisionId.newInstance(ModuleRevisionId, String, String, String, Map)",FreqExec,"org.apache.ivy.core.module.id.ArtifactRevisionId.newInstance(ModuleRevisionId, String, String, String, Map); org.apache.ivy.core.module.descriptor.MDArtifact.getId(); org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String, URL, Map)"
"org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(VisitNode, String)",HotCallee,"org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(VisitNode, String); org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(VisitNode, String, boolean)"
org.apache.ivy.core.settings.XmlSettingsParser.doParse(URL),HotCallee,org.apache.ivy.core.settings.XmlSettingsParser.doParse(URL); org.apache.ivy.util.url.BasicURLHandler.openStream(URL)
"org.apache.ivy.osgi.util.DelegetingHandler.endElement(String, String, String)",FreqExec,"org.apache.ivy.osgi.util.DelegetingHandler.endElement(String, String, String); org.apache.xerces.parsers.AbstractSAXParser.endElement(QName, Augmentations); org.apache.ivy.osgi.util.DelegetingHandler$4.call()"
org.apache.ivy.core.resolve.IvyNode.getArtifacts(String),HotExec,org.apache.ivy.core.resolve.IvyNode.getArtifacts(String)
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)",HotCallee,"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)"
org.apache.ivy.core.module.id.ModuleRevisionId.getName(),FreqExec,"org.apache.ivy.core.module.id.ModuleRevisionId.getName(); org.apache.ivy.core.module.id.ArtifactRevisionId.ArtifactRevisionId(ArtifactId, ModuleRevisionId, Map); org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId, Artifact, String, ArtifactOrigin); org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId); org.apache.ivy.core.resolve.ResolveEngine.getDependenciesFetchedKey(IvyNode, String)"
org.apache.ivy.core.IvyContext.getSettings(),HotCallee,org.apache.ivy.core.IvyContext.getSettings(); org.apache.ivy.core.IvyContext.getIvy()
org.apache.ivy.core.settings.XmlSettingsParser.parse(URL),HotCallee,org.apache.ivy.core.settings.XmlSettingsParser.parse(URL); org.apache.ivy.core.settings.XmlSettingsParser.doParse(URL)
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.canExclude(),FreqExec,org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.canExclude(); org.apache.ivy.core.resolve.IvyNodeCallers$Caller.canExclude()
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.downloadRepositoryResource(Resource, String, String, String, CacheResourceOptions, Repository)",HotCallee,"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.downloadRepositoryResource(Resource, String, String, String, CacheResourceOptions, Repository); org.apache.ivy.plugins.repository.url.URLRepository.get(String, File)"
"org.apache.ivy.plugins.resolver.RepositoryResolver.findResourceUsingPattern(ModuleRevisionId, String, Artifact, ResourceMDParser, Date)",HotCallee,"org.apache.ivy.plugins.resolver.RepositoryResolver.findResourceUsingPattern(ModuleRevisionId, String, Artifact, ResourceMDParser, Date); org.apache.ivy.plugins.repository.file.FileResource.exists(); org.apache.ivy.plugins.repository.url.URLResource.exists(); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean); org.apache.ivy.plugins.repository.file.FileRepository.get(String, File); org.apache.ivy.plugins.repository.url.URLRepository.get(String, File)"
"org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener, boolean)",HotCallee,"org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener, boolean)"
"org.apache.ivy.osgi.updatesite.UpdateSiteLoader.readJarOrXml(URI, String, XMLInputParser)",HotCallee,"org.apache.ivy.osgi.updatesite.UpdateSiteLoader.readJarOrXml(URI, String, XMLInputParser); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.downloadRepositoryResource(Resource, String, String, String, CacheResourceOptions, Repository)"
org.apache.ivy.core.module.id.ModuleRevisionId.hashCode(),FreqExec,"org.apache.ivy.core.module.id.ModuleRevisionId.hashCode(); org.apache.ivy.core.module.descriptor.AbstractArtifact.hashCode(); java.util.WeakHashMap.get(Object); java.util.WeakHashMap.put(Object, Object); java.util.LinkedHashMap.get(Object); java.util.HashMap.put(Object, Object); org.apache.ivy.core.module.id.ArtifactRevisionId.hashCode(); org.apache.ivy.core.resolve.IvyNode.hashCode(); java.util.HashMap.get(Object); java.util.HashSet.contains(Object); java.util.HashSet.add(Object); org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.hashCode()"
"org.apache.ivy.plugins.resolver.DualResolver.getDependency(DependencyDescriptor, ResolveData)",HotCallee,"org.apache.ivy.plugins.resolver.DualResolver.getDependency(DependencyDescriptor, ResolveData); org.apache.ivy.plugins.resolver.BasicResolver.getDependency(DependencyDescriptor, ResolveData); org.apache.ivy.plugins.resolver.ChainResolver.getDependency(DependencyDescriptor, ResolveData)"
"org.apache.ivy.Ivy.resolve(ModuleDescriptor, ResolveOptions)",HotCallee,"org.apache.ivy.Ivy.resolve(ModuleDescriptor, ResolveOptions); org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions)"
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(ModuleDescriptorParser, CacheMetadataOptions, File, ParserSettings)",HotCallee,"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(ModuleDescriptorParser, CacheMetadataOptions, File, ParserSettings); org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(File, ParserSettings, boolean, ModuleDescriptorProvider)"
org.apache.ivy.ant.IvyResolve.doExecute(),HotCallee,"org.apache.ivy.ant.IvyResolve.doExecute(); org.apache.ivy.Ivy.resolve(URL, ResolveOptions); org.apache.ivy.ant.IvyTask.getIvyInstance(); org.apache.ivy.Ivy.resolve(ModuleDescriptor, ResolveOptions)"
"org.apache.ivy.plugins.resolver.BasicResolver.cacheModuleDescriptor(ModuleDescriptor, ModuleRevisionId, ResolvedResource, ResolvedModuleRevision)",HotCallee,"org.apache.ivy.plugins.resolver.BasicResolver.cacheModuleDescriptor(ModuleDescriptor, ModuleRevisionId, ResolvedResource, ResolvedModuleRevision); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.originalToCachedModuleDescriptor(DependencyResolver, ResolvedResource, Artifact, ResolvedModuleRevision, ModuleDescriptorWriter)"
org.apache.ivy.plugins.repository.url.URLResource.getContentLength(),HotCallee,org.apache.ivy.plugins.repository.url.URLResource.getContentLength(); org.apache.ivy.plugins.repository.url.URLResource.init()
org.apache.ivy.osgi.core.ExecutionEnvironmentProfile.addPkgName(String),FreqExec,"org.apache.ivy.osgi.core.ExecutionEnvironmentProfile.addPkgName(String); org.apache.ivy.osgi.core.ExecutionEnvironmentProfileProvider.loadProfile(Properties, Map, String)"
org.apache.ivy.util.url.BasicURLHandler.disconnect(URLConnection),HotCallee,org.apache.ivy.util.url.BasicURLHandler.disconnect(URLConnection)
"org.apache.ivy.plugins.report.XmlReportWriter.ouputRevision(ConfigurationResolveReport, PrintWriter, List, IvyNode)",HotExec,"org.apache.ivy.plugins.report.XmlReportWriter.ouputRevision(ConfigurationResolveReport, PrintWriter, List, IvyNode)"
"org.apache.ivy.core.settings.XmlSettingsParser.inConfiguratorStarted(String, Map)",HotExec,"org.apache.ivy.core.settings.XmlSettingsParser.inConfiguratorStarted(String, Map); org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes)"
org.apache.ivy.osgi.obr.filter.RequirementFilterParser.parse(String),FreqExec,org.apache.ivy.osgi.obr.filter.RequirementFilterParser.parse(String); org.apache.ivy.osgi.obr.xml.OBRXMLParser$RequireHandler.handleAttributes(Attributes)
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions)",HotCallee,"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(ModuleDescriptorParser, CacheMetadataOptions, File, ParserSettings); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.doFindModuleInCache(ModuleRevisionId, CacheMetadataOptions, String)"
"org.apache.ivy.core.module.id.ArtifactRevisionId.ArtifactRevisionId(ArtifactId, ModuleRevisionId, Map)",FreqExec,"org.apache.ivy.core.module.id.ArtifactRevisionId.ArtifactRevisionId(ArtifactId, ModuleRevisionId, Map); org.apache.ivy.core.module.id.ArtifactRevisionId.newInstance(ModuleRevisionId, String, String, String, Map)"
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String, Map)",FreqExec,"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String, Map); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser$Parser.infoStarted(Attributes); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater$UpdaterHandler.infoStarted(Attributes); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater$UpdaterHandler.startElementInDependency(Attributes); org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser$Parser.dependencyStarted(Attributes); org.apache.ivy.plugins.namespace.MRIDTransformationRule$MridRuleMatcher.apply(MRIDRule, ModuleRevisionId)"
org.apache.ivy.util.url.BasicURLHandler.getURLInfo(URL),HotCallee,"org.apache.ivy.util.url.BasicURLHandler.getURLInfo(URL); org.apache.ivy.util.url.BasicURLHandler.getURLInfo(URL, int)"
org.apache.ivy.plugins.repository.url.URLResource.exists(),HotCallee,org.apache.ivy.plugins.repository.url.URLResource.exists(); org.apache.ivy.plugins.repository.url.URLResource.init()
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.doFindModuleInCache(ModuleRevisionId, CacheMetadataOptions, String)",HotExec,"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.doFindModuleInCache(ModuleRevisionId, CacheMetadataOptions, String); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.findModuleInCache(DependencyDescriptor, ModuleRevisionId, CacheMetadataOptions, String)"
"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String, URL, Map)",FreqExec,"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String, URL, Map); org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String, boolean); org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String); org.apache.ivy.osgi.core.BundleInfoAdapter.toModuleDescriptor(ModuleDescriptorParser, URI, BundleInfo, ExecutionEnvironmentProfileProvider)"
"org.apache.ivy.osgi.core.BundleInfoAdapter.asMrid(String, String, VersionRange)",FreqExec,"org.apache.ivy.osgi.core.BundleInfoAdapter.asMrid(String, String, VersionRange); org.apache.ivy.osgi.core.BundleInfoAdapter.requirementAsDependency(DefaultModuleDescriptor, BundleInfo, Set)"
"org.apache.ivy.core.IvyPatternHelper.substitute(String, Artifact)",FreqExec,"org.apache.ivy.core.IvyPatternHelper.substitute(String, Artifact); org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getIvyFileInCache(ModuleRevisionId)"
