method,LOC,Cyclomatic,FanIn,FanOut,Loop
"org.apache.ivy.plugins.repository.url.URLRepository.get(String, File)",19,4,8,8,0
"org.apache.ivy.plugins.repository.url.URLRepository.put(File, String, boolean)",21,5,7,10,0
org.apache.ivy.plugins.repository.url.URLRepository.list(String),40,10,5,23,2
org.apache.ivy.core.resolve.RestartResolveProcess.RestartResolveProcess(String),3,1,2,2,0
org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(),2,1,1,1,0
"org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(String, Throwable)",3,1,3,2,0
org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(String),3,1,4,2,0
org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(Throwable),3,1,3,2,0
org.apache.ivy.osgi.core.OsgiLatestStrategy.OsgiLatestStrategy(),4,1,5,3,0
org.apache.ivy.plugins.latest.ComparatorLatestStrategy.ComparatorLatestStrategy(),2,1,0,1,0
org.apache.ivy.plugins.latest.ComparatorLatestStrategy.ComparatorLatestStrategy(Comparator),3,1,3,2,0
org.apache.ivy.plugins.latest.ComparatorLatestStrategy.sort(ArtifactInfo[]),5,1,4,4,0
org.apache.ivy.plugins.latest.ComparatorLatestStrategy.getComparator(),3,1,1,1,0
org.apache.ivy.plugins.latest.ComparatorLatestStrategy.setComparator(Comparator),3,1,3,1,0
org.apache.ivy.plugins.lock.DeleteOnExitHook.DeleteOnExitHook(),2,1,0,1,0
org.apache.ivy.plugins.lock.DeleteOnExitHook.add(File),3,1,3,1,0
org.apache.ivy.plugins.lock.DeleteOnExitHook.remove(File),3,1,3,1,0
org.apache.ivy.plugins.lock.DeleteOnExitHook.runHook(),7,2,2,5,1
org.apache.ivy.core.cache.CacheUtil.checkCachePattern(String),13,4,6,2,0
org.apache.ivy.core.cache.CacheUtil.CacheUtil(),2,1,0,1,0
org.apache.ivy.ant.IvyInstallTest.setUp(),8,1,3,8,0
org.apache.ivy.ant.IvyInstallTest.createCache(),4,1,2,3,0
org.apache.ivy.ant.IvyInstallTest.tearDown(),4,1,0,2,0
org.apache.ivy.ant.IvyInstallTest.cleanCache(),3,1,3,1,0
org.apache.ivy.ant.IvyInstallTest.cleanInstall(),4,1,2,2,0
org.apache.ivy.ant.IvyInstallTest.testInstallDummyDefault(),15,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithAnyType(),11,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithMultipleType(),11,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithConfsDefaultSettings(),13,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithConfsRuntimeOnly(),14,1,2,13,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithClassifiers(),14,1,2,13,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithUnusedType(),11,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testIVY843(),14,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithBranch(),11,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithNamespace(),12,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithNamespace2(),14,2,2,9,0
org.apache.ivy.ant.IvyInstallTest.testInstallWithNamespace3(),12,1,2,11,0
org.apache.ivy.ant.IvyInstallTest.testDependencyNotFoundFailure(),13,2,2,8,0
org.apache.ivy.ant.IvyInstallTest.testDependencyNotFoundSuccess(),14,2,3,9,0
org.apache.ivy.ant.IvyInstall.doExecute(),58,12,14,21,0
org.apache.ivy.ant.IvyInstall.isHaltonfailure(),3,1,2,1,0
org.apache.ivy.ant.IvyInstall.setHaltonfailure(boolean),3,1,2,1,0
org.apache.ivy.ant.IvyInstall.setCache(File),3,1,0,1,0
org.apache.ivy.ant.IvyInstall.getModule(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setModule(String),3,1,15,1,0
org.apache.ivy.ant.IvyInstall.getBranch(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setBranch(String),3,1,2,1,0
org.apache.ivy.ant.IvyInstall.getOrganisation(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setOrganisation(String),3,1,15,1,0
org.apache.ivy.ant.IvyInstall.getRevision(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setRevision(String),3,1,15,1,0
org.apache.ivy.ant.IvyInstall.isOverwrite(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setOverwrite(boolean),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.getFrom(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setFrom(String),3,1,15,1,0
org.apache.ivy.ant.IvyInstall.getTo(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setTo(String),3,1,15,1,0
org.apache.ivy.ant.IvyInstall.isTransitive(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setTransitive(boolean),3,1,7,1,0
org.apache.ivy.ant.IvyInstall.getType(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setType(String),3,1,5,1,0
org.apache.ivy.ant.IvyInstall.getMatcher(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setMatcher(String),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.getConf(),3,1,1,1,0
org.apache.ivy.ant.IvyInstall.setConf(String),3,1,2,1,0
org.apache.ivy.ant.AntTestHelper.newProject(),9,1,3,5,0
org.apache.ivy.osgi.updatesite.xml.EclipseUpdateSiteParser.parse(InputStream),9,2,4,4,0
org.apache.ivy.osgi.util.DelegetingHandler.DelegetingHandler(String),4,1,56,3,0
"org.apache.ivy.osgi.util.DelegetingHandler.addChild(DelegetingHandler, ChildElementHandler)",5,1,32,3,0
org.apache.ivy.osgi.util.DelegetingHandler.getName(),3,1,3,1,0
org.apache.ivy.osgi.util.DelegetingHandler.getParent(),3,1,3,1,0
org.apache.ivy.osgi.util.DelegetingHandler.setBufferingChar(boolean),3,1,10,1,0
org.apache.ivy.osgi.util.DelegetingHandler.setSkipOnError(boolean),3,1,2,1,0
org.apache.ivy.osgi.util.DelegetingHandler.isBufferingChar(),3,1,1,1,0
org.apache.ivy.osgi.util.DelegetingHandler.getBufferedChars(),3,1,10,2,0
org.apache.ivy.osgi.util.DelegetingHandler.setDocumentLocator(Locator),8,2,2,5,1
org.apache.ivy.osgi.util.DelegetingHandler.getLocator(),3,1,9,1,0
org.apache.ivy.osgi.util.DelegetingHandler.getCurrentElementIdentifier(),3,1,1,1,0
org.apache.ivy.osgi.util.DelegetingHandler.skip(),8,2,5,6,1
org.apache.ivy.osgi.util.DelegetingHandler.stopDelegating(),10,2,3,8,1
org.apache.ivy.osgi.util.DelegetingHandler.skipOnError(SkipOnErrorCallback),12,3,6,4,0
org.apache.ivy.osgi.util.DelegetingHandler.startDocument(),10,3,2,1,0
org.apache.ivy.osgi.util.DelegetingHandler.doStartDocument(),2,1,1,0,0
org.apache.ivy.osgi.util.DelegetingHandler.endDocument(),10,3,2,1,0
org.apache.ivy.osgi.util.DelegetingHandler.doEndDocument(),2,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.startElement(String, String, String, Attributes)",36,6,10,7,0
org.apache.ivy.osgi.util.DelegetingHandler.handleAttributes(Attributes),2,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.doStartElement(String, String, String, Attributes)",3,1,0,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.endElement(String, String, String)",29,6,9,5,0
"org.apache.ivy.osgi.util.DelegetingHandler.doEndElement(String, String, String)",2,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.characters(char[], int, int)",10,3,5,1,0
"org.apache.ivy.osgi.util.DelegetingHandler.doCharacters(char[], int, int)",5,2,6,1,0
"org.apache.ivy.osgi.util.DelegetingHandler.startPrefixMapping(String, String)",10,3,4,1,0
"org.apache.ivy.osgi.util.DelegetingHandler.doStartPrefixMapping(String, String)",2,1,1,0,0
org.apache.ivy.osgi.util.DelegetingHandler.endPrefixMapping(String),10,3,3,1,0
org.apache.ivy.osgi.util.DelegetingHandler.doEndPrefixMapping(String),2,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.ignorableWhitespace(char[], int, int)",10,3,5,1,0
"org.apache.ivy.osgi.util.DelegetingHandler.doIgnorableWhitespace(char[], int, int)",2,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.notationDecl(String, String, String)",11,3,5,1,0
"org.apache.ivy.osgi.util.DelegetingHandler.doNotationDecl(String, String, String)",3,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.processingInstruction(String, String)",10,3,4,1,0
"org.apache.ivy.osgi.util.DelegetingHandler.doProcessingInstruction(String, String)",2,1,1,0,0
org.apache.ivy.osgi.util.DelegetingHandler.skippedEntity(String),10,3,3,1,0
org.apache.ivy.osgi.util.DelegetingHandler.doSkippedEntity(String),2,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.unparsedEntityDecl(String, String, String, String)",11,3,6,1,0
"org.apache.ivy.osgi.util.DelegetingHandler.doUnparsedEntityDecl(String, String, String, String)",3,1,1,0,0
org.apache.ivy.osgi.util.DelegetingHandler.warning(SAXParseException),10,3,3,1,0
org.apache.ivy.osgi.util.DelegetingHandler.doWarning(SAXParseException),2,1,1,0,0
org.apache.ivy.osgi.util.DelegetingHandler.error(SAXParseException),10,3,3,1,0
org.apache.ivy.osgi.util.DelegetingHandler.doError(SAXParseException),2,1,1,0,0
org.apache.ivy.osgi.util.DelegetingHandler.fatalError(SAXParseException),10,3,3,1,0
org.apache.ivy.osgi.util.DelegetingHandler.doFatalError(SAXParseException),2,1,1,0,0
"org.apache.ivy.osgi.util.DelegetingHandler.log(int, String)",3,1,7,3,0
org.apache.ivy.osgi.util.DelegetingHandler.getLocation(Locator),6,2,2,3,0
"org.apache.ivy.osgi.util.DelegetingHandler.skipOnError(DelegetingHandler, Class, String)",11,2,4,7,1
"org.apache.ivy.osgi.util.DelegetingHandler.getRequiredAttribute(Attributes, String)",7,2,8,4,0
"org.apache.ivy.osgi.util.DelegetingHandler.getOptionalAttribute(Attributes, String, String)",7,2,4,2,0
"org.apache.ivy.osgi.util.DelegetingHandler.getRequiredIntAttribute(Attributes, String, Integer)",4,1,2,3,0
"org.apache.ivy.osgi.util.DelegetingHandler.getOptionalIntAttribute(Attributes, String, Integer)",8,2,3,4,0
"org.apache.ivy.osgi.util.DelegetingHandler.parseInt(String, String)",9,2,5,5,0
"org.apache.ivy.osgi.util.DelegetingHandler.getRequiredLongAttribute(Attributes, String)",3,1,2,3,0
"org.apache.ivy.osgi.util.DelegetingHandler.getOptionalLongAttribute(Attributes, String, Long)",8,2,4,4,0
"org.apache.ivy.osgi.util.DelegetingHandler.parseLong(String, String)",9,2,5,5,0
"org.apache.ivy.osgi.util.DelegetingHandler.getRequiredBooleanAttribute(Attributes, String)",4,1,2,3,0
"org.apache.ivy.osgi.util.DelegetingHandler.getOptionalBooleanAttribute(Attributes, String, Boolean)",8,2,4,4,0
"org.apache.ivy.osgi.util.DelegetingHandler.parseBoolean(String, String)",11,3,7,5,0
"org.apache.ivy.util.XMLHelper.newSAXParser(URL, InputStream)",22,3,10,11,0
org.apache.ivy.util.XMLHelper.toSystemId(URL),7,2,3,4,0
"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler)",4,1,7,1,0
"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler, LexicalHandler)",15,2,5,7,0
"org.apache.ivy.util.XMLHelper.parse(InputStream, URL, DefaultHandler, LexicalHandler)",5,1,15,2,0
"org.apache.ivy.util.XMLHelper.parse(InputSource, URL, DefaultHandler, LexicalHandler)",28,6,9,8,0
org.apache.ivy.util.XMLHelper.canUseSchemaValidation(),3,1,3,1,0
org.apache.ivy.util.XMLHelper.escape(String),26,7,23,7,1
"org.apache.ivy.util.XMLHelper.parseToDom(InputSource, EntityResolver)",5,1,3,3,0
org.apache.ivy.util.XMLHelper.getDocBuilder(EntityResolver),13,3,3,6,0
org.apache.ivy.util.XMLHelper.XMLHelper(),2,1,0,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.setUri(URI),3,1,3,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.getUri(),3,1,5,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.setMirrorsURL(String),3,1,2,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.setPack200(boolean),3,1,2,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.setDigestUri(URI),3,1,2,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.getDigestUri(),3,1,2,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.addFeature(EclipseFeature),3,1,3,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.getFeatures(),3,1,2,1,0
org.apache.ivy.osgi.updatesite.xml.UpdateSite.setAssociateSitesURL(String),2,1,1,0,0
org.apache.ivy.osgi.updatesite.xml.CategoryDef.setLabel(String),2,1,1,0,0
org.apache.ivy.osgi.updatesite.xml.CategoryDef.setName(String),2,1,1,0,0
org.apache.ivy.osgi.updatesite.xml.CategoryDef.setDescription(String),2,1,1,0,0
org.apache.ivy.osgi.obr.OBRParserTest.testParse(),14,2,3,18,1
"org.apache.ivy.osgi.repo.RepoDescriptor.RepoDescriptor(URI, ExecutionEnvironmentProfileProvider)",4,1,5,3,0
org.apache.ivy.osgi.repo.RepoDescriptor.getBaseUri(),3,1,2,1,0
org.apache.ivy.osgi.repo.RepoDescriptor.getModules(),3,1,6,1,0
org.apache.ivy.osgi.repo.RepoDescriptor.getModuleByCapbilities(),3,1,2,1,0
"org.apache.ivy.osgi.repo.RepoDescriptor.findModule(String, String)",8,2,6,2,0
org.apache.ivy.osgi.repo.RepoDescriptor.getCapabilityValues(String),8,2,3,3,0
"org.apache.ivy.osgi.repo.RepoDescriptor.add(String, String, ModuleDescriptor)",17,4,7,7,0
org.apache.ivy.osgi.repo.RepoDescriptor.addBundle(BundleInfo),10,2,8,10,1
org.apache.ivy.osgi.repo.RepoDescriptor.toString(),3,1,1,2,0
org.apache.ivy.osgi.repo.RepoDescriptor.hashCode(),6,2,1,2,0
org.apache.ivy.osgi.repo.RepoDescriptor.equals(Object),20,7,2,3,0
org.apache.ivy.plugins.latest.LatestRevisionStrategy.LatestRevisionStrategy(),4,1,14,3,0
org.apache.ivy.plugins.latest.LatestRevisionStrategy.addConfiguredSpecialMeaning(SpecialMeaning),4,1,3,6,0
org.apache.ivy.plugins.latest.LatestRevisionStrategy.getSpecialMeanings(),9,3,5,5,0
org.apache.ivy.plugins.latest.LatestRevisionStrategy.isUsedefaultspecialmeanings(),3,1,2,1,0
org.apache.ivy.plugins.latest.LatestRevisionStrategy.setUsedefaultspecialmeanings(boolean),3,1,1,1,0
org.apache.ivy.tools.analyser.JarJarDependencyAnalyser.JarJarDependencyAnalyser(File),3,1,3,2,0
org.apache.ivy.tools.analyser.JarJarDependencyAnalyser.analyze(JarModule[]),40,6,7,30,2
org.apache.ivy.tools.analyser.JarJarDependencyAnalyser.main(String[]),7,1,0,5,0
"org.apache.ivy.tools.analyser.JarModule.JarModule(ModuleRevisionId, File)",4,1,3,3,0
org.apache.ivy.tools.analyser.JarModule.getJar(),3,1,2,1,0
org.apache.ivy.tools.analyser.JarModule.getMrid(),3,1,2,1,0
org.apache.ivy.tools.analyser.JarModule.toString(),3,1,2,1,0
org.apache.ivy.tools.analyser.JarModuleFinder.JarModuleFinder(String),4,1,4,3,0
org.apache.ivy.tools.analyser.JarModuleFinder.findJarModules(),27,6,8,13,3
org.apache.ivy.tools.analyser.JarModuleFinder.main(String[]),8,2,2,3,1
org.apache.ivy.plugins.repository.ssh.SshCache.SshCache(),0,1,0,1,0
org.apache.ivy.plugins.repository.ssh.SshCache.getInstance(),3,1,4,1,0
"org.apache.ivy.plugins.repository.ssh.SshCache.getCacheEntry(String, String, int)",3,1,5,3,0
"org.apache.ivy.plugins.repository.ssh.SshCache.createCacheKey(String, String, int)",8,2,7,4,0
org.apache.ivy.plugins.repository.ssh.SshCache.getCacheEntry(Session),3,1,4,2,0
"org.apache.ivy.plugins.repository.ssh.SshCache.setSession(String, String, int, Session)",24,5,8,12,0
org.apache.ivy.plugins.repository.ssh.SshCache.clearSession(Session),6,2,4,5,0
org.apache.ivy.plugins.repository.ssh.SshCache.getChannelSftp(Session),12,3,2,5,0
"org.apache.ivy.plugins.repository.ssh.SshCache.attachChannelSftp(Session, ChannelSftp)",7,2,3,3,0
"org.apache.ivy.plugins.repository.ssh.SshCache.getSession(String, int, String, String, File, String, File)",38,7,9,18,0
org.apache.ivy.osgi.util.VersionTest.testParsing(),15,1,0,5,0
org.apache.ivy.osgi.util.VersionTest.testCompareTo(),13,1,0,3,0
"org.apache.ivy.core.event.resolve.StartResolveDependencyEvent.StartResolveDependencyEvent(DependencyResolver, DependencyDescriptor, ModuleRevisionId)",5,1,5,2,0
"org.apache.ivy.core.event.resolve.ResolveDependencyEvent.ResolveDependencyEvent(String, DependencyResolver, DependencyDescriptor, ModuleRevisionId)",17,1,8,14,0
org.apache.ivy.core.event.resolve.ResolveDependencyEvent.getDependencyDescriptor(),3,1,1,1,0
org.apache.ivy.core.event.resolve.ResolveDependencyEvent.getResolver(),3,1,1,1,0
org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.getName(),3,1,1,1,0
org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.setName(String),3,1,1,1,0
org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.getExtension(),3,1,0,1,0
org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.setPassword(String),3,1,1,1,0
org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.setSecring(String),3,1,1,1,0
org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.setKeyId(String),5,2,1,2,0
"org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.sign(File, File)",56,14,12,20,1
org.apache.ivy.plugins.signer.bouncycastle.OpenPGPSignatureGenerator.readSecretKey(InputStream),22,7,4,11,2
"org.apache.ivy.plugins.resolver.util.MDResolvedResource.MDResolvedResource(Resource, String, ResolvedModuleRevision)",4,1,7,3,0
org.apache.ivy.plugins.resolver.util.MDResolvedResource.getResolvedModuleRevision(),3,1,4,1,0
org.apache.ivy.core.module.id.ModuleRules.ModuleRules(),2,1,1,1,0
org.apache.ivy.core.module.id.ModuleRules.ModuleRules(Map),3,1,2,3,0
"org.apache.ivy.core.module.id.ModuleRules.defineRule(MapMatcher, Object)",5,1,9,2,0
org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleId),3,1,3,2,0
org.apache.ivy.core.module.id.ModuleRules.getRules(ModuleId),3,1,3,3,0
org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleRevisionId),3,1,4,2,0
"org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleId, Filter)",4,1,7,4,0
"org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleRevisionId, Filter)",6,1,5,4,0
"org.apache.ivy.core.module.id.ModuleRules.getRule(Map, Filter)",13,4,5,9,1
"org.apache.ivy.core.module.id.ModuleRules.getRules(ModuleRevisionId, Filter)",6,1,2,4,0
"org.apache.ivy.core.module.id.ModuleRules.getRules(Map, Filter)",14,4,5,12,1
org.apache.ivy.core.module.id.ModuleRules.dump(String),11,3,3,8,1
org.apache.ivy.core.module.id.ModuleRules.getAllRules(),3,1,2,2,0
org.apache.ivy.core.module.id.ModuleRules.clone(),3,1,3,2,0
"org.apache.ivy.core.module.descriptor.Configuration.findConfigurationExtending(String, Configuration[])",10,3,5,8,1
org.apache.ivy.core.module.descriptor.Configuration.Configuration(String),3,1,23,2,0
"org.apache.ivy.core.module.descriptor.Configuration.Configuration(Configuration, ModuleRevisionId)",5,1,3,10,0
"org.apache.ivy.core.module.descriptor.Configuration.Configuration(String, Visibility, String, String[], boolean, String)",4,1,16,2,0
"org.apache.ivy.core.module.descriptor.Configuration.Configuration(Map, Map, String, Visibility, String, String[], boolean, String, ModuleRevisionId)",25,5,12,11,1
org.apache.ivy.core.module.descriptor.Configuration.getDeprecated(),3,1,3,1,0
org.apache.ivy.core.module.descriptor.Configuration.getDescription(),3,1,5,1,0
org.apache.ivy.core.module.descriptor.Configuration.getExtends(),3,1,14,1,0
org.apache.ivy.core.module.descriptor.Configuration.getName(),3,1,22,1,0
org.apache.ivy.core.module.descriptor.Configuration.getVisibility(),3,1,13,1,0
org.apache.ivy.core.module.descriptor.Configuration.isTransitive(),3,1,4,1,0
org.apache.ivy.core.module.descriptor.Configuration.getSourceModule(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.Configuration.toString(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.Configuration.equals(Object),6,2,1,3,0
org.apache.ivy.core.module.descriptor.Configuration.hashCode(),3,1,0,3,0
org.apache.ivy.core.module.descriptor.Configuration.replaceWildcards(ModuleDescriptor),20,6,8,10,1
"org.apache.ivy.core.module.descriptor.Configuration.addOther(Configuration[], Visibility, Set)",9,3,6,5,1
"org.apache.ivy.core.module.descriptor.ConfigurationGroup.ConfigurationGroup(String, Map)",4,1,3,3,0
org.apache.ivy.core.module.descriptor.ConfigurationGroup.getMembersConfigurationNames(),4,1,5,4,0
org.apache.ivy.core.module.descriptor.ConfigurationGroup.getMemberConfiguration(String),3,1,2,2,0
org.apache.ivy.core.module.descriptor.ConfigurationGroup.getVisibility(),9,3,1,7,1
org.apache.ivy.core.TestPerformance.TestPerformance(),10,1,3,11,0
org.apache.ivy.core.TestPerformance.setUp(),3,1,1,1,0
org.apache.ivy.core.TestPerformance.createCache(),4,1,2,3,0
org.apache.ivy.core.TestPerformance.tearDown(),3,1,1,1,0
org.apache.ivy.core.TestPerformance.cleanCache(),6,1,2,3,0
org.apache.ivy.core.TestPerformance.cleanRepo(),6,1,1,4,0
"org.apache.ivy.core.TestPerformance.generateModules(int, int, int, int, int)",44,6,6,12,3
org.apache.ivy.core.TestPerformance.testPerfs(),10,1,3,11,0
org.apache.ivy.core.TestPerformance.getResolveOptions(String[]),3,1,2,3,0
org.apache.ivy.core.TestPerformance.main(String[]),6,1,0,4,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.DefaultResolutionCacheManager(),2,1,0,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.DefaultResolutionCacheManager(File),3,1,2,2,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.setSettings(IvySettings),3,1,1,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolutionCacheRoot(),3,1,5,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getBasedir(),3,1,2,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.setBasedir(File),3,1,3,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedIvyPattern(),3,1,2,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.setResolvedIvyPattern(String),3,1,1,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedIvyPropertiesPattern(),3,1,2,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.setResolvedIvyPropertiesPattern(String),3,1,1,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getName(),3,1,1,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.setName(String),3,1,1,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedIvyFileInCache(ModuleRevisionId),5,1,4,8,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedIvyPropertiesInCache(ModuleRevisionId),5,1,3,8,0
"org.apache.ivy.core.cache.DefaultResolutionCacheManager.getConfigurationResolveReportInCache(String, String)",3,1,2,3,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getConfigurationResolveReportsInCache(String),9,1,1,3,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedModuleDescriptor(ModuleRevisionId),17,3,2,16,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.saveResolvedModuleDescriptor(ModuleDescriptor),13,2,1,12,0
"org.apache.ivy.core.cache.DefaultResolutionCacheManager.saveLocalParents(ModuleRevisionId, ModuleDescriptor, File, Properties)",14,3,6,12,1
org.apache.ivy.core.cache.DefaultResolutionCacheManager.toString(),3,1,1,1,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager.clean(),3,1,0,2,0
"org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt.DefaultPomDependencyMgt(String, String, String, String, List)",8,1,7,6,0
org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt.getScope(),3,1,1,1,0
org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt.getGroupId(),3,1,1,1,0
org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt.getArtifactId(),3,1,1,1,0
org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt.getVersion(),3,1,1,1,0
org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt.getExcludedModules(),3,1,1,1,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.setUp(),3,1,0,2,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.getExactExpressions(),3,1,0,1,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.getInexactExpressions(),3,1,0,1,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.testValidRegexpSyntaxAsNormalCharacter(),8,1,1,5,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.testRegexpSyntaxAndGlob(),10,1,1,5,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.testImplementation(),4,1,1,3,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.testQuoteMeta(),6,1,1,4,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.testInvalidRegexpSyntaxAsNormalCharacter(),4,1,1,3,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.testGlob(),7,1,1,3,0
org.apache.ivy.plugins.matcher.GlobPatternMatcherTest.testInvalidSyntax(),7,2,1,2,0
org.apache.ivy.util.filter.ArtifactTypeFilter.ArtifactTypeFilter(Collection),3,1,2,3,0
org.apache.ivy.util.filter.ArtifactTypeFilter.accept(Object),7,2,2,3,0
org.apache.ivy.core.settings.IvySettingsTest.testChangeDefaultResolver(),14,1,0,10,0
org.apache.ivy.ant.IvyCacheTask.getArtifactReports(),11,3,3,10,1
org.apache.ivy.ant.IvyCacheTask.getAllArtifactReports(),39,7,2,24,3
org.apache.ivy.ant.IvyPostResolveTask.isUseOrigin(),3,1,4,1,0
org.apache.ivy.ant.IvyPostResolveTask.setUseOrigin(boolean),3,1,3,1,0
org.apache.ivy.ant.IvyPostResolveTask.getLog(),3,1,4,1,0
org.apache.ivy.ant.IvyPostResolveTask.setLog(String),3,1,1,1,0
org.apache.ivy.ant.IvyPostResolveTask.createDependency(),3,1,9,2,0
org.apache.ivy.ant.IvyPostResolveTask.createExclude(),3,1,2,2,0
org.apache.ivy.ant.IvyPostResolveTask.createConflict(),3,1,1,2,0
org.apache.ivy.ant.IvyPostResolveTask.prepareAndCheck(),93,17,14,40,1
org.apache.ivy.ant.IvyPostResolveTask.ensureResolved(IvySettings),17,3,3,18,0
"org.apache.ivy.ant.IvyPostResolveTask.getConfsToResolve(String, String, String, boolean)",5,1,6,4,0
"org.apache.ivy.ant.IvyPostResolveTask.getConfsToResolve(String, String)",13,3,3,6,0
"org.apache.ivy.ant.IvyPostResolveTask.getConfsToResolve(ModuleDescriptor, String, String[])",40,8,5,20,1
