method,Time,OwnTime,count
org.apache.pdfbox.contentstream.operator.state.SetFlatness_ESTest.test0(),0,0,1
org.apache.pdfbox.pdmodel.common.PDStream.createInputStream(),1,0,7
org.apache.pdfbox.pdmodel.PDPage.setRotation(int),0,0,12
org.apache.fontbox.type1.Type1Lexer_ESTest.test13(),0,0,1
org.apache.xmpbox.schema.PhotoshopSchema.getCountryProperty(),0,0,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem_ESTest.test12(),0,0,1
org.apache.fontbox.ttf.OS2WindowsMetricsTable_ESTest.test04(),0,0,1
org.apache.pdfbox.preflight.PreflightConfiguration_ESTest.test08(),6,0,1
org.apache.xmpbox.type.TypeMapping.initialize(),509,6,124
org.apache.fontbox.ttf.HorizontalHeaderTable_ESTest.test13(),0,0,1
org.apache.pdfbox.pdmodel.encryption.RC4Cipher.setKey(byte[]),1,1,75
org.apache.xmpbox.type.ResourceRefType_ESTest.test10(),0,0,1
org.apache.xmpbox.schema.XMPRightsManagementSchema.getMarked(),0,0,1
org.apache.fontbox.cff.CFFDataInput_ESTest.test00(),0,0,1
org.apache.fontbox.ttf.GlyphTable_ESTest.<init>(),0,0,6
org.apache.pdfbox.preflight.process.PageTreeValidationProcess.<init>(),0,0,3
org.apache.pdfbox.examples.interactive.form.SetField_ESTest.test5(),0,0,1
org.apache.xmpbox.schema.PDFAIdentificationSchema.<init>(XMPMetadata),0,0,27
org.apache.pdfbox.text.TextPosition_ESTest.test34(),0,0,1
org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField_ESTest.test09(),0,0,1
"org.apache.pdfbox.pdmodel.graphics.blend.SoftMaskPaint.<init>(Paint, Raster)",0,0,2
org.apache.xmpbox.schema.TiffSchema_ESTest.test08(),0,0,1
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler_ESTest.test39(),0,0,1
org.apache.pdfbox.io.RandomAccessBuffer_ESTest.test11(),0,0,1
"java.util.SimpleTimeZone.<init>(int, String)",0,0,25
"org.apache.pdfbox.io.MemoryUsageSetting.<init>(boolean, boolean, long, long)",0,0,396
java.awt.geom.Path2D.setWindingRule(int),0,0,10
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile_ESTest.test11(),0,0,1
org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary_ESTest.test12(),0,0,1
org.apache.xmpbox.type.ResourceRefType.getManager(),0,0,1
org.apache.fontbox.ttf.HeaderTable_ESTest.test24(),0,0,1
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN_ESTest.test08(),0,0,1
org.apache.pdfbox.pdmodel.interactive.action.PDAction_ESTest.test13(),0,0,1
java.math.BigDecimal.floatValue(),8,8,9354
org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm_ESTest.test04(),0,0,1
"org.apache.pdfbox.pdmodel.graphics.color.PDLab.setComponentRangeArray(PDRange, int)",0,0,5
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler_ESTest.test25(),0,0,1
org.apache.pdfbox.filter.ccitt.PackedBitArray.set(int),0,0,6
org.apache.xmpbox.type.PDFATypeType.<init>(XMPMetadata),0,0,14
"org.apache.pdfbox.preflight.font.util.GlyphException.<init>(String, int, String)",0,0,3
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setBaselineShift(float),0,0,15
"org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingPaint.<init>(PDShadingType6, Matrix)",0,0,3
org.apache.pdfbox.cos.COSNull_ESTest.test0(),0,0,1
"org.apache.log4j.helpers.OptionConverter.getSystemProperty(String, String)",0,0,7
org.apache.xmpbox.type.ArrayProperty_ESTest.test08(),0,0,1
org.apache.pdfbox.preflight.font.container.FontContainer_ESTest.test00(),0,0,1
org.apache.pdfbox.filter.ccitt.PackedBitArray_ESTest.test01(),0,0,1
java.awt.Toolkit.getDefaultToolkit(),118,118,41
java.lang.StringBuilder.append(String),1007,1007,505529
org.apache.pdfbox.preflight.process.MetadataValidationProcess_ESTest.<init>(),0,0,2
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.<init>(PDFTemplateBuilder),0,0,3
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes_ESTest.test08(),0,0,1
org.apache.pdfbox.pdfparser.BaseParser.isEndOfName(int),1,1,6524
org.apache.fontbox.afm.CharMetric_ESTest.test31(),0,0,1
org.apache.pdfbox.cos.COSArray_ESTest.test55(),0,0,1
"org.apache.pdfbox.debugger.ui.OSXAdapter$1.<init>(String, Object, Method)",0,0,1
org.apache.pdfbox.io.RandomAccessInputStream.restorePosition(),0,0,244
org.apache.xmpbox.schema.XMPBasicSchema.setNicknameProperty(TextType),0,0,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination.<init>(COSArray),0,0,6
org.apache.pdfbox.debugger.ui.PDFTreeModel_ESTest.test32(),0,0,1
org.apache.pdfbox.tools.ImportXFDF.main(String[]),0,0,4
org.apache.xmpbox.schema.XMPRightsManagementSchema.setMarkedProperty(BooleanType),0,0,1
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent_ESTest.test03(),0,0,1
org.apache.pdfbox.pdmodel.DefaultResourceCache_ESTest.test06(),0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation_ESTest.test02(),0,0,1
org.apache.pdfbox.cos.COSDocument_ESTest.test10(),0,0,1
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject_ESTest.test050(),0,0,1
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary.<init>(),0,0,32
org.apache.fontbox.afm.KernPair_ESTest.test00(),1,0,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText_ESTest.test32(),0,0,1
org.apache.pdfbox.debugger.hexviewer.HexPane.addSelectionChangeListener(SelectionChangeListener),0,0,6
org.apache.pdfbox.text.TextPosition_ESTest.test19(),0,0,1
org.apache.pdfbox.pdfparser.BaseParser_ESTest.test40(),0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setPrinted(boolean),0,0,3
org.apache.fontbox.ttf.OpenTypeFont_ESTest.<init>(),0,0,12
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup_ESTest.test09(),0,0,1
"java.util.Arrays.copyOfRange(byte[], int, int)",0,0,46
org.apache.pdfbox.cos.COSArray_ESTest.test25(),0,0,1
org.apache.pdfbox.pdmodel.PDPage.equals(Object),0,0,5
org.apache.pdfbox.debugger.hexviewer.HexModelChangedEvent_ESTest.test1(),0,0,1
java.util.Calendar.get(int),2,2,1187
org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType.getBitsPerComponent(),0,0,1
java.io.ByteArrayOutputStream.<init>(),1,1,2104
org.apache.pdfbox.pdmodel.encryption.PDEncryption_ESTest.test30(),0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder.token(String),0,0,9
org.apache.xmpbox.schema.PhotoshopSchema.setCredit(String),0,0,1
org.apache.pdfbox.pdmodel.PDPage.getActions(),1,0,12
org.apache.fontbox.afm.CharMetric_ESTest.test39(),0,0,1
org.apache.fontbox.cff.CFFStandardString.<clinit>(),0,0,1
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),1950,0,10
org.apache.pdfbox.preflight.PreflightContext.addValidationError(ValidationResult$ValidationError),0,0,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions_ESTest.test12(),0,0,1
org.apache.pdfbox.pdmodel.fdf.FDFField.getOptions(),0,0,19
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject_ESTest.test50(),0,0,1
org.apache.pdfbox.pdmodel.common.COSArrayList_ESTest.test37(),0,0,1
"org.apache.fontbox.ttf.BufferedRandomAccessFile.<init>(File, String, int)",0,0,22
org.apache.fontbox.type1.Type1Lexer.<init>(byte[]),24,0,25
org.apache.pdfbox.pdmodel.interactive.action.PDActionThread_ESTest.test10(),0,0,1
org.apache.fontbox.ttf.TTFDataStream.readInternationalDate(),0,0,3
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification_ESTest.test23(),0,0,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isToggleNoView(),0,0,10
org.apache.pdfbox.pdmodel.common.PDStream.toByteArray(),0,0,1
org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.main(String[]),0,0,6
org.apache.pdfbox.pdmodel.fdf.FDFCatalog_ESTest.test17(),0,0,1
org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary_ESTest.<init>(),0,0,7
javax.xml.transform.dom.DOMSource.<init>(Node),0,0,1
org.apache.pdfbox.examples.pdmodel.HelloWorld_ESTest.test2(),0,0,1
java.util.zip.DeflaterOutputStream.close(),0,0,6
org.apache.fontbox.cff.CFFOperator_ESTest.test12(),0,0,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild_ESTest.<init>(),0,0,8
org.apache.pdfbox.contentstream.operator.text.ShowTextLineAndSpace_ESTest.test1(),0,0,1
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification_ESTest.test33(),0,0,1
org.apache.pdfbox.pdmodel.encryption.PDEncryption_ESTest.test06(),0,0,1
"org.apache.xmpbox.schema.XMPSchemaFactory.createXMPSchema(XMPMetadata, String)",0,0,5
org.apache.xmpbox.type.VersionType.setComments(String),0,0,1
org.apache.pdfbox.pdmodel.PageLayout_ESTest.test02(),0,0,1
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer_ESTest.test0(),40,0,1
org.apache.pdfbox.debugger.streampane.tooltip.ColorToolTip_ESTest.test8(),0,0,1
org.apache.xmpbox.schema.DublinCoreSchema.setSource(String),0,0,1
org.apache.pdfbox.debugger.streampane.tooltip.ToolTipController.getRowText(int),15,0,12
org.apache.pdfbox.pdmodel.PDPage_ESTest.test20(),0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink.getHighlightMode(),0,0,2
org.apache.pdfbox.pdmodel.font.PDPanoseClassification_ESTest.<init>(),0,0,51
"org.apache.pdfbox.preflight.xobject.XObjFormValidator.<init>(PreflightContext, PDFormXObject)",1,0,1
org.apache.pdfbox.pdmodel.encryption.PDEncryption_ESTest.test38(),0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.Parser$1.<clinit>(),0,0,1
org.apache.fontbox.ttf.HorizontalHeaderTable_ESTest.test43(),0,0,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setBorderStyle(PDBorderStyleDictionary),0,0,6
org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary.getName(),0,0,4
org.apache.pdfbox.cos.COSArray_ESTest.test29(),0,0,1
org.apache.xmpbox.schema.PhotoshopSchema_ESTest.test20(),0,0,1
org.apache.pdfbox.pdmodel.common.PDPageLabels.getLabelsByPageIndices(),0,0,1
org.apache.pdfbox.debugger.flagbitspane.PanoseFlag.<init>(COSDictionary),0,0,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle.getInteriorColor(),0,0,3
org.apache.xmpbox.schema.PhotoshopSchema_ESTest.test17(),0,0,1
org.apache.pdfbox.contentstream.operator.graphics.ClosePath_ESTest.test0(),0,0,1
org.apache.xmpbox.schema.PhotoshopSchema.getTextLayers(),0,0,1
org.apache.pdfbox.preflight.parser.PreflightParser_ESTest.test01(),0,0,1
org.apache.pdfbox.pdmodel.common.function.PDFunctionType4.<init>(COSBase),0,0,1
org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary.getChangeXs(),0,0,3
"org.apache.pdfbox.cos.COSDictionary.getBoolean(COSName, boolean)",0,0,120
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern_ESTest.test25(),0,0,1
org.apache.pdfbox.contentstream.operator.state.SetRenderingIntent.<init>(),0,0,25
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler_ESTest.test5(),0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary_ESTest.test4(),0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget_ESTest.test11(),0,0,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText_ESTest.test12(),0,0,1
org.apache.pdfbox.pdmodel.interactive.action.PDActionResetForm_ESTest.test3(),0,0,1
org.apache.xmpbox.type.VersionType_ESTest.test06(),0,0,1
"org.apache.fontbox.ttf.GlyfDescript.<init>(short, TTFDataStream)",0,0,14
org.apache.pdfbox.pdmodel.common.PDDictionaryWrapper_ESTest.test1(),0,0,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure_ESTest.test16(),0,0,1
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),0,0,3
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.setBold(boolean),0,0,4
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler_ESTest.test15(),0,0,1
java.io.FilterOutputStream.write(byte[]),1,0,1007
org.apache.pdfbox.pdmodel.interactive.form.PDTextField_ESTest.test35(),0,0,1
javax.imageio.ImageIO$ImageReaderIterator.next(),19,5,3
"org.apache.pdfbox.preflight.content.PreflightContentStream.<init>(PreflightContext, PDPage)",0,0,4
org.apache.xmpbox.schema.XMPMediaManagementSchema.setManageToProperty(URIType),0,0,1
org.apache.pdfbox.contentstream.operator.color.SetStrokingColor.getColorSpace(),0,0,2
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder_ESTest.test00(),3,0,1
org.apache.pdfbox.preflight.ValidationResult_ESTest.test01(),0,0,1
org.apache.pdfbox.pdfparser.BaseParser_ESTest.test24(),0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setModifiedDate(Calendar),0,0,1
org.apache.pdfbox.preflight.PreflightPath.isEmpty(),0,0,2
org.apache.xmpbox.xml.DomHelper.getQName(Element),1,0,1
org.apache.pdfbox.pdfparser.COSParser_ESTest.test09(),0,0,1
org.apache.pdfbox.debugger.ui.PDFTreeModel_ESTest.test28(),0,0,1
"org.apache.pdfbox.filter.FlateFilter.decode(InputStream, OutputStream, COSDictionary, int)",2,0,3
org.apache.pdfbox.pdmodel.encryption.PDEncryption_ESTest.test52(),0,0,1
org.apache.pdfbox.pdmodel.font.PDSimpleFont_ESTest.test14(),0,0,1
"org.apache.pdfbox.pdmodel.common.COSDictionaryMap.<init>(Map, COSDictionary)",0,0,25
org.apache.pdfbox.pdmodel.interactive.form.PDTextField_ESTest.test29(),0,0,1
org.apache.xmpbox.type.RealType_ESTest.test2(),2,0,1
org.apache.pdfbox.debugger.ui.PDFTreeModel_ESTest.test12(),0,0,1
org.apache.pdfbox.pdmodel.graphics.blend.BlendMode$3.<init>(),0,0,2
org.apache.fontbox.afm.CharMetric_ESTest.test15(),0,0,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP_ESTest.test0(),1,0,1
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject.<init>(),0,0,17
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject_ESTest.test09(),0,0,1
org.apache.pdfbox.tools.WriteDecodedDoc_ESTest.test1(),0,0,1
org.apache.xmpbox.schema.PDFAIdentificationSchema_ESTest.test10(),0,0,1
org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve.toString(),0,0,1
org.apache.pdfbox.filter.ccitt.TIFFFaxDecoder_ESTest.test00(),3,0,1
org.apache.pdfbox.preflight.ValidationResult_ESTest.test15(),0,0,1
org.apache.pdfbox.tools.imageio.JPEGUtil_ESTest.<init>(),0,0,1
org.apache.pdfbox.pdmodel.common.PDObjectStream_ESTest.test3(),0,0,1
org.apache.commons.logging.LogFactory.directGetContextClassLoader(),0,0,180
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationInk_ESTest.test2(),0,0,1
org.apache.log4j.Hierarchy.updateParents(Logger),1,0,8
"org.apache.xmpbox.type.GPSCoordinateType.<init>(XMPMetadata, String, String, String, Object)",0,0,3
org.apache.pdfbox.tools.PDFBox_ESTest.test00(),1,0,1
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder_ESTest.test08(),0,0,1
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject_ESTest.test46(),1,0,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitRectangleDestination.getRight(),0,0,4
org.apache.xmpbox.schema.XMPSchema_ESTest.test63(),0,0,1
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent.isTopAttached(),0,0,1
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification_ESTest.test21(),0,0,1
org.apache.pdfbox.pdmodel.graphics.color.PDGamma.getG(),0,0,7
org.apache.fontbox.pfb.PfbParser_ESTest.test02(),0,0,1
org.apache.pdfbox.preflight.action.AbstractActionManager_ESTest.test03(),0,0,1
org.apache.pdfbox.cos.COSArray.toList(),0,0,5
java.io.File.<init>(String),130,130,2817
java.util.Arrays.hashCode(byte[]),0,0,423
"org.apache.pdfbox.io.RandomAccessInputStream.read(byte[], int, int)",0,0,14
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext_ESTest.<init>(),0,0,1
org.apache.pdfbox.multipdf.Overlay_ESTest.test07(),0,0,1
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences_ESTest.test10(),0,0,1
org.apache.pdfbox.debugger.hexviewer.HexModel_ESTest.test07(),0,0,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setDate(String),0,0,5
org.apache.xmpbox.schema.DublinCoreSchema_ESTest.test10(),0,0,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination_ESTest.test16(),0,0,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue.isSubFilterRequired(),0,0,2
org.apache.pdfbox.cos.COSOutputStream_ESTest.test5(),0,0,1
org.apache.pdfbox.pdmodel.font.FontInfo.<init>(),0,0,1580
org.apache.pdfbox.pdfparser.COSParser.isString(byte[]),0,0,139
org.apache.pdfbox.text.PDFTextStripper_ESTest.test13(),0,0,1
org.apache.pdfbox.pdmodel.interactive.form.PDField_ESTest.test07(),0,0,1
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setSymbolic(boolean),0,0,14
java.awt.Color.<clinit>(),154,154,2
java.math.BigDecimal.<init>(String),6,6,1969
org.apache.pdfbox.pdmodel.PDDocumentCatalog_ESTest.test04(),0,0,1
javax.swing.UIManager.getColor(Object),15,15,1586
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.<init>(COSDictionary),0,0,1
org.apache.pdfbox.pdmodel.graphics.state.RenderingIntent_ESTest.test04(),0,0,1
"org.apache.pdfbox.filter.DCTFilter.encode(InputStream, OutputStream, COSDictionary)",0,0,1
org.apache.pdfbox.examples.util.PrintTextColors_ESTest.test4(),0,0,1
org.apache.pdfbox.cos.COSArray.growToSize(int),13,0,132
org.apache.pdfbox.debugger.ui.PageEntry.toString(),0,0,1
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.setAttributes(Revisions),0,0,2
org.apache.pdfbox.pdmodel.interactive.form.PDButton_ESTest.test20(),0,0,1
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFlags(int),0,0,123
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent_ESTest.test04(),0,0,1
org.apache.pdfbox.pdmodel.fdf.FDFField.getAdditionalActions(),0,0,10
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode_ESTest.test29(),0,0,1
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions_ESTest.test10(),0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary_ESTest.test02(),0,0,1
org.apache.pdfbox.pdmodel.encryption.AccessPermission_ESTest.test08(),0,0,1
org.apache.pdfbox.cos.COSInputStream_ESTest.<init>(),0,0,1
java.lang.Byte.equals(Object),0,0,3
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace_ESTest.test20(),0,0,1
org.apache.pdfbox.pdmodel.PDDocument.load(byte[]),0,0,2
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare_ESTest.test0(),0,0,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.COSFilterInputStream_ESTest.test09(),0,0,1
"org.apache.pdfbox.preflight.graphic.ColorSpaces.<init>(String, int, String)",0,0,15
org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper.processPatternColorSpace(PDColorSpace),0,0,1
org.apache.pdfbox.cos.COSName.toString(),0,0,14
org.apache.pdfbox.pdmodel.PDDocumentInformation_ESTest.test00(),0,0,1
org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch_ESTest.test25(),0,0,1
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.hideMenubar(),0,0,1
org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory_ESTest.test2(),0,0,1
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary_ESTest.test28(),0,0,1
org.apache.pdfbox.io.RandomAccessBuffer.getPosition(),0,0,36
org.apache.pdfbox.pdmodel.font.PDFontDescriptor_ESTest.test065(),0,0,1
"javax.swing.BorderFactory.createMatteBorder(int, int, int, int, Color)",0,0,6
org.apache.pdfbox.pdmodel.graphics.shading.PDShading.evalFunction(float[]),50,2,4174
org.apache.pdfbox.pdmodel.PDDocument.addPage(PDPage),13,0,34
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.toRGBWithTintTransform(float[]),0,0,2
org.apache.pdfbox.pdmodel.PDDocumentCatalog_ESTest.test36(),0,0,1
org.apache.pdfbox.contentstream.operator.graphics.CloseFillEvenOddAndStrokePath_ESTest.test1(),1,0,1
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType6.<init>(COSDictionary),0,0,9
