method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.pdfbox.cos.COSDocument.getObjectsByType(String),14,7,0,0,2,4
org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary.getCOSObject(),0,18,5,5,0,0
org.apache.pdfbox.filter.DCTFilter.getAdobeTransform(IIOMetadata),14,9,3,5,0,0
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.calculateInputValues(double, double)",14,6,3,3,0,0
"org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, OutputStream)",14,13,0,0,4,6
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary.getStyle(),9,37,5,11,5,3
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.visualSignEnabled(boolean),14,122,12,52,0,0
org.apache.pdfbox.cos.COSDocument.isEncrypted(),2,4,1,1,2,1
org.apache.pdfbox.pdmodel.fdf.FDFOptionElement.setDefaultAppearanceString(String),14,5,0,0,2,2
"org.apache.pdfbox.multipdf.PDFMergerUtility.appendDocument(PDDocument, PDDocument)",11,515,15,55,7,76
org.apache.pdfbox.contentstream.PDFStreamEngine.showTextStrings(COSArray),10,294,2,2,12,66
"org.apache.pdfbox.preflight.process.StreamValidationProcess.checkFilters(COSStream, PreflightContext)",14,52,6,8,4,12
org.apache.pdfbox.pdmodel.fdf.FDFDictionary.getTarget(),14,6,0,0,3,2
org.apache.pdfbox.preflight.action.InvalidAction.innerValid(),14,10,0,0,3,4
org.apache.pdfbox.pdfparser.XrefTrailerResolver.getXrefTable(),6,235,9,64,0,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationHighlight.FDFAnnotationHighlight(),14,9,0,0,3,3
org.apache.pdfbox.pdmodel.PDDocumentInformation.setSubject(String),14,7,0,0,3,3
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setWidthAuto(),14,31,0,0,8,10
org.apache.pdfbox.rendering.PageDrawer.createGlyph2D(PDFont),14,290,16,42,5,6
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.getPadding(),14,76,7,35,4,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getHolderFormStream(),0,129,10,54,0,0
org.apache.pdfbox.debugger.hexviewer.HexModelChangeListener.hexModelChanged(HexModelChangedEvent),0,4,2,2,0,0
org.apache.pdfbox.preflight.font.container.Type3Container.Type3Container(PDType3Font),14,8,3,4,1,1
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureTreeRoot.PDStructureTreeRoot(),14,8,0,0,4,2
org.apache.pdfbox.cos.COSDictionary.size(),0,123,6,32,0,0
"org.apache.pdfbox.io.RandomAccessFile.RandomAccessFile(File, String)",0,75,10,18,0,0
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.PDOptionalContentGroup(COSDictionary),1,18,4,5,1,3
org.apache.pdfbox.text.PDFTextStripper.getText(PDDocument),14,325,0,0,12,75
org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionaryValue(),3,59,0,0,5,23
"org.apache.pdfbox.rendering.TTFGlyph2D.TTFGlyph2D(TrueTypeFont, PDFont, boolean)",14,6,2,3,0,0
org.apache.pdfbox.pdmodel.interactive.form.PDTextField.getValueAsString(),14,34,0,0,10,8
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDTableAttributeObject.getRowSpan(),14,34,6,7,7,2
org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm.flatten(),14,182,0,0,9,46
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties.hasGroup(String),14,123,10,24,4,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue.setDigestMethodRequired(boolean),14,14,0,0,6,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp.setTimestampRequired(boolean),14,6,0,0,3,2
"org.apache.pdfbox.debugger.streampane.StreamPane.DocumentCreator.writeOperand(Object, StyledDocument)",14,15,4,5,1,6
org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.isMultiLine(),10,408,17,56,7,2
org.apache.pdfbox.tools.ExtractText.startProcessing(String),12,566,15,126,0,0
org.apache.pdfbox.preflight.action.UndefAction.innerValid(),14,10,0,0,3,4
org.apache.pdfbox.pdmodel.font.PDFont.getName(),0,289,8,82,0,0
org.apache.pdfbox.cos.COSArray.remove(COSBase),0,47,7,20,0,0
org.apache.pdfbox.contentstream.PDFStreamEngine.showForm(PDFormXObject),7,196,12,16,7,38
"org.apache.pdfbox.pdmodel.PDResources.put(COSName, PDFont)",4,269,12,50,3,4
org.apache.pdfbox.pdmodel.font.PDSimpleFont.PDSimpleFont(COSDictionary),8,126,5,25,9,21
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject.isEmpty(),14,10,0,0,4,3
org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch.getTriangles(),14,22,4,4,4,5
org.apache.pdfbox.debugger.streampane.StreamPaneView.getStreamPanel(),14,131,10,36,0,0
org.apache.pdfbox.pdfwriter.COSWriter.write(FDFDocument),14,12,3,5,2,2
org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder.isSubsettingPermitted(TrueTypeFont),14,5,2,3,0,0
org.apache.pdfbox.pdmodel.font.PDFont.isEmbedded(),0,287,15,43,0,0
org.apache.pdfbox.contentstream.PDFStreamEngine.showTextString(byte[]),10,293,2,2,12,66
org.apache.pdfbox.preflight.parser.PreflightParser.addValidationErrors(List),14,5,0,0,2,3
org.apache.pdfbox.tools.PDFText2HTML.FontState.open(String),14,23,8,6,1,1
"org.apache.pdfbox.pdfwriter.COSStandardOutputStream.write(byte[], int, int)",14,2,0,0,1,1
org.apache.pdfbox.debugger.ui.textsearcher.SearchPanel.getSearchWord(),14,10,4,6,0,0
"org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch.getPatchCoordinatesColor(CubicBezierCurve, CubicBezierCurve, CubicBezierCurve, CubicBezierCurve)",14,15,5,5,1,2
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer.OverlayIcon.OverlayIcon(ImageIcon),14,10,4,6,0,0
org.apache.pdfbox.pdmodel.common.PDStream.toByteArray(),6,435,15,62,8,8
org.apache.pdfbox.text.PDFTextStripper.getAddMoreFormatting(),9,324,12,75,0,0
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setStartIndent(int),14,31,0,0,8,10
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment.setFile(PDFileSpecification),14,9,0,0,4,3
org.apache.pdfbox.pdmodel.common.PDPageLabelRange.PDPageLabelRange(),14,10,5,2,1,2
"org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSBase)",1,1396,13,365,1,1
org.apache.pdfbox.pdmodel.font.PDType0Font.codeToGID(int),14,31,13,6,1,1
"org.apache.pdfbox.examples.signature.CreateVisibleSignature.setSignatureProperties(String, String, String, int, int, boolean)",14,516,16,67,11,52
org.apache.pdfbox.debugger.flagbitspane.FlagBitsPane.getPane(),14,27,6,11,1,1
org.apache.pdfbox.debugger.colorpane.IndexedTableModel.IndexedTableModel(IndexedColorant[]),14,2,1,1,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setAlternateColorSpace(PDColorSpace),14,3,0,0,1,2
"org.apache.pdfbox.preflight.process.BookmarkValidationProcess.checkIndirectObjects(PreflightContext, COSDictionary)",14,75,6,16,5,4
"org.apache.pdfbox.util.Matrix.concatenate(Matrix, Matrix)",2,239,7,75,2,2
"org.apache.pdfbox.rendering.PageDrawer.applySoftMaskToPaint(Paint, PDSoftMask)",8,288,9,29,12,42
org.apache.pdfbox.pdmodel.interactive.form.PDTextField.setComb(boolean),14,14,0,0,6,4
org.apache.pdfbox.preflight.utils.ByteArrayDataSource.getInputStream(),-1,1,0,0,0,0
org.apache.pdfbox.text.PDFTextStripper.setStartPage(int),0,724,15,111,0,0
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty.getFormattedValue(),3,27,5,6,3,2
org.apache.pdfbox.multipdf.Overlay.createContentStreamList(COSBase),14,44,7,13,1,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setContents(String),3,501,16,72,3,3
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState.setSmoothness(double),14,214,12,43,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceRGB.init(),0,3,1,2,0,0
org.apache.pdfbox.cos.COSDocument.getTrailer(),0,414,11,82,0,0
org.apache.pdfbox.debugger.colorpane.CSSeparation.getIntRepresentation(float),0,7,4,2,0,0
org.apache.pdfbox.pdmodel.font.PDCIDFont.getDefaultPositionVector(int),14,9,2,1,4,2
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.setHideWindowUI(boolean),14,5,0,0,3,2
org.apache.pdfbox.pdmodel.graphics.shading.Patch.getFlag2Edge(),12,47,8,14,0,0
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequence.addProc(InstructionSequence),14,8,2,6,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDCIEBasedColorSpace.toString(),14,2,0,0,1,1
org.apache.pdfbox.debugger.PDFDebugger.createFileMenu.(Anon_6).actionPerformed(ActionEvent),14,4,0,0,3,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon.FDFAnnotationPolygon(),14,8,0,0,3,3
"org.apache.pdfbox.tools.imageio.TIFFUtil.createAsciiField(int, String, String)",14,6,2,4,0,0
org.apache.pdfbox.debugger.streampane.Stream.getFilteredLabel(),6,39,8,10,3,4
"org.apache.pdfbox.preflight.process.reflect.ExtGStateValidationProcess.validateFonts(PreflightContext, List)",14,215,6,10,11,42
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.getHival(),2,34,11,8,2,2
org.apache.pdfbox.util.Matrix.concatenate(Matrix),1,350,12,69,2,1
org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions.getE(),14,25,0,0,4,16
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.setVisibleSignature(InputStream),14,114,11,52,0,0
org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation.removeTrailingNul(String),14,24,5,9,0,0
org.apache.pdfbox.pdmodel.graphics.shading.PDShading.PDShading(COSDictionary),4,4,1,3,0,0
org.apache.pdfbox.tools.OverlayPDF.isInteger(String),14,372,18,60,0,0
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.getRecipientsIterator(),14,9,3,5,0,0
org.apache.pdfbox.pdmodel.font.PDType1CFont.ByteSource.getBytes(),14,30,0,0,8,8
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare.FDFAnnotationSquare(),14,8,0,0,3,3
org.apache.pdfbox.io.RandomAccessRead.isEOF(),0,53,3,27,0,0
org.apache.pdfbox.debugger.treestatus.TreeStatusPane.(Anon_1).actionPerformed(ActionEvent),14,24,0,0,5,15
org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions.PDAdditionalActions(),14,2,0,0,1,1
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage.setHeight(int),14,6,0,0,3,2
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.PDICCBased(PDDocument),14,22,0,0,7,8
org.apache.pdfbox.pdmodel.common.COSArrayList.retainAll(Collection),14,7,0,0,3,2
"org.apache.pdfbox.filter.LZWFilter.checkIndexBounds(List, long, MemoryCacheImageInputStream)",14,4,2,2,0,0
"org.apache.pdfbox.pdmodel.interactive.form.PlainText.Paragraph.getLines(PDFont, float, float)",10,57,6,10,5,10
"org.apache.pdfbox.pdmodel.font.encoding.GlyphList.load(String, int)",-1,1,0,0,0,0
"org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve.CubicBezierCurve(Point2D[], int)",14,15,5,5,1,1
org.apache.pdfbox.pdmodel.common.function.PDFunction.toString(),14,9,4,3,1,1
org.apache.pdfbox.cos.COSObject.accept(ICOSVisitor),14,5,0,0,2,3
org.apache.pdfbox.cos.COSArray.accept(ICOSVisitor),14,2,0,0,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDLab.setARange(PDRange),14,16,0,0,3,7
org.apache.pdfbox.pdmodel.encryption.ProtectionPolicy.getEncryptionKeyLength(),0,3,1,2,0,0
org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask.create(COSBase),14,6,3,1,1,2
"org.apache.pdfbox.contentstream.operator.graphics.LineTo.process(Operator, List)",14,11,0,0,2,6
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.getValue(Integer),14,18,0,0,4,9
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject.setScope(String),14,31,0,0,8,10
org.apache.pdfbox.cos.COSDictionary.getItem(COSName),0,873,12,216,0,0
"org.apache.pdfbox.contentstream.PDFStreamEngine.showType3Glyph(Matrix, PDType3Font, int, String, Vector)",6,116,2,1,7,34
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare.FDFAnnotationSquare(COSDictionary),14,26,4,17,1,1
org.apache.pdfbox.pdmodel.font.PDType1CFont.getFontMatrix(),8,109,10,31,1,2
"org.apache.pdfbox.rendering.PageDrawer.TransparencyGroup.TransparencyGroup(PDTransparencyGroup, boolean)",8,191,12,13,7,35
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours.getBeforeColour(),14,5,0,0,3,2
org.apache.pdfbox.pdmodel.interactive.form.AppearanceStyle.getFontSize(),10,57,6,20,0,0
org.apache.pdfbox.pdmodel.graphics.state.PDTextState.getFont(),0,328,12,66,0,0
"org.apache.pdfbox.examples.pdmodel.ExtractMetadata.listString(String, List)",14,296,16,62,0,0
org.apache.pdfbox.preflight.PreflightConfiguration.getProcessNames(),10,27,7,7,0,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.setPrintClip(BOUNDARY),-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),8,436,15,67,6,21
"org.apache.pdfbox.pdmodel.PDPageContentStream.drawImage(PDImageXObject, float, float)",7,584,15,84,6,10
"org.apache.pdfbox.preflight.process.StreamValidationProcess.addStreamLengthValidationError(PreflightContext, COSObject, int, String)",14,31,6,10,4,3
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle.setBorderEffect(PDBorderEffectDictionary),14,6,0,0,3,2
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createPage(PDVisibleSignDesigner),14,16,0,0,4,5
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.codeToGID(int),9,49,6,8,11,6
org.apache.pdfbox.pdmodel.interactive.form.PDField.setRequired(boolean),14,13,0,0,6,4
org.apache.pdfbox.text.TextPosition.getYScale(),14,2,0,0,1,1
org.apache.pdfbox.debugger.streampane.StreamImageView.ancestorAdded(AncestorEvent),14,13,0,0,3,6
org.apache.pdfbox.pdmodel.PDPageContentStream.writeOperand(float),1,58,6,22,1,1
"org.apache.pdfbox.preflight.annotation.PrintMarkAnnotationValidator.PrintMarkAnnotationValidator(PreflightContext, COSDictionary)",14,8,0,0,4,3
org.apache.pdfbox.pdfparser.RandomAccessSource.close(),-1,1,0,0,0,0
"org.apache.pdfbox.pdmodel.DefaultResourceCache.put(COSObject, PDColorSpace)",-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.setFitWindow(boolean),14,5,0,0,3,2
org.apache.pdfbox.pdmodel.interactive.form.PDTerminalField.constructAppearances(),0,14,7,3,0,0
org.apache.pdfbox.preflight.font.Type3FontValidator.checkEncodingAsString(String),14,40,5,12,3,4
"org.apache.pdfbox.tools.PDFText2HTML.FontState.push(StringBuilder, char, TextPosition)",14,25,2,1,7,7
org.apache.pdfbox.pdmodel.common.PDRange.getMin(),2,199,12,50,2,2
org.apache.pdfbox.debugger.ui.Tree.getUnFilteredStreamSaveMenu.(Anon_3).actionPerformed(ActionEvent),14,29,0,0,7,8
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isNoView(),14,8,0,0,6,2
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination.setFitBoundingBox(boolean),14,9,0,0,3,3
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState.setNonStrokeAlphaConstants(double),0,427,12,95,0,0
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes.getColorSpace(),14,140,0,0,13,28
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateAnnotation(PreflightContext, PDPage)",14,345,13,73,6,24
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.getItalicAngle(),14,5,0,0,3,2
org.apache.pdfbox.pdmodel.PDDocumentNameDictionary.setEmbeddedFiles(PDEmbeddedFilesNameTreeNode),14,182,10,43,3,2
org.apache.pdfbox.pdmodel.encryption.PublicKeyRecipient.getX509(),14,9,3,5,0,0
org.apache.pdfbox.pdmodel.common.COSArrayList.toList(),7,145,7,41,0,0
"org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, String, int)",-1,1,0,0,0,0
"org.apache.pdfbox.preflight.font.FontValidator.FontValidator(PreflightContext, COSDictionary, T)",0,11,3,5,1,1
org.apache.pdfbox.debugger.ui.textsearcher.Searcher.removeUpdate(DocumentEvent),14,11,0,0,4,6
org.apache.pdfbox.preflight.content.PreflightContentStream.validateXObjContentStream(PDFormXObject),14,162,5,4,8,45
org.apache.pdfbox.pdmodel.interactive.form.PDTextField.isRichText(),14,9,0,0,6,2
org.apache.pdfbox.pdmodel.interactive.form.PDField.setMappingName(String),14,7,0,0,3,3
org.apache.pdfbox.debugger.streampane.tooltip.FontToolTip.extractFontReference(String),14,167,13,36,0,0
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder.parse(CharSequence),0,60,10,8,4,7
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage.getFilters(),3,20,4,3,3,6
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon.setInteriorColor(Color),14,86,7,37,3,4
org.apache.pdfbox.preflight.process.MetadataValidationProcess.hasJpegMagicNumber(byte[]),14,12,5,3,0,0
org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary.setScaleRatio(String),14,8,0,0,3,3
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions.getWS(),14,25,0,0,4,16
org.apache.pdfbox.pdmodel.graphics.image.PDImage.isEmpty(),3,25,5,11,0,0
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setAllPaddings(float),14,33,0,0,8,11
org.apache.pdfbox.preflight.parser.PreflightParser.createUnknownErrorResult(),14,3,0,0,1,2
"org.apache.pdfbox.pdmodel.common.PDStream.PDStream(PDDocument, InputStream, COSName)",6,189,6,58,7,10
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createInnerFormStream(PDDocument),14,19,0,0,7,8
org.apache.pdfbox.preflight.font.container.FontContainer.FontContainer(T),0,7,1,6,0,0
"org.apache.pdfbox.debugger.ui.ErrorDialog.generateStackTrace(Throwable, StringBuilder)",0,6,2,2,2,1
"org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.insertGeneratedListboxAppearance(PDPageContentStream, PDAppearanceStream, PDRectangle, PDFont, float)",10,408,17,39,5,23
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.convertCOSToPD(COSBase),2,7,3,4,0,0
org.apache.pdfbox.tools.ExportXFDF.main(String[]),14,326,0,0,16,63
org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary.PDURIDictionary(COSDictionary),14,4,3,1,0,0
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification.getFile(),14,11,2,4,3,2
"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject.isValueChanged(COSBase, COSBase)",6,24,7,12,0,0
org.apache.pdfbox.pdmodel.PDPageContentStream.drawForm(PDFormXObject),5,497,16,74,5,7
org.apache.pdfbox.pdfparser.XrefTrailerResolver.getTrailer(),7,214,13,46,0,0
org.apache.pdfbox.preflight.annotation.AnnotationValidator.checkPopup(),7,123,0,0,12,33
org.apache.pdfbox.pdmodel.interactive.action.PDWindowsLaunchParams.setDirectory(String),14,7,0,0,3,3
org.apache.pdfbox.preflight.xobject.XObjFormValidator.validateXObjectContent(),14,201,7,13,9,44
org.apache.pdfbox.pdmodel.fdf.FDFPage.setTemplates(List),14,10,0,0,3,5
org.apache.pdfbox.contentstream.operator.graphics.GraphicsOperatorProcessor.setContext(PDFStreamEngine),14,2,0,0,1,1
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.getSpaceAfter(),14,76,7,35,5,3
"org.apache.pdfbox.contentstream.operator.text.ShowText.process(Operator, List)",14,292,0,0,13,66
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeRevisionNumber(int),14,88,7,30,3,4
"org.apache.pdfbox.util.Matrix.translate(float, float)",14,5,0,0,2,2
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink.getPreviousURI(),14,9,0,0,3,3
"org.apache.pdfbox.debugger.streampane.tooltip.ToolTipController.isColorSpace(String, String)",14,4,2,1,1,1
org.apache.pdfbox.preflight.font.DescendantFontValidator.checkMandatoryField(),14,25,0,0,5,8
org.apache.pdfbox.pdmodel.graphics.color.PDGamma.PDGamma(),14,5,0,0,2,3
"org.apache.pdfbox.filter.IdentityFilter.encode(InputStream, OutputStream, COSDictionary)",-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.PDDocumentCatalog.PDDocumentCatalog(PDDocument),2,10,3,2,2,4
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.isNChannel(),8,138,15,22,4,3
org.apache.pdfbox.pdmodel.interactive.form.PDTextField.getDefaultValue(),14,33,0,0,9,8
org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(String),14,324,16,63,0,0
org.apache.pdfbox.pdmodel.interactive.form.PDRadioButton.isRadiosInUnison(),14,9,0,0,6,2
org.apache.pdfbox.rendering.PDFRenderer.createPageDrawer(PageDrawerParameters),10,287,11,55,4,3
org.apache.pdfbox.preflight.PreflightDocument.getSpecification(),0,337,16,63,0,0
org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed.PDActionNamed(COSDictionary),3,21,4,13,1,1
org.apache.pdfbox.pdmodel.interactive.form.PDButton.isRadioButton(),14,9,0,0,6,2
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setPage(int),14,82,6,37,3,2
org.apache.pdfbox.pdmodel.font.PDType0Font.readEncoding(),7,187,11,47,8,9
org.apache.pdfbox.pdmodel.graphics.shading.PDShading.getAntiAlias(),14,7,0,0,5,2
"org.apache.pdfbox.text.PDFTextStripper.within(float, float, float)",5,2,1,1,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createFormatterRectangle(byte[]),14,13,0,0,3,6
org.apache.pdfbox.io.ScratchFileBuffer.peek(),14,12,0,0,5,4
org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions.getPO(),14,25,0,0,4,16
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.saveDiskCache(),14,18,5,5,1,6
"org.apache.pdfbox.preflight.font.descriptor.CIDType2DescriptorHelper.processFontFile(PDFontDescriptor, PDStream)",14,7,0,0,3,4
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary.getLabelSuffixString(),14,11,0,0,5,2
"org.apache.pdfbox.pdmodel.PDResources.getIndirect(COSName, COSName)",2,298,11,59,2,2
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace.getNumberOfComponents(),0,192,11,37,0,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.extractCmapTable(),9,28,12,6,0,0
org.apache.pdfbox.pdmodel.PDDocument.isAllSecurityToBeRemoved(),5,47,6,22,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup.getReplyType(),14,12,0,0,5,3
org.apache.pdfbox.examples.pdmodel.CreateGradientShadingPDF.usage(),14,554,17,97,0,0
org.apache.pdfbox.pdmodel.encryption.PDEncryption.removeV45filters(),3,106,7,38,2,1
org.apache.pdfbox.debugger.colorpane.CSSeparation.actionPerformed(ActionEvent),14,6,0,0,3,2
org.apache.pdfbox.pdmodel.fdf.FDFDictionary.FDFDictionary(COSDictionary),4,11,5,3,0,0
"org.apache.pdfbox.contentstream.operator.state.SetLineWidth.process(Operator, List)",14,6,0,0,2,4
org.apache.pdfbox.debugger.streampane.tooltip.ToolTip.getToolTipText(),14,276,14,60,0,0
org.apache.pdfbox.pdmodel.font.FontMapperImpl.getFallbackFontName(PDFontDescriptor),7,29,6,4,6,4
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder.createCIDFont(),8,127,10,34,4,7
org.apache.pdfbox.cos.COSArray.toFloatArray(),2,258,12,62,2,3
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.setTemplate(PDDocument),14,47,7,17,0,0
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4.setBitsPerFlag(int),14,7,0,0,3,2
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.encode(int),14,41,0,0,11,8
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.toDebugString(),14,3,0,0,1,2
"org.apache.pdfbox.debugger.fontencodingpane.Type0Font.Type0Font(PDCIDFontType2, PDFont)",14,182,12,32,8,10
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK.toRGB(float[]),14,3,0,0,2,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.getSubFilter(),14,7,0,0,3,3
org.apache.pdfbox.pdfwriter.COSWriter.setOutput(OutputStream),0,7,2,4,0,0
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.insertSiblingBefore(PDOutlineItem),14,39,0,0,6,12
org.apache.pdfbox.io.ScratchFile.enlarge(),1,3,1,1,1,1
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.dispose(),14,2,0,0,1,1
org.apache.pdfbox.pdmodel.interactive.form.PDTextField.setDefaultValue(String),14,8,0,0,3,3
org.apache.pdfbox.debugger.flagbitspane.AnnotFlag.getFlagValue(),14,8,0,0,6,2
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.getTBorderStyle(),14,76,7,35,4,5
org.apache.pdfbox.pdmodel.font.PDFontLike.getWidth(int),14,14,4,8,0,0
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode.getKids(),14,15,0,0,4,6
"org.apache.pdfbox.preflight.exception.ValidationException.ValidationException(String, Throwable)",0,346,10,77,0,0
org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch.calcLevel(),14,22,6,5,2,4
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.PDDefaultAttributeObject(COSDictionary),14,17,4,7,2,1
"org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFlagBit(int, boolean)",5,23,1,9,6,4
"org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.PDImageXObject(PDDocument, InputStream, COSBase, int, int, int, PDColorSpace)",5,85,7,14,7,11
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setSpaceBefore(int),14,31,0,0,8,10
