class path,method name,method arguments,Time,OwnTime,count
lang\java\src\java\org\apache\avro\io\parsing\Symbol.java,<init>,"Symbol$Kind, Symbol[]",0,0,231
lang\java\src\java\org\apache\avro\ipc\RPCContext.java,requestCallMeta,,0,0,5
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,<init>,"Schema, Decoder",3,0,1
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,skipString,,0,0,1
lang\java\src\java\org\apache\avro\io\ParsingDecoder.java,skipTopSymbol,,120468,120468,736709802
lang\java\src\java\org\apache\avro\io\parsing\Parser.java,processTrailingImplicitActions,,0,0,35
lang\java\src\java\org\apache\avro\file\CodecFactory.java,fromString,String,0,0,1
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,encodeLong,"long, OutputStream",0,0,28
lang\java\src\java\org\apache\avro\ipc\stats\Stopwatch.java,stop,,0,0,6
lang\java\src\java\org\apache\avro\io\ParsingEncoder.java,push,,0,0,9
lang\java\src\java\org\apache\avro\file\NullCodec.java,<init>,,0,0,14
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,init,OutputStream,0,0,2
lang\java\src\java\org\apache\avro\ipc\stats\StatsPlugin.java,serverReceiveRequest,RPCContext,5,0,3
lang\java\src\java\org\apache\avro\file\DataFileWriter.java,create,"Schema, OutputStream",7,0,1
lang\java\src\java\org\apache\avro\io\parsing\Symbol.java,flattenedSize,"Symbol[], int",0,0,32
lang\java\src\java\org\apache\avro\file\SeekableFileInput.java,seek,long,2,0,4
lang\java\src\java\org\apache\avro\ipc\stats\FloatHistogram.java,getMean,,0,0,5
lang\java\src\java\org\apache\avro\io\Decoder.java,readFixed,byte[],0,0,6
lang\java\src\java\org\apache\avro\ipc\stats\Stopwatch.java,elapsedNanos,,0,0,5
lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,<init>,"byte[], int, int",0,0,8
lang\java\src\java\org\apache\avro\ipc\DatagramTransceiver.java,getRemoteName,,0,0,4
lang\java\src\java\org\apache\avro\io\DirectBinaryDecoder.java,doSkipBytes,long,0,0,6
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,skipArray,,0,0,1
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,skipArray,,0,0,3
lang\java\src\java\org\apache\avro\io\DirectBinaryDecoder.java,readLong,,0,0,13
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,encodeFloat,"float, byte[], int",0,0,2
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,writeFixed,"byte[], int, int",0,0,4
lang\java\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,generate,"Schema, Schema",0,0,2
lang\java\src\java\org\apache\avro\file\DeflateCodec.java,<init>,int,0,0,25
lang\java\src\java\org\apache\avro\file\DataFileWriter.java,setMetaInternal,"String, byte[]",0,0,5
lang\java\src\java\org\apache\avro\file\DataFileWriter.java,assertOpen,,0,0,5
lang\java\src\java\org\apache\avro\ipc\LocalTransceiver.java,writeBuffers,List,0,0,2
lang\java\src\java\org\apache\avro\io\DirectBinaryDecoder.java,readInt,,0,0,19
lang\java\src\java\org\apache\avro\ipc\HttpTransceiver.java,transceive,List,1,0,4
lang\java\src\java\org\apache\avro\ipc\ResponderServlet.java,<init>,Responder,0,0,1
lang\java\src\java\org\apache\avro\ipc\stats\StatsPlugin.java,nanosToMillis,long,0,0,3
lang\java\src\java\org\apache\avro\file\DataFileStream.java,<init>,DatumReader,0,0,5
lang\java\src\java\org\apache\avro\file\DataFileWriter.java,sync,,0,0,3
lang\java\src\java\org\apache\avro\file\LengthLimitedInputStream.java,available,,0,0,5
lang\java\src\java\org\apache\avro\file\LengthLimitedInputStream.java,read,,0,0,8
lang\java\src\java\org\apache\avro\io\parsing\Symbol.java,repeat,"Symbol, Symbol[]",0,0,10
lang\java\src\java\org\apache\avro\ipc\ByteBufferInputStream.java,getBuffer,,0,0,8
lang\java\src\java\org\apache\avro\file\SeekableFileInput.java,<init>,FileDescriptor,0,0,10
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,skipString,,0,0,4
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,arrayNext,,0,0,5
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,init,String,3,0,22
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,writeEnum,int,0,0,3
lang\java\src\java\org\apache\avro\ipc\HttpTransceiver.java,readBuffers,InputStream,453,0,7
lang\java\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,generate,"Schema, Map",3,0,4
lang\java\src\java\org\apache\avro\tool\Util.java,jsonToGenericDatum,"Schema, String",4,0,1
lang\java\src\java\org\apache\avro\ipc\HttpTransceiver.java,writeBuffers,List,0,0,4
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,writeArrayStart,,0,0,4
lang\java\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,<init>,OutputStream,5,0,11
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,readBoolean,,0,0,2
lang\java\src\java\org\apache\avro\ipc\HttpTransceiver.java,writeLength,"int, OutputStream",0,0,2
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,readBoolean,,0,0,4
lang\java\src\java\org\apache\avro\io\ResolvingDecoder.java,readEnum,,35014,0,6
lang\java\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,generate,Schema,3,0,3
lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,skipArray,,0,0,1
lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,readIndex,,0,0,1
lang\java\src\java\org\apache\avro\file\SeekableFileInput.java,length,,0,0,2
lang\java\src\java\org\apache\avro\ipc\ByteBufferOutputStream.java,<init>,,0,0,11
lang\java\src\java\org\apache\avro\ipc\HttpTransceiver.java,getLength,List,0,0,4
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,flush,,0,0,3
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,checkFixed,int,0,0,6
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,writeFixed,"byte[], int, int",0,0,3
lang\java\src\java\org\apache\avro\ipc\LocalTransceiver.java,readBuffers,,0,0,2
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,encodeLong,"long, byte[], int",0,0,3
lang\java\src\java\org\apache\avro\io\ResolvingDecoder.java,readFieldOrder,,27004,0,6
lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,configureSource,"int, BinaryDecoder$ByteSource",1,0,32
lang\java\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,<init>,,0,0,8
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,writeBytes,"byte[], int, int",0,0,2
lang\java\src\java\org\apache\avro\io\ParsingEncoder.java,setItemCount,long,0,0,2
lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,<init>,"int, InputStream",1,0,24
lang\java\src\java\org\apache\avro\ipc\ByteBufferInputStream.java,read,,0,0,2
lang\java\src\java\org\apache\avro\util\Utf8.java,<init>,String,0,0,1
lang\java\src\java\org\apache\avro\io\ResolvingDecoder.java,resolve,"Schema, Schema",5,0,2
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,writeDouble,double,0,0,3
lang\java\src\java\org\apache\avro\ipc\stats\Histogram.java,add,Object,0,0,3
lang\java\src\java\org\apache\avro\file\SeekableFileInput.java,tell,,0,0,3
lang\java\src\java\org\apache\avro\io\DecoderFactory.java,createBinaryDecoder,"InputStream, BinaryDecoder",7,0,12
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,readLong,,0,0,3
lang\java\src\java\org\apache\avro\ipc\SocketTransceiver.java,getRemoteName,,0,0,1
lang\java\src\java\org\apache\avro\ipc\stats\StatsPlugin.java,<init>,,0,0,6
lang\java\src\java\org\apache\avro\file\NullCodec.java,equals,Object,0,0,5
lang\java\src\java\org\apache\avro\ipc\SocketServer.java,<init>,"Responder, SocketAddress",5,0,2
lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,init,"int, InputStream",1,0,25
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,<init>,"Symbol, Decoder",0,0,131
lang\java\src\java\org\apache\avro\ipc\ResponderServlet.java,doPost,"HttpServletRequest, HttpServletResponse",0,0,1
lang\java\src\java\org\apache\avro\generic\GenericDatumWriter.java,<init>,,5,0,23
lang\java\src\java\org\apache\avro\ipc\stats\StatsPlugin.java,<init>,"Stopwatch$Ticks, Histogram$Segmenter",0,0,8
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,writeIndex,int,0,0,2
lang\java\src\java\org\apache\avro\io\ValidatingDecoder.java,readString,Utf8,0,0,3
lang\java\src\java\org\apache\avro\tool\DataFileReadTool.java,run,"InputStream, PrintStream, PrintStream, List",1,0,4
lang\java\src\java\org\apache\avro\io\DirectBinaryDecoder.java,readFloat,,0,0,7
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,skipBytes,,0,0,2
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,setItemCount,long,0,0,2
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,writeLong,long,0,0,4
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,checkFixed,int,0,0,1
lang\java\src\java\org\apache\avro\ipc\ByteBufferOutputStream.java,write,int,0,0,19
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,encodeFloat,"float, OutputStream",0,0,6
lang\java\src\java\org\apache\avro\file\DataFileWriter.java,create,"Schema, File",0,0,2
lang\java\src\java\org\apache\avro\io\BinaryDecoder.java,<init>,,0,0,112
lang\java\src\java\org\apache\avro\io\ResolvingDecoder.java,readDouble,,31019,0,5
lang\java\src\java\org\apache\avro\ipc\ByteBufferInputStream.java,read,"byte[], int, int",0,0,6
lang\java\src\java\org\apache\avro\io\ValidatingEncoder.java,writeDouble,double,0,0,3
lang\java\src\java\org\apache\avro\tool\Util.java,fileOrStdin,"String, InputStream",0,0,4
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,readNull,,0,0,2
lang\java\src\java\org\apache\avro\generic\GenericDatumReader.java,<init>,,0,0,7
lang\java\src\java\org\apache\avro\ipc\stats\Histogram.java,<init>,Histogram$Segmenter,0,0,8
lang\java\src\java\org\apache\avro\io\JsonDecoder.java,skipMap,,0,0,2
lang\java\src\java\org\apache\avro\ipc\stats\FloatHistogram.java,getUnbiasedStdDev,,0,0,3
lang\java\src\java\org\apache\avro\SchemaParseException.java,<init>,String,0,0,1
lang\java\src\java\org\apache\avro\io\BinaryEncoder.java,writeString,Utf8,0,0,4
