method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.pdfbox.preflight.PreflightDocument.getSpecification(),0,292,15,54,0,0
org.apache.pdfbox.pdmodel.text.PDTextState.setCharacterSpacing(float),12,5,2,3,0,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setPage(int),6,60,7,20,4,3
org.apache.pdfbox.examples.pdmodel.Annotation.main(String[]),12,286,0,0,15,54
org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions.getPO(),12,23,0,0,6,8
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary.getLabelSuffixString(),12,16,0,0,6,4
org.apache.pdfbox.util.Splitter.setStartPage(int),12,350,11,79,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary.getStyle(),12,17,0,0,6,4
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace.getNumberOfComponents(),0,199,9,46,0,0
"org.apache.pdfbox.pdmodel.common.XrefEntry.XrefEntry(int, int, int, String)",12,9,3,5,0,0
org.apache.pdfbox.pdmodel.PDDocument.isAllSecurityToBeRemoved(),3,30,5,14,0,0
org.apache.pdfbox.PDFDebugger.initComponents.(Anon_1).windowClosing(java.awt.event.WindowEvent),12,11,0,0,4,6
org.apache.pdfbox.cos.COSDocument.getScratchFile(),0,219,8,67,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup.getReplyType(),12,17,0,0,6,4
org.apache.pdfbox.pdmodel.fdf.FDFDictionary.FDFDictionary(COSDictionary),5,15,6,4,0,0
org.apache.pdfbox.pdmodel.graphics.xobject.PDXObjectForm.setBBox(PDRectangle),3,223,7,62,2,4
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary.setOwnerKey(byte[]),12,58,5,28,2,3
org.apache.pdfbox.pdmodel.font.PDCIDFont.extractWidths(),2,12,4,1,2,6
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setSpaceBefore(int),12,32,0,0,8,11
"org.apache.pdfbox.preflight.content.ContentStreamEngine.isDeviceIndependent(PDColorSpace, ColorSpaceType)",7,89,12,18,2,1
org.apache.pdfbox.pdmodel.graphics.color.PDColorState.clone(),3,42,6,9,6,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict.setName(String),12,6,0,0,3,2
org.apache.pdfbox.preflight.utils.ByteArrayDataSource.getInputStream(),-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.setTemplate(PDDocument),12,36,6,13,0,0
org.apache.pdfbox.pdmodel.edit.PDPageContentStream.close(),5,482,11,131,0,0
"org.apache.pdfbox.preflight.font.util.PDFAType3StreamParser.processOperator(PDFOperator, List)",12,156,0,0,13,27
org.apache.pdfbox.pdmodel.interactive.form.PDAppearance.getStreamTokens(COSString),12,340,10,46,9,38
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.getSubFilter(),12,12,0,0,4,4
org.apache.pdfbox.pdfwriter.COSWriter.setOutput(OutputStream),3,4,2,2,0,0
org.apache.pdfbox.PDFDebugger.initComponents.(Anon_2).valueChanged(javax.swing.event.TreeSelectionEvent),12,40,0,0,8,9
org.apache.pdfbox.pdmodel.font.PDType1Font.getStandard14Names(),12,14,6,4,0,0
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.getTBorderStyle(),12,81,7,35,4,5
org.apache.pdfbox.pdmodel.edit.PDPageContentStream.restoreGraphicsState(),5,93,9,22,1,1
"org.apache.pdfbox.preflight.font.DescendantFontValidator.DescendantFontValidator(PreflightContext, PDFont, T)",12,12,3,2,3,3
"org.apache.pdfbox.preflight.exception.ValidationException.ValidationException(String, Throwable)",0,301,11,85,0,0
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions.getWS(),12,23,0,0,6,8
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.PDDefaultAttributeObject(COSDictionary),12,22,5,7,2,1
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary.getStdCryptFilterDictionary(),12,43,5,18,3,2
"org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFlagBit(int, boolean)",1,12,1,9,1,2
org.apache.pdfbox.ExtractImages.extractImages(String[]),12,308,2,1,10,64
org.apache.pdfbox.pdmodel.font.PDFont.setFontDescriptor(PDFontDescriptorDictionary),3,146,8,48,2,2
org.apache.pdfbox.ExportFDF.usage(),12,109,8,37,0,0
org.apache.pdfbox.util.LayerUtility.wrapInSaveRestore(PDPage),12,22,0,0,5,11
"org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation.checkPartNumber(List, int)",12,6,3,2,1,1
org.apache.pdfbox.pdmodel.common.COSArrayList.clear(),12,4,0,0,2,2
org.apache.pdfbox.pdfparser.NonSequentialPDFParser.readUntilEndStream(OutputStream),7,144,11,29,1,2
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationInk.FDFAnnotationInk(Element),12,61,0,0,7,23
org.apache.pdfbox.preflight.font.container.CIDType2Container.setCidToGid(CIDToGIDMap),12,59,9,17,0,0
org.apache.pdfbox.pdmodel.PDDocumentCatalog.getAllPages(),4,984,11,213,3,5
org.apache.pdfbox.pdfparser.ConformingPDFParser.parse(),12,71,3,2,6,18
org.apache.pdfbox.pdmodel.graphics.color.ColorSpaceCalRGB.fromRGBtoCIEXYZ(float[]),12,3,2,1,0,0
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours.setEndColour(PDGamma),12,4,0,0,2,2
org.apache.pdfbox.io.PushBackInputStream.unread(int),0,196,7,82,0,0
org.apache.pdfbox.pdmodel.interactive.action.type.PDAction.getSubType(),12,15,0,0,5,4
org.apache.pdfbox.pdmodel.PDPage.getArtBox(),12,22,0,0,4,9
org.apache.pdfbox.util.PDFStreamEngine.setTextMatrix(Matrix),0,88,7,26,0,0
org.apache.pdfbox.pdmodel.fdf.FDFPage.FDFPage(),12,2,0,0,1,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination.setLeft(int),12,9,0,0,3,3
"org.apache.pdfbox.pdfviewer.PageDrawer.drawPage(Graphics, PDPage, Dimension)",8,141,4,4,9,33
org.apache.pdfbox.preflight.font.util.Type1Parser.isNotSeparator(int),12,9,3,5,0,0
org.apache.pdfbox.pdmodel.common.PDNameTreeNode.getNames(),3,530,11,112,3,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createImageFormStream(PDDocument),12,11,0,0,6,2
org.apache.pdfbox.pdmodel.interactive.form.PDVariableText.PDVariableText(PDAcroForm),12,4,1,1,2,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp.FDFAnnotationStamp(Element),12,61,0,0,7,23
org.apache.pdfbox.pdmodel.graphics.PDGraphicsState.getMiterLimit(),12,9,3,4,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceStream.setBoundingBox(PDRectangle),12,340,10,59,2,2
org.apache.pdfbox.preflight.parser.PreflightParser.addValidationError(ValidationError),1,268,8,76,1,3
org.apache.pdfbox.preflight.PreflightPath.size(),12,76,8,25,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue.setV(float),12,7,0,0,4,2
org.apache.pdfbox.pdmodel.common.PDNameTreeNode.createChildNode(COSDictionary),3,8,3,4,1,1
org.apache.pdfbox.pdmodel.common.PDObjectStream.setFirstByteOffset(int),12,7,0,0,3,2
org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode.PDDestinationNameTreeNode(),12,3,0,0,2,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mul.execute(ExecutionContext),12,3,0,0,1,2
"org.apache.pdfbox.preflight.process.AcroFormValidationProcess.valideField(PreflightContext, PDField)",12,74,0,0,5,25
org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern.clone(),3,42,8,7,4,9
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary.PDNumberFormatDictionary(),12,7,0,0,3,2
org.apache.pdfbox.util.PDFText2HTML.PDFText2HTML(String),11,517,11,115,4,8
"org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)",12,241,2,2,15,45
org.apache.pdfbox.pdmodel.graphics.PDExtendedGraphicsState.getRenderingIntent(),12,185,14,43,5,4
org.apache.pdfbox.pdmodel.common.COSArrayList.addAll(Collection),12,9,0,0,2,6
org.apache.pdfbox.preflight.annotation.InkAnnotationValdiator.checkMandatoryFields(),12,10,0,0,3,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateBuilder.createFormaterRectangle(byte[]),12,98,8,51,0,0
org.apache.pdfbox.cos.COSDocument.getObjectByType(COSName),1,8,3,2,1,3
org.apache.pdfbox.pdmodel.common.COSDictionaryMap.values(),-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.getInteriorColour(),12,88,12,15,3,3
org.apache.pdfbox.pdmodel.interactive.action.type.PDActionLaunch.setOpenInNewWindow(boolean),12,7,0,0,3,3
org.apache.pdfbox.pdmodel.encryption.PDStandardEncryption.setCanAssembleDocument(boolean),12,14,0,0,5,4
org.apache.pdfbox.ExportXFDF.main(String[]),12,111,0,0,8,37
org.apache.pdfbox.pdmodel.common.PDTypedDictionaryWrapper.PDTypedDictionaryWrapper(String),12,9,0,0,3,3
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getawtFont(),12,58,0,0,7,13
"org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.calculateIndexedColorValues(ColorModel, int)",5,53,9,10,7,6
org.apache.pdfbox.pdmodel.font.PDType1CFont.loadOverride(),6,54,9,8,3,7
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingResources.setBBox(PDRectangle),12,4,0,0,1,3
org.apache.pdfbox.pdmodel.edit.PDPageContentStream.drawString(String),10,406,11,95,2,4
"org.apache.pdfbox.preflight.font.descriptor.TrueTypeDescriptorHelper.TrueTypeDescriptorHelper(PreflightContext, PDFont, TrueTypeContainer)",12,3,1,1,1,1
org.apache.pdfbox.pdmodel.PDDocumentCatalog.getLanguage(),12,19,5,3,4,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild.setPDPropBuildApp(PDPropBuildDataDict),12,5,0,0,3,2
org.apache.pdfbox.pdmodel.common.PDNameTreeNode.convertCOSToPD(COSBase),3,13,4,4,0,0
org.apache.pdfbox.preflight.font.SimpleFontValidator.createFontDescriptorHelper(),12,82,12,15,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getBorderColour(),12,6,0,0,2,4
org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification.PDSimpleFileSpecification(),12,84,9,29,1,1
org.apache.pdfbox.pdmodel.graphics.PDExtendedGraphicsState.setLineDashPattern(PDLineDashPattern),12,4,0,0,2,2
"org.apache.pdfbox.util.TextPosition.TextPosition(PDPage, Matrix, Matrix, float, float[], float, String, PDFont, float, int, float)",12,32,0,0,5,10
org.apache.pdfbox.pdmodel.PDDocumentCatalog.getNames(),2,687,11,134,2,2
org.apache.pdfbox.examples.signature.CreateSignature.usage(),12,209,9,61,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpaceFactory.createColorSpace(COSBase),3,108,6,34,5,12
"org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.decryptDocument(PDDocument, DecryptionMaterial)",12,75,0,0,10,21
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject.getScope(),12,94,7,39,6,4
org.apache.pdfbox.pdmodel.fdf.FDFIconFit.FDFIconFit(COSDictionary),12,7,4,2,0,0
org.apache.pdfbox.pdfviewer.PageDrawer.setLinePath(GeneralPath),0,11,4,4,0,0
"org.apache.pdfbox.util.operator.pagedrawer.CurveToReplicateInitialPoint.process(PDFOperator, List)",12,8,0,0,2,4
org.apache.pdfbox.io.ccitt.PackedBitArray.getByteCount(),0,13,5,4,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild.getPubSec(),12,5,0,0,2,2
org.apache.pdfbox.preflight.font.container.FontContainer.isEmbeddedFont(),0,70,7,19,0,0
org.apache.pdfbox.pdmodel.graphics.xobject.PDCcitt.write2OutputStream(OutputStream),12,53,0,0,6,21
org.apache.pdfbox.util.Splitter.split(PDDocument),12,350,11,56,10,27
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent.setRegistryName(String),12,256,11,57,3,2
org.apache.pdfbox.preflight.font.FontValidator.validate(),1,85,8,28,0,0
org.apache.pdfbox.pdmodel.font.PDFontDescriptorDictionary.getAverageWidth(),12,5,0,0,3,2
org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.main(String[]),12,243,0,0,16,48
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),12,41,0,0,6,16
org.apache.pdfbox.pdmodel.common.function.type4.ExecutionContext.popNumber(),0,18,2,16,0,0
"org.apache.pdfbox.pdmodel.edit.PDPageContentStream.addBezier312(float, float, float, float, float, float)",12,4,0,0,1,3
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getRangeForComponent(int),12,14,0,0,4,7
org.apache.pdfbox.pdmodel.font.PDFontDescriptorAFM.getFontWeight(),-1,1,0,0,0,0
org.apache.pdfbox.encryption.DocumentEncryption.decryptObject(COSObject),12,79,5,18,8,8
org.apache.pdfbox.pdfparser.NonSequentialPDFParser.checkBytesAtOffset(byte[]),7,13,3,3,2,3
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.addAttribute(PDAttributeObject),12,18,0,0,4,9
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.getRectangle(),12,10,0,0,3,4
org.apache.pdfbox.pdfviewer.PageWrapper.displayPage(PDPage),7,47,7,3,6,14
org.apache.pdfbox.preflight.xobject.XObjImageValidator.checkInterpolate(),12,88,8,17,6,5
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setColumnCount(int),12,32,0,0,8,11
org.apache.pdfbox.pdmodel.graphics.color.PDPattern.PDPattern(COSArray),2,20,4,12,0,0
org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.usage(),12,50,7,20,0,0
org.apache.pdfbox.pdmodel.fdf.FDFField.setSetWidgetFieldFlags(int),12,6,0,0,3,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Bitshift.execute(ExecutionContext),12,2,0,0,1,1
org.apache.pdfbox.pdfparser.ConformingPDFParser.parseTrailerInformation(),12,67,5,8,5,11
org.apache.pdfbox.preflight.font.descriptor.CIDType2DescriptorHelper.extractFontFile(PDFontDescriptorDictionary),12,37,0,0,5,11
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedDate(String, COSName)",12,29,0,0,9,7
org.apache.pdfbox.pdmodel.graphics.pattern.PDPatternResources.setFilter(String),12,5,0,0,2,2
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue.setVRequired(boolean),12,14,0,0,6,4
"org.apache.pdfbox.pdmodel.font.PDType1CFont.getFontHeight(byte[], int, int)",12,4,0,0,2,2
org.apache.pdfbox.preflight.font.Type0FontValidator.processDescendantFont(),12,102,10,7,7,17
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createImageForm(PDResources, PDResources, PDStream, PDRectangle, AffineTransform, PDJpeg)",12,67,0,0,8,14
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.getSignedContent(InputStream),12,15,0,0,6,4
org.apache.pdfbox.pdmodel.graphics.xobject.PDXObjectImage.getBitsPerComponent(),12,149,9,29,4,3
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setReadOnly(boolean),12,14,0,0,6,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP.PDSeedValueMDP(COSDictionary),12,5,3,1,1,1
"org.apache.pdfbox.util.operator.SetCharSpacing.process(PDFOperator, List)",12,5,0,0,1,4
org.apache.pdfbox.pdmodel.graphics.PDGraphicsState.getLineCap(),12,9,3,4,0,0
"org.apache.pdfbox.pdmodel.font.PDCIDFont.getFontWidth(byte[], int, int)",12,6,0,0,3,2
org.apache.pdfbox.preflight.ValidationResult.ValidationResult(ValidationError),12,3,2,1,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild.PDPropBuild(),12,3,0,0,1,2
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict.getNonEFontNoWarn(),12,7,0,0,5,2
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingResources.setColorSpace(PDColorSpace),12,7,0,0,3,3
org.apache.pdfbox.preflight.font.container.FontContainer.push(List),12,44,9,10,0,0
"org.apache.pdfbox.pdmodel.graphics.predictor.PredictorAlgorithm.checkBufsiz(byte[], byte[])",1,9,2,3,1,3
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.setSignatureRectangle(PDRectangle),12,72,7,19,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget.getHighlightingMode(),12,14,0,0,5,4
"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty.PDUserProperty(COSDictionary, PDUserAttributeObject)",12,8,3,4,1,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup.setIntent(String),12,8,0,0,4,2
"org.apache.pdfbox.util.operator.ShowText.process(PDFOperator, List)",12,74,0,0,6,33
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue.getSubFilter(),12,8,0,0,3,4
org.apache.pdfbox.cos.COSDictionary.keyList(),-1,1,0,0,0,0
org.apache.pdfbox.util.PositionWrapper.isHangingIndent(),4,23,4,11,0,0
"org.apache.pdfbox.encryption.PDFEncryption.getUserPassword(byte[], byte[], int, long)",12,79,10,19,2,3
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.PDSeparation(),12,5,0,0,2,3
"org.apache.pdfbox.cos.COSDictionary.setString(COSName, String)",2,127,7,50,2,2
org.apache.pdfbox.pdmodel.common.PDObjectStream.setExtends(PDObjectStream),12,6,0,0,3,2
"org.apache.pdfbox.util.ResourceLoader.loadProperties(String, Properties)",12,2,0,0,1,1
org.apache.pdfbox.pdmodel.encryption.PublicKeyDecryptionMaterial.getPrivateKey(),12,19,7,8,0,0
"org.apache.pdfbox.util.BitFlagHelper.getFlag(COSDictionary, String, int)",12,10,0,0,6,2
org.apache.pdfbox.pdmodel.encryption.PDStandardEncryption.canModify(),12,8,0,0,4,3
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup.setSubtype(String),12,20,6,4,3,2
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.attributeChanged(PDAttributeObject),6,22,2,1,4,12
org.apache.pdfbox.pdmodel.interactive.form.PDFieldFactory.isChoiceField(PDField),4,50,5,14,6,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue.getV(),12,6,0,0,4,2
org.apache.pdfbox.pdfwriter.COSWriter.getStartxref(),12,95,5,44,0,0
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.getEncodeForParameter(int),12,62,11,11,4,7
"org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation.analyzeKeywordsProperty(PDDocumentInformation, AdobePDFSchema, List)",12,53,10,11,5,4
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptDictionary(COSDictionary, long, long)",5,40,0,0,8,8
org.apache.pdfbox.preflight.font.Type0FontValidator.compareCIDSystemInfo(COSDictionary),12,70,7,10,4,13
org.apache.pdfbox.pdmodel.font.PDCIDFont.PDCIDFont(),3,8,1,2,4,2
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray.getWhitepoint(),12,11,0,0,3,6
org.apache.pdfbox.pdfparser.PDFXRefStream.PDFXRefStream(),12,74,5,31,3,3
org.apache.pdfbox.examples.pdmodel.AddMetadataFromDocInfo.usage(),12,77,9,18,0,0
org.apache.pdfbox.pdmodel.encryption.PDStandardEncryption.setCanFillInForm(boolean),12,14,0,0,5,4
org.apache.pdfbox.pdmodel.graphics.xobject.PDXObjectImage.setColorSpace(PDColorSpace),3,203,12,35,3,4
org.apache.pdfbox.pdmodel.common.COSArrayList.indexOf(Object),-1,1,0,0,0,0
org.apache.pdfbox.pdfparser.BaseParser.setDocument(COSDocument),0,178,7,55,0,0
"org.apache.pdfbox.encoding.Encoding.addCharacterEncoding(int, String)",0,59,8,15,0,0
org.apache.pdfbox.pdmodel.fdf.FDFDocument.writeXML(Writer),12,76,1,1,10,14
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.getDecodeForParameter(int),12,62,11,12,3,3
org.apache.pdfbox.pdmodel.interactive.form.PDRadioCollection.isRadiosInUnison(),12,9,0,0,6,2
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setLineHeightAuto(),12,32,0,0,8,11
"org.apache.pdfbox.preflight.action.pdfa1b.AbstractTestAction.valid(COSDictionary, boolean)",12,90,0,0,8,27
org.apache.pdfbox.pdfwriter.COSWriter.getXRefEntries(),12,79,5,33,0,0
org.apache.pdfbox.pdmodel.PDResources.setGraphicsStates(Map),12,7,0,0,2,5
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference.PDMarkedContentReference(),12,7,0,0,3,2
org.apache.pdfbox.pdmodel.graphics.color.PDLab.setBRange(PDRange),12,13,0,0,3,5
org.apache.pdfbox.pdmodel.encryption.PDStandardEncryption.getPermissions(),2,97,10,33,2,3
org.apache.pdfbox.pdmodel.common.function.type4.ExecutionContext.popReal(),0,28,5,9,0,0
org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary.getSubtype(),12,14,0,0,5,4
org.apache.pdfbox.pdmodel.graphics.color.ColorSpaceCMYK.fromCIEXYZtoRGB(float[]),12,3,2,1,0,0
org.apache.pdfbox.preflight.font.util.Type1.transafertLTOCinCTIL(),12,3,1,2,0,0
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Truncate.execute(ExecutionContext),12,3,0,0,1,2
"org.apache.pdfbox.pdmodel.graphics.predictor.Average.encodeLine(byte[], byte[], int, int, int, int)",12,5,0,0,1,4
org.apache.pdfbox.preflight.PreflightDocument.setResult(ValidationResult),10,6,1,1,2,2
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification.getEmbeddedFileUnix(),12,10,0,0,4,3
org.apache.pdfbox.pdmodel.PDDocumentCatalog.getPageMode(),12,273,7,77,5,4
"org.apache.pdfbox.pdmodel.graphics.xobject.PDJpeg.processTintTransformation(Raster, PDFunction, ColorSpace)",9,156,11,33,4,4
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference.toString(),12,10,0,0,7,2
org.apache.pdfbox.pdmodel.edit.PDPageContentStream.appendRawCommands(float),0,165,15,46,0,0
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode.getLastChild(),3,91,8,20,3,3
org.apache.pdfbox.pdmodel.edit.PDPageContentStream.getISOBytes(String),-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.font.PDFontDescriptorDictionary.setLeading(float),12,7,0,0,4,2
org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions.setE(PDAction),12,8,0,0,4,3
org.apache.pdfbox.pdmodel.PDPage.findResources(),4,513,8,144,3,6
org.apache.pdfbox.pdmodel.PDDocument.getDocumentCatalog(),2,1338,11,388,3,4
org.apache.pdfbox.cos.COSStream.getFilters(),2,129,9,31,2,1
org.apache.pdfbox.io.NBitInputStream.read(),12,14,3,7,0,0
"org.apache.pdfbox.cos.COSDictionary.getDate(COSName, Calendar)",4,29,3,2,7,7
org.apache.pdfbox.examples.pdmodel.ExtractMetadata.usage(),12,155,9,30,0,0
org.apache.pdfbox.OverlayPDF.createContentStreamList(COSBase),12,35,7,8,1,1
org.apache.pdfbox.pdmodel.interactive.action.type.PDAction.setNext(List),12,13,0,0,3,8
org.apache.pdfbox.pdmodel.encryption.AccessPermission.canExtractContent(),8,554,9,103,1,1
"org.apache.pdfbox.cos.COSDictionary.setBoolean(String, boolean)",2,19,2,11,2,3
org.apache.pdfbox.util.TextPosition.getFontSize(),0,93,6,35,0,0
org.apache.pdfbox.pdmodel.common.PDNameTreeNode.PDNameTreeNode(Class),1,5,1,3,1,1
org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField.PDSignatureField(PDAcroForm),6,161,6,47,6,19
org.apache.pdfbox.util.PDFStreamEngine.getGraphicsStates(),12,188,15,46,0,0
org.apache.pdfbox.pdmodel.encryption.AccessPermission.isOwnerPermission(),12,159,10,31,2,8
org.apache.pdfbox.preflight.PreflightPath.isEmpty(),0,450,12,93,0,0
org.apache.pdfbox.pdmodel.PDPage.getParent(),3,61,5,20,3,2
org.apache.pdfbox.io.RandomAccessBuffer.expandBuffer(),1,5,2,2,1,1
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject.getCheckedState(),12,30,5,4,7,4
org.apache.pdfbox.pdmodel.common.COSDictionaryMap.hashCode(),-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.fdf.FDFField.setClearFieldFlags(int),12,6,0,0,3,2
org.apache.pdfbox.pdmodel.common.PDStream.addCompression(),4,454,7,129,4,10
org.apache.pdfbox.pdmodel.common.PDTextStream.getAsStream(),12,26,0,0,6,7
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.getFontName(),0,84,8,18,0,0
org.apache.pdfbox.cos.COSBase.getFilterManager(),2,33,4,12,2,3
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle.setRectDifference(PDRectangle),12,9,0,0,4,3
org.apache.pdfbox.preflight.PreflightConfiguration.removePageProcess(String),2,2,1,1,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK.createColorSpace(),12,2,0,0,1,1
org.apache.pdfbox.pdmodel.graphics.pattern.PDPatternResources.PDPatternResources(COSDictionary),5,3,1,2,0,0
"org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject.getNumberOrArrayOfNumber(String, float)",12,15,1,5,3,5
org.apache.pdfbox.examples.pdfa.CreatePDFA.usage(),12,259,12,57,0,0
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification.getEmbeddedFileDos(),12,10,0,0,4,3
org.apache.pdfbox.pdmodel.text.PDTextState.getRise(),7,72,6,32,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.calculateColorValues(List),9,99,8,10,12,11
org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),12,2,0,0,1,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination.PDPageFitHeightDestination(COSArray),2,14,3,10,1,1
"org.apache.pdfbox.util.PDFMergerUtility.updateParentEntry(COSArray, COSDictionary)",12,273,7,80,2,4
org.apache.pdfbox.preflight.action.AbstractActionManager.innerValid(),4,64,9,15,0,0
org.apache.pdfbox.util.PDFText2HTML.FontState.isItalic(PDFontDescriptor),12,32,6,7,3,2
org.apache.pdfbox.pdmodel.font.PDFont.getEncoding(),4,38,7,11,2,1
"org.apache.pdfbox.util.PDFText2HTML.FontState.push(StringBuilder, char, TextPosition)",12,34,2,1,5,9
org.apache.pdfbox.pdfviewer.PageDrawer.getPageSize(),1,187,9,38,0,0
org.apache.pdfbox.pdmodel.edit.PDPageContentStream.appendRawCommands(double),0,16,2,13,0,0
