class path,method name,method arguments,Time,OwnTime,count
fontbox\src\test\java\org\apache\fontbox\cmap\TestCMapParser.java,testLookup,,24,0,1
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,parse,"String, InputStream",51,0,10
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,parseNextToken,PushbackInputStream,37,3,1658
fontbox\src\test\java\org\apache\fontbox\cff\Type1CharStringTest.java,commandEncoding,,13,0,1
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,readUntilEndOfLine,"InputStream, StringBuffer",12,0,66
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,charstringEncryption,,7,0,1
fontbox\src\test\java\org\apache\fontbox\cff\Type1CharStringTest.java,createCommandSequence,int[][],6,0,1
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,hexEncoding,,3,0,1
fontbox\src\test\java\org\apache\fontbox\cmap\TestCMap.java,testLookup,,3,0,1
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringParser.java,parse,"byte[], IndexData",1,0,2
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringParser.java,parse,"byte[], IndexData, boolean",1,0,2
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,createStringFromBytes,byte[],3,0,218
fontbox\src\main\java\org\apache\fontbox\cff\Type1FontUtil.java,hexEncode,byte[],302,35,13
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,addCIDRange,"char, char, int",2,0,258
fontbox\src\main\java\org\apache\fontbox\cff\Type1FontUtil.java,hexDecode,String,1,0,1
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,eexecEncryption,,0,0,1
fontbox\src\test\java\org\apache\fontbox\cff\Type1FontUtilTest.java,randomBytes,int,0,0,3
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,lookupCID,int,0,0,3
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,addMapping,"byte[], String",0,0,216
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringFormatter.java,format,List,60,18,538
fontbox\src\test\java\org\apache\fontbox\cff\Type1CharStringTest.java,numberEncoding,,0,0,1
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,<init>,,0,0,11
fontbox\src\main\java\org\apache\fontbox\cff\Type1FontUtil.java,encrypt,"byte[], int, int",1,1,550
fontbox\src\main\java\org\apache\fontbox\cff\Type1FontUtil.java,charstringEncrypt,"byte[], int",1,0,537
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,lookup,"byte[], int, int",0,0,5
fontbox\src\main\java\org\apache\fontbox\cmap\CMapParser.java,increment,byte[],0,0,38
fontbox\src\test\java\org\apache\fontbox\cff\Type1CharStringTest.java,createNumberSequence,int[],0,0,1
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,addCIDMapping,"int, String",0,0,3
fontbox\src\main\java\org\apache\fontbox\cmap\CMap.java,lookup,"int, int",0,0,517
fontbox\src\main\java\org\apache\fontbox\cff\Type1CharStringFormatter.java,writeCommand,CharStringCommand,5,2,9359
fontbox\src\main\java\org\apache\fontbox\cff\Type1FontUtil.java,decrypt,"byte[], int, int",0,0,2
