file,method,issue,hash,date,title
rt/rs/client/src/main/java/org/apache/cxf/jaxrs/client/spec/ClientImpl.java,"initTargetClientIfNeeded(Map<String, Object>)",CXF-7042,3c8f552f65,2017-06-30 17:32:57,[CXF-7042] Fixing a typo spotted by Stefan Funk
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/provider/BinaryDataProvider.java,"readFrom(Class<T>,Type,Annotation[],MediaType,MultivaluedMap<String, String>,InputStream)",CXF-7424,2dc6d05695,2017-06-22 11:54:24,[CXF-7424] removing the redundant conversion code
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/provider/BinaryDataProvider.java,getCharset(MediaType),CXF-7424,2dc6d05695,2017-06-22 11:54:24,[CXF-7424] removing the redundant conversion code
rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwe/JweUtils.java,"getECDHKey(ECPrivateKey,ECPublicKey,byte[],byte[],String,int)",CXF-6728,24694c66dc,2017-06-20 15:11:49,[CXF-6728] Minor update
rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwe/JweUtils.java,"getECDHKey(ECPrivateKey,ECPublicKey,byte[],byte[],String,int)",CXF-6728,998ce1e5df,2017-06-20 15:06:15,[CXF-6728] Adding an invalid curve test
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder.java,"buildHeaders(SequenceType,Collection<SequenceAcknowledgement>,Collection<AckRequestedType>,boolean,Element,Marshaller)",MyIssue-2,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder.java,"buildHeaderFault(SequenceFault,QName)",MyIssue-2,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder.java,addNamespaceDecl(Element),MyIssue-2,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder.java,"buildHeaderFault(SequenceFault,Element,Marshaller)",MyIssue-2,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder.java,"buildHeaders(RMProperties,QName)",MyIssue-2,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder10AImpl.java,"buildHeaders(SequenceType,Collection<SequenceAcknowledgement>,Collection<AckRequestedType>,boolean,Element,Marshaller)",MyIssue-3,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder10AImpl.java,"buildHeaderFault(SequenceFault,Element,Marshaller)",MyIssue-3,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder10Impl.java,"buildHeaders(SequenceType,Collection<SequenceAcknowledgement>,Collection<AckRequestedType>,boolean,Element,Marshaller)",MyIssue-4,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder10Impl.java,"buildHeaderFault(SequenceFault,Element,Marshaller)",MyIssue-4,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder11Impl.java,"buildHeaders(SequenceType,Collection<SequenceAcknowledgement>,Collection<AckRequestedType>,boolean,Element,Marshaller)",MyIssue-5,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/EncoderDecoder11Impl.java,"buildHeaderFault(SequenceFault,Element,Marshaller)",MyIssue-5,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/soap/RMSoapOutInterceptor.java,"encodeFault(SoapMessage,SequenceFault)",MyIssue-6,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/soap/RMSoapOutInterceptor.java,"encode(SoapMessage,RMProperties)",MyIssue-6,3d85f3179f,2017-06-08 11:27:58,Optimizations to keep RM Objects as objects instead of converting to DOM
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/Proxy.java,lastMessage(SourceSequence),CXF-7394,e0ace3dc71,2017-06-07 11:20:38,"[CXF-7394] For CloseSequence messages that fail, log a single line warning with the rest of the stack trace at FINER"
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/Proxy.java,"invoke(OperationInfo,ProtocolVariation,Object[],Map<String, Object>)",CXF-7394,e0ace3dc71,2017-06-07 11:20:38,"[CXF-7394] For CloseSequence messages that fail, log a single line warning with the rest of the stack trace at FINER"
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/Proxy.java,"invoke(OperationInfo,ProtocolVariation,Object[],Map<String, Object>,Exchange)",CXF-7394,e0ace3dc71,2017-06-07 11:20:38,"[CXF-7394] For CloseSequence messages that fail, log a single line warning with the rest of the stack trace at FINER"
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/RetransmissionInterceptor.java,"handle(Message,boolean)",CXF-7350,c48c368f46,2017-04-28 11:38:30,[CXF-7350]the exception should be able to return to client if retry is 0 with ws-rm
rt/transports/jms/src/main/java/org/apache/cxf/transport/jms/JMSConduit.java,getConnection(),MyIssue-8,a98345918f,2017-04-20 16:07:38,[CXF-6778] Use exceptionlistener optionally to react faster if supported
services/wsn/wsn-core/src/main/java/org/apache/cxf/wsn/AbstractEndpoint.java,unregister(),MyIssue-9,307cc3d773,2017-03-23 14:10:54,[CXF-6907] Cache the EPR for performance
services/wsn/wsn-core/src/main/java/org/apache/cxf/wsn/AbstractEndpoint.java,register(),MyIssue-9,307cc3d773,2017-03-23 14:10:54,[CXF-6907] Cache the EPR for performance
services/wsn/wsn-core/src/main/java/org/apache/cxf/wsn/AbstractEndpoint.java,getEpr(),MyIssue-9,307cc3d773,2017-03-23 14:10:54,[CXF-6907] Cache the EPR for performance
rt/rs/extensions/json-basic/src/main/java/org/apache/cxf/jaxrs/json/basic/JsonMapObjectReaderWriter.java,"readPrimitiveValue(String,String,int,int)",MyIssue-11,ae3ae2a251,2017-03-21 13:00:11,[CXF-7287] Minor optimizations
rt/rs/extensions/json-basic/src/main/java/org/apache/cxf/jaxrs/json/basic/JsonMapObjectReaderWriter.java,"toJsonInternal(Output,Object,boolean)",MyIssue-11,ae3ae2a251,2017-03-21 13:00:11,[CXF-7287] Minor optimizations
rt/rs/extensions/json-basic/src/main/java/org/apache/cxf/jaxrs/json/basic/JsonMapObjectReaderWriter.java,isWhiteSpace(char),MyIssue-11,ae3ae2a251,2017-03-21 13:00:11,[CXF-7287] Minor optimizations
