method,LOC,Cyclomatic,FanIn,FanOut
org.apache.cxf.sts.token.provider.CustomAuthenticationProvider.getStatement(TokenProviderParameters),13,2,3,7
org.apache.cxf.sts.token.provider.CustomAuthDecisionProvider.getStatement(TokenProviderParameters),9,1,0,6
org.apache.cxf.xkms.x509.handlers.X509Register.X509Register(CertificateRepo),4,1,1,4
org.apache.cxf.xkms.x509.handlers.X509Register.canProcess(RequestAbstractType),11,3,2,4
"org.apache.cxf.xkms.x509.handlers.X509Register.register(RegisterRequestType, RegisterResultType)",24,4,5,15
org.apache.cxf.xkms.x509.handlers.X509Register.prepareResponseBinding(PrototypeKeyBindingType),8,1,3,5
"org.apache.cxf.xkms.x509.handlers.X509Register.reissue(ReissueRequestType, ReissueResultType)",3,1,0,2
"org.apache.cxf.xkms.x509.handlers.X509Register.revoke(RevokeRequestType, RevokeResultType)",3,1,0,2
org.apache.cxf.xkms.x509.handlers.X509Register.getCertsFromKeyInfo(KeyInfoType),22,6,4,9
"org.apache.cxf.xkms.x509.handlers.X509Register.recover(RecoverRequestType, RecoverResultType)",3,1,0,2
org.apache.cxf.xkms.x509.utils.X509Utils.X509Utils(),2,1,0,1
"org.apache.cxf.xkms.x509.utils.X509Utils.parseX509Data(X509DataType, List<X509Certificate>)",12,4,3,3
org.apache.cxf.xkms.x509.utils.X509Utils.parseX509Item(JAXBElement<?>),10,2,4,7
org.apache.cxf.xkms.x509.utils.X509Utils.extractCertificate(JAXBElement<?>),14,3,3,7
org.apache.cxf.xkms.x509.utils.X509Utils.getUnverifiedKeyBinding(X509Certificate),6,1,1,3
org.apache.cxf.xkms.x509.utils.X509Utils.getKeyInfo(X509Certificate),11,1,3,7
org.apache.cxf.xkms.x509.utils.X509Utils.createResponse(LocateRequestType),7,1,1,7
"org.apache.cxf.xkms.x509.utils.X509Utils.assertElementNotNull(Object, Class<?>)",5,2,3,2
org.apache.cxf.jca.cxf.CXFManagedConnectionMetaData.getEISProductName(),3,1,0,1
org.apache.cxf.jca.cxf.CXFManagedConnectionMetaData.getEISProductVersion(),3,1,0,1
org.apache.cxf.jca.cxf.CXFManagedConnectionMetaData.getMaxConnections(),3,1,0,1
org.apache.cxf.jca.cxf.CXFManagedConnectionMetaData.getUserName(),3,1,0,1
demo.wssec.server.UTPasswordCallback.UTPasswordCallback(),4,1,1,2
demo.wssec.server.UTPasswordCallback.handle(Callback[]),10,3,3,3
"demo.wssec.server.UTPasswordCallback.setAliasPassword(String, String)",3,1,3,1
org.apache.cxf.systest.jaxrs.FaultyRequestHandler.filter(ContainerRequestContext),13,3,2,11
org.apache.cxf.tools.java2wsdl.processor.internal.SpringServiceBuilderFactory.SpringServiceBuilderFactory(List<String>),4,1,2,3
org.apache.cxf.tools.java2wsdl.processor.internal.SpringServiceBuilderFactory.SpringServiceBuilderFactory(),4,1,0,4
org.apache.cxf.tools.java2wsdl.processor.internal.SpringServiceBuilderFactory.databindingNameToBeanName(String),3,1,3,3
org.apache.cxf.tools.java2wsdl.processor.internal.SpringServiceBuilderFactory.newBuilder(FrontendFactory.Style),24,3,6,9
org.apache.cxf.tools.java2wsdl.processor.internal.SpringServiceBuilderFactory.getBuilderBeanName(FrontendFactory.Style),3,1,2,1
org.apache.cxf.tools.java2wsdl.processor.internal.SpringServiceBuilderFactory.getApplicationContext(List<String>),20,4,3,7
org.apache.cxf.tools.java2wsdl.processor.internal.SpringServiceBuilderFactory.setBeanDefinitions(List<String>),3,1,1,1
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.FrontendFactory(),2,1,0,1
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.getInstance(),3,1,2,1
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.isJaxws(),11,4,3,3
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.isJAXWSAnnotationExists(),16,5,2,3
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.getWSMethods(),12,3,2,9
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.isExcluced(Method),4,1,2,3
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.discoverStyle(),6,2,6,2
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.setServiceClass(Class<?>),6,2,5,3
org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.ServiceBuilderFactory(),4,1,3,4
"org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.getInstance(List<String>, String)",15,3,6,4
org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.newBuilder(),3,1,4,3
org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.newBuilder(FrontendFactory.Style),1,1,1,1
org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.getStyle(),4,1,3,3
org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.setServiceClass(Class<?>),3,1,5,1
org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.getDatabindingName(),3,1,2,1
org.apache.cxf.tools.java2wsdl.processor.internal.ServiceBuilderFactory.setDatabindingName(String),3,1,3,1
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.Style.values(),0,1,0,1
org.apache.cxf.tools.java2wsdl.processor.FrontendFactory.Style.valueOf(),0,1,0,1
org.apache.cxf.jaxb.JAXBUtilsTest.testBuiltInTypeToJavaType(),5,1,0,3
org.apache.cxf.jaxb.JAXBUtilsTest.testPackageNames(),35,1,0,2
org.apache.cxf.jaxb.JAXBUtilsTest.testNameToIdentifier(),52,1,5,2
org.apache.cxf.jaxb.JAXBUtilsTest.testNsToPkg(),8,1,0,2
org.apache.cxf.jaxb.JAXBUtilsTest.testSetNamespaceMapper(),22,5,2,11
org.apache.cxf.xmlbeans.WeatherService.getWeatherByZipCode(GetWeatherByZipCodeDocument),9,1,0,8
org.apache.cxf.ws.mex.MEXInInterceptor.MEXJaxWsServerFactoryBean.MEXJaxWsServerFactoryBean(Bus),5,1,2,5
org.apache.cxf.ws.mex.MEXInInterceptor.MEXJaxWsServerFactoryBean.createEndpoint(),5,1,1,4
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.LazyXmlParser(Node),5,1,3,5
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getTagValue(String),4,2,6,3
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getUniqueElementByTagName(String),4,2,3,4
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getTextValue(Node),7,2,3,4
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getTitle(),3,1,2,2
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getMessage(),3,1,2,2
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getLevel(),3,1,2,2
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getThrowable(),3,1,2,2
org.apache.cxf.management.web.browser.client.service.browser.Entry.LazyXmlParser.getEventTimestamp(),4,2,3,3
org.apache.cxf.version.VersionTest.testLoadProperties(),5,1,0,3
org.apache.cxf.version.VersionTest.testGetVersion(),5,1,0,4
demo.oauth.client.model.OAuthParams.SignatureMethod.SignatureMethod(String),3,1,2,2
demo.oauth.client.model.OAuthParams.SignatureMethod.getMethodName(),3,1,1,1
demo.oauth.client.model.OAuthParams.SignatureMethod.setMethodName(String),3,1,1,1
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.DepthRestrictingStreamInterceptor(),4,1,1,4
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.DepthRestrictingStreamInterceptor(String),3,1,2,2
"org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.DepthRestrictingStreamInterceptor(String, List<String>)",6,2,3,3
"org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.DepthRestrictingStreamInterceptor(String, List<String>, List<String>)",6,2,3,3
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.handleMessage(Message),22,5,4,5
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.canBeIgnored(Message),4,1,4,3
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.setElementCountThreshold(int),3,1,1,1
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.getElementCountThreshold(),3,1,1,1
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.setInnerElementLevelThreshold(int),3,1,1,1
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.getInnerElementLevelThreshold(),3,1,1,1
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.setInnerElementCountThreshold(int),3,1,1,1
org.apache.cxf.interceptor.security.DepthRestrictingStreamInterceptor.getInnerElementCountThreshold(),3,1,1,1
org.apache.cxf.systest.ws.addressing.MAPTest.GreeterImpl.GreeterImpl(),3,1,0,2
org.apache.cxf.systest.sts.distributed_caching.CustomUsernameTokenProvider.canHandleToken(String),3,1,3,2
"org.apache.cxf.systest.sts.distributed_caching.CustomUsernameTokenProvider.canHandleToken(String, String)",3,1,1,2
org.apache.cxf.systest.sts.distributed_caching.CustomUsernameTokenProvider.createToken(TokenProviderParameters),27,3,4,20
demo.soap_header.client.Client.Client(),2,1,0,1
demo.soap_header.client.Client.main(String[]),18,3,4,11
demo.soap_header.client.Client.invokeInHeader(HeaderTester),11,1,3,6
demo.soap_header.client.Client.invokeOutHeader(HeaderTester),13,1,4,7
demo.soap_header.client.Client.invokeInOutHeader(HeaderTester),17,1,4,11
cxf.server.BankImpl.BankImpl(),2,1,0,1
cxf.server.BankImpl.createAccount(String),10,2,3,5
cxf.server.BankImpl.createEprAccount(String),9,2,3,5
cxf.server.BankImpl.getAccount(String),5,1,3,4
cxf.server.BankImpl.getEprAccount(String),5,1,3,4
cxf.server.BankImpl.getAccountEprWithNoUseAttribute(String),3,1,0,1
cxf.server.BankImpl.findAccount(javax.xml.ws.Holder<java.lang.Object>),2,1,0,0
cxf.server.BankImpl.removeAccount(String),7,1,4,4
cxf.server.BankImpl.createAccountReference(String),7,1,4,4
cxf.server.AccountImpl.getBalance(),5,1,2,3
cxf.server.AccountImpl.deposit(float),5,1,2,3
org.apache.cxf.systest.sts.custom.STSServer.STSServer(),2,1,2,1
org.apache.cxf.systest.sts.custom.STSServer.run(),11,2,2,7
org.apache.cxf.systest.sts.custom.STSServer.main(String[]),3,1,0,2
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.getSize(),3,1,0,1
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.load(List<LogRecord>, SearchCondition<LogRecord>, int, int)",35,8,5,7
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.getNextLogFileInfo(FileInfo, boolean)",16,5,6,6
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setFilePosition(FileInfo, long)",9,2,5,5
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.getLogFileInfo(int),14,3,5,9
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.saveNextPagePosition(int, FileInfo)",15,4,5,6
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.readRecord(FileInfo),9,2,4,6
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.createRecord(Map<Integer, String>, FileInfo)",21,8,9,13
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setLogRecordLevel(LogRecord, String)",8,3,4,3
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setLogRecordDate(LogRecord, String, FileInfo)",11,4,5,3
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.readTheLine(RandomAccessFile, Map<Integer, String>, int)",35,10,10,12
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setColumnSep(String),3,1,2,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setNumberOfColumns(String),3,1,2,2
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setColumnsMap(Map<Integer, String>)",3,1,2,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setLogLocations(List<String>),12,3,8,9
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.processNewLogFile(File),22,5,7,15
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.getDateFromFileName(String),8,2,4,5
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.getLogDateFormat(),4,2,4,2
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.getRealLocation(String),16,3,3,6
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setLogLocation(String),9,2,4,6
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.skipIgnorableRecords(RandomAccessFile),12,3,3,5
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setRecordDateFormat(String),3,1,2,2
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setLevelsMap(Map<String, String>)",3,1,1,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setFileNameComparator(Comparator<String>),3,1,1,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.close(),8,3,2,2
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setUseFileModifiedDate(boolean),3,1,2,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.scanLogDirectory(),30,8,6,12
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setFileNameDatePattern(String),3,1,2,2
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.setFileNameDateFormat(String),3,1,1,1
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.FileInfo.FileInfo(RandomAccessFile, String, String, long)",6,1,5,5
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.FileInfo.getFile(),3,1,5,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.FileInfo.getFileModified(),3,1,3,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.FileInfo.getFileName(),3,1,4,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.FileInfo.getStartPosition(),3,1,3,1
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.FileInfoComparator.compare(FileInfo, FileInfo)",19,4,5,9
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.FileInfoComparator.getLogIndex(String),8,2,2,4
"org.apache.cxf.management.web.logging.ReadOnlyFileStorage.PageInfo.PageInfo(FileInfo, long)",4,1,4,3
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.PageInfo.getFileInfo(),3,1,2,1
org.apache.cxf.management.web.logging.ReadOnlyFileStorage.PageInfo.getPosition(),3,1,2,1
org.apache.cxf.jaxws.JaxWsConfigurationException.JaxWsConfigurationException(Message),3,1,3,2
"org.apache.cxf.jaxws.JaxWsConfigurationException.JaxWsConfigurationException(Message, Throwable)",3,1,2,2
org.apache.cxf.jaxws.JaxWsConfigurationException.JaxWsConfigurationException(Throwable),3,1,1,2
org.apache.cxf.systest.sts.kerberos.DoubleItPortTypeImpl.doubleIt(int),7,1,2,6
org.apache.cxf.jaxrs.ext.search.visitor.LocalVisitorState.LocalVisitorState(),2,1,0,1
org.apache.cxf.jaxrs.ext.search.visitor.LocalVisitorState.get(),3,1,2,1
org.apache.cxf.jaxrs.ext.search.visitor.LocalVisitorState.remove(),5,1,0,3
org.apache.cxf.jaxrs.ext.search.visitor.LocalVisitorState.set(T),3,1,1,1
org.apache.cxf.management.web.browser.client.ui.browser.ViewerPresenter.bind.(Anon_1).onSelectedSubscription(SelectedSubscriptionEvent),3,1,1,2
org.apache.cxf.management.web.browser.client.ui.browser.ViewerPresenter.getFeed.(Anon_2).onSuccess(Feed),3,1,1,1
"org.apache.cxf.management.web.browser.client.ui.browser.ViewerPresenter.getFeed.(Anon_2).onError(Request, Throwable)",4,1,3,2
"org.apache.cxf.rs.security.oidc.rp.OidcClaimsValidator.validateJwtClaims(JwtClaims, String, boolean)",47,11,13,17
"org.apache.cxf.rs.security.oidc.rp.OidcClaimsValidator.validateSelfIssuedProvider(JwtClaims, String, boolean)",2,1,1,0
org.apache.cxf.rs.security.oidc.rp.OidcClaimsValidator.setIssuerId(String),3,1,1,1
org.apache.cxf.rs.security.oidc.rp.OidcClaimsValidator.setJwkSetClient(WebClient),3,1,1,1
org.apache.cxf.rs.security.oidc.rp.OidcClaimsValidator.getInitializedSignatureVerifier(JwtToken),39,11,5,19
org.apache.cxf.rs.security.oidc.rp.OidcClaimsValidator.setSupportSelfIssuedProvider(boolean),3,1,1,1
org.apache.cxf.rs.security.oidc.rp.OidcClaimsValidator.setStrictTimeValidation(boolean),3,1,1,1
org.apache.cxf.service.factory.HelloServiceInterceptor.invoke(MethodInvocation),3,1,1,2
org.apache.cxf.interceptor.InFaultChainInitiatorObserver.InFaultChainInitiatorObserver(Bus),3,1,3,2
"org.apache.cxf.interceptor.InFaultChainInitiatorObserver.initializeInterceptors(Exchange, PhaseInterceptorChain)",19,4,3,11
"org.apache.cxf.interceptor.InFaultChainInitiatorObserver.addToChain(PhaseInterceptorChain, Message)",14,4,5,4
org.apache.cxf.interceptor.InFaultChainInitiatorObserver.getPhases(),3,1,0,4
org.apache.cxf.interceptor.InFaultChainInitiatorObserver.isOutboundObserver(),3,1,0,1
"org.apache.cxf.transport.http.osgi.ConfigAdminHttpConduitConfigurer.PidInfo.PidInfo(Dictionary<String, String>, Matcher, int)",5,1,4,4
org.apache.cxf.transport.http.osgi.ConfigAdminHttpConduitConfigurer.PidInfo.getProps(),3,1,3,1
org.apache.cxf.transport.http.osgi.ConfigAdminHttpConduitConfigurer.PidInfo.getMatcher(),3,1,2,1
org.apache.cxf.transport.http.osgi.ConfigAdminHttpConduitConfigurer.PidInfo.compareTo(PidInfo),14,5,4,4
org.apache.cxf.feature.transform.XSLTUtils.XSLTUtils(),2,1,0,1
"org.apache.cxf.feature.transform.XSLTUtils.transform(Templates, InputStream)",23,5,8,12
"org.apache.cxf.feature.transform.XSLTUtils.transform(Templates, Reader)",23,5,8,12
"org.apache.cxf.feature.transform.XSLTUtils.transform(Templates, Document)",11,2,4,8
org.apache.cxf.transport.HttpUriMapper.HttpUriMapper(),2,1,0,1
org.apache.cxf.transport.HttpUriMapper.getContextName(String),8,2,10,3
org.apache.cxf.transport.HttpUriMapper.getResourceBase(String),11,3,4,4
org.apache.cxf.systest.jaxrs.JAXRSClientServerODataSearchTest.startServers(),8,1,0,8
org.apache.cxf.systest.jaxrs.JAXRSClientServerODataSearchTest.testSearchBook123WithWebClient(),6,1,1,5
org.apache.cxf.systest.jaxrs.BookServer.BookServer(),3,1,1,3
"org.apache.cxf.systest.jaxrs.BookServer.BookServer(Map<? extends String, ? extends Object>)",3,1,3,2
org.apache.cxf.systest.jaxrs.BookServer.run(),57,1,2,39
org.apache.cxf.systest.jaxrs.BookServer.tearDown(),5,1,1,3
org.apache.cxf.systest.jaxrs.BookServer.main(String[]),11,2,2,5
org.apache.cxf.helpers.FileUtils.createTmpDir.(Anon_2).run(),3,1,0,1
org.apache.cxf.helpers.FileUtils.getDefaultTempDir.(Anon_1).run(),3,1,1,1
org.apache.cxf.rs.security.oauth2.grants.clientcred.ClientCredentialsGrantHandler.ClientCredentialsGrantHandler(),3,1,1,2
"org.apache.cxf.rs.security.oauth2.grants.clientcred.ClientCredentialsGrantHandler.createAccessToken(Client, MultivaluedMap<String, String>)",8,2,3,5
org.apache.cxf.aegis.type.java5.XmlParamTypeTest.setUp(),8,1,2,11
org.apache.cxf.aegis.type.java5.XmlParamTypeTest.testType(),10,1,2,7
org.apache.cxf.aegis.type.java5.XmlParamTypeTest.testMapServiceWSDL(),5,1,0,3
org.apache.cxf.aegis.type.java5.XmlParamTypeTest.CustomTypeService.doFoo(String),6,1,0,4
org.apache.cxf.workqueue.AutomaticWorkQueueTest.tearDown(),6,2,1,2
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testUnboundedConstructor(),10,1,7,7
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testConstructor(),10,1,6,7
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testEnqueueWithTimeout(),23,3,2,5
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testEnqueue(),22,4,7,9
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testEnqueueImmediate(),77,17,8,13
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testDeadLockEnqueueLoads(),7,1,2,4
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testNonDeadLockEnqueueLoads(),9,1,6,4
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testSchedule(),28,1,6,10
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testThreadPoolShrink(),13,3,2,8
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testThreadPoolShrinkUnbounded(),18,3,5,7
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testShutdown(),18,3,3,10
org.apache.cxf.workqueue.AutomaticWorkQueueTest.checkCompleted(DeadLockThread),23,5,3,5
org.apache.cxf.workqueue.AutomaticWorkQueueTest.checkDeadLock(DeadLockThread),4,1,5,2
org.apache.cxf.workqueue.AutomaticWorkQueueTest.BlockingWorkItem.run(),10,3,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.BlockingWorkItem.unblock(),6,1,1,2
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.DeadLockThread(AutomaticWorkQueueImpl),3,1,3,2
"org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.DeadLockThread(AutomaticWorkQueueImpl, int)",3,1,4,2
"org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.DeadLockThread(AutomaticWorkQueueImpl, int, long)",5,1,9,4
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.isFinished(),3,1,5,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.workItemCompleted(String),6,2,0,4
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.getWorkItemCount(),3,1,2,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.worktime(),3,1,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.getWorkItemCompletedCount(),3,1,2,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.finishTime(),3,1,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.duration(),3,1,2,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.DeadLockThread.run(),15,5,4,7
org.apache.cxf.workqueue.AutomaticWorkQueueTest.TestWorkItem.TestWorkItem(),3,1,1,2
org.apache.cxf.workqueue.AutomaticWorkQueueTest.TestWorkItem.TestWorkItem(String),3,1,3,2
"org.apache.cxf.workqueue.AutomaticWorkQueueTest.TestWorkItem.TestWorkItem(String, long)",3,1,3,2
"org.apache.cxf.workqueue.AutomaticWorkQueueTest.TestWorkItem.TestWorkItem(String, long, Callback)",5,1,5,4
org.apache.cxf.workqueue.AutomaticWorkQueueTest.TestWorkItem.run(),13,3,3,2
org.apache.cxf.workqueue.AutomaticWorkQueueTest.TestWorkItem.toString(),3,1,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testEnqueueWithTimeout.(for_loop_1).(Anon_1).run(),4,1,0,0
org.apache.cxf.workqueue.AutomaticWorkQueueTest.testSchedule.(Anon_2).run(),8,1,0,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AutomaticWorkQueueImpl(),3,1,1,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AutomaticWorkQueueImpl(String),3,1,4,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AutomaticWorkQueueImpl(int),3,1,2,2
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AutomaticWorkQueueImpl(int, String)",8,1,4,2
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AutomaticWorkQueueImpl(int, int, int, int, long)",7,1,16,2
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AutomaticWorkQueueImpl(int, int, int, int, long, String)",14,4,10,9
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.addChangeListener(PropertyChangeListener),3,1,3,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.removeChangeListener(PropertyChangeListener),3,1,2,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.notifyChangeListeners(PropertyChangeEvent),5,2,7,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.setShared(boolean),3,1,3,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.isShared(),3,1,4,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.addSharedUser(),3,1,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.removeSharedUser(),3,1,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getShareCount(),3,1,3,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getExecutor(),65,9,17,23
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.createThreadFactory(String),24,2,2,4
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.setName(String),6,2,2,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getName(),3,1,5,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.toString(),18,1,2,12
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.execute(Runnable),38,4,10,14
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.execute(Runnable, long)",13,4,7,4
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.schedule(Runnable, long)",9,2,5,8
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.shutdown(boolean),8,3,5,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getMaxSize(),3,1,4,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getSize(),3,2,6,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.isEmpty(),3,2,2,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.isFull(),3,2,3,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getHighWaterMark(),4,3,8,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getLowWaterMark(),4,3,9,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getInitialSize(),3,1,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.setHighWaterMark(int),8,3,5,5
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.setLowWaterMark(int),8,3,4,5
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.setInitialSize(int),4,1,2,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.setQueueSize(int),4,1,2,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.setDequeueTimeout(long),4,1,2,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.isShutdown(),6,2,1,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getLargestPoolSize(),6,2,2,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getPoolSize(),6,2,9,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getActiveCount(),6,2,6,2
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.update(Dictionary<String, String>)",22,6,2,8
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getProperties(),11,1,1,9
"org.apache.cxf.rs.security.oauth2.services.TokenRevocationService.handleTokenRevocation(MultivaluedMap<String, String>)",18,4,6,10
"org.apache.cxf.rs.security.oauth2.services.AbstractTokenService.authenticateClientIfNeeded(MultivaluedMap<String, String>)",42,12,4,20
org.apache.cxf.rs.security.oauth2.services.AbstractTokenService.getTlsSessionInfo(),3,1,1,4
"org.apache.cxf.rs.security.oauth2.services.AbstractTokenService.retrieveClientId(MultivaluedMap<String, String>)",10,3,4,5
