method,LOC,Cyclomatic,FanIn,FanOut,Loop
"org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ProcessorUtil.getWrappedElement(ToolContext, QName)",30,6,4,13,0
org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ProcessorUtil.createWrappedElements(XmlSchemaSequence),16,4,2,10,1
"org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ProcessorUtil.isSchemaFormQualified(ToolContext, QName)",9,2,4,5,0
org.apache.cxf.common.jaxb.JAXBUtils.JAXBUtils(),2,1,0,1,0
org.apache.cxf.common.jaxb.JAXBUtils.builtInTypeToJavaType(String),3,1,5,2,0
org.apache.cxf.common.jaxb.JAXBUtils.holderClass(String),3,1,7,2,0
org.apache.cxf.common.jaxb.JAXBUtils.isJavaKeyword(String),3,1,3,2,0
org.apache.cxf.common.jaxb.JAXBUtils.namespaceURIToPackage(String),7,2,7,3,0
org.apache.cxf.common.jaxb.JAXBUtils.nameSpaceURIToPackage(URI),74,18,2,24,4
org.apache.cxf.common.jaxb.JAXBUtils.normalizePackageNamePart(String),18,6,3,12,2
"org.apache.cxf.common.jaxb.JAXBUtils.nameToIdentifier(String, IdentifierType)",27,7,13,17,3
"org.apache.cxf.common.jaxb.JAXBUtils.splitWord(List<String>, int)",46,12,3,15,4
org.apache.cxf.common.jaxb.JAXBUtils.isMark(char),3,1,2,4,0
org.apache.cxf.common.jaxb.JAXBUtils.isCasedLetter(char),3,1,2,3,0
"org.apache.cxf.common.jaxb.JAXBUtils.isConventionalIdentifier(StringBuilder, IdentifierType)",30,8,7,7,1
"org.apache.cxf.common.jaxb.JAXBUtils.makeConventionalIdentifier(List<String>, IdentifierType)",34,11,7,12,2
org.apache.cxf.common.jaxb.JAXBUtils.getValidClass(Class<?>),29,10,2,10,0
org.apache.cxf.common.jaxb.JAXBUtils.getXJCClassLoader(),26,7,4,13,0
"org.apache.cxf.common.jaxb.JAXBUtils.setNamespaceMapper(Map<String, String>, Marshaller)",15,4,7,6,0
"org.apache.cxf.common.jaxb.JAXBUtils.createBridge(Set<Class>, QName, Class<?>, Annotation[])",41,6,8,23,1
org.apache.cxf.common.jaxb.JAXBUtils.createSchemaCompiler(),17,3,2,8,0
org.apache.cxf.common.jaxb.JAXBUtils.createSchemaCompilerWithDefaultAllocator(Set<String>),12,2,4,7,0
"org.apache.cxf.common.jaxb.JAXBUtils.logGeneratedClassNames(Logger, JCodeModel)",19,5,5,10,2
org.apache.cxf.common.jaxb.JAXBUtils.getGeneratedClassNames(JCodeModel),10,3,2,8,2
org.apache.cxf.common.jaxb.JAXBUtils.createFileCodeWriter(File),14,3,4,7,0
"org.apache.cxf.common.jaxb.JAXBUtils.getParamClass(SchemaCompiler, String)",9,3,6,8,1
"org.apache.cxf.common.jaxb.JAXBUtils.generateJaxbSchemas(JAXBContext, Map<String, DOMResult>)",20,1,3,3,0
org.apache.cxf.common.jaxb.JAXBUtils.getPackageNamespace(Class<?>),11,3,5,4,0
"org.apache.cxf.common.jaxb.JAXBUtils.scanPackages(Set<Class>, Map<Package, CachedClass>)",4,1,3,1,0
"org.apache.cxf.common.jaxb.JAXBUtils.scanPackages(Set<Class>, Class<?>[], Map<Package, CachedClass>)",81,19,6,26,4
"org.apache.cxf.common.jaxb.JAXBUtils.addToObjectFactoryCache(Package, Class<?>, Map<Package, CachedClass>)",11,2,4,2,0
org.apache.cxf.common.jaxb.JAXBUtils.isJAXB22(),9,3,3,3,1
"org.apache.cxf.common.jaxb.JAXBUtils.createNamespaceWrapper(Class<?>, Map<String, String>)",38,11,3,10,0
"org.apache.cxf.common.jaxb.JAXBUtils.createEclipseNamespaceMapper(Class<?>, Map<String, String>)",165,4,34,29,0
"org.apache.cxf.common.jaxb.JAXBUtils.createNamespaceWrapperInternal(ASMHelper, ClassWriter, String, Class<?>)",142,2,26,24,0
org.apache.cxf.common.jaxb.JAXBUtils.createJAXBContextProxy(JAXBContext),3,1,2,2,0
"org.apache.cxf.common.jaxb.JAXBUtils.createJAXBContextProxy(JAXBContext, SchemaCollection, String)",9,2,6,6,0
"org.apache.cxf.common.jaxb.JAXBUtils.getBeanInfo(JAXBContextProxy, Class<?>)",10,3,4,3,0
org.apache.cxf.common.util.URIParserUtil.URIParserUtil(),2,1,0,1,0
org.apache.cxf.common.util.URIParserUtil.isExcluded(char),3,1,3,2,0
org.apache.cxf.common.util.URIParserUtil.pathToURLs(String),23,5,6,10,1
"org.apache.cxf.common.util.URIParserUtil.parsePackageName(String, String)",8,3,3,4,0
org.apache.cxf.common.util.URIParserUtil.getPackageName(String),42,11,5,19,1
org.apache.cxf.common.util.URIParserUtil.getNamespace(String),25,6,6,9,2
"org.apache.cxf.common.util.URIParserUtil.tokenize(String, String)",8,2,3,6,1
org.apache.cxf.common.util.URIParserUtil.removeIllegalIdentifierChars(String),14,4,2,9,1
"org.apache.cxf.common.util.URIParserUtil.combine(List<String>, char)",8,2,3,7,1
org.apache.cxf.common.util.URIParserUtil.reverse(List<T>),7,2,2,5,1
org.apache.cxf.common.util.URIParserUtil.containsReservedKeywords(String),3,1,3,2,0
org.apache.cxf.common.util.URIParserUtil.escapeChars(String),20,5,9,10,2
org.apache.cxf.common.util.URIParserUtil.normalize(String),32,8,4,16,0
org.apache.cxf.common.util.URIParserUtil.getAbsoluteURI(String),18,5,19,12,0
org.apache.cxf.helpers.JavaUtils.JavaUtils(),2,1,0,1,0
org.apache.cxf.helpers.JavaUtils.isJavaKeyword(String),3,1,11,2,0
org.apache.cxf.helpers.JavaUtils.makeNonJavaKeyword(String),3,1,5,1,0
"org.apache.cxf.service.model.MessagePartInfo.MessagePartInfo(QName, AbstractMessageContainer)",4,1,23,3,0
org.apache.cxf.service.model.MessagePartInfo.setMessageContainer(AbstractMessageContainer),3,1,3,1,0
org.apache.cxf.service.model.MessagePartInfo.getName(),3,1,59,1,0
org.apache.cxf.service.model.MessagePartInfo.setName(QName),3,1,3,1,0
org.apache.cxf.service.model.MessagePartInfo.getConcreteName(),3,1,47,1,0
org.apache.cxf.service.model.MessagePartInfo.setConcreteName(QName),3,1,15,1,0
org.apache.cxf.service.model.MessagePartInfo.isElement(),3,1,41,1,0
org.apache.cxf.service.model.MessagePartInfo.setElement(boolean),3,1,31,1,0
org.apache.cxf.service.model.MessagePartInfo.getElementQName(),6,2,69,1,0
org.apache.cxf.service.model.MessagePartInfo.getTypeQName(),8,3,44,2,0
org.apache.cxf.service.model.MessagePartInfo.setTypeQName(QName),7,2,17,5,0
org.apache.cxf.service.model.MessagePartInfo.setElementQName(QName),5,1,36,3,0
org.apache.cxf.service.model.MessagePartInfo.getMessageInfo(),3,1,26,1,0
org.apache.cxf.service.model.MessagePartInfo.getXmlSchema(),3,1,25,1,0
org.apache.cxf.service.model.MessagePartInfo.setXmlSchema(XmlSchemaAnnotated),3,1,17,1,0
org.apache.cxf.service.model.MessagePartInfo.getTypeClass(),3,1,55,1,0
org.apache.cxf.service.model.MessagePartInfo.setTypeClass(Class<?>),3,1,34,1,0
org.apache.cxf.service.model.MessagePartInfo.getIndex(),3,1,25,1,0
org.apache.cxf.service.model.MessagePartInfo.setIndex(int),3,1,14,1,0
org.apache.cxf.service.model.MessagePartInfo.toString(),6,1,0,7,0
org.apache.cxf.service.model.MessagePartInfo.hashCode(),3,2,1,2,0
org.apache.cxf.service.model.MessagePartInfo.equals(Object),15,3,7,2,0
org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.WrapperElement.WrapperElement(),2,1,0,1,0
"org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.WrapperElement.WrapperElement(QName, QName)",4,1,3,3,0
org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.WrapperElement.getElementName(),3,1,4,1,0
org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.WrapperElement.setElementName(QName),3,1,1,1,0
org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.WrapperElement.getSchemaTypeName(),3,1,3,1,0
org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.WrapperElement.setSchemaTypeName(QName),3,1,1,1,0
org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.WrapperElement.toString(),3,1,2,2,0
org.apache.cxf.databinding.source.XMLStreamDataReader.XMLStreamDataReader(),3,1,1,2,0
org.apache.cxf.databinding.source.XMLStreamDataReader.XMLStreamDataReader(Class<?>),3,1,2,2,0
"org.apache.cxf.databinding.source.XMLStreamDataReader.read(MessagePartInfo, XMLStreamReader)",3,1,2,3,0
"org.apache.cxf.databinding.source.XMLStreamDataReader.read(QName, XMLStreamReader, Class<?>)",79,25,11,23,0
"org.apache.cxf.databinding.source.XMLStreamDataReader.createStaxSource(XMLStreamReader, Class<?>)",7,2,3,3,0
org.apache.cxf.databinding.source.XMLStreamDataReader.resetForStreaming(XMLStreamReader),35,3,5,7,0
org.apache.cxf.databinding.source.XMLStreamDataReader.validate(XMLStreamReader),44,7,7,32,1
org.apache.cxf.databinding.source.XMLStreamDataReader.getInputStream(XMLStreamReader),10,1,2,5,0
org.apache.cxf.databinding.source.XMLStreamDataReader.read(XMLStreamReader),23,5,5,12,0
org.apache.cxf.databinding.source.XMLStreamDataReader.setSchema(Schema),3,1,1,1,0
org.apache.cxf.databinding.source.XMLStreamDataReader.setAttachments(Collection<Attachment>),2,1,0,0,0
"org.apache.cxf.databinding.source.XMLStreamDataReader.setProperty(String, Object)",5,2,3,3,0
org.apache.cxf.helpers.DOMUtils.DOMUtils(),2,1,0,1,0
org.apache.cxf.helpers.DOMUtils.getDocumentBuilder(),17,4,2,9,0
org.apache.cxf.helpers.DOMUtils.newDocument(),3,1,22,2,0
org.apache.cxf.helpers.DOMUtils.createDocument(),7,2,86,4,0
"org.apache.cxf.helpers.DOMUtils.getAttributeValueEmptyNull(Element, String)",7,2,14,3,0
org.apache.cxf.helpers.DOMUtils.getAllContent(Node),5,1,4,4,0
"org.apache.cxf.helpers.DOMUtils.getAllContent(Node, StringBuilder)",11,3,3,4,1
org.apache.cxf.helpers.DOMUtils.getContent(Node),7,2,30,3,0
org.apache.cxf.helpers.DOMUtils.getRawContent(Node),25,7,9,8,1
"org.apache.cxf.helpers.DOMUtils.getChild(Node, String)",21,7,7,6,1
"org.apache.cxf.helpers.DOMUtils.hasAttribute(Element, String)",10,3,3,6,1
"org.apache.cxf.helpers.DOMUtils.getAttribute(Node, String)",11,3,4,4,0
"org.apache.cxf.helpers.DOMUtils.getAttribute(Element, QName)",9,3,2,7,0
"org.apache.cxf.helpers.DOMUtils.setAttribute(Node, String, String)",6,1,6,5,0
"org.apache.cxf.helpers.DOMUtils.removeAttribute(Node, String)",4,1,2,2,0
"org.apache.cxf.helpers.DOMUtils.setText(Node, String)",9,2,3,5,0
"org.apache.cxf.helpers.DOMUtils.findChildWithAtt(Node, String, String, String)",15,4,6,6,2
"org.apache.cxf.helpers.DOMUtils.getChildContent(Node, String)",12,4,2,6,1
org.apache.cxf.helpers.DOMUtils.getElementQName(Element),3,1,23,4,0
"org.apache.cxf.helpers.DOMUtils.createQName(String, Node)",16,4,4,8,0
org.apache.cxf.helpers.DOMUtils.convertStringToQName(String),3,1,5,2,0
"org.apache.cxf.helpers.DOMUtils.convertStringToQName(String, String)",13,3,7,7,0
org.apache.cxf.helpers.DOMUtils.convertStringsToQNames(List<String>),10,3,2,6,1
org.apache.cxf.helpers.DOMUtils.getFirstElement(Node),10,3,84,4,1
org.apache.cxf.helpers.DOMUtils.getNextElement(Element),10,3,57,3,1
"org.apache.cxf.helpers.DOMUtils.getFirstChildWithName(Element, QName)",5,1,5,4,0
"org.apache.cxf.helpers.DOMUtils.getFirstChildWithName(Element, String, String)",12,5,23,6,1
"org.apache.cxf.helpers.DOMUtils.getChildrenWithName(Element, String, String)",13,5,43,8,1
"org.apache.cxf.helpers.DOMUtils.getChildrenWithNamespace(Element, String)",13,5,6,7,1
"org.apache.cxf.helpers.DOMUtils.getChild(Node, int)",10,3,9,4,1
org.apache.cxf.helpers.DOMUtils.getNext(Node),5,1,1,4,0
"org.apache.cxf.helpers.DOMUtils.getNext(Node, String, int)",18,6,5,5,1
"org.apache.cxf.helpers.DOMUtils.getPrefixRecursive(Element, String)",7,2,5,3,0
"org.apache.cxf.helpers.DOMUtils.getPrefix(Element, String)",12,3,6,9,1
"org.apache.cxf.helpers.DOMUtils.getPrefixesRecursive(Element, String, List<String>)",7,2,4,2,0
"org.apache.cxf.helpers.DOMUtils.getPrefixes(Element, String, List<String>)",11,3,5,9,1
"org.apache.cxf.helpers.DOMUtils.createNamespace(Element, String)",10,2,4,3,1
"org.apache.cxf.helpers.DOMUtils.getNamespace(Node, String)",24,6,9,10,2
"org.apache.cxf.helpers.DOMUtils.findAllElementsByTagNameNS(Element, String, String)",6,1,48,3,0
"org.apache.cxf.helpers.DOMUtils.findAllElementsByTagNameNS(Element, String, String, List<Element>)",12,3,5,7,1
"org.apache.cxf.helpers.DOMUtils.findAllElementsByTagName(Element, String)",5,1,4,3,0
"org.apache.cxf.helpers.DOMUtils.findAllElementsByTagName(Element, String, List<Element>)",10,3,4,5,1
"org.apache.cxf.helpers.DOMUtils.hasElementWithName(Element, String, String)",14,4,4,7,1
"org.apache.cxf.helpers.DOMUtils.hasElementInNS(Element, String)",13,4,3,5,1
"org.apache.cxf.helpers.DOMUtils.setNamespace(Element, String, String)",8,2,4,3,0
"org.apache.cxf.helpers.DOMUtils.addNamespacePrefix(Element, String, String)",3,1,6,1,0
org.apache.cxf.interceptor.StaxInEndingInterceptor.StaxInEndingInterceptor(),3,1,1,2,0
org.apache.cxf.interceptor.StaxInEndingInterceptor.StaxInEndingInterceptor(String),3,1,3,2,0
org.apache.cxf.interceptor.StaxInEndingInterceptor.handleMessage(Message),11,3,3,5,0
org.apache.cxf.staxutils.FragmentStreamReader.FragmentStreamReader(XMLStreamReader),3,1,7,2,0
"org.apache.cxf.staxutils.FragmentStreamReader.FragmentStreamReader(XMLStreamReader, boolean)",11,3,5,8,0
org.apache.cxf.staxutils.FragmentStreamReader.getEventType(),3,1,2,1,0
org.apache.cxf.staxutils.FragmentStreamReader.isCharacters(),3,1,2,1,0
org.apache.cxf.staxutils.FragmentStreamReader.isEndElement(),3,1,2,1,0
org.apache.cxf.staxutils.FragmentStreamReader.isStartElement(),3,1,2,1,0
org.apache.cxf.staxutils.FragmentStreamReader.isWhiteSpace(),3,1,3,2,0
org.apache.cxf.staxutils.FragmentStreamReader.hasNext(),6,2,3,2,0
org.apache.cxf.staxutils.FragmentStreamReader.next(),31,9,13,12,1
org.apache.cxf.staxutils.FragmentStreamReader.isAdvanceAtEnd(),3,1,1,1,0
org.apache.cxf.staxutils.FragmentStreamReader.setAdvanceAtEnd(boolean),3,1,1,1,0
org.apache.cxf.staxutils.StaxSource.StaxSource(XMLStreamReader),4,1,15,4,0
org.apache.cxf.staxutils.StaxSource.getXMLReader(),3,1,0,1,0
org.apache.cxf.staxutils.StaxSource.getXMLStreamReader(),3,1,4,1,0
org.apache.cxf.staxutils.StaxSource.parse(),114,30,21,31,3
org.apache.cxf.staxutils.StaxSource.getQualifiedName(),8,2,1,4,0
org.apache.cxf.staxutils.StaxSource.getAttributes(),21,5,2,10,1
org.apache.cxf.staxutils.StaxSource.getFeature(String),3,1,0,1,0
"org.apache.cxf.staxutils.StaxSource.setFeature(String, boolean)",3,1,0,0,0
org.apache.cxf.staxutils.StaxSource.getProperty(String),3,1,0,1,0
"org.apache.cxf.staxutils.StaxSource.setProperty(String, Object)",8,2,2,3,0
org.apache.cxf.staxutils.StaxSource.setEntityResolver(EntityResolver),2,1,0,0,0
org.apache.cxf.staxutils.StaxSource.getEntityResolver(),3,1,0,1,0
org.apache.cxf.staxutils.StaxSource.setDTDHandler(DTDHandler),2,1,0,0,0
org.apache.cxf.staxutils.StaxSource.getDTDHandler(),3,1,0,1,0
org.apache.cxf.staxutils.StaxSource.setContentHandler(ContentHandler),7,2,2,2,0
org.apache.cxf.staxutils.StaxSource.getContentHandler(),3,1,1,1,0
org.apache.cxf.staxutils.StaxSource.setErrorHandler(ErrorHandler),2,1,0,0,0
org.apache.cxf.staxutils.StaxSource.getErrorHandler(),3,1,0,1,0
org.apache.cxf.staxutils.StaxSource.parse(InputSource),3,1,0,1,0
org.apache.cxf.staxutils.StaxSource.parse(String),3,1,0,1,0
org.apache.cxf.staxutils.StaxStreamFilter.StaxStreamFilter(QName...),3,1,6,2,0
org.apache.cxf.staxutils.StaxStreamFilter.accept(XMLStreamReader),19,7,2,5,2
org.apache.cxf.staxutils.W3CDOMStreamReader.W3CDOMStreamReader(Element),6,1,12,8,0
"org.apache.cxf.staxutils.W3CDOMStreamReader.W3CDOMStreamReader(Element, String)",4,1,5,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.W3CDOMStreamReader(Document),8,1,5,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.W3CDOMStreamReader(DocumentFragment),8,1,2,4,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getDocument(),3,1,3,1,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getSystemId(),7,3,2,2,0
"org.apache.cxf.staxutils.W3CDOMStreamReader.newFrame(ElementFrame<Node, Node>)",42,10,6,20,1
org.apache.cxf.staxutils.W3CDOMStreamReader.endElement(),3,1,1,1,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getCurrentNode(),3,1,10,2,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getCurrentElement(),3,1,4,2,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getChildFrame(),4,1,1,2,0
org.apache.cxf.staxutils.W3CDOMStreamReader.hasMoreChildren(),6,2,1,5,0
org.apache.cxf.staxutils.W3CDOMStreamReader.nextChild(),23,7,12,11,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getElementText(),8,2,2,6,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getNamespaceURI(String),14,4,5,6,1
"org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributeValue(String, String)",12,3,2,6,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributeCount(),3,1,1,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttribute(int),3,1,9,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getLocalName(Attr),7,2,3,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributeName(int),11,2,1,7,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributeNamespace(int),3,1,1,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributeLocalName(int),4,1,1,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributePrefix(int),3,1,1,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributeType(int),14,5,1,5,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getAttributeValue(int),3,1,1,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.isAttributeSpecified(int),3,1,1,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getNamespaceCount(),3,1,1,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getNamespacePrefix(int),3,1,2,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getNamespaceURI(int),3,1,2,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getNamespaceContext(),3,1,1,1,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getText(),8,3,3,4,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getTextCharacters(),3,1,0,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getTextStart(),3,1,0,1,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getTextLength(),3,1,0,3,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getEncoding(),3,1,0,1,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getName(),10,2,0,7,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getLocalName(),10,3,1,6,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getNamespaceURI(),13,3,0,8,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getPrefix(),12,3,1,6,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getPITarget(),3,1,0,2,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getPIData(),3,1,0,2,0
org.apache.cxf.staxutils.W3CDOMStreamReader.getLocation(),10,3,0,4,0
org.apache.cxf.staxutils.W3CDOMStreamReader.toString(),14,4,2,5,0
org.apache.cxf.staxutils.validation.WoodstoxValidationImpl.WoodstoxValidationImpl(),8,2,6,4,0
org.apache.cxf.staxutils.validation.WoodstoxValidationImpl.canValidate(),3,1,4,1,0
"org.apache.cxf.staxutils.validation.WoodstoxValidationImpl.setupValidation(XMLStreamReader, Endpoint, ServiceInfo)",7,2,5,2,0
"org.apache.cxf.staxutils.validation.WoodstoxValidationImpl.setupValidation(XMLStreamWriter, Endpoint, ServiceInfo)",7,2,6,2,0
org.apache.cxf.databinding.source.SourceDataBinding.SourceDataBinding(),4,1,8,2,0
org.apache.cxf.databinding.source.SourceDataBinding.SourceDataBinding(Class<?>),4,1,2,2,0
org.apache.cxf.databinding.source.SourceDataBinding.initialize(Service),16,3,2,4,1
org.apache.cxf.databinding.source.SourceDataBinding.createReader(Class<T>),9,3,2,4,0
org.apache.cxf.databinding.source.SourceDataBinding.getSupportedReaderFormats(),3,1,0,1,0
org.apache.cxf.databinding.source.SourceDataBinding.createWriter(Class<T>),9,3,1,3,0
org.apache.cxf.databinding.source.SourceDataBinding.getSupportedWriterFormats(),3,1,0,1,0
"org.apache.cxf.staxutils.AbstractDOMStreamReader.AbstractDOMStreamReader(ElementFrame<T, I>)",4,1,7,3,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getCurrentFrame(),3,1,18,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getProperty(String),3,1,0,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.next(),34,8,10,15,0
"org.apache.cxf.staxutils.AbstractDOMStreamReader.newFrame(ElementFrame<T, I>)",2,1,1,0,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.endElement(),2,1,3,0,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.hasMoreChildren(),1,1,1,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.nextChild(),1,1,1,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getChildFrame(),1,1,1,1,0
"org.apache.cxf.staxutils.AbstractDOMStreamReader.require(int, String, String)",3,1,0,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getElementText(),1,1,0,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.consumeFrame(),10,2,5,6,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.nextTag(),8,3,5,3,1
org.apache.cxf.staxutils.AbstractDOMStreamReader.hasNext(),3,1,4,3,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.close(),2,1,0,0,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getNamespaceURI(String),1,1,0,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.isStartElement(),3,1,2,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.isEndElement(),3,1,2,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.isCharacters(),3,1,2,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.isWhiteSpace(),13,4,4,4,1
org.apache.cxf.staxutils.AbstractDOMStreamReader.getEventType(),3,1,1,1,0
"org.apache.cxf.staxutils.AbstractDOMStreamReader.getTextCharacters(int, char[], int, int)",11,3,4,4,1
org.apache.cxf.staxutils.AbstractDOMStreamReader.hasText(),4,1,6,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getSystemId(),3,1,1,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getPublicId(),3,1,1,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getLocation(),19,1,1,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.hasName(),3,1,3,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getVersion(),3,1,0,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.isStandalone(),3,1,0,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.standaloneSet(),3,1,0,1,0
org.apache.cxf.staxutils.AbstractDOMStreamReader.getCharacterEncodingScheme(),3,1,0,1,0
"org.apache.cxf.systest.ws.swa.DoubleIt3Impl.doubleIt3(DoubleIt3, byte[])",12,3,2,5,0
org.apache.cxf.jaxrs.model.wadl.BookStoreWithSingleSlash.setId(int),2,1,0,0,0
org.apache.cxf.jaxrs.model.wadl.BookStoreWithSingleSlash.getBookName(),3,1,1,4,0
org.apache.cxf.jaxrs.model.wadl.jaxb.Book.Book(),2,1,1,1,0
org.apache.cxf.jaxrs.model.wadl.jaxb.Book.Book(int),3,1,5,2,0
org.apache.cxf.jaxrs.model.wadl.jaxb.Book.getIt(),3,1,0,1,0
org.apache.cxf.jaxrs.model.wadl.jaxb.Book.setId(int),3,1,1,1,0
org.apache.cxf.jaxrs.model.wadl.jaxb.Book.getId(),3,1,1,1,0
org.apache.cxf.jaxrs.model.wadl.jaxb.Book.getChapter(int),3,1,1,1,0
"org.apache.cxf.jaxrs.model.wadl.jaxb.Book.form1(MultivaluedMap<String, String>)",2,1,0,0,0
"org.apache.cxf.jaxrs.model.wadl.jaxb.Book.form2(String, String)",3,1,0,1,0
"org.apache.cxf.jaxrs.model.wadl.jaxb.Book.form3(String, String, String, String)",3,1,0,1,0
"org.apache.cxf.jaxrs.model.wadl.jaxb.Book.form4(String, String, String)",3,1,0,1,0
org.apache.cxf.systest.aegis.AegisJaxWsTest.AegisJaxWsTest(),2,1,0,1,0
org.apache.cxf.systest.aegis.AegisJaxWsTest.setupForTest(boolean),18,2,8,16,0
org.apache.cxf.systest.aegis.AegisJaxWsTest.testGetItemSecure(),6,1,1,6,0
org.apache.cxf.systest.aegis.AegisJaxWsTest.testGetItem(),6,1,1,6,0
org.apache.cxf.systest.aegis.AegisJaxWsTest.testMapSpecified(),16,1,1,16,0
org.apache.cxf.systest.aegis.AegisJaxWsTest.testGetStringList(),7,1,1,6,0
org.apache.cxf.systest.aegis.AegisJaxWsTest.testBigList(),14,2,2,8,1
org.apache.cxf.systest.aegis.AegisJaxWsTest.testByteArray(),11,2,2,6,1
org.apache.cxf.systest.aegis.bean.Item.getKey(),3,1,4,1,0
org.apache.cxf.systest.aegis.bean.Item.setKey(Integer),3,1,3,1,0
org.apache.cxf.systest.aegis.bean.Item.getData(),3,1,4,1,0
org.apache.cxf.systest.aegis.bean.Item.setData(String),3,1,3,1,0
org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.WSS4JOutInterceptor(),6,1,22,8,0
"org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.WSS4JOutInterceptor(Map<String, Object>)",4,1,49,3,0
org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.isAllowMTOM(),3,1,1,1,0
org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.setAllowMTOM(boolean),3,1,1,1,0
"org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.handleSecureMTOM(SoapMessage, List<HandlerAction>)",11,3,7,3,0
"org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.getProperty(Object, String)",9,2,4,7,0
org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.handleMessage(SoapMessage),6,2,3,4,0
org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.handleFault(SoapMessage),3,1,2,1,0
org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor.createEndingInterceptor(),3,1,17,2,0
