class,path,package,methods
BookServerResourceCreatedOutside,systests\jaxrs\src\test\java\org\apache\cxf\systest\jaxrs\BookServerResourceCreatedOutside.java,org.apache.cxf.systest.jaxrs,"run,tearDown,main"
ObjectWithGenerics,systests\uncategorized\src\test\java\org\apache\cxf\systest\exception\ObjectWithGenerics.java,org.apache.cxf.systest.exception,"ObjectWithGenerics,ObjectWithGenerics,getA,setA,getB,setB"
URLConnectionInfo,rt\transports\http\src\main\java\org\apache\cxf\transport\http\URLConnectionInfo.java,org.apache.cxf.transport.http,"URLConnectionInfo,URLConnectionInfo,getURI"
SecurityVerificationOutInterceptor,rt\ws\security\src\main\java\org\apache\cxf\ws\security\policy\interceptors\SecurityVerificationOutInterceptor.java,org.apache.cxf.ws.security.policy.interceptors,"SecurityVerificationOutInterceptor,handleMessage,isThereASecurityBinding,getSecuredPart"
SoapMessage,rt\bindings\soap\src\main\java\org\apache\cxf\binding\soap\SoapMessage.java,org.apache.cxf.binding.soap,"SoapMessage,SoapMessage,getVersion,setVersion,getHeaders,hasHeader,getHeader,hasHeaders,getEnvelopeNs,hasAdditionalEnvNs"
LogUtils,core\src\main\java\org\apache\cxf\common\logging\LogUtils.java,org.apache.cxf.common.logging,"LogUtils,setLoggerClass,getLogger,getLogger,getLogger,getL7dLogger,getL7dLogger,getL7dLogger,createLogger,setContextClassLoader,log,log,log,log,log,log,doLog,localize"
Fault,core\src\main\java\org\apache\cxf\interceptor\Fault.java,org.apache.cxf.interceptor,"Fault,Fault,Fault,Fault,Fault,Fault,Fault,Fault,Fault,Fault,Fault,Fault,getMessage,setMessage,getFaultCode,setFaultCode,getDetail,setDetail,hasDetails,getOrCreateDetail,getStatusCode,setStatusCode,setLang,getLang"
MessageUtils,core\src\main\java\org\apache\cxf\message\MessageUtils.java,org.apache.cxf.message,"MessageUtils,isOutbound,isFault,getFaultMode,isRequestor,isPartialResponse,isEmptyPartialResponse,isTrue,getContextualBoolean,getContextualProperty,isDOMPresent"
AbstractPhaseInterceptor,core\src\main\java\org\apache\cxf\phase\AbstractPhaseInterceptor.java,org.apache.cxf.phase,"AbstractPhaseInterceptor,AbstractPhaseInterceptor,AbstractPhaseInterceptor,AbstractPhaseInterceptor,setBefore,setAfter,addBefore,addAfter,addBefore,addAfter,getAfter,getBefore,getAdditionalInterceptors,getId,getPhase,handleFault,isGET,isRequestor"
Phase,core\src\main\java\org\apache\cxf\phase\Phase.java,org.apache.cxf.phase,"Phase,Phase,getName,setName,getPriority,setPriority,hashCode,equals,compareTo,toString"
AssertionInfo,rt\ws\policy\src\main\java\org\apache\cxf\ws\policy\AssertionInfo.java,org.apache.cxf.ws.policy,"AssertionInfo,isAsserted,setAsserted,setNotAsserted,getErrorMessage,getAssertion,toString"
AssertionInfoMap,rt\ws\policy\src\main\java\org\apache\cxf\ws\policy\AssertionInfoMap.java,org.apache.cxf.ws.policy,"AssertionInfoMap,AssertionInfoMap,putAssertionInfo,getAssertionInfo,supportsAlternative,supportsAlternative,checkEffectivePolicy,check,getAssertions,getAssertions"
PolicyException,rt\ws\policy\src\main\java\org\apache\cxf\ws\policy\PolicyException.java,org.apache.cxf.ws.policy,"PolicyException,PolicyException,PolicyException,PolicyException"
StringMapImpl,core\src\main\java\org\apache\cxf\message\StringMapImpl.java,org.apache.cxf.message,"StringMapImpl,StringMapImpl,get,put"
NegotiationUtils,rt\ws\security\src\main\java\org\apache\cxf\ws\security\policy\interceptors\NegotiationUtils.java,org.apache.cxf.ws.security.policy.interceptors,"NegotiationUtils,getTrust10,getTrust13,getTokenStore,getAddressingPolicy,getAlgorithmSuite,getWSCVersion,recalcEffectivePolicy,parseSCTResult,getCallbackHandler,assertPolicy,assertPolicy,getAllAssertionsByLocalname,getFirstAssertionByLocalname,isThereAnAssertionByLocalname"
XopType,rt\bindings\soap\src\test\java\org\apache\cxf\binding\soap\XopType.java,org.apache.cxf.binding.soap,"getName,setName,getAttachinfo,setAttachinfo"
Client,distribution\src\main\release\samples\jax_server_aegis_client\src\main\java\demo\hw\client\Client.java,demo.hw.client,"Client,main"
AegisDatabinding,rt\databinding\aegis\src\main\java\org\apache\cxf\aegis\databinding\AegisDatabinding.java,org.apache.cxf.aegis.databinding,"AegisDatabinding,AegisDatabinding,ensureInitialized,createReader,createWriter,getSupportedReaderFormats,getSupportedWriterFormats,initialize,initializeOperation,initializeOperationTypes,initializeMessage,initializeMessageTypes,addDependencies,createSchemas,schemaImportsXmime,getSuggestedName,getParameterType,getMethod,getType,getPartFromClass,getTypeFromClass,getService,getAegisContext,setAegisContext,setOverrideTypes,setConfiguration,isMtomUseXmime,setMtomUseXmime"
ClientProxyFactoryBean,rt\frontend\simple\src\main\java\org\apache\cxf\frontend\ClientProxyFactoryBean.java,org.apache.cxf.frontend,"ClientProxyFactoryBean,ClientProxyFactoryBean,initFeatures,create,configureObject,getConfiguredName,create,getImplementingClasses,clientClientProxy,getClientFactoryBean,setClientFactoryBean,getPassword,setPassword,getServiceClass,setServiceClass,getUsername,setUsername,getWsdlLocation,setWsdlLocation,getWsdlURL,setWsdlURL,getEndpointName,setEndpointName,getServiceName,setServiceName,getAddress,setAddress,getConduitSelector,setConduitSelector,setBindingId,getBindingId,setTransportId,getTransportId,getServiceFactory,setServiceFactory,getBus,setBus,getProperties,setProperties,getFeatures,setFeatures,getDataBinding,setDataBinding,setBindingConfig,getBindingConfig"
AbstractServiceFactoryBean,core\src\main\java\org\apache\cxf\service\factory\AbstractServiceFactoryBean.java,org.apache.cxf.service.factory,"create,getSessionState,sendEvent,initializeDefaultInterceptors,initializeDataBindings,getBus,setBus,getDataBinding,getDataBinding,createDefaultDataBinding,setDataBinding,getService,setService,fillDataBindingSchemas"
Server,systests\jaxws\src\test\java\org\apache\cxf\systest\handlers\Server.java,org.apache.cxf.systest.handlers,"run,main"
AbstractBusTestServerBase,testutils\src\main\java\org\apache\cxf\testutil\common\AbstractBusTestServerBase.java,org.apache.cxf.testutil.common,"stopInProcess,getBus,setBus"
TestUtil,testutils\src\main\java\org\apache\cxf\testutil\common\TestUtil.java,org.apache.cxf.testutil.common,"TestUtil,deleteDir,getClassPath,getMethod,getAllPorts,getPortNumber,getPortNumber,getPortNumber,getNewPortNumber,getNewPortNumber,getNewPortNumber,getNewPortNumber,getPortNumber,updateAddressPort,updateAddressPort,setAddress"
HandlerTestImpl,systests\jaxws\src\test\java\org\apache\cxf\systest\handlers\HandlerTestImpl.java,org.apache.cxf.systest.handlers,"ping,pingOneWay,pingWithArgs,createSOAPFaultException,setWebServiceContext,getHandlersInfo"
STSTokenValidator,rt\ws\security\src\main\java\org\apache\cxf\ws\security\trust\STSTokenValidator.java,org.apache.cxf.ws.security.trust,"STSTokenValidator,STSTokenValidator,validate,validateWithSTS,getTokenStore,isValidatedLocally,getTransformedToken"
EndpointInfo,core\src\main\java\org\apache\cxf\service\model\EndpointInfo.java,org.apache.cxf.service.model,"EndpointInfo,EndpointInfo,getDescription,getTransportId,setTransportId,getInterface,setService,getService,getName,setName,getBinding,setBinding,getAddress,setAddress,setAddress,getTraversedExtensor,getTarget,isSameAs,toString"
SecurityConstants,rt\ws\security\src\main\java\org\apache\cxf\ws\security\SecurityConstants.java,org.apache.cxf.ws.security,SecurityConstants
SecurityToken,rt\ws\security\src\main\java\org\apache\cxf\ws\security\tokenstore\SecurityToken.java,org.apache.cxf.ws.security.tokenstore,"SecurityToken,SecurityToken,SecurityToken,SecurityToken,SecurityToken,cloneElement,processLifeTime,getProperties,setProperties,getToken,setToken,getTransformedTokenIdentifier,setTransformedTokenIdentifier,setId,getId,getSecret,setSecret,getAttachedReference,setAttachedReference,getUnattachedReference,setUnattachedReference,getCreated,getExpires,isExpired,setExpires,getIssuerAddress,setIssuerAddress,setSHA1,getSHA1,getTokenType,setTokenType,setWsuId,getWsuId,getIdFromSTR,setX509Certificate,getX509Certificate,getCrypto,setTokenHash,getTokenHash,setPrincipal,getPrincipal,setSecurityContext,getSecurityContext,getKey,setKey,getData,setData"
TokenStoreFactory,rt\ws\security\src\main\java\org\apache\cxf\ws\security\tokenstore\TokenStoreFactory.java,org.apache.cxf.ws.security.tokenstore,"isEhCacheInstalled,newInstance,newTokenStore,getConfigFileURL"
STSSamlAssertionValidator,rt\ws\security\src\main\java\org\apache\cxf\ws\security\trust\STSSamlAssertionValidator.java,org.apache.cxf.ws.security.trust,"validate,verifySignedAssertion,isTrustVerificationSucceeded"
STSClient,rt\ws\security\src\main\java\org\apache\cxf\ws\security\trust\STSClient.java,org.apache.cxf.ws.security.trust,"STSClient,requestSecurityToken,requestSecurityToken,requestSecurityToken,requestSecurityToken,renewSecurityToken,validateSecurityToken,validateSecurityToken,cancelSecurityToken,getTokenTypeFromTemplate"
STSUtils,rt\ws\security\src\main\java\org\apache\cxf\ws\security\trust\STSUtils.java,org.apache.cxf.ws.security.trust,"STSUtils,getTokenTypeSCT,getClient,getClient,configureViaEPR,createSTSClient,findMEXLocation,findMEXLocation,createSTSEndpoint,createSCEndpoint,createSTSEndpoint,addIssueOperation,addCancelOperation"
AbstractPropertiesHolder,core\src\main\java\org\apache\cxf\service\model\AbstractPropertiesHolder.java,org.apache.cxf.service.model,"setDelegate,getDocumentation,setDocumentation,getProperties,getProperty,removeProperty,getProperty,hasProperty,setProperty,containsExtensor,addExtensor,getExtensor,getExtensors,getExtensors,getExtensionAttribute,getExtensionAttributes,addExtensionAttribute,setExtensionAttributes,getTraversedExtensor,equals"
AbstractSimpleFrontendSpringTest,rt\frontend\simple\src\test\java\org\apache\cxf\frontend\spring\AbstractSimpleFrontendSpringTest.java,org.apache.cxf.frontend.spring,tearDown
BusFactory,core\src\main\java\org\apache\cxf\BusFactory.java,org.apache.cxf,"createBus,getDefaultBus,getDefaultBus,getThreadBusHolder,setDefaultBus,setThreadDefaultBus,getAndSetThreadDefaultBus,getThreadDefaultBus,getThreadDefaultBus,createThreadBus,clearDefaultBusForAnyThread,possiblySetDefaultBus,newInstance,newInstance,initializeBus,getBusFactoryClass,isValidBusFactoryClass"
BatchRequest,services\sts\systests\advanced\src\test\java\org\apache\cxf\systest\sts\batch\BatchRequest.java,org.apache.cxf.systest.sts.batch,"getTokenType,setTokenType,getKeyType,setKeyType,getAppliesTo,setAppliesTo,getValidateTarget,setValidateTarget"
QueryResult,rt\frontend\jaxws\src\test\java\org\apache\cxf\jaxws\service\QueryResult.java,org.apache.cxf.jaxws.service,"getQ,setQ,getT,setT"
XSDToWSDLProcessorTest,tools\wsdlto\misc\src\test\java\org\apache\cxf\tools\misc\processor\XSDToWSDLProcessorTest.java,org.apache.cxf.tools.misc.processor,"testNewTypes,testDefaultFileName,getLocation"
ProcessorTestBase,tools\common\src\main\java\org\apache\cxf\tools\common\ProcessorTestBase.java,org.apache.cxf.tools.common,"ProcessorTestBase,addQNameAttribute,tearDown,isMOXy,getClassPath,getLocation,getResource,assertFileEquals,assertFileEquals,getStringFromFile,assertXmlEquals,assertXmlEquals,assertTagEquals,assertAttributesEquals,assertTagEquals,getFromSource,assertWsdlEquals,assertWsdlEquals,assertWsdlEquals,assertWsdlEquals"
XSDToWSDL,tools\wsdlto\misc\src\main\java\org\apache\cxf\tools\misc\XSDToWSDL.java,org.apache.cxf.tools.misc,"XSDToWSDL,getArrayKeys,execute,validate,main,checkParams"
BusEntityResolver,core\src\main\java\org\apache\cxf\bus\spring\BusEntityResolver.java,org.apache.cxf.bus.spring,"BusEntityResolver,resolveEntity"
NoSpringServletServer,systests\transports\src\test\java\org\apache\cxf\systest\servlet\NoSpringServletServer.java,org.apache.cxf.systest.servlet,"run,tearDown,getBus,main"
EndpointImpl,rt\frontend\jaxws\src\main\java\org\apache\cxf\jaxws\EndpointImpl.java,org.apache.cxf.jaxws,"EndpointImpl,EndpointImpl,EndpointImpl,EndpointImpl,EndpointImpl,EndpointImpl,EndpointImpl,setBus,getBus,getBinding,setExecutor,getExecutor,getService,getServiceFactory,getImplementor,getImplementorClass,getMetadata,getProperties,isPublished,publish,publish,setServiceFactory,setMetadata,setProperties,stop,getBeanName,getServerFactory,setServerFactory,checkProperties,doPublish,getServer,getServer,getEndpoint,configureObject,checkPublishPermission,checkPublishable,publish,getAddress,setAddress,getPublishedEndpointUrl,setPublishedEndpointUrl,getEndpointName,setEndpointName,getServiceName,setServiceName,getWsdlLocation,setWsdlLocation,setBindingUri,getBindingUri,setDataBinding,getDataBinding,getOutFaultInterceptors,getInFaultInterceptors,getInInterceptors,getOutInterceptors,setInInterceptors,setInFaultInterceptors,setOutInterceptors,setOutFaultInterceptors,setHandlers,getHandlers,getFeatures,setFeatures,getInvoker,setInvoker,setImplementorClass,setTransportId,getTransportId,setBindingConfig,getBindingConfig,getSchemaLocations,setSchemaLocations,getEndpointReference,getEndpointReference"
CXFServlet,rt\transports\http\src\main\java\org\apache\cxf\transport\servlet\CXFServlet.java,org.apache.cxf.transport.servlet,"CXFServlet,loadBus,addListener,createSpringContext,destroyBus,onApplicationEvent"
GreeterImpl,testutils\src\main\java\org\apache\hello_world_soap_http\GreeterImpl.java,org.apache.hello_world_soap_http,
HelloImpl,systests\transports\src\test\java\org\apache\cxf\systest\servlet\HelloImpl.java,org.apache.cxf.systest.servlet,sayHi
CXFNonSpringServlet,rt\transports\http\src\main\java\org\apache\cxf\transport\servlet\CXFNonSpringServlet.java,org.apache.cxf.transport.servlet,"CXFNonSpringServlet,CXFNonSpringServlet,CXFNonSpringServlet,init,initClassLoader,getDestinationRegistryFromBus,loadBus,createServletController,getBus,setBus,doFilter,invoke,destroy,destroyBus"
TokenType,core\src\main\java\org\apache\cxf\common\security\TokenType.java,org.apache.cxf.common.security,"values,valueOf"
MapEvent,services\sts\sts-core\src\main\java\org\apache\cxf\sts\event\map\MapEvent.java,org.apache.cxf.sts.event.map,"MapEvent,getTopic,getProperties"
AddNumbersException,systests\ws-specs\src\test\java\org\apache\cxf\systest\ws\addr_fromjava\server\AddNumbersException.java,org.apache.cxf.systest.ws.addr_fromjava.server,"AddNumbersException,getDetail"
SOAPHandlerFaultInInterceptor,rt\frontend\jaxws\src\main\java\org\apache\cxf\jaxws\handler\soap\SOAPHandlerFaultInInterceptor.java,org.apache.cxf.jaxws.handler.soap,"SOAPHandlerFaultInInterceptor,getRoles,getUnderstoodHeaders,handleMessage,checkUnderstoodHeaders,handleAbort,createProtocolMessageContext,createXMLStreamReaderFromSOAPMessage,handleFault"
HeaderUtil,rt\bindings\soap\src\main\java\org\apache\cxf\binding\soap\HeaderUtil.java,org.apache.cxf.binding.soap,"HeaderUtil,getHeaderParts,getHeaderQNames,getHeaderQNameInOperationParam"
CastUtils,core\src\main\java\org\apache\cxf\helpers\CastUtils.java,org.apache.cxf.helpers,"CastUtils,cast,cast,cast,cast,cast,cast,cast,cast,cast,cast,cast,cast,cast,cast,cast,cast"
AbstractProtocolHandlerInterceptor,rt\frontend\jaxws\src\main\java\org\apache\cxf\jaxws\handler\AbstractProtocolHandlerInterceptor.java,org.apache.cxf.jaxws.handler,"AbstractProtocolHandlerInterceptor,AbstractProtocolHandlerInterceptor,handleMessage,createProtocolMessageContext"
HandlerChainInvoker,rt\frontend\jaxws\src\main\java\org\apache\cxf\jaxws\handler\HandlerChainInvoker.java,org.apache.cxf.jaxws.handler,"HandlerChainInvoker,HandlerChainInvoker,getLogicalHandlers,getProtocolHandlers,getLogicalMessageContext,setLogicalMessageContext,getProtocolMessageContext,setProtocolMessageContext,invokeLogicalHandlers,invokeLogicalHandlersHandleFault,invokeProtocolHandlers,invokeProtocolHandlersHandleFault,setResponseExpected,isResponseExpected,isOutbound,isInbound,isRequestor,setRequestor,setInbound,setOutbound,faultRaised,getFault,setFault,mepComplete,isClosed,adoptLogicalHandlers,getInvokedHandlers,invokeHandlerChain,invokeHandlerChainHandleFault,invokeHandleFault,invokeHandleMessage,mapSoapFault,setFaultMessage,invokeReversedHandleFault,invokeReversedClose,invokeThisHandler,isTheLastInvokedHandler,markHandlerInvoked,changeMessageDirection,setMessageOutboundProperty,reverseHandlerChain,setFault"
StaxUtils,core\src\main\java\org\apache\cxf\staxutils\StaxUtils.java,org.apache.cxf.staxutils,"StaxUtils,getInteger,getLong,setInnerElementLevelThreshold,setInnerElementCountThreshold,isWoodstox,getXMLInputFactory,returnXMLInputFactory,getXMLOutputFactory,returnXMLOutputFactory,createXMLInputFactory,createWoodstoxFactory,setRestrictionProperties,setProperty,createXMLStreamWriter,createXMLStreamWriter,createXMLStreamWriter,createXMLStreamWriter,createFilteredReader,nextEvent,toNextText,toNextTag,toNextTag,writeStartElement,skipToStartOfElement,toNextElement,skipToStartOfElement,copy,copy,copy,copy,copy,copy,writeTo,writeTo,writeTo,writeTo,copy,copy,copy,writeStartElement,writeDocument,writeDocument,writeElement,writeElement,sortElementAttributes,writeNode,read,read,read,read,read,read,read,read,getDocument,isDeclared,readDocElements,readDocElements,readDocElements,readDocElements,addLocation,declare,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,createXMLStreamReader,readQName,getUniquePrefix,getUniquePrefix,getUniquePrefix,printXmlFragment,writeStartElementEvent,writeAttributeEvent,writeEvent,print,toString,toString,toString,toString,toString,close,close,configureReader,configureReader,setProperty"
MessageImpl,core\src\main\java\org\apache\cxf\message\MessageImpl.java,org.apache.cxf.message,"MessageImpl,MessageImpl,getAttachments,setAttachments,getAttachmentMimeType,getDestination,getExchange,getId,getInterceptorChain,getContent,setContent,removeContent,getContentFormats,setDestination,setExchange,setId,setInterceptorChain,put,getContextualProperty,getContextualPropertyKeys,calcContextCache,copyContent,resetContextCache,setContextualProperty"
SOAPMessageContextImpl,rt\frontend\jaxws\src\main\java\org\apache\cxf\jaxws\handler\soap\SOAPMessageContextImpl.java,org.apache.cxf.jaxws.handler.soap,"SOAPMessageContextImpl,setMessage,getMessage,getHeaders,getRoles,getWrappedSoapMessage,get"
LogRecord,rt\management-web\src\main\java\org\apache\cxf\management\web\logging\LogRecord.java,org.apache.cxf.management.web.logging,"LogRecord,LogRecord,LogRecord,fromJUL,getId,getDate,setDate,getLevel,setLevel,getMessage,setMessage,getLoggerName,setLoggerName,getThreadName,setThreadName,getThrowable,setThrowable,equals,hashCode,toString"
WSDLToIDL,tools\corba\src\main\java\org\apache\cxf\tools\corba\WSDLToIDL.java,org.apache.cxf.tools.corba,"WSDLToIDL,getArrayKeys,execute,initialise,run,main,validate,checkParams"
Message,core\src\main\java\org\apache\cxf\common\i18n\Message.java,org.apache.cxf.common.i18n,"Message,Message,toString,getCode,getParameters,writeObject,readObject"
AbstractCXFToolContainer,tools\common\src\main\java\org\apache\cxf\tools\common\AbstractCXFToolContainer.java,org.apache.cxf.tools.common,"AbstractCXFToolContainer,hasInfoOption,execute,outputInfo,checkParams,isVerboseOn,getToolName,getUsage,outputVersion,outputFullCommandLine,getFileBase,printUsageException,getFileName,getResourceAsStream,loadProperties,loadProperties,getDefaultExcludedNamespaces,getParametersMap,createClassCollector"
ToolConstants,tools\common\src\main\java\org\apache\cxf\tools\common\ToolConstants.java,org.apache.cxf.tools.common,ToolConstants
ToolException,tools\common\src\main\java\org\apache\cxf\tools\common\ToolException.java,org.apache.cxf.tools.common,"ToolException,ToolException,ToolException,ToolException,ToolException,ToolException,ToolException,ToolException,ToolException,createMessage,printStackTrace,printStackTrace,printThrowable,addSuppressedThrowable"
ToolRunner,tools\common\src\main\java\org\apache\cxf\tools\common\toolspec\ToolRunner.java,org.apache.cxf.tools.common.toolspec,"ToolRunner,runTool,runTool,runTool,runTool,runTool,runTool"
ToolSpec,tools\common\src\main\java\org\apache\cxf\tools\common\toolspec\ToolSpec.java,org.apache.cxf.tools.common.toolspec,"ToolSpec,ToolSpec,ToolSpec,ToolSpec,getDocumentBuilder,isValidInputStream,getElementById,hasHandler,getHandler,getHandler,getStreams,getInstreamIds,getOutstreamIds,getUsage,transform,getPipeline,getUsageForms,getStreamRefName,getParameterDefault,getAnnotation"
BadUsageException,tools\common\src\main\java\org\apache\cxf\tools\common\toolspec\parser\BadUsageException.java,org.apache.cxf.tools.common.toolspec.parser,"BadUsageException,BadUsageException,BadUsageException,getErrors,getMessage,getUsage"
CommandDocument,tools\common\src\main\java\org\apache\cxf\tools\common\toolspec\parser\CommandDocument.java,org.apache.cxf.tools.common.toolspec.parser,"CommandDocument,getDocument,hasParameter,getParameter,getParameters,getParameterNames"
ErrorVisitor,tools\common\src\main\java\org\apache\cxf\tools\common\toolspec\parser\ErrorVisitor.java,org.apache.cxf.tools.common.toolspec.parser,"getErrors,add,toString"
ProcessorEnvironment,tools\corba\src\main\java\org\apache\cxf\tools\corba\common\ProcessorEnvironment.java,org.apache.cxf.tools.corba.common,"ProcessorEnvironment,loadDefaultNS2Pck,loadDefaultExcludes,getResourceAsStream,setParameters,containsKey,get,get,getBooleanValue,put,remove,optionSet,isVerbose,addNamespacePackageMap,mapNamespaceToPackageName,hasNamespace,addExcludeNamespacePackageMap,hasExcludeNamespace,getExcludePackageName,setPackageName,getPackageName,mapPackageName,getCustomizedNS,addJaxbBindingFile,getJaxbBindingFile,isExcludeNamespaceEnabled"
ToolCorbaConstants,tools\corba\src\main\java\org\apache\cxf\tools\corba\common\ToolCorbaConstants.java,org.apache.cxf.tools.corba.common,ToolCorbaConstants
WSDLToCorbaProcessor,tools\corba\src\main\java\org\apache\cxf\tools\corba\processors\wsdl\WSDLToCorbaProcessor.java,org.apache.cxf.tools.corba.processors.wsdl,"process,writeToWSDL,writeToIDL,wsdltoCorba,wsdltoIdl,getOutputDir,setOutputFile,getFileBase"
WSDLToProcessor,tools\corba\src\main\java\org\apache\cxf\tools\corba\processors\wsdl\WSDLToProcessor.java,org.apache.cxf.tools.corba.processors.wsdl,"WSDLToProcessor,setEnvironment,parseWSDL,process,getWSDLDefinition,setWSDLDefinition,getXmlSchemaTypes,setEnvironment,getEnvironment"
JaxrsClientCallback,rt\rs\client\src\main\java\org\apache\cxf\jaxrs\client\JaxrsClientCallback.java,org.apache.cxf.jaxrs.client,"JaxrsClientCallback,getHandler,getOutGenericType,getResponseClass,cancel,createFuture,handleResponse,handleException"
ClientCallback,core\src\main\java\org\apache\cxf\endpoint\ClientCallback.java,org.apache.cxf.endpoint,"ClientCallback,start,handleResponse,handleException,cancel,getResponseContext,get,get,isCancelled,isDone,getException"
WebClient,rt\rs\client\src\main\java\org\apache\cxf\jaxrs\client\WebClient.java,org.apache.cxf.jaxrs.client,"WebClient,WebClient,WebClient,create,create,create,create,create,create,create,create,create,create,create,fromClient,fromClient,client,getConfig,invoke,post,put,get,head,options,delete,form,form,invoke,invoke,invoke,castResponse,post,post,post,put,put,put,invokeAndGetCollection,postCollection,postCollection,postAndGetCollection,postObjectGetCollection,postAndGetCollection,getCollection,get,get,get,path,path,query,matrix,fragment,to,back,replacePath,resetQuery,replaceQuery,replaceHeader,replaceQueryParam,type,type,accept,accept,language,acceptLanguage,encoding,acceptEncoding,match,modified,cookie,header,headers,reset,doInvoke,doInvoke,findCallbackType,getCallbackType,doInvokeAsyncCallback,doInvokeAsync,prepareHeaders,handleAsyncResponse,closeAsyncResponseIfPossible,handleAsyncFault,retryInvoke,doChainedInvocation,finalizeMessage,doResponse,handleResponse,copyProperties,toAbstractClient,getBean,getClientState,convertStringToURI,async,sync,setEntityHeaders"
SpringBusFactory,core\src\main\java\org\apache\cxf\bus\spring\SpringBusFactory.java,org.apache.cxf.bus.spring,"SpringBusFactory,SpringBusFactory,SpringBusFactory,tryFindNamespaceHandler,getApplicationContext,setNamespaceHandlerResolver,createBus,defaultBusNotExists,createBus,createBus,finishCreatingBus,createBus,createBus,createApplicationContext,createBus,createBus,createBus,createBus,createAppContext,registerApplicationContextLifeCycleListener"
