Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-2031,CacheControlHeaderProvider produces invalid no-cache headers,Bug,Closed,Major,Fixed,Unassigned,Matt Helgren,Matt Helgren,2/10/2009 23:08,,4/24/2009 21:17,3/3/2009 12:29,2.1.4,"2.2, 2.1.5",JAX-RS,,0,0,,,,,,,,Windows XP,"For my JAXRS services I need to add the no-cache directive to all responses. I've implemented a ResponseHandler that adds a CacheControl object with setNoCache(true) to the response. When verifying the response headers I see that the header ""Cache-Control"" is set to ""public;no-cache="". My application client which is a Flex/Flash application continues to cache the XML its being sent from my services. 

I don't believe that ""no-cache="" is valid in the HTTP 1.1 spec http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html. The ""="" should only appear if optional field names are also specified.

I got the source and modified the CacheControlHeaderProvider to only include the ""="" when the optional fields were specified and everything works. The flex client is no longer caching the XML responses from my JAXRS services.",,,,,,,,,3/3/2009 12:29,,,,"8 years, 22 weeks ago",,113491,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179254,,,,,,,,,0|i0v1qf:
CXF,CXF-2032,JMSCorrelationID set by user causes client to not receive reply,Bug,Closed,Major,Invalid,Unassigned,Seumas Soltysik,Seumas Soltysik,2/11/2009 1:08,7/25/2017 13:13,2/16/2009 16:47,2/11/2009 21:03,2.1.4,,Transports,,0,0,,,,,,,,,"On the 2.1.x-fixes branch, r709357 made changes to the JMSConduit class which uses a UUID that is passed into the JMSFactory class which in turn creates a JMSCorrelationID message selector on the JMS Listener using the UUID. However, when a user sets a correlation ID on the request, this causes JMSListener to fail to find the return message as it is looking for a correlation ID based upon the UUID and not based upon the correlation ID set by the user.

There should be a test which tests for the scenario where the user sets the correlation ID on the message if it is expected that the user should be able to set this value. In my opinion, however, the user should not be able to set this value as it will only get them into trouble in they do not choose a unique enough ID.",,,,,,,,,2/11/2009 20:34,,,,"8 years, 24 weeks ago",,113492,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268650,,,,,,,,,0|i1adhb:
CXF,CXF-2033,StaxUtils assumes DOM Node::appendChild(c) returns the passed-in child,Bug,Closed,Major,Fixed,Daniel Kulp,bob mcwhirter,bob mcwhirter,2/11/2009 16:02,,4/24/2009 21:17,2/13/2009 3:41,2.1.4,"2.0.11, 2.1.5",Core,,0,0,,180,180,,0%,,,"OSX, JBoss AS5, JDK6","StaxUtils does XML manipulation:

http://svn.apache.org/repos/asf/cxf/trunk/common/common/src/main/java/org/apache/cxf/staxutils/StaxUtils.java

in startElement(...) it builds a fragment and attaches it to a parent using appendChild(e):

parent.appendChild(e);

When using this with the JBoss AS5 SOAP/DOM implementation, a SOAPBody appending a SOAPElement will return a different object than the one passed-in. (In JBoss's case, you get back a SOAPBodyElement that's quite similar to, but distinct from, the SOAPElement you passed to appendChild(...)).

The DOM spec says that appendChild(...) returns the node that was appended, which implies (to me, and at least 1 other JBoss developer) that it may be different than the one you handed in.

This only becomes a problem when later in startElement(...), code calls e.getParent() to perform some logic. This fails with JBoss DOM, since the 'e' StaxUtils is holding was detached from its own parent, and replaced with a different element node.

The fix is simply to assign the result of appendChild(e) back to e itself:

e = (Element) parent.appendChild(e);

This causes StaxUtils not to freak out the JBoss DOM.",,0%,0%,,180,180,,Novice,2/13/2009 3:49,,,,"8 years, 24 weeks, 4 days ago",,113493,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,167029,,,,,,,,,0|i0sy9r:
CXF,CXF-2034,JMS client transport (JMSConduit) does not tear down its reply awaiting listener on Bus shutdown,Bug,Closed,Major,Fixed,Daniel Kulp,Marat Bedretdinov,Marat Bedretdinov,2/11/2009 17:11,,4/24/2009 21:17,2/27/2009 17:22,2.1.3,"2.0.11, 2.1.5",Transports,,0,0,,,,,,,,,"As per summary JMSConduit leaks message consumers on Bus shutdown. 

This leads to a race for the same reply message and unpredictable behaviour when more than one CXF proxy consumes messages from the same queue with matching selectors between Bus restarts. This can be easily reproduced within JUnit if two or more tests use CXF proxy with JMS transport on reading replies from the same queue.",,,,,,,,,,,,,"8 years, 24 weeks, 5 days ago",,113494,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,231398,,,,,,,,,0|i13zlr:
CXF,CXF-2035,Issues with SOAPAction,Bug,Closed,Major,Fixed,Daniel Kulp,Adrian Corcoran,Adrian Corcoran,2/11/2009 17:18,,2/1/2010 19:02,12/15/2009 3:17,2.1.3,"2.1.9, 2.2.6",Soap Binding,,0,0,,,,,,,,,"It would appear that there are issues with the usage of both the HTTP SOAPAction & WSA SOAP action:

If for the sake of arguments we have a web service with 2 operations create & delete and with corresponding soap actions the following behaviour is observed.

1. If I specify a HTTP SOAP Action of create but the body of the soap request corresponds to a deleteRequest my create operation is invoked
2. If I specify a WSA SOAP Action of create but the body of the soap request corresponds to a deleteRequest my delete operation is invoked

See http://www.nabble.com/ws-a-questions-td21788455.html#a21788455 for the discussion on this.
",,,,,,,,,,,,,"8 years, 24 weeks, 5 days ago",,113495,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,231482,,,,,,,,,0|i1404f:
CXF,CXF-2036,Add option to retry a http request on socket error to http client,New Feature,Closed,Major,Fixed,Daniel Kulp,Dennis Kieselhorst,Dennis Kieselhorst,2/11/2009 18:48,,7/25/2013 14:42,9/28/2009 16:26,"2.1.4, 2.2.3","2.1.7, 2.2.4","Core, Transports",,0,3,,,,,,,,,"See http://www.nabble.com/Retry-on-java.net.SocketTimeoutException%3A-Read-timed-out-td21939913.html 

The client gets 'java.net.SocketTimeoutException: Read timed out' because the remote server is currently busy or 'java.net.SocketException: Connection reset' because of a network issue. 

A new option in the http client configuration can catch these errors for a number of times and only throws the exception, if retry was not successful. 

<http-conf:conduit name=""{http://apache.org/hello_world_soap_http}SoapPort.http-conduit""> 
<http-conf:client RetryOnSocketError=""2"" /> 
</http-conf:conduit> 

",,,,,,,,,7/25/2013 13:09,,,,"4 years, 4 days ago",,113496,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,72977,,,,,,,,,0|i0cv2f:
CXF,CXF-2037,SoapFault subcode not outputted correctly in Soap12FaultOutInterceptor,Bug,Closed,Major,Fixed,Daniel Kulp,Guillaume Duchesneau,Guillaume Duchesneau,2/11/2009 20:57,,4/24/2009 21:17,2/19/2009 22:04,2.1.3,"2.0.11, 2.1.5",,,0,0,,,,,,,,,"Soap 1.2 spec for faults (http://www.w3.org/TR/soap12-part1/#soapfault) says that a soap fault sub code should be formatted like this:

<Subcode><Value>m:MySubCode</Value></Subcode>

but org.apache.cxf.binding.soap.interceptor.Soap12FaultOutInterceptor does this (inner Value element is absent):

<Subcode>m:MySubCode</Subcode>

By looking at the code, it would be very simple to fix this:

Starting at line 75 in release 2.1.3, code is :
if (fault.getSubCode() != null) {
writer.writeStartElement(defaultPrefix, ""Subcode"", ns);
writer.writeCharacters(fault.getSubCodeString(getFaultCodePrefix(writer, fault.getSubCode()), 
defaultPrefix)); 
writer.writeEndElement();
}

... and it would become something like this:
if (fault.getSubCode() != null) {
writer.writeStartElement(defaultPrefix, ""Subcode"", ns);
writer.writeStartElement(defaultPrefix, ""Value"", ns);
writer.writeCharacters(fault.getSubCodeString(getFaultCodePrefix(writer, fault.getSubCode()), 
defaultPrefix)); 
writer.writeEndElement();
writer.writeEndElement();
}",,,,,,,,,,,,,"8 years, 24 weeks, 5 days ago",,113497,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268649,,,,,,,,,0|i1adh3:
CXF,CXF-2038,changes for signaturePropFile and decryptionPropFile of WSS4JInteceptor can't be reloaded if we use cxf in container,Bug,Closed,Major,Fixed,Freeman Fang,Freeman Fang,Freeman Fang,2/12/2009 8:56,,4/24/2009 21:17,2/13/2009 1:55,"2.0.10, 2.1.4","2.2, 2.0.11, 2.1.5",WS-* Components,,0,0,,,,,,,,,"if we use cxf with ws-security in some kind of container such as servicemix, and if we change the content of decryptionPropFile and signaturePropFile, then if we hot redeploy artifacts into container, then the changes can't be loaded.
The error is caused by WSSHandler of wss4j, the DEC_PROP_FILE(decryptionPropFile) and SIG_PROP_FILE(signaturePropFile)get loaded only once, see the code of loadDecryptionCrypto in WSSHandler
Crypto crypto = null;
String decPropFile = getString(WSHandlerConstants.DEC_PROP_FILE,
reqData.getMsgContext());
if (decPropFile != null) {
if ((crypto = (Crypto) cryptos.get(decPropFile)) == null) { 
//the cryptos is static so means if decryptionPropFile loaded before, then it won't be loaded again even the content of decPropFile changed 
crypto = CryptoFactory.getInstance(decPropFile, this .getClassLoader(reqData.getMsgContext())); cryptos.put(decPropFile, crypto); }
}
we should override the method in AbstractWSS4JInterceptor which is subclass of WSHandler to ensure each change in DEC_PROP_FILE and SIG_PROP_FILE will be reloaded
",,,,,,,,,,,,,"8 years, 24 weeks, 4 days ago",,113498,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179257,,,,,,,,,0|i0v1r3:
CXF,CXF-2039,-Dorg.apache.cxf.spring.validation.mode=VALIDATION_NONE has no effect,Bug,Closed,Major,Fixed,Daniel Kulp,Laurent Perez,Laurent Perez,2/12/2009 13:17,,12/4/2009 22:34,11/9/2009 21:13,2.1.4,2.2.5,Integration,,0,2,,,,,,,CXF-1647,"win32, cxf2.1.4 or cxf2.1.3","Hi

Following CXF-1647 (and http://cwiki.apache.org/CXF20DOC/schemas-and-namespaces.html), I've tried setting a org.apache.cxf.spring.validation.mode=VALIDATION_NONE property in order to configure timeouts via spring properties, as in :

<http-conf:client ConnectionTimeout=""${ws.auth.connectionTimeout}"" ReceiveTimeout=""${ws.auth.receiveTimeout}""/>

However, the property has no effect, I still get (1) when using a mvn jetty:run :

What I've tried :
- command line, set MAVEN_OPTS=""-Dorg.apache.cxf.spring.validation.mode=VALIDATION_NONE""
- pom.xml, jetty configuration : <systemProperties> <systemProperty> <name>org.apache.cxf.spring.validation.mode</name><value>VALIDATION_NONE</value> </systemProperty></systemProperties>
- both have no effect

Is the property supposed to be used like this ?
Thanks

(1)
Offending resource: ServletContext resource [/WEB-INF/applicationContext.xml]; n
ested exception is org.springframework.beans.factory.xml.XmlBeanDefinitionStoreE
xception: Line 43 in XML document from class path resource [ws-context.xml] is i
nvalid; nested exception is org.xml.sax.SAXParseException: cvc-datatype-valid.1.
2.1: '${ws.auth.connectionTimeout}' is not a valid value for 'integer'.:
org.xml.sax.SAXParseException: cvc-datatype-valid.1.2.1: '${ws.auth.connectionTi
meout}' is not a valid value for 'integer'.",,,,,,,,,2/26/2009 21:39,,,,"8 years, 22 weeks, 4 days ago",,113499,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,233849,,,,,,,,,0|i14eq7:
CXF,CXF-2040,One way operations return response after impl is invoked...,Bug,Closed,Major,Fixed,Daniel Kulp,Daniel Kulp,Daniel Kulp,2/13/2009 1:57,,4/24/2009 21:17,2/13/2009 16:46,,2.1.5,Soap Binding,,0,0,,,,,,,,,"
For one way operations, the 200/202 response code should be sent back as soon as the message is successfully received, not after the impl is invoked.. If the impl takes a long time, the client blocks waiting for the accepted response.
",,,,,,,,,,,,,"8 years, 24 weeks, 4 days ago",,113500,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268748,,,,,,,,,0|i1ae33:
