method,method,invocation counts
com.intellij.rt.execution.application.AppMain.main(String[]),org.apache.pdfbox.ant.PDFToTextTask_ESTest.<init>(),4
java.lang.Thread.run(),org.apache.pdfbox.ant.PDFToTextTask_ESTest.test1(),1
org.apache.pdfbox.ant.PDFToTextTask_ESTest.test1(),"org.evosuite.runtime.mock.java.io.MockFile.<init>(String, String)",1
"org.evosuite.runtime.mock.java.io.MockFile.<init>(String, String)","org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",138
"org.evosuite.runtime.mock.java.io.MockFile.combine(String, String)",org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),72
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),6
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),org.slf4j.LoggerFactory.getLogger(Class),11
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),org.slf4j.LoggerFactory.<clinit>(),10
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),java.lang.ClassLoader.loadClass(String),23
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),6
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),java.lang.ClassLoader.loadClass(String),5
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),java.util.concurrent.CopyOnWriteArraySet.<init>(),18
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",9
org.evosuite.runtime.vfs.VirtualFileSystem.<init>(),java.util.concurrent.atomic.AtomicInteger.<init>(int),6
org.evosuite.runtime.vfs.VirtualFileSystem.<clinit>(),"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain)",24
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.ClassLoader.loadClass(String),12
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),org.evosuite.runtime.vfs.VirtualFileSystem.getWorkingDirPath(),72
org.evosuite.runtime.vfs.VirtualFileSystem.getWorkingDirPath(),java.lang.System.getProperty(String),72
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.StringBuilder.append(String),198
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),java.lang.String.startsWith(String),144
org.evosuite.runtime.mock.java.io.MockFile.makeAbsolute(String),"java.lang.String.substring(int, int)",72
