Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Release Note,Hadoop Flags,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Tags,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Avro,AVRO-2005,No ClassCastException when failing to load custom type and GenericData$Record is returned,Improvement,Open,Major,Unresolved,Unassigned,Nira Amit,Nira Amit,3/15/2017 7:48,7/6/2017 8:18,3/15/2017 7:48,,"1.7.7, 1.8.1",,java,,0,1,,,,,,,,Ubuntu,"I'm loading data from an avro file and attempting to create custom objects from it. If my schema specifies a class that doesn't exist, the library defaults to creating org.apache.avro.generic.GenericData$Record instances instead. The problem is that this behavior causes unexpected ClassCastException to be thrown when I try to access the datum field of MyCustomClassAvroKey (which is an AvroKey<MyCustomClass>). All the assignments such as this.mCurrentRecord = this.mAvroFileReader.next(this.mCurrentRecord) in org.apache.avro.mapreduce.AvroRecordReaderBase succeed because of the type erasure. 
So my question is: why doesn't the library just fail when it can't load the requested class? E.g in org.apache.avro.specific.SpecificData#getClass(Schema schema): 
{code} 
try { 
c = ClassUtils.forName(getClassLoader(), getClassName(schema)); 
} catch (ClassNotFoundException e) { 
c = NO_CLASS; // why not just fail? 
} 
{code} 
Is this a design choice? It violates the type-safety guarantee and causes very confusing and unexpected behavior. 

You can find a test-app that reproduces this problem in this GitHub repository: https://github.com/homosepian/spark-avro-kryo 
I ran into it while trying to load custom types into a Spark RDD.",,,,,,,,,,,,"16 weeks, 1 day ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i3caen:
Avro,AVRO-2006,Java union index serialization/deserialization is incorrect,Bug,Open,Major,Unresolved,Unassigned,Marian S,Marian S,3/15/2017 9:13,,3/15/2017 9:14,,1.8.1,,java,,0,2,,,,,,,,,"According to the specification ""A union is encoded by first writing a long value indicating the zero-based position within the union"". See: 
https://avro.apache.org/docs/1.8.1/spec.html#Unions 

However in java implementation index is encoded as an int (which is 32 bits) see: https://avro.apache.org/docs/1.8.1/api/java/org/apache/avro/io/Encoder.html#writeIndex(int) 

This causes inconsistencies betewwn diffrent languages, because for instance I can't deserialize avro serialized with Java using Python, because Python expects long (64 bits) as an index of an union.",,,,,,,,,,,,16 weeks ago,,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i3cakf:
Avro,AVRO-2007,for avro-c enable getting enum size (i.e. number of symbols at enum schema),Improvement,Patch Available,Minor,Unresolved,Unassigned,Eliyahu Machluf,Eliyahu Machluf,3/16/2017 9:30,,3/16/2017 11:35,,1.8.1,1.8.1,c,,0,2,,,,,,,,,"Avro-c library stores internaly enum as int value, there is no validation, when setting an enum value, it match the schema. 
Therefore, I want to enable getting enum size (i.e. number of symbols at enum schema), in order to enable validating (when using the instance) that the value is at enum range. 
",,,,,,,,3/16/2017 11:35,,,,"15 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i3ccsv:
Avro,AVRO-2008,change the error module to be thread-safe on Windows as well as on UNIX,Improvement,Patch Available,Major,Unresolved,Eliyahu Machluf,Eliyahu Machluf,Eliyahu Machluf,3/16/2017 9:36,,5/14/2017 23:14,,1.8.1,1.8.3,c,,0,1,,,,,,,,,,,,,,,,,,,,,"15 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,Patch,0|i3cctj:
Avro,AVRO-2009,bytes field when contains '\0' character cause the bytes data to be corrupted when represented as json,Bug,Open,Major,Unresolved,Unassigned,Eliyahu Machluf,Eliyahu Machluf,3/16/2017 9:50,,3/16/2017 9:50,,,,c,,0,1,,,,,,,,all platforms,"on Avro-c 
When having a schema with bytes field, and the instance of that schema, contains byte valued '0', when requesting the data as json string, data is truncated at this point. it seems the code regard the bytes as string and stop at the null character.",,,,,,,,,,,,"15 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,"here a small program which demonstrate the problem: 

#define _CRT_SECURE_NO_WARNINGS 
#include <avro.h> 
#include <stdio.h> 
#include <stdlib.h> 

static void print_exit( const char *message ) 
{ 
printf( ""%s\n"", message ); 
exit(-1); 
} 

int main( void ) 
{ 
avro_schema_t root_schema = NULL; 

avro_schema_t bytes_schema = avro_schema_bytes(); 

int status = 0; 

avro_value_iface_t *irecord = NULL; 
avro_value_t instance = { 0 }; 
avro_value_t bytes_field = { 0 }; 

char *value_as_json = NULL; 

unsigned char data_buffer[] = { 0x00, 0x61, 0x55, 0x10, 0x22, 0x93 }; 



root_schema = avro_schema_record( ""my_schema"", NULL ); 

if ( !root_schema ) 

print_exit( ""failed to create root schema"" ); 
status = avro_schema_record_field_append( root_schema, ""my_bytes"", bytes_schema ); 

if ( status != 0 ) 
print_exit( ""failed to add bytes field"" ); 

printf( ""created avro schema with bytes field\n""); 

irecord = avro_generic_class_from_schema( root_schema ); 
if ( !irecord ) 
print_exit( ""failed to create generic class"" ); 
if ( avro_generic_value_new( irecord , &instance ) != 0 ) 

print_exit( ""failed to instanciate generic class"" ); 



printf( ""instanciated generic class\n""); 

if ( avro_value_get_by_name( &instance, ""my_bytes"", &bytes_field, NULL ) != 0 ) 

print_exit( ""failed to get my_bytes field"" ); 

if ( avro_value_set_bytes( &bytes_field, data_buffer, sizeof(data_buffer) ) != 0 ) 

print_exit( ""failed to set my_bytes field"" ); 



printf( ""instance was set with bytes data ...\n "" ); 



if ( avro_value_to_json( &bytes_field, 1, &value_as_json ) != 0 ) 

print_exit( ""failed to convert value to json"" ); 



printf( ""value as json is: %s\n"", value_as_json ); 

printf( ""note the missing values 0x61, 0x55 etc.\n"" ); 


if ( avro_value_to_json( &instance, 1, &value_as_json ) != 0 ) 

print_exit( ""failed to convert value to json"" ); 



printf( ""full record as json is: %s\n"", value_as_json ); 

printf( ""note the missing values at bytes field: 0x61, 0x55 etc.\n"" ); 

return 0; 

} 
",,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i3ccv3:
Avro,AVRO-2010,multi dimensional array schema is not generated as expected,Bug,Open,Major,Unresolved,Unassigned,Philip Henzler,Philip Henzler,3/18/2017 1:45,,3/18/2017 1:45,,,,c++,,0,1,,,,,,,,"Ubuntu 14.04, boost 1.62","I made the following change to the unittest.cc, adding a two dimensional array to the buildSchema() test: 

{code} 
ArraySchema array = ArraySchema(DoubleSchema()); 
const std::string s(""myarray""); 
record.addField(s, array); 

ArraySchema array2 = ArraySchema(ArraySchema(DoubleSchema())); 
const std::string s2(""my2dimarray""); 
record.addField(s2, array2); 
{code} 

It creates the following JSON schema output: 

{code} 
{ 
""name"": ""myarray"", 
""type"": { 
""type"": ""array"", 
""items"": ""double"" 
} 
}, 
{ 
""name"": ""my2dimarray"", 
""type"": { 
""type"": ""array"", 
""items"": ""double"" 
} 
} 
{code} 

Even tough I would expect the following output for the two dimensional case: 

{code} 
{ 
""name"": ""my2dimarray"", 
""type"": { 
""type"": ""array"", 
""items"": { 
""type"": ""array"", 
""items"": ""double"" 
} 
} 
} 
{code}",,,,,,,,,,,,"15 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i3cgm7:
Avro,AVRO-2011,AbstractMethodError on version upgrade from 1.7.7 -->1.8.1,Bug,Resolved,Major,Not A Bug,Unassigned,Varuna Mohan,Varuna Mohan,3/23/2017 9:58,,3/26/2017 19:30,3/26/2017 19:30,1.8.1,,java,,0,2,,,,,,,AVRO-1502,"Apache Avro version:- 1.8.1 
Java version:- 1.7 
Pax Exam integration tests for OSGI setup","When I upgrade from avro version 1.7.7 to version 1.8.1 I am getting a runtime AbstractMethodError exception:- 

13:07:33.334 DEBUG [Component Resolve Thread (Bundle 274)] [NumConfigProvider.java:322] Unbinding Application Configuration Service 
13:07:33.880 ERROR [CIL Notification callback thread #0] [FilteringLogger.java:92] Encountered error while running polling notification thread. 
com.bss.cil.client.service.notification.NotificationException: Failed to poll notifications: java.lang.reflect.InvocationTargetException 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:477) [na:na] 
at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:471) [na:1.7.0_79] 
at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:304) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(ScheduledThreadPoolExecutor.java:178) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:293) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [na:1.7.0_79] 
at java.lang.Thread.run(Thread.java:745) [na:1.7.0_79] 
Caused by: java.lang.RuntimeException: java.lang.reflect.InvocationTargetException 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:344) [na:na] 
at org.apache.avro.specific.SpecificData.createFixed(SpecificData.java:353) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readFixed(GenericDatumReader.java:349) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:179) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readField(GenericDatumReader.java:240) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readRecord(GenericDatumReader.java:230) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:174) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:144) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:151) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:80) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.unpackMsg(NotificationDeserializer.java:100) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:48) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:24) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.readOneRecord(CassandraConsumer.java:701) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOneTopicPartition(CassandraConsumer.java:655) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOnce(CassandraConsumer.java:588) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.poll(CassandraConsumer.java:544) [na:na] 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:441) [na:na] 
... 7 common frames omitted 
Caused by: java.lang.reflect.InvocationTargetException: null 
at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) [na:1.7.0_79] 
at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57) [na:1.7.0_79] 
at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) [na:1.7.0_79] 
at java.lang.reflect.Constructor.newInstance(Constructor.java:526) [na:1.7.0_79] 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:342) [na:na] 
... 26 common frames omitted 
Caused by: java.lang.AbstractMethodError: org.apache.avro.specific.SpecificFixed.getSchema()Lorg/apache/avro/Schema; 
at org.apache.avro.specific.SpecificFixed.<init>(SpecificFixed.java:36) [na:na] 
at com.bss.cil.client.client.type.SchemaId.<init>(SchemaId.java:16) [na:na] 
... 31 common frames omitted 
13:07:33.880 ERROR [CIL Notification callback thread #1] [FilteringLogger.java:92] Encountered error while running polling notification thread. 
com.bss.cil.client.service.notification.NotificationException: Failed to poll notifications: java.lang.reflect.InvocationTargetException 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:477) [na:na] 
at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:471) [na:1.7.0_79] 
at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:304) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(ScheduledThreadPoolExecutor.java:178) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:293) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [na:1.7.0_79] 
at java.lang.Thread.run(Thread.java:745) [na:1.7.0_79] 
Caused by: java.lang.RuntimeException: java.lang.reflect.InvocationTargetException 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:344) [na:na] 
at org.apache.avro.specific.SpecificData.createFixed(SpecificData.java:353) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readFixed(GenericDatumReader.java:349) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:179) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readField(GenericDatumReader.java:240) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readRecord(GenericDatumReader.java:230) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:174) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:144) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:151) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:80) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.unpackMsg(NotificationDeserializer.java:100) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:48) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:24) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.readOneRecord(CassandraConsumer.java:701) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOneTopicPartition(CassandraConsumer.java:655) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOnce(CassandraConsumer.java:588) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.poll(CassandraConsumer.java:544) [na:na] 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:441) [na:na] 
... 7 common frames omitted 
Caused by: java.lang.reflect.InvocationTargetException: null 
at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) [na:1.7.0_79] 
at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57) [na:1.7.0_79] 
at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) [na:1.7.0_79] 
at java.lang.reflect.Constructor.newInstance(Constructor.java:526) [na:1.7.0_79] 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:342) [na:na] 
... 26 common frames omitted 
Caused by: java.lang.AbstractMethodError: org.apache.avro.specific.SpecificFixed.getSchema()Lorg/apache/avro/Schema; 
at org.apache.avro.specific.SpecificFixed.<init>(SpecificFixed.java:36) [na:na] 
at com.bss.cil.client.client.type.SchemaId.<init>(SchemaId.java:16) [na:na] 
... 31 common frames omitted 
13:07:33.896 ERROR [CIL Notification callback thread #0] [FilteringLogger.java:92] Encountered error while running polling notification thread. 
com.bss.cil.client.service.notification.NotificationException: Failed to poll notifications: java.lang.reflect.InvocationTargetException 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:477) [na:na] 
at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:471) [na:1.7.0_79] 
at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:304) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(ScheduledThreadPoolExecutor.java:178) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:293) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [na:1.7.0_79] 
at java.lang.Thread.run(Thread.java:745) [na:1.7.0_79] 
Caused by: java.lang.RuntimeException: java.lang.reflect.InvocationTargetException 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:344) [na:na] 
at org.apache.avro.specific.SpecificData.createFixed(SpecificData.java:353) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readFixed(GenericDatumReader.java:349) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:179) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readField(GenericDatumReader.java:240) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readRecord(GenericDatumReader.java:230) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:174) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:144) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:151) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:80) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.unpackMsg(NotificationDeserializer.java:100) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:48) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:24) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.readOneRecord(CassandraConsumer.java:701) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOneTopicPartition(CassandraConsumer.java:655) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOnce(CassandraConsumer.java:588) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.poll(CassandraConsumer.java:544) [na:na] 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:441) [na:na] 
... 7 common frames omitted 
Caused by: java.lang.reflect.InvocationTargetException: null 
at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) [na:1.7.0_79] 
at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57) [na:1.7.0_79] 
at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) [na:1.7.0_79] 
at java.lang.reflect.Constructor.newInstance(Constructor.java:526) [na:1.7.0_79] 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:342) [na:na] 
... 26 common frames omitted 
Caused by: java.lang.AbstractMethodError: org.apache.avro.specific.SpecificFixed.getSchema()Lorg/apache/avro/Schema; 
at org.apache.avro.specific.SpecificFixed.<init>(SpecificFixed.java:36) [na:na] 
at com.bss.cil.client.client.type.SchemaId.<init>(SchemaId.java:16) [na:na] 
... 31 common frames omitted 
13:07:33.896 ERROR [CIL Notification callback thread #1] [FilteringLogger.java:92] Encountered error while running polling notification thread. 
com.bss.cil.client.service.notification.NotificationException: Failed to poll notifications: java.lang.reflect.InvocationTargetException 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:477) [na:na] 
at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:471) [na:1.7.0_79] 
at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:304) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(ScheduledThreadPoolExecutor.java:178) [na:1.7.0_79] 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:293) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [na:1.7.0_79] 
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [na:1.7.0_79] 
at java.lang.Thread.run(Thread.java:745) [na:1.7.0_79] 
Caused by: java.lang.RuntimeException: java.lang.reflect.InvocationTargetException 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:344) [na:na] 
at org.apache.avro.specific.SpecificData.createFixed(SpecificData.java:353) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readFixed(GenericDatumReader.java:349) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:179) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readField(GenericDatumReader.java:240) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readRecord(GenericDatumReader.java:230) [na:na] 
at org.apache.avro.generic.GenericDatumReader.readWithoutConversion(GenericDatumReader.java:174) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:152) [na:na] 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:144) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:151) [na:na] 
at com.bss.cil.client.client.common.AvroCodec.decodeBlobToObject(AvroCodec.java:80) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.unpackMsg(NotificationDeserializer.java:100) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:48) [na:na] 
at com.bss.cil.client.client.msg.NotificationDeserializer.deserialize(NotificationDeserializer.java:24) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.readOneRecord(CassandraConsumer.java:701) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOneTopicPartition(CassandraConsumer.java:655) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.pollOnce(CassandraConsumer.java:588) [na:na] 
at com.bss.cil.messaging.client.CassandraConsumer.poll(CassandraConsumer.java:544) [na:na] 
at com.bss.cil.client.client.msg.NotificationAdminImpl$Scanner.run(NotificationAdminImpl.java:441) [na:na] 
... 7 common frames omitted 
Caused by: java.lang.reflect.InvocationTargetException: null 
at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) [na:1.7.0_79] 
at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57) [na:1.7.0_79] 
at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) [na:1.7.0_79] 
at java.lang.reflect.Constructor.newInstance(Constructor.java:526) [na:1.7.0_79] 
at org.apache.avro.specific.SpecificData.newInstance(SpecificData.java:342) [na:na] 
... 26 common frames omitted 
Caused by: java.lang.AbstractMethodError: org.apache.avro.specific.SpecificFixed.getSchema()Lorg/apache/avro/Schema; 
at org.apache.avro.specific.SpecificFixed.<init>(SpecificFixed.java:36) [na:na] 
at com.bss.cil.client.client.type.SchemaId.<init>(SchemaId.java:16) [na:na] 
... 31 common fram 
",,,,,,,,3/23/2017 13:48,,,,"14 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i3cot3:
Avro,AVRO-2012,Build for javascript language binding is broken,Bug,Resolved,Major,Fixed,Suraj Acharya,Thiruvalluvan M. G.,Thiruvalluvan M. G.,3/26/2017 1:43,,4/6/2017 3:08,4/6/2017 3:08,1.7.7,1.7.8,js,,0,3,,,,,,,,,"While trying to build javascript language binding: 
{code} 
$ ./build.sh test 

> avro-js@1.8.0 cover /Users/thiru/Projects/apache/avro/lang/js 
> istanbul cover _mocha 



????????????????????????????????????????????????????????????? 
????????????????????????????????????????????????????????????? 
????????????????????????????????????????????????????????????? 
????????????????????????????????????????????????????????????? 
????????????????????????????????????????????????????????????? 
????????????????????????????????????????????????????????????? 
??????????????? 

373 passing (809ms) 
8 failing 

1) protocols StatefulEmitter ok handshake: 
TypeError: this.buf.binaryWrite is not a function 
... 
8) utils Tap binary write valid: 
TypeError: this.buf.binaryWrite is not a function 
at Tap.writeBinary (lib/utils.js:9:21544) 
at Context.<anonymous> (test/test_utils.js:242:13) 
... 
npm ERR! npm owner ls avro-js 
npm ERR! There is likely additional logging output above. 

npm ERR! Please include the following file with any support request: 
npm ERR! /Users/thiru/Projects/apache/avro/lang/js/npm-debug.log 
js (master)$ 
{code}",,,,,,,,3/26/2017 3:58,,,,13 weeks ago,,9.22337E+18,,,Restricted to agents,,,,,,,,,,,"The fix is rather simple. JavaScript's Buffer class no writeBinary() method, one should rather use write() method, which converts the given (sub)string into UTF and write into the buffer.",,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i3cstj:
