method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.ivy.ant.AddPathTask.addFileset(FileSet),-1,1,0,0,0,0
"org.apache.ivy.util.url.CredentialsStore.addCredentials(String, String, String, String)",4,37,4,12,4,5
"org.apache.ivy.plugins.resolver.CacheResolver.getDependency(DependencyDescriptor, ResolveData)",18,293,0,0,14,43
org.apache.ivy.ant.IvyTask.getSettings(),11,754,14,111,10,57
org.apache.ivy.plugins.resolver.ResolverSettings.getRepositoryCacheManagers(),0,42,7,12,0,0
"org.apache.ivy.core.resolve.IvyNodeEviction.getEvictionDataInRoot(String, IvyNode)",13,29,1,1,5,13
org.apache.ivy.util.Configurator.ObjectDescriptor.getAddConfiguredMethod(String),1,53,8,13,0,0
"org.apache.ivy.plugins.resolver.BasicResolver.findNames(Map, String)",0,11,2,6,0,0
org.apache.ivy.core.resolve.ResolveOptions.useSpecialConfs(),16,646,14,98,0,0
"org.apache.ivy.core.retrieve.RetrieveEngine.getConflictResolvingPolicy.(Anon_1).compare(Object, Object)",18,3,0,0,1,2
org.apache.ivy.plugins.version.Match.setRevision(String),-1,1,0,0,0,0
org.apache.ivy.core.report.ArtifactDownloadReport.hashCode(),-1,1,0,0,0,0
org.apache.ivy.plugins.parser.ParserSettings.resolveFile(String),0,367,12,122,0,0
org.apache.ivy.util.Message.endProgress(String),18,18,3,6,3,5
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAllDependencyDescriptorMediators(),18,3,0,0,2,1
org.apache.ivy.ant.IvyVar.getValue(),18,184,11,56,0,0
"org.apache.ivy.Ivy14.check(URL, String)",18,39,0,0,6,24
org.apache.ivy.util.AbstractMessageLogger.clearProblems(),18,8,3,5,0,0
org.apache.ivy.ant.IvyResolve.setCheckIfChanged(boolean),-1,1,0,0,0,0
"org.apache.ivy.core.resolve.IvyNode.getResolvedNodes(ModuleId, String)",13,347,15,42,4,2
org.apache.ivy.util.url.URLHandlerRegistry.getDefault(),0,39,5,15,0,0
org.apache.ivy.core.event.IvyListener.progress(IvyEvent),0,4,2,2,0,0
"org.apache.ivy.plugins.report.LogReportOutputter.append(StringBuffer, Object, int)",18,222,12,40,0,0
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.comment(char[], int, int)",18,3,0,0,2,1
"org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.CacheEntry.isStale(boolean, ParserSettings)",13,14,1,1,5,5
org.apache.ivy.core.resolve.IvyNode.getRootModuleConfigurationsSet(),1,103,7,29,1,2
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getResolvedRevision(ModuleRevisionId, CacheMetadataOptions)",13,299,15,35,8,24
"org.apache.ivy.plugins.resolver.BasicResolver.resolveAndCheckPublicationDate(DependencyDescriptor, ModuleDescriptor, ModuleRevisionId, ResolveData)",14,436,12,72,7,12
org.apache.ivy.plugins.resolver.IBiblioResolver.setM2compatible(boolean),18,8,0,0,2,5
org.apache.ivy.core.event.IvyEvent.getSource(),0,181,15,41,0,0
org.apache.ivy.core.resolve.IvyNode.getEvictedData(String),4,474,14,96,5,7
org.apache.ivy.core.IvyContext.checkInterrupted(),10,244,6,38,10,43
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.list(String),18,168,0,0,11,41
org.apache.ivy.core.report.ConfigurationResolveReport.getModuleIds(),6,154,8,30,8,12
org.apache.ivy.core.publish.PublishOptions.getExtraArtifacts(),12,199,13,41,0,0
"org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.CacheEntry.CacheEntry(ModuleDescriptor, boolean, ParserSettingsMonitor)",13,12,5,5,0,0
org.apache.ivy.plugins.resolver.RepositoryResolver.exist(String),18,3,0,0,1,2
org.apache.ivy.plugins.resolver.packager.PackagerResolver.setDescriptor(String),18,12,0,0,4,5
org.apache.ivy.plugins.matcher.ExactPatternMatcher.ExactMatcher.ExactMatcher(String),18,2,1,1,0,0
org.apache.ivy.plugins.repository.file.FileResource.clone(String),18,6,0,0,3,2
org.apache.ivy.core.module.id.ModuleId.decode(String),18,2,0,0,1,1
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.getSchemaURL(),7,76,8,18,0,0
org.apache.ivy.core.resolve.ResolveData.getSettings(),0,690,12,132,1,1
org.apache.ivy.core.event.EventManager.transferProgress(TransferEvent),18,5,0,0,2,2
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.includeStarted.(Anon_1).endElement(String, String, String)",-1,1,0,0,0,0
org.apache.ivy.core.settings.IvySettings.isDefaultUseOrigin(),18,3,2,1,0,0
org.apache.ivy.plugins.repository.file.FileRepository.getResource(String),5,163,15,42,3,2
"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ArtifactRevisionId, Date, URL, boolean)",0,32,5,9,0,0
org.apache.ivy.util.FileUtil.readEntirely(BufferedReader),0,19,5,5,0,0
org.apache.ivy.core.settings.IvySettings.getMatcher(String),0,800,15,144,0,0
"org.apache.ivy.core.module.id.ModuleRules.defineRule(MapMatcher, Object)",1,11,3,4,1,1
"org.apache.ivy.plugins.parser.m2.PomReader.setProperty(String, String)",18,333,12,96,0,0
"org.apache.ivy.plugins.repository.ssh.SshRepository.makePath(String, Session)",18,194,16,40,4,5
"org.apache.ivy.plugins.resolver.IvyRepResolver.download(Artifact[], DownloadOptions)",18,168,0,0,13,41
"org.apache.ivy.plugins.lock.FileBasedLockStrategy.FileBasedLockStrategy(FileLocker, boolean)",0,5,2,2,1,1
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.UpdaterHandler.infoStarted(Attributes),18,199,6,9,14,44
org.apache.ivy.plugins.matcher.RegexpPatternMatcher.RegexpMatcher.matches(String),-1,1,0,0,0,0
org.apache.ivy.ant.IvyResolve.setKeep(boolean),12,194,12,53,0,0
org.apache.ivy.core.sort.WarningNonMatchingVersionReporter.reportMessage(String),18,11,0,0,4,5
org.apache.ivy.core.settings.IvySettings.getCircularDependencyStrategy(String),0,28,5,11,0,0
org.apache.ivy.plugins.resolver.AbstractResolver.toSystem(ModuleDescriptor),14,436,12,61,8,34
org.apache.ivy.plugins.matcher.MapMatcher.getPatternMatcher(),4,19,5,8,0,0
org.apache.ivy.core.cache.ParserSettingsMonitor.(Anon_1).getMatcher(String),18,2,0,0,1,1
org.apache.ivy.plugins.latest.LatestStrategy.getName(),18,6,4,2,0,0
org.apache.ivy.ant.IvyBuildNumber.doExecute.(Anon_1).getMatcher(String),18,2,0,0,1,1
org.apache.ivy.Ivy14.listModuleEntries(OrganisationEntry),18,17,0,0,4,10
"org.apache.ivy.core.event.retrieve.RetrieveArtifactEvent.RetrieveArtifactEvent(String, ArtifactDownloadReport, File)",12,159,1,2,12,45
org.apache.ivy.plugins.resolver.FileSystemResolver.setLocal(boolean),18,4,0,0,2,2
org.apache.ivy.core.report.ArtifactDownloadReport.getExt(),6,26,3,16,1,1
"org.apache.ivy.core.cache.DownloadListener.endArtifactDownload(RepositoryCacheManager, Artifact, ArtifactDownloadReport, File)",18,137,9,27,0,0
"org.apache.ivy.util.EncrytedProperties.getProperty(String, String)",18,2,0,0,1,1
org.apache.ivy.core.report.ResolveReport.getModuleIds(),18,7,0,0,2,4
org.apache.ivy.plugins.resolver.BasicResolver.getResource(String),18,7,2,5,0,0
org.apache.ivy.plugins.report.XmlReportParser.getArtifactReports(),0,286,11,57,1,1
org.apache.ivy.core.settings.IvySettings.setValidate(boolean),18,33,5,11,0,0
"org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId, Artifact, String, ArtifactOrigin)",2,79,5,26,2,10
org.apache.ivy.util.url.URLHandlerDispatcher.getContentLength(URL),18,3,0,0,1,2
"org.apache.ivy.plugins.resolver.packager.PackagerResolver.setProperty(String, String)",-1,1,0,0,0,0
org.apache.ivy.plugins.namespace.NamespaceTransformer.isIdentity(),0,276,15,69,0,0
org.apache.ivy.util.Configurator.MacroRecord.getChildren(),18,53,5,19,0,0
"org.apache.ivy.plugins.version.VersionRangeMatcher.(Anon_1).compare(Object, Object)",18,10,0,0,5,3
org.apache.ivy.core.publish.PublishOptions.isWarnOnMissing(),12,199,13,41,0,0
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.setDataFilePattern(String),18,2,0,0,1,1
"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler, LexicalHandler)",2,6,1,1,2,3
org.apache.ivy.core.check.CheckEngineSettings.doValidate(),4,31,5,17,0,0
org.apache.ivy.util.Message.progress(),3,52,5,21,3,5
org.apache.ivy.core.module.descriptor.DependencyDescriptor.getAllExcludeRules(),0,65,6,31,0,0
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, String, ArtifactOrigin, Map, Map)",1,22,3,10,1,3
org.apache.ivy.core.settings.IvySettings.getSystemNamespace(),18,2,1,1,0,0
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.characters(char[], int, int)",-1,1,0,0,0,0
org.apache.ivy.plugins.conflict.StrictConflictException.StrictConflictException(Throwable),18,2,0,0,1,1
org.apache.ivy.ant.IvyAntSettings.Credentials.getPasswd(),18,23,6,5,0,0
"org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String, Map)",18,162,3,2,13,44
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.getExpectedRemoveMessage(String),18,179,12,44,0,0
org.apache.ivy.ant.IvyRetrieve.doExecute(),18,382,0,0,10,83
org.apache.ivy.plugins.parser.m2.PomReader.PomDependencyData.getScope(),18,211,16,43,2,2
org.apache.ivy.util.AbstractMessageLogger.debug(String),18,2,0,0,1,1
org.apache.ivy.core.resolve.VisitNode.computeRoot(),13,3,0,0,1,2
org.apache.ivy.plugins.latest.ComparatorLatestStrategy.setComparator(Comparator),0,3,2,1,0,0
"org.apache.ivy.util.FileUtil.listAll(File, Collection)",12,237,12,43,1,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.clone(ModuleRevisionId),18,8,0,0,3,5
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.getExpectedDownloadMessage(String, File)",18,47,9,16,0,0
org.apache.ivy.plugins.repository.TransferEvent.getName(int),12,148,13,45,0,0
org.apache.ivy.core.settings.IvySettings.addConfigured(Namespace),18,6,0,0,3,2
org.apache.ivy.Ivy14.resolve(URL),18,632,0,0,16,101
org.apache.ivy.core.retrieve.RetrieveOptions.setDestIvyPattern(String),0,660,13,179,0,0
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.getArtifactPatterns(),0,256,16,40,0,0
"org.apache.ivy.ant.IvyRepositoryReport.gengraph(ResolutionCacheManager, String, String)",18,770,15,145,3,4
"org.apache.ivy.ant.IvyTask.getResolvedDescriptor(String, boolean)",12,196,13,52,0,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAttribute(String),18,2,0,0,1,1
org.apache.ivy.ant.IvyPostResolveTask.getResolveId(),12,745,14,137,0,0
"org.apache.ivy.plugins.resolver.IBiblioResolver.getDependency(DependencyDescriptor, ResolveData)",18,446,0,0,12,92
"org.apache.ivy.plugins.resolver.RepositoryResolver.listResources(Repository, ModuleRevisionId, String, Artifact)",13,247,6,32,15,40
org.apache.ivy.Ivy.popContext(),2,1027,12,262,2,1
"org.apache.ivy.core.resolve.IvyNodeCallers.doesExclude(ModuleDescriptor, String, String[], DependencyDescriptor, Artifact, Stack)",2,20,0,0,4,8
"org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleRevisionId, ResolveOptions, boolean)",16,647,1,1,13,98
"org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt.DefaultPomDependencyMgt(String, String, String, String, List)",18,20,5,5,0,0
"org.apache.ivy.plugins.resolver.IBiblioResolver.findSnapshotDescriptor(DependencyDescriptor, ResolveData, ModuleRevisionId)",18,287,5,5,16,41
org.apache.ivy.plugins.trigger.AbstractTrigger.getFilter(),18,149,13,45,0,0
org.apache.ivy.core.resolve.IvyNode.getLastModified(),18,3,1,1,1,1
org.apache.ivy.plugins.resolver.ResolverSettings.getLatestStrategy(String),4,15,5,5,0,0
org.apache.ivy.ant.IvyInstall.setCache(File),18,2,0,0,1,1
org.apache.ivy.ant.IvyResolve.setModule(String),12,255,11,56,0,0
org.apache.ivy.plugins.parser.m2.PomReader.getPomProperties(),18,333,12,93,1,3
org.apache.ivy.core.settings.IvySettings.getDefaultIvyUserDir(),4,75,6,23,4,6
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.sendSingleCommand(String),5,41,6,10,5,5
org.apache.ivy.util.MockMessageLogger.assertLogContains(String),1,16,5,5,1,1
org.apache.ivy.core.report.ResolveReport.getDownloadSize(),15,162,14,45,0,0
org.apache.ivy.core.module.descriptor.Configuration.getExtends(),0,498,13,100,0,0
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.dumpSettings(),18,26,0,0,4,9
"org.apache.ivy.Ivy14.resolve(URL, String, String[], File, Date, boolean, boolean, Filter)",18,643,0,0,15,101
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.endElement(String, String, String)",18,228,0,0,20,42
org.apache.ivy.plugins.lock.NoLockStrategy.NoLockStrategy(),1,66,5,25,1,1
"org.apache.ivy.core.module.descriptor.MDArtifact.MDArtifact(ModuleDescriptor, String, String, String)",1,86,8,24,1,1
org.apache.ivy.ant.IvyDeliver.setModule(String),18,381,11,65,0,0
org.apache.ivy.ant.IvyResolve.setRefresh(boolean),12,194,12,53,0,0
"org.apache.ivy.plugins.conflict.LatestConflictManager.LatestConflictManager(String, LatestStrategy)",4,65,5,24,1,1
org.apache.ivy.ant.IvyAntSettings.createIvyEngine.(Anon_1).execute(),18,4,0,0,3,1
org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.AbstractParser.error(SAXParseException),18,4,0,0,2,2
org.apache.ivy.ant.IvyExtractFromSources.addConfiguredIgnore(Ignore),18,2,0,0,1,1
"org.apache.ivy.Ivy.setVariable(String, String)",18,86,1,1,8,24
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getCachedDataFile(ModuleDescriptor),8,106,9,10,8,10
org.apache.ivy.plugins.conflict.FixedConflictManager.getRevs(),-1,1,0,0,0,0
"org.apache.ivy.plugins.resolver.BasicResolver.listTokenValues(String, Map)",18,13,4,4,1,1
org.apache.ivy.plugins.repository.Repository.getFileSeparator(),4,22,5,7,0,0
org.apache.ivy.core.resolve.VisitNode.getParentNode(),13,283,16,68,1,1
org.apache.ivy.core.resolve.IvyNode.clean(),13,510,15,94,0,0
org.apache.ivy.plugins.resolver.DualResolver.setDescriptor(String),-1,1,0,0,0,0
org.apache.ivy.plugins.resolver.IvyRepResolver.ensureIvyConfigured(ResolverSettings),1,474,13,92,2,3
org.apache.ivy.ant.IvyReport.getStylePath(String),18,220,6,11,10,56
org.apache.ivy.core.module.descriptor.DependencyDescriptor.getAllDependencyArtifacts(),0,461,12,107,0,0
org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(Throwable),18,2,1,1,0,0
"org.apache.ivy.ant.IvyReport.getOutputPattern(String, String)",18,204,3,2,10,56
org.apache.ivy.plugins.repository.file.FileRepository.FileRepository(File),18,4,0,0,3,1
"org.apache.ivy.core.event.publish.StartArtifactPublishEvent.StartArtifactPublishEvent(DependencyResolver, Artifact, File, boolean)",12,164,4,4,13,45
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.saveArtifactOrigin(Artifact, ArtifactOrigin)",18,371,16,67,8,15
org.apache.ivy.core.settings.IvySettings.typeDefs(InputStream),18,16,0,0,8,5
"org.apache.ivy.util.url.HttpClientHandler.doGet(URL, int)",5,50,4,10,5,10
org.apache.ivy.ant.IvyBuildNumber.setRevision(String),-1,1,0,0,0,0
org.apache.ivy.plugins.parser.xml.UpdateOptions.setNamespace(Namespace),18,165,12,43,0,0
org.apache.ivy.plugins.report.XmlReportParser.SaxXmlReportParser.parseBoolean(String),18,198,15,44,0,0
org.apache.ivy.plugins.repository.ssh.AbstractSshBasedRepository.getRepositoryScheme(),12,13,5,5,0,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.containsAny(String[], String[])",18,3,2,1,0,0
org.apache.ivy.ant.IvyPostResolveTask.setCache(File),18,2,0,0,1,1
org.apache.ivy.core.report.ResolveReport.getEvictedNodes(),18,222,12,40,7,8
org.apache.ivy.plugins.resolver.AbstractResolver.setLatestStrategy(LatestStrategy),-1,1,0,0,0,0
org.apache.ivy.core.IvyPatternHelper.getFirstToken(String),18,9,3,5,0,0
org.apache.ivy.plugins.resolver.SshResolver.SshResolver(),18,2,0,0,1,1
"org.apache.ivy.core.IvyPatternHelper.substituteParams(String, IvyVariableContainer, Stack)",18,5,2,1,1,2
org.apache.ivy.core.cache.ArtifactOrigin.isUnknown(String),-1,1,0,0,0,0
org.apache.ivy.plugins.resolver.DualResolver.abortPublishTransaction(),18,2,0,0,1,1
org.apache.ivy.plugins.repository.TransferEvent.setTotalLengthSet(boolean),0,13,3,5,0,0
"org.apache.ivy.util.XMLHelper.parse(InputSource, URL, DefaultHandler, LexicalHandler)",1,6,1,2,1,3
org.apache.ivy.core.resolve.IvyNode.getData(),0,482,14,106,0,0
org.apache.ivy.plugins.repository.vfs.VfsRepository.list(String),18,18,0,0,4,7
"org.apache.ivy.util.MockMessageLogger.log(String, int)",-1,1,0,0,0,0
org.apache.ivy.ant.AddPathTask.add(Path),-1,1,0,0,0,0
org.apache.ivy.util.url.AbstractURLHandler.isReachable(URL),18,3,0,0,1,2
"org.apache.ivy.core.report.ResolveReport.addReport(String, ConfigurationResolveReport)",13,510,15,94,0,0
org.apache.ivy.plugins.resolver.DependencyResolver.reportFailure(Artifact),0,262,12,41,0,0
org.apache.ivy.core.settings.IvySettings.getResolvers(),0,193,16,44,0,0
org.apache.ivy.plugins.repository.ssh.SshRepository.resolveResource(String),18,202,2,3,15,40
org.apache.ivy.core.module.descriptor.Configuration.isTransitive(),13,10,3,4,0,0
org.apache.ivy.plugins.resolver.RepositoryResolver.setRepository(Repository),0,10,2,6,0,0
"org.apache.ivy.plugins.repository.file.FileRepository.get(String, File)",18,162,0,0,14,42
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.exec(String),5,37,5,10,4,5
"org.apache.ivy.plugins.repository.ssh.AbstractSshBasedRepository.releaseSession(Session, String)",13,209,5,19,14,43
org.apache.ivy.plugins.parser.m2.PomReader.PomPluginElement.PomPluginElement(Element),18,3,2,1,0,0
"org.apache.ivy.plugins.resolver.BasicResolver.getAndCheck(Resource, File)",18,177,16,42,5,9
org.apache.ivy.core.cache.ParserSettingsMonitor.hasChanged(ParserSettings),13,13,1,1,4,5
org.apache.ivy.plugins.resolver.SshResolver.setFileSeparator(String),18,3,0,0,1,2
org.apache.ivy.core.settings.IvySettings.setDefaultConflictManager(ConflictManager),18,27,5,11,0,0
org.apache.ivy.core.report.ArtifactDownloadReport.setDownloadDetails(String),0,385,15,83,0,0
org.apache.ivy.plugins.repository.file.FileRepository.list(String),18,6,0,0,3,2
org.apache.ivy.core.module.id.ArtifactRevisionId.getType(),1,19,3,8,1,1
"org.apache.ivy.core.resolve.ResolveData.register(ModuleRevisionId, VisitNode)",13,273,16,60,2,5
org.apache.ivy.util.extendable.ExtendableItem.getExtraAttribute(String),0,295,12,43,0,0
org.apache.ivy.core.event.EventManager.removeTransferListener(TransferListener),-1,1,0,0,0,0
org.apache.ivy.plugins.repository.ResourceHelper.getLastModifiedOrDefault(Resource),7,15,2,2,4,5
org.apache.ivy.core.sort.ModuleInSort.ModuleInSort(ModuleDescriptor),4,5,3,2,0,0
org.apache.ivy.plugins.repository.Resource.getLastModified(),0,232,18,40,0,0
org.apache.ivy.core.module.descriptor.ConfigurationGroup.getMembersConfigurationNames(),0,42,6,13,0,0
"org.apache.ivy.util.CopyProgressEvent.CopyProgressEvent(byte[], long)",18,2,0,0,1,1
org.apache.ivy.ant.IvyBuildNumber.findLastNumber(String),18,7,2,4,1,1
org.apache.ivy.core.cache.ParserSettingsMonitor.(Anon_1).getRelativeUrlResolver(),18,2,0,0,1,1
org.apache.ivy.core.resolve.IvyNodeUsage.getRootModuleConfigurations(),1,3,2,1,0,0
"org.apache.ivy.plugins.repository.ssh.SshCache.createCacheKey(String, String, int)",11,151,13,43,0,0
org.apache.ivy.plugins.resolver.VsftpResolver.VsftpResolver(),18,2,0,0,1,1
org.apache.ivy.core.module.status.StatusManager.newDefaultInstance(),11,7,1,1,3,2
org.apache.ivy.plugins.report.XmlReportParser.SaxXmlReportParser.getModuleRevisionIds(),15,2,1,1,0,0
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.BackupResourceDownloader.restore(),18,371,16,70,5,5
org.apache.ivy.util.url.HttpClientHandler.GETInputStream.reset(),-1,1,0,0,0,0
"org.apache.ivy.core.retrieve.RetrieveEngine.sync(Collection, Collection)",12,237,12,40,4,5
org.apache.ivy.plugins.resolver.BasicResolver.UnresolvedDependencyException.UnresolvedDependencyException(),14,436,12,88,1,1
org.apache.ivy.core.module.descriptor.Artifact.getConfigurations(),-1,1,0,0,0,0
org.apache.ivy.core.resolve.ResolvedModuleRevision.getDescriptor(),0,1204,12,305,0,0
org.apache.ivy.util.XMLHelper.canUseSchemaValidation(),-1,1,0,0,0,0
org.apache.ivy.plugins.conflict.AbstractConflictManager.getName(),18,2,1,1,0,0
org.apache.ivy.ant.IvyBuildNumber.setOrganisation(String),-1,1,0,0,0,0
"org.apache.ivy.ant.IvyArtifactReport.writeCacheLocation(RepositoryCacheManager, TransformerHandler, ArtifactDownloadReport)",18,56,7,16,1,1
org.apache.ivy.util.Credentials.getRealm(),0,32,5,13,0,0
org.apache.ivy.plugins.repository.ssh.AbstractSshBasedRepository.getUser(),12,176,15,41,0,0
org.apache.ivy.core.settings.IvySettings.loadDefault(),8,132,9,19,6,25
org.apache.ivy.util.MessageLogger.warn(String),0,13,4,5,0,0
"org.apache.ivy.plugins.namespace.NameSpaceHelper.transform(DependencyDescriptor, NamespaceTransformer, boolean)",13,44,7,6,3,19
"org.apache.ivy.core.settings.IvySettings.addAllVariables(Map, boolean)",2,21,5,5,2,1
org.apache.ivy.core.module.id.ModuleRules.getRules(ModuleId),18,9,2,2,3,2
"org.apache.ivy.core.module.descriptor.DefaultArtifact.cloneWithAnotherTypeAndExt(Artifact, String, String)",4,37,4,4,4,9
org.apache.ivy.core.resolve.VisitNode.getParent(),0,452,13,78,0,0
org.apache.ivy.Ivy.resolve(URL),18,632,1,1,15,101
org.apache.ivy.core.search.ModuleEntry.toString(),18,3,1,1,1,1
org.apache.ivy.core.resolve.IvyNode.getModuleRevision(),0,811,12,168,0,0
org.apache.ivy.ant.IvyExtractFromSources.execute(),18,9,0,0,2,5
org.apache.ivy.util.HostUtil.getLocalHostName(),0,27,5,10,0,0
org.apache.ivy.core.resolve.IvyNode.getConfiguration(String),13,11,3,4,1,3
org.apache.ivy.plugins.parser.xml.UpdateOptions.setResolvedRevisions(Map),13,232,15,41,0,0
"org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager.handleAllBlacklistedRevisions(DependencyDescriptor, Collection)",18,29,0,0,5,10
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.includeConfStarted(Attributes),18,312,15,52,4,18
org.apache.ivy.core.resolve.IvyNodeUsage.IvyNodeUsage(IvyNode),4,12,4,5,0,0
"org.apache.ivy.ant.IvyBuildList.convertModuleNamesToModuleDescriptors(Collection, Set, String)",18,241,11,58,1,3
org.apache.ivy.core.resolve.IvyNode.isSearched(),0,97,7,37,0,0
"org.apache.ivy.Ivy14.resolve(URL, String, String[], File, Date, boolean, boolean, boolean, boolean, Filter)",18,643,0,0,15,101
org.apache.ivy.ant.IvyArtifactProperty.getValue(),18,283,11,61,0,0
org.apache.ivy.core.resolve.IvyNode.getRootModuleConfigurations(),5,262,12,41,2,2
org.apache.ivy.plugins.resolver.IBiblioResolver.listModules(OrganisationEntry),18,15,0,0,3,6
org.apache.ivy.util.cli.Option.getSpec(),18,6,2,3,1,1
org.apache.ivy.core.module.descriptor.AbstractArtifact.getExtraAttribute(String),18,3,0,0,1,2
org.apache.ivy.core.module.descriptor.MDArtifact.newIvyArtifact(ModuleDescriptor),12,199,13,41,2,1
org.apache.ivy.core.module.status.StatusManager.getDeliveryStatusListString(),18,157,13,43,1,2
"org.apache.ivy.plugins.resolver.BasicResolver.resolveAndCheckRevision(ModuleDescriptor, ModuleRevisionId, ResolvedResource, boolean)",14,436,8,68,14,41
org.apache.ivy.core.cache.ArtifactOrigin.isLocal(),0,231,14,37,0,0
org.apache.ivy.ant.IvyResolve.setHaltonfailure(boolean),12,194,12,53,0,0
"org.apache.ivy.plugins.resolver.BasicResolver.download(Artifact[], DownloadOptions)",11,160,2,3,11,41
org.apache.ivy.plugins.resolver.AbstractResolver.checkInterrupted(),10,467,9,94,10,43
org.apache.ivy.plugins.trigger.LogTrigger.setMessage(String),-1,1,0,0,0,0
org.apache.ivy.core.settings.IvySettings.getDefaultBranch.(Anon_2).accept(Object),18,2,0,0,1,1
org.apache.ivy.plugins.conflict.StrictConflictManager.StrictConflictManager(),4,65,5,25,0,0
org.apache.ivy.util.extendable.ExtendableItem.getQualifiedExtraAttributes(),0,271,13,65,0,0
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.getModuleDescriptorExtension(),18,17,4,7,0,0
org.apache.ivy.Ivy14.substitute(String),18,89,0,0,9,26
org.apache.ivy.core.publish.PublishOptions.isHaltOnMissing(),12,199,13,41,0,0
"org.apache.ivy.util.Configurator.MacroRecord.recordAttribute(String, String)",1,9,3,5,0,0
org.apache.ivy.util.url.URLHandler.URLInfo.getLastModified(),0,9,2,5,0,0
org.apache.ivy.core.settings.IvySettings.getReportOutputters(),-1,1,0,0,0,0
org.apache.ivy.ant.IvyBuildNumber.setResolver(String),-1,1,0,0,0,0
"org.apache.ivy.plugins.resolver.util.ResolverHelper.findAll(Repository, ModuleRevisionId, String, Artifact)",13,190,1,1,14,40
org.apache.ivy.Ivy14.listModules(String),18,15,0,0,4,8
org.apache.ivy.plugins.repository.ssh.SshRepository.setListCommand(String),18,3,2,1,0,0
org.apache.ivy.plugins.repository.ssh.SshRepository.getExecChannel(Session),0,182,16,40,0,0
org.apache.ivy.plugins.namespace.MRIDRule.getRev(),13,176,15,44,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.ExtendedBuffer.setDefaultPrint(boolean),18,199,15,42,0,0
"org.apache.ivy.plugins.resolver.MockResolver.shouldReturnResolvedModule(DependencyDescriptor, ResolvedModuleRevision)",18,47,6,13,1,7
org.apache.ivy.core.settings.XmlSettingsParser.includeStarted(Map),18,173,7,43,5,8
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.sendCommand(String, Pattern, long)",6,182,12,41,7,17
org.apache.ivy.core.settings.IvySettings.getDefaultCacheArtifactPattern(),0,2,1,1,0,0
org.apache.ivy.plugins.resolver.IBiblioResolver.setPattern(String),18,11,0,0,2,7
org.apache.ivy.plugins.resolver.packager.BuiltFileResource.getContentLength(),-1,1,0,0,0,0
org.apache.ivy.core.settings.IvySettings.addResolver(DependencyResolver),18,9,1,1,2,5
org.apache.ivy.core.resolve.VisitNode.toString(),13,347,15,45,3,5
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.Parser.isOtherNamespace(String),18,312,15,70,0,0
"org.apache.ivy.util.ContextualSAXHandler.characters(char[], int, int)",-1,1,0,0,0,0
org.apache.ivy.util.AbstractMessageLogger.doProgress(),18,2,1,1,0,0
org.apache.ivy.plugins.report.XmlReportParser.SaxXmlReportParser.getArtifacts(),18,2,1,1,0,0
